,FLARE_TYPE,COINCIDENCE,TOTUSJZ_1,TOTUSJZ_2,TOTUSJZ_3,TOTUSJZ_4,TOTUSJZ_5
1132,B,False,5228800000000.0,5241100000000.0,5674600000000.0,6075500000000.0,6535600000000.0
1133,B,True,3676100000000.0,3768500000000.0,3614100000000.0,3528200000000.0,3688800000000.0
1134,B,False,2228100000000.0,2188600000000.0,2114100000000.0,2077700000000.0,2013200000000.0
1135,B,False,13890000000000.0,13554000000000.0,13536000000000.0,13739000000000.0,13822000000000.0
1136,B,False,52797000000.0,44754000000.0,69997000000.0,134730000000.0,149290000000.0
1137,B,False,12926000000000.0,12703000000000.0,13023000000000.0,12843000000000.0,12868000000000.0
1138,B,False,1716300000000.0,1418600000000.0,1493700000000.0,914370000000.0,1729800000000.0
1139,B,False,11553000000000.0,11739000000000.0,11685000000000.0,11435000000000.0,11905000000000.0
1140,B,True,11716000000000.0,12314000000000.0,12223000000000.0,12006000000000.0,12256000000000.0
1141,B,False,9910100000000.0,10024000000000.0,9991900000000.0,9857400000000.0,9496300000000.0
1142,B,False,11808000000000.0,11397000000000.0,11250000000000.0,11243000000000.0,11177000000000.0
1143,B,False,9739300000000.0,9928100000000.0,9845200000000.0,10102000000000.0,9815600000000.0
1144,B,False,15108000000000.0,15556000000000.0,15766000000000.0,44846000000000.0,15614000000000.0
1145,B,True,13158000000000.0,13342000000000.0,13481000000000.0,13401000000000.0,13276000000000.0
1146,B,True,7968400000000.0,7613400000000.0,7755100000000.0,7786000000000.0,8648400000000.0
1147,B,False,9522900000000.0,9651600000000.0,9415900000000.0,9860800000000.0,9637200000000.0
1148,B,False,9190400000000.0,9424700000000.0,9403200000000.0,9166200000000.0,9134900000000.0
1149,B,False,10775000000000.0,10552000000000.0,10566000000000.0,10648000000000.0,10426000000000.0
1150,B,False,8764300000000.0,8381700000000.0,8442200000000.0,8504400000000.0,8508800000000.0
1151,B,False,5678800000000.0,4471300000000.0,4579900000000.0,4604200000000.0,4815300000000.0
1152,B,True,26593000000000.0,26400000000000.0,26558000000000.0,27460000000000.0,27901000000000.0
1153,B,True,1951700000000.0,2031300000000.0,2052900000000.0,1985600000000.0,1901800000000.0
1154,B,True,358350000000.0,400870000000.0,618690000000.0,620790000000.0,608120000000.0
1155,B,True,5985800000000.0,6270600000000.0,6339700000000.0,6250400000000.0,6552500000000.0
1156,B,True,306550000000.0,287290000000.0,367950000000.0,367510000000.0,337700000000.0
1157,B,False,42351000000000.0,42340000000000.0,42588000000000.0,42963000000000.0,43684000000000.0
1158,B,False,2884100000000.0,3041100000000.0,2839000000000.0,3142200000000.0,3084400000000.0
1159,B,False,10922000000000.0,10755000000000.0,10545000000000.0,10842000000000.0,11035000000000.0
1160,B,False,10590000000000.0,10901000000000.0,11320000000000.0,11575000000000.0,12067000000000.0
1161,B,False,2468600000000.0,2665600000000.0,2811200000000.0,2733600000000.0,3093100000000.0
1162,B,True,6291000000000.0,6484800000000.0,6330200000000.0,6218600000000.0,6248100000000.0
1163,B,False,12624000000000.0,12590000000000.0,12574000000000.0,12615000000000.0,12473000000000.0
1164,B,True,652460000000.0,843300000000.0,1672600000000.0,656550000000.0,1363400000000.0
1165,B,False,11713000000000.0,11915000000000.0,11771000000000.0,11699000000000.0,11647000000000.0
1166,B,False,27269000000000.0,27210000000000.0,27186000000000.0,27319000000000.0,27165000000000.0
1167,B,False,14469000000000.0,14366000000000.0,14777000000000.0,14709000000000.0,14876000000000.0
1168,B,False,7757100000000.0,6880600000000.0,6802300000000.0,6592600000000.0,7418800000000.0
1169,B,True,27455000000000.0,27046000000000.0,26890000000000.0,27029000000000.0,26740000000000.0
1170,B,False,5017300000000.0,5005600000000.0,5060900000000.0,5051200000000.0,5126300000000.0
1171,B,False,9997400000000.0,9710600000000.0,9728000000000.0,9486000000000.0,9394100000000.0
1172,B,False,0.0,0.0,0.0,0.0,0.0
1173,B,False,3631600000000.0,3494600000000.0,3870800000000.0,3899300000000.0,4033000000000.0
1174,B,False,11097000000000.0,11283000000000.0,11033000000000.0,11698000000000.0,11097000000000.0
1175,B,True,3115800000000.0,3016400000000.0,3157000000000.0,3030900000000.0,3064100000000.0
1176,B,False,895650000000.0,885390000000.0,937770000000.0,1009500000000.0,1019700000000.0
1177,B,False,10649000000000.0,10407000000000.0,10587000000000.0,10537000000000.0,10741000000000.0
1178,B,False,4471700000000.0,4575400000000.0,4537400000000.0,4656100000000.0,4621900000000.0
1179,B,False,1080400000000.0,1119200000000.0,990150000000.0,996840000000.0,1147600000000.0
1180,B,False,8116000000000.0,7812200000000.0,8412000000000.0,8095700000000.0,8222200000000.0
1181,B,False,7133700000000.0,6900800000000.0,6584100000000.0,6533100000000.0,5987600000000.0
1182,B,False,10587000000000.0,10906000000000.0,10710000000000.0,10924000000000.0,10814000000000.0
1183,B,True,4484400000000.0,4319000000000.0,4274900000000.0,4123400000000.0,4334900000000.0
1184,B,False,23335000000000.0,23136000000000.0,22841000000000.0,22949000000000.0,23110000000000.0
1185,B,False,15364000000000.0,15419000000000.0,15586000000000.0,15329000000000.0,15733000000000.0
1186,B,False,3275100000000.0,3627400000000.0,3975100000000.0,4027300000000.0,4164200000000.0
1187,B,False,17080000000000.0,16795000000000.0,17104000000000.0,17226000000000.0,17249000000000.0
1188,B,False,3595400000000.0,3628300000000.0,3667100000000.0,3843400000000.0,4251500000000.0
1189,B,True,8481300000000.0,8645200000000.0,8261900000000.0,8453600000000.0,8380800000000.0
1190,B,False,5953600000000.0,6039100000000.0,6004600000000.0,5818800000000.0,5619500000000.0
1191,B,False,4809000000000.0,4604000000000.0,4540800000000.0,4719100000000.0,4578200000000.0
1192,B,False,18114000000000.0,18636000000000.0,18352000000000.0,18409000000000.0,18396000000000.0
1193,B,False,6930900000000.0,6749500000000.0,7001800000000.0,7051800000000.0,7177800000000.0
1194,B,False,4428000000000.0,4210300000000.0,4173100000000.0,4200700000000.0,4190000000000.0
1195,B,False,6401100000000.0,6163000000000.0,6433500000000.0,6546200000000.0,6443200000000.0
1196,B,False,15705000000000.0,15953000000000.0,15939000000000.0,15869000000000.0,15622000000000.0
1197,B,True,13850000000000.0,13556000000000.0,13796000000000.0,14145000000000.0,13966000000000.0
1198,B,False,14886000000000.0,15196000000000.0,15232000000000.0,15180000000000.0,15328000000000.0
1199,B,False,2869100000000.0,2538100000000.0,2415800000000.0,2368200000000.0,2597700000000.0
1200,B,False,22163000000000.0,21955000000000.0,21830000000000.0,22159000000000.0,21900000000000.0
1201,B,True,6756000000000.0,6832000000000.0,6801000000000.0,6755800000000.0,7009800000000.0
1202,B,False,4904000000000.0,4697800000000.0,4873000000000.0,4805800000000.0,4780500000000.0
1203,B,False,11845000000000.0,12046000000000.0,12092000000000.0,11748000000000.0,11806000000000.0
1204,B,True,13468000000000.0,14027000000000.0,13866000000000.0,13811000000000.0,13860000000000.0
1205,B,False,7201700000000.0,7243800000000.0,7275800000000.0,7345100000000.0,7534000000000.0
1206,B,False,6260800000000.0,6163200000000.0,5985500000000.0,5829300000000.0,5701800000000.0
1207,B,False,2175000000000.0,2226100000000.0,2305200000000.0,2238200000000.0,2332300000000.0
1208,B,False,8905000000000.0,9143600000000.0,9155400000000.0,9643700000000.0,9745000000000.0
1209,B,False,2513700000000.0,2561600000000.0,2570700000000.0,2516600000000.0,2642600000000.0
1210,B,False,14079000000000.0,13906000000000.0,13525000000000.0,13522000000000.0,13750000000000.0
1211,B,True,15804000000000.0,16354000000000.0,14906000000000.0,15354000000000.0,15037000000000.0
1212,B,True,1509500000000.0,1519900000000.0,1474400000000.0,1454400000000.0,1594800000000.0
1213,B,True,13149000000000.0,12974000000000.0,12677000000000.0,12308000000000.0,12230000000000.0
1214,B,False,11359000000000.0,11295000000000.0,11883000000000.0,11811000000000.0,12464000000000.0
1215,B,False,12758000000000.0,12565000000000.0,12540000000000.0,12669000000000.0,12491000000000.0
1216,B,False,11399000000000.0,11250000000000.0,11257000000000.0,11562000000000.0,11498000000000.0
1217,B,False,10435000000000.0,10514000000000.0,10562000000000.0,10494000000000.0,10283000000000.0
1218,B,False,5062700000000.0,4964600000000.0,4996300000000.0,5056800000000.0,5008900000000.0
1219,B,False,14753000000000.0,14709000000000.0,14535000000000.0,14731000000000.0,14637000000000.0
1220,B,False,2942000000000.0,3042300000000.0,2940100000000.0,2932000000000.0,2881100000000.0
1221,B,False,4847600000000.0,5065600000000.0,5095200000000.0,5299100000000.0,5359100000000.0
1222,B,False,8199900000000.0,7919900000000.0,7959000000000.0,8344500000000.0,8250600000000.0
1223,B,True,16654000000000.0,16491000000000.0,16501000000000.0,16629000000000.0,15983000000000.0
1224,B,True,10931000000000.0,10778000000000.0,10556000000000.0,10595000000000.0,10760000000000.0
1225,B,True,1566200000000.0,1514200000000.0,1627200000000.0,1630000000000.0,1509900000000.0
1226,B,False,1452000000000.0,1379200000000.0,1366100000000.0,1452900000000.0,1455100000000.0
1227,B,False,6081700000000.0,5804400000000.0,5978600000000.0,6038200000000.0,6041700000000.0
1228,B,False,11674000000000.0,11638000000000.0,11543000000000.0,11909000000000.0,11827000000000.0
1229,B,False,8063200000000.0,7977900000000.0,7813100000000.0,7867900000000.0,7669300000000.0
1230,B,False,8539100000000.0,8556100000000.0,8613500000000.0,8477400000000.0,8378700000000.0
1231,B,False,20259000000000.0,20495000000000.0,20161000000000.0,20409000000000.0,20293000000000.0
1232,B,False,51080000000000.0,51423000000000.0,51961000000000.0,51570000000000.0,52601000000000.0
1233,B,False,4453800000000.0,4396700000000.0,4578500000000.0,4534800000000.0,4473400000000.0
1234,B,False,12929000000000.0,13081000000000.0,12763000000000.0,13122000000000.0,12799000000000.0
1235,B,False,4127700000000.0,4108400000000.0,4001500000000.0,4123800000000.0,4308900000000.0
1236,B,True,4937200000000.0,4987700000000.0,5161700000000.0,5208500000000.0,5141100000000.0
1237,B,False,2099300000000.0,2286300000000.0,2713800000000.0,2992300000000.0,3159400000000.0
1238,B,True,8737800000000.0,8574400000000.0,8602600000000.0,8915800000000.0,9217600000000.0
1239,B,True,2335600000000.0,2333600000000.0,2376300000000.0,2507200000000.0,2498200000000.0
1240,B,False,4533500000000.0,4631900000000.0,4507000000000.0,4484100000000.0,4484400000000.0
1241,B,False,1726100000000.0,1873800000000.0,1759300000000.0,1703700000000.0,1824500000000.0
1242,B,True,14393000000000.0,14295000000000.0,14587000000000.0,14737000000000.0,14663000000000.0
1243,B,False,10696000000000.0,10522000000000.0,10331000000000.0,10340000000000.0,10200000000000.0
1244,B,False,6425800000000.0,6435000000000.0,6400300000000.0,6234000000000.0,6192100000000.0
1245,B,False,22564000000000.0,22503000000000.0,22516000000000.0,22444000000000.0,22737000000000.0
1246,B,False,1365900000000.0,1294000000000.0,1372300000000.0,1389000000000.0,1361200000000.0
1247,B,False,27098000000000.0,27545000000000.0,27277000000000.0,26987000000000.0,26832000000000.0
1248,B,False,11698000000000.0,11097000000000.0,10836000000000.0,11541000000000.0,11147000000000.0
1249,B,False,21061000000000.0,21034000000000.0,20995000000000.0,20987000000000.0,20645000000000.0
1250,B,True,18664000000000.0,18595000000000.0,18580000000000.0,18741000000000.0,19191000000000.0
1251,B,False,10501000000000.0,10385000000000.0,10368000000000.0,10538000000000.0,10442000000000.0
1252,B,True,4333000000000.0,4130700000000.0,4098300000000.0,4224200000000.0,4333400000000.0
1253,B,False,2516800000000.0,2444400000000.0,2511800000000.0,2670400000000.0,2848000000000.0
1254,B,True,5278200000000.0,5126500000000.0,5240000000000.0,5205700000000.0,5248100000000.0
1255,B,False,14345000000000.0,14412000000000.0,14588000000000.0,14959000000000.0,15020000000000.0
1256,B,False,11378000000000.0,11410000000000.0,11722000000000.0,12085000000000.0,12529000000000.0
1257,B,False,7222000000000.0,7112000000000.0,7112700000000.0,7040400000000.0,7126800000000.0
1258,B,False,13293000000000.0,13641000000000.0,13657000000000.0,13674000000000.0,13343000000000.0
1259,B,True,9043800000000.0,9068900000000.0,9216000000000.0,9101600000000.0,9208600000000.0
1260,B,False,2722100000000.0,2671000000000.0,2608600000000.0,2574800000000.0,2634900000000.0
1261,B,False,20754000000000.0,19362000000000.0,19171000000000.0,18823000000000.0,18689000000000.0
1262,B,False,4840300000000.0,4739100000000.0,4839900000000.0,4784800000000.0,4799200000000.0
1263,B,False,16869000000000.0,17357000000000.0,17509000000000.0,18048000000000.0,17632000000000.0
1264,B,False,750300000000.0,760760000000.0,765040000000.0,763110000000.0,726450000000.0
1265,B,False,2569700000000.0,2646300000000.0,2587500000000.0,2698800000000.0,2944000000000.0
1266,B,True,7180700000000.0,7163000000000.0,7438500000000.0,7465700000000.0,7500300000000.0
1267,B,False,3533000000000.0,3459000000000.0,3413800000000.0,3408800000000.0,3520300000000.0
1268,B,False,2459500000000.0,2289500000000.0,2113100000000.0,2040300000000.0,2033800000000.0
1269,B,False,14100000000000.0,13892000000000.0,13767000000000.0,14059000000000.0,14210000000000.0
1270,B,False,5778000000000.0,5882300000000.0,5812000000000.0,5873800000000.0,5856000000000.0
1271,B,False,7439700000000.0,7674300000000.0,7418000000000.0,7512100000000.0,7608700000000.0
1272,B,False,2309600000000.0,2495400000000.0,2619800000000.0,2493200000000.0,2710600000000.0
1273,B,False,9176800000000.0,9113600000000.0,9324900000000.0,9311000000000.0,9312500000000.0
1274,B,False,7947400000000.0,7933200000000.0,8275400000000.0,8149500000000.0,7944700000000.0
1275,B,False,2024800000000.0,1995200000000.0,2112300000000.0,2079100000000.0,2049000000000.0
1276,B,False,7498600000000.0,7645800000000.0,7632400000000.0,7941400000000.0,8223300000000.0
1277,B,True,11661000000000.0,11945000000000.0,11638000000000.0,12039000000000.0,12219000000000.0
1278,B,True,14488000000000.0,14577000000000.0,14962000000000.0,15141000000000.0,15261000000000.0
1279,B,False,3463200000000.0,3556400000000.0,3561200000000.0,3544400000000.0,3614900000000.0
1280,B,False,22828000000000.0,22686000000000.0,22883000000000.0,23117000000000.0,23277000000000.0
1281,B,False,1347300000000.0,1307300000000.0,1465300000000.0,1375100000000.0,1327800000000.0
1282,B,False,8353200000000.0,8520900000000.0,8421600000000.0,8448000000000.0,8118000000000.0
1283,B,False,25395000000000.0,25339000000000.0,24780000000000.0,24639000000000.0,24394000000000.0
1284,B,False,2983000000000.0,3330600000000.0,3389100000000.0,3161700000000.0,3153700000000.0
1285,B,False,3885500000000.0,4177100000000.0,4295000000000.0,4348500000000.0,4505000000000.0
1286,B,False,2807600000000.0,2905600000000.0,2703900000000.0,2698500000000.0,2847300000000.0
1287,B,True,5251600000000.0,5349500000000.0,5125100000000.0,5175200000000.0,5207100000000.0
1288,B,False,7529700000000.0,7648900000000.0,7355800000000.0,7550700000000.0,7375600000000.0
1289,B,False,19818000000000.0,19918000000000.0,19793000000000.0,19731000000000.0,19927000000000.0
1290,B,False,4588500000000.0,4641300000000.0,5038600000000.0,5271500000000.0,4974000000000.0
1291,B,True,4924800000000.0,4899900000000.0,4668300000000.0,4564000000000.0,4795100000000.0
1292,B,False,9520700000000.0,9847800000000.0,9825100000000.0,9576100000000.0,9693300000000.0
1293,B,False,9598700000000.0,9047700000000.0,9286100000000.0,9154900000000.0,9414700000000.0
1294,B,False,631670000000.0,558710000000.0,531750000000.0,467050000000.0,456430000000.0
1295,B,False,9828100000000.0,9903100000000.0,9649000000000.0,10072000000000.0,10074000000000.0
1296,B,False,3178600000000.0,3165900000000.0,3259400000000.0,3360700000000.0,3378000000000.0
1297,B,True,18578000000000.0,18568000000000.0,18563000000000.0,18683000000000.0,18249000000000.0
1298,B,False,2997500000000.0,3424700000000.0,3197700000000.0,3002000000000.0,3304900000000.0
1299,B,False,11215000000000.0,10871000000000.0,11221000000000.0,10956000000000.0,11054000000000.0
1300,B,False,12625000000000.0,12486000000000.0,12308000000000.0,12377000000000.0,12364000000000.0
1301,B,False,19946000000000.0,19260000000000.0,19495000000000.0,19576000000000.0,19207000000000.0
1302,B,False,2559800000000.0,2555600000000.0,2808100000000.0,2806000000000.0,2802000000000.0
1303,B,True,3904900000000.0,4121400000000.0,4200600000000.0,4063700000000.0,4152400000000.0
1304,B,False,10537000000000.0,10333000000000.0,10307000000000.0,10191000000000.0,10055000000000.0
1305,B,False,6503400000000.0,6530700000000.0,6700000000000.0,6802900000000.0,6521300000000.0
1306,B,False,9134700000000.0,9008000000000.0,8831300000000.0,8958800000000.0,8731000000000.0
1307,B,False,2070400000000.0,2053500000000.0,2041700000000.0,2032500000000.0,2186600000000.0
1308,B,False,6014500000000.0,5884400000000.0,5832300000000.0,6125400000000.0,5979200000000.0
1309,B,True,7263300000000.0,7445900000000.0,7487600000000.0,7868600000000.0,7548900000000.0
1310,B,False,6833300000000.0,7035200000000.0,7244600000000.0,6995300000000.0,6670600000000.0
1311,B,False,16331000000000.0,16134000000000.0,16105000000000.0,16048000000000.0,16379000000000.0
1312,B,False,18820000000000.0,17913000000000.0,18164000000000.0,18132000000000.0,17669000000000.0
1313,B,False,2122700000000.0,2248800000000.0,2343800000000.0,2213800000000.0,2237300000000.0
1314,B,False,8874400000000.0,9040100000000.0,9127000000000.0,9330600000000.0,9053400000000.0
1315,B,False,9575700000000.0,9404900000000.0,9732900000000.0,9907200000000.0,9600600000000.0
1316,B,True,26689000000000.0,26853000000000.0,27367000000000.0,27793000000000.0,27642000000000.0
1317,B,False,2142500000000.0,2244600000000.0,2265400000000.0,2277300000000.0,2336300000000.0
1318,B,False,5108200000000.0,5068800000000.0,4843800000000.0,5132600000000.0,5208700000000.0
1319,B,False,2128300000000.0,2117100000000.0,2203200000000.0,1969600000000.0,1923700000000.0
1320,B,False,2229500000000.0,2402600000000.0,2518500000000.0,2495400000000.0,2739200000000.0
1321,B,False,2718000000000.0,2738200000000.0,2669400000000.0,2639100000000.0,2698000000000.0
1322,B,False,14749000000000.0,14721000000000.0,14666000000000.0,14661000000000.0,14422000000000.0
1323,B,False,5207100000000.0,5224100000000.0,5210000000000.0,5134400000000.0,5332800000000.0
1324,B,False,15579000000000.0,15599000000000.0,15353000000000.0,15760000000000.0,15511000000000.0
1325,B,False,3501900000000.0,3417000000000.0,3495500000000.0,3521300000000.0,3525300000000.0
1326,B,False,2596200000000.0,2883000000000.0,2936200000000.0,2932000000000.0,2909700000000.0
1327,B,False,5259400000000.0,5510700000000.0,5390900000000.0,5524100000000.0,5870300000000.0
1328,B,False,18041000000000.0,17992000000000.0,18339000000000.0,17990000000000.0,18087000000000.0
1329,B,False,6594500000000.0,6810200000000.0,6789600000000.0,6735400000000.0,6909000000000.0
1330,B,False,2031100000000.0,2015000000000.0,2445600000000.0,2395600000000.0,3262500000000.0
1331,B,False,15055000000000.0,14899000000000.0,15311000000000.0,15241000000000.0,15034000000000.0
1332,B,False,12398000000000.0,11838000000000.0,11860000000000.0,11720000000000.0,12083000000000.0
1333,B,False,6230100000000.0,5980300000000.0,5910800000000.0,5846000000000.0,6180900000000.0
1334,B,False,11008000000000.0,11200000000000.0,11523000000000.0,11657000000000.0,11522000000000.0
1335,B,False,1307900000000.0,1267800000000.0,1282400000000.0,1339800000000.0,1254900000000.0
1336,B,True,20880000000000.0,20889000000000.0,20736000000000.0,20624000000000.0,20661000000000.0
1337,B,True,2360400000000.0,2264100000000.0,2130800000000.0,1982100000000.0,1909300000000.0
1338,B,True,188840000000.0,223580000000.0,204110000000.0,249240000000.0,305500000000.0
1339,B,False,14504000000000.0,14566000000000.0,14794000000000.0,14853000000000.0,15339000000000.0
1340,B,False,10672000000000.0,10405000000000.0,10216000000000.0,10046000000000.0,9758200000000.0
1341,B,False,11520000000000.0,11510000000000.0,11385000000000.0,11285000000000.0,11548000000000.0
1342,B,False,27475000000000.0,26689000000000.0,26853000000000.0,27367000000000.0,27793000000000.0
1343,B,False,6019300000000.0,6084300000000.0,5968900000000.0,6149600000000.0,6071100000000.0
1344,B,True,8949300000000.0,9179200000000.0,8971100000000.0,9037300000000.0,9043700000000.0
1345,B,False,1608300000000.0,1581700000000.0,1617800000000.0,1660100000000.0,1952100000000.0
1346,B,False,6528400000000.0,6370900000000.0,6694600000000.0,6491100000000.0,6461900000000.0
1347,B,False,4993300000000.0,4812600000000.0,4794200000000.0,4723400000000.0,4816900000000.0
1348,B,False,30588000000000.0,30502000000000.0,30313000000000.0,29863000000000.0,29811000000000.0
1349,B,False,2298600000000.0,2335800000000.0,2300200000000.0,2182900000000.0,2162200000000.0
1350,B,False,5516200000000.0,5438000000000.0,5497100000000.0,5498100000000.0,5778000000000.0
1351,B,False,17311000000000.0,17159000000000.0,17240000000000.0,17322000000000.0,17074000000000.0
1352,B,False,2508000000000.0,2430300000000.0,2361200000000.0,2164300000000.0,2262100000000.0
1353,B,False,11102000000000.0,11175000000000.0,11020000000000.0,10584000000000.0,10499000000000.0
1354,B,False,16282000000000.0,16505000000000.0,16243000000000.0,16271000000000.0,16129000000000.0
1355,B,False,9602500000000.0,9717400000000.0,10142000000000.0,10223000000000.0,10591000000000.0
1356,B,False,14340000000000.0,13966000000000.0,14145000000000.0,14021000000000.0,14124000000000.0
1357,B,False,1107100000000.0,1182400000000.0,1170300000000.0,1272600000000.0,1205000000000.0
1358,B,False,3894200000000.0,4294300000000.0,4489100000000.0,4751600000000.0,4843700000000.0
1359,B,False,8123400000000.0,8226800000000.0,8113200000000.0,7944800000000.0,8216800000000.0
1360,B,False,9279300000000.0,9216400000000.0,8943200000000.0,8792700000000.0,8895400000000.0
1361,B,False,10338000000000.0,10487000000000.0,10825000000000.0,10856000000000.0,11069000000000.0
1362,B,False,3268600000000.0,3431700000000.0,3392000000000.0,3303900000000.0,3117900000000.0
1363,B,False,16157000000000.0,15657000000000.0,16120000000000.0,16371000000000.0,16254000000000.0
1364,B,False,2583300000000.0,2478200000000.0,2551500000000.0,2351000000000.0,2341400000000.0
1365,B,True,7409700000000.0,7507500000000.0,7584300000000.0,7598700000000.0,7882300000000.0
1366,B,False,1738200000000.0,1826100000000.0,2080000000000.0,2114000000000.0,2307100000000.0
1367,B,False,7156300000000.0,7386700000000.0,7358100000000.0,7031400000000.0,6837000000000.0
1368,B,True,5774900000000.0,6274900000000.0,6080000000000.0,5878800000000.0,7160100000000.0
1369,B,False,2391800000000.0,2451500000000.0,2527000000000.0,2499900000000.0,2388400000000.0
1370,B,False,666230000000.0,738230000000.0,780400000000.0,698270000000.0,721840000000.0
1371,B,False,10076000000000.0,10215000000000.0,10098000000000.0,10522000000000.0,10732000000000.0
1372,B,False,12438000000000.0,12476000000000.0,12367000000000.0,12208000000000.0,12393000000000.0
1373,B,False,0.0,0.0,0.0,0.0,0.0
1374,B,True,9484100000000.0,9500200000000.0,9650600000000.0,9881500000000.0,10049000000000.0
1375,B,False,8562000000000.0,8829800000000.0,8568600000000.0,8688800000000.0,8732900000000.0
1376,B,False,6229600000000.0,6117400000000.0,6027700000000.0,6028900000000.0,5901400000000.0
1377,B,False,15905000000000.0,15705000000000.0,15270000000000.0,15519000000000.0,15338000000000.0
1378,B,True,735120000000.0,748610000000.0,834490000000.0,956670000000.0,833560000000.0
1379,B,True,2098500000000.0,2145500000000.0,2304000000000.0,2730200000000.0,3001000000000.0
1380,B,False,1395500000000.0,1229500000000.0,1263100000000.0,1196500000000.0,1117200000000.0
1381,B,False,12844000000000.0,12379000000000.0,12612000000000.0,12695000000000.0,12798000000000.0
1382,B,False,16811000000000.0,16376000000000.0,16709000000000.0,16390000000000.0,16516000000000.0
1383,B,True,1656900000000.0,1732500000000.0,1798900000000.0,1819300000000.0,1675100000000.0
1384,B,False,13520000000000.0,14098000000000.0,14299000000000.0,14569000000000.0,14673000000000.0
1385,B,False,12967000000000.0,12939000000000.0,12929000000000.0,12828000000000.0,12950000000000.0
1386,B,False,12629000000000.0,12616000000000.0,12557000000000.0,12645000000000.0,12413000000000.0
1387,B,False,2137000000000.0,2252600000000.0,2598900000000.0,2796000000000.0,2942900000000.0
1388,B,True,10626000000000.0,11238000000000.0,11151000000000.0,11446000000000.0,11822000000000.0
1389,B,True,1345400000000.0,1588300000000.0,1629100000000.0,1461700000000.0,2145500000000.0
1390,B,True,3359600000000.0,3454700000000.0,3553600000000.0,3453100000000.0,3438300000000.0
1391,B,True,15370000000000.0,15944000000000.0,15759000000000.0,15738000000000.0,15708000000000.0
1392,B,False,3013000000000.0,2928300000000.0,3055200000000.0,3027700000000.0,2896600000000.0
1393,B,False,2831100000000.0,2463900000000.0,2666100000000.0,2776300000000.0,2897100000000.0
1394,B,False,7280800000000.0,7427900000000.0,7672200000000.0,8117000000000.0,7864600000000.0
1395,B,False,13735000000000.0,14004000000000.0,14343000000000.0,14590000000000.0,15447000000000.0
1396,B,True,18604000000000.0,18411000000000.0,19629000000000.0,20539000000000.0,19801000000000.0
1397,B,False,5869800000000.0,5768900000000.0,5915900000000.0,6078800000000.0,5996500000000.0
1398,B,False,10173000000000.0,9473700000000.0,9063400000000.0,8788900000000.0,8647700000000.0
1399,B,False,3637300000000.0,3728100000000.0,3662100000000.0,3601500000000.0,3596100000000.0
1400,B,False,1050300000000.0,1047700000000.0,1096400000000.0,972420000000.0,965180000000.0
1401,B,True,7285600000000.0,7247400000000.0,7029000000000.0,7513200000000.0,7405100000000.0
1402,B,False,19046000000000.0,18575000000000.0,18923000000000.0,18863000000000.0,18636000000000.0
1403,B,False,1008000000000.0,1425800000000.0,1522400000000.0,1684700000000.0,1768000000000.0
1404,B,False,17152000000000.0,17102000000000.0,17053000000000.0,17211000000000.0,17334000000000.0
1405,B,False,4096300000000.0,4317200000000.0,4103000000000.0,4084400000000.0,4066200000000.0
1406,B,False,7154900000000.0,7239900000000.0,7449900000000.0,7523300000000.0,7657800000000.0
1407,B,False,24408000000000.0,24374000000000.0,23904000000000.0,23541000000000.0,23310000000000.0
1408,B,True,4696200000000.0,4838400000000.0,4803800000000.0,4646500000000.0,4729300000000.0
1409,B,False,17878000000000.0,17861000000000.0,20180000000000.0,18105000000000.0,17853000000000.0
1410,B,True,3671300000000.0,3732900000000.0,3613100000000.0,3436700000000.0,3491500000000.0
1411,B,False,6816700000000.0,6734900000000.0,6617100000000.0,6914000000000.0,6688200000000.0
1412,B,False,2957700000000.0,3024800000000.0,3140600000000.0,3214400000000.0,3143600000000.0
1413,B,False,8158200000000.0,8427100000000.0,8578500000000.0,8731300000000.0,8791600000000.0
1414,B,False,1569400000000.0,1700300000000.0,1647600000000.0,1687300000000.0,1691800000000.0
1415,B,False,2707100000000.0,2703700000000.0,2679200000000.0,2820800000000.0,2860100000000.0
1416,B,False,2335600000000.0,2333600000000.0,2376300000000.0,2507200000000.0,2498200000000.0
1417,B,False,8658500000000.0,8401300000000.0,8174400000000.0,7993300000000.0,7992200000000.0
1418,B,False,1966900000000.0,2104400000000.0,2012000000000.0,1873900000000.0,1997300000000.0
1419,B,False,6353700000000.0,6113100000000.0,6196400000000.0,6737800000000.0,6723200000000.0
1420,B,False,5188000000000.0,5061300000000.0,5089500000000.0,5081900000000.0,4977100000000.0
1421,B,False,13488000000000.0,13666000000000.0,13398000000000.0,13445000000000.0,13403000000000.0
1422,B,False,2836700000000.0,2646600000000.0,2654800000000.0,2609300000000.0,2573300000000.0
1423,B,False,2470300000000.0,2480900000000.0,2382600000000.0,2361200000000.0,2294400000000.0
1424,B,False,5212700000000.0,5270300000000.0,5003700000000.0,4771500000000.0,4549000000000.0
1425,B,False,7957200000000.0,7862600000000.0,8032700000000.0,8206000000000.0,8137700000000.0
1426,B,False,9609800000000.0,9649400000000.0,9825000000000.0,9555600000000.0,9898900000000.0
1427,B,False,11433000000000.0,11418000000000.0,11349000000000.0,10785000000000.0,10687000000000.0
1428,B,True,3667100000000.0,3641600000000.0,3800600000000.0,4041100000000.0,4165200000000.0
1429,B,False,18878000000000.0,18695000000000.0,18546000000000.0,18760000000000.0,18297000000000.0
