,FLARE_TYPE,COINCIDENCE,MEANGBZ_1,MEANGBZ_2,MEANGBZ_3,MEANGBZ_4,MEANGBZ_5
1068,B,False,111.74,111.2,111.45,110.73,108.19
1069,B,False,75.041,73.649,73.158,73.745,73.505
1070,B,False,77.427,74.803,73.102,81.609,79.957
1071,B,False,135.6,138.78,135.89,134.46,134.95
1072,B,False,138.25,136.33,136.84,138.45,136.98
1073,B,False,74.08,74.761,74.676,74.706,76.803
1074,B,False,79.428,80.14,79.184,80.518,80.341
1075,B,True,94.937,94.923,96.843,97.428,97.962
1076,B,False,125.31,124.67,126.01,123.95,125.22
1077,B,True,96.067,95.926,95.439,95.196,95.08
1078,B,True,146.92,147.37,148.1,144.83,144.48
1079,B,False,133.36,133.26,134.23,132.77,128.63
1080,B,False,61.434,61.424,61.427,61.15,61.12
1081,B,False,112.29,111.56,110.74,113.24,114.09
1082,B,False,108.72,108.74,109.22,110.25,109.63
1083,B,True,117.72,119.77,121.94,122.06,122.72
1084,B,True,118.32,120.77,121.59,120.33,120.84
1085,B,False,109.32,108.35,110.83,113.34,113.78
1086,B,True,96.059,95.621,96.155,95.794,94.258
1087,B,True,117.62,116.69,116.68,118.25,116.96
1088,B,True,64.526,67.863,59.053,64.3,66.252
1089,B,False,123.26,123.72,122.29,122.21,121.27
1090,B,False,99.693,100.17,101.03,101.97,101.79
1091,B,True,100.76,101.09,102.32,102.89,102.9
1092,B,False,55.466,55.654,56.36,55.856,56.699
1093,B,False,122.55,120.59,117.68,118.12,116.05
1094,B,False,96.48,92.946,92.647,94.574,92.16
1095,B,False,101.63,101.39,98.764,98.893,98.658
1096,B,False,134.98,132.82,134.19,135.76,136.59
1097,B,True,110.22,112.07,113.12,114.43,116.86
1098,B,False,87.359,86.696,87.279,85.856,86.008
1099,B,False,58.799,59.772,58.979,58.316,58.201
1100,B,False,108.62,106.22,106.74,104.64,99.377
1101,B,False,139.26,140.59,139.4,136.4,135.12
1102,B,True,67.422,68.743,70.528,69.051,69.868
1103,B,False,123.42,124.48,126.44,126.35,127.61
1104,B,False,109.96,109.16,110.86,110.01,108.69
1105,B,True,84.426,86.976,95.058,106.36,80.306
1106,B,False,130.0,125.22,126.18,121.98,125.61
1107,B,False,117.67,117.85,116.38,117.8,119.6
1108,B,False,82.91,83.125,85.699,85.225,84.208
1109,B,False,134.27,132.74,133.96,135.52,132.61
1110,B,True,103.29,103.26,103.62,104.88,103.22
1111,B,True,72.95,72.801,77.497,75.61,77.847
1112,B,False,105.78,105.34,105.13,105.33,105.94
1113,B,False,143.35,144.08,137.88,139.54,140.73
1114,B,False,116.09,117.92,120.24,121.9,122.38
1115,B,False,115.25,135.27,114.44,117.1,134.24
1116,B,True,76.474,76.611,76.577,76.207,75.494
1117,B,False,104.44,107.38,108.27,107.61,107.44
1118,B,False,77.776,76.719,76.794,75.741,75.909
1119,B,False,110.68,110.66,111.34,110.91,110.03
1120,B,False,94.707,94.38,94.318,94.775,94.181
1121,B,False,48.677,53.324,51.963,47.857,50.636
1122,B,False,120.78,115.06,106.57,104.19,110.27
1123,B,True,79.129,79.43,79.765,79.77,80.229
1124,B,True,125.61,123.14,122.34,120.84,120.3
1125,B,False,108.72,110.08,111.06,110.2,110.95
1126,B,True,153.99,155.9,150.52,156.96,156.31
1127,B,True,105.83,105.62,104.18,104.84,104.14
1128,B,False,123.94,125.74,122.69,123.24,125.23
1129,B,True,117.72,118.35,115.69,113.91,111.36
1130,B,False,96.425,96.021,96.62,98.252,99.736
1131,B,False,99.593,98.574,98.618,97.202,97.591
1132,B,False,134.69,132.88,130.04,130.85,130.83
1133,B,True,124.84,123.57,125.9,127.35,125.9
1134,B,False,63.897,63.153,64.14,64.562,62.995
1135,B,False,98.703,98.174,97.332,96.396,97.329
1136,B,False,145.27,78.235,67.923,91.502,51.856
1137,B,False,78.724,79.074,79.197,79.493,80.143
1138,B,False,165.76,164.63,155.96,184.71,162.44
1139,B,False,98.803,99.726,100.64,99.745,100.16
1140,B,True,117.83,116.98,117.41,118.43,120.81
1141,B,False,65.99,64.7,67.874,68.519,66.077
1142,B,False,67.283,67.76,68.426,68.232,68.692
1143,B,False,122.88,123.15,121.8,121.62,119.64
1144,B,False,118.63,118.48,117.04,83.48,118.68
1145,B,True,110.48,111.49,111.02,111.13,114.08
1146,B,True,81.231,75.61,80.526,89.117,99.837
1147,B,False,105.94,106.73,104.65,106.02,105.29
1148,B,False,115.78,113.84,113.85,112.73,111.2
1149,B,False,104.14,105.71,104.74,105.17,105.72
1150,B,False,127.13,126.83,127.72,130.33,131.17
1151,B,False,114.79,141.3,139.73,137.41,135.73
1152,B,True,125.86,126.4,126.77,125.23,123.3
1153,B,True,95.289,97.158,99.56,101.62,103.27
1154,B,True,153.12,137.36,147.77,140.16,145.82
1155,B,True,71.402,74.188,72.692,72.031,73.322
1156,B,True,154.01,177.19,181.32,185.93,202.51
1157,B,False,107.73,107.96,108.45,108.55,108.57
1158,B,False,146.4,143.83,143.33,139.09,136.69
1159,B,False,90.198,91.644,92.294,95.254,95.618
1160,B,False,125.21,123.78,125.02,123.95,125.04
1161,B,False,86.602,86.581,89.247,82.308,85.216
1162,B,True,71.608,71.029,70.896,71.367,70.118
1163,B,False,94.762,94.998,95.941,96.716,97.724
1164,B,True,86.928,97.034,144.1,53.855,128.26
1165,B,False,116.64,114.58,112.28,109.44,110.48
1166,B,False,121.17,121.64,121.38,121.77,121.97
1167,B,False,71.383,71.265,70.955,71.307,72.968
1168,B,False,79.264,73.415,73.595,73.731,76.594
1169,B,True,115.09,115.65,114.72,114.96,114.85
1170,B,False,80.236,82.515,83.295,83.975,85.141
1171,B,False,99.596,100.48,99.826,98.297,96.645
1172,B,False,0.0,0.0,0.0,0.0,0.0
1173,B,False,118.45,122.16,118.9,122.85,122.58
1174,B,False,125.82,127.57,126.81,125.25,125.67
1175,B,True,107.18,107.88,106.93,105.42,106.51
1176,B,False,97.711,95.918,93.176,94.855,99.102
1177,B,False,115.16,113.39,112.27,112.96,113.79
1178,B,False,64.014,68.847,64.577,66.386,62.397
1179,B,False,131.78,135.94,141.48,155.43,144.62
1180,B,False,69.882,66.162,73.232,70.004,69.313
1181,B,False,129.57,130.33,132.84,129.35,132.03
1182,B,False,119.63,119.06,118.06,116.81,116.98
1183,B,True,129.32,127.54,128.38,128.24,130.32
1184,B,False,117.77,118.52,118.88,119.74,118.98
1185,B,False,84.231,84.372,84.375,85.618,85.102
1186,B,False,64.402,57.862,60.008,59.554,59.286
1187,B,False,91.205,92.429,92.573,92.865,93.884
1188,B,False,135.08,132.6,133.89,133.03,132.66
1189,B,True,82.35,81.987,82.634,81.733,81.967
1190,B,False,85.602,86.655,88.646,89.111,89.771
1191,B,False,66.361,66.867,63.906,65.398,65.477
1192,B,False,74.823,75.537,76.449,76.541,76.446
1193,B,False,83.292,81.625,83.394,84.726,82.72
1194,B,False,67.803,67.247,69.391,70.325,71.159
1195,B,False,115.87,116.3,114.7,115.4,114.9
1196,B,False,104.42,104.35,104.69,105.15,105.45
1197,B,True,104.92,105.05,105.52,105.77,105.55
1198,B,False,107.03,106.47,105.89,104.86,104.48
1199,B,False,145.68,149.26,154.19,159.37,156.82
1200,B,False,117.1,115.94,115.61,114.53,114.08
1201,B,True,106.81,107.73,107.42,107.58,106.39
1202,B,False,93.351,96.177,95.94,96.084,92.838
1203,B,False,125.08,122.94,123.13,122.1,124.06
1204,B,True,57.667,59.557,56.517,57.012,58.836
1205,B,False,117.83,117.69,117.76,119.95,120.03
1206,B,False,80.46,80.329,79.13,79.428,80.14
1207,B,False,70.352,72.078,72.059,70.4,71.014
1208,B,False,102.65,103.37,103.5,103.54,102.0
1209,B,False,76.161,76.939,71.067,75.675,78.706
1210,B,False,79.224,79.543,79.31,79.665,79.255
1211,B,True,73.618,74.969,70.67,71.233,73.402
1212,B,True,158.9,159.81,157.19,160.29,159.42
1213,B,True,119.33,120.86,122.18,123.13,123.83
1214,B,False,58.601,58.522,59.315,60.485,61.16
1215,B,False,80.666,80.182,80.149,80.121,81.661
1216,B,False,108.4,108.92,109.08,108.95,109.11
1217,B,False,108.99,110.4,113.07,117.17,119.4
1218,B,False,88.278,88.194,88.809,89.989,87.583
1219,B,False,108.02,108.04,107.38,106.4,107.1
1220,B,False,106.22,104.8,106.78,105.99,107.16
1221,B,False,71.348,72.094,71.646,72.81,72.355
1222,B,False,119.86,121.16,120.65,120.15,120.23
1223,B,True,105.8,105.88,106.23,105.06,104.87
1224,B,True,106.37,106.48,106.19,104.42,104.21
1225,B,True,161.79,161.92,156.72,152.71,155.61
1226,B,False,151.93,154.87,152.99,153.25,156.29
1227,B,False,86.201,85.005,84.176,86.393,86.465
1228,B,False,93.856,94.117,95.161,95.528,94.649
1229,B,False,111.58,109.2,110.64,110.88,112.77
1230,B,False,61.851,62.078,61.891,61.447,62.835
1231,B,False,107.18,108.41,108.94,108.14,109.58
1232,B,False,102.69,102.77,102.92,102.81,103.04
1233,B,False,128.18,128.54,131.08,131.22,131.99
1234,B,False,112.56,115.25,117.78,117.86,118.17
1235,B,False,123.21,120.86,123.83,123.07,119.13
1236,B,True,93.152,92.912,92.494,93.251,91.594
1237,B,False,83.08,78.161,76.557,77.441,68.111
1238,B,True,130.16,129.09,129.92,128.67,126.79
1239,B,True,143.47,142.61,143.76,143.22,144.02
1240,B,False,130.84,130.79,131.77,131.05,129.32
1241,B,False,145.29,145.66,141.35,145.15,138.2
1242,B,True,109.3,109.45,109.64,109.65,110.09
1243,B,False,72.26,72.401,73.115,72.948,71.906
1244,B,False,87.727,87.2,88.844,91.664,91.171
1245,B,False,112.51,111.47,108.94,107.93,106.86
1246,B,False,100.09,97.735,95.313,95.848,93.941
1247,B,False,111.48,110.71,110.74,110.77,109.37
1248,B,False,125.25,125.67,125.42,125.75,125.1
1249,B,False,97.948,98.063,97.629,97.861,97.478
1250,B,True,95.12,95.885,96.494,97.063,97.013
1251,B,False,116.18,116.55,117.49,114.03,115.04
1252,B,True,115.6,124.67,104.63,124.57,112.94
1253,B,False,140.87,136.97,140.52,133.61,129.86
1254,B,True,70.136,70.839,69.43,68.057,68.63
1255,B,False,112.68,110.6,111.39,108.99,108.85
1256,B,False,62.452,63.916,63.995,64.479,64.71
1257,B,False,97.613,103.46,98.065,98.09,100.2
1258,B,False,119.76,120.2,121.37,121.63,122.84
1259,B,True,114.02,114.29,112.02,111.89,112.03
1260,B,False,147.24,142.37,144.01,145.61,146.93
1261,B,False,105.41,105.43,106.52,105.9,106.87
1262,B,False,98.327,99.297,98.962,98.992,95.507
1263,B,False,105.38,103.71,103.05,102.86,102.32
1264,B,False,118.87,117.38,119.29,114.32,119.83
1265,B,False,119.49,118.75,123.66,118.66,121.53
1266,B,True,105.09,104.47,104.87,105.13,105.82
1267,B,False,127.72,131.49,131.75,133.71,137.05
1268,B,False,106.5,109.86,106.44,108.87,113.52
1269,B,False,113.32,112.98,112.33,110.23,109.85
1270,B,False,130.06,132.45,132.72,131.64,135.38
1271,B,False,88.58,88.553,89.283,90.231,90.07
1272,B,False,71.146,56.8,58.115,56.264,57.333
1273,B,False,84.736,84.701,84.023,84.915,85.035
1274,B,False,98.112,97.558,99.611,97.493,95.514
1275,B,False,102.69,99.354,99.486,100.24,101.43
1276,B,False,113.35,113.24,113.23,113.94,113.25
1277,B,True,112.68,112.36,110.4,109.09,108.8
1278,B,True,97.868,97.352,97.189,96.718,97.003
1279,B,False,77.311,78.202,78.95,80.129,79.904
1280,B,False,82.831,82.99,83.053,82.744,83.32
1281,B,False,115.93,116.62,114.85,116.2,120.74
1282,B,False,105.07,106.09,105.32,103.56,104.15
1283,B,False,114.43,116.86,119.18,119.41,120.9
1284,B,False,142.65,141.93,145.74,149.54,143.66
1285,B,False,136.46,137.69,133.82,133.15,126.65
1286,B,False,60.204,66.529,63.522,62.753,61.717
1287,B,True,70.705,69.722,68.835,69.758,68.609
1288,B,False,61.657,64.464,61.979,62.547,60.488
1289,B,False,62.819,62.282,61.434,61.424,61.427
1290,B,False,122.37,118.37,117.46,111.03,108.34
1291,B,True,95.886,96.265,96.454,95.888,95.515
1292,B,False,106.9,105.46,107.18,107.71,106.72
1293,B,False,84.371,83.41,84.038,83.87,84.021
1294,B,False,146.71,142.88,151.84,145.02,140.92
1295,B,False,113.81,111.45,109.38,107.94,107.38
1296,B,False,94.584,92.282,92.751,92.032,90.944
1297,B,True,95.654,95.539,95.794,95.898,95.496
1298,B,False,127.51,133.13,135.82,136.01,136.03
1299,B,False,90.039,89.554,90.139,88.236,89.415
1300,B,False,119.66,119.95,120.35,121.1,121.05
1301,B,False,109.02,110.69,111.67,111.94,113.05
1302,B,False,124.86,124.21,121.57,124.25,123.65
1303,B,True,101.31,101.08,100.84,101.75,103.3
1304,B,False,101.63,100.99,102.11,102.74,101.57
1305,B,False,137.52,138.15,133.96,131.04,132.61
1306,B,False,115.92,115.2,116.96,115.8,114.96
1307,B,False,155.9,150.52,156.96,156.31,152.01
1308,B,False,96.067,97.066,96.786,96.578,96.798
1309,B,True,124.56,126.31,128.35,126.08,131.09
1310,B,False,122.75,123.28,122.28,122.86,124.51
1311,B,False,128.38,128.86,127.62,124.32,122.2
1312,B,False,78.993,76.194,77.283,78.144,76.654
1313,B,False,109.83,111.16,108.79,109.4,109.07
1314,B,False,102.42,102.82,103.85,102.52,100.48
1315,B,False,70.68,71.225,71.438,71.477,71.689
1316,B,True,109.53,110.19,110.02,111.63,113.25
1317,B,False,130.12,132.76,131.41,131.9,134.02
1318,B,False,119.89,123.5,128.55,130.19,133.8
1319,B,False,67.02,67.475,67.71,66.794,64.128
1320,B,False,155.02,149.64,139.15,146.2,139.72
1321,B,False,53.032,56.89,55.458,54.355,54.423
1322,B,False,122.22,120.72,118.12,117.69,116.84
1323,B,False,68.609,68.181,68.787,68.838,67.037
1324,B,False,75.711,76.158,76.082,79.05,76.232
1325,B,False,99.69,101.55,102.06,101.4,101.33
1326,B,False,156.31,148.3,148.08,147.57,143.53
1327,B,False,120.21,118.7,118.45,120.07,125.45
1328,B,False,131.25,130.68,131.43,130.03,130.43
1329,B,False,89.352,90.616,90.612,88.478,88.326
1330,B,False,133.77,131.14,119.07,116.52,113.32
1331,B,False,114.2,114.0,117.21,118.42,115.87
1332,B,False,114.14,115.42,113.83,112.6,113.26
1333,B,False,124.19,126.83,129.01,129.02,128.4
1334,B,False,116.76,115.99,113.11,111.47,108.73
1335,B,False,112.73,114.36,113.47,115.12,114.48
1336,B,True,90.452,90.267,90.987,90.302,89.966
1337,B,True,107.26,107.44,107.15,105.85,106.64
1338,B,True,202.59,83.584,91.882,167.36,92.877
1339,B,False,110.7,110.05,111.22,111.24,110.7
1340,B,False,124.86,123.58,122.42,121.93,121.5
1341,B,False,117.94,119.02,121.05,118.64,119.04
1342,B,False,108.53,109.53,110.19,110.02,111.63
1343,B,False,112.68,113.92,112.78,113.79,112.81
1344,B,True,70.399,71.457,68.486,68.236,63.942
1345,B,False,60.674,63.106,62.437,59.046,86.769
1346,B,False,60.602,61.726,61.965,61.015,61.511
1347,B,False,97.495,98.916,98.6,98.343,99.741
1348,B,False,119.65,121.88,123.33,125.62,126.48
1349,B,False,146.07,142.15,138.91,136.23,140.05
1350,B,False,117.18,121.08,123.04,127.46,130.06
1351,B,False,83.628,83.817,84.238,84.821,85.152
1352,B,False,54.456,66.723,56.487,53.185,57.541
1353,B,False,119.77,121.94,122.06,122.72,122.28
1354,B,False,98.418,98.94,99.016,99.062,98.905
1355,B,False,115.89,115.51,120.19,120.2,117.08
1356,B,False,111.27,111.8,111.63,112.02,114.19
1357,B,False,154.22,152.45,147.43,142.38,146.84
1358,B,False,111.86,110.96,111.26,110.01,109.39
1359,B,False,128.88,129.92,129.21,131.89,130.91
1360,B,False,60.644,60.29,59.629,58.362,57.786
1361,B,False,89.606,89.654,89.723,88.075,87.869
1362,B,False,154.04,154.84,162.05,156.57,158.1
1363,B,False,96.538,97.271,98.933,98.734,98.415
1364,B,False,77.365,70.79,78.121,69.545,68.564
1365,B,True,117.4,118.98,118.37,118.46,117.54
1366,B,False,56.794,55.043,54.375,53.239,51.056
1367,B,False,92.043,96.471,95.476,95.861,95.774
1368,B,True,68.558,73.65,67.125,62.77,77.566
1369,B,False,83.025,84.237,83.743,82.243,81.906
1370,B,False,72.423,77.965,69.72,68.874,65.784
1371,B,False,127.69,124.69,123.44,126.41,121.85
1372,B,False,98.615,98.389,99.163,99.147,99.482
1373,B,False,0.0,0.0,0.0,0.0,0.0
1374,B,True,117.88,118.12,118.94,117.31,118.21
1375,B,False,80.902,81.242,81.305,81.283,82.176
1376,B,False,87.489,87.457,88.175,86.741,88.693
1377,B,False,79.809,79.771,79.785,81.27,80.28
1378,B,True,148.47,149.84,159.65,162.46,155.84
1379,B,True,99.418,103.37,103.09,105.19,114.18
1380,B,False,147.02,156.35,157.23,163.05,150.38
1381,B,False,119.42,118.29,118.45,117.47,116.2
1382,B,False,127.27,128.73,126.1,126.92,126.64
1383,B,True,140.22,136.45,139.28,141.64,135.48
1384,B,False,99.174,99.616,97.823,97.341,97.627
1385,B,False,123.82,124.81,125.13,123.87,123.91
1386,B,False,118.83,118.45,119.79,120.53,120.15
1387,B,False,116.29,115.03,112.62,115.96,115.95
1388,B,True,120.04,119.53,119.44,118.01,122.87
1389,B,True,94.61,79.44,76.436,68.815,93.611
1390,B,True,76.691,79.421,76.07,74.612,74.724
1391,B,True,120.32,119.92,120.31,119.26,119.71
1392,B,False,120.74,121.8,126.49,127.82,128.8
1393,B,False,93.612,74.716,98.785,94.452,104.14
1394,B,False,139.19,139.83,137.21,139.53,136.34
1395,B,False,112.75,112.05,110.49,112.68,112.87
1396,B,True,74.23,69.693,76.529,77.911,71.596
1397,B,False,126.49,126.83,125.06,123.74,126.01
1398,B,False,136.29,140.69,143.39,143.83,144.03
1399,B,False,144.06,139.17,142.38,145.1,140.02
1400,B,False,88.347,89.366,89.212,84.166,83.896
1401,B,True,95.94,98.374,99.237,100.04,99.648
1402,B,False,93.965,92.721,93.393,93.115,92.005
1403,B,False,89.852,103.3,106.37,101.82,107.19
1404,B,False,111.91,111.01,112.16,112.19,110.99
1405,B,False,71.322,72.22,71.055,70.848,71.868
1406,B,False,80.832,82.033,82.891,82.951,80.742
1407,B,False,103.84,103.29,102.98,104.74,105.37
1408,B,True,133.14,129.75,134.71,135.16,132.25
1409,B,False,68.943,69.422,78.34,70.826,67.056
1410,B,True,80.468,79.699,80.117,79.561,79.77
1411,B,False,95.975,94.243,93.56,93.848,95.266
1412,B,False,138.15,138.3,137.4,132.8,129.24
1413,B,False,127.21,126.69,126.29,126.25,126.73
1414,B,False,164.7,163.09,163.33,155.16,163.34
1415,B,False,95.381,95.592,94.078,94.689,95.092
1416,B,False,143.47,142.61,143.76,143.22,144.02
1417,B,False,116.63,116.1,117.05,115.17,115.1
1418,B,False,121.01,122.37,127.29,126.95,123.83
1419,B,False,93.72,93.409,93.887,94.204,93.644
1420,B,False,99.077,99.168,98.304,98.71,100.19
1421,B,False,84.806,85.153,85.63,85.145,85.092
1422,B,False,88.643,89.743,89.824,88.778,90.201
1423,B,False,65.454,65.585,64.537,63.046,65.752
1424,B,False,144.45,142.51,144.46,145.54,143.95
1425,B,False,119.57,119.76,119.23,120.16,123.65
1426,B,False,106.59,104.73,104.07,105.71,104.37
1427,B,False,121.46,123.59,123.72,123.75,124.36
1428,B,True,122.88,125.4,128.35,130.27,126.1
1429,B,False,93.932,95.023,95.758,97.167,97.264
1430,B,True,136.09,142.96,136.38,136.06,135.62
1431,B,True,145.02,147.49,146.38,144.34,143.47
1432,B,True,139.22,139.13,140.07,139.52,140.42
1433,B,False,115.08,113.2,108.93,106.13,110.39
1434,B,False,116.68,116.68,119.76,120.2,121.37
1435,B,False,106.64,106.77,106.41,106.82,106.85
1436,B,False,92.509,91.872,91.019,90.909,91.914
1437,B,False,66.658,70.388,73.994,74.305,74.636
1438,B,False,82.503,82.046,81.238,80.12,80.7
1439,B,False,73.756,74.496,74.517,72.689,72.675
1440,B,False,89.243,89.519,88.254,88.523,88.02
1441,B,False,135.27,114.44,117.1,134.24,129.29
1442,B,False,87.605,88.22,89.068,88.012,87.411
1443,B,False,56.517,57.012,58.836,56.836,56.233
1444,B,False,105.42,107.59,107.18,107.31,108.19
1445,B,False,54.76,61.976,90.135,102.93,68.284
1446,B,False,125.63,125.74,126.38,125.23,127.85
1447,B,False,61.404,61.518,60.33,60.112,60.864
1448,B,False,99.058,99.132,98.397,97.773,96.563
1449,B,False,142.12,150.37,139.89,136.96,139.59
1450,B,False,133.64,131.39,131.76,132.26,133.28
1451,B,False,80.374,79.813,81.084,78.106,77.562
1452,B,False,98.688,98.472,97.315,97.33,95.64
1453,B,False,0.0,0.0,0.0,0.0,0.0
1454,B,False,123.53,122.43,122.45,119.67,120.82
1455,B,False,118.37,119.15,119.52,119.5,119.11
1456,B,False,126.14,127.68,126.87,128.82,127.71
1457,B,False,99.436,99.066,98.957,99.093,99.043
1458,B,False,117.34,117.41,118.24,119.71,120.68
1459,B,False,131.12,124.69,127.92,129.07,128.38
1460,B,False,64.537,63.046,65.752,61.896,62.659
1461,B,False,70.287,70.457,70.565,70.409,68.737
1462,B,False,61.896,62.659,62.112,60.994,61.845
1463,B,False,125.39,125.75,127.08,127.46,126.8
1464,B,False,67.449,68.809,68.72,69.093,70.153
1465,B,False,102.87,102.74,103.18,101.8,97.805
1466,B,False,132.28,134.36,139.84,139.9,139.68
1467,B,False,133.72,132.45,135.91,129.51,124.1
1468,B,False,84.134,83.008,82.061,82.073,82.382
1469,B,False,77.534,78.026,76.496,74.222,75.294
1470,B,False,118.2,120.48,121.12,122.2,122.28
1471,B,False,83.694,93.759,92.215,110.11,112.57
1472,B,False,134.58,133.56,136.96,139.38,134.65
1473,B,False,126.44,126.06,125.98,127.23,126.27
1474,B,False,65.874,64.487,64.521,65.288,66.118
1475,B,False,75.802,76.017,75.308,73.984,74.189
1476,B,False,122.45,121.54,121.43,121.71,118.23
1477,B,True,110.97,110.26,110.52,111.37,109.33
1478,B,False,117.39,119.04,119.29,117.5,114.71
1479,B,False,82.979,85.029,86.017,71.449,66.911
1480,B,True,98.45,97.487,98.67,99.539,97.812
1481,B,False,121.62,121.7,123.95,126.14,127.33
1482,B,False,129.92,128.67,126.79,124.29,123.8
1483,B,False,58.464,53.798,56.125,63.527,58.558
1484,B,True,135.67,132.66,131.85,129.37,129.18
1485,B,False,128.84,130.22,126.4,124.47,122.71
1486,B,False,148.89,147.53,146.8,146.13,145.46
1487,B,False,96.867,95.279,96.201,97.415,97.895
1488,B,False,132.45,132.99,131.4,131.42,130.33
1489,B,False,123.84,122.92,123.01,123.95,123.52
1490,B,False,89.542,89.278,88.962,88.901,87.723
1491,B,False,108.83,109.32,109.49,110.77,110.85
1492,B,True,144.66,143.12,145.43,145.36,145.9
1493,B,False,140.02,135.72,132.05,129.62,129.37
1494,B,False,106.39,107.2,108.05,108.78,110.22
1495,B,False,124.43,125.15,125.87,129.09,129.0
1496,B,False,90.39,89.548,88.596,88.797,88.317
1497,B,False,144.99,143.0,142.99,142.58,140.89
1498,B,False,116.81,108.34,115.58,78.248,85.838
1499,B,True,95.482,95.464,96.401,96.267,97.646
1500,B,False,63.477,63.186,64.065,61.858,65.615
1501,B,False,82.904,81.969,84.947,84.492,85.161
1502,B,False,138.58,138.4,138.79,137.46,135.03
1503,B,False,133.25,136.65,137.5,131.09,131.94
1504,B,False,96.162,96.286,94.505,93.515,93.432
1505,B,False,140.21,136.49,133.61,130.32,133.77
1506,B,False,82.413,81.815,81.571,81.827,81.926
1507,B,False,128.76,132.07,136.06,139.06,140.43
1508,B,True,72.15,71.235,70.654,70.401,70.778
1509,B,False,121.75,120.43,119.99,120.66,118.9
1510,B,False,90.783,91.007,90.93,91.461,92.036
1511,B,False,71.306,71.627,72.288,72.302,72.507
1512,B,False,85.095,85.227,85.642,86.848,86.502
1513,B,False,123.79,125.25,126.03,127.06,128.01
1514,B,True,78.448,76.153,76.46,75.913,86.243
1515,B,False,122.34,120.84,120.3,117.73,116.07
1516,B,False,76.339,76.293,77.046,76.841,77.896
1517,B,False,127.89,129.71,130.17,127.13,126.02
1518,B,False,112.07,112.41,115.67,115.23,117.11
1519,B,False,66.697,62.611,62.456,64.032,68.138
1520,B,False,0.0,5.4367,27.497,98.265,48.415
1521,B,False,131.89,133.37,134.46,130.1,130.93
1522,B,False,109.7,109.66,110.6,109.79,109.48
1523,B,False,125.84,125.45,122.66,126.03,124.01
1524,B,False,58.362,57.786,59.174,57.717,58.684
1525,B,False,107.25,107.01,107.73,108.27,108.82
1526,B,False,91.512,95.179,95.907,96.262,97.571
1527,B,False,96.772,96.067,95.926,95.439,95.196
1528,B,False,104.42,102.49,104.37,104.27,111.37
1529,B,False,113.45,110.94,112.13,116.54,114.97
1530,B,False,83.337,82.925,80.205,81.201,78.809
1531,B,False,99.034,99.583,100.83,101.3,102.58
1532,B,True,58.6,58.074,61.608,61.03,61.226
1533,B,False,93.573,93.38,93.536,93.11,92.293
1534,B,False,147.9,147.03,148.84,145.77,142.1
1535,B,False,142.22,145.49,148.28,146.23,150.83
1536,B,False,73.96,74.535,74.289,74.316,73.441
1537,B,False,134.17,133.88,131.45,129.01,128.84
1538,B,False,122.21,124.23,124.82,124.01,125.08
1539,B,False,102.23,102.43,101.28,100.88,99.194
1540,B,False,149.93,148.05,145.84,140.74,140.31
1541,B,False,134.36,131.87,132.19,135.05,136.15
1542,B,False,105.52,105.77,105.55,107.31,108.57
1543,B,False,114.56,113.79,114.65,113.53,111.79
1544,B,False,75.514,82.523,83.509,71.131,72.707
1545,B,False,126.73,124.11,123.12,123.78,122.14
1546,B,False,100.99,100.7,106.37,103.3,109.03
1547,B,False,68.216,69.159,68.633,68.919,69.297
1548,B,False,93.951,92.745,91.772,91.6,91.901
1549,B,False,110.99,109.72,111.6,113.36,115.07
1550,B,False,107.76,108.47,107.65,107.09,108.18
1551,B,False,121.7,125.48,125.33,123.06,121.77
1552,B,False,117.72,118.37,119.15,119.52,119.5
1553,B,False,123.27,133.03,121.46,120.34,124.62
1554,B,False,142.17,142.31,142.15,140.1,144.1
1555,B,False,88.292,86.956,88.232,85.55,86.074
1556,B,False,104.54,104.64,104.99,104.51,107.03
1557,B,False,108.39,108.11,108.77,109.21,109.97
1558,B,False,126.97,126.86,125.35,125.82,127.57
1559,B,False,63.151,64.33,66.024,66.917,67.009
1560,B,False,104.06,106.47,107.67,109.45,109.14
1561,B,False,126.53,124.06,121.63,118.79,119.03
1562,B,False,115.55,114.65,112.56,115.25,117.78
1563,B,False,97.525,95.547,94.293,95.289,95.599
1564,B,False,83.184,83.576,81.833,81.867,81.637
1565,B,False,101.86,103.06,103.99,104.12,104.44
1566,B,False,109.14,109.0,107.8,107.83,105.21
1567,B,False,132.39,130.73,129.95,126.42,125.46
1568,B,False,158.4,165.84,161.94,164.19,162.66
1569,B,False,99.48,100.93,98.559,97.509,98.497
1570,B,False,51.121,50.818,48.21,47.894,49.414
1571,B,False,86.976,95.058,106.36,80.306,93.338
1572,B,False,161.44,164.08,172.92,179.69,179.22
1573,B,False,83.687,85.014,86.126,85.459,85.336
1574,B,False,108.57,106.33,106.37,106.48,106.19
1575,B,False,49.631,50.082,56.056,52.298,53.957
1576,B,False,137.48,138.03,138.84,137.68,137.65
1577,B,False,75.275,68.708,68.085,67.4,70.843
1578,B,False,109.02,109.42,110.33,109.28,110.46
1579,B,False,135.31,134.49,133.1,131.13,130.99
1580,B,False,145.12,147.02,145.27,144.77,151.61
1581,B,True,90.843,90.751,90.541,91.775,92.087
1582,B,False,116.2,116.17,115.93,116.73,115.76
