,FLARE_TYPE,COINCIDENCE,MEANJZD_1,MEANJZD_2,MEANJZD_3,MEANJZD_4,MEANJZD_5
829,C,False,-0.11957,-0.1048,-0.11736,-0.1268,-0.08996
830,C,False,-0.2195,-0.22017,-0.26012,-0.28353,-0.28323
831,C,False,0.21224,0.23961,0.18714,0.19053,0.27613
832,C,False,-0.077959,-0.036519,-0.026022,-0.04398,0.040199
833,C,False,-0.05519,-0.062842,-0.0025923,0.11231,0.099649
834,C,False,-0.45434,-0.2864,-0.34891,-0.42599,-0.80363
835,C,False,0.19343,0.18728,0.19131,0.21329,0.18176
836,C,False,0.096096,0.10376,-0.082125,-0.012912,0.025584
837,C,False,-0.05121,-0.22456,-0.42515,-0.259,-0.20681
838,C,False,-0.25589,-0.28386,-0.19193,-0.28655,-0.1812
839,C,False,0.071388,0.066158,0.10095,0.066996,0.063933
840,C,False,0.18003,0.13231,0.15692,0.17393,0.15204
841,C,False,0.030202,0.036511,0.028427,0.0065346,0.034557
842,C,False,0.26653,0.35534,0.45202,0.30068,0.32126
843,C,False,0.35252,0.32612,0.29142,0.27002,0.26387
844,C,False,-0.046417,-0.019386,-0.03639,-0.013374,-0.043192
845,B,True,0.68527,0.48288,0.73193,0.44511,0.6819
846,B,False,0.072659,0.023249,0.10719,0.27207,0.15822
847,B,False,0.81632,0.62442,0.90171,1.0552,0.91984
848,B,False,-0.85888,-0.68914,-0.78206,-0.62135,-0.7265
849,B,True,0.0,0.0,0.0,0.0,0.0
850,B,True,-0.12679,-0.076394,-0.1653,-0.14465,-0.25623
851,B,False,0.23077,0.21714,0.28934,0.26557,0.2023
852,B,False,-0.0173,-0.006772,-0.057767,0.051773,0.028103
853,B,False,-0.47085,-0.13842,1.2876,2.2887,1.0391
854,B,False,-0.0096895,0.16662,0.16723,0.24417,0.12158
855,B,True,0.064793,0.11293,0.10389,0.014417,0.1278
856,B,False,-0.016786,0.055008,-0.026192,-0.026032,-0.034615
857,B,True,-0.24272,-0.24599,-0.29391,-0.22156,-0.18489
858,B,False,-0.096134,0.1312,0.01795,0.048163,-0.018513
859,B,False,0.47756,0.49008,0.37726,0.25448,0.40891
860,B,True,-0.034553,0.019981,-0.0068549,-0.026366,-0.051332
861,B,True,-0.077332,-0.033261,-0.017988,-0.098025,-0.042259
862,B,True,0.38761,0.38388,0.27675,0.023676,0.38629
863,B,True,-0.058173,-0.11925,-0.12148,-0.11894,-0.12554
864,B,False,0.52165,0.45948,0.34418,0.43063,0.48031
865,B,False,0.032055,0.023919,0.32566,0.15441,0.24757
866,B,True,-0.30752,-0.2874,-0.36855,-0.35579,-0.27291
867,B,True,0.26781,0.39657,0.47826,0.14666,0.13963
868,B,False,-0.1151,-0.078957,-0.0198,0.059716,-0.049425
869,B,True,0.17233,0.086167,0.10762,0.10045,0.024121
870,B,True,0.66617,0.66992,0.68164,0.60052,0.62899
871,B,True,0.65234,0.70229,0.5961,0.81669,0.52672
872,B,True,0.10068,0.098495,-0.091071,0.029776,0.10869
873,B,True,0.28217,0.17142,0.36367,0.42791,0.15977
874,B,True,0.16481,0.25852,0.13474,0.14818,0.21381
875,B,True,0.049281,0.038982,0.051201,0.062786,0.10577
876,B,True,1.4567,1.5061,0.34304,1.2333,0.41747
877,B,False,0.34041,0.26463,0.28234,0.32234,0.3176
878,B,False,0.12073,-0.15388,-0.14868,-0.077589,0.17256
879,B,True,0.053006,0.076323,0.05443,-0.041956,-0.16324
880,B,False,-0.071092,-0.088223,-0.078219,0.046505,-0.033286
881,B,False,-0.74553,-0.70123,-0.36279,-0.59001,-0.66683
882,B,True,0.10386,-0.014233,0.039879,0.018747,0.0021131
883,B,True,0.066938,-0.032997,0.0050684,0.19946,0.061768
884,B,False,0.82302,-0.37705,0.92981,-0.32034,0.41508
885,B,False,0.78969,0.53417,0.72502,0.55775,0.41517
886,B,False,-0.0016514,0.019615,-0.11237,-0.11545,0.29085
887,B,True,-0.12789,-0.071252,-0.10387,-0.096193,-0.23364
888,B,False,0.26078,0.33748,0.261,0.33856,0.35801
889,B,True,0.49228,0.61429,0.42432,0.55307,0.61659
890,B,True,-0.21504,-0.025407,-0.13455,-0.086119,-0.10627
891,B,True,-0.38735,0.11544,-0.33267,-0.12608,-0.48544
892,B,True,0.3225,0.58238,0.57624,0.44142,0.29414
893,B,False,-0.21983,-0.087363,-0.19001,-0.1851,-0.20349
894,B,False,-0.15174,-0.1463,-0.14727,-0.26076,-0.13354
895,B,False,-0.051734,-0.1347,-0.65123,-0.52118,-0.2527
896,B,False,-0.23945,-0.28446,-0.1868,-0.30098,-0.24316
897,B,False,-0.18272,-0.044428,-0.18069,-0.0020701,-0.24117
898,B,False,0.078526,0.043951,0.15147,0.13947,0.12097
899,B,False,0.098552,-0.010848,0.21735,0.10971,0.060424
900,B,False,-0.094223,-0.10776,-0.057808,0.080789,-0.043518
901,B,True,0.50312,0.24443,0.44171,0.052657,-0.0021138
902,B,True,0.75876,0.91537,0.68143,0.6485,1.0933
903,B,False,0.40204,0.35158,0.27745,0.35059,0.30267
904,B,False,0.31977,0.28383,-0.084964,-0.16532,-0.096161
905,B,True,0.093756,0.063384,0.039924,0.068166,0.090138
906,B,False,0.20774,0.22219,0.22493,0.21242,0.15134
907,B,True,0.56621,0.55907,0.67907,-0.26297,-0.091782
908,B,False,-0.023823,-0.052312,-0.033313,0.26515,0.1014
909,B,False,0.57447,0.52457,0.46361,0.34538,0.57253
910,B,True,-0.86748,2.1549,2.1724,1.1214,1.4602
911,B,False,-0.37252,-0.022236,0.047748,0.6118,0.57221
912,B,False,-0.27001,-0.43464,-0.4757,-0.45571,-0.47439
913,B,True,0.17418,0.24711,-0.0811,-0.16761,-0.12074
914,B,False,0.26311,0.283,0.014988,0.12433,0.13432
915,B,False,0.2272,0.33217,0.32109,0.22886,0.33759
916,B,False,0.22252,0.13299,0.23896,0.1033,0.066215
917,B,False,-0.11217,-0.19573,-0.3597,-0.41452,-0.18493
918,B,False,0.19671,0.18066,0.096716,0.0053625,-0.14205
919,B,False,0.39093,0.17538,0.37847,0.57184,0.51188
920,B,False,-0.6642,-0.61521,-0.597,-0.42422,-0.36918
921,B,True,0.24993,0.017566,-0.044318,0.27474,0.10572
922,B,False,0.088202,1.3333,0.18654,-0.70589,0.2858
923,B,True,-0.17237,-0.064885,0.042104,-0.10038,0.041587
924,B,False,0.11037,0.099257,0.11891,0.061384,0.059931
925,B,False,-0.083133,0.5983,0.11632,0.10554,0.16934
926,B,True,-0.13993,-0.41802,-0.31019,-0.23394,-0.32653
927,B,True,0.52918,0.54403,0.6013,0.57651,0.47657
928,B,False,-0.15417,-0.29206,-0.086289,-0.019426,0.006375
929,B,False,0.38246,0.34052,0.4761,0.4196,0.29562
930,B,False,0.2182,-0.088192,0.10379,0.02614,0.13406
931,B,False,0.072647,0.03453,0.085193,0.056763,0.015315
932,B,True,0.49355,0.27228,0.43827,0.26076,0.31834
933,B,False,0.58343,1.0222,0.6927,0.52041,0.60881
934,B,True,-0.065763,-0.014665,-0.067476,-0.080982,-0.010249
935,B,False,1.7133,1.3211,0.91968,1.8108,1.5489
936,B,False,-0.35044,-0.31986,-0.34506,-0.4974,-0.45968
937,B,False,0.072123,0.080944,0.085361,0.11064,0.082292
938,B,True,-0.047368,-0.066859,-0.093473,-0.071705,-0.086561
939,B,False,0.19577,0.25493,0.50148,0.39666,0.50446
940,B,False,-0.79581,-1.5531,-1.5871,-1.2232,-1.7057
941,B,False,0.029259,0.096684,0.38692,-0.022028,0.068503
942,B,False,0.37176,0.30663,0.31356,0.50386,0.52639
943,B,True,0.21284,0.14068,0.13227,0.16712,0.21665
944,B,False,0.26239,-0.058957,-0.0096,-0.1151,-0.14517
945,B,True,0.4534,0.45602,0.54106,0.52333,0.59241
946,B,False,0.45515,0.41272,0.5116,0.483,0.39646
947,B,True,-0.018138,0.037707,0.14311,-0.11129,0.071668
948,B,False,0.030127,0.027778,0.013006,-0.043346,0.010427
949,B,False,0.33649,0.58793,0.41142,0.38244,0.18516
950,B,False,-0.28176,-0.17537,-0.25224,-0.3179,-0.27935
951,B,True,-0.2322,-0.13128,-0.22826,-0.17523,-0.24994
952,B,True,-0.089916,-0.12084,-0.093363,-0.060366,-0.081943
953,B,False,-0.14475,-0.073138,-0.1498,-0.10539,-0.063016
954,B,False,-0.20448,-0.22493,-0.2336,-0.23001,-0.24451
955,B,False,-0.077883,-0.082241,-0.054723,0.087315,-0.015719
956,B,False,-0.05088,0.044352,0.063345,0.061887,0.10367
957,B,True,-0.34671,-0.27865,-0.46989,-0.48187,-0.48592
958,B,True,0.042037,0.026547,-0.057767,-0.066945,-0.14231
959,B,False,0.16586,0.19625,0.12422,0.043156,-0.05278
960,B,True,0.0,0.0,0.0,0.0,0.0
961,B,False,-0.24972,-0.13895,-0.26115,-0.21603,-0.166
962,B,True,0.015815,-0.041267,-0.013002,-0.15255,-0.046213
963,B,True,-0.11642,-0.16138,-0.12902,-0.1116,-0.082527
964,B,False,-0.10627,-0.25015,-0.24321,-0.082798,-0.22026
965,B,True,0.0078891,0.031353,0.017589,0.1227,0.0051149
966,B,True,0.38581,0.28856,0.34003,0.31963,0.49138
967,B,True,-0.12376,-0.16096,-0.19045,-0.21458,-0.2459
968,B,True,0.18034,-0.042699,-0.055442,-0.047473,0.024284
969,B,False,-0.074587,0.22299,0.47077,-0.045638,0.16037
970,B,False,-0.216,-0.073142,-0.1195,0.015999,-0.078781
971,B,True,-0.020426,-0.2413,0.0089322,-0.48317,-0.1974
972,B,False,0.46036,0.48597,0.37043,0.30445,0.40992
973,B,False,0.020894,0.15082,0.022359,0.016295,0.070009
974,B,False,1.0805,0.92246,0.83842,0.99811,1.1301
975,B,True,0.18327,0.10691,0.071497,0.11441,0.16716
976,B,True,0.041924,0.0064612,-0.013498,-0.076092,-0.04445
977,B,False,0.068177,-0.011018,0.13814,0.053843,0.00073453
978,B,False,-0.31322,-0.26453,-0.30508,-0.30455,-0.29484
979,B,False,-0.13629,-0.24329,-0.15508,-0.22399,-0.14539
980,B,True,0.31225,0.35211,0.53388,0.598,0.68281
981,B,False,-0.49899,-1.2475,-0.50799,-0.92864,-0.94835
982,B,False,0.53079,0.30438,0.18925,0.23713,-0.17723
983,B,False,-0.018384,0.10744,-0.0051053,-0.091109,-0.034027
984,B,True,0.0033952,-0.0028365,-0.0096761,-0.022875,-0.016861
985,B,False,0.32665,0.19418,0.19706,0.1154,0.10848
986,B,False,-0.0063769,0.00050853,-0.0059,0.030215,-0.10766
987,B,True,0.10205,0.5912,0.30737,0.56893,0.32277
988,B,True,0.27174,0.23325,-0.1272,-0.24418,-0.045722
989,B,False,-0.044982,-0.059839,-0.097344,-0.070818,-0.064556
990,B,False,-0.71041,-0.90351,-0.73574,-0.38584,-0.36037
991,B,False,0.27947,0.3977,0.31734,0.23451,0.2478
992,B,False,0.06054,0.031864,-0.066877,-0.027845,0.043007
993,B,False,-0.03225,-0.10147,-0.090516,-0.059121,-0.10258
994,B,True,-0.28593,-0.12447,0.0016796,-0.089921,0.034914
995,B,False,0.043574,0.034549,0.0065445,0.079607,0.079286
996,B,True,-0.071276,0.074281,0.050734,-0.0329,-0.040357
997,B,False,-0.048878,-0.082106,-0.11844,-0.078063,-0.15858
998,B,False,0.029458,0.029375,-0.0076837,0.024527,-0.023742
999,B,True,0.069422,-0.013029,-0.0013489,0.015227,0.072975
1000,B,True,0.14949,0.28635,0.14499,0.23516,0.20823
1001,B,True,0.20073,0.25969,0.21778,0.17133,0.21946
1002,B,False,0.28111,-0.023823,-0.052312,-0.033313,0.26515
1003,B,False,-0.07218,0.46113,0.026632,0.18448,-0.24218
1004,B,False,-0.11037,-0.23144,-0.20372,-0.17507,-0.1226
1005,B,True,-0.049315,-0.20979,-0.025131,0.50342,-0.45983
1006,B,True,0.45182,0.44841,0.44981,0.29849,0.37124
1007,B,False,0.67788,0.52273,0.81536,0.59083,1.0063
1008,B,True,-0.23032,-0.26459,-0.1916,-0.21828,-0.16577
1009,B,False,0.68903,0.63658,0.6533,0.66247,0.74778
1010,B,True,0.058355,0.051105,-0.039092,0.054685,0.012881
1011,B,False,0.047852,0.063782,0.11195,0.13831,0.041159
1012,B,False,0.29781,0.30499,0.088656,0.26237,0.22996
1013,B,False,0.059095,-0.10585,-0.38731,0.15003,-0.47157
1014,B,False,0.16798,0.12423,0.10783,-0.016786,0.055008
1015,B,True,0.25037,0.060614,0.034931,0.048874,-0.23865
1016,B,True,0.15796,0.076996,-0.10612,-0.35973,-0.30079
1017,B,False,-0.48547,-0.18547,-0.15309,-0.14317,0.026319
1018,B,False,-0.062077,0.0037373,0.094764,-0.11392,-0.046296
1019,B,True,-0.057606,0.13253,-0.10351,0.04846,0.064096
1020,B,False,0.20113,0.23693,0.19547,0.24588,0.2483
1021,B,True,0.2405,0.25512,0.25062,0.10287,0.0045592
1022,B,True,0.11165,0.14069,0.042313,0.136,0.066964
1023,B,True,0.23964,0.22261,0.24313,0.25432,0.13602
1024,B,True,1.2397,1.1672,1.4354,1.0819,1.1691
1025,B,False,0.030124,0.14253,0.13741,-0.049397,-0.10307
1026,B,False,-0.29111,0.15389,-0.15135,-0.13854,-0.22831
1027,B,True,-0.082291,-0.037806,0.027138,-0.011074,0.01638
1028,B,False,-0.30079,-0.23536,-0.10698,-0.19715,0.036417
1029,B,False,-0.063868,-0.28422,-0.11839,0.036434,-0.05587
1030,B,False,0.56645,0.52202,0.34138,0.4912,0.53266
1031,B,False,0.35099,0.29081,0.11474,0.5252,0.18798
1032,B,True,-0.23396,-0.071034,-0.13195,-0.10299,-0.1214
1033,B,True,0.1459,0.18121,0.064207,-0.016264,0.021326
1034,B,True,-0.16335,-0.1423,-0.20683,-0.1604,-0.23048
1035,B,True,0.04318,0.11656,0.096261,-0.0028913,0.070426
1036,B,False,0.059324,-0.086646,-0.25799,-0.057205,-0.15754
1037,B,False,-0.22921,-0.2547,-0.1979,-0.20937,-0.20304
1038,B,False,-0.30811,-0.37523,-0.31791,-0.31928,-0.33198
1039,B,True,-0.29335,-0.083035,0.05225,-0.13415,-0.028602
1040,B,True,-0.23029,-0.12989,-0.17476,-0.12927,-0.12193
1041,B,False,0.14113,0.17496,0.20998,0.18644,0.14432
1042,B,False,0.39771,0.34271,0.3148,0.35605,0.41073
1043,B,False,-0.1116,-0.082527,-0.077236,-0.064653,-0.049567
1044,B,True,0.30017,0.21949,0.25899,0.22316,0.22038
1045,B,False,-0.042305,-0.034454,-0.063474,-0.12861,-0.099741
1046,B,False,0.15333,0.14127,0.019016,-0.12886,-0.080838
1047,B,False,0.49119,0.49208,0.70849,0.57753,0.30635
1048,B,False,0.39412,0.33399,0.35864,0.49252,0.35607
1049,B,False,0.53876,0.55834,0.41849,0.27531,-0.0016294
1050,B,False,0.21598,0.23786,0.20009,0.11153,0.099755
1051,B,False,-0.43017,-0.46535,-0.51884,-0.38346,-0.27139
1052,B,False,0.23506,0.28031,0.33691,0.43691,0.39707
1053,B,False,0.37772,0.63746,0.30557,0.42538,0.56553
1054,B,True,-0.097993,-0.11371,-0.12591,-0.18131,-0.18177
1055,B,True,-0.077974,-0.17244,-0.11464,-0.0059353,-0.0022583
1056,B,False,-0.35811,0.010957,-0.12039,-0.0078881,-0.10013
1057,B,False,0.858,0.85789,0.78826,0.62818,0.46689
1058,B,False,0.22312,0.099573,0.032521,-0.055626,0.044417
1059,B,False,0.28337,0.15675,0.18109,0.1087,0.1475
1060,B,True,-0.20385,-0.38063,-0.28657,-0.3032,-0.22129
1061,B,False,0.57999,-0.15832,0.055879,0.37261,0.92797
1062,B,False,-0.56,-0.38373,-0.40404,-0.4178,-0.32179
1063,B,False,-0.054993,-0.16673,-0.10688,-0.08711,-0.071092
1064,B,False,0.79403,0.6777,0.69067,0.55269,0.63939
1065,B,False,0.85254,0.77165,0.74215,0.66057,0.44688
1066,B,False,0.12784,-0.042512,-0.1567,0.014916,0.083624
1067,B,False,0.28856,0.34003,0.31963,0.49138,0.24063
1068,B,False,0.092958,0.044509,0.10394,0.11013,0.14226
1069,B,False,-0.21494,-0.18743,-0.22738,-0.21554,-0.22141
1070,B,False,-0.094384,-0.057152,-0.041822,0.12291,0.1092
1071,B,False,0.43871,0.55301,0.59109,0.545,0.42646
1072,B,False,1.0763,0.91518,1.0678,0.98963,0.98178
1073,B,False,-0.076825,-0.1149,-0.15073,-0.12511,-0.18194
1074,B,False,-0.21175,-0.13493,-0.054969,-0.18683,-0.090314
1075,B,True,-0.032508,-0.047261,0.016688,-0.081279,-0.066935
1076,B,False,-0.1097,0.26071,0.44895,0.3478,0.32541
1077,B,True,0.029292,0.022851,-0.14669,-0.078259,-0.082425
1078,B,True,-0.413,-0.22471,-0.18919,-0.057223,0.048429
1079,B,False,0.19547,0.17405,0.21174,0.14456,0.22066
1080,B,False,-0.0067177,-0.017915,-0.0068136,0.0046184,-0.033852
1081,B,False,-0.0080892,-0.047388,-0.15008,-0.021348,-0.22688
1082,B,False,-0.16282,-0.1374,-0.23619,-0.19433,-0.057058
1083,B,True,-0.057409,-0.18153,-0.21598,-0.14544,-0.1719
1084,B,True,-0.16586,0.14749,0.02166,0.03407,0.11189
1085,B,False,0.38395,0.43923,0.31952,0.39279,0.31393
1086,B,True,0.22556,0.23393,0.1838,0.23726,0.18921
1087,B,True,0.074842,0.11404,0.24652,0.10641,0.053725
1088,B,True,0.0014813,-0.01974,-0.034645,-0.13161,-0.011193
1089,B,False,0.32395,0.30995,0.20425,0.1287,0.23603
1090,B,False,0.31452,0.34024,0.38428,0.34082,0.41243
1091,B,True,0.52323,0.19026,0.15597,0.19228,0.33158
1092,B,False,0.074771,0.082901,0.15635,0.09906,0.053032
1093,B,False,-0.24071,-0.08741,-0.17995,-0.21682,-0.30399
1094,B,False,-0.21515,-0.17027,-0.14552,-0.11543,-0.17792
1095,B,False,-0.14959,-0.097406,-0.20973,-0.24844,-0.12505
1096,B,False,0.13394,0.21453,0.084241,0.10672,0.06813
1097,B,True,0.47316,0.45281,0.32829,0.28629,0.41068
1098,B,False,-0.12584,-0.13444,-0.14328,-0.15906,-0.096826
1099,B,False,-0.24937,-0.041561,0.039747,-0.044984,-0.090779
1100,B,False,-0.53515,-0.49763,-0.18851,-0.75325,-0.37785
1101,B,False,0.55195,0.41177,0.24787,0.29379,0.14173
1102,B,True,-0.26412,-0.14911,-0.23537,-0.17704,-0.27375
1103,B,False,-0.018799,-0.25153,0.012297,0.29185,0.24207
1104,B,False,-0.005661,0.11336,0.1842,0.26053,0.11628
1105,B,True,-0.052846,0.16367,-0.34751,0.010005,-0.36731
1106,B,False,-0.49568,-0.56796,-0.30924,-0.45421,-0.42241
1107,B,False,0.20164,0.11037,0.099257,0.11891,0.061384
1108,B,False,0.083951,-0.054061,-0.13324,0.013001,0.040919
1109,B,False,0.92154,0.73459,1.0043,0.76052,0.94645
1110,B,True,-0.17357,-0.16721,-0.15014,-0.11856,-0.14306
1111,B,True,0.066605,0.022914,0.10115,0.054441,-0.00026723
1112,B,False,0.11397,0.076335,0.15442,0.074957,0.13157
1113,B,False,0.50357,0.87666,0.85311,0.3232,0.45534
1114,B,False,0.58608,0.45673,0.56943,0.5911,0.45624
1115,B,False,-0.059585,-0.12372,0.48733,1.0814,-0.62363
1116,B,True,-0.12511,-0.15926,-0.17179,-0.19762,-0.13378
1117,B,False,0.33609,0.13491,0.083061,0.023757,-0.073999
1118,B,False,0.44177,0.38016,0.40979,0.23118,0.25983
1119,B,False,-0.26685,-0.21921,-0.17676,-0.17487,-0.27902
1120,B,False,0.24236,0.17503,0.30799,0.21164,0.22913
1121,B,False,-0.072734,-0.10046,-0.065185,-0.027503,-0.1123
1122,B,False,-0.59022,0.028174,-0.21091,-0.18627,0.25879
1123,B,True,-0.24402,-0.28922,-0.28452,-0.24415,-0.20998
1124,B,True,0.30961,0.47847,0.41907,0.33742,0.45515
1125,B,False,0.20858,0.21176,0.14946,0.29849,0.30948
1126,B,True,-0.022122,-0.64357,-0.69148,-0.28884,-0.41155
1127,B,True,-0.15963,-0.23409,-0.1464,-0.13879,-0.16846
1128,B,False,-0.032625,-0.07974,0.21442,-0.035856,-0.11152
1129,B,True,0.16563,-0.038308,-0.051459,-0.124,-0.26872
1130,B,False,-0.15005,-0.17486,-0.10519,-0.092639,-0.094491
1131,B,False,0.12339,0.20075,0.085778,0.21645,0.12315
1132,B,False,0.46787,0.3741,0.54257,0.32122,0.36918
1133,B,True,-0.36034,-0.23937,-0.28307,-0.31482,-0.19784
1134,B,False,-0.056484,-0.17601,0.0057726,0.0018974,-0.14595
1135,B,False,-0.48128,-0.40926,-0.44666,-0.5836,-0.45579
1136,B,False,-2.8648,1.1888,-0.19398,-0.29981,0.1475
1137,B,False,-0.17796,-0.21496,-0.25196,-0.26241,-0.25218
1138,B,False,0.23756,0.079561,0.11863,0.79933,0.019311
1139,B,False,-0.0016933,0.0083142,0.0013611,-0.014314,-0.13596
1140,B,True,0.033563,0.11493,0.10487,0.071392,0.043036
1141,B,False,0.084113,0.021865,0.052436,0.089156,0.069449
1142,B,False,-0.11412,-0.099707,-0.12208,-0.11732,-0.19588
1143,B,False,0.054685,0.012881,0.0045367,-0.11019,-0.058849
1144,B,False,0.32226,0.26409,0.30776,0.04839,0.39441
1145,B,True,0.15332,0.14473,0.0042111,0.019778,0.14605
1146,B,True,-0.042072,-0.074808,0.029725,0.066729,-0.13147
1147,B,False,0.04799,-0.12913,0.0057364,-0.060128,0.065334
1148,B,False,0.44359,0.55317,0.49783,0.45474,0.38638
1149,B,False,-0.16846,-0.1234,-0.19308,-0.20333,-0.25067
1150,B,False,0.57235,0.49787,0.57053,0.40065,0.5236
1151,B,False,0.22884,0.22753,0.32075,0.38367,0.46215
1152,B,True,0.39233,0.45311,0.52753,0.50401,0.59307
1153,B,True,-0.024536,-0.078985,0.095619,-0.12094,-0.071831
1154,B,True,-1.3016,-1.5025,-1.8705,-1.291,-1.3037
1155,B,True,0.13319,0.056469,0.059696,0.065672,0.055185
1156,B,True,0.43269,1.7811,2.0603,0.52617,3.1004
1157,B,False,0.27897,0.40439,0.32196,0.37187,0.39763
1158,B,False,0.24813,0.10129,0.42221,0.046517,0.34423
1159,B,False,0.081032,0.066749,0.080338,0.07854,0.094824
1160,B,False,0.65775,0.58929,0.57388,0.57323,0.78133
1161,B,False,0.063153,0.2991,0.095011,0.029683,-0.10653
1162,B,True,-0.16249,-0.23875,-0.21859,-0.1844,-0.14538
1163,B,False,0.15835,0.1487,0.13376,0.13049,-0.068003
1164,B,True,2.1403,2.3225,0.49057,1.1297,-2.1062
1165,B,False,0.4454,0.35836,0.32178,0.27703,0.20026
1166,B,False,-0.031337,0.024427,0.031206,0.094433,-0.001785
1167,B,False,0.048513,0.041974,0.049297,0.030476,0.021784
1168,B,False,-0.097808,-0.1291,-0.094076,-0.12799,-0.18866
1169,B,True,0.13355,0.16218,0.10399,0.20519,0.086467
1170,B,False,0.00074575,-0.09469,-0.074243,-0.064734,-0.094136
1171,B,False,-0.11112,-0.0662,-0.15497,-0.18775,-0.1197
1172,B,False,0.0,0.0,0.0,0.0,0.0
1173,B,False,-0.0097165,-0.24369,-0.21938,-0.029092,-0.25811
1174,B,False,0.12331,0.22803,0.24242,0.27652,0.16497
1175,B,True,-0.36701,-0.20748,-0.15011,-0.30629,-0.29398
1176,B,False,0.070234,0.091732,0.063698,0.085356,0.29695
1177,B,False,-0.080982,-0.010249,-0.072896,-0.10843,0.052514
1178,B,False,-0.34123,-0.41479,-0.20093,-0.20851,-0.30853
1179,B,False,-0.41019,-0.8304,-1.0527,-0.42041,-1.368
1180,B,False,0.080535,-0.021765,0.069563,-0.032122,-0.085684
1181,B,False,0.42145,0.40337,0.48618,0.35693,0.47999
1182,B,False,-0.071724,-0.097884,-0.13027,-0.080636,-0.012963
1183,B,True,0.22718,0.65636,0.85549,0.5559,0.65575
1184,B,False,0.25541,0.20528,0.26123,0.26577,0.15564
1185,B,False,-0.22983,-0.21139,-0.28816,-0.27153,-0.21161
1186,B,False,-0.14765,-0.23226,-0.19006,-0.13629,-0.24329
1187,B,False,-0.061213,-0.11029,-0.12341,-0.16164,-0.11522
1188,B,False,0.52634,0.34835,0.47821,0.64109,0.81463
1189,B,True,-0.0019917,-0.099395,-0.024185,0.0089837,-0.13069
1190,B,False,-0.08669,-0.051413,-0.077433,-0.11166,-0.12127
1191,B,False,-0.19248,-0.12502,-0.20488,-0.32019,-0.3038
1192,B,False,0.21616,0.12932,0.22116,0.12636,0.076359
1193,B,False,-0.060555,-0.22656,-0.11656,-0.091702,-0.14874
1194,B,False,-0.36142,-0.19039,-0.33263,-0.16525,-0.25052
1195,B,False,0.075712,0.13294,0.18039,0.053006,0.076323
1196,B,False,-0.15185,-0.178,-0.1581,-0.33584,-0.27349
1197,B,True,0.18949,0.14626,0.29377,0.32568,0.21574
1198,B,False,-0.24449,-0.19184,-0.19901,-0.21347,-0.19744
1199,B,False,0.35091,0.19677,-0.028869,-0.2922,0.3198
1200,B,False,0.05653,0.14168,0.12705,0.040362,0.15007
1201,B,True,-0.038796,-0.10824,-0.050987,-0.051743,-0.089056
1202,B,False,-0.27114,-0.39042,-0.32918,-0.47245,-0.53247
1203,B,False,0.04068,0.12632,0.0029976,0.0064374,0.27751
1204,B,True,-0.067162,-0.149,-0.10433,-0.10889,-0.14079
1205,B,False,0.36766,0.35195,0.21287,0.17506,0.20432
1206,B,False,-0.10089,-0.12765,-0.20265,-0.21175,-0.13493
1207,B,False,-0.29549,-0.33943,-0.36143,-0.376,-0.30732
1208,B,False,0.61738,0.46739,0.51964,0.5879,0.45966
1209,B,False,0.0056966,-0.10842,-0.036125,-0.14547,-0.18828
1210,B,False,0.29379,0.26768,0.26935,0.27681,0.35367
1211,B,True,-0.092151,-0.12796,-0.13223,-0.1591,-0.12371
1212,B,True,-0.28662,-0.051968,-0.23258,-0.11024,-0.31808
1213,B,True,0.0077965,0.040946,0.014234,0.15768,-0.09231
1214,B,False,-0.2417,-0.29783,-0.2918,-0.30089,-0.39248
1215,B,False,0.0063698,0.041733,0.015138,0.018807,0.031779
1216,B,False,-0.025763,-0.012257,-0.0036743,-0.098862,-0.079124
1217,B,False,0.18011,0.17955,0.20378,0.24653,-0.0077157
1218,B,False,-0.30277,-0.28303,-0.28449,-0.35448,-0.23229
1219,B,False,-0.2726,-0.30323,-0.42242,-0.21017,-0.41215
1220,B,False,0.10995,0.12602,-0.083019,0.17059,0.17184
1221,B,False,0.06276,0.11498,0.092415,0.11037,0.12745
1222,B,False,-0.19924,-0.074894,-0.22837,-0.15567,-0.12567
1223,B,True,0.14934,0.08313,0.11138,0.15526,0.11154
1224,B,True,0.22538,0.17526,0.05259,0.15745,0.16475
1225,B,True,-0.14342,-0.12601,0.082295,-0.24926,-0.11842
1226,B,False,-0.41807,-0.18557,-0.46516,-0.5006,-0.29591
1227,B,False,0.034456,0.031347,-0.061154,0.0056053,0.013479
1228,B,False,-0.49195,-0.49786,-0.54616,-0.46509,-0.54427
1229,B,False,-0.10349,-0.0018202,-0.078412,-0.20637,-0.16972
1230,B,False,-0.06046,-0.0028406,-0.057332,-0.071441,-0.10755
1231,B,False,0.17666,0.070861,0.086553,0.11524,0.087036
1232,B,False,0.12852,0.14437,0.14944,0.20355,0.21289
1233,B,False,0.29556,0.1073,0.22828,0.043725,0.05424
1234,B,False,0.10901,0.14656,0.0091497,-0.0034151,0.055057
1235,B,False,-0.50905,-0.54601,-0.54836,-0.56896,-0.40948
1236,B,True,-0.28409,-0.22734,-0.29122,-0.27609,-0.19255
1237,B,False,-0.48387,-0.49169,-0.26035,-0.2272,-0.31184
1238,B,True,-0.46635,-0.40916,-0.18467,-0.04374,0.059486
