,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5
1062,B,False,24.187,0.0,0.0,0.0,0.0
1063,B,False,30.081,30.017,31.164,31.156,31.12
1064,B,False,0.0,0.0,0.0,0.0,0.0
1065,B,False,93.536,0.0,0.0,0.0,0.0
1066,B,False,151.95,151.85,152.84,153.83,153.83
1067,B,False,136.03,136.62,137.3,139.35,139.65
1068,B,False,287.45,287.45,286.45,286.45,286.45
1069,B,False,245.52,246.73,0.0,0.0,0.0
1070,B,False,136.93,184.03,170.29,192.61,77.451
1071,B,False,242.47,240.61,239.07,239.11,238.19
1072,B,False,55.082,55.082,56.321,56.321,57.28
1073,B,False,240.3,241.35,241.35,242.4,242.4
1074,B,False,0.0,0.0,0.0,0.0,0.0
1075,B,True,0.0,0.0,14.142,13.153,13.342
1076,B,False,0.0,0.0,0.0,0.0,0.0
1077,B,True,139.8,159.62,159.18,160.59,160.59
1078,B,True,10.77,10.813,11.18,10.734,10.58
1079,B,False,258.29,257.71,252.81,249.91,250.51
1080,B,False,0.0,35.322,33.242,36.257,30.032
1081,B,False,118.39,119.43,118.45,118.97,120.53
1082,B,False,252.26,252.74,253.49,253.36,253.02
1083,B,True,37.019,34.005,17.205,18.028,18.028
1084,B,True,0.0,0.0,0.0,0.0,0.0
1085,B,False,22.309,22.841,22.688,44.462,21.772
1086,B,True,126.72,126.27,126.52,126.58,126.92
1087,B,True,204.12,205.54,207.24,208.69,212.29
1088,B,True,448.34,453.25,459.58,463.7,470.45
1089,B,False,0.0,0.0,0.0,0.0,0.0
1090,B,False,286.11,287.52,285.82,286.33,286.33
1091,B,True,0.0,0.0,0.0,0.0,0.0
1092,B,False,585.36,589.48,593.55,593.86,612.72
1093,B,False,103.89,103.49,104.09,104.28,103.89
1094,B,False,129.08,82.544,83.022,128.3,130.04
1095,B,False,0.0,0.0,0.0,0.0,0.0
1096,B,False,235.23,236.18,238.39,239.96,239.23
1097,B,True,346.71,347.36,349.64,351.49,354.68
1098,B,False,0.0,0.0,0.0,0.0,0.0
1099,B,False,0.0,0.0,0.0,0.0,0.0
1100,B,False,7.2801,7.6158,0.0,0.0,0.0
1101,B,False,141.57,141.57,0.0,0.0,0.0
1102,B,True,20.627,20.068,20.741,20.509,20.395
1103,B,False,0.0,0.0,0.0,0.0,0.0
1104,B,False,69.861,116.35,117.4,120.09,70.951
1105,B,True,90.844,64.91,71.465,75.948,24.996
1106,B,False,152.57,141.59,141.32,138.4,137.13
1107,B,False,180.09,180.93,186.39,190.92,192.54
1108,B,False,0.0,0.0,0.0,0.0,0.0
1109,B,False,61.323,60.208,60.208,60.877,0.0
1110,B,True,236.35,234.94,234.87,234.59,233.42
1111,B,True,0.0,0.0,0.0,0.0,0.0
1112,B,False,64.003,65.941,66.576,66.624,66.663
1113,B,False,0.0,0.0,0.0,0.0,0.0
1114,B,False,21.26,9.7544,22.023,21.932,21.506
1115,B,False,0.0,0.0,0.0,0.0,0.0
1116,B,True,242.1,243.16,232.3,240.02,238.66
1117,B,False,0.0,0.0,0.0,0.0,0.0
1118,B,False,0.0,0.0,0.0,0.0,0.0
1119,B,False,30.025,29.896,29.782,29.044,29.749
1120,B,False,125.18,125.18,106.87,108.04,128.7
1121,B,False,46.074,46.346,46.27,46.784,47.256
1122,B,False,0.0,0.0,0.0,0.0,0.0
1123,B,True,392.77,389.93,391.52,393.38,391.62
1124,B,True,109.33,105.78,105.35,108.98,109.96
1125,B,False,105.32,106.45,106.75,107.97,109.36
1126,B,True,11.18,10.77,10.77,10.296,9.8489
1127,B,True,0.0,0.0,0.0,49.041,49.163
1128,B,False,0.0,0.0,0.0,0.0,0.0
1129,B,True,144.8,147.37,142.26,142.05,143.39
1130,B,False,0.0,0.0,0.0,238.6,0.0
1131,B,False,0.0,0.0,0.0,0.0,0.0
1132,B,False,64.382,64.281,65.376,66.189,83.815
1133,B,True,120.42,0.0,0.0,0.0,0.0
1134,B,False,0.0,0.0,0.0,0.0,0.0
1135,B,False,155.65,155.29,155.26,156.43,157.79
1136,B,False,16.423,34.887,82.887,39.702,33.178
1137,B,False,236.88,241.27,239.81,241.0,240.13
1138,B,False,0.0,0.0,0.0,0.0,0.0
1139,B,False,0.0,0.0,0.0,0.0,0.0
1140,B,True,201.24,203.38,196.72,201.07,202.69
1141,B,False,403.46,408.49,417.53,421.24,424.79
1142,B,False,0.0,0.0,0.0,0.0,0.0
1143,B,False,81.583,83.012,82.932,80.873,77.917
1144,B,False,167.75,167.42,166.63,167.68,171.47
1145,B,True,90.348,89.876,90.913,92.846,93.839
1146,B,True,6.3246,6.3246,6.3246,6.7082,6.3246
1147,B,False,160.8,160.03,158.67,161.54,161.22
1148,B,False,32.444,19.253,39.013,39.0,39.0
1149,B,False,49.163,0.0,49.092,49.092,49.092
1150,B,False,233.43,233.97,234.14,234.24,231.43
1151,B,False,70.229,69.507,69.573,69.799,69.766
1152,B,True,353.29,352.94,350.5,350.34,350.27
1153,B,True,0.0,0.0,0.0,0.0,0.0
1154,B,True,0.0,0.0,0.0,0.0,0.0
1155,B,True,21.587,20.616,0.0,0.0,0.0
1156,B,True,90.211,91.586,92.114,93.295,93.295
1157,B,False,264.69,264.13,264.55,264.91,264.34
1158,B,False,0.0,0.0,0.0,0.0,0.0
1159,B,False,47.758,48.145,47.902,46.447,47.898
1160,B,False,99.08,99.476,99.009,111.82,109.59
1161,B,False,0.0,0.0,0.0,0.0,0.0
1162,B,True,0.0,0.0,0.0,0.0,0.0
1163,B,False,189.19,190.91,190.91,190.91,190.91
1164,B,True,63.186,60.811,36.969,39.019,32.258
1165,B,False,153.64,149.85,151.07,150.23,152.89
1166,B,False,397.9,398.17,393.22,389.83,394.25
1167,B,False,0.0,0.0,0.0,0.0,0.0
1168,B,False,0.0,0.0,0.0,0.0,0.0
1169,B,True,475.07,474.88,476.59,476.55,478.21
1170,B,False,0.0,0.0,0.0,0.0,0.0
1171,B,False,0.0,0.0,0.0,0.0,0.0
1172,B,False,19.359,35.701,33.252,18.723,90.941
1173,B,False,97.324,97.324,97.165,97.165,97.015
1174,B,False,150.31,148.46,148.68,147.61,150.9
1175,B,True,0.0,0.0,0.0,0.0,0.0
1176,B,False,0.0,0.0,0.0,0.0,0.0
1177,B,False,16.125,34.113,16.643,34.485,33.246
1178,B,False,316.61,339.31,328.39,344.3,326.19
1179,B,False,0.0,0.0,0.0,0.0,0.0
1180,B,False,0.0,0.0,0.0,0.0,0.0
1181,B,False,17.123,17.442,16.732,17.488,15.689
1182,B,False,124.53,123.89,124.84,125.46,127.28
1183,B,True,90.132,90.72,88.218,89.479,89.205
1184,B,False,156.3,157.41,333.0,333.32,332.65
1185,B,False,215.13,215.35,216.89,216.83,217.49
1186,B,False,142.13,145.9,148.06,150.4,157.35
1187,B,False,202.48,195.32,208.15,201.49,198.69
1188,B,False,11.0,0.0,0.0,0.0,11.045
1189,B,True,0.0,0.0,0.0,0.0,19.235
1190,B,False,0.0,0.0,0.0,0.0,0.0
1191,B,False,0.0,0.0,0.0,0.0,0.0
1192,B,False,0.0,0.0,0.0,0.0,0.0
1193,B,False,0.0,0.0,0.0,0.0,0.0
1194,B,False,0.0,0.0,8.2462,9.0554,0.0
1195,B,False,0.0,0.0,0.0,0.0,0.0
1196,B,False,142.76,148.02,143.03,145.63,145.19
1197,B,True,201.86,203.65,202.34,202.39,202.24
1198,B,False,90.257,91.533,91.611,94.646,93.826
1199,B,False,0.0,0.0,0.0,0.0,0.0
1200,B,False,166.39,166.42,166.55,165.26,163.05
1201,B,True,18.514,18.096,20.616,17.553,17.083
1202,B,False,117.03,16.155,16.155,15.232,117.29
1203,B,False,89.472,89.818,91.948,92.335,92.772
1204,B,True,38.053,39.051,37.943,38.939,38.828
1205,B,False,0.0,0.0,0.0,0.0,0.0
1206,B,False,0.0,0.0,0.0,0.0,0.0
1207,B,False,0.0,0.0,0.0,0.0,0.0
1208,B,False,0.0,0.0,0.0,0.0,0.0
1209,B,False,0.0,0.0,0.0,0.0,0.0
1210,B,False,317.37,316.55,315.64,316.17,316.65
1211,B,True,0.0,11.314,0.0,0.0,0.0
1212,B,True,0.0,0.0,0.0,0.0,0.0
1213,B,True,157.75,159.43,160.21,160.25,160.42
1214,B,False,33.807,34.088,32.863,35.014,35.057
1215,B,False,52.663,112.7,112.02,111.7,118.46
1216,B,False,44.643,0.0,44.643,44.922,44.922
1217,B,False,256.79,257.61,258.29,257.83,257.8
1218,B,False,0.0,0.0,0.0,0.0,0.0
1219,B,False,151.32,152.74,152.28,151.87,150.72
1220,B,False,0.0,0.0,0.0,0.0,0.0
1221,B,False,0.0,0.0,0.0,0.0,0.0
1222,B,False,150.21,147.91,149.81,151.55,151.6
1223,B,True,151.73,151.82,152.01,153.44,154.07
1224,B,True,91.71,88.665,89.867,90.909,92.575
1225,B,True,0.0,0.0,0.0,0.0,0.0
1226,B,False,0.0,0.0,0.0,0.0,0.0
1227,B,False,0.0,0.0,0.0,0.0,0.0
1228,B,False,38.471,38.639,38.639,38.639,38.639
1229,B,False,106.31,106.03,105.99,104.76,105.39
1230,B,False,0.0,0.0,0.0,0.0,0.0
1231,B,False,102.18,109.02,95.762,84.374,71.776
1232,B,False,218.0,218.91,220.02,219.42,220.13
1233,B,False,0.0,0.0,0.0,0.0,0.0
1234,B,False,81.701,76.463,63.128,75.099,85.344
1235,B,False,19.026,18.028,18.028,17.029,0.0
1236,B,True,0.0,0.0,0.0,0.0,0.0
1237,B,False,210.06,206.95,211.47,214.63,216.22
1238,B,True,0.0,0.0,0.0,0.0,0.0
1239,B,True,0.0,0.0,0.0,0.0,0.0
1240,B,False,92.279,92.014,92.049,91.38,90.132
1241,B,False,86.833,86.354,87.235,86.833,86.833
1242,B,True,23.592,23.677,23.587,22.714,22.009
1243,B,False,23.087,24.187,0.0,0.0,0.0
1244,B,False,0.0,0.0,0.0,0.0,0.0
1245,B,False,154.25,154.61,153.55,154.28,154.57
1246,B,False,0.0,0.0,0.0,0.0,0.0
1247,B,False,188.38,198.06,197.53,199.62,192.67
1248,B,False,147.61,150.9,150.75,149.28,148.48
1249,B,False,137.83,136.8,136.92,136.75,136.7
1250,B,True,0.0,0.0,0.0,0.0,0.0
1251,B,False,242.64,243.28,243.88,239.67,237.76
1252,B,True,77.673,83.228,117.74,50.035,91.129
1253,B,False,101.02,102.02,103.08,104.12,104.12
1254,B,True,0.0,0.0,0.0,0.0,0.0
1255,B,False,93.666,92.337,96.973,95.266,90.934
1256,B,False,0.0,0.0,0.0,0.0,0.0
1257,B,False,19.416,20.0,19.209,20.0,18.439
1258,B,False,79.654,83.745,83.234,80.484,81.5
1259,B,True,252.4,253.84,252.95,254.41,254.06
1260,B,False,0.0,0.0,0.0,0.0,0.0
1261,B,False,226.2,226.87,226.43,225.41,223.95
1262,B,False,108.67,110.32,106.3,105.35,106.58
1263,B,False,239.02,239.02,240.25,241.59,242.37
1264,B,False,0.0,0.0,0.0,0.0,0.0
1265,B,False,79.076,17.804,17.804,18.439,18.439
1266,B,True,194.93,195.23,193.67,193.34,192.87
1267,B,False,75.822,76.485,77.156,77.833,77.795
1268,B,False,11.18,0.0,12.042,11.18,10.296
1269,B,False,30.083,29.833,29.833,29.833,29.833
1270,B,False,107.44,108.42,110.4,108.96,110.83
1271,B,False,0.0,0.0,0.0,0.0,0.0
1272,B,False,296.22,288.69,9.8489,0.0,8.9443
1273,B,False,0.0,0.0,0.0,0.0,0.0
1274,B,False,0.0,0.0,0.0,0.0,0.0
1275,B,False,0.0,0.0,0.0,0.0,0.0
1276,B,False,133.52,134.18,134.37,133.63,134.9
1277,B,True,69.479,68.784,70.118,70.486,70.208
1278,B,True,183.13,183.13,184.1,183.34,185.07
1279,B,False,0.0,0.0,0.0,0.0,0.0
1280,B,False,0.0,0.0,0.0,0.0,31.831
1281,B,False,0.0,0.0,0.0,0.0,0.0
1282,B,False,0.0,0.0,0.0,0.0,0.0
1283,B,False,351.49,354.68,356.16,358.24,356.95
1284,B,False,74.68,74.647,75.127,82.006,82.006
1285,B,False,80.994,0.0,82.62,83.356,82.198
1286,B,False,44.963,14.796,14.959,72.9,10.202
1287,B,True,0.0,0.0,0.0,0.0,0.0
1288,B,False,0.0,0.0,0.0,0.0,0.0
1289,B,False,0.0,0.0,0.0,35.322,33.242
1290,B,False,98.858,99.85,99.85,99.985,100.98
1291,B,True,0.0,0.0,0.0,0.0,0.0
1292,B,False,238.86,237.56,236.31,241.53,239.79
1293,B,False,0.0,0.0,0.0,0.0,0.0
1294,B,False,0.0,0.0,0.0,0.0,0.0
1295,B,False,0.0,0.0,0.0,0.0,0.0
1296,B,False,0.0,0.0,0.0,0.0,0.0
1297,B,True,170.72,170.07,170.21,170.21,170.21
1298,B,False,0.0,0.0,0.0,0.0,0.0
1299,B,False,0.0,0.0,0.0,0.0,0.0
1300,B,False,139.66,139.53,140.04,140.13,142.12
1301,B,False,151.69,151.31,153.11,152.58,151.52
1302,B,False,9.2195,9.2195,10.198,0.0,13.153
1303,B,True,0.0,0.0,0.0,0.0,0.0
1304,B,False,108.76,108.88,107.89,108.37,107.3
1305,B,False,17.029,18.028,18.028,17.029,17.029
1306,B,False,10.817,10.817,11.402,11.402,0.0
1307,B,False,10.77,10.77,10.296,9.8489,9.4868
1308,B,False,0.0,0.0,0.0,0.0,0.0
1309,B,True,107.33,108.35,106.64,107.01,107.63
1310,B,False,191.02,191.32,193.23,191.97,192.92
1311,B,False,190.35,187.67,188.86,187.6,192.31
1312,B,False,255.09,259.14,261.09,259.14,260.67
1313,B,False,0.0,0.0,0.0,0.0,0.0
1314,B,False,241.57,244.67,245.91,245.51,244.24
1315,B,False,0.0,0.0,0.0,0.0,0.0
1316,B,True,389.68,389.14,391.04,392.49,385.54
1317,B,False,0.0,0.0,0.0,0.0,0.0
1318,B,False,87.426,87.32,87.384,87.595,89.142
1319,B,False,0.0,0.0,0.0,0.0,0.0
1320,B,False,56.275,58.354,61.602,63.648,65.0
1321,B,False,0.0,0.0,0.0,0.0,0.0
1322,B,False,263.28,264.96,267.83,270.63,271.85
1323,B,False,0.0,0.0,0.0,11.705,11.402
1324,B,False,300.3,301.61,302.41,267.5,245.38
1325,B,False,0.0,0.0,0.0,0.0,0.0
1326,B,False,55.691,57.04,57.56,58.235,58.808
1327,B,False,77.916,77.635,73.993,71.821,72.763
1328,B,False,195.96,192.98,198.63,204.36,205.03
1329,B,False,0.0,0.0,0.0,0.0,0.0
1330,B,False,0.0,0.0,0.0,0.0,0.0
1331,B,False,129.53,130.21,128.78,129.01,129.88
1332,B,False,190.81,193.54,193.66,193.56,193.63
1333,B,False,91.946,92.512,92.608,92.496,93.463
1334,B,False,114.88,115.32,115.84,116.38,115.62
1335,B,False,0.0,0.0,0.0,0.0,0.0
1336,B,True,194.97,198.92,200.84,199.07,196.37
1337,B,True,0.0,0.0,0.0,0.0,0.0
1338,B,True,0.0,0.0,0.0,0.0,0.0
1339,B,False,179.66,181.0,181.73,179.78,181.31
1340,B,False,0.0,0.0,0.0,0.0,0.0
1341,B,False,94.109,94.132,94.029,90.56,88.841
1342,B,False,387.96,389.68,389.14,391.04,392.49
1343,B,False,126.95,126.88,126.91,127.45,127.89
1344,B,True,640.71,675.02,634.04,657.26,652.97
1345,B,False,0.0,0.0,0.0,0.0,0.0
1346,B,False,0.0,0.0,0.0,0.0,0.0
1347,B,False,0.0,0.0,0.0,0.0,0.0
1348,B,False,500.5,489.82,484.68,485.68,476.51
1349,B,False,0.0,0.0,0.0,11.705,0.0
1350,B,False,103.8,104.97,105.64,105.97,107.44
1351,B,False,0.0,0.0,0.0,0.0,0.0
1352,B,False,0.0,4.2426,3.6056,0.0,0.0
1353,B,False,34.005,17.205,18.028,18.028,18.028
1354,B,False,219.13,212.17,214.41,210.73,207.6
1355,B,False,154.2,154.42,154.97,154.59,154.06
1356,B,False,98.615,98.732,99.725,100.72,101.6
1357,B,False,93.776,93.984,95.273,0.0,0.0
1358,B,False,0.0,0.0,0.0,0.0,0.0
1359,B,False,136.26,136.83,137.25,136.02,136.23
1360,B,False,489.3,486.67,504.66,512.65,509.55
1361,B,False,0.0,0.0,23.022,0.0,0.0
1362,B,False,0.0,357.41,0.0,359.18,0.0
1363,B,False,244.05,243.33,242.7,242.9,243.2
1364,B,False,0.0,0.0,0.0,0.0,0.0
1365,B,True,35.201,35.366,36.182,35.442,35.669
1366,B,False,69.896,87.287,76.743,100.26,142.22
1367,B,False,0.0,0.0,0.0,0.0,0.0
1368,B,True,51.552,24.32,35.282,29.759,32.601
1369,B,False,0.0,0.0,0.0,0.0,0.0
1370,B,False,0.0,0.0,0.0,0.0,0.0
1371,B,False,139.92,139.29,140.29,141.79,143.04
1372,B,False,47.074,46.098,46.098,46.098,46.098
1373,B,False,12.488,20.65,8.2933,36.472,9.5947
1374,B,True,131.65,131.61,137.9,138.21,138.83
1375,B,False,0.0,0.0,0.0,0.0,0.0
1376,B,False,181.37,180.06,180.35,181.95,181.18
1377,B,False,201.83,201.75,201.32,202.16,202.3
1378,B,True,0.0,0.0,0.0,0.0,0.0
1379,B,True,0.0,0.0,0.0,0.0,0.0
1380,B,False,0.0,0.0,0.0,0.0,0.0
1381,B,False,75.275,76.26,82.892,79.883,77.471
1382,B,False,123.76,126.8,131.02,130.02,139.69
1383,B,True,40.268,39.976,7.0711,38.637,39.205
1384,B,False,159.84,161.2,160.39,160.01,161.61
1385,B,False,192.85,196.28,195.42,194.93,192.25
1386,B,False,142.5,142.14,144.26,144.66,143.9
1387,B,False,0.0,0.0,0.0,0.0,0.0
1388,B,True,113.68,112.68,113.32,113.47,110.89
1389,B,True,0.0,0.0,0.0,0.0,0.0
1390,B,True,0.0,0.0,0.0,0.0,0.0
1391,B,True,141.73,139.7,139.02,140.2,139.33
1392,B,False,0.0,0.0,0.0,0.0,0.0
1393,B,False,0.0,0.0,0.0,0.0,0.0
1394,B,False,18.811,20.047,17.082,15.811,46.567
1395,B,False,212.72,211.42,217.84,218.07,218.19
1396,B,True,679.86,683.63,686.7,735.76,697.01
1397,B,False,165.39,141.77,140.94,131.12,158.01
1398,B,False,0.0,0.0,0.0,0.0,0.0
1399,B,False,97.854,99.482,101.4,101.78,103.82
1400,B,False,0.0,0.0,0.0,0.0,0.0
1401,B,True,0.0,0.0,0.0,0.0,0.0
1402,B,False,124.64,125.54,126.12,127.01,127.42
1403,B,False,0.0,0.0,0.0,0.0,0.0
1404,B,False,183.55,182.96,184.1,184.54,182.38
1405,B,False,0.0,0.0,0.0,0.0,0.0
1406,B,False,0.0,0.0,0.0,0.0,0.0
1407,B,False,479.87,483.71,485.09,489.57,485.04
1408,B,True,120.67,120.67,120.58,120.65,120.37
1409,B,False,307.77,246.73,263.95,290.42,145.81
1410,B,True,0.0,0.0,0.0,0.0,0.0
1411,B,False,141.39,141.05,141.07,142.82,143.29
1412,B,False,118.52,118.7,120.1,121.24,118.85
1413,B,False,248.9,247.37,247.84,248.49,248.45
1414,B,False,0.0,0.0,0.0,0.0,0.0
1415,B,False,0.0,0.0,0.0,0.0,0.0
1416,B,False,0.0,0.0,0.0,0.0,0.0
1417,B,False,124.41,124.32,125.15,124.85,126.2
1418,B,False,0.0,0.0,0.0,0.0,0.0
1419,B,False,0.0,0.0,0.0,0.0,0.0
1420,B,False,0.0,0.0,0.0,0.0,0.0
1421,B,False,0.0,0.0,0.0,0.0,0.0
1422,B,False,0.0,0.0,0.0,0.0,0.0
1423,B,False,0.0,0.0,0.0,0.0,0.0
1424,B,False,0.0,0.0,0.0,0.0,0.0
1425,B,False,0.0,103.97,103.97,77.48,106.1
1426,B,False,210.12,211.12,211.09,211.09,211.09
1427,B,False,0.0,0.0,0.0,0.0,0.0
1428,B,True,34.67,33.838,33.838,0.0,35.0
1429,B,False,33.728,33.966,34.253,34.342,33.743
1430,B,True,97.042,98.046,98.082,98.082,98.082
1431,B,True,0.0,0.0,0.0,0.0,0.0
1432,B,True,0.0,0.0,0.0,0.0,0.0
1433,B,False,0.0,0.0,0.0,0.0,0.0
1434,B,False,80.389,81.644,79.654,83.745,83.234
1435,B,False,0.0,0.0,0.0,0.0,0.0
1436,B,False,185.91,191.39,189.04,184.22,185.5
1437,B,False,0.0,0.0,0.0,0.0,0.0
1438,B,False,204.21,204.47,203.95,210.29,215.79
1439,B,False,0.0,0.0,0.0,0.0,0.0
1440,B,False,536.47,536.58,536.47,537.06,536.18
1441,B,False,0.0,0.0,0.0,0.0,0.0
1442,B,False,163.91,163.45,164.41,163.45,162.15
1443,B,False,37.943,38.939,38.828,38.892,38.387
1444,B,False,239.97,243.67,249.52,249.83,253.11
1445,B,False,0.0,0.0,196.03,0.0,0.0
1446,B,False,104.02,104.04,0.0,103.04,104.04
1447,B,False,35.057,35.128,35.128,35.128,35.128
1448,B,False,176.21,176.21,176.21,175.6,176.21
1449,B,False,0.0,0.0,0.0,0.0,0.0
1450,B,False,0.0,0.0,0.0,0.0,0.0
1451,B,False,0.0,0.0,0.0,0.0,0.0
1452,B,False,8.0623,8.0623,7.2111,6.7082,6.4031
1453,B,False,110.01,48.148,139.76,125.13,111.1
1454,B,False,0.0,0.0,0.0,0.0,0.0
1455,B,False,95.444,95.58,96.032,92.927,81.654
1456,B,False,0.0,0.0,0.0,0.0,0.0
1457,B,False,344.07,341.3,340.48,339.01,339.46
1458,B,False,141.9,140.78,141.46,139.61,145.72
1459,B,False,137.35,138.16,134.08,132.86,128.4
1460,B,False,0.0,0.0,0.0,0.0,0.0
1461,B,False,0.0,0.0,0.0,0.0,0.0
1462,B,False,0.0,0.0,0.0,0.0,0.0
1463,B,False,0.0,0.0,0.0,0.0,0.0
1464,B,False,98.44,97.117,98.867,97.218,98.719
1465,B,False,0.0,0.0,0.0,0.0,0.0
1466,B,False,0.0,0.0,0.0,0.0,0.0
1467,B,False,9.0554,10.44,10.427,11.705,12.083
1468,B,False,48.247,49.666,49.072,49.229,49.428
1469,B,False,0.0,0.0,0.0,0.0,0.0
1470,B,False,0.0,0.0,0.0,0.0,0.0
1471,B,False,0.0,0.0,0.0,0.0,0.0
1472,B,False,120.27,121.94,121.06,122.33,122.04
1473,B,False,637.66,656.68,660.13,651.79,645.87
1474,B,False,55.67,55.759,55.458,55.327,54.231
1475,B,False,210.28,210.28,210.46,212.43,212.43
1476,B,False,41.11,41.195,64.36,56.282,55.041
1477,B,True,76.769,76.498,76.573,76.52,59.969
1478,B,False,120.01,121.02,120.97,121.75,121.55
1479,B,False,0.0,0.0,0.0,0.0,0.0
1480,B,True,0.0,0.0,0.0,0.0,0.0
1481,B,False,139.11,139.78,140.1,139.71,140.9
1482,B,False,0.0,0.0,0.0,0.0,0.0
1483,B,False,142.89,165.76,126.97,48.356,126.95
1484,B,True,25.495,25.495,25.495,25.495,24.759
1485,B,False,294.8,291.12,290.89,286.46,286.32
1486,B,False,0.0,0.0,0.0,0.0,0.0
1487,B,False,262.92,261.14,260.3,259.59,261.32
1488,B,False,88.028,89.25,87.698,87.566,89.166
1489,B,False,126.27,123.6,120.0,123.81,132.36
1490,B,False,377.96,376.88,312.05,377.97,378.51
1491,B,False,0.0,0.0,0.0,0.0,0.0
1492,B,True,111.04,0.0,0.0,112.02,106.47
1493,B,False,121.95,125.72,126.14,127.05,127.05
1494,B,False,158.92,159.9,156.6,158.91,161.64
1495,B,False,0.0,0.0,0.0,0.0,0.0
1496,B,False,86.29,98.267,98.559,96.062,81.7
1497,B,False,0.0,0.0,0.0,0.0,0.0
1498,B,False,0.0,0.0,0.0,0.0,0.0
1499,B,True,197.09,197.06,198.06,198.06,199.06
1500,B,False,20.616,20.616,20.881,20.881,20.616
1501,B,False,0.0,0.0,0.0,0.0,0.0
1502,B,False,265.76,263.04,268.98,267.63,267.12
1503,B,False,88.441,87.385,87.966,88.955,89.764
1504,B,False,0.0,0.0,0.0,0.0,46.519
1505,B,False,120.77,119.83,74.571,119.71,119.01
1506,B,False,41.104,41.012,41.012,42.012,42.012
1507,B,False,0.0,0.0,18.248,18.028,18.111
1508,B,True,0.0,0.0,0.0,21.401,22.204
1509,B,False,214.12,216.21,224.62,219.67,193.74
1510,B,False,24.759,23.345,24.839,264.06,264.19
1511,B,False,28.16,28.862,27.893,0.0,0.0
1512,B,False,27.731,31.068,26.401,30.871,9.6773
1513,B,False,15.232,15.232,16.155,264.08,16.492
1514,B,True,7.2843,0.0,11.182,38.782,14.78
1515,B,False,105.35,108.98,109.96,104.89,102.13
1516,B,False,196.14,196.7,196.31,196.52,197.99
1517,B,False,0.0,0.0,0.0,0.0,0.0
1518,B,False,13.407,12.373,15.911,13.086,14.191
1519,B,False,0.0,0.0,0.0,0.0,0.0
1520,B,False,70.153,80.62,44.747,71.098,85.541
1521,B,False,0.0,0.0,0.0,0.0,0.0
1522,B,False,187.75,189.19,189.66,189.5,190.06
1523,B,False,0.0,0.0,0.0,0.0,0.0
1524,B,False,512.65,509.55,513.99,539.53,546.59
1525,B,False,459.04,458.51,457.34,456.85,458.19
1526,B,False,0.0,0.0,0.0,0.0,0.0
1527,B,False,156.47,139.8,159.62,159.18,160.59
1528,B,False,0.0,0.0,0.0,0.0,0.0
1529,B,False,312.61,307.25,311.12,318.44,315.04
1530,B,False,233.51,239.91,239.66,239.96,240.78
1531,B,False,85.198,85.207,83.596,83.298,78.979
1532,B,True,0.0,0.0,0.0,0.0,0.0
1533,B,False,167.3,168.25,167.61,167.98,168.08
1534,B,False,0.0,0.0,0.0,0.0,0.0
1535,B,False,298.72,295.5,297.27,295.47,294.37
1536,B,False,806.18,0.0,816.24,839.32,820.59
1537,B,False,247.74,244.47,248.51,249.83,252.08
1538,B,False,636.5,648.43,639.12,620.48,623.37
1539,B,False,156.45,154.22,154.06,156.25,157.36
1540,B,False,0.0,0.0,0.0,0.0,0.0
1541,B,False,114.72,114.49,116.31,115.64,120.85
1542,B,False,202.34,202.39,202.24,200.81,202.31
1543,B,False,211.7,211.5,209.04,211.87,212.08
1544,B,False,10.296,0.0,11.18,10.296,10.296
1545,B,False,0.0,0.0,0.0,0.0,0.0
1546,B,False,0.0,0.0,8.9443,8.6023,8.6023
1547,B,False,0.0,0.0,0.0,0.0,0.0
1548,B,False,9.2195,8.0623,7.0711,8.2462,8.0623
1549,B,False,0.0,0.0,0.0,0.0,42.19
1550,B,False,0.0,0.0,0.0,0.0,22.561
1551,B,False,246.86,243.11,251.2,249.97,252.53
1552,B,False,99.002,95.444,95.58,96.032,92.927
1553,B,False,0.0,0.0,0.0,0.0,0.0
1554,B,False,0.0,0.0,0.0,0.0,0.0
1555,B,False,191.37,191.17,192.12,192.32,192.3
1556,B,False,121.68,122.62,117.93,116.72,116.09
1557,B,False,19.162,24.61,18.746,15.791,10.871
1558,B,False,152.1,152.35,150.68,150.31,148.46
1559,B,False,0.0,0.0,0.0,0.0,0.0
1560,B,False,175.82,174.66,0.0,7.0711,0.0
1561,B,False,0.0,0.0,0.0,0.0,0.0
1562,B,False,82.955,88.433,81.701,76.463,63.128
1563,B,False,0.0,0.0,0.0,0.0,0.0
1564,B,False,0.0,0.0,0.0,0.0,0.0
1565,B,False,0.0,0.0,0.0,0.0,0.0
1566,B,False,0.0,0.0,0.0,0.0,0.0
1567,B,False,74.602,75.969,77.029,75.658,78.647
1568,B,False,91.548,90.907,90.785,0.0,92.315
1569,B,False,26.0,26.0,40.395,27.019,55.036
1570,B,False,350.84,354.26,356.07,363.44,367.47
1571,B,False,64.91,71.465,75.948,24.996,61.437
1572,B,False,75.06,75.107,75.107,76.105,76.026
1573,B,False,0.0,0.0,0.0,0.0,0.0
1574,B,False,93.144,93.477,91.71,88.665,89.867
1575,B,False,11.18,10.198,11.18,11.18,11.18
