,FLARE_TYPE,COINCIDENCE,TOTPOT_1,TOTPOT_2,TOTPOT_3,TOTPOT_4,TOTPOT_5
776,C,False,6.7007e+22,6.1927e+22,6.424e+22,6.2113e+22,6.2074e+22
777,C,False,1.207e+24,1.205e+24,1.2025e+24,1.1999e+24,1.1921e+24
778,C,False,6.5135e+22,6.6728e+22,6.5524e+22,6.6316e+22,6.8174e+22
779,C,False,2.5089e+20,5.8211e+20,1.2682e+21,1.0346e+21,1.9494e+21
780,C,False,1.2742e+23,1.2858e+23,1.2843e+23,1.2665e+23,1.2986e+23
781,C,False,3.2853e+22,3.3312e+22,3.2619e+22,3.1943e+22,3.257e+22
782,C,False,3.7521e+23,3.7676e+23,3.764e+23,3.7682e+23,3.7565e+23
783,C,False,1.9869e+23,1.9561e+23,1.9466e+23,1.9443e+23,1.9117e+23
784,C,False,5.1735e+22,4.243e+22,4.651e+22,4.4318e+22,4.5253e+22
785,C,False,7.8472e+22,7.8962e+22,7.9668e+22,7.9227e+22,7.9972e+22
786,C,False,5.3331e+22,5.3267e+22,5.3493e+22,5.4806e+22,5.518e+22
787,C,False,0.0,0.0,6.6615e+19,3.3065e+19,1.7748e+19
788,C,False,4.5383e+23,4.5754e+23,4.5364e+23,4.5414e+23,4.5239e+23
789,C,False,3.0747e+23,3.0723e+23,3.1141e+23,3.1178e+23,3.1966e+23
790,C,False,4.5994e+23,4.6007e+23,4.6088e+23,4.5816e+23,4.5786e+23
791,C,True,1.477e+23,1.4622e+23,1.4761e+23,1.5026e+23,1.511e+23
792,C,False,1.6041e+23,1.6063e+23,1.6145e+23,1.6221e+23,1.6241e+23
793,C,False,2.6744e+23,2.6101e+23,2.612e+23,2.5827e+23,2.6363e+23
794,C,False,3.6003e+23,3.6245e+23,3.6286e+23,3.619e+23,3.6402e+23
795,C,False,5.3239e+23,5.3278e+23,5.3503e+23,5.3512e+23,5.3064e+23
796,C,False,2.0909e+22,2.1211e+22,2.131e+22,2.1577e+22,2.0413e+22
797,C,False,1.4772e+23,1.2959e+23,1.2747e+23,1.2889e+23,1.2541e+23
798,C,False,2.8769e+23,2.9191e+23,2.9135e+23,2.9257e+23,2.9139e+23
799,C,False,1.1764e+24,1.1713e+24,1.1701e+24,1.1715e+24,1.171e+24
800,C,False,2.6863e+23,2.7116e+23,2.7071e+23,2.7287e+23,2.7543e+23
801,C,False,1.422e+23,1.2881e+23,1.2896e+23,1.3685e+23,1.292e+23
802,C,False,2.2106e+23,2.2532e+23,2.2639e+23,2.1977e+23,2.2041e+23
803,C,False,1.1585e+24,1.1556e+24,1.1509e+24,1.1632e+24,1.1592e+24
804,C,False,8.8881e+20,9.0774e+20,1.0565e+21,9.6086e+20,1.2178e+21
805,C,False,1.6511e+23,1.6438e+23,1.6536e+23,1.6643e+23,1.6865e+23
806,C,False,5.6967e+23,5.649e+23,5.6671e+23,5.6652e+23,5.6139e+23
807,C,False,1.7929e+22,1.7698e+22,1.7195e+22,1.689e+22,1.629e+22
808,C,False,5.6332e+22,4.5553e+22,4.6186e+22,5.5142e+22,5.2954e+22
809,C,False,4.1865e+23,4.2242e+23,4.2641e+23,4.3037e+23,4.2955e+23
810,C,True,4.3851e+23,4.3793e+23,4.2606e+23,4.2734e+23,4.2608e+23
811,C,False,1.5573e+23,1.5511e+23,1.5646e+23,1.5697e+23,1.5491e+23
812,C,True,1.4219e+23,1.4088e+23,1.4271e+23,1.3945e+23,1.3874e+23
813,C,False,3.1484e+23,3.1084e+23,3.0974e+23,3.4554e+23,3.1303e+23
814,C,False,0.0,0.0,0.0,0.0,0.0
815,C,False,2.764e+22,2.7931e+22,2.779e+22,2.7509e+22,2.8482e+22
816,C,False,3.131e+23,3.1107e+23,3.0847e+23,3.0809e+23,3.0762e+23
817,C,False,9.605e+22,9.7447e+22,1.0171e+23,1.0316e+23,1.0665e+23
818,C,False,1.2048e+23,1.2005e+23,1.2022e+23,1.222e+23,1.1806e+23
819,C,False,4.3851e+23,4.3793e+23,4.2606e+23,4.2734e+23,4.2608e+23
820,C,False,2.8648e+23,2.8437e+23,2.856e+23,2.8461e+23,2.7792e+23
821,C,False,5.1901e+23,5.1789e+23,5.1999e+23,5.1821e+23,5.1725e+23
822,C,False,7.2634e+23,7.3532e+23,7.4287e+23,7.4245e+23,7.4584e+23
823,C,False,7.6253e+21,7.5052e+21,8.0114e+21,8.0904e+21,8.2012e+21
824,C,False,5.4694e+23,5.494e+23,5.4975e+23,5.4787e+23,5.4485e+23
825,C,False,1.2094e+24,1.2121e+24,1.2289e+24,1.2295e+24,1.2252e+24
826,C,False,6.6783e+23,6.7516e+23,6.9266e+23,7.0672e+23,7.1364e+23
827,C,False,3.2154e+21,3.0301e+21,3.1694e+21,3.1686e+21,2.9397e+21
828,C,False,1.0611e+23,1.1317e+23,1.0534e+23,1.0255e+23,9.7931e+22
829,C,False,7.7357e+23,7.7237e+23,7.7698e+23,7.7434e+23,7.7804e+23
830,C,False,1.1587e+23,1.1342e+23,1.1173e+23,1.1128e+23,1.1017e+23
831,C,False,1.839e+23,1.8616e+23,1.8824e+23,1.8865e+23,1.9077e+23
832,C,False,2.2011e+23,2.2111e+23,2.1742e+23,2.2034e+23,2.196e+23
833,C,False,7.5397e+22,7.4857e+22,7.4133e+22,7.3931e+22,7.4163e+22
834,C,False,2.8144e+22,2.8852e+22,2.9265e+22,3.0112e+22,2.9816e+22
835,C,False,8.4445e+23,8.4312e+23,8.4049e+23,8.4197e+23,8.3961e+23
836,C,False,3.0132e+22,2.989e+22,3.0272e+22,2.9808e+22,2.986e+22
837,C,False,5.1825e+22,5.5239e+22,5.6947e+22,5.9181e+22,6.0513e+22
838,C,False,1.4219e+23,1.4088e+23,1.4271e+23,1.3945e+23,1.3874e+23
839,C,False,1.5432e+23,1.5193e+23,1.5257e+23,1.5362e+23,1.5166e+23
840,C,False,1.8165e+23,1.7815e+23,1.7742e+23,1.759e+23,1.7464e+23
841,C,False,2.0696e+23,2.0667e+23,2.0669e+23,2.0672e+23,2.0699e+23
842,C,False,8.5662e+22,8.7469e+22,8.8472e+22,8.771e+22,8.7417e+22
843,C,False,2.7724e+23,2.803e+23,2.77e+23,2.7556e+23,2.7855e+23
844,C,False,2.9103e+23,2.9051e+23,2.9153e+23,2.8944e+23,2.8947e+23
845,B,True,2.1274e+22,2.1016e+22,2.1917e+22,2.2767e+22,2.2738e+22
846,B,False,1.3314e+23,1.3719e+23,1.3688e+23,1.3671e+23,1.3329e+23
847,B,False,5.1103e+21,5.247e+21,5.0541e+21,5.2371e+21,5.3303e+21
848,B,False,4.8146e+21,5.0224e+21,5.0517e+21,5.0353e+21,5.3042e+21
849,B,True,0.0,0.0,0.0,0.0,0.0
850,B,True,9.1821e+22,9.2535e+22,9.3485e+22,9.3154e+22,9.6101e+22
851,B,False,8.4849e+22,8.7593e+22,8.7071e+22,8.862e+22,9.0668e+22
852,B,False,2.456e+23,2.4152e+23,2.4133e+23,2.3894e+23,2.4793e+23
853,B,False,7.3254e+20,1.8072e+21,3.1403e+21,3.1496e+21,3.4449e+21
854,B,False,2.2595e+22,2.2141e+22,2.2375e+22,2.2696e+22,2.2101e+22
855,B,True,5.5615e+23,5.538e+23,5.4249e+23,5.4719e+23,5.4699e+23
856,B,False,3.3719e+23,3.3504e+23,3.3276e+23,3.3207e+23,3.2825e+23
857,B,True,4.584e+22,4.7194e+22,4.5506e+22,4.8696e+22,4.8814e+22
858,B,False,2.2994e+22,2.316e+22,2.3548e+22,2.3181e+22,2.2474e+22
859,B,False,2.9842e+22,2.9236e+22,2.7155e+22,2.7031e+22,2.6368e+22
860,B,True,7.2208e+22,7.1856e+22,7.2806e+22,7.4931e+22,7.5692e+22
861,B,True,3.8947e+23,3.893e+23,3.9024e+23,3.895e+23,3.8827e+23
862,B,True,2.7874e+22,2.5561e+22,2.539e+22,2.6544e+22,2.727e+22
863,B,True,6.9727e+22,6.8796e+22,6.824e+22,6.6192e+22,6.6819e+22
864,B,False,2.6449e+22,2.6526e+22,2.6718e+22,2.7593e+22,2.7207e+22
865,B,False,2.1806e+22,2.221e+22,2.202e+22,2.2644e+22,2.3303e+22
866,B,True,1.0184e+23,1.0222e+23,1.0134e+23,1.0168e+23,1.0264e+23
867,B,True,3.8787e+22,3.8e+22,3.8178e+22,3.7295e+22,3.6617e+22
868,B,False,3.4984e+22,3.6433e+22,3.7241e+22,3.8212e+22,3.8458e+22
869,B,True,4.158e+22,4.1613e+22,4.189e+22,4.2702e+22,4.1598e+22
870,B,True,5.4279e+22,5.4064e+22,5.3891e+22,5.398e+22,5.2878e+22
871,B,True,2.0868e+22,2.1077e+22,2.0418e+22,2.0201e+22,2.0334e+22
872,B,True,4.0825e+22,4.0807e+22,3.9188e+22,3.9411e+22,3.9751e+22
873,B,True,6.3169e+22,6.2465e+22,6.1059e+22,6.1737e+22,6.1863e+22
874,B,True,9.5919e+22,9.5747e+22,9.5416e+22,9.4567e+22,9.417e+22
875,B,True,4.8997e+23,4.9241e+23,4.9652e+23,4.9298e+23,4.9851e+23
876,B,True,7.2872e+21,7.2213e+21,6.9131e+21,6.1351e+21,6.4037e+21
877,B,False,1.7883e+23,1.7944e+23,1.8244e+23,1.8156e+23,1.7929e+23
878,B,False,1.2775e+23,1.2918e+23,1.2983e+23,1.3267e+23,1.3416e+23
879,B,True,1.8696e+22,1.8554e+22,1.8802e+22,1.8613e+22,1.8486e+22
880,B,False,1.8443e+22,1.8917e+22,1.8928e+22,1.8822e+22,1.8869e+22
881,B,False,1.6487e+22,1.613e+22,1.6255e+22,1.6731e+22,1.6456e+22
882,B,True,6.0244e+22,5.9568e+22,5.9875e+22,6.0146e+22,6.0125e+22
883,B,True,4.5756e+22,4.7583e+22,4.6765e+22,4.648e+22,4.6806e+22
884,B,False,2.2192e+21,2.1613e+21,2.151e+21,2.043e+21,2.0534e+21
885,B,False,3.8359e+21,4.0357e+21,3.8568e+21,3.8925e+21,4.0118e+21
886,B,False,1.7822e+22,1.7553e+22,1.7675e+22,1.7482e+22,1.7931e+22
887,B,True,3.4454e+23,3.472e+23,3.4732e+23,3.4581e+23,3.5331e+23
888,B,False,4.0559e+22,3.9291e+22,3.9068e+22,3.9962e+22,3.9941e+22
889,B,True,2.5198e+22,2.4682e+22,2.4529e+22,2.4093e+22,2.4506e+22
890,B,True,2.8845e+22,2.8236e+22,2.7725e+22,2.7394e+22,2.7575e+22
891,B,True,2.4935e+20,6.3107e+20,1.2721e+21,2.0833e+21,5.7783e+21
892,B,True,7.7224e+22,7.8468e+22,7.9305e+22,7.9302e+22,8.042e+22
893,B,False,1.9267e+22,1.8083e+22,1.7703e+22,1.7537e+22,1.7112e+22
894,B,False,6.2902e+22,6.3008e+22,6.3846e+22,6.2351e+22,6.1849e+22
895,B,False,3.2805e+21,3.276e+21,3.3679e+21,3.3983e+21,3.311e+21
896,B,False,2.6408e+23,2.6914e+23,2.6948e+23,2.6466e+23,2.6253e+23
897,B,False,4.8593e+22,4.4559e+22,4.3317e+22,4.3988e+22,3.5341e+22
898,B,False,1.0679e+23,1.0789e+23,1.0906e+23,1.1054e+23,1.0983e+23
899,B,False,2.6025e+22,2.6257e+22,2.6485e+22,2.6263e+22,2.6819e+22
900,B,False,1.5688e+23,1.5957e+23,1.6111e+23,1.6026e+23,1.6047e+23
901,B,True,1.2189e+22,1.3293e+22,1.2699e+22,1.2096e+22,1.2406e+22
902,B,True,5.1299e+21,5.0323e+21,4.9188e+21,4.6709e+21,4.8756e+21
903,B,False,2.4525e+22,2.4013e+22,2.4535e+22,2.4562e+22,2.4268e+22
904,B,False,2.7828e+22,2.7983e+22,2.7106e+22,2.7411e+22,2.649e+22
905,B,True,1.8139e+23,1.7952e+23,1.7756e+23,1.7777e+23,1.7755e+23
906,B,False,3.6575e+23,3.6668e+23,3.6681e+23,3.6728e+23,3.6899e+23
907,B,True,5.5994e+21,5.7678e+21,5.8866e+21,6.2485e+21,6.7454e+21
908,B,False,4.8004e+21,4.5722e+21,4.4587e+21,4.4205e+21,4.4824e+21
909,B,False,1.7156e+22,1.7217e+22,1.7225e+22,1.706e+22,1.605e+22
910,B,True,7.8202e+20,1.2919e+21,2.446e+21,2.8814e+21,4.363e+21
911,B,False,3.7997e+21,3.7503e+21,3.6852e+21,3.7316e+21,3.5803e+21
912,B,False,5.7192e+22,5.7661e+22,5.7874e+22,5.7941e+22,5.8535e+22
913,B,True,1.3463e+22,1.3596e+22,1.3815e+22,1.4276e+22,1.4412e+22
914,B,False,4.0513e+22,4.0844e+22,4.1652e+22,4.146e+22,4.2246e+22
915,B,False,6.4272e+22,6.3906e+22,6.4227e+22,6.4147e+22,6.3987e+22
916,B,False,4.9103e+22,4.7217e+22,4.9893e+22,4.9011e+22,4.7042e+22
917,B,False,2.0095e+23,2.0245e+23,2.0452e+23,2.054e+23,2.0735e+23
918,B,False,1.4053e+23,1.41e+23,1.4185e+23,1.4379e+23,1.3798e+23
919,B,False,2.0735e+22,2.0296e+22,2.0049e+22,2.0639e+22,2.0547e+22
920,B,False,1.0536e+22,1.1331e+22,1.2103e+22,1.2276e+22,1.3278e+22
921,B,True,3.0212e+22,3.0915e+22,3.0048e+22,2.9826e+22,2.9665e+22
922,B,False,4.2645e+21,3.9866e+21,3.9654e+21,4.2248e+21,4.4566e+21
923,B,True,5.2279e+22,5.2894e+22,5.4748e+22,5.576e+22,5.6698e+22
924,B,False,5.6172e+22,5.6539e+22,5.6572e+22,5.5287e+22,5.5988e+22
925,B,False,4.9351e+21,4.8552e+21,4.9497e+21,4.8495e+21,5.0523e+21
926,B,True,3.9326e+21,4.0243e+21,4.1399e+21,4.325e+21,4.3623e+21
927,B,True,3.6175e+22,3.7042e+22,3.7453e+22,3.7643e+22,3.7335e+22
928,B,False,5.6185e+21,5.449e+21,5.5548e+21,5.5049e+21,5.6009e+21
929,B,False,1.678e+23,1.6546e+23,1.6483e+23,1.6632e+23,1.6737e+23
930,B,False,2.6847e+22,2.5136e+22,2.6361e+22,2.5707e+22,2.6324e+22
931,B,False,7.0124e+23,7.0235e+23,7.0207e+23,7.0095e+23,7.0247e+23
932,B,True,2.411e+23,2.5114e+23,2.4684e+23,2.5109e+23,2.6066e+23
933,B,False,1.4216e+22,1.4322e+22,1.4629e+22,1.4773e+22,1.459e+22
934,B,True,9.2771e+22,9.0737e+22,9.128e+22,9.1632e+22,9.1493e+22
935,B,False,3.9712e+21,4.093e+21,4.4088e+21,4.1614e+21,3.8892e+21
936,B,False,1.5757e+22,1.5519e+22,1.5621e+22,1.5459e+22,1.5327e+22
937,B,False,2.1253e+23,2.1127e+23,2.1011e+23,2.0975e+23,2.0879e+23
938,B,True,8.5806e+22,8.6234e+22,8.5534e+22,8.5074e+22,8.6131e+22
939,B,False,5.3235e+22,5.342e+22,5.2838e+22,5.2915e+22,5.335e+22
940,B,False,1.5534e+21,1.5648e+21,1.4203e+21,1.5084e+21,1.6234e+21
941,B,False,3.4153e+22,3.4687e+22,3.4263e+22,3.3795e+22,3.5517e+22
942,B,False,3.3494e+22,3.3036e+22,3.2572e+22,3.2607e+22,3.2448e+22
943,B,True,2.683e+23,2.6996e+23,2.6933e+23,2.755e+23,2.6748e+23
944,B,False,1.1817e+23,1.1825e+23,1.1835e+23,1.189e+23,1.1913e+23
945,B,True,2.103e+22,2.0864e+22,2.0463e+22,2.0309e+22,2.0743e+22
946,B,False,3.9181e+22,3.8713e+22,3.9141e+22,3.8658e+22,3.8303e+22
947,B,True,7.0593e+22,7.1512e+22,7.2406e+22,7.0098e+22,7.1446e+22
948,B,False,6.6594e+22,6.6856e+22,6.8524e+22,6.9825e+22,6.8056e+22
949,B,False,2.0631e+22,2.1542e+22,2.1637e+22,2.2268e+22,2.2544e+22
950,B,False,1.2831e+22,1.2982e+22,1.2245e+22,1.1498e+22,1.1601e+22
951,B,True,5.2448e+22,5.2665e+22,5.1914e+22,5.0155e+22,4.9986e+22
952,B,True,6.2624e+23,6.26e+23,6.262e+23,6.2653e+23,6.2954e+23
953,B,False,4.882e+22,4.8053e+22,4.6303e+22,4.6099e+22,4.528e+22
954,B,False,2.772e+23,2.7223e+23,2.7344e+23,2.7809e+23,2.8226e+23
955,B,False,1.7512e+23,1.7193e+23,1.7161e+23,1.7119e+23,1.7022e+23
956,B,False,4.5981e+23,4.6396e+23,4.6597e+23,4.6403e+23,4.6533e+23
957,B,True,1.7521e+23,1.7073e+23,1.7463e+23,1.7581e+23,1.763e+23
958,B,True,1.7459e+23,1.7268e+23,1.7153e+23,1.7233e+23,1.7208e+23
959,B,False,3.9128e+23,4.0588e+23,4.1105e+23,4.1958e+23,4.2628e+23
960,B,True,0.0,0.0,0.0,0.0,0.0
961,B,False,9.9327e+21,9.7905e+21,9.6345e+21,9.6349e+21,9.5074e+21
962,B,True,2.7588e+22,2.8013e+22,2.8013e+22,2.7278e+22,2.7312e+22
963,B,True,4.3775e+22,4.4282e+22,4.4521e+22,4.5142e+22,4.6081e+22
964,B,False,2.7575e+22,2.7158e+22,2.6627e+22,2.645e+22,2.622e+22
965,B,True,5.5506e+22,5.4937e+22,5.5073e+22,5.4286e+22,5.5675e+22
966,B,True,6.974e+22,6.8035e+22,6.8983e+22,6.9712e+22,6.9939e+22
967,B,True,1.3085e+23,1.319e+23,1.3276e+23,1.3206e+23,1.3115e+23
968,B,True,6.5079e+22,6.5448e+22,6.9227e+22,6.5865e+22,6.8489e+22
969,B,False,3.5534e+21,3.4811e+21,3.6925e+21,4.0983e+21,3.8004e+21
970,B,False,4.2603e+22,4.2357e+22,4.2296e+22,4.2383e+22,4.2481e+22
971,B,True,5.1056e+21,5.2968e+21,5.398e+21,5.2846e+21,5.5722e+21
972,B,False,1.3153e+23,1.3145e+23,1.3231e+23,1.3403e+23,1.3385e+23
973,B,False,1.7441e+23,1.7596e+23,1.7484e+23,1.7349e+23,1.6797e+23
974,B,False,4.4391e+22,4.3944e+22,4.5151e+22,4.7238e+22,4.6792e+22
975,B,True,4.3371e+22,4.2266e+22,4.3481e+22,4.5409e+22,4.5124e+22
976,B,True,6.6293e+23,6.6178e+23,6.5954e+23,6.5985e+23,6.6084e+23
977,B,False,7.4713e+22,7.5897e+22,7.8433e+22,7.8436e+22,8.006e+22
978,B,False,5.3053e+23,5.2593e+23,5.238e+23,5.2385e+23,5.2417e+23
979,B,False,1.4416e+23,1.4904e+23,1.5444e+23,1.6039e+23,1.6751e+23
980,B,True,2.9273e+22,2.9518e+22,3.0025e+22,3.0078e+22,3.0049e+22
981,B,False,1.9739e+21,1.9839e+21,2.0164e+21,1.9942e+21,2.0492e+21
982,B,False,5.8786e+21,5.7222e+21,5.3749e+21,5.8314e+21,6.5375e+21
983,B,False,1.3185e+22,1.4215e+22,1.3823e+22,1.4103e+22,1.4013e+22
984,B,True,5.5655e+23,5.5621e+23,5.5404e+23,5.5585e+23,5.5526e+23
985,B,False,6.401e+22,6.4351e+22,6.2835e+22,6.3244e+22,6.3607e+22
986,B,False,2.6896e+23,2.6691e+23,2.659e+23,2.6612e+23,2.6455e+23
987,B,True,8.9306e+21,9.5782e+21,9.9727e+21,1.0469e+22,1.0845e+22
988,B,True,1.5413e+22,1.5163e+22,1.4822e+22,1.4877e+22,1.4525e+22
989,B,False,8.6944e+22,8.7516e+22,8.5706e+22,8.4635e+22,8.47e+22
990,B,False,2.5703e+22,2.4294e+22,2.3856e+22,2.4567e+22,2.4576e+22
991,B,False,7.4282e+22,7.3726e+22,7.3405e+22,7.433e+22,7.3399e+22
992,B,False,9.6271e+21,9.4936e+21,9.4357e+21,9.6222e+21,9.8765e+21
993,B,False,4.1468e+22,4.0855e+22,4.1545e+22,4.1391e+22,4.1465e+22
994,B,True,1.4506e+22,2.1515e+22,2.2411e+22,2.3334e+22,2.2842e+22
995,B,False,3.6342e+23,3.6389e+23,3.6618e+23,3.6669e+23,3.65e+23
996,B,True,1.0969e+23,1.0828e+23,1.0632e+23,1.0553e+23,1.0613e+23
997,B,False,6.1459e+22,6.0684e+22,6.2931e+22,6.2794e+22,6.3695e+22
998,B,False,1.5577e+22,1.5978e+22,1.5755e+22,1.5787e+22,1.5749e+22
999,B,True,1.796e+23,1.7619e+23,1.7313e+23,1.6883e+23,1.6795e+23
1000,B,True,7.2843e+22,7.0961e+22,7.0518e+22,6.9084e+22,6.9293e+22
1001,B,True,1.6688e+23,1.6688e+23,1.6708e+23,1.6693e+23,1.6566e+23
1002,B,False,4.7223e+21,4.8004e+21,4.5722e+21,4.4587e+21,4.4205e+21
1003,B,False,1.3401e+22,1.3257e+22,1.3225e+22,1.3088e+22,1.3729e+22
1004,B,False,6.2212e+22,6.0663e+22,6.2691e+22,6.2382e+22,6.2253e+22
1005,B,True,1.1246e+22,1.0083e+22,8.7612e+21,7.7325e+21,9.5548e+21
1006,B,True,6.9101e+22,6.9887e+22,6.9014e+22,6.8905e+22,6.8243e+22
1007,B,False,5.2906e+21,5.3877e+21,5.2004e+21,5.496e+21,5.4289e+21
1008,B,True,1.7407e+22,1.7058e+22,1.7177e+22,1.7008e+22,1.6932e+22
1009,B,False,2.5301e+22,2.6401e+22,2.5963e+22,2.6461e+22,2.6201e+22
1010,B,True,7.4264e+22,7.4393e+22,7.3948e+22,7.4342e+22,7.5103e+22
1011,B,False,6.5814e+23,6.5706e+23,6.5658e+23,6.5873e+23,6.6017e+23
1012,B,False,1.1073e+23,1.1076e+23,1.1006e+23,1.0941e+23,1.1055e+23
1013,B,False,8.8709e+21,1.0176e+22,1.1732e+22,1.2262e+22,1.3821e+22
1014,B,False,3.4053e+23,3.3864e+23,3.3843e+23,3.3719e+23,3.3504e+23
1015,B,True,2.5696e+22,2.482e+22,2.5678e+22,2.5338e+22,2.5309e+22
1016,B,True,5.0016e+22,5.0302e+22,5.341e+22,5.5142e+22,5.7728e+22
1017,B,False,2.3332e+22,2.2811e+22,2.2377e+22,2.2221e+22,2.1058e+22
1018,B,False,1.1727e+23,1.1546e+23,1.1654e+23,1.1533e+23,1.1592e+23
1019,B,True,1.5414e+22,1.5023e+22,1.4649e+22,1.4731e+22,1.5009e+22
1020,B,False,2.1698e+23,2.1621e+23,2.1575e+23,2.1605e+23,2.1647e+23
1021,B,True,7.0924e+22,7.1562e+22,7.4189e+22,7.5105e+22,7.6483e+22
1022,B,True,5.2514e+23,5.2243e+23,5.1969e+23,5.2406e+23,5.264e+23
1023,B,True,8.3601e+22,8.281e+22,8.1935e+22,8.1487e+22,8.2383e+22
1024,B,True,1.4849e+22,1.4483e+22,1.4533e+22,1.4588e+22,1.4393e+22
1025,B,False,8.0638e+21,7.9154e+21,8.0757e+21,8.1892e+21,8.3446e+21
1026,B,False,1.4195e+22,1.4502e+22,1.4196e+22,1.46e+22,1.4784e+22
1027,B,True,1.8771e+22,1.8694e+22,1.9423e+22,1.8651e+22,1.8242e+22
1028,B,False,5.7728e+22,5.7636e+22,5.9649e+22,6.0889e+22,6.0293e+22
1029,B,False,1.7975e+22,1.7795e+22,1.8035e+22,1.8481e+22,1.8101e+22
1030,B,False,4.1215e+22,4.0961e+22,4.1479e+22,4.1035e+22,4.1332e+22
1031,B,False,5.2429e+22,5.4609e+22,5.0106e+22,6.3321e+22,5.7832e+22
1032,B,True,6.5153e+22,6.527e+22,6.4626e+22,6.3304e+22,6.365e+22
1033,B,True,8.4737e+22,8.4229e+22,8.534e+22,8.4627e+22,8.3885e+22
1034,B,True,5.0772e+22,5.2545e+22,5.2218e+22,5.2343e+22,5.2585e+22
1035,B,True,2.2024e+23,2.1918e+23,2.2045e+23,2.2036e+23,2.1734e+23
1036,B,False,1.7912e+22,1.6505e+22,1.6727e+22,1.7157e+22,1.6022e+22
1037,B,False,4.1798e+22,4.146e+22,4.1893e+22,4.2637e+22,4.2421e+22
1038,B,False,1.1875e+23,1.21e+23,1.2026e+23,1.1968e+23,1.1776e+23
1039,B,True,6.6103e+22,6.7238e+22,6.6261e+22,6.5758e+22,6.5617e+22
1040,B,True,1.6015e+22,1.6189e+22,1.6788e+22,1.6986e+22,1.6864e+22
1041,B,False,9.3535e+22,9.2881e+22,9.3891e+22,9.3976e+22,9.4374e+22
1042,B,False,4.4627e+23,4.4637e+23,4.4518e+23,4.4313e+23,4.421e+23
1043,B,False,4.5142e+22,4.6081e+22,4.5571e+22,4.617e+22,4.5896e+22
1044,B,True,2.5175e+23,2.545e+23,2.5347e+23,2.5803e+23,2.6077e+23
1045,B,False,8.8858e+22,8.7073e+22,8.9375e+22,8.9502e+22,8.9139e+22
1046,B,False,9.065e+22,8.0005e+22,8.193e+22,8.4053e+22,7.339e+22
1047,B,False,7.1194e+22,7.054e+22,7.2125e+22,7.2114e+22,7.2717e+22
1048,B,False,1.2292e+23,1.2354e+23,1.231e+23,1.2382e+23,1.2311e+23
1049,B,False,1.019e+22,1.0736e+22,1.0182e+22,1.0126e+22,9.978e+21
1050,B,False,2.341e+23,2.3215e+23,2.3289e+23,2.3487e+23,2.3724e+23
1051,B,False,5.0423e+21,4.7699e+21,4.8045e+21,4.7386e+21,4.5906e+21
1052,B,False,1.2561e+23,1.242e+23,1.2676e+23,1.3002e+23,1.3197e+23
1053,B,False,4.4999e+22,4.4812e+22,4.4504e+22,4.4843e+22,4.4841e+22
1054,B,True,4.3685e+22,4.3722e+22,4.4431e+22,4.4811e+22,4.4952e+22
1055,B,True,3.0746e+22,3.0094e+22,3.0394e+22,2.9652e+22,2.8884e+22
1056,B,False,2.4276e+22,2.3742e+22,2.3707e+22,2.5067e+22,2.5999e+22
1057,B,False,2.3304e+22,2.3407e+22,2.4225e+22,2.4783e+22,2.521e+22
1058,B,False,2.2305e+22,2.277e+22,2.3208e+22,2.3914e+22,2.4698e+22
1059,B,False,1.524e+23,1.5327e+23,1.5343e+23,1.5481e+23,1.5307e+23
1060,B,True,1.375e+23,1.3894e+23,1.3709e+23,1.3815e+23,1.3859e+23
1061,B,False,5.5705e+21,5.8032e+21,5.4787e+21,5.2407e+21,4.7183e+21
1062,B,False,3.0075e+23,2.9912e+23,3.0044e+23,2.972e+23,2.9701e+23
1063,B,False,3.7787e+23,3.781e+23,3.802e+23,3.7975e+23,3.8167e+23
1064,B,False,1.4473e+22,1.4465e+22,1.4565e+22,1.4721e+22,1.5043e+22
1065,B,False,1.0522e+22,1.0557e+22,1.1034e+22,1.0764e+22,1.015e+22
1066,B,False,3.0272e+22,3.0621e+22,3.1213e+22,3.1067e+22,3.1241e+22
1067,B,False,6.8035e+22,6.8983e+22,6.9712e+22,6.9939e+22,6.9549e+22
1068,B,False,6.1827e+22,6.058e+22,6.1701e+22,6.2712e+22,6.1293e+22
1069,B,False,7.6555e+22,7.5578e+22,7.5399e+22,7.516e+22,7.4922e+22
1070,B,False,1.0731e+23,9.8402e+22,9.367e+22,1.0622e+23,1.0737e+23
1071,B,False,3.7568e+22,3.7399e+22,3.7003e+22,3.6371e+22,3.6258e+22
1072,B,False,9.9997e+21,9.9559e+21,9.4129e+21,9.8366e+21,1.0237e+22
1073,B,False,7.9707e+22,8.0303e+22,8.0012e+22,7.9821e+22,7.8194e+22
1074,B,False,5.3214e+22,5.2931e+22,5.2894e+22,5.2474e+22,5.2494e+22
1075,B,True,5.4913e+22,5.4744e+22,5.515e+22,5.5275e+22,5.5588e+22
1076,B,False,3.1352e+22,3.0794e+22,3.0047e+22,2.9994e+22,3.006e+22
1077,B,True,7.236e+22,7.0351e+22,6.9437e+22,6.8559e+22,6.8728e+22
1078,B,True,3.3315e+22,3.3746e+22,3.2687e+22,3.2342e+22,3.2499e+22
1079,B,False,9.0281e+22,9.0598e+22,9.1862e+22,9.2594e+22,9.5773e+22
1080,B,False,5.428e+23,5.4574e+23,5.4163e+23,5.4083e+23,5.4166e+23
