,FLARE_TYPE,COINCIDENCE,TOTPOT_1,TOTPOT_2,TOTPOT_3,TOTPOT_4,TOTPOT_5
1081,B,False,4.243e+22,4.2129e+22,4.0385e+22,3.9825e+22,4.0179e+22
1082,B,False,1.1774e+23,1.1795e+23,1.1598e+23,1.1344e+23,1.1216e+23
1083,B,True,9.1182e+22,9.0502e+22,9.018e+22,9.2035e+22,9.2437e+22
1084,B,True,1.0284e+22,9.9684e+21,1.0084e+22,9.8677e+21,1.0081e+22
1085,B,False,1.0113e+23,1.0083e+23,9.9192e+22,9.9511e+22,9.904e+22
1086,B,True,1.3919e+23,1.3715e+23,1.4005e+23,1.4217e+23,1.4122e+23
1087,B,True,1.6261e+23,1.6379e+23,1.6212e+23,1.623e+23,1.6282e+23
1088,B,True,2.5149e+23,2.5143e+23,2.4987e+23,2.5213e+23,2.567e+23
1089,B,False,2.8548e+22,2.8135e+22,2.8633e+22,2.9011e+22,2.9184e+22
1090,B,False,3.441e+23,3.466e+23,3.4776e+23,3.4491e+23,3.4437e+23
1091,B,True,4.3552e+22,4.3236e+22,4.3204e+22,4.3386e+22,4.3905e+22
1092,B,False,1.4726e+23,1.4707e+23,1.4585e+23,1.4583e+23,1.4658e+23
1093,B,False,7.5551e+22,7.692e+22,7.8124e+22,7.7872e+22,8.146e+22
1094,B,False,6.1201e+22,6.1269e+22,6.1519e+22,6.1125e+22,6.103e+22
1095,B,False,1.4921e+22,1.4829e+22,1.5176e+22,1.5109e+22,1.5071e+22
1096,B,False,3.3599e+22,3.266e+22,3.2083e+22,3.239e+22,3.2483e+22
1097,B,True,2.667e+23,2.6502e+23,2.6878e+23,2.6976e+23,2.6933e+23
1098,B,False,9.186e+22,9.4726e+22,9.213e+22,9.4123e+22,9.1803e+22
1099,B,False,5.6953e+22,5.699e+22,5.7307e+22,5.803e+22,5.7574e+22
1100,B,False,5.5617e+21,5.5439e+21,5.6764e+21,5.4693e+21,5.5217e+21
1101,B,False,1.8062e+22,1.8488e+22,1.9195e+22,1.9391e+22,1.9863e+22
1102,B,True,1.8223e+23,1.8738e+23,1.9119e+23,1.8832e+23,1.918e+23
1103,B,False,1.0368e+22,1.0474e+22,1.0968e+22,1.079e+22,1.0102e+22
1104,B,False,1.0068e+23,1.0066e+23,9.8444e+22,9.7675e+22,9.7422e+22
1105,B,True,1.944e+22,1.9576e+22,2.0429e+22,2.2816e+22,1.8323e+22
1106,B,False,3.2619e+22,3.6219e+22,3.8465e+22,4.0233e+22,4.0315e+22
1107,B,False,5.7097e+22,5.6172e+22,5.6539e+22,5.6572e+22,5.5287e+22
1108,B,False,1.9545e+22,1.8824e+22,1.8542e+22,1.8638e+22,1.8281e+22
1109,B,False,2.4712e+22,2.5361e+22,2.5272e+22,2.5217e+22,2.5382e+22
1110,B,True,2.0241e+23,2.0172e+23,2.0262e+23,2.0215e+23,2.0163e+23
1111,B,True,8.4322e+22,8.4664e+22,8.8592e+22,8.6544e+22,8.8733e+22
1112,B,False,7.9088e+22,7.7844e+22,8.0062e+22,8.0618e+22,8.006e+22
1113,B,False,3.5537e+21,3.6499e+21,4.0165e+21,4.3003e+21,4.3223e+21
1114,B,False,1.933e+22,2.0151e+22,2.1094e+22,2.3847e+22,2.4211e+22
1115,B,False,1.0587e+21,1.1513e+21,1.6657e+21,1.731e+21,1.6659e+21
1116,B,True,1.6861e+23,1.692e+23,1.6817e+23,1.6789e+23,1.6858e+23
1117,B,False,6.4654e+22,6.4519e+22,6.3553e+22,6.334e+22,6.3571e+22
1118,B,False,1.5815e+23,1.581e+23,1.5836e+23,1.5875e+23,1.5965e+23
1119,B,False,7.1312e+22,7.1823e+22,7.1831e+22,7.4436e+22,7.578e+22
1120,B,False,2.8863e+23,2.8886e+23,2.8839e+23,2.8846e+23,2.8626e+23
1121,B,False,5.7963e+23,5.7933e+23,5.7669e+23,5.741e+23,5.786e+23
1122,B,False,4.8431e+21,4.8009e+21,5.9348e+21,5.9313e+21,6.304e+21
1123,B,True,7.6844e+22,7.8282e+22,7.8437e+22,7.866e+22,7.8826e+22
1124,B,True,4.0124e+22,3.9593e+22,3.9666e+22,3.9651e+22,3.9181e+22
1125,B,False,6.3981e+22,6.6145e+22,6.658e+22,6.6989e+22,6.8242e+22
1126,B,True,7.9446e+21,7.7138e+21,7.3262e+21,7.4138e+21,7.1222e+21
1127,B,True,5.1225e+22,5.0115e+22,4.988e+22,5.0954e+22,4.9784e+22
1128,B,False,1.9055e+22,1.859e+22,1.899e+22,1.8692e+22,1.8213e+22
1129,B,True,1.0546e+23,1.0763e+23,1.1222e+23,1.1366e+23,1.177e+23
1130,B,False,8.5449e+22,8.6092e+22,8.5552e+22,8.4171e+22,8.4249e+22
1131,B,False,3.9617e+22,3.4538e+22,3.6633e+22,3.7157e+22,3.8083e+22
1132,B,False,1.9454e+22,1.9051e+22,1.9853e+22,2.0999e+22,2.3424e+22
1133,B,True,1.437e+22,1.4582e+22,1.3956e+22,1.3739e+22,1.4049e+22
1134,B,False,2.9205e+22,2.9368e+22,2.916e+22,2.8785e+22,2.8423e+22
1135,B,False,1.7681e+23,1.7713e+23,1.7723e+23,1.7879e+23,1.7894e+23
1136,B,False,2.3782e+20,2.5166e+20,2.7498e+20,1.049e+21,6.0759e+20
1137,B,False,1.5778e+23,1.574e+23,1.5877e+23,1.5739e+23,1.5682e+23
1138,B,False,4.6385e+21,4.4048e+21,4.2206e+21,2.8814e+21,4.0682e+21
1139,B,False,1.5356e+23,1.5428e+23,1.5486e+23,1.5409e+23,1.5601e+23
1140,B,True,6.9436e+22,7.0538e+22,7.0274e+22,6.9358e+22,6.8567e+22
1141,B,False,2.5916e+23,2.6252e+23,2.6273e+23,2.598e+23,2.559e+23
1142,B,False,1.0811e+23,1.078e+23,1.0719e+23,1.0846e+23,1.0714e+23
1143,B,False,7.4342e+22,7.5103e+22,7.4864e+22,7.4894e+22,7.201e+22
1144,B,False,6.5028e+22,6.5051e+22,6.3616e+22,9.6653e+22,6.4149e+22
1145,B,True,1.3348e+23,1.3356e+23,1.3473e+23,1.3504e+23,1.3237e+23
1146,B,True,9.1371e+22,9.0456e+22,8.9516e+22,9.1154e+22,9.2298e+22
1147,B,False,1.0386e+23,1.0157e+23,1.0478e+23,1.0537e+23,1.0473e+23
1148,B,False,1.0951e+23,1.0963e+23,1.0804e+23,1.0729e+23,1.0677e+23
1149,B,False,4.9784e+22,5.0018e+22,5.0116e+22,5.0391e+22,4.8529e+22
1150,B,False,4.3152e+22,4.2117e+22,4.1695e+22,4.0704e+22,4.041e+22
1151,B,False,2.4508e+22,2.2579e+22,2.2741e+22,2.2027e+22,2.1377e+22
1152,B,True,2.7626e+23,2.7491e+23,2.7228e+23,2.729e+23,2.7422e+23
1153,B,True,5.0636e+21,5.307e+21,5.3067e+21,5.1671e+21,4.9922e+21
1154,B,True,1.2249e+21,1.3329e+21,2.1814e+21,2.4332e+21,2.1384e+21
1155,B,True,1.229e+23,1.2402e+23,1.2438e+23,1.2377e+23,1.2414e+23
1156,B,True,8.988e+20,9.0528e+20,1.3185e+21,1.2744e+21,1.1567e+21
1157,B,False,4.7888e+23,4.7667e+23,4.769e+23,4.7778e+23,4.7755e+23
1158,B,False,1.0464e+22,1.0336e+22,1.0105e+22,1.0924e+22,1.073e+22
1159,B,False,1.4812e+23,1.4761e+23,1.4708e+23,1.4693e+23,1.469e+23
1160,B,False,4.1391e+22,4.3175e+22,4.4729e+22,4.6644e+22,4.7615e+22
1161,B,False,2.2409e+22,2.337e+22,2.4064e+22,2.2268e+22,2.6754e+22
1162,B,True,5.7036e+22,5.5861e+22,5.5923e+22,5.4928e+22,5.5482e+22
1163,B,False,1.8915e+23,1.9062e+23,1.8982e+23,1.8992e+23,1.8953e+23
1164,B,True,3.1886e+21,3.7261e+21,5.8169e+21,5.4359e+21,9.1129e+21
1165,B,False,7.1194e+22,7.1642e+22,7.1627e+22,7.3633e+22,7.4999e+22
1166,B,False,2.3551e+23,2.3417e+23,2.3248e+23,2.3179e+23,2.3231e+23
1167,B,False,2.6145e+23,2.6192e+23,2.6359e+23,2.6153e+23,2.6544e+23
1168,B,False,3.7474e+22,3.7148e+22,3.6931e+22,3.581e+22,3.7155e+22
1169,B,True,1.4377e+23,1.4211e+23,1.4131e+23,1.4201e+23,1.4349e+23
1170,B,False,1.2997e+22,1.3611e+22,1.3742e+22,1.3964e+22,1.4588e+22
1171,B,False,3.269e+22,3.2147e+22,3.2277e+22,3.2173e+22,3.1622e+22
1172,B,False,0.0,0.0,0.0,0.0,0.0
1173,B,False,2.8751e+22,2.8941e+22,2.9504e+22,2.932e+22,2.9807e+22
1174,B,False,9.8318e+22,9.9701e+22,9.9186e+22,9.9483e+22,9.7423e+22
1175,B,True,8.746e+21,8.7124e+21,8.501e+21,8.4088e+21,8.3126e+21
1176,B,False,2.5948e+21,2.5704e+21,2.6484e+21,2.7669e+21,2.8827e+21
1177,B,False,9.1632e+22,9.1493e+22,9.1165e+22,9.0521e+22,9.0415e+22
1178,B,False,1.1908e+23,1.1917e+23,1.1893e+23,1.1972e+23,1.2085e+23
1179,B,False,3.5375e+21,4.1165e+21,3.8674e+21,3.6535e+21,4.1484e+21
1180,B,False,9.108e+22,8.7023e+22,9.3282e+22,8.8935e+22,8.8843e+22
1181,B,False,2.4268e+22,2.3854e+22,2.348e+22,2.38e+22,2.2996e+22
1182,B,False,6.0598e+22,6.0863e+22,6.0382e+22,6.0107e+22,6.1207e+22
1183,B,True,2.0717e+22,2.0375e+22,1.9764e+22,1.8833e+22,1.8571e+22
1184,B,False,1.8331e+23,1.8184e+23,1.8131e+23,1.8136e+23,1.8163e+23
1185,B,False,1.1479e+23,1.1543e+23,1.1663e+23,1.142e+23,1.1415e+23
1186,B,False,1.2569e+23,1.3204e+23,1.4136e+23,1.4416e+23,1.4904e+23
1187,B,False,1.0965e+23,1.083e+23,1.0918e+23,1.1046e+23,1.1108e+23
1188,B,False,1.5889e+22,1.5801e+22,1.5727e+22,1.6171e+22,1.6889e+22
1189,B,True,1.4324e+23,1.4459e+23,1.4358e+23,1.4431e+23,1.4511e+23
1190,B,False,1.5309e+22,1.5797e+22,1.5618e+22,1.5436e+22,1.5141e+22
1191,B,False,1.8633e+23,1.8333e+23,1.8299e+23,1.8487e+23,1.8381e+23
1192,B,False,6.4909e+23,6.4982e+23,6.5001e+23,6.52e+23,6.5202e+23
1193,B,False,4.8943e+22,4.6723e+22,4.7795e+22,5.0374e+22,5.3662e+22
1194,B,False,4.1759e+22,4.0138e+22,4.0743e+22,4.0644e+22,4.018e+22
1195,B,False,1.8648e+22,1.8378e+22,1.8579e+22,1.8696e+22,1.8554e+22
1196,B,False,1.3623e+23,1.3963e+23,1.4379e+23,1.4416e+23,1.428e+23
1197,B,True,1.6724e+23,1.6573e+23,1.663e+23,1.6638e+23,1.6576e+23
1198,B,False,1.2876e+23,1.3229e+23,1.3105e+23,1.3095e+23,1.3023e+23
1199,B,False,1.177e+22,1.1176e+22,1.0689e+22,1.0164e+22,1.0334e+22
1200,B,False,1.2873e+23,1.3294e+23,1.3128e+23,1.2774e+23,1.311e+23
1201,B,True,5.2111e+22,5.1323e+22,5.0698e+22,5.0792e+22,5.0168e+22
1202,B,False,3.6299e+22,3.652e+22,3.7111e+22,3.6666e+22,3.6895e+22
1203,B,False,8.1962e+22,8.1445e+22,8.2111e+22,8.2724e+22,8.3016e+22
1204,B,True,5.3577e+23,5.3664e+23,5.3593e+23,5.3824e+23,5.3933e+23
1205,B,False,1.9665e+22,1.9748e+22,1.9783e+22,2.0119e+22,2.0287e+22
1206,B,False,5.3446e+22,5.3209e+22,5.2045e+22,5.3214e+22,5.2931e+22
1207,B,False,1.5799e+22,1.6032e+22,1.6414e+22,1.665e+22,1.7139e+22
1208,B,False,9.179e+22,9.145e+22,9.2211e+22,9.3742e+22,9.4227e+22
1209,B,False,2.6672e+22,2.6854e+22,2.7552e+22,2.728e+22,2.7157e+22
1210,B,False,4.5948e+23,4.5932e+23,4.5766e+23,4.5773e+23,4.5991e+23
1211,B,True,1.5177e+23,1.5566e+23,1.4906e+23,1.5295e+23,1.518e+23
1212,B,True,5.9321e+21,5.8973e+21,5.8741e+21,5.6572e+21,5.6769e+21
1213,B,True,8.5164e+22,8.5409e+22,8.5744e+22,8.5671e+22,8.6289e+22
1214,B,False,3.1425e+23,3.177e+23,3.1867e+23,3.1685e+23,3.2154e+23
1215,B,False,9.6307e+22,9.5665e+22,9.4358e+22,9.3641e+22,9.3064e+22
1216,B,False,8.9369e+22,8.9239e+22,9.0768e+22,9.0795e+22,9.0291e+22
1217,B,False,1.0072e+23,1.0085e+23,1.0035e+23,9.8114e+22,9.7659e+22
1218,B,False,2.0289e+22,2.0086e+22,1.9881e+22,2.0245e+22,2.0034e+22
1219,B,False,1.7106e+23,1.6666e+23,1.6925e+23,1.6626e+23,1.6701e+23
1220,B,False,9.1792e+21,9.3547e+21,8.2883e+21,8.147e+21,7.8567e+21
1221,B,False,4.4042e+22,4.351e+22,4.4384e+22,4.4933e+22,4.5177e+22
1222,B,False,6.5692e+22,6.4908e+22,6.4603e+22,6.5804e+22,6.4232e+22
1223,B,True,1.3377e+23,1.3178e+23,1.3499e+23,1.355e+23,1.3463e+23
1224,B,True,1.2091e+23,1.2116e+23,1.2025e+23,1.208e+23,1.2059e+23
1225,B,True,6.0985e+21,6.0393e+21,6.1836e+21,6.1735e+21,6.1349e+21
1226,B,False,5.5408e+21,5.243e+21,5.3378e+21,5.4227e+21,5.3276e+21
1227,B,False,2.0891e+22,2.0839e+22,2.1444e+22,2.2633e+22,2.2378e+22
1228,B,False,4.9719e+22,4.9732e+22,4.9603e+22,5.0177e+22,5.0024e+22
1229,B,False,8.1657e+22,8.3588e+22,8.3291e+22,8.4963e+22,8.3249e+22
1230,B,False,1.8069e+23,1.8111e+23,1.8174e+23,1.8081e+23,1.8059e+23
1231,B,False,1.0197e+23,1.0285e+23,1.0297e+23,1.0338e+23,1.0307e+23
1232,B,False,1.9874e+23,1.9781e+23,1.9876e+23,1.9793e+23,2.0321e+23
1233,B,False,1.0353e+22,1.0523e+22,1.084e+22,1.0505e+22,1.0854e+22
1234,B,False,6.5442e+22,6.613e+22,6.6045e+22,6.6845e+22,6.5762e+22
1235,B,False,1.6409e+22,1.6007e+22,1.5907e+22,1.6065e+22,1.6884e+22
1236,B,True,1.2974e+22,1.2943e+22,1.3335e+22,1.3144e+22,1.2883e+22
1237,B,False,6.9463e+22,7.8173e+22,8.8534e+22,1.0277e+23,1.1369e+23
1238,B,True,2.542e+22,2.5032e+22,2.4914e+22,2.5086e+22,2.5515e+22
1239,B,True,4.6849e+21,4.6152e+21,5.0129e+21,4.8472e+21,4.6962e+21
1240,B,False,2.119e+22,2.1554e+22,2.0733e+22,2.0848e+22,2.0717e+22
1241,B,False,7.2801e+21,7.3404e+21,7.0846e+21,6.9568e+21,7.0276e+21
1242,B,True,4.5267e+22,4.5391e+22,4.5723e+22,4.6157e+22,4.5835e+22
1243,B,False,3.4016e+23,3.4053e+23,3.3864e+23,3.3843e+23,3.3719e+23
1244,B,False,2.2995e+22,2.3581e+22,2.3114e+22,2.3251e+22,2.4165e+22
1245,B,False,2.4231e+23,2.4099e+23,2.4267e+23,2.458e+23,2.499e+23
1246,B,False,3.6279e+21,3.5759e+21,3.5729e+21,3.7084e+21,3.7828e+21
1247,B,False,1.2853e+23,1.2743e+23,1.2658e+23,1.2457e+23,1.2508e+23
1248,B,False,9.9483e+22,9.7423e+22,9.5487e+22,9.5033e+22,9.779e+22
1249,B,False,2.2129e+23,2.1946e+23,2.1627e+23,2.1738e+23,2.155e+23
1250,B,True,1.9641e+23,1.9624e+23,1.9881e+23,1.9901e+23,1.9795e+23
1251,B,False,9.7061e+22,9.6879e+22,9.6353e+22,9.8353e+22,9.8735e+22
1252,B,True,4.61e+22,4.8537e+22,4.3209e+22,4.8315e+22,4.559e+22
1253,B,False,8.0589e+21,8.286e+21,8.5284e+21,8.8213e+21,9.574e+21
1254,B,True,5.2677e+22,5.1878e+22,5.0408e+22,4.9599e+22,5.0452e+22
1255,B,False,1.2731e+23,1.2582e+23,1.276e+23,1.2777e+23,1.2749e+23
1256,B,False,2.4991e+23,2.517e+23,2.5102e+23,2.5351e+23,2.5453e+23
1257,B,False,4.1279e+22,4.1218e+22,4.2385e+22,4.3054e+22,4.228e+22
1258,B,False,6.7372e+22,6.8306e+22,6.9051e+22,7.0583e+22,7.0053e+22
1259,B,True,1.0249e+23,1.0249e+23,1.0299e+23,1.0333e+23,1.0349e+23
1260,B,False,6.4537e+21,6.5797e+21,6.4049e+21,6.5773e+21,6.4191e+21
1261,B,False,2.4373e+23,2.4202e+23,2.399e+23,2.3889e+23,2.3825e+23
1262,B,False,3.7235e+22,3.6684e+22,3.6771e+22,3.6008e+22,3.6769e+22
1263,B,False,1.9068e+23,1.9303e+23,1.9258e+23,1.9431e+23,1.9458e+23
1264,B,False,2.0919e+21,2.112e+21,2.1395e+21,2.0582e+21,1.9894e+21
1265,B,False,1.1414e+22,1.1544e+22,1.1713e+22,1.2976e+22,1.3059e+22
1266,B,True,2.8815e+22,2.9427e+22,2.8723e+22,2.927e+22,2.9571e+22
1267,B,False,1.4434e+22,1.4574e+22,1.4042e+22,1.4211e+22,1.4332e+22
1268,B,False,1.0287e+22,9.5233e+21,9.2765e+21,8.946e+21,9.1794e+21
1269,B,False,9.62e+22,9.6187e+22,9.6656e+22,9.5892e+22,9.519e+22
1270,B,False,3.5945e+22,3.6909e+22,3.7808e+22,3.7796e+22,3.9884e+22
1271,B,False,2.2368e+22,2.2371e+22,2.2127e+22,2.2533e+22,2.291e+22
1272,B,False,6.4774e+22,6.115e+22,6.1964e+22,6.1256e+22,6.1342e+22
1273,B,False,4.7122e+22,4.7646e+22,4.79e+22,4.741e+22,4.6841e+22
1274,B,False,3.0399e+22,3.0967e+22,3.1402e+22,3.0115e+22,3.1091e+22
1275,B,False,4.9193e+21,4.8146e+21,5.0224e+21,5.0517e+21,5.0353e+21
1276,B,False,6.3619e+22,6.3553e+22,6.3685e+22,6.6833e+22,6.7637e+22
1277,B,True,5.6834e+22,5.5896e+22,5.5571e+22,5.5606e+22,5.5374e+22
1278,B,True,2.2994e+23,2.3157e+23,2.327e+23,2.306e+23,2.3251e+23
1279,B,False,7.4333e+21,7.6148e+21,7.5753e+21,7.702e+21,7.9151e+21
1280,B,False,6.6622e+23,6.6823e+23,6.675e+23,6.6804e+23,6.6601e+23
1281,B,False,3.3788e+21,3.3224e+21,3.5054e+21,3.4197e+21,3.1274e+21
1282,B,False,3.0575e+22,3.0991e+22,3.1099e+22,2.9698e+22,3.0396e+22
1283,B,False,2.6976e+23,2.6933e+23,2.6869e+23,2.6961e+23,2.7143e+23
1284,B,False,1.8684e+22,1.9161e+22,1.9506e+22,1.776e+22,1.8032e+22
1285,B,False,1.6383e+22,1.8524e+22,1.9891e+22,1.9711e+22,1.9929e+22
1286,B,False,1.9707e+22,1.9883e+22,1.9269e+22,1.892e+22,1.9348e+22
1287,B,True,2.0697e+22,2.0793e+22,2.0777e+22,2.0548e+22,2.0558e+22
1288,B,False,1.7582e+23,1.7753e+23,1.7629e+23,1.7764e+23,1.746e+23
1289,B,False,5.4502e+23,5.4968e+23,5.428e+23,5.4574e+23,5.4163e+23
1290,B,False,2.9251e+22,2.8635e+22,2.8921e+22,2.9325e+22,2.9186e+22
1291,B,True,5.119e+22,5.1612e+22,5.0495e+22,4.9887e+22,5.0528e+22
1292,B,False,1.06e+23,1.07e+23,1.0699e+23,1.0675e+23,1.0773e+23
1293,B,False,1.5428e+23,1.5255e+23,1.5221e+23,1.5145e+23,1.5149e+23
1294,B,False,1.0302e+21,1.0109e+21,9.3818e+20,1.0314e+21,9.2286e+20
1295,B,False,2.7903e+22,2.7517e+22,2.763e+22,2.815e+22,2.8736e+22
1296,B,False,1.5023e+22,1.4649e+22,1.4731e+22,1.5009e+22,1.5083e+22
1297,B,True,2.9904e+23,2.9953e+23,2.9913e+23,2.9935e+23,2.973e+23
1298,B,False,1.2848e+22,1.417e+22,1.3356e+22,1.4293e+22,1.5718e+22
1299,B,False,1.7591e+23,1.8287e+23,1.7815e+23,1.7317e+23,1.7336e+23
1300,B,False,8.0317e+22,8.0216e+22,7.8951e+22,7.8363e+22,8.0439e+22
1301,B,False,1.5293e+23,1.4968e+23,1.5139e+23,1.5152e+23,1.5029e+23
1302,B,False,1.1435e+22,1.1056e+22,1.1326e+22,1.1271e+22,1.1428e+22
1303,B,True,2.4044e+22,2.4721e+22,2.5199e+22,2.5151e+22,2.6483e+22
1304,B,False,7.7883e+22,7.6961e+22,7.6118e+22,7.5541e+22,7.4826e+22
1305,B,False,2.4106e+22,2.56e+22,2.4893e+22,2.5305e+22,2.3908e+22
1306,B,False,2.7475e+22,2.7023e+22,2.6693e+22,2.6789e+22,2.6157e+22
1307,B,False,7.7138e+21,7.3262e+21,7.4138e+21,7.1222e+21,7.4312e+21
1308,B,False,7.0173e+22,6.9424e+22,6.9508e+22,7.0463e+22,6.936e+22
1309,B,True,4.3388e+22,4.3568e+22,4.3558e+22,4.6857e+22,4.7016e+22
1310,B,False,4.1035e+22,4.1332e+22,4.1755e+22,4.0456e+22,3.9905e+22
1311,B,False,1.7834e+23,1.7645e+23,1.7704e+23,1.7695e+23,1.7586e+23
1312,B,False,1.9862e+23,1.9271e+23,1.9629e+23,1.9716e+23,1.9858e+23
1313,B,False,1.1512e+22,1.1767e+22,1.2361e+22,1.2029e+22,1.2274e+22
1314,B,False,7.9305e+22,7.9302e+22,8.042e+22,8.1622e+22,8.4781e+22
1315,B,False,3.8883e+23,3.8795e+23,3.8645e+23,3.8577e+23,3.8507e+23
1316,B,True,2.4487e+23,2.4505e+23,2.4397e+23,2.4718e+23,2.4628e+23
1317,B,False,5.9077e+21,5.968e+21,6.053e+21,5.975e+21,6.1374e+21
1318,B,False,2.1786e+22,2.1151e+22,1.9967e+22,2.0967e+22,2.1334e+22
1319,B,False,5.5641e+21,5.4726e+21,5.3426e+21,5.0775e+21,4.9449e+21
1320,B,False,9.9733e+21,1.0828e+22,1.1836e+22,1.1842e+22,1.1782e+22
1321,B,False,4.6315e+22,4.4954e+22,4.4422e+22,4.5444e+22,4.583e+22
1322,B,False,1.6785e+23,1.6578e+23,1.6643e+23,1.678e+23,1.6546e+23
1323,B,False,2.0558e+22,2.028e+22,2.0249e+22,2.0384e+22,2.0418e+22
1324,B,False,1.5868e+23,1.596e+23,1.5884e+23,1.5872e+23,1.5928e+23
1325,B,False,1.1743e+22,1.173e+22,1.187e+22,1.1935e+22,1.2156e+22
1326,B,False,1.1731e+22,1.2848e+22,1.3271e+22,1.1549e+22,1.1164e+22
1327,B,False,2.7003e+22,2.7761e+22,2.7864e+22,2.9052e+22,3.0185e+22
1328,B,False,1.2613e+23,1.2477e+23,1.2658e+23,1.2759e+23,1.2658e+23
1329,B,False,8.6122e+22,8.627e+22,8.6839e+22,8.665e+22,8.5748e+22
1330,B,False,9.9547e+21,9.6083e+21,1.0473e+22,1.1687e+22,1.3293e+22
1331,B,False,1.1894e+23,1.2127e+23,1.228e+23,1.2376e+23,1.225e+23
1332,B,False,7.4862e+22,7.3084e+22,7.4877e+22,7.5625e+22,7.5598e+22
1333,B,False,2.6247e+22,2.5553e+22,2.566e+22,2.6778e+22,2.6936e+22
1334,B,False,9.7009e+22,9.6134e+22,9.88e+22,9.9342e+22,9.9925e+22
1335,B,False,3.2606e+21,3.1012e+21,3.2386e+21,3.45e+21,3.432e+21
1336,B,True,1.8063e+23,1.7906e+23,1.7531e+23,1.7342e+23,1.7619e+23
1337,B,True,5.8849e+21,5.4748e+21,5.2694e+21,5.0698e+21,4.966e+21
1338,B,True,1.3e+21,5.6156e+20,6.9322e+20,1.8368e+21,1.2599e+21
1339,B,False,1.0619e+23,1.0837e+23,1.1129e+23,1.1355e+23,1.1652e+23
1340,B,False,2.9249e+22,2.8768e+22,2.8717e+22,2.7955e+22,2.7476e+22
1341,B,False,7.2496e+22,6.7791e+22,6.902e+22,6.9414e+22,7.2916e+22
1342,B,False,2.4572e+23,2.4487e+23,2.4505e+23,2.4397e+23,2.4718e+23
1343,B,False,5.2155e+22,5.0783e+22,5.0698e+22,5.1237e+22,5.2004e+22
1344,B,True,1.6072e+23,1.6023e+23,1.6356e+23,1.6313e+23,1.6249e+23
1345,B,False,2.9456e+22,2.9016e+22,3.0132e+22,3.027e+22,3.4848e+22
1346,B,False,9.8278e+22,9.6393e+22,9.7008e+22,9.6841e+22,9.652e+22
1347,B,False,6.4351e+22,6.2835e+22,6.3244e+22,6.3607e+22,6.2766e+22
1348,B,False,1.2969e+23,1.2863e+23,1.2912e+23,1.2877e+23,1.2625e+23
1349,B,False,1.2839e+22,1.2591e+22,1.2765e+22,1.2639e+22,1.242e+22
1350,B,False,3.1274e+22,3.2451e+22,3.3376e+22,3.4501e+22,3.5945e+22
1351,B,False,4.6672e+22,4.6178e+22,4.5941e+22,4.5705e+22,4.5122e+22
1352,B,False,7.2686e+22,7.0924e+22,6.1196e+22,5.5404e+22,5.0403e+22
1353,B,False,9.0502e+22,9.018e+22,9.2035e+22,9.2437e+22,9.3369e+22
1354,B,False,2.0192e+23,2.0078e+23,1.9671e+23,1.9898e+23,1.937e+23
1355,B,False,6.7077e+22,6.9001e+22,7.0732e+22,7.0598e+22,7.3739e+22
1356,B,False,5.0292e+22,4.8617e+22,4.8189e+22,4.8435e+22,4.8944e+22
1357,B,False,6.855e+21,7.0125e+21,7.1426e+21,7.8616e+21,7.5709e+21
1358,B,False,1.2547e+22,1.3387e+22,1.3418e+22,1.4096e+22,1.4748e+22
1359,B,False,4.5676e+22,4.4884e+22,4.4762e+22,4.4082e+22,4.4625e+22
1360,B,False,2.58e+23,2.5951e+23,2.5501e+23,2.5487e+23,2.5584e+23
1361,B,False,4.8323e+22,4.9818e+22,5.1024e+22,5.1832e+22,5.1643e+22
1362,B,False,9.8464e+21,9.9135e+21,9.8457e+21,9.7816e+21,9.2201e+21
1363,B,False,2.0181e+23,1.998e+23,1.9886e+23,1.9939e+23,2.0017e+23
1364,B,False,1.3675e+22,1.2511e+22,1.2807e+22,1.1812e+22,1.1924e+22
1365,B,True,4.867e+22,4.9786e+22,5.0445e+22,5.0465e+22,5.0125e+22
1366,B,False,3.8987e+22,4.3045e+22,4.7523e+22,5.1701e+22,5.4719e+22
1367,B,False,3.3321e+22,3.4046e+22,3.404e+22,3.3866e+22,3.4269e+22
1368,B,True,7.5159e+22,7.4988e+22,7.7469e+22,7.7724e+22,8.1485e+22
1369,B,False,6.2671e+21,6.251e+21,6.4045e+21,6.2537e+21,6.1396e+21
1370,B,False,7.4829e+21,7.88e+21,7.9039e+21,8.1692e+21,7.7418e+21
1371,B,False,8.957e+22,9.1039e+22,9.1261e+22,9.0519e+22,9.6235e+22
1372,B,False,1.0028e+23,1.0007e+23,1.007e+23,1.0098e+23,1.009e+23
1373,B,False,0.0,0.0,0.0,0.0,0.0
1374,B,True,5.6617e+22,5.6352e+22,5.836e+22,6.0023e+22,5.9722e+22
1375,B,False,1.4264e+23,1.4287e+23,1.4288e+23,1.4289e+23,1.4372e+23
1376,B,False,4.2981e+22,4.2958e+22,4.2938e+22,4.2812e+22,4.2181e+22
1377,B,False,1.5073e+23,1.4948e+23,1.5006e+23,1.5113e+23,1.5103e+23
1378,B,True,1.6657e+21,1.6218e+21,1.8025e+21,1.9883e+21,1.823e+21
1379,B,True,6.6007e+21,7.0276e+21,7.9445e+21,9.178e+21,9.7716e+21
1380,B,False,7.2207e+21,6.7547e+21,6.7297e+21,6.7664e+21,6.7227e+21
