,FLARE_TYPE,COINCIDENCE,g_s_1,g_s_2,g_s_3,g_s_4,g_s_5
603,M,False,7383.5,7408.5,8556.8,13352.0,14913.0
604,M,False,8556.8,13352.0,14913.0,13264.0,13068.0
605,M,True,5720.7,5841.1,5671.2,6001.9,5537.3
606,M,False,5571.3,4587.8,5029.6,5469.5,5458.7
607,M,True,0.0,0.0,0.0,0.0,0.0
608,M,False,19.527,0.0,0.0,0.0,0.0
609,M,True,1129.2,1126.8,1714.3,957.6,1388.3
610,M,True,1824.6,1810.8,2202.2,2188.1,2195.6
611,M,False,2256.0,2226.4,2000.4,1998.7,2189.6
612,M,True,3867.2,3717.8,3706.4,3636.4,3541.6
613,M,False,3587.5,3565.4,4588.5,4639.5,4869.4
614,M,False,6263.9,4668.0,6032.3,5071.4,5777.6
615,M,False,30657.0,32425.0,32300.0,31573.0,32868.0
616,M,False,22873.0,22265.0,22121.0,22949.0,20214.0
617,M,False,28396.0,30102.0,34418.0,33404.0,32877.0
618,M,True,25478.0,26711.0,30482.0,32340.0,31510.0
619,M,True,40235.0,37362.0,45378.0,46751.0,50736.0
620,M,False,50736.0,50271.0,49473.0,52460.0,55119.0
621,M,False,61255.0,60842.0,61664.0,71802.0,71960.0
622,M,False,61664.0,71802.0,71960.0,64661.0,64804.0
623,M,False,82171.0,84120.0,87694.0,93500.0,94774.0
624,M,False,99470.0,108580.0,122730.0,101530.0,115820.0
625,M,False,111380.0,118680.0,111720.0,101160.0,99940.0
626,M,False,99940.0,111570.0,123880.0,125420.0,115500.0
627,M,True,164210.0,169870.0,163950.0,174640.0,158190.0
628,M,True,189070.0,196550.0,180240.0,184070.0,170430.0
629,M,False,200250.0,192030.0,182430.0,187490.0,204030.0
630,M,True,169700.0,147300.0,147400.0,152760.0,178100.0
631,M,True,188310.0,190900.0,190350.0,212400.0,200280.0
632,M,False,190350.0,212400.0,200280.0,206100.0,223110.0
633,M,True,140520.0,147050.0,139470.0,160030.0,154390.0
634,M,False,148410.0,146930.0,144090.0,148440.0,146270.0
635,M,False,145510.0,143770.0,150860.0,130470.0,126850.0
636,M,True,107730.0,124270.0,96980.0,100380.0,116790.0
637,M,True,75163.0,71411.0,67005.0,79510.0,88971.0
638,M,False,73577.0,76513.0,83647.0,74031.0,72783.0
639,M,False,71473.0,68007.0,55907.0,70130.0,56743.0
640,M,True,19789.0,19661.0,21456.0,24417.0,22622.0
641,M,False,2186.6,1888.8,2170.2,1482.6,1788.6
642,M,True,0.0,0.0,0.0,0.0,0.0
643,M,False,0.0,0.0,0.0,0.0,0.0
644,M,False,2144.5,5324.0,5311.9,5296.0,5270.8
645,M,False,0.0,0.0,0.0,0.0,0.0
646,M,False,0.0,0.0,0.0,0.0,0.0
647,M,False,16861.0,15788.0,17645.0,16972.0,19281.0
648,M,False,5821.7,5721.5,6252.3,5592.7,5561.6
649,M,False,16393.0,19677.0,19286.0,20477.0,20386.0
650,M,False,4385.3,4417.1,4685.1,4592.6,4392.1
651,C,True,0.0,0.0,0.0,0.0,0.0
652,C,True,824.28,793.45,817.89,814.11,794.32
653,C,False,0.0,0.0,0.0,0.0,0.0
654,C,False,7693.9,10742.0,9747.0,10266.0,9018.5
655,C,False,218.21,211.18,207.67,213.72,204.18
656,C,False,46109.0,60054.0,67547.0,94475.0,93346.0
657,C,False,2165.6,2383.0,123.87,544.67,551.14
658,C,False,0.0,0.0,0.0,0.0,54.084
659,C,False,6704.3,6895.1,6480.4,12975.0,12497.0
660,C,True,62012.0,55477.0,58277.0,62173.0,65302.0
661,C,False,10124.0,10710.0,9658.3,10049.0,9585.3
662,C,False,0.0,0.0,0.0,0.0,0.0
663,C,False,0.0,0.0,0.0,0.0,0.0
664,C,False,11344.0,12249.0,9747.2,10941.0,13942.0
665,C,True,0.0,0.0,0.0,0.0,0.0
666,C,True,2379.5,2372.6,2394.2,2390.9,2543.8
667,C,False,7943.9,9142.9,8382.4,8089.4,6940.2
668,C,False,766.62,595.88,636.69,604.24,618.41
669,C,False,133.32,126.28,135.14,137.05,138.56
670,C,True,0.0,0.0,0.0,0.0,0.0
671,C,False,2826.0,2728.9,3026.7,3001.1,2875.3
672,C,False,25014.0,28395.0,29888.0,33286.0,28104.0
673,C,False,34.921,49.167,31.381,0.0,0.0
674,C,False,0.0,0.0,0.0,0.0,0.0
675,C,False,2579.7,3056.2,2728.8,3049.1,2743.7
676,C,False,6161.8,6898.6,7136.9,6897.2,7324.9
677,C,True,2254.8,923.01,695.98,699.07,0.0
678,C,False,4459.4,5385.6,4577.0,4430.6,4170.9
679,C,False,0.0,0.0,0.0,0.0,0.0
680,C,False,9134.1,11131.0,13887.0,14968.0,9104.5
681,C,False,0.0,0.0,0.0,0.0,0.0
682,C,True,0.0,1222.1,1203.5,1204.1,1212.9
683,C,False,0.0,0.0,0.0,0.0,0.0
684,C,False,31886.0,31824.0,37624.0,35795.0,33894.0
685,C,False,0.0,0.0,0.0,0.0,0.0
686,C,False,9543.7,4394.7,879.6,4737.7,3739.6
687,C,True,81614.0,79236.0,76098.0,74559.0,73697.0
688,C,False,459.07,520.43,373.75,379.04,587.69
689,C,False,1841.8,859.92,547.86,1296.5,10822.0
690,C,False,42595.0,39272.0,40525.0,26413.0,47360.0
691,C,False,0.0,0.0,0.0,0.0,0.0
692,C,True,792.43,504.42,380.41,874.45,189.96
693,C,False,1862.4,1801.5,1301.6,1263.9,701.74
694,C,False,17340.0,18561.0,18935.0,20400.0,19229.0
695,C,False,0.0,0.0,0.0,0.0,0.0
696,C,False,47600.0,44167.0,40283.0,43974.0,44520.0
697,C,False,0.0,0.0,0.0,0.0,0.0
698,C,False,0.0,0.0,0.0,0.0,0.0
699,C,False,282.85,291.82,788.53,665.7,606.68
700,C,False,0.0,0.0,0.0,0.0,0.0
701,C,False,3236.4,4767.1,4457.1,4529.9,4912.3
702,C,True,2200.6,9536.0,11899.0,3718.2,10603.0
703,C,False,10691.0,10369.0,9921.6,12532.0,10415.0
704,C,False,14.323,14.589,0.0,0.0,0.0
705,C,False,28499.0,30891.0,31118.0,31598.0,27406.0
706,C,False,2386.7,1433.8,1027.6,1277.9,1127.2
707,C,False,266.32,268.4,326.32,278.69,300.83
708,C,False,3051.9,2975.0,1930.2,2259.6,2585.2
709,C,False,0.0,0.0,0.0,0.0,0.0
710,C,True,2439.8,4794.7,4815.0,4828.2,4824.6
711,C,False,0.0,0.0,0.0,0.0,0.0
712,C,False,43527.0,43631.0,41766.0,38590.0,44123.0
713,C,False,23115.0,36926.0,32884.0,32880.0,33820.0
714,C,False,3117.9,3055.0,2879.4,2891.2,2871.9
715,C,False,8514.8,8666.5,8486.3,8479.4,9074.3
716,C,False,9295.1,9121.9,8378.3,8220.1,6876.5
717,C,False,1827.3,1806.9,1790.7,1833.6,2331.1
718,C,True,0.0,0.0,0.0,0.0,0.0
719,C,False,162.44,150.7,152.61,0.0,0.0
720,C,False,0.0,0.0,0.0,0.0,0.0
721,C,False,0.0,0.0,0.0,0.0,0.0
722,C,False,16634.0,4704.4,17814.0,43587.0,40390.0
723,C,False,1133.7,901.03,685.56,793.26,875.7
724,C,False,0.0,0.0,0.0,0.0,0.0
725,C,True,2951.6,0.0,2791.2,0.0,1232.2
726,C,False,4917.4,7825.0,4854.3,8632.7,5572.8
727,C,False,7408.8,7220.0,8312.8,8148.4,7441.0
728,C,False,0.0,585.13,566.11,557.77,571.14
729,C,False,2384.3,2192.2,2176.8,2019.1,1972.2
730,C,False,149.92,402.18,387.39,665.72,1024.7
731,C,False,0.0,0.0,0.0,0.0,0.0
732,C,False,5476.0,4637.4,5258.0,4553.0,4602.9
733,C,False,57475.0,7955.6,7350.9,7794.3,7161.9
734,C,False,41515.0,38791.0,38616.0,39629.0,38971.0
735,C,False,0.0,0.0,0.0,0.0,0.0
736,C,False,0.0,0.0,0.0,0.0,0.0
737,C,False,1827.6,2580.0,2650.1,2651.1,2743.0
738,C,False,20029.0,12033.0,12051.0,16744.0,20532.0
739,C,False,1479.3,1227.8,1035.1,998.41,1198.0
740,C,False,3768.7,5130.5,5314.7,4364.6,4258.2
741,C,False,0.0,0.0,0.0,0.0,0.0
742,C,False,437.75,441.19,448.99,463.6,871.2
743,C,False,82238.0,80780.0,85341.0,82806.0,104930.0
744,C,False,10826.0,11847.0,11188.0,11116.0,13415.0
745,C,False,71008.0,64912.0,68508.0,70086.0,69516.0
746,C,False,2273.1,4525.6,2342.7,2310.1,2350.4
747,C,False,3920.0,3019.6,3136.2,3446.4,3038.1
748,C,False,5658.7,6652.6,6593.3,6046.5,5720.5
749,C,False,62012.0,55477.0,58277.0,62173.0,65302.0
750,C,False,10100.0,10722.0,11025.0,9227.9,8423.3
751,C,False,6832.7,6685.7,6744.3,6691.1,6100.0
752,C,False,0.0,0.0,0.0,0.0,0.0
753,C,False,2093.8,2606.4,2109.5,2150.6,2138.6
754,C,False,0.0,0.0,0.0,0.0,0.0
755,C,False,14066.0,13787.0,39577.0,11200.0,9137.8
756,C,False,12464.0,17853.0,8920.7,4199.8,6929.7
757,C,False,3390.1,2930.7,2918.9,3787.0,2870.8
758,C,False,12801.0,11276.0,10539.0,11055.0,10974.0
759,C,False,4538.5,4789.8,4804.3,4025.1,4862.6
760,C,False,427.14,297.83,494.14,347.18,188.45
761,C,False,118630.0,89298.0,68702.0,60774.0,70619.0
762,C,False,0.0,0.0,0.0,0.0,0.0
763,C,False,8698.5,7791.3,8892.5,8051.9,7875.0
764,C,False,13296.0,10465.0,10123.0,9185.8,10342.0
765,C,False,2336.6,7808.6,16677.0,8224.2,13748.0
766,C,False,491.31,494.99,500.13,500.27,501.65
767,C,False,0.0,0.0,0.0,0.0,0.0
768,C,False,3363.8,2681.0,3972.2,3280.7,3574.8
769,C,False,0.0,1222.1,1203.5,1204.1,1212.9
770,C,False,0.0,0.0,0.0,0.0,0.0
771,C,False,342.58,365.05,357.94,363.27,350.01
772,C,False,66108.0,64728.0,67637.0,69302.0,70042.0
773,C,False,2951.6,0.0,2791.2,0.0,1232.2
774,C,False,4576.4,4511.4,4527.7,4766.4,4618.4
775,C,False,10726.0,11065.0,8887.3,8891.8,9153.7
776,C,False,0.0,0.0,1744.1,248.04,0.0
777,C,False,71530.0,69257.0,65161.0,70796.0,64540.0
778,C,False,65.548,79.612,184.11,205.08,223.9
779,C,False,414.16,1994.1,0.0,827.42,0.0
780,C,False,524.76,484.3,470.92,485.09,469.12
781,C,False,373.99,0.0,352.06,339.52,341.91
782,C,False,18367.0,17783.0,17620.0,18647.0,18582.0
783,C,False,540.25,975.62,1014.2,1020.7,998.62
784,C,False,0.0,0.0,0.0,0.0,0.0
785,C,False,324.43,352.66,352.95,239.46,309.27
786,C,False,0.0,0.0,0.0,0.0,0.0
787,C,False,0.0,0.0,0.0,0.0,0.0
788,C,False,4332.7,3804.1,2877.4,2846.7,2862.7
789,C,False,245.66,0.0,0.0,0.0,0.0
790,C,False,6606.9,5916.0,6883.2,5851.5,6193.9
791,C,True,1538.6,1200.8,1305.2,1405.4,1451.1
792,C,False,1620.0,1718.0,1717.3,1827.2,1838.1
793,C,False,931.61,556.43,524.03,506.3,508.3
794,C,False,6474.9,6857.9,7046.2,7672.4,6008.6
795,C,False,3025.7,3003.6,2941.8,2948.6,4358.1
796,C,False,0.0,0.0,0.0,0.0,0.0
797,C,False,982.98,423.74,2065.0,864.21,2129.9
798,C,False,3867.7,3507.7,4341.1,4443.4,4466.6
799,C,False,25857.0,25430.0,35786.0,47993.0,43710.0
800,C,False,3203.7,3142.2,3192.2,3214.8,3252.2
801,C,False,928.27,1575.8,1673.3,1798.4,0.0
802,C,False,1565.2,1545.4,1548.1,1536.3,1554.9
803,C,False,34365.0,32814.0,29982.0,30008.0,30377.0
804,C,False,0.0,0.0,0.0,0.0,0.0
805,C,False,7420.4,8067.5,7852.2,8740.7,8172.6
806,C,False,17908.0,17547.0,16409.0,16961.0,16639.0
807,C,False,0.0,0.0,0.0,0.0,0.0
808,C,False,11899.0,3718.2,10603.0,13241.0,9534.4
809,C,False,2874.9,3130.3,2755.9,2740.5,2761.6
810,C,True,1016.7,1007.2,1008.1,4734.6,4627.8
811,C,False,4799.3,4927.2,4955.7,5071.6,4651.2
812,C,True,3171.8,2854.1,2907.0,2776.0,3828.3
813,C,False,8143.5,6409.1,2037.4,5829.0,3737.1
814,C,False,115780.0,98531.0,61920.0,62595.0,67382.0
815,C,False,824.28,793.45,817.89,814.11,794.32
816,C,False,5972.2,6428.2,7770.6,9756.6,8373.4
817,C,False,27.109,25.235,24.681,21.357,16.789
818,C,False,1418.1,1406.1,1390.1,1409.0,1470.3
819,C,False,1016.7,1007.2,1008.1,4734.6,4627.8
820,C,False,3312.5,3533.3,3357.7,3483.7,3260.7
821,C,False,29643.0,33197.0,35743.0,34508.0,33793.0
822,C,False,45280.0,42803.0,44766.0,45511.0,47620.0
823,C,False,0.0,0.0,0.0,0.0,0.0
824,C,False,37883.0,38696.0,37395.0,37981.0,36709.0
825,C,False,15056.0,26326.0,25480.0,26905.0,14634.0
826,C,False,55100.0,43645.0,41240.0,47355.0,36295.0
827,C,False,0.0,0.0,0.0,0.0,0.0
828,C,False,0.0,0.0,0.0,0.0,0.0
829,C,False,16948.0,21243.0,19594.0,14221.0,15734.0
830,C,False,229.76,203.35,210.2,212.47,190.94
831,C,False,4191.9,4206.1,4102.8,4179.5,4038.4
832,C,False,3467.1,3230.5,2908.3,3803.8,3162.3
833,C,False,2313.2,2200.2,2641.5,2476.0,2721.4
834,C,False,666.5,813.55,791.05,962.35,327.83
835,C,False,30065.0,28386.0,32812.0,31298.0,28167.0
836,C,False,0.0,0.0,0.0,0.0,0.0
837,C,False,2111.7,2928.7,3031.0,2974.9,2357.4
838,C,False,3171.8,2854.1,2907.0,2776.0,3828.3
839,C,False,0.0,0.0,0.0,0.0,0.0
840,C,False,696.62,482.66,638.01,624.35,627.75
841,C,False,2254.8,923.01,695.98,699.07,0.0
842,C,False,365.17,369.63,254.21,402.82,243.54
843,C,False,4833.6,3648.1,3544.7,4019.1,4937.2
844,C,False,2439.8,4794.7,4815.0,4828.2,4824.6
845,B,True,307.25,241.9,191.37,370.86,296.21
846,B,False,3774.2,2487.4,3070.8,3836.0,4047.5
847,B,False,0.0,0.0,0.0,0.0,0.0
848,B,False,0.0,0.0,0.0,0.0,0.0
849,B,True,2710.3,0.0,2338.7,0.0,0.0
850,B,True,3219.7,3194.1,3528.3,2802.8,2763.0
851,B,False,1542.1,1630.5,1892.1,1612.3,1998.7
852,B,False,0.0,0.0,0.0,0.0,0.0
853,B,False,0.0,0.0,0.0,0.0,0.0
854,B,False,0.0,0.0,0.0,0.0,0.0
855,B,True,80352.0,113530.0,96559.0,107830.0,100590.0
856,B,False,0.0,0.0,0.0,0.0,0.0
857,B,True,0.0,0.0,0.0,0.0,0.0
858,B,False,132.76,135.82,147.92,92.244,115.54
859,B,False,0.0,0.0,0.0,0.0,0.0
860,B,True,0.0,0.0,0.0,0.0,0.0
861,B,True,0.0,0.0,0.0,0.0,0.0
862,B,True,521.11,531.47,458.1,578.57,466.98
863,B,True,0.0,0.0,0.0,0.0,0.0
864,B,False,0.0,0.0,0.0,0.0,0.0
865,B,False,88.568,83.367,88.701,85.895,79.068
866,B,True,0.0,0.0,0.0,0.0,0.0
867,B,True,632.32,716.36,540.5,555.86,516.39
868,B,False,2046.2,2037.4,1837.4,2012.6,1945.2
869,B,True,0.0,0.0,0.0,0.0,0.0
870,B,True,296.13,479.1,477.87,455.04,592.65
871,B,True,0.0,0.0,0.0,0.0,0.0
872,B,True,61.571,60.286,64.548,56.924,52.071
873,B,True,0.0,0.0,0.0,0.0,0.0
874,B,True,789.78,713.75,724.09,763.3,848.69
875,B,True,17560.0,19803.0,11135.0,21116.0,25221.0
876,B,True,0.0,0.0,0.0,0.0,0.0
877,B,False,4240.1,5093.7,4749.5,5234.7,4980.0
878,B,False,3769.1,3073.3,2990.6,3966.8,3062.4
879,B,True,0.0,0.0,0.0,0.0,0.0
880,B,False,0.0,0.0,0.0,0.0,0.0
881,B,False,0.0,0.0,0.0,0.0,0.0
882,B,True,673.94,598.63,271.82,265.72,290.32
883,B,True,0.0,228.18,0.0,486.74,517.78
884,B,False,0.0,0.0,0.0,0.0,0.0
885,B,False,0.0,0.0,0.0,0.0,0.0
886,B,False,39.691,0.0,33.023,27.921,26.982
887,B,True,3752.9,3818.3,3829.7,3836.2,4027.9
888,B,False,243.22,218.81,287.65,188.11,156.12
889,B,True,0.0,141.8,153.26,150.1,259.96
890,B,True,0.0,0.0,0.0,0.0,0.0
891,B,True,110000.0,105380.0,113100.0,87885.0,130850.0
892,B,True,0.0,497.87,523.73,260.82,253.91
893,B,False,0.0,0.0,0.0,0.0,0.0
894,B,False,622.7,615.09,612.91,597.75,613.26
895,B,False,0.0,0.0,0.0,0.0,0.0
896,B,False,0.0,0.0,0.0,0.0,0.0
897,B,False,0.0,66.341,0.0,0.0,0.0
898,B,False,5629.2,8711.1,9814.6,8188.8,7939.7
899,B,False,727.96,754.18,742.18,770.92,757.46
900,B,False,6656.5,7072.4,8058.5,6387.3,7226.7
901,B,True,0.0,0.0,0.0,0.0,0.0
902,B,True,0.0,0.0,0.0,0.0,0.0
903,B,False,0.0,0.0,0.0,0.0,0.0
904,B,False,0.0,0.0,0.0,0.0,0.0
905,B,True,1845.9,1992.1,1713.3,1768.4,1563.9
906,B,False,0.0,0.0,0.0,0.0,0.0
907,B,True,0.0,22.691,27.221,30.026,25.551
908,B,False,0.0,0.0,0.0,0.0,0.0
909,B,False,163.42,0.0,0.0,157.06,150.4
910,B,True,0.0,0.0,0.0,0.0,0.0
911,B,False,0.0,41.533,44.753,47.778,64.266
912,B,False,309.31,305.85,0.0,0.0,0.0
913,B,True,0.0,0.0,0.0,0.0,0.0
914,B,False,1501.3,1370.9,1349.3,1318.2,1381.8
915,B,False,0.0,0.0,0.0,0.0,0.0
916,B,False,0.0,0.0,0.0,0.0,0.0
917,B,False,0.0,0.0,0.0,0.0,0.0
918,B,False,3522.7,3780.7,3810.7,3794.3,3694.5
919,B,False,0.0,0.0,0.0,0.0,0.0
920,B,False,0.0,0.0,0.0,0.0,0.0
921,B,True,0.0,0.0,0.0,0.0,0.0
922,B,False,0.0,28.452,0.0,0.0,0.0
923,B,True,1373.3,1317.7,1563.2,1446.5,1478.6
924,B,False,1246.7,806.91,920.9,635.1,536.37
925,B,False,0.0,0.0,0.0,0.0,0.0
926,B,True,0.0,0.0,0.0,0.0,0.0
927,B,True,0.0,0.0,0.0,0.0,0.0
928,B,False,0.0,0.0,0.0,0.0,0.0
929,B,False,5303.4,5045.0,5332.1,5741.6,5424.5
930,B,False,0.0,396.22,0.0,0.0,0.0
931,B,False,0.0,0.0,0.0,0.0,0.0
932,B,True,8343.2,6215.4,7408.3,12574.0,9799.9
933,B,False,0.0,0.0,0.0,0.0,0.0
934,B,True,0.0,0.0,0.0,0.0,0.0
935,B,False,0.0,0.0,0.0,0.0,0.0
936,B,False,0.0,0.0,0.0,0.0,0.0
937,B,False,474.47,459.22,470.26,444.65,447.42
938,B,True,0.0,0.0,0.0,0.0,0.0
939,B,False,0.0,0.0,203.87,0.0,197.08
940,B,False,0.0,0.0,0.0,0.0,0.0
941,B,False,154.07,175.2,123.93,141.71,125.73
942,B,False,394.82,566.7,535.42,453.18,368.27
943,B,True,2694.2,2573.3,2991.4,3042.8,2732.0
944,B,False,543.49,539.38,532.06,535.23,522.49
945,B,True,0.0,0.0,0.0,0.0,0.0
946,B,False,421.49,439.59,472.36,442.82,387.96
947,B,True,268.84,281.06,291.37,298.38,636.94
948,B,False,613.57,747.96,749.19,872.0,931.1
949,B,False,315.15,325.11,380.22,297.29,301.04
950,B,False,0.0,0.0,0.0,0.0,0.0
951,B,True,0.0,0.0,0.0,0.0,0.0
952,B,True,0.0,0.0,0.0,0.0,0.0
953,B,False,0.0,0.0,0.0,0.0,0.0
954,B,False,0.0,0.0,0.0,0.0,0.0
955,B,False,953.53,955.39,948.58,958.27,981.48
956,B,False,1434.5,1439.5,1422.7,4430.8,4907.0
957,B,True,1865.5,1524.2,2353.8,2358.4,2342.6
958,B,True,1295.4,1212.3,1210.9,1097.1,1495.0
959,B,False,22108.0,29149.0,35164.0,29858.0,39204.0
960,B,True,55566.0,26800.0,9766.9,4491.2,12313.0
961,B,False,0.0,0.0,0.0,0.0,0.0
962,B,True,0.0,0.0,0.0,0.0,0.0
963,B,True,0.0,0.0,0.0,0.0,0.0
964,B,False,0.0,0.0,0.0,0.0,0.0
965,B,True,0.0,0.0,0.0,0.0,0.0
966,B,True,1060.6,1064.3,1118.2,1340.6,966.83
967,B,True,4485.9,4182.4,4495.7,4635.6,4339.3
968,B,True,0.0,520.08,2345.6,431.31,417.04
969,B,False,0.0,0.0,0.0,20.655,28.223
970,B,False,0.0,0.0,0.0,0.0,0.0
971,B,True,0.0,0.0,0.0,0.0,0.0
972,B,False,0.0,0.0,0.0,0.0,0.0
973,B,False,4121.0,4061.9,3129.5,2607.9,2723.1
974,B,False,0.0,0.0,0.0,0.0,0.0
975,B,True,0.0,0.0,0.0,0.0,0.0
976,B,True,3300.1,3288.4,3254.0,3200.2,3167.1
977,B,False,409.57,405.11,590.1,779.69,814.96
978,B,False,5585.7,5369.2,5161.9,5061.7,5078.7
979,B,False,14483.0,2348.2,8238.0,2655.4,0.0
980,B,True,0.0,0.0,0.0,0.0,0.0
981,B,False,0.0,0.0,0.0,0.0,0.0
982,B,False,0.0,0.0,0.0,0.0,0.0
983,B,False,0.0,0.0,0.0,0.0,0.0
984,B,True,0.0,0.0,0.0,0.0,0.0
985,B,False,0.0,0.0,0.0,0.0,0.0
986,B,False,0.0,0.0,0.0,0.0,0.0
987,B,True,0.0,0.0,0.0,0.0,0.0
988,B,True,0.0,0.0,0.0,0.0,0.0
989,B,False,0.0,0.0,0.0,0.0,0.0
990,B,False,221.1,208.69,229.13,223.25,220.94
991,B,False,1190.5,935.57,885.8,816.99,697.09
992,B,False,0.0,0.0,0.0,0.0,0.0
993,B,False,0.0,0.0,0.0,0.0,0.0
994,B,True,0.0,0.0,0.0,0.0,0.0
995,B,False,0.0,0.0,0.0,0.0,0.0
996,B,True,717.55,725.06,704.18,702.44,728.91
997,B,False,256.01,472.88,468.73,228.03,497.04
998,B,False,0.0,0.0,0.0,0.0,0.0
999,B,True,344.76,180.06,174.54,185.64,190.91
1000,B,True,1404.5,1228.7,1506.8,1232.3,1788.3
1001,B,True,0.0,0.0,0.0,0.0,0.0
1002,B,False,0.0,0.0,0.0,0.0,0.0
1003,B,False,108.79,103.63,97.62,107.04,95.935
1004,B,False,0.0,0.0,0.0,0.0,0.0
1005,B,True,0.0,0.0,0.0,0.0,0.0
1006,B,True,1137.9,1112.3,1035.9,1035.7,901.22
1007,B,False,0.0,0.0,0.0,0.0,0.0
1008,B,True,0.0,0.0,0.0,0.0,0.0
1009,B,False,0.0,0.0,0.0,0.0,0.0
1010,B,True,1995.9,1803.4,1747.5,1763.7,1762.3
1011,B,False,7288.7,9824.5,16375.0,9646.9,9648.2
1012,B,False,1083.0,520.06,1063.0,1083.2,546.16
1013,B,False,0.0,0.0,0.0,0.0,0.0
1014,B,False,0.0,0.0,0.0,0.0,0.0
1015,B,True,0.0,0.0,0.0,0.0,0.0
1016,B,True,551.72,580.13,1529.4,1684.6,1695.6
1017,B,False,0.0,0.0,0.0,0.0,0.0
1018,B,False,0.0,0.0,0.0,0.0,0.0
1019,B,True,0.0,0.0,0.0,0.0,0.0
1020,B,False,5775.3,0.0,104.97,5569.5,462.8
1021,B,True,1651.6,1724.8,1943.7,2289.5,2078.7
1022,B,True,10329.0,14524.0,26512.0,19398.0,13101.0
1023,B,True,1982.6,1980.1,2092.4,1881.9,2081.5
1024,B,True,0.0,0.0,0.0,0.0,0.0
1025,B,False,0.0,0.0,0.0,0.0,0.0
1026,B,False,0.0,0.0,0.0,0.0,0.0
1027,B,True,0.0,0.0,0.0,0.0,0.0
1028,B,False,1695.6,1489.1,1625.4,1710.2,1324.5
1029,B,False,0.0,0.0,0.0,0.0,0.0
1030,B,False,173.27,169.12,165.42,164.45,172.36
1031,B,False,29410.0,25943.0,30514.0,40953.0,36457.0
1032,B,True,645.91,675.4,804.78,586.86,580.67
1033,B,True,0.0,0.0,0.0,0.0,0.0
1034,B,True,0.0,0.0,0.0,0.0,0.0
1035,B,True,4377.6,2922.8,2964.3,3568.4,3613.6
1036,B,False,0.0,0.0,0.0,0.0,0.0
1037,B,False,7.4774,7.3998,11.061,11.061,8.1734
1038,B,False,0.0,0.0,0.0,219.98,339.62
1039,B,True,1167.4,1348.7,1017.7,1006.0,1326.8
1040,B,True,0.0,0.0,0.0,0.0,0.0
1041,B,False,498.13,541.91,522.01,554.97,651.53
1042,B,False,2689.9,2749.3,2714.1,2723.7,2023.6
1043,B,False,0.0,0.0,0.0,0.0,0.0
1044,B,True,0.0,0.0,0.0,0.0,0.0
1045,B,False,16.416,0.0,10.948,0.0,10.831
1046,B,False,0.0,0.0,0.0,0.0,0.0
1047,B,False,1022.2,1150.4,1099.0,927.92,1007.6
1048,B,False,0.0,0.0,0.0,0.0,0.0
1049,B,False,180.37,181.96,161.62,116.46,139.87
1050,B,False,991.73,1044.1,1004.5,1940.3,1971.9
1051,B,False,0.0,0.0,0.0,0.0,0.0
1052,B,False,1111.6,1164.9,1300.3,1271.5,1079.5
1053,B,False,0.0,0.0,0.0,0.0,0.0
1054,B,True,0.0,0.0,0.0,0.0,0.0
1055,B,True,0.0,0.0,0.0,0.0,0.0
1056,B,False,173.83,183.54,246.02,260.84,179.4
1057,B,False,273.48,270.21,266.11,292.02,288.35
1058,B,False,0.0,0.0,0.0,0.0,0.0
1059,B,False,1244.9,1062.8,1324.8,1034.3,1055.0
1060,B,True,1402.6,1383.2,1647.2,1310.5,1242.1
1061,B,False,17.656,14.276,15.701,0.0,0.0
1062,B,False,0.0,0.0,0.0,0.0,0.0
1063,B,False,4994.7,4825.1,5008.1,5002.8,4922.4
1064,B,False,0.0,0.0,0.0,0.0,0.0
1065,B,False,189.48,0.0,0.0,0.0,0.0
1066,B,False,60.623,58.602,58.277,54.992,52.829
1067,B,False,1064.3,1118.2,1340.6,966.83,964.92
1068,B,False,131.24,137.69,139.05,138.19,132.35
1069,B,False,91.431,81.774,0.0,0.0,0.0
1070,B,False,4178.6,1157.0,1017.3,3163.4,5491.6
1071,B,False,349.1,495.24,407.49,396.37,406.33
1072,B,False,71.986,59.859,57.128,54.019,65.057
1073,B,False,123.03,123.65,119.66,114.94,118.06
1074,B,False,0.0,0.0,0.0,0.0,0.0
1075,B,True,0.0,0.0,0.0,0.0,0.0
1076,B,False,0.0,0.0,0.0,0.0,0.0
1077,B,True,283.01,242.37,268.12,237.81,243.97
1078,B,True,0.0,0.0,0.0,0.0,0.0
1079,B,False,3557.2,4112.4,4457.9,4615.5,5127.7
1080,B,False,0.0,0.0,0.0,0.0,0.0
1081,B,False,465.02,364.83,354.25,412.44,439.4
1082,B,False,978.29,755.77,758.29,742.57,743.39
1083,B,True,0.0,0.0,0.0,0.0,0.0
1084,B,True,0.0,0.0,0.0,0.0,0.0
1085,B,False,0.0,0.0,0.0,0.0,0.0
1086,B,True,3611.9,4288.0,4489.7,4358.5,4633.2
1087,B,True,5424.7,5957.0,6535.3,6012.6,6302.0
1088,B,True,72181.0,35715.0,32486.0,39614.0,24581.0
1089,B,False,0.0,0.0,0.0,0.0,0.0
1090,B,False,3853.8,3913.1,3014.3,3830.5,3798.9
1091,B,True,0.0,0.0,0.0,0.0,0.0
1092,B,False,4349.9,0.0,832.29,5841.1,8504.0
1093,B,False,1153.8,1123.0,2210.1,2146.5,1202.4
