,FLARE_TYPE,COINCIDENCE,MEANGBT_1,MEANGBT_2,MEANGBT_3,MEANGBT_4,MEANGBT_5
990,B,False,160.97,160.13,161.01,160.94,158.03
991,B,False,123.73,124.81,124.92,125.29,125.59
992,B,False,90.887,92.221,93.543,94.633,95.352
993,B,False,76.893,76.091,75.422,76.795,74.232
994,B,True,111.83,100.94,98.645,98.271,97.11
995,B,False,83.865,84.652,85.431,85.334,84.981
996,B,True,110.18,109.19,108.55,106.21,105.36
997,B,False,112.04,110.95,111.22,111.92,112.62
998,B,False,80.363,80.238,80.229,79.783,77.674
999,B,True,101.79,102.8,103.95,104.8,104.77
1000,B,True,135.44,137.74,136.48,137.33,137.01
1001,B,True,93.778,93.369,94.019,94.802,95.036
1002,B,False,128.65,133.0,139.34,139.01,136.67
1003,B,False,156.29,152.36,157.96,162.52,161.15
1004,B,False,79.671,81.822,82.662,83.99,83.952
1005,B,True,66.064,70.856,77.056,76.345,72.263
1006,B,True,122.68,120.35,120.58,121.64,123.11
1007,B,False,151.35,151.27,147.75,147.14,149.59
1008,B,True,95.71,95.932,96.477,94.845,95.629
1009,B,False,134.21,132.83,134.03,132.81,133.14
1010,B,True,122.17,123.52,121.08,120.43,121.14
1011,B,False,69.273,70.816,71.189,70.767,71.594
1012,B,False,99.154,99.406,99.313,98.835,98.998
1013,B,False,108.96,110.45,106.0,113.19,112.99
1014,B,False,69.948,70.727,71.299,70.49,70.633
1015,B,True,124.85,127.7,128.62,130.44,132.76
1016,B,True,130.25,127.73,126.93,125.1,126.24
1017,B,False,146.88,146.0,144.93,142.97,142.2
1018,B,False,95.984,97.633,98.797,98.083,98.707
1019,B,True,94.958,95.489,93.149,93.528,92.492
1020,B,False,66.496,66.067,65.944,66.203,67.483
1021,B,True,109.63,109.79,109.43,110.57,111.84
1022,B,True,51.54,52.388,52.313,51.403,51.388
1023,B,True,126.24,125.73,127.18,126.63,124.85
1024,B,True,133.82,138.23,136.24,139.78,139.71
1025,B,False,95.502,93.18,90.365,88.787,87.321
1026,B,False,144.53,143.12,141.33,139.32,132.8
1027,B,True,75.749,73.617,73.432,72.839,72.397
1028,B,False,126.24,127.23,124.56,122.41,123.8
1029,B,False,106.81,106.22,107.52,109.08,109.24
1030,B,False,125.46,126.14,125.32,125.28,126.06
1031,B,False,85.243,82.968,65.014,73.283,65.595
1032,B,True,121.93,122.15,122.47,125.3,126.15
1033,B,True,82.132,82.315,83.841,83.613,83.056
1034,B,True,87.748,88.365,88.287,89.392,90.14
1035,B,True,93.891,94.642,95.25,94.647,95.279
1036,B,False,120.04,121.24,120.84,122.04,121.84
1037,B,False,99.783,100.32,101.82,101.89,104.5
1038,B,False,92.624,92.53,93.339,93.619,93.991
1039,B,True,118.69,118.76,119.01,119.86,121.03
1040,B,True,100.32,99.92,101.5,103.41,104.15
1041,B,False,125.81,124.65,123.5,122.49,122.46
1042,B,False,82.657,82.565,83.296,83.867,84.199
1043,B,False,110.37,109.89,108.74,108.59,107.88
1044,B,True,60.233,60.39,60.193,60.942,60.881
1045,B,False,76.197,77.473,76.938,76.412,76.884
1046,B,False,68.587,64.903,68.362,68.741,66.033
1047,B,False,111.38,111.76,112.52,113.14,111.98
1048,B,False,79.514,79.941,80.924,80.806,80.853
1049,B,False,149.78,148.84,148.1,148.04,143.85
1050,B,False,109.79,111.54,111.95,112.95,113.32
1051,B,False,98.793,103.85,105.11,100.73,100.9
1052,B,False,128.97,128.3,126.99,124.75,123.39
1053,B,False,97.288,99.824,95.704,95.735,98.875
1054,B,True,76.066,77.348,76.685,77.65,78.475
1055,B,True,102.71,103.72,102.04,104.44,104.1
1056,B,False,134.82,139.05,140.51,139.95,139.79
1057,B,False,129.62,132.72,135.85,136.82,133.82
1058,B,False,125.0,121.75,120.0,118.38,117.02
1059,B,False,95.599,95.788,95.661,95.374,95.239
1060,B,True,99.157,99.389,98.745,98.185,97.11
1061,B,False,175.55,166.4,167.18,166.07,168.61
1062,B,False,87.595,88.798,87.322,87.527,86.768
1063,B,False,52.239,52.416,52.481,52.874,52.967
1064,B,False,132.55,132.66,136.18,135.93,133.41
1065,B,False,144.15,138.95,139.36,136.54,141.93
1066,B,False,133.13,131.56,131.24,132.52,133.32
1067,B,False,114.6,117.09,119.38,117.06,119.08
1068,B,False,112.25,111.35,111.98,111.3,109.0
1069,B,False,73.471,72.424,71.709,72.297,71.725
1070,B,False,61.779,60.413,59.27,63.305,61.257
1071,B,False,134.96,137.95,135.6,133.62,134.42
1072,B,False,137.09,134.68,134.29,135.93,134.59
1073,B,False,72.5,72.651,73.014,72.956,75.068
1074,B,False,78.223,79.247,78.58,79.447,78.937
1075,B,True,95.198,94.823,96.768,97.449,97.864
1076,B,False,126.97,126.98,127.49,125.83,127.29
1077,B,True,90.141,89.939,90.186,89.822,88.391
1078,B,True,148.07,148.52,148.83,145.6,144.27
1079,B,False,132.09,132.97,133.99,132.39,128.86
1080,B,False,56.281,56.319,56.4,56.203,56.488
1081,B,False,106.9,106.59,106.07,108.5,110.11
1082,B,False,109.96,109.65,110.33,111.57,110.79
1083,B,True,115.73,117.95,120.02,120.6,121.34
1084,B,True,120.39,122.32,123.08,121.65,121.7
1085,B,False,112.2,111.73,114.07,116.52,116.96
1086,B,True,92.965,92.411,92.209,91.655,90.445
1087,B,True,122.56,121.63,121.61,122.89,122.01
1088,B,True,57.482,58.618,54.631,58.207,59.089
1089,B,False,123.13,123.86,122.14,122.19,121.34
1090,B,False,100.66,101.11,101.79,102.68,102.56
1091,B,True,104.01,103.37,103.54,104.51,105.21
1092,B,False,51.138,51.48,51.978,51.447,52.164
1093,B,False,113.17,111.09,108.7,109.6,108.64
1094,B,False,92.459,90.736,90.223,90.82,89.353
1095,B,False,101.72,101.45,98.742,98.96,98.416
1096,B,False,136.71,135.13,136.68,137.98,138.71
1097,B,True,109.53,112.14,113.23,114.55,117.37
1098,B,False,83.812,83.401,83.591,82.875,82.739
1099,B,False,56.469,56.173,56.779,56.763,56.481
1100,B,False,109.5,107.4,107.19,105.48,102.39
1101,B,False,141.53,143.84,142.71,140.23,139.14
1102,B,True,55.965,56.425,57.41,57.547,58.357
1103,B,False,121.96,123.65,126.18,124.78,125.51
1104,B,False,106.19,105.82,107.36,106.09,105.38
1105,B,True,65.206,67.706,72.184,78.396,66.234
1106,B,False,127.0,122.14,121.74,118.11,120.56
1107,B,False,116.54,116.41,115.33,116.47,117.47
1108,B,False,81.118,80.432,83.418,83.275,82.821
1109,B,False,132.23,130.66,131.95,133.84,131.2
1110,B,True,101.68,101.5,101.96,102.99,102.1
1111,B,True,65.022,65.45,67.076,67.371,68.2
1112,B,False,104.42,103.83,103.62,103.79,104.64
1113,B,False,143.2,143.33,137.74,137.42,138.16
1114,B,False,110.11,112.68,116.15,115.91,117.22
1115,B,False,113.67,132.56,112.67,115.32,131.78
1116,B,True,73.263,73.576,73.882,73.424,72.84
1117,B,False,108.45,111.72,112.34,111.57,111.63
1118,B,False,75.566,75.043,76.438,76.221,75.209
1119,B,False,109.67,109.51,110.31,109.74,108.69
1120,B,False,93.301,92.959,92.863,93.417,92.588
1121,B,False,41.903,45.063,44.762,42.652,43.682
1122,B,False,111.67,108.05,96.571,94.707,97.73
1123,B,True,76.81,77.115,77.563,77.905,78.339
1124,B,True,125.55,123.03,122.68,121.91,120.83
1125,B,False,108.1,109.36,110.78,109.54,110.57
1126,B,True,154.02,157.71,152.98,159.31,158.95
1127,B,True,103.73,104.38,102.61,103.56,102.88
1128,B,False,124.04,125.58,122.48,122.87,125.09
1129,B,True,100.98,102.51,102.34,99.04,98.401
1130,B,False,96.834,96.276,96.817,98.573,99.559
1131,B,False,87.937,86.346,86.934,87.335,87.356
1132,B,False,135.49,134.02,130.5,130.98,130.78
1133,B,True,126.08,124.64,126.07,127.54,125.49
1134,B,False,63.827,62.328,63.058,63.336,61.901
1135,B,False,92.489,91.728,91.003,89.892,90.196
1136,B,False,60.054,38.98,39.673,53.847,45.606
1137,B,False,74.904,75.175,75.446,76.183,76.38
1138,B,False,164.0,163.92,155.13,173.77,159.25
1139,B,False,98.61,99.429,99.954,99.377,99.496
1140,B,True,119.47,118.69,118.68,119.42,121.73
1141,B,False,56.817,56.025,58.736,58.071,57.055
1142,B,False,65.445,65.99,66.543,66.654,67.268
1143,B,False,120.43,121.14,119.79,120.39,117.91
1144,B,False,119.95,119.59,117.77,87.963,119.48
1145,B,True,108.58,110.49,110.81,110.47,113.18
1146,B,True,68.806,65.606,68.299,72.192,76.583
1147,B,False,97.894,98.311,96.942,97.589,97.332
1148,B,False,112.7,111.02,110.45,109.71,109.11
1149,B,False,102.88,104.08,103.39,103.4,104.05
1150,B,False,127.01,126.1,126.52,129.19,129.56
1151,B,False,118.61,141.39,140.51,137.71,136.04
1152,B,True,126.34,126.73,126.82,125.62,123.74
1153,B,True,94.986,97.179,99.645,101.49,102.23
1154,B,True,151.98,138.62,150.38,143.7,146.88
1155,B,True,63.89,65.232,64.24,63.882,64.119
1156,B,True,151.21,167.74,173.71,178.37,195.37
1157,B,False,106.83,106.62,107.26,106.87,106.4
1158,B,False,146.66,144.58,142.65,138.52,136.22
1159,B,False,90.905,92.077,92.443,95.506,96.016
1160,B,False,125.36,123.84,124.11,122.66,123.82
1161,B,False,78.257,77.682,79.783,75.745,76.985
1162,B,True,70.439,69.93,69.806,70.062,68.736
1163,B,False,93.183,93.335,94.325,95.719,96.234
1164,B,True,64.737,76.388,110.91,48.377,99.825
1165,B,False,116.3,114.37,112.43,109.9,111.21
1166,B,False,122.26,123.03,122.9,123.16,122.97
1167,B,False,69.226,68.762,68.886,68.993,69.976
1168,B,False,71.853,68.901,68.436,68.563,69.369
1169,B,True,115.52,116.22,115.21,115.56,115.79
1170,B,False,80.32,82.285,83.047,83.48,84.986
1171,B,False,99.835,100.26,99.455,97.915,96.223
1172,B,False,0.0,0.0,0.0,0.0,0.0
1173,B,False,120.51,123.57,119.76,124.23,123.44
1174,B,False,116.25,118.37,116.68,116.13,118.31
1175,B,True,106.31,106.8,105.99,104.5,105.85
1176,B,False,98.558,96.755,94.473,95.701,99.925
1177,B,False,114.32,112.1,110.54,111.11,111.27
1178,B,False,53.743,56.343,54.445,55.187,53.218
1179,B,False,130.83,136.04,139.48,156.18,143.7
1180,B,False,62.284,60.709,63.708,62.496,62.021
1181,B,False,129.05,130.2,132.98,129.68,131.87
1182,B,False,119.07,119.0,117.45,116.38,116.66
1183,B,True,129.37,128.08,129.11,128.79,130.93
1184,B,False,120.11,121.29,121.56,122.61,121.85
1185,B,False,81.588,81.721,81.782,82.831,82.52
1186,B,False,51.361,47.112,48.393,48.875,48.129
1187,B,False,88.917,90.046,90.459,90.831,91.792
1188,B,False,135.5,131.73,133.08,131.94,132.36
1189,B,True,78.934,78.729,79.791,78.479,79.018
1190,B,False,85.383,86.442,88.37,88.899,89.648
1191,B,False,64.33,65.089,62.869,63.617,63.715
1192,B,False,70.339,71.61,72.663,72.773,72.611
1193,B,False,75.1,75.669,75.414,76.731,76.429
1194,B,False,63.121,63.522,63.76,65.441,65.707
1195,B,False,116.54,116.57,115.15,115.65,115.06
1196,B,False,99.923,100.82,100.03,100.02,101.03
1197,B,True,107.03,107.32,108.59,110.1,109.49
1198,B,False,105.28,104.43,104.4,103.5,103.33
1199,B,False,147.78,151.01,155.81,159.78,157.68
1200,B,False,114.51,113.48,113.46,112.53,112.18
1201,B,True,106.87,108.09,108.39,108.9,108.03
1202,B,False,91.414,93.493,93.482,92.412,90.77
1203,B,False,124.08,121.71,122.13,121.25,122.78
1204,B,True,51.9,52.359,51.536,51.304,51.28
1205,B,False,120.0,120.13,120.41,122.66,123.21
1206,B,False,79.025,79.154,78.048,78.223,79.247
1207,B,False,68.313,69.706,68.727,68.014,68.802
1208,B,False,105.4,106.52,105.95,106.2,104.67
1209,B,False,70.997,70.356,67.516,69.998,71.466
1210,B,False,76.739,77.049,76.533,76.776,76.837
1211,B,True,67.154,67.896,65.763,65.973,67.188
1212,B,True,161.96,162.6,160.2,163.08,162.58
1213,B,True,116.98,118.26,119.37,120.2,121.12
1214,B,False,54.867,54.483,54.938,55.9,56.172
1215,B,False,78.37,78.417,77.969,78.044,78.868
1216,B,False,111.86,112.42,112.19,111.82,111.51
1217,B,False,106.42,108.65,111.75,115.97,119.36
1218,B,False,84.754,84.522,85.253,85.834,83.971
1219,B,False,96.019,96.769,96.115,95.757,96.64
1220,B,False,102.71,101.53,103.16,102.38,104.14
1221,B,False,69.33,70.159,69.377,70.397,69.818
1222,B,False,119.86,121.84,121.56,121.12,120.66
1223,B,True,103.26,104.36,104.87,103.07,102.7
1224,B,True,107.34,107.62,107.59,105.99,106.7
1225,B,True,166.72,165.95,160.39,155.41,158.41
1226,B,False,155.27,158.54,156.81,157.13,159.58
1227,B,False,85.271,84.795,83.743,85.128,84.88
1228,B,False,92.928,93.483,94.596,94.375,94.277
1229,B,False,109.25,106.93,107.56,107.3,109.41
1230,B,False,59.585,59.36,59.909,59.767,60.643
1231,B,False,106.72,107.38,107.62,107.04,108.63
1232,B,False,103.62,103.84,104.0,103.78,103.74
1233,B,False,130.13,130.57,133.55,133.84,134.65
1234,B,False,110.49,112.87,114.93,115.48,116.33
1235,B,False,121.65,119.15,122.31,121.24,117.99
1236,B,True,93.671,93.404,92.944,93.577,91.921
1237,B,False,58.565,53.591,55.914,58.392,51.896
1238,B,True,134.4,133.31,134.33,133.42,130.89
1239,B,True,142.32,140.3,141.79,141.34,141.37
1240,B,False,130.98,131.74,132.2,130.77,129.37
1241,B,False,149.4,149.78,147.47,149.73,141.49
1242,B,True,110.02,109.98,109.9,109.66,109.74
1243,B,False,70.006,69.948,70.727,71.299,70.49
1244,B,False,85.357,85.884,87.473,90.394,89.243
1245,B,False,109.08,107.83,105.73,104.54,103.57
1246,B,False,99.635,98.078,95.824,96.372,94.017
1247,B,False,112.54,111.67,111.72,111.66,110.12
1248,B,False,116.13,118.31,118.05,118.02,116.58
1249,B,False,92.29,92.32,92.094,92.28,92.348
1250,B,True,94.275,94.842,95.927,96.745,96.544
1251,B,False,117.68,118.03,119.18,115.6,116.97
1252,B,True,81.931,82.98,79.431,86.693,84.937
1253,B,False,139.62,136.32,140.24,133.3,129.83
1254,B,True,66.584,67.03,65.635,65.328,65.432
1255,B,False,110.83,108.65,109.44,107.34,106.67
1256,B,False,59.989,60.857,61.059,61.15,61.005
1257,B,False,92.095,94.488,91.262,90.633,92.131
1258,B,False,117.97,117.53,118.54,118.83,119.39
1259,B,True,114.14,114.24,113.17,112.98,113.14
1260,B,False,146.51,142.44,144.12,146.25,147.68
1261,B,False,103.95,103.8,104.98,104.59,105.16
1262,B,False,95.653,96.946,96.337,95.742,93.221
1263,B,False,105.13,103.47,102.39,102.34,101.99
1264,B,False,120.19,118.93,121.15,116.26,121.38
1265,B,False,120.72,119.22,124.41,119.61,122.08
1266,B,True,103.39,103.1,103.87,104.07,104.37
1267,B,False,128.32,131.03,131.01,134.58,137.05
1268,B,False,107.73,111.36,108.88,110.82,114.32
1269,B,False,111.19,110.79,109.74,108.14,107.72
1270,B,False,124.57,126.91,126.56,126.99,130.23
1271,B,False,88.378,88.374,89.134,89.918,89.789
1272,B,False,60.323,52.097,52.728,51.267,51.778
1273,B,False,83.417,83.057,82.435,83.1,83.27
1274,B,False,96.666,96.217,97.254,95.324,93.419
1275,B,False,101.99,98.744,98.707,99.335,100.08
1276,B,False,110.11,109.42,109.9,111.26,110.26
1277,B,True,109.38,109.35,107.37,106.3,106.15
1278,B,True,95.036,94.398,94.369,94.557,94.298
1279,B,False,76.801,77.794,78.348,79.994,79.714
1280,B,False,80.571,80.53,80.702,80.302,80.708
1281,B,False,115.38,115.45,114.03,115.48,120.03
1282,B,False,103.9,104.9,104.24,102.81,103.9
1283,B,False,114.55,117.37,119.65,120.37,121.71
1284,B,False,134.18,132.14,135.55,140.48,137.61
1285,B,False,133.48,130.84,127.39,126.38,122.39
1286,B,False,55.976,59.118,59.616,59.158,58.478
1287,B,True,70.662,69.779,69.074,69.803,68.546
1288,B,False,58.79,59.725,58.771,58.862,57.607
1289,B,False,57.138,56.68,56.281,56.319,56.4
1290,B,False,120.81,117.9,117.04,111.37,108.98
1291,B,True,92.476,93.087,93.094,92.707,92.205
1292,B,False,109.12,108.41,110.16,109.72,108.41
1293,B,False,81.087,79.987,80.635,80.593,80.415
1294,B,False,140.86,137.71,145.93,140.9,136.07
1295,B,False,113.91,111.17,108.44,107.05,106.54
1296,B,False,95.489,93.149,93.528,92.492,91.015
1297,B,True,95.318,95.205,95.572,95.633,95.244
1298,B,False,126.84,131.14,134.55,132.66,131.54
1299,B,False,86.791,87.374,87.799,86.653,87.448
1300,B,False,116.29,116.46,117.2,118.19,117.56
1301,B,False,108.05,109.69,111.1,110.79,111.56
1302,B,False,127.7,126.73,123.71,125.53,123.98
1303,B,True,95.141,94.653,94.916,95.587,96.413
1304,B,False,100.42,99.41,100.77,101.52,100.32
1305,B,False,138.39,137.88,135.7,132.35,133.66
1306,B,False,115.62,115.18,116.3,115.34,114.72
1307,B,False,157.71,152.98,159.31,158.95,155.41
1308,B,False,96.937,97.96,97.722,96.87,96.789
1309,B,True,128.12,129.68,132.05,130.31,134.01
1310,B,False,125.28,126.06,125.45,125.75,127.78
1311,B,False,129.18,129.36,128.18,124.45,122.57
1312,B,False,72.131,69.941,71.045,71.261,70.573
1313,B,False,108.47,110.52,108.08,109.69,109.09
1314,B,False,102.8,103.46,104.63,103.21,100.97
1315,B,False,64.81,65.649,66.213,66.412,66.145
1316,B,True,110.08,110.79,110.29,111.72,112.86
1317,B,False,131.55,133.99,132.59,132.3,134.73
1318,B,False,119.6,123.49,128.13,130.43,132.62
1319,B,False,67.041,67.328,67.491,66.709,63.979
1320,B,False,153.26,148.56,137.48,142.57,135.1
1321,B,False,49.641,51.241,51.325,50.793,50.913
1322,B,False,125.15,123.95,121.36,121.18,120.03
1323,B,False,68.546,68.287,68.983,68.787,67.243
1324,B,False,73.426,73.508,73.792,75.692,73.731
1325,B,False,98.664,101.01,101.54,100.57,100.22
1326,B,False,153.99,147.98,147.02,150.77,146.54
1327,B,False,115.22,113.47,113.77,114.92,120.86
1328,B,False,125.64,125.9,127.0,126.19,125.95
1329,B,False,88.418,89.369,89.038,87.811,87.56
1330,B,False,132.06,127.72,118.07,115.01,111.67
1331,B,False,107.34,107.28,109.37,110.28,110.06
1332,B,False,114.44,116.04,114.27,113.0,114.2
1333,B,False,123.09,126.0,128.63,128.81,128.98
1334,B,False,114.72,115.62,113.85,112.11,108.65
1335,B,False,110.67,112.93,111.75,113.45,113.6
1336,B,True,87.708,87.423,87.998,87.353,87.473
1337,B,True,107.28,107.73,107.45,105.4,106.39
1338,B,True,141.73,81.671,85.86,119.46,84.84
1339,B,False,109.01,107.9,109.15,109.44,108.43
1340,B,False,127.28,125.13,123.5,122.52,121.82
1341,B,False,111.92,115.27,115.52,114.2,114.04
1342,B,False,109.6,110.08,110.79,110.29,111.72
1343,B,False,113.17,114.41,113.68,112.97,112.78
1344,B,True,60.57,60.324,58.866,59.161,57.245
1345,B,False,56.977,56.965,55.524,54.35,71.162
1346,B,False,56.86,57.623,57.6,57.449,57.333
1347,B,False,100.04,101.34,101.06,100.81,102.61
1348,B,False,119.71,122.24,123.26,125.36,126.39
1349,B,False,145.7,142.39,139.97,137.11,140.78
1350,B,False,113.93,117.31,118.52,121.72,124.57
1351,B,False,83.685,83.881,84.287,84.956,85.246
1352,B,False,47.481,54.528,47.946,45.904,47.586
1353,B,False,117.95,120.02,120.6,121.34,121.15
1354,B,False,95.896,96.459,96.677,96.992,96.585
1355,B,False,115.56,115.07,117.8,117.92,115.33
1356,B,False,110.12,110.92,110.87,111.04,112.99
1357,B,False,154.26,152.29,147.99,141.17,145.63
1358,B,False,110.62,109.62,108.43,107.72,107.15
1359,B,False,127.55,128.61,128.3,130.38,130.1
1360,B,False,55.271,55.094,55.656,55.393,54.393
1361,B,False,88.874,88.622,88.468,86.985,86.81
1362,B,False,155.22,157.75,164.92,159.95,161.8
1363,B,False,95.716,96.285,97.151,96.937,96.932
1364,B,False,66.798,63.357,67.312,62.32,62.62
1365,B,True,114.58,115.97,115.26,115.73,113.85
1366,B,False,47.222,44.981,45.561,44.083,43.248
1367,B,False,88.833,90.612,90.136,91.182,91.316
1368,B,True,56.849,59.323,54.421,54.116,62.362
1369,B,False,82.32,83.725,83.178,81.624,81.375
1370,B,False,68.696,68.761,65.16,65.529,62.868
1371,B,False,109.42,107.0,107.56,109.72,107.92
1372,B,False,99.553,99.201,99.676,99.862,100.29
1373,B,False,0.0,0.0,0.0,0.0,0.0
1374,B,True,115.0,115.67,115.5,113.62,114.79
1375,B,False,77.365,77.595,77.277,77.47,77.75
1376,B,False,87.582,87.768,87.906,87.052,88.846
1377,B,False,77.618,77.392,77.777,78.647,77.94
1378,B,True,146.96,148.31,158.37,159.86,154.86
1379,B,True,102.52,107.17,105.6,106.54,113.65
1380,B,False,147.94,155.06,156.69,163.75,151.22
1381,B,False,116.87,115.9,115.64,115.29,113.79
1382,B,False,122.23,123.52,121.15,122.68,121.41
1383,B,True,143.79,136.63,139.19,142.0,135.22
1384,B,False,96.822,96.669,95.454,94.891,94.555
1385,B,False,124.72,126.48,126.42,125.35,124.9
1386,B,False,115.39,115.12,115.91,116.39,116.11
1387,B,False,115.76,115.81,112.6,114.89,115.04
1388,B,True,116.05,116.08,116.08,115.47,118.54
1389,B,True,75.079,67.235,63.825,56.7,70.884
1390,B,True,73.464,74.122,72.124,71.975,71.967
1391,B,True,123.9,123.54,123.47,122.62,123.11
1392,B,False,122.28,123.71,128.39,129.9,130.95
1393,B,False,76.811,66.613,81.491,75.72,83.596
1394,B,False,132.17,132.1,131.29,130.8,130.01
1395,B,False,116.48,115.29,113.31,114.58,115.28
1396,B,True,67.018,64.913,68.038,68.976,66.103
1397,B,False,126.82,126.8,125.08,124.46,127.04
1398,B,False,134.88,139.08,141.59,141.82,142.95
1399,B,False,141.39,138.32,141.86,142.82,139.73
1400,B,False,86.345,87.837,86.916,84.159,83.679
1401,B,True,90.723,93.266,94.462,96.597,95.771
1402,B,False,89.978,89.175,89.477,89.053,88.468
1403,B,False,86.889,101.78,106.69,102.26,108.18
1404,B,False,110.4,110.0,110.49,110.51,109.71
1405,B,False,69.322,69.418,69.016,68.59,69.09
1406,B,False,78.483,79.561,79.731,80.277,78.337
1407,B,False,103.37,102.98,102.6,104.47,105.09
1408,B,True,136.87,133.01,136.15,136.18,134.15
1409,B,False,61.913,61.566,65.795,61.591,59.395
1410,B,True,79.055,78.998,79.729,78.767,79.005
1411,B,False,94.063,92.279,92.088,91.641,93.339
1412,B,False,139.16,140.4,137.56,133.07,127.73
1413,B,False,127.35,126.87,127.01,126.43,127.23
1414,B,False,166.41,163.82,166.47,157.62,164.33
1415,B,False,99.153,100.29,98.346,98.487,98.458
1416,B,False,142.32,140.3,141.79,141.34,141.37
1417,B,False,111.06,110.69,111.7,110.81,110.53
1418,B,False,120.43,121.77,126.48,126.48,123.51
1419,B,False,93.189,92.344,92.916,93.122,92.35
1420,B,False,99.463,99.823,98.855,99.174,101.0
1421,B,False,83.146,83.091,83.652,82.967,82.507
1422,B,False,86.946,88.264,88.118,87.213,88.757
1423,B,False,63.234,63.782,63.331,61.887,63.307
1424,B,False,141.21,140.32,142.57,143.64,142.21
1425,B,False,119.19,119.91,119.6,119.44,122.69
1426,B,False,103.72,102.0,101.51,103.44,101.64
1427,B,False,124.61,126.28,125.8,125.56,125.25
1428,B,True,118.41,122.15,125.41,124.96,122.89
1429,B,False,93.337,94.345,94.632,96.094,96.094
1430,B,True,129.2,135.75,133.58,133.05,131.77
1431,B,True,144.17,146.22,145.72,143.42,142.32
1432,B,True,140.18,139.3,140.26,139.67,139.81
1433,B,False,117.43,113.41,110.07,107.78,110.63
1434,B,False,114.38,115.2,117.97,117.53,118.54
1435,B,False,107.2,107.37,106.87,107.47,107.63
1436,B,False,90.785,90.594,89.924,89.711,89.967
1437,B,False,64.317,66.427,69.489,68.338,68.307
1438,B,False,79.505,78.927,78.17,77.346,77.785
1439,B,False,70.607,71.337,71.531,70.699,70.705
1440,B,False,86.468,86.494,85.71,85.746,85.126
1441,B,False,132.56,112.67,115.32,131.78,128.3
1442,B,False,82.015,82.557,83.531,82.427,82.497
1443,B,False,51.536,51.304,51.28,50.478,49.953
1444,B,False,107.15,109.59,108.9,109.42,110.59
1445,B,False,47.666,52.44,64.225,71.583,54.506
1446,B,False,128.3,127.8,127.64,127.07,129.15
1447,B,False,58.788,58.089,57.337,57.154,57.161
1448,B,False,97.706,98.062,97.347,96.753,95.388
1449,B,False,143.46,151.01,142.18,137.77,141.48
1450,B,False,133.01,130.62,131.46,131.72,133.14
1451,B,False,76.056,75.528,75.464,74.1,73.825
1452,B,False,98.354,97.954,96.566,96.981,94.956
1453,B,False,0.0,0.0,0.0,0.0,0.0
1454,B,False,122.94,122.74,122.88,120.48,120.79
1455,B,False,119.16,120.0,120.37,120.44,120.5
1456,B,False,128.77,130.22,128.96,130.53,128.97
1457,B,False,95.963,96.045,95.508,95.612,95.507
1458,B,False,118.65,118.69,119.43,120.47,121.49
1459,B,False,126.99,120.63,123.3,122.35,121.47
1460,B,False,63.331,61.887,63.307,60.552,61.112
1461,B,False,64.507,65.037,64.714,65.125,64.166
1462,B,False,60.552,61.112,60.377,60.148,60.478
1463,B,False,128.49,128.71,129.66,130.13,129.64
1464,B,False,65.247,66.612,66.771,67.494,67.703
1465,B,False,101.88,101.27,103.08,100.45,97.797
1466,B,False,135.51,137.68,143.34,142.95,142.5
1467,B,False,127.42,125.76,129.17,122.71,117.68
1468,B,False,82.041,80.691,79.532,79.194,79.429
1469,B,False,70.555,70.089,70.651,69.178,70.499
1470,B,False,119.16,121.54,122.04,123.02,122.99
1471,B,False,78.257,87.929,87.976,103.65,106.47
1472,B,False,123.8,122.83,125.5,129.26,125.62
1473,B,False,124.78,124.23,123.87,125.47,124.43
1474,B,False,61.15,60.521,60.371,60.953,61.552
1475,B,False,73.094,73.733,72.927,71.816,71.925
1476,B,False,120.62,119.9,119.85,119.98,117.4
1477,B,True,111.17,109.99,110.15,111.26,108.17
1478,B,False,112.36,113.33,113.56,112.42,110.71
1479,B,False,75.094,77.251,74.762,64.392,62.013
1480,B,True,99.085,97.806,99.106,99.796,96.871
1481,B,False,118.41,119.42,121.35,122.44,123.42
1482,B,False,134.33,133.42,130.89,128.11,127.22
1483,B,False,46.767,44.083,46.291,51.359,49.814
1484,B,True,135.25,132.14,131.88,129.7,130.29
1485,B,False,127.58,130.0,126.77,123.91,122.37
1486,B,False,149.69,147.17,146.38,145.62,144.64
1487,B,False,95.265,94.113,94.555,96.097,96.979
1488,B,False,124.92,124.18,123.93,123.74,121.21
1489,B,False,126.98,126.09,125.82,126.18,125.53
1490,B,False,87.41,86.84,86.949,86.984,86.164
1491,B,False,108.89,109.56,109.5,110.75,110.82
1492,B,True,144.34,144.51,147.12,147.68,148.7
1493,B,False,138.04,134.62,130.99,130.1,129.58
1494,B,False,103.22,103.59,104.11,103.63,104.85
1495,B,False,126.81,128.01,129.0,132.77,132.79
1496,B,False,87.325,86.615,85.496,85.823,84.876
1497,B,False,146.57,144.19,144.79,144.38,142.32
1498,B,False,95.158,92.132,97.838,78.761,81.228
1499,B,True,90.553,91.036,90.295,92.569,93.711
1500,B,False,60.309,60.248,59.742,59.005,60.939
1501,B,False,79.497,79.485,81.738,82.01,82.668
1502,B,False,136.92,137.21,137.44,135.62,134.3
1503,B,False,129.2,131.44,132.15,128.37,129.58
1504,B,False,90.559,90.465,89.144,88.412,88.875
1505,B,False,140.65,138.69,135.09,131.71,135.74
