,FLARE_TYPE,COINCIDENCE,MEANGBT_1,MEANGBT_2,MEANGBT_3,MEANGBT_4,MEANGBT_5
1506,B,False,81.498,80.752,80.438,80.618,80.922
1507,B,False,130.07,133.64,138.01,141.05,142.45
1508,B,True,67.11,66.089,65.902,65.936,66.522
1509,B,False,118.99,118.02,116.99,118.01,116.54
1510,B,False,90.19,90.222,90.073,90.412,90.928
1511,B,False,66.443,67.02,68.22,68.044,67.752
1512,B,False,81.323,81.226,81.591,82.907,82.501
1513,B,False,124.34,125.76,126.03,127.11,128.12
1514,B,True,67.055,68.312,68.854,68.492,72.163
1515,B,False,122.68,121.91,120.83,119.12,117.62
1516,B,False,74.015,73.806,74.683,74.574,75.485
1517,B,False,122.84,123.7,122.96,124.03,123.71
1518,B,False,111.72,111.79,115.83,115.6,117.5
1519,B,False,63.791,60.275,60.035,60.684,61.746
1520,B,False,0.0,13.367,18.229,48.307,35.329
1521,B,False,134.03,136.78,138.11,133.47,134.14
1522,B,False,106.19,105.36,106.4,105.49,105.42
1523,B,False,123.11,122.52,120.24,124.83,123.33
1524,B,False,55.393,54.393,55.009,53.976,55.028
1525,B,False,107.27,107.14,107.9,108.41,109.01
1526,B,False,89.89,92.989,93.394,94.269,95.721
1527,B,False,90.553,90.141,89.939,90.186,89.822
1528,B,False,105.53,104.44,104.81,106.22,111.71
1529,B,False,113.01,110.6,111.27,115.26,113.5
1530,B,False,76.23,76.209,74.671,75.219,74.065
1531,B,False,95.297,96.042,97.108,97.786,98.979
1532,B,True,56.673,56.848,58.885,58.76,59.047
1533,B,False,92.96,93.017,93.226,92.584,92.099
1534,B,False,147.96,146.2,149.12,146.96,144.32
1535,B,False,143.83,146.17,148.95,147.97,151.33
1536,B,False,70.077,70.477,70.338,70.864,70.116
1537,B,False,136.86,136.35,133.98,131.26,131.7
1538,B,False,121.07,123.0,123.73,122.65,123.75
1539,B,False,99.157,99.389,98.745,98.185,97.11
1540,B,False,146.44,145.16,142.65,137.88,136.97
1541,B,False,134.5,131.92,132.03,134.98,136.7
1542,B,False,108.59,110.1,109.49,112.08,113.1
1543,B,False,119.91,119.04,118.7,117.85,116.46
1544,B,False,67.871,70.57,70.686,64.255,64.68
1545,B,False,128.09,125.68,124.96,125.84,124.83
1546,B,False,101.68,100.31,106.35,102.39,108.17
1547,B,False,68.377,68.78,68.598,68.842,69.281
1548,B,False,93.885,92.766,91.892,91.344,91.788
1549,B,False,109.35,108.2,109.69,111.81,113.44
1550,B,False,107.42,107.38,107.01,106.49,107.38
1551,B,False,121.49,124.72,124.94,122.96,121.95
1552,B,False,118.43,119.16,120.0,120.37,120.44
1553,B,False,124.81,133.74,122.6,119.67,123.9
1554,B,False,139.72,140.06,140.07,137.89,141.75
1555,B,False,84.888,84.726,84.832,83.204,83.273
1556,B,False,103.76,103.74,103.54,103.82,106.66
1557,B,False,104.64,104.24,105.08,105.91,106.46
1558,B,False,115.84,116.12,115.81,116.25,118.37
1559,B,False,58.585,59.552,61.185,60.691,60.92
1560,B,False,103.61,106.27,107.35,108.85,108.26
1561,B,False,126.1,125.6,122.68,119.82,119.44
1562,B,False,112.92,112.39,110.49,112.87,114.93
1563,B,False,100.19,97.911,96.937,97.601,98.339
1564,B,False,78.829,79.993,78.866,78.57,78.416
1565,B,False,105.62,106.73,107.53,107.99,108.45
1566,B,False,106.29,105.39,103.59,103.56,101.83
1567,B,False,130.43,128.81,128.29,124.83,124.34
1568,B,False,157.67,163.56,161.6,160.24,160.31
1569,B,False,99.914,101.27,99.05,98.092,99.067
1570,B,False,41.544,42.391,39.661,40.006,40.243
1571,B,False,67.706,72.184,78.396,66.234,72.089
1572,B,False,156.14,158.27,163.42,171.37,170.43
1573,B,False,82.603,84.143,83.611,84.783,83.935
1574,B,False,108.78,107.07,107.34,107.62,107.59
1575,B,False,47.603,47.855,50.123,48.977,50.361
1576,B,False,137.15,137.08,137.83,136.72,137.32
1577,B,False,67.076,64.513,63.444,62.964,63.664
1578,B,False,107.07,108.2,108.74,108.03,109.36
1579,B,False,134.27,133.04,131.87,129.88,130.23
1580,B,False,146.09,146.88,146.37,143.67,150.76
1581,B,True,84.89,85.327,85.47,86.113,87.072
1582,B,False,116.26,117.35,116.89,117.7,117.28
1583,B,False,111.03,112.93,112.87,113.96,114.36
1584,B,False,121.97,121.47,121.0,122.05,125.01
1585,B,False,110.29,111.72,112.86,115.62,116.61
1586,B,False,138.54,141.23,137.01,137.59,138.47
1587,B,False,53.226,55.106,55.232,55.095,55.283
1588,B,False,66.771,66.942,65.826,66.582,66.598
1589,B,False,123.13,124.02,124.26,125.76,125.57
1590,B,False,102.2,101.09,102.61,103.35,104.15
1591,B,True,104.24,102.19,104.01,103.58,103.01
1592,B,False,116.79,118.21,116.33,114.46,112.55
1593,B,False,90.186,89.822,88.391,88.894,90.292
1594,B,False,94.462,93.944,93.2,91.665,92.293
1595,B,False,95.694,94.89,95.782,96.695,97.961
1596,B,False,69.518,76.274,75.522,79.733,81.98
1597,B,False,96.249,95.537,97.116,96.512,95.527
1598,B,False,76.733,76.983,76.97,75.792,75.1
1599,B,True,137.41,134.29,132.92,134.09,132.72
1600,B,False,124.45,122.57,120.42,117.41,113.15
1601,B,False,77.612,78.596,78.683,79.263,79.668
1602,B,False,122.48,121.6,122.69,122.87,123.46
1603,B,False,88.809,87.345,87.652,88.54,86.947
1604,B,False,106.29,106.01,105.4,103.67,103.7
1605,B,False,105.44,104.08,102.89,102.26,103.75
1606,B,False,135.04,133.94,134.18,130.96,132.93
1607,B,False,128.94,130.14,129.53,130.09,131.56
1608,B,True,126.1,122.76,121.53,121.89,121.72
1609,B,True,121.26,122.66,122.04,124.32,118.6
1610,B,False,114.11,112.67,111.91,111.76,111.67
1611,B,False,111.77,115.18,112.12,116.73,116.67
1612,B,False,128.98,130.92,111.81,121.73,117.37
1613,B,False,81.226,80.922,81.935,83.298,84.909
1614,B,False,90.676,89.911,89.348,91.493,90.506
1615,B,False,100.62,100.57,100.61,100.08,101.41
1616,B,False,102.61,101.88,101.43,101.68,101.68
1617,B,False,138.78,136.49,133.86,133.77,133.66
1618,B,False,129.64,132.28,136.69,135.21,129.97
1619,B,False,128.6,127.89,130.53,133.33,132.33
1620,B,False,110.85,112.32,111.8,112.19,113.04
1621,B,False,100.98,100.69,100.37,99.888,98.761
1622,B,False,113.85,114.39,115.04,118.24,118.06
1623,B,False,84.41,84.063,83.589,83.984,83.783
1624,B,True,83.507,83.849,83.748,82.207,81.614
1625,B,False,109.56,110.65,109.81,110.51,109.38
1626,B,False,134.01,132.53,133.3,135.31,130.18
1627,B,False,93.423,93.124,92.342,92.612,93.613
1628,B,False,123.67,123.89,122.24,123.04,121.7
1629,B,True,122.06,121.62,123.47,124.42,124.1
1630,B,False,94.706,93.578,91.715,92.217,91.984
1631,B,False,134.21,136.72,134.37,133.81,136.4
1632,B,False,63.495,68.247,66.293,66.171,67.892
1633,B,False,42.391,39.661,40.006,40.243,41.377
1634,B,False,111.28,113.13,113.51,114.69,114.2
1635,B,False,99.913,99.707,94.672,103.78,101.4
1636,B,False,67.15,67.375,67.804,68.593,69.112
1637,B,False,122.41,122.11,121.01,121.9,119.69
1638,B,False,101.34,102.27,103.42,103.87,104.19
1639,B,False,100.07,101.89,101.99,98.744,98.707
1640,B,False,57.272,59.679,60.63,58.174,59.092
1641,B,False,94.865,94.662,95.147,95.01,94.827
1642,B,False,159.65,145.41,154.68,162.38,156.41
1643,B,False,84.679,84.501,84.164,84.486,84.381
1644,B,False,87.68,88.17,89.188,90.182,88.874
1645,B,False,77.489,78.414,79.01,80.451,81.2
1646,B,False,68.847,74.484,72.024,66.727,67.401
1647,B,False,75.339,75.104,76.23,76.212,78.252
1648,B,False,86.949,88.144,87.916,86.784,87.346
1649,B,False,108.46,107.39,107.71,108.73,107.18
1650,B,False,138.96,133.82,131.0,133.69,135.21
1651,B,True,78.032,70.959,74.783,78.642,74.78
1652,B,False,120.49,120.4,117.56,119.95,117.19
1653,B,False,82.718,83.008,83.566,83.199,82.899
1654,B,False,110.92,110.31,110.15,109.69,109.03
1655,B,False,60.274,59.342,60.127,60.311,60.887
1656,B,False,90.923,91.035,89.035,90.321,91.228
1657,B,False,154.54,158.6,159.56,160.14,161.47
1658,B,False,107.74,107.69,107.3,108.46,100.97
1659,B,False,106.83,112.22,114.61,120.82,121.17
1660,B,False,95.862,96.487,94.487,96.414,99.418
1661,B,False,93.963,92.043,91.677,91.687,93.081
1662,B,False,126.38,125.21,125.12,124.79,124.25
1663,B,False,78.683,79.263,79.668,79.339,80.011
1664,B,False,106.46,104.0,104.32,102.95,101.63
1665,B,False,84.657,85.106,85.262,85.227,86.284
1666,B,False,145.72,143.42,142.32,140.3,141.79
1667,B,False,118.7,117.85,116.46,116.65,115.92
1668,B,True,101.41,102.88,103.98,105.23,105.32
1669,B,True,107.71,108.56,108.31,108.43,107.52
1670,B,False,65.913,66.461,66.389,66.919,67.331
1671,B,False,102.61,103.46,105.03,103.64,104.52
1672,B,False,107.55,106.91,107.26,108.36,108.81
1673,B,False,117.17,115.09,111.39,109.18,105.55
1674,B,False,95.652,94.769,95.222,96.766,96.074
1675,B,False,114.08,116.55,117.67,116.04,117.04
1676,B,False,136.5,134.16,141.46,145.81,128.5
1677,B,False,112.46,113.48,114.34,114.46,114.96
1678,B,True,96.949,100.32,99.303,102.76,104.43
1679,B,False,116.54,118.43,117.06,117.97,116.98
1680,B,False,107.03,107.66,107.27,107.14,107.9
1681,B,False,45.355,44.535,44.475,43.836,98.166
1682,B,False,130.59,130.87,129.12,127.31,126.11
1683,B,False,78.741,79.503,79.95,79.998,79.509
1684,B,False,107.98,107.85,107.39,107.96,106.95
1685,B,False,62.922,59.354,59.374,58.229,60.517
1686,B,False,51.563,51.476,53.089,54.272,53.03
1687,B,False,102.4,104.88,107.15,106.02,108.62
1688,B,False,80.226,70.692,72.087,71.582,64.831
1689,B,False,122.71,125.83,125.66,126.49,129.18
1690,B,False,110.12,118.63,116.38,110.73,109.48
1691,B,False,76.927,76.808,76.485,76.637,76.046
1692,B,False,92.272,92.016,92.244,92.241,91.537
1693,B,False,96.337,97.609,96.067,96.236,96.77
1694,B,False,96.115,95.757,96.64,96.619,96.414
1695,B,False,56.59,53.305,53.683,56.812,55.448
1696,B,False,76.057,76.38,77.185,77.377,77.131
1697,B,True,102.98,102.99,103.09,104.32,102.37
1698,B,False,90.123,90.448,91.687,91.748,91.061
1699,B,False,71.597,72.812,74.065,74.622,75.031
1700,B,False,136.61,135.7,135.01,131.75,125.88
1701,B,False,129.69,132.82,133.31,136.29,138.33
1702,B,False,114.1,113.42,114.0,115.46,114.91
1703,B,False,50.883,47.487,45.108,50.643,45.97
1704,B,False,80.445,80.347,79.736,78.763,77.621
1705,B,True,137.38,135.62,135.23,135.4,135.86
1706,B,False,77.278,72.364,69.699,72.518,70.248
1707,B,False,116.44,116.19,113.45,112.29,118.1
1708,B,False,118.06,116.49,114.93,116.83,116.24
1709,B,False,81.929,80.903,80.742,81.74,81.663
1710,B,False,104.19,103.62,104.54,103.73,104.38
1711,B,False,103.32,102.88,102.65,103.37,101.5
1712,B,False,123.22,123.91,130.33,128.02,125.32
1713,B,False,114.44,112.13,109.16,107.55,108.07
1714,B,False,109.09,107.43,108.95,106.55,108.34
1715,B,False,129.97,130.13,130.57,133.55,133.84
1716,B,False,82.953,79.183,69.888,79.396,71.656
1717,B,False,107.17,105.6,106.54,113.65,117.96
1718,B,False,119.79,118.77,118.63,118.0,117.35
1719,B,False,91.452,92.395,93.229,92.319,92.93
1720,B,False,125.3,126.33,127.21,129.45,131.04
1721,B,False,103.54,104.28,104.78,107.0,109.22
1722,B,False,132.22,129.94,132.6,133.16,133.13
1723,B,False,146.76,152.4,154.53,154.86,150.6
1724,B,False,95.175,96.703,96.45,96.963,96.887
1725,B,False,146.53,148.12,147.71,147.91,146.87
1726,B,False,136.8,129.99,128.29,138.38,139.97
1727,B,False,121.77,121.8,123.65,125.4,124.72
1728,B,False,119.16,120.89,123.09,126.0,128.63
1729,B,False,84.35,82.846,82.158,85.405,85.2
1730,B,False,123.47,124.42,124.1,122.5,124.7
1731,B,False,114.31,119.11,120.55,117.98,118.41
1732,B,False,59.542,65.865,63.845,61.518,64.334
1733,B,False,129.91,127.97,127.76,128.16,128.06
1734,B,False,139.66,139.42,137.3,136.18,135.89
1735,B,False,148.27,149.42,146.33,149.84,148.26
1736,B,False,109.7,111.11,112.54,113.27,110.89
1737,B,False,106.36,106.68,107.39,107.24,109.07
1738,B,False,126.3,126.2,125.11,124.72,125.83
1739,B,False,71.757,69.812,71.145,70.181,71.768
1740,B,False,111.4,110.05,109.97,111.04,110.38
1741,B,False,65.324,64.271,66.393,63.859,67.534
1742,B,False,112.99,113.37,111.92,112.18,112.67
1743,B,False,126.72,124.83,122.45,126.38,126.44
1744,B,False,64.653,64.355,64.699,64.778,65.079
1745,B,False,112.03,112.3,113.46,112.99,113.3
1746,B,False,114.47,114.91,113.37,115.23,115.21
1747,B,False,117.76,120.86,122.02,120.5,120.32
1748,B,True,120.26,119.92,120.02,120.46,121.99
1749,B,False,118.33,119.31,118.98,119.44,121.24
1750,B,False,99.59,98.685,98.843,97.464,97.003
1751,B,False,61.112,60.377,60.148,60.478,60.081
1752,B,False,127.61,127.76,122.57,117.77,127.19
1753,B,False,152.62,146.7,152.26,152.07,151.14
1754,B,False,111.31,111.77,110.17,109.64,111.33
1755,B,False,104.87,103.07,102.7,102.74,103.39
1756,B,False,100.48,100.24,101.88,100.08,100.74
1757,B,False,98.073,98.411,100.06,100.23,101.04
1758,B,False,137.84,142.72,143.97,148.88,150.03
1759,B,False,128.08,128.09,125.68,124.96,125.84
1760,B,False,128.95,128.64,125.31,125.03,124.64
1761,B,False,110.64,110.15,109.67,109.51,110.31
1762,B,False,68.618,71.157,72.443,72.537,72.99
1763,B,False,61.212,61.85,60.461,60.854,58.285
1764,B,False,77.09,77.035,77.775,77.238,77.278
1765,B,False,96.988,96.037,96.561,96.439,95.692
1766,B,False,135.71,136.52,135.71,137.73,140.8
1767,B,False,100.44,105.15,106.7,108.47,105.46
1768,B,False,73.878,49.519,48.437,56.496,59.864
1769,B,False,143.53,145.61,149.93,151.65,145.85
1770,B,False,99.54,98.441,98.657,99.027,99.771
1771,B,False,136.56,137.09,139.1,137.72,137.31
1772,B,False,126.98,129.14,130.5,132.2,133.48
1773,B,False,108.08,109.78,109.61,111.17,111.22
1774,B,False,100.81,98.282,98.592,100.54,101.57
1775,B,False,89.711,89.967,89.452,89.17,89.062
1776,B,False,148.11,145.59,141.59,142.02,144.52
1777,B,False,82.706,84.385,83.447,87.362,82.995
1778,B,False,119.71,115.88,115.99,114.34,114.52
1779,B,False,122.55,126.69,130.69,131.26,130.96
1780,B,False,101.2,98.881,97.259,96.576,96.602
1781,B,False,100.54,102.94,104.77,104.93,105.73
1782,B,False,131.97,133.03,131.9,129.99,130.48
1783,B,False,117.19,118.23,118.55,118.41,120.56
1784,B,False,136.71,143.96,144.42,151.2,147.68
1785,B,False,52.416,52.481,52.874,52.967,53.837
1786,B,False,144.2,143.64,147.57,149.69,154.07
1787,B,False,104.19,105.15,106.45,108.31,110.01
1788,B,False,0.0,0.0,44.75,18.886,47.426
1789,B,False,107.14,107.38,107.77,106.96,108.15
1790,B,False,99.303,102.76,104.43,102.91,103.13
1791,B,False,120.04,118.1,118.8,120.07,118.7
1792,B,False,124.14,126.82,120.87,125.6,120.08
1793,B,False,118.92,120.49,128.87,135.14,131.38
1794,B,False,133.6,131.57,133.87,131.35,131.77
1795,B,False,165.95,160.39,155.41,158.41,162.09
1796,B,False,115.95,117.07,117.62,118.14,118.92
1797,B,False,104.76,104.99,105.79,108.26,110.37
1798,B,True,141.74,136.52,136.52,132.14,127.55
1799,B,False,106.04,104.75,102.3,101.99,102.23
1800,B,False,153.31,151.79,149.08,150.2,149.87
1801,B,False,91.953,91.426,91.104,90.456,91.811
1802,B,False,70.651,69.178,70.499,69.174,71.597
1803,B,False,111.63,111.59,109.09,107.43,108.95
1804,B,False,87.622,87.344,87.581,88.338,88.906
1805,B,False,77.782,78.016,77.983,78.075,77.428
1806,B,False,86.963,86.99,86.726,87.56,87.142
1807,B,False,69.278,71.722,70.293,74.846,70.969
1808,B,False,127.19,126.19,126.42,126.63,126.62
1809,B,False,110.16,112.25,112.77,116.2,118.24
1810,B,False,77.675,76.819,76.93,78.127,77.545
1811,B,False,58.352,57.93,56.642,57.495,57.622
1812,B,False,111.18,113.87,115.21,115.61,116.86
1813,B,False,52.422,50.073,48.898,48.568,48.611
1814,B,False,82.366,79.73,81.804,76.668,74.902
1815,B,False,107.07,106.17,103.92,103.3,102.48
1816,B,False,116.33,116.2,113.61,115.09,114.2
1817,B,False,114.87,114.97,117.5,117.96,116.11
1818,B,False,141.33,139.32,132.8,135.05,140.18
1819,B,False,105.95,107.0,107.55,106.91,107.26
1820,B,True,73.273,73.394,73.535,73.128,73.119
1821,B,False,80.233,79.086,78.437,78.447,79.136
1822,B,False,85.427,86.068,86.541,85.863,86.272
1823,B,False,99.74,100.64,101.02,102.04,103.27
1824,B,False,107.53,107.99,108.45,111.72,112.34
1825,B,False,67.167,67.656,66.91,67.981,67.512
1826,B,False,115.1,115.9,118.49,117.49,118.79
1827,B,False,90.565,91.312,90.559,90.465,89.144
1828,B,False,81.846,81.022,81.2,80.435,80.483
1829,B,False,141.03,141.57,142.6,140.13,138.72
1830,B,False,101.77,103.21,105.58,105.02,104.69
1831,B,False,133.42,130.89,128.11,127.22,124.11
1832,B,False,145.29,148.26,148.07,148.52,148.83
1833,B,False,92.625,93.555,93.719,94.216,94.325
1834,B,False,101.69,102.58,102.27,102.35,101.21
1835,B,False,117.65,120.57,120.44,120.32,120.42
1836,B,False,121.23,120.79,122.49,120.99,119.79
1837,B,False,69.377,68.589,68.456,68.52,69.077
1838,B,False,102.32,100.66,102.23,104.37,104.86
1839,B,False,129.22,130.11,132.99,134.51,136.31
1840,B,False,117.95,115.62,113.36,114.41,113.67
1841,B,False,67.802,67.805,68.135,68.252,68.566
1842,B,False,96.64,96.619,96.414,98.202,97.93
1843,B,False,114.34,113.72,113.88,114.37,116.63
1844,B,False,125.6,127.26,130.77,127.97,129.38
1845,B,False,126.49,124.84,123.54,122.54,120.82
1846,B,False,67.806,67.566,67.675,67.745,68.261
1847,B,False,89.828,90.542,90.435,90.783,89.814
1848,B,False,53.611,57.667,51.967,53.771,60.649
1849,B,False,111.42,109.79,109.39,110.58,106.42
1850,B,False,90.773,93.193,93.519,93.509,92.494
1851,B,False,104.09,104.57,105.07,104.41,106.05
1852,B,False,105.36,104.58,104.64,105.56,104.76
1853,B,False,105.19,107.7,109.7,108.34,107.78
1854,B,False,108.85,107.75,108.54,108.66,107.23
1855,B,False,115.67,115.39,114.76,115.29,114.95
1856,B,False,66.89,67.049,66.119,66.252,67.897
1857,B,False,107.15,108.59,108.78,107.95,108.73
1858,B,False,137.99,140.64,139.81,138.89,139.24
1859,B,False,116.46,116.65,115.92,116.48,115.29
1860,B,False,106.07,107.01,107.34,108.89,108.2
1861,B,False,95.311,95.178,96.345,94.542,94.701
1862,B,False,128.33,125.41,128.1,126.66,124.6
1863,B,False,113.65,112.21,112.59,112.64,112.36
1864,B,False,97.7,98.987,99.874,100.3,100.52
1865,B,False,107.96,109.75,110.16,111.63,113.45
1866,B,False,99.943,101.48,102.75,102.97,102.89
1867,B,False,16.358,14.457,43.774,0.0,24.198
1868,B,False,125.02,127.12,124.74,125.72,126.54
1869,B,False,154.78,153.83,150.71,149.18,149.82
1870,B,False,99.653,99.782,101.4,101.67,101.25
1871,B,False,110.51,109.88,108.53,108.82,109.46
1872,B,False,66.979,66.399,68.004,69.226,70.075
1873,B,False,110.36,109.96,108.03,106.64,105.29
1874,B,False,135.89,135.07,135.6,134.36,133.58
1875,B,False,130.29,127.01,127.09,128.95,128.84
1876,B,False,123.81,122.88,123.84,123.72,123.83
1877,B,False,96.465,97.11,97.951,97.714,97.473
1878,B,False,77.823,81.48,80.624,78.444,79.057
1879,B,False,108.39,107.51,106.84,107.53,108.11
1880,B,False,103.62,104.54,103.73,104.38,102.61
1881,B,False,82.603,62.805,67.907,66.79,69.081
1882,B,False,155.33,157.0,154.77,151.92,150.84
1883,B,False,132.46,131.4,131.9,131.08,127.96
1884,B,False,50.037,53.579,58.348,63.225,67.468
1885,B,False,127.06,129.01,128.23,129.75,128.45
1886,B,False,160.41,156.16,162.69,157.31,155.48
1887,B,False,139.78,139.71,137.05,133.14,135.4
1888,B,False,68.307,69.72,68.771,69.634,69.687
1889,B,False,69.26,48.884,65.269,43.046,45.748
1890,B,False,110.27,110.25,110.62,110.04,110.83
1891,B,False,97.398,98.296,98.317,99.867,99.943
1892,N,False,144.43,143.89,141.13,144.32,141.2
1893,N,False,183.84,177.0,173.57,170.68,170.25
1894,N,False,168.15,168.88,157.75,153.67,161.53
1895,N,False,118.28,117.07,117.67,116.58,118.67
1896,N,False,127.05,126.16,129.44,127.37,122.81
1897,N,False,144.38,139.99,137.28,138.13,139.57
1898,N,False,136.12,130.52,134.07,135.14,131.33
1899,N,False,112.27,112.62,109.12,111.01,111.61
1900,N,False,118.57,119.89,123.39,125.88,130.58
1901,N,False,137.32,141.32,141.7,146.7,143.64
1902,N,False,164.41,178.39,178.34,174.75,166.8
1903,N,False,125.22,123.12,123.72,118.17,117.37
1904,N,False,148.69,147.56,149.52,146.1,153.55
1905,N,False,126.51,125.3,125.62,124.94,127.84
1906,N,False,156.89,155.27,157.04,157.19,155.24
1907,N,False,145.8,143.13,146.14,145.47,145.93
1908,N,False,175.71,180.83,175.52,178.43,171.2
1909,N,False,132.0,130.06,128.66,128.69,128.92
1910,N,False,137.49,134.11,134.05,136.36,134.29
1911,N,False,169.5,169.45,178.26,179.56,184.46
1912,N,False,151.91,142.87,144.87,146.41,145.39
1913,N,False,137.13,137.48,138.35,138.22,139.33
1914,N,False,143.66,143.38,158.22,165.22,158.63
1915,N,False,138.59,136.46,135.55,135.68,143.49
1916,N,False,132.39,121.1,115.44,108.64,108.69
1917,N,False,131.49,131.04,130.76,131.13,122.87
1918,N,False,121.5,121.18,119.07,117.82,116.93
1919,N,False,155.87,151.97,152.42,155.56,151.96
1920,N,False,106.82,106.74,106.68,106.76,106.85
1921,N,False,141.77,141.79,141.96,138.82,139.38
1922,N,False,106.76,105.9,106.25,105.44,106.77
1923,N,False,131.7,132.65,135.03,134.33,133.47
1924,N,False,130.66,129.93,131.16,133.94,132.36
1925,N,False,147.08,144.2,143.96,142.86,147.37
1926,N,False,132.95,134.09,135.28,134.58,133.67
1927,N,False,143.39,144.39,139.55,138.49,136.73
1928,N,False,115.12,112.68,122.07,120.11,108.95
1929,N,False,100.7,99.87,101.21,98.833,100.12
1930,N,False,118.42,118.18,117.27,117.09,116.22
1931,N,False,141.33,138.69,134.06,136.51,139.7
1932,N,False,117.97,117.92,117.09,116.71,115.27
1933,N,False,165.43,173.31,168.31,170.18,176.74
1934,N,False,168.07,165.03,162.1,160.09,169.66
1935,N,False,128.6,121.46,125.5,124.94,125.6
1936,N,False,94.716,94.825,94.325,94.911,96.809
1937,N,False,99.766,100.39,100.05,100.04,99.945
1938,N,False,99.766,100.39,100.05,100.04,99.945
1939,N,False,147.83,142.53,139.31,139.99,136.78
1940,N,False,138.69,138.11,137.46,137.84,139.63
1941,N,False,128.78,134.33,135.28,133.16,129.3
1942,N,False,159.49,157.26,156.66,158.42,153.21
1943,N,False,126.67,125.44,127.92,127.12,126.6
1944,N,False,115.59,116.09,115.24,114.97,114.15
1945,N,False,139.03,138.86,139.35,137.27,138.01
1946,N,False,91.984,90.383,90.174,89.116,88.09
1947,N,False,153.94,156.07,162.36,155.57,149.4
1948,N,False,135.73,143.55,144.56,146.52,143.85
1949,N,False,95.524,95.698,96.565,95.097,94.79
1950,N,False,130.32,134.8,134.78,134.1,133.33
1951,N,False,107.38,107.27,87.755,107.1,107.57
1952,N,False,136.8,137.24,134.22,133.54,133.08
1953,N,False,109.68,112.02,113.25,112.82,113.28
1954,N,False,101.52,123.99,126.32,103.81,127.06
1955,N,False,108.98,109.56,111.78,113.84,114.1
1956,N,False,118.28,118.13,119.35,122.12,123.97
1957,N,False,134.23,131.73,131.74,129.68,131.66
1958,N,False,107.95,109.23,111.06,107.64,107.84
1959,N,False,113.09,112.81,112.73,111.7,111.85
1960,N,False,93.391,91.656,91.64,94.358,93.985
1961,N,False,127.59,127.15,126.37,125.82,126.98
1962,N,False,133.1,131.83,127.05,129.62,129.22
1963,N,False,106.38,107.35,107.93,107.98,107.22
1964,N,False,140.79,142.08,140.64,139.84,138.38
1965,N,False,109.11,108.17,107.55,108.07,106.63
1966,N,False,77.427,76.365,77.641,76.285,75.7
1967,N,False,86.423,86.548,85.188,86.652,86.847
1968,N,False,130.03,130.64,132.69,132.93,133.68
1969,N,False,130.03,130.64,132.69,132.93,133.68
1970,N,False,81.765,81.48,83.602,86.36,87.593
1971,N,False,99.766,100.73,100.41,100.38,100.96
1972,N,False,98.862,99.35,99.961,100.42,100.87
1973,N,False,147.09,145.05,144.29,143.23,149.58
1974,N,False,121.7,121.54,121.37,121.13,121.6
1975,N,False,126.18,125.73,126.84,127.24,127.25
1976,N,False,108.92,109.72,110.03,110.4,109.96
1977,N,False,112.11,112.25,110.81,111.03,110.47
1978,N,False,153.22,157.05,156.05,158.42,161.69
1979,N,False,113.24,112.88,112.53,113.25,112.97
1980,N,False,113.24,112.88,112.53,113.25,112.97
1981,N,False,135.08,134.24,136.07,137.62,133.98
1982,N,False,135.08,134.24,136.07,137.62,133.98
1983,N,False,125.45,123.13,123.87,124.57,125.64
1984,N,False,90.328,90.048,90.551,91.077,90.728
1985,N,False,137.36,138.29,139.16,138.4,133.69
1986,N,False,103.7,104.25,104.28,104.38,104.96
1987,N,False,97.935,97.948,97.741,98.176,97.164
1988,N,False,157.02,154.85,152.63,154.39,162.87
1989,N,False,126.57,132.65,118.96,118.53,119.39
1990,N,False,153.43,157.29,162.73,168.82,164.69
1991,N,False,140.47,137.87,137.09,142.18,136.88
1992,N,False,103.29,103.2,104.39,104.17,104.54
1993,N,False,115.07,115.53,114.92,114.41,113.17
1994,N,False,112.51,112.24,112.05,111.75,110.85
1995,N,False,136.89,139.57,140.39,141.08,139.59
1996,N,False,100.66,102.89,103.03,103.51,102.22
1997,N,False,64.395,109.16,114.68,114.98,125.04
1998,N,False,132.11,127.76,127.11,125.05,126.54
1999,N,False,123.96,124.44,126.63,125.04,129.03
2000,N,False,121.68,121.5,119.24,117.81,118.7
2001,N,False,123.08,120.62,122.26,121.5,123.73
2002,N,False,74.025,75.619,70.355,76.48,74.346
2003,N,False,100.0,101.55,104.44,103.88,105.08
2004,N,False,139.73,141.19,141.51,140.0,141.34
2005,N,False,129.42,129.37,129.13,131.97,132.44
2006,N,False,153.52,152.92,154.43,152.8,154.97
2007,N,False,141.02,141.77,139.56,141.54,142.08
2008,N,False,131.22,131.27,128.99,129.56,130.56
2009,N,False,150.63,154.13,153.02,159.99,164.5
2010,N,False,138.38,133.38,133.6,128.07,128.92
2011,N,False,116.82,117.89,116.94,117.06,118.19
2012,N,False,144.68,146.0,143.62,142.72,142.86
2013,N,False,103.84,102.63,102.24,101.76,100.68
2014,N,False,103.84,102.63,102.24,101.76,100.68
2015,N,False,187.73,179.58,178.61,178.07,177.81
2016,N,False,113.49,116.23,117.07,114.25,119.31
2017,N,False,88.96,87.55,87.905,86.97,87.402
2018,N,False,142.55,142.65,141.92,138.01,138.69
2019,N,False,104.01,104.39,105.84,106.81,106.82
2020,N,False,120.21,123.25,124.05,127.35,128.0
2021,N,False,114.85,114.3,114.83,115.73,115.8
