,FLARE_TYPE,COINCIDENCE,MEANPOT_1,MEANPOT_2,MEANPOT_3,MEANPOT_4,MEANPOT_5
323,M,False,6554.9,6418.8,6392.7,6400.1,6379.9
324,M,True,9184.5,9222.5,9297.5,9351.5,9311.6
325,M,False,8796.0,8829.2,8843.8,8933.2,8936.4
326,M,False,8605.0,8693.0,8490.2,8523.1,8320.5
327,M,False,8798.0,8861.4,8886.5,9068.4,9143.9
328,M,False,5440.8,5331.3,5213.5,5218.2,5122.6
329,M,True,9266.5,9384.6,9484.9,9541.8,9506.0
330,M,False,7938.8,7899.9,7767.1,7659.4,7612.6
331,M,True,2555.5,2586.1,2331.2,2323.4,2343.4
332,M,True,12537.0,12429.0,12263.0,12409.0,12417.0
333,M,True,10216.0,10493.0,10296.0,10564.0,10474.0
334,M,False,10756.0,10864.0,10949.0,10998.0,10980.0
335,M,False,10222.0,10313.0,10497.0,10607.0,10771.0
336,M,False,5380.1,5208.8,5178.0,5002.9,4982.0
337,M,False,10325.0,10146.0,10089.0,10211.0,10290.0
338,M,True,15385.0,15288.0,15302.0,15291.0,15305.0
339,M,False,3058.0,3030.5,3080.8,3068.4,3013.0
340,M,False,11130.0,11004.0,10905.0,10812.0,10678.0
341,M,False,1792.4,1937.7,2593.9,3550.9,4032.6
342,M,False,10706.0,9293.9,9303.7,9097.1,9467.8
343,M,False,9847.0,9564.8,9674.9,9658.0,9396.7
344,M,False,9377.7,9951.7,9102.1,9179.4,8913.2
345,M,False,7359.4,7808.6,7400.4,7700.8,7389.1
346,M,False,7939.0,7923.0,7566.5,7356.0,7435.5
347,M,True,15619.0,15453.0,15414.0,15275.0,14903.0
348,M,False,14788.0,14576.0,14213.0,14205.0,14123.0
349,M,False,15365.0,15141.0,14853.0,15010.0,14889.0
350,M,True,13194.0,13150.0,13175.0,13104.0,12839.0
351,M,False,14500.0,14294.0,14121.0,14017.0,13633.0
352,M,True,5042.5,5264.1,5389.4,5589.7,5675.1
353,M,True,19006.0,19019.0,18914.0,18850.0,18687.0
354,M,False,17562.0,17529.0,17455.0,17428.0,17286.0
355,M,False,20017.0,20001.0,20130.0,20293.0,20349.0
356,M,False,5327.2,5278.0,5333.2,5336.9,5436.6
357,M,False,19650.0,19779.0,19935.0,20268.0,20387.0
358,M,False,21019.0,21174.0,21008.0,21054.0,21096.0
359,M,False,8112.0,7985.0,7970.9,7865.6,7813.0
360,M,True,25132.0,24760.0,24708.0,24675.0,24434.0
361,M,False,24040.0,24043.0,23751.0,23666.0,23578.0
362,M,False,23744.0,23756.0,23832.0,23529.0,23493.0
363,M,False,20883.0,21292.0,21603.0,21128.0,21403.0
364,M,True,16757.0,16591.0,16488.0,16205.0,16244.0
365,M,False,16037.0,16057.0,16187.0,16452.0,16562.0
366,M,False,9524.6,9471.7,9439.2,9387.4,9320.7
367,M,True,7841.4,7742.2,7784.0,7665.9,7643.7
368,M,True,8181.8,8154.1,8223.5,8309.2,8469.8
369,M,True,10892.0,10926.0,10750.0,10965.0,10772.0
370,M,True,10388.0,10578.0,10792.0,11052.0,11007.0
371,M,True,10115.0,9967.3,9911.5,9894.3,9912.4
372,M,True,10083.0,10168.0,10215.0,10194.0,10222.0
373,M,True,10098.0,10305.0,10306.0,10277.0,10265.0
374,M,False,10084.0,10237.0,10134.0,10058.0,10089.0
375,M,False,10626.0,10857.0,10872.0,11002.0,10820.0
376,M,True,13298.0,13411.0,13581.0,13505.0,13741.0
377,M,False,12473.0,12422.0,12482.0,12456.0,12438.0
378,M,False,12385.0,12290.0,12220.0,12311.0,12455.0
379,M,False,12833.0,12876.0,12921.0,13004.0,13174.0
380,M,False,7680.9,7554.3,7496.8,7374.4,7385.7
381,M,False,6351.8,6243.7,6135.2,6070.2,6002.5
382,M,False,5762.9,5780.8,5830.4,5851.5,5924.3
383,M,False,9815.7,9780.2,9848.4,10033.0,10040.0
384,M,False,2462.4,2546.1,2509.9,2559.0,2617.9
385,M,False,805.74,800.38,799.07,794.6,797.58
386,M,False,4242.9,4257.4,4298.8,4344.8,4360.1
387,M,False,10547.0,10604.0,10576.0,10648.0,10702.0
388,M,True,3521.9,3323.6,3406.7,3385.4,3231.0
389,M,True,3525.5,3550.7,3288.5,3856.3,3754.6
390,M,True,3917.4,3909.3,4057.0,3789.6,3708.2
391,M,False,4263.0,4214.1,4194.4,4370.6,4519.1
392,M,False,5268.5,5420.3,5583.2,5720.3,6092.8
393,M,False,5753.8,5714.7,5719.4,5611.6,5733.2
394,M,True,4514.0,4527.6,4412.4,4522.9,4491.8
395,M,False,4319.3,4319.2,4389.5,4496.5,4621.3
396,M,False,2792.6,2938.0,2702.6,2883.2,2529.7
397,M,True,6627.0,6512.2,6475.2,6388.6,6394.6
398,M,True,5595.2,5647.6,5601.7,5637.0,5853.3
399,M,False,6071.9,6069.2,5853.7,6049.5,5998.2
400,M,False,3963.6,3982.1,3926.2,4042.3,4076.4
401,M,False,13885.0,14340.0,14151.0,14285.0,14361.0
402,M,True,6123.1,6323.9,6342.3,6308.0,6369.0
403,M,False,6353.5,6429.7,6402.4,6315.8,6385.4
404,M,False,6974.6,7014.9,6932.4,6951.1,6952.5
405,M,False,4786.6,4767.6,4750.0,4810.0,4841.8
406,M,False,8073.6,8098.4,8079.7,8013.1,8026.7
407,M,False,5450.4,5397.1,5361.3,5336.6,5298.1
408,M,False,9888.5,9862.2,9813.3,9793.2,9802.6
409,M,True,7020.2,7250.6,7117.5,7370.8,6961.8
410,M,False,5883.5,5798.6,5775.4,5710.0,5792.3
411,M,False,9481.2,9499.8,9530.8,9554.8,9667.3
412,M,False,10168.0,10372.0,10161.0,10313.0,10395.0
413,M,False,2660.8,2712.1,2768.3,2781.2,2830.8
414,M,False,11613.0,11528.0,11523.0,11483.0,11393.0
415,M,True,10939.0,10679.0,10652.0,10342.0,10506.0
416,M,True,9662.1,9726.1,9608.4,9653.2,9484.8
417,M,True,8131.2,8457.8,8172.4,8221.3,8383.9
418,M,True,10709.0,10660.0,10817.0,10797.0,10818.0
419,M,True,6455.4,6632.7,6489.8,6937.6,6584.2
420,M,False,5641.4,5613.8,5998.3,5950.2,5557.9
421,M,False,6385.4,6246.8,6121.0,6075.2,6006.7
422,M,False,6451.9,6698.6,6579.1,6683.3,6621.7
423,M,False,9771.8,9890.4,9783.8,9969.9,10092.0
424,M,False,5721.0,5740.7,5749.7,5702.2,5667.2
425,M,False,6558.7,6563.2,6461.4,6263.9,6226.3
426,M,False,5185.0,5234.3,5197.1,5177.6,5218.4
427,M,False,1807.1,1818.0,1831.9,1844.5,1866.9
428,M,True,4767.2,4633.0,4618.8,4562.4,4504.5
429,M,False,4247.9,4179.8,4119.0,4142.4,4162.2
430,M,False,2728.7,2702.9,2728.8,2688.8,2664.5
431,M,False,7154.5,7115.6,7111.6,7267.9,7220.2
432,M,False,5675.3,5556.3,5544.2,5543.2,5574.0
433,M,True,2556.9,2533.3,2526.9,2524.7,2513.7
434,M,False,2526.9,2524.7,2513.7,2505.1,2525.6
435,M,False,2827.2,2817.8,2744.6,2739.2,2699.6
436,M,True,4693.4,4761.6,5101.4,4861.8,4943.8
437,M,True,14219.0,14303.0,14153.0,14005.0,13896.0
438,M,False,13922.0,13743.0,13492.0,13384.0,13252.0
439,M,False,14535.0,14726.0,14959.0,15205.0,15384.0
440,M,False,15384.0,15458.0,15544.0,15748.0,15560.0
441,M,False,14822.0,14795.0,14729.0,14730.0,14701.0
442,M,True,17035.0,17085.0,17240.0,17257.0,17311.0
443,M,False,18254.0,17962.0,17734.0,17596.0,17451.0
444,M,True,20200.0,20343.0,20627.0,20643.0,20599.0
445,M,True,19821.0,19751.0,19666.0,19616.0,19569.0
446,M,True,16164.0,16040.0,15922.0,15745.0,15793.0
447,M,False,15922.0,15745.0,15793.0,15888.0,15905.0
448,M,False,16083.0,16158.0,16253.0,16276.0,16278.0
449,M,False,15901.0,15860.0,15912.0,15969.0,15912.0
450,M,False,15978.0,16029.0,16086.0,16061.0,16068.0
451,M,True,15706.0,15644.0,15556.0,15447.0,15311.0
452,M,False,15171.0,15004.0,14987.0,15067.0,15010.0
453,M,False,15091.0,14936.0,14790.0,14680.0,14569.0
454,M,False,14725.0,14789.0,14762.0,14808.0,14800.0
455,M,False,14581.0,14556.0,14431.0,14374.0,14340.0
456,M,True,13369.0,13422.0,13596.0,13553.0,13569.0
457,M,True,12926.0,12937.0,13020.0,13076.0,13248.0
458,M,False,13113.0,13054.0,13014.0,12993.0,12981.0
459,M,False,13541.0,13465.0,13470.0,13675.0,13800.0
460,M,False,13749.0,13632.0,13499.0,13443.0,13435.0
461,M,False,13421.0,13351.0,13602.0,13539.0,13515.0
462,M,False,13737.0,13640.0,13737.0,13302.0,13608.0
463,M,False,14055.0,14217.0,14402.0,14475.0,14416.0
464,M,False,14416.0,14548.0,14464.0,14558.0,14793.0
465,M,False,15824.0,15443.0,15706.0,15873.0,15675.0
466,M,True,5160.8,5004.9,5080.6,5517.1,5052.3
467,M,False,5765.5,5750.5,5768.3,5906.1,6321.4
468,M,True,6382.4,6021.4,6595.3,6710.1,6778.7
469,M,True,6580.9,6625.2,6558.9,6284.2,6202.1
470,M,True,6872.7,6874.1,6894.8,6776.0,6688.7
471,M,False,6982.5,6925.2,7114.0,7158.9,7259.7
472,M,False,7315.2,7232.1,7087.3,7080.7,6939.3
473,M,False,7370.9,7409.8,7337.1,7354.3,7263.9
474,M,False,8247.4,8138.1,8084.2,8032.7,8028.9
475,M,True,8533.0,8653.9,8342.5,8317.5,8502.3
476,M,True,9168.7,9019.3,9070.0,9221.2,9400.8
477,M,False,7645.3,7686.9,7832.3,7967.7,7979.0
478,M,False,16877.0,16686.0,16567.0,16334.0,16235.0
479,M,True,16466.0,16286.0,16047.0,15991.0,15872.0
480,M,True,16193.0,16037.0,15930.0,15661.0,15456.0
481,M,False,14770.0,14763.0,14734.0,14754.0,14782.0
482,M,False,14045.0,14032.0,13936.0,13978.0,13975.0
483,M,False,4025.7,4095.9,4161.0,4242.0,4264.2
484,M,True,9622.7,9644.1,9662.8,9656.6,9710.4
485,M,True,7595.5,7653.1,7640.6,7627.9,7609.0
486,M,False,9490.3,9596.4,9663.4,9593.2,9729.7
487,M,True,10555.0,10544.0,10563.0,10571.0,10589.0
488,M,True,7093.1,7195.4,7226.2,7267.6,7329.4
489,M,False,15363.0,15381.0,15435.0,15342.0,15316.0
490,M,False,6868.1,6837.0,6802.2,6889.1,6866.5
491,M,False,5386.0,5438.0,5497.3,5556.4,5664.3
492,M,False,10931.0,10837.0,10905.0,10994.0,11015.0
493,M,False,13372.0,13290.0,13199.0,13034.0,13000.0
494,M,False,9944.8,9794.9,9557.5,9484.8,9449.3
495,M,False,12100.0,12051.0,11977.0,11945.0,11938.0
496,M,False,2111.4,2123.4,2747.7,1834.7,2182.7
497,M,True,12654.0,12627.0,12617.0,12633.0,12721.0
498,M,False,13651.0,13682.0,13574.0,13549.0,13410.0
499,M,False,12153.0,11940.0,11862.0,11755.0,11460.0
500,M,False,6236.9,6210.8,6194.0,6182.2,6206.2
501,M,False,6682.9,6656.7,6600.5,6565.0,6559.6
502,M,False,8856.4,8873.8,8878.0,8917.5,8301.0
503,M,False,6225.5,6194.2,6107.3,6336.3,6165.1
504,M,False,7081.3,7100.5,6951.3,6907.7,6904.6
505,M,False,4766.7,4956.4,4861.0,4992.0,6339.4
506,M,False,6911.4,7066.2,6859.5,7084.6,6854.0
507,M,True,6507.2,6506.1,6588.9,6576.4,6602.9
508,M,False,6846.0,7022.9,6998.3,6889.6,7080.7
509,M,True,7287.3,7191.1,7090.9,7075.9,7075.4
510,M,True,9482.1,9633.6,9656.7,9674.5,9704.9
511,M,False,12035.0,12333.0,12549.0,12711.0,12831.0
512,M,True,13635.0,13568.0,13629.0,13590.0,13611.0
513,M,True,15688.0,15912.0,16013.0,16197.0,16393.0
514,M,False,16197.0,16393.0,16458.0,16620.0,16720.0
515,M,False,16653.0,16692.0,16511.0,16721.0,16437.0
516,M,False,18960.0,19184.0,19346.0,19779.0,20177.0
517,M,False,21261.0,21060.0,20815.0,20702.0,20589.0
518,M,False,18487.0,18240.0,17910.0,17782.0,17606.0
519,M,True,15165.0,15236.0,14936.0,14911.0,14872.0
520,M,True,11889.0,11747.0,12002.0,11981.0,11804.0
521,M,False,12340.0,12117.0,11942.0,11912.0,11799.0
522,M,False,7874.1,7898.2,7957.9,7870.7,7743.1
523,M,False,5040.0,5094.0,5075.4,5103.3,5207.3
524,M,False,10888.0,11931.0,11776.0,11253.0,11125.0
525,M,True,2492.7,2454.8,2416.5,2475.3,2433.6
526,M,True,3144.8,3101.8,3290.5,3269.8,3451.4
527,M,False,4679.6,4463.0,4334.2,4439.6,4255.3
528,M,False,4465.1,4827.5,4586.0,4537.7,4151.0
529,M,False,6404.6,6088.4,6162.2,6139.0,6313.6
530,M,False,9841.3,9690.9,9517.5,10427.0,10359.0
531,M,True,7834.2,7769.6,7721.3,7688.3,7668.0
532,M,False,8281.2,8447.7,8609.7,8848.6,8842.9
533,M,False,9070.3,9233.6,9133.3,9276.1,9198.2
534,M,True,3897.8,3882.1,3780.5,3682.8,3729.3
535,M,False,4941.0,4920.9,5040.3,5003.6,5169.0
536,M,False,4149.2,4101.7,4113.7,4081.7,4168.3
537,M,False,11661.0,11431.0,11465.0,11478.0,11481.0
538,M,True,18512.0,18696.0,18649.0,18538.0,18229.0
539,M,False,17781.0,17699.0,17640.0,17677.0,17768.0
540,M,False,17766.0,17719.0,17702.0,17717.0,17599.0
541,M,True,5176.7,5334.5,5319.7,5329.5,5339.5
542,M,False,4487.4,4426.7,4404.9,4314.0,4261.8
543,M,False,19771.0,19944.0,20183.0,20327.0,20522.0
544,M,False,13455.0,13463.0,13546.0,13758.0,13818.0
545,M,False,5713.0,5592.7,5435.2,5532.8,5552.1
546,M,True,4629.1,4570.2,4598.1,4592.8,4564.8
547,M,False,10579.0,10694.0,10812.0,11096.0,11242.0
548,M,True,6439.6,6329.0,6375.1,6267.7,6320.9
549,M,True,6879.3,6952.5,6798.6,6815.7,6858.3
550,M,False,6945.9,7053.2,7337.1,7576.5,7692.6
551,M,True,8828.2,8549.4,8450.9,8413.9,8402.8
552,M,False,10654.0,10551.0,10438.0,10385.0,10372.0
553,M,True,13593.0,13387.0,13370.0,13194.0,13182.0
554,M,False,13893.0,14086.0,14221.0,14516.0,14642.0
555,M,False,15343.0,15230.0,15068.0,14906.0,14735.0
556,M,True,11671.0,11666.0,11561.0,11443.0,11376.0
557,M,False,11268.0,11357.0,11321.0,11539.0,11398.0
558,M,False,10188.0,9967.2,9974.5,9996.8,10178.0
559,M,False,7667.0,7757.0,8053.5,8056.2,8220.9
560,M,False,8114.0,8014.5,7940.0,7778.9,7547.7
561,M,True,16025.0,15944.0,16078.0,16042.0,16078.0
562,M,True,15525.0,15521.0,15679.0,15506.0,15778.0
563,M,True,3982.9,4012.9,4053.4,4043.3,3898.1
564,M,True,17291.0,17147.0,17049.0,17081.0,17068.0
565,M,True,18015.0,17845.0,17812.0,17602.0,17574.0
566,M,False,16955.0,16694.0,16727.0,16631.0,16591.0
567,M,True,8945.5,10470.0,9577.4,9585.0,9806.7
568,M,True,16872.0,16829.0,16650.0,16587.0,16570.0
569,M,False,16217.0,16169.0,16257.0,16391.0,16757.0
570,M,False,8455.9,9101.3,8678.7,7950.6,8595.5
571,M,False,16757.0,16970.0,17103.0,17280.0,17488.0
572,M,False,17488.0,17574.0,17615.0,17558.0,17437.0
573,M,False,8646.9,9645.9,8791.8,8952.7,8438.7
574,M,True,16593.0,16644.0,16842.0,16710.0,16787.0
575,M,True,16372.0,16293.0,16247.0,16346.0,16518.0
576,M,False,15047.0,14948.0,14873.0,14773.0,14804.0
577,M,True,14559.0,14537.0,14573.0,14486.0,14619.0
578,M,True,12684.0,12614.0,12602.0,12691.0,12578.0
579,M,True,11091.0,10921.0,10900.0,10991.0,10919.0
580,M,False,9778.7,9694.8,9489.5,9332.9,9579.8
581,M,False,10150.0,10075.0,9864.1,9967.4,9771.5
582,M,False,8844.5,8707.6,8770.3,8883.3,9507.1
583,M,True,3800.3,3765.9,3766.9,3769.0,3837.5
584,M,False,3610.2,3684.3,3690.4,3724.6,3808.7
585,M,True,3877.4,3893.9,3840.9,3728.1,3528.2
586,M,False,3840.9,3728.1,3528.2,3406.7,3314.2
587,M,False,8498.4,8550.8,8543.5,8725.7,8671.4
588,M,True,9912.7,9876.3,9757.8,9685.2,9425.8
589,M,False,9034.9,9054.9,8836.5,9048.5,8877.7
590,M,False,10793.0,10601.0,10437.0,10150.0,10064.0
591,M,False,5601.5,5596.3,5499.3,5437.0,5432.0
592,M,False,9821.3,9912.4,9456.5,10144.0,10083.0
593,M,False,13013.0,13113.0,13237.0,13365.0,13312.0
594,M,False,4284.4,4218.2,4116.8,4109.4,4024.6
595,M,False,4923.3,4696.4,4652.4,4696.3,4699.1
596,M,False,5526.4,5550.1,5717.8,5765.1,5799.6
597,M,True,5657.4,5683.1,5888.4,6022.2,6157.3
598,M,False,6305.0,6291.3,6313.7,6273.7,6223.7
599,M,False,14344.0,14368.0,14315.0,14285.0,14250.0
600,M,True,15463.0,15465.0,15484.0,15592.0,15472.0
601,M,False,15472.0,15498.0,15492.0,15473.0,15529.0
602,M,True,9279.9,9336.4,9372.6,9482.7,9415.8
603,M,False,9927.2,9956.5,10065.0,9902.5,9984.6
604,M,False,10065.0,9902.5,9984.6,9909.1,9726.0
605,M,True,8890.5,8901.5,8829.5,8743.5,8753.6
606,M,False,8048.1,8277.9,7738.4,7847.9,7874.3
607,M,True,2571.8,2689.4,2657.7,2603.9,2665.1
608,M,False,3284.6,3137.9,3041.0,2994.8,3117.3
609,M,True,9737.1,9737.7,9713.5,9401.7,9432.4
610,M,True,7894.6,7841.3,7840.2,7872.8,8033.7
611,M,False,7531.8,7534.0,7471.5,7472.7,7451.9
612,M,True,6982.0,6855.6,6888.1,7029.5,7088.0
613,M,False,6926.2,6834.0,6616.2,6577.6,6591.7
614,M,False,6799.5,7032.0,7187.7,7288.0,7166.3
615,M,False,11506.0,11442.0,11461.0,11222.0,11138.0
616,M,False,11573.0,11650.0,11763.0,11810.0,11848.0
617,M,False,15970.0,16058.0,15813.0,15878.0,16000.0
618,M,True,11164.0,11035.0,10985.0,10924.0,11082.0
619,M,True,12435.0,12576.0,12905.0,13371.0,13469.0
620,M,False,13469.0,13553.0,13625.0,13452.0,13290.0
621,M,False,13458.0,13501.0,13728.0,13977.0,14370.0
622,M,False,13728.0,13977.0,14370.0,14615.0,15001.0
623,M,False,15782.0,16053.0,16053.0,16341.0,16617.0
624,M,False,17445.0,17441.0,17501.0,17624.0,17588.0
625,M,False,17431.0,17391.0,17388.0,17329.0,17337.0
626,M,False,17337.0,17316.0,17444.0,17289.0,17241.0
627,M,True,19454.0,19717.0,19917.0,20002.0,20021.0
628,M,True,19392.0,19469.0,19306.0,19508.0,19785.0
629,M,False,20417.0,20290.0,20341.0,20533.0,20433.0
630,M,True,21676.0,21384.0,21289.0,21114.0,21020.0
631,M,True,21445.0,21341.0,20623.0,20935.0,20885.0
632,M,False,20623.0,20935.0,20885.0,20810.0,20863.0
633,M,True,18805.0,18286.0,18163.0,18318.0,18093.0
634,M,False,17940.0,17803.0,18291.0,18183.0,18279.0
635,M,False,18126.0,18122.0,18229.0,17857.0,18133.0
636,M,True,15225.0,15238.0,15144.0,15305.0,15363.0
637,M,True,13290.0,12980.0,12993.0,12938.0,12906.0
638,M,False,13552.0,13170.0,13680.0,13067.0,13568.0
639,M,False,12622.0,12747.0,12695.0,12528.0,12639.0
640,M,True,11281.0,11262.0,11038.0,10805.0,10870.0
641,M,False,5055.1,5043.4,5091.1,5089.2,5026.9
642,M,True,6482.6,6525.9,6472.9,6513.3,6632.0
643,M,False,7158.9,7010.9,7012.5,6949.2,6922.8
644,M,False,7216.9,7265.3,7243.8,7219.6,7354.3
645,M,False,2042.8,2005.7,2195.6,2083.6,2254.7
646,M,False,5321.2,6303.3,6224.5,6455.1,6313.1
647,M,False,8710.3,8905.2,9117.3,9242.8,9511.6
648,M,False,6557.9,6628.4,6557.0,6421.2,6515.4
649,M,False,17780.0,17534.0,17357.0,17167.0,17138.0
650,M,False,7196.5,7215.9,7308.4,7265.4,7309.3
651,C,True,5921.2,5985.8,6046.1,6040.0,6107.4
652,C,True,3988.6,3971.9,4007.2,4015.1,4023.8
653,C,False,1729.1,1702.7,1720.4,1743.0,1742.2
654,C,False,4887.3,4601.3,4494.1,4573.8,4549.7
655,C,False,3360.2,3354.6,3371.3,3363.5,3398.6
656,C,False,948.33,1324.4,878.87,1068.9,1121.8
657,C,False,5789.0,6459.7,6366.1,5583.6,5193.9
658,C,False,3029.7,3040.8,3005.8,3038.8,3264.1
659,C,False,13352.0,13050.0,13062.0,13101.0,12942.0
660,C,True,9445.7,9374.2,9357.7,9465.9,9475.0
661,C,False,4789.6,4771.2,4820.4,4825.7,4889.8
662,C,False,10713.0,10626.0,10529.0,10602.0,10297.0
663,C,False,3798.5,4131.4,3913.5,3724.2,3322.3
664,C,False,5729.9,5760.5,5805.8,5789.9,5779.2
665,C,True,2138.9,2157.2,2199.2,2217.6,2183.4
666,C,True,7947.3,8074.7,8048.3,8226.3,8135.1
667,C,False,5416.3,5409.2,5285.6,5316.3,5259.6
668,C,False,3146.3,3163.1,3212.5,3310.5,3409.2
669,C,False,3720.9,3714.3,3731.7,3725.8,3781.9
670,C,True,5096.6,5036.5,5097.1,5092.7,4818.5
671,C,False,10638.0,10670.0,10903.0,10845.0,10860.0
672,C,False,9455.2,9454.2,9445.0,9369.0,9461.2
673,C,False,2908.5,2888.6,2862.5,2814.7,2830.7
674,C,False,2204.0,2293.7,2264.9,2174.1,2117.4
675,C,False,4445.8,4345.3,4232.9,4161.4,4062.2
676,C,False,4527.6,4483.2,4441.7,4391.6,4343.1
677,C,True,8099.2,8009.6,7978.7,7909.2,7844.4
678,C,False,4399.0,4523.4,4429.1,4535.7,4552.4
679,C,False,2163.1,2179.3,2229.5,2203.7,2160.8
680,C,False,8461.1,8362.6,8321.0,8505.1,8299.9
681,C,False,7264.5,7234.2,7272.2,7264.7,7192.1
682,C,True,7871.2,7771.0,7878.3,7794.2,7781.3
683,C,False,3500.3,3470.7,3505.2,3550.5,3584.5
684,C,False,13772.0,13933.0,13991.0,14191.0,14295.0
685,C,False,5096.6,5036.5,5097.1,5092.7,4818.5
686,C,False,0.0,825.0,5892.5,310.36,555.48
687,C,True,9197.9,9243.9,9364.9,9361.1,9386.2
688,C,False,4103.4,3969.6,4039.5,4321.8,4342.6
689,C,False,5141.3,5061.8,5089.2,5151.8,4788.4
690,C,False,9055.3,10350.0,10883.0,10912.0,10899.0
691,C,False,3449.3,3471.7,3561.0,3680.4,3729.8
692,C,True,0.0,0.0,0.0,0.0,0.0
693,C,False,3758.1,3861.6,3790.8,3858.4,3875.2
694,C,False,6510.0,6501.8,6548.7,6554.3,6447.0
695,C,False,895.39,927.28,949.97,990.42,1029.4
696,C,False,11054.0,11084.0,11079.0,10968.0,10979.0
697,C,False,6880.8,6775.9,6730.4,6742.7,6738.8
698,C,False,2384.7,2371.3,2395.1,2427.7,2451.7
699,C,False,2919.8,2948.8,2936.6,2980.6,3063.1
700,C,False,1720.2,1768.7,1818.0,1811.8,1832.3
701,C,False,2288.2,2198.8,2220.5,2186.7,2162.0
702,C,True,5718.9,5873.7,5692.1,4702.0,4885.8
703,C,False,12048.0,12010.0,12034.0,12093.0,12134.0
704,C,False,3593.9,3647.6,3690.5,3487.0,2923.4
705,C,False,11774.0,11623.0,11563.0,11469.0,11440.0
706,C,False,7197.8,7208.4,5863.4,7098.3,7062.2
707,C,False,5097.3,5142.6,4983.5,4956.5,4914.2
708,C,False,5213.2,5106.4,5101.6,5112.5,5102.6
709,C,False,1873.3,1845.2,1889.1,1857.3,1875.0
710,C,True,2774.6,2770.7,2744.9,2688.9,2647.8
711,C,False,2724.1,2469.0,2486.0,3031.9,2752.9
712,C,False,9577.4,9791.1,9879.4,9976.1,10067.0
713,C,False,13783.0,13684.0,13643.0,13536.0,13564.0
714,C,False,3749.3,3757.6,3766.5,3776.3,3792.1
715,C,False,9373.0,9634.9,9936.5,10086.0,10339.0
716,C,False,6076.0,6045.1,6069.1,6144.2,6112.2
717,C,False,3879.6,3823.7,3840.6,3850.3,3917.2
718,C,True,2274.2,2247.0,2215.1,2211.4,2119.8
719,C,False,7171.3,7110.0,7471.2,7480.2,7361.6
720,C,False,3342.0,3316.3,3151.0,2995.6,2960.6
721,C,False,2211.6,2161.9,2191.1,2219.8,2196.1
722,C,False,6018.7,5946.3,5736.5,5730.3,5709.8
723,C,False,8662.8,8635.5,8578.6,8621.7,8589.5
724,C,False,1685.1,1686.9,1645.4,1621.1,1651.6
725,C,True,5533.9,5693.8,5467.5,5627.6,5932.7
726,C,False,5842.7,5724.0,5747.3,5816.2,5855.6
727,C,False,3659.6,3616.0,3588.6,3591.2,3619.0
728,C,False,4976.3,4916.3,4807.4,4712.8,4682.6
729,C,False,7311.4,7553.1,7422.9,7521.2,7303.4
730,C,False,3864.7,3768.1,3744.4,3897.8,3873.5
731,C,False,6133.9,6125.8,6023.2,6073.5,5963.6
732,C,False,5271.9,5297.9,5334.9,5305.1,5338.2
733,C,False,8142.3,8108.2,7938.7,7893.7,7868.6
734,C,False,12150.0,12315.0,12224.0,12188.0,12252.0
735,C,False,1384.2,1348.7,1296.5,1236.6,1219.2
736,C,False,5921.2,5985.8,6046.1,6040.0,6107.4
737,C,False,8322.2,8283.3,8225.7,8264.8,8144.4
738,C,False,10586.0,10458.0,10202.0,10014.0,10015.0
739,C,False,4314.6,4273.0,4255.5,4276.5,4228.3
740,C,False,7396.7,7146.2,7152.0,7149.4,6991.2
741,C,False,1942.8,1883.6,1850.5,1836.2,1824.4
742,C,False,6562.3,6347.3,6278.6,6060.5,5972.2
743,C,False,9999.7,10098.0,10108.0,10165.0,10257.0
744,C,False,8266.3,8184.1,8384.0,8427.1,8316.4
745,C,False,9271.8,9327.9,9278.3,5193.8,9275.5
746,C,False,5944.2,5974.3,5950.1,5835.5,5819.5
747,C,False,8814.9,8668.5,8511.2,8482.1,8636.8
748,C,False,5629.3,5785.4,5773.0,5849.8,5943.7
749,C,False,9445.7,9374.2,9357.7,9465.9,9475.0
750,C,False,5591.4,5619.7,5694.4,5739.2,5821.3
751,C,False,4998.0,5016.9,4995.0,5022.5,4999.2
752,C,False,2013.3,2058.8,2141.0,2167.4,2218.8
753,C,False,7302.1,7330.2,7439.6,7497.8,7507.9
754,C,False,6036.5,5984.0,6093.5,6163.9,6287.1
755,C,False,7766.5,7698.3,7631.5,7679.5,7747.9
756,C,False,2722.9,2939.2,3553.9,4494.9,4502.6
757,C,False,6234.5,6145.0,6395.9,6415.8,6618.8
758,C,False,7665.2,7755.2,7810.0,7973.2,8113.5
759,C,False,2529.9,2561.3,2584.1,2588.9,2634.7
760,C,False,5855.8,5874.0,5576.4,5566.8,5564.6
761,C,False,0.0,0.0,0.0,0.0,0.0
762,C,False,2138.9,2157.2,2199.2,2217.6,2183.4
763,C,False,11180.0,11232.0,11158.0,11360.0,11391.0
764,C,False,4400.2,4313.4,4210.6,4138.9,4114.2
765,C,False,5807.1,5916.4,5964.6,6045.4,5986.0
766,C,False,6019.7,6103.0,6160.9,6092.5,6181.2
767,C,False,9624.2,9290.7,9458.7,9385.4,9464.8
768,C,False,7177.7,7154.5,7079.4,7022.7,7057.9
769,C,False,7871.2,7771.0,7878.3,7794.2,7781.3
770,C,False,1794.4,1779.7,1777.3,1765.2,1732.0
771,C,False,4621.0,4711.6,4660.6,4745.0,4735.5
772,C,False,11202.0,11170.0,10933.0,10753.0,10573.0
