,FLARE_TYPE,COINCIDENCE,MEANSHR_1,MEANSHR_2,MEANSHR_3,MEANSHR_4,MEANSHR_5
1066,B,False,29.074,29.152,29.703,29.449,29.26
1067,B,False,41.434,41.073,40.118,39.55,39.619
1068,B,False,29.978,29.88,29.668,29.847,29.75
1069,B,False,23.679,23.676,23.42,23.393,23.374
1070,B,False,25.2,24.813,25.187,27.001,26.726
1071,B,False,27.979,27.597,27.869,27.921,27.907
1072,B,False,24.739,25.041,25.394,25.375,25.894
1073,B,False,23.637,23.809,23.737,24.182,23.61
1074,B,False,28.922,28.496,28.812,28.631,29.052
1075,B,True,24.635,0.0,24.772,24.685,24.876
1076,B,False,30.227,30.478,30.036,30.255,29.714
1077,B,True,28.353,27.83,27.746,27.521,27.823
1078,B,True,26.688,27.207,26.943,26.987,27.384
1079,B,False,38.965,39.09,38.542,38.606,39.552
1080,B,False,35.285,0.0,35.102,34.864,34.624
1081,B,False,44.349,44.591,43.732,42.513,42.826
1082,B,False,41.878,42.074,41.963,41.799,41.439
1083,B,True,36.52,36.239,35.646,35.988,35.285
1084,B,True,25.041,24.463,24.766,24.315,25.436
1085,B,False,34.944,35.06,34.465,34.308,34.621
1086,B,True,35.185,35.078,35.21,34.9,35.368
1087,B,True,42.503,42.475,42.185,41.913,42.402
1088,B,True,38.731,39.142,37.26,36.932,38.068
1089,B,False,26.267,26.048,26.398,26.489,26.541
1090,B,False,38.845,38.939,39.037,38.754,38.781
1091,B,True,39.084,37.822,37.155,37.302,37.621
1092,B,False,38.506,38.553,38.635,38.355,38.182
1093,B,False,30.641,30.246,30.379,29.925,30.448
1094,B,False,28.658,28.817,29.05,28.369,28.215
1095,B,False,24.196,24.221,25.0,24.744,24.474
1096,B,False,27.535,27.038,26.753,26.734,26.687
1097,B,True,44.362,43.77,43.756,43.601,43.249
1098,B,False,22.211,22.578,21.892,22.16,21.726
1099,B,False,40.583,41.464,41.305,41.438,41.313
1100,B,False,27.999,28.881,29.112,29.635,29.005
1101,B,False,27.84,27.659,28.027,28.259,28.601
1102,B,True,41.402,40.886,42.013,41.555,41.563
1103,B,False,28.357,28.143,28.212,28.112,27.325
1104,B,False,43.652,44.256,43.584,43.739,44.42
1105,B,True,23.431,22.591,23.276,24.864,23.522
1106,B,False,28.851,31.106,30.906,31.623,30.488
1107,B,False,30.19,30.292,30.474,30.631,30.087
1108,B,False,20.967,20.634,20.077,20.096,19.995
1109,B,False,26.13,27.025,27.244,26.693,27.069
1110,B,True,39.842,39.668,39.983,39.638,40.084
1111,B,True,29.027,28.615,29.708,29.181,29.779
1112,B,False,31.79,31.534,31.503,31.592,31.321
1113,B,False,22.109,21.628,22.751,22.986,22.306
1114,B,False,43.568,42.677,42.367,43.937,43.822
1115,B,False,29.914,26.363,33.809,33.234,31.341
1116,B,True,25.577,25.556,25.445,25.455,25.562
1117,B,False,38.155,38.046,37.985,38.307,38.313
1118,B,False,45.804,46.182,46.167,45.776,45.642
1119,B,False,31.254,31.37,31.256,32.005,32.164
1120,B,False,39.692,39.433,39.619,39.378,39.604
1121,B,False,43.349,44.109,43.719,41.942,43.052
1122,B,False,23.678,21.943,25.404,27.854,26.749
1123,B,True,25.179,25.28,25.212,25.165,25.226
1124,B,True,31.869,31.835,31.888,32.254,32.265
1125,B,False,31.622,31.5,31.357,31.695,31.549
1126,B,True,29.866,28.203,27.95,27.061,26.432
1127,B,True,26.264,25.734,25.615,25.651,25.411
1128,B,False,26.857,26.449,27.174,26.948,25.916
1129,B,True,34.275,33.641,32.297,35.2,34.47
1130,B,False,28.225,28.273,28.115,27.893,27.716
1131,B,False,22.648,21.678,21.31,21.552,21.829
1132,B,False,30.515,30.439,30.391,29.639,31.853
1133,B,True,30.601,30.448,29.603,28.736,28.543
1134,B,False,26.498,25.688,26.182,26.892,26.545
1135,B,False,39.928,40.214,40.753,40.812,40.638
1136,B,False,39.191,30.919,21.174,30.723,19.61
1137,B,False,30.711,30.819,30.903,30.626,30.704
1138,B,False,24.511,24.603,25.447,20.819,23.237
1139,B,False,39.112,39.341,38.559,39.232,39.42
1140,B,True,36.034,36.324,36.322,35.766,35.158
1141,B,False,38.584,38.208,37.922,39.346,38.746
1142,B,False,22.663,22.864,23.085,23.002,22.946
1143,B,False,37.707,37.765,37.796,38.061,37.715
1144,B,False,28.457,28.619,28.762,42.545,28.638
1145,B,True,41.528,41.156,41.332,41.454,40.452
1146,B,True,30.942,30.552,30.216,31.721,33.616
1147,B,False,38.367,38.663,38.824,37.861,37.885
1148,B,False,40.715,40.479,40.315,40.284,40.193
1149,B,False,25.411,25.777,25.87,25.83,25.231
1150,B,False,32.122,31.716,31.371,30.977,30.528
1151,B,False,42.327,34.195,35.069,35.304,36.027
1152,B,True,40.333,40.303,40.265,40.341,40.692
1153,B,True,25.177,25.819,25.532,25.5,25.161
1154,B,True,27.376,28.637,28.708,30.798,29.699
1155,B,True,34.374,35.045,35.266,35.861,36.444
1156,B,True,30.945,27.079,25.852,24.543,21.423
1157,B,False,40.462,40.4,40.542,40.253,40.489
1158,B,False,26.673,26.11,25.889,27.338,27.726
1159,B,False,48.166,47.82,47.08,46.148,46.047
1160,B,False,32.465,33.115,33.833,34.684,34.666
1161,B,False,25.298,25.174,25.445,23.333,25.769
1162,B,True,24.679,24.376,24.477,24.187,24.863
1163,B,False,43.32,43.647,43.75,43.488,43.126
1164,B,True,39.761,35.86,47.008,30.443,42.94
1165,B,False,38.992,39.362,40.173,40.932,40.746
1166,B,False,37.342,37.018,36.883,36.458,36.661
1167,B,False,33.443,33.839,34.119,33.764,33.91
1168,B,False,21.662,20.935,20.581,20.782,21.705
1169,B,True,28.463,28.367,28.27,28.194,28.476
1170,B,False,20.532,20.824,20.821,20.852,20.935
1171,B,False,23.104,22.971,23.022,22.982,22.88
1172,B,False,0.0,0.0,0.0,0.0,0.0
1173,B,False,39.097,38.949,40.345,38.354,38.759
1174,B,False,38.097,38.288,38.435,38.703,37.895
1175,B,True,22.455,22.864,22.84,23.153,22.926
1176,B,False,21.211,21.18,21.653,22.208,22.573
1177,B,False,35.578,35.531,35.882,35.9,35.683
1178,B,False,44.45,44.672,43.207,43.283,42.759
1179,B,False,36.275,35.821,33.489,31.956,35.507
1180,B,False,26.443,25.738,26.918,27.847,26.519
1181,B,False,29.331,28.837,28.461,29.131,28.791
1182,B,False,34.963,35.218,35.284,35.301,35.538
1183,B,True,36.326,37.025,36.386,35.896,36.303
1184,B,False,33.704,33.456,33.674,33.49,33.678
1185,B,False,26.304,26.519,26.695,26.354,26.44
1186,B,False,52.625,51.819,52.69,52.344,50.976
1187,B,False,24.596,24.211,24.338,24.574,24.284
1188,B,False,27.211,26.935,26.013,26.8,27.227
1189,B,True,36.24,36.328,36.039,36.286,36.523
1190,B,False,18.521,18.653,18.468,18.444,18.377
1191,B,False,49.08,49.252,49.304,48.888,48.747
1192,B,False,52.572,52.416,52.497,52.403,52.509
1193,B,False,22.106,21.568,22.289,22.174,22.998
1194,B,False,26.733,26.059,26.69,27.17,26.673
1195,B,False,22.793,22.709,22.821,22.788,22.805
1196,B,False,32.589,32.484,32.96,32.927,32.621
1197,B,True,44.863,44.361,44.411,44.254,44.177
1198,B,False,32.037,33.139,33.025,32.666,32.207
1199,B,False,29.002,28.226,27.508,26.831,27.405
1200,B,False,29.456,29.952,29.608,29.693,29.677
1201,B,True,32.583,32.47,32.155,32.359,32.503
1202,B,False,26.059,25.996,26.162,26.394,26.445
1203,B,False,36.015,36.552,36.036,36.078,35.146
1204,B,True,38.914,39.229,39.184,39.849,39.55
1205,B,False,24.213,24.213,24.381,24.255,24.308
1206,B,False,29.175,28.951,28.946,28.922,28.496
1207,B,False,20.198,20.202,20.579,20.672,20.624
1208,B,False,36.491,36.161,36.286,36.16,36.531
1209,B,False,25.55,26.094,26.664,26.114,26.679
1210,B,False,51.386,51.307,51.138,51.275,51.438
1211,B,True,27.083,27.412,26.845,26.913,27.391
1212,B,True,24.681,24.445,24.923,23.584,23.39
1213,B,True,32.22,31.985,31.783,32.046,31.909
1214,B,False,36.232,36.663,36.568,35.852,36.468
1215,B,False,25.975,26.009,25.96,25.864,25.873
1216,B,False,32.438,32.45,32.611,32.47,32.506
1217,B,False,41.512,41.314,41.268,40.241,39.924
1218,B,False,21.294,21.209,20.913,20.969,21.099
1219,B,False,37.327,35.775,36.204,36.155,36.188
1220,B,False,22.959,22.678,21.548,21.511,21.192
1221,B,False,24.209,24.067,23.819,23.667,24.027
1222,B,False,35.719,35.648,35.623,36.107,35.408
1223,B,True,40.104,39.14,40.001,40.202,40.05
1224,B,True,41.114,40.957,41.308,42.084,42.159
1225,B,True,23.834,23.909,25.314,25.692,24.396
1226,B,False,23.936,23.068,23.841,24.297,23.889
1227,B,False,18.985,18.976,19.313,19.921,19.651
1228,B,False,23.569,23.567,23.445,23.867,23.779
1229,B,False,45.748,45.859,45.323,45.297,44.826
1230,B,False,32.085,32.563,32.124,32.598,32.957
1231,B,False,31.348,31.046,31.213,31.468,31.225
1232,B,False,27.407,27.397,27.572,27.625,27.906
1233,B,False,23.211,23.33,23.237,23.052,23.582
1234,B,False,29.241,28.582,28.499,29.059,28.404
1235,B,False,26.067,25.946,25.761,26.874,27.337
1236,B,True,19.25,19.201,19.538,19.251,19.12
1237,B,False,46.508,46.623,47.034,47.92,49.884
1238,B,True,24.623,24.769,24.651,24.8,24.786
1239,B,True,20.166,20.212,21.112,20.427,20.034
1240,B,False,36.816,36.561,36.586,36.38,36.326
1241,B,False,27.354,27.636,26.375,26.657,27.498
1242,B,True,23.417,23.524,23.556,23.827,23.833
1243,B,False,54.28,54.386,54.21,54.201,54.536
1244,B,False,19.064,18.89,18.437,18.511,18.885
1245,B,False,45.72,45.567,46.196,45.961,46.552
1246,B,False,20.141,20.056,20.115,20.134,20.49
1247,B,False,29.414,29.218,29.082,28.807,28.956
1248,B,False,38.703,37.895,38.005,37.549,38.434
1249,B,False,36.178,36.097,36.326,36.379,35.995
1250,B,True,28.018,28.165,28.068,27.866,27.836
1251,B,False,37.905,37.799,37.41,38.049,37.758
1252,B,True,32.51,32.542,31.664,33.578,33.395
1253,B,False,30.199,31.439,29.917,32.37,33.826
1254,B,True,27.559,27.143,27.099,26.597,27.522
1255,B,False,32.687,32.185,32.419,32.657,31.964
1256,B,False,34.266,34.46,33.838,33.96,34.562
1257,B,False,22.556,22.405,22.573,23.031,22.711
1258,B,False,29.354,29.484,30.123,30.392,30.3
1259,B,True,41.203,41.039,41.809,41.6,41.72
1260,B,False,23.956,24.712,24.18,23.943,23.392
1261,B,False,40.406,40.082,40.08,40.255,39.975
1262,B,False,27.278,26.666,27.306,26.667,26.551
1263,B,False,35.605,35.77,35.547,35.773,35.518
1264,B,False,22.454,22.729,22.737,22.351,22.278
1265,B,False,41.589,41.05,39.719,42.484,41.962
1266,B,True,22.331,22.518,22.183,22.397,22.399
1267,B,False,34.306,34.354,34.61,33.957,33.6
1268,B,False,47.069,44.857,43.324,40.938,39.968
1269,B,False,30.144,29.843,30.357,30.415,30.221
1270,B,False,33.414,33.564,33.581,34.436,34.411
1271,B,False,19.406,19.317,19.265,19.348,19.404
1272,B,False,45.061,46.395,46.923,46.437,46.201
1273,B,False,23.189,23.441,23.677,23.644,23.444
1274,B,False,20.187,20.327,20.689,19.897,20.313
1275,B,False,18.05,17.997,18.305,18.49,18.492
1276,B,False,31.276,31.226,31.793,32.373,32.85
1277,B,True,26.588,26.181,26.236,26.174,26.053
1278,B,True,45.37,45.545,45.741,45.537,45.621
1279,B,False,17.098,17.346,17.431,17.586,17.904
1280,B,False,45.434,45.217,45.313,45.27,45.096
1281,B,False,25.265,24.379,25.272,24.873,23.065
1282,B,False,26.217,26.27,26.142,26.011,25.909
1283,B,False,43.601,43.249,42.625,42.418,42.581
1284,B,False,36.912,37.347,36.225,34.673,35.412
1285,B,False,39.109,42.5,43.84,43.899,44.43
1286,B,False,22.288,22.811,21.742,21.175,21.837
1287,B,True,19.868,20.193,20.149,19.943,20.16
1288,B,False,34.477,35.144,34.752,34.44,34.541
1289,B,False,35.689,35.842,35.285,0.0,35.102
1290,B,False,38.194,38.895,38.414,39.558,40.235
1291,B,True,29.338,29.673,30.257,29.98,29.664
1292,B,False,42.143,42.396,41.991,41.43,41.5
1293,B,False,36.582,36.833,36.739,36.519,36.5
1294,B,False,19.561,21.16,20.344,21.398,21.642
1295,B,False,27.43,27.522,27.919,28.143,28.484
1296,B,False,21.361,21.22,20.967,21.124,21.131
1297,B,True,34.968,35.183,35.022,35.123,34.897
1298,B,False,42.937,42.886,42.688,42.592,42.875
1299,B,False,37.379,38.211,37.918,37.265,36.876
1300,B,False,30.51,31.061,30.947,30.556,31.306
1301,B,False,37.81,37.314,37.161,37.568,37.572
1302,B,False,27.221,26.499,26.89,26.498,27.06
1303,B,True,25.239,25.109,24.849,24.678,26.031
1304,B,False,28.547,28.693,28.964,29.113,28.863
1305,B,False,27.366,27.707,27.806,28.339,28.194
1306,B,False,25.298,24.994,25.007,25.221,25.038
1307,B,False,28.203,27.95,27.061,26.432,27.299
1308,B,False,29.919,29.755,29.958,30.187,30.071
1309,B,True,38.105,38.04,37.879,38.949,37.57
1310,B,False,30.323,30.521,30.669,30.8,30.544
1311,B,False,42.304,41.925,42.061,42.407,43.011
1312,B,False,26.284,26.262,26.183,26.358,26.406
1313,B,False,23.276,22.932,24.099,22.828,23.495
1314,B,False,43.291,42.832,42.152,41.955,43.533
1315,B,False,47.833,47.605,47.913,47.915,47.827
1316,B,True,40.32,40.248,40.237,40.194,39.793
1317,B,False,22.626,22.395,23.101,23.383,23.2
1318,B,False,40.537,40.424,38.789,38.283,37.73
1319,B,False,15.031,15.117,14.994,14.578,14.65
1320,B,False,32.992,33.185,34.448,33.04,33.573
1321,B,False,33.045,33.076,32.291,33.287,33.108
1322,B,False,42.541,42.512,43.043,43.032,43.238
1323,B,False,20.16,20.076,20.134,20.272,20.288
1324,B,False,28.117,28.305,28.081,28.032,28.218
1325,B,False,25.959,25.888,25.652,25.969,26.133
1326,B,False,31.401,33.101,33.22,30.949,30.321
1327,B,False,35.091,35.396,35.916,35.628,35.977
1328,B,False,36.136,36.29,36.695,36.909,36.985
1329,B,False,33.961,33.637,33.841,33.728,33.324
1330,B,False,39.855,37.627,40.612,44.916,44.181
1331,B,False,34.181,34.641,34.045,34.016,33.427
1332,B,False,36.901,35.865,36.176,36.843,36.228
1333,B,False,26.388,26.159,25.87,26.608,26.967
1334,B,False,46.694,47.108,48.154,47.732,48.628
1335,B,False,20.698,20.171,20.079,20.948,20.697
1336,B,True,28.821,28.102,27.814,27.284,27.452
1337,B,True,25.679,25.125,24.907,25.142,25.082
1338,B,True,16.135,11.796,12.495,19.776,15.622
1339,B,False,44.725,44.788,44.175,44.041,44.006
1340,B,False,24.986,25.02,25.011,24.819,24.606
1341,B,False,28.45,27.816,28.311,27.805,28.635
1342,B,False,40.606,40.32,40.248,40.237,40.194
1343,B,False,43.235,42.232,41.933,41.76,41.714
1344,B,True,37.481,36.779,36.309,35.309,34.34
1345,B,False,37.035,36.889,38.879,38.317,39.343
1346,B,False,29.861,29.169,29.349,29.572,29.145
1347,B,False,38.838,37.949,37.863,37.796,37.46
1348,B,False,29.434,28.916,29.117,29.127,28.774
1349,B,False,30.002,30.401,31.177,30.653,30.534
1350,B,False,33.064,32.845,33.639,32.672,33.414
1351,B,False,17.96,17.897,17.84,17.919,17.839
1352,B,False,47.689,48.764,46.012,46.69,45.843
1353,B,False,36.239,35.646,35.988,35.285,35.79
1354,B,False,32.644,32.28,31.889,32.128,31.716
1355,B,False,45.117,46.057,45.245,45.27,46.351
1356,B,False,26.915,26.73,26.834,26.945,27.028
1357,B,False,31.325,31.369,32.719,35.555,33.263
1358,B,False,21.789,22.583,23.342,22.61,22.747
1359,B,False,30.723,30.762,30.63,30.046,30.371
1360,B,False,37.339,36.631,36.716,36.16,36.113
1361,B,False,22.503,22.6,22.793,22.761,22.858
1362,B,False,28.36,28.183,26.966,27.593,26.531
1363,B,False,36.946,36.765,36.39,36.425,36.625
1364,B,False,20.306,20.15,20.644,19.128,19.749
1365,B,True,27.744,27.175,27.468,27.22,26.914
1366,B,False,41.924,41.61,40.395,41.67,41.757
1367,B,False,21.01,20.926,20.703,20.46,19.97
1368,B,True,31.77,31.354,31.827,31.38,32.126
1369,B,False,22.383,22.26,22.532,22.533,22.543
1370,B,False,26.424,28.124,26.877,27.781,26.442
1371,B,False,33.984,33.355,32.617,31.634,33.063
1372,B,False,30.38,30.392,30.328,30.247,30.439
1373,B,False,0.0,0.0,0.0,0.0,0.0
1374,B,True,28.534,28.629,29.316,29.686,29.634
1375,B,False,34.603,34.669,34.884,34.868,35.444
1376,B,False,26.466,26.455,26.384,26.217,26.406
1377,B,False,28.594,28.616,28.24,28.148,28.511
1378,B,True,23.238,23.38,24.225,25.223,25.428
1379,B,True,44.829,43.768,43.484,44.159,43.352
1380,B,False,33.057,30.546,30.192,30.821,30.666
1381,B,False,27.894,27.728,27.626,28.299,28.112
1382,B,False,33.887,33.362,34.069,34.211,33.508
1383,B,True,30.189,31.797,31.871,30.122,31.379
1384,B,False,31.071,30.441,30.267,30.386,30.488
1385,B,False,35.196,34.856,34.99,35.204,35.595
1386,B,False,36.337,36.816,36.677,36.835,36.684
1387,B,False,38.864,36.574,40.41,40.761,41.65
1388,B,True,28.69,28.626,28.697,28.33,28.407
1389,B,True,28.631,24.747,23.81,24.156,25.792
1390,B,True,19.147,20.255,18.821,18.761,19.663
1391,B,True,31.4,31.478,31.902,31.926,31.798
1392,B,False,22.276,22.216,21.721,22.138,21.812
1393,B,False,27.911,25.465,26.797,27.348,27.298
1394,B,False,31.079,30.619,30.576,31.973,31.681
1395,B,False,43.299,42.987,43.994,43.707,43.758
1396,B,True,24.156,23.62,0.0,25.197,23.937
1397,B,False,30.469,30.73,31.174,30.736,30.846
1398,B,False,23.596,23.167,22.802,22.598,22.94
1399,B,False,33.164,34.678,33.369,33.146,34.605
1400,B,False,16.94,17.004,17.337,16.574,16.397
1401,B,True,30.121,29.791,28.368,27.754,27.78
1402,B,False,35.606,35.335,35.261,35.426,35.429
1403,B,False,52.665,47.579,43.804,45.674,45.439
1404,B,False,44.74,45.077,44.871,44.437,44.637
1405,B,False,28.045,27.966,27.999,28.453,27.328
1406,B,False,25.438,24.805,25.3,25.492,25.557
1407,B,False,30.688,30.809,30.846,30.778,30.572
1408,B,True,32.524,33.495,32.86,32.384,32.315
1409,B,False,26.936,27.064,28.551,27.011,27.113
1410,B,True,25.921,25.763,25.696,25.684,25.477
1411,B,False,23.567,23.529,23.734,24.059,23.823
1412,B,False,30.108,29.744,30.011,30.477,32.157
1413,B,False,31.477,31.629,31.386,31.583,30.923
1414,B,False,25.038,25.934,24.337,25.97,23.685
1415,B,False,41.11,41.023,40.93,40.408,41.267
1416,B,False,20.166,20.212,21.112,20.427,20.034
1417,B,False,29.437,29.91,29.817,30.308,29.943
1418,B,False,23.234,24.137,23.352,23.416,24.759
1419,B,False,32.511,32.92,33.122,32.836,32.968
1420,B,False,24.936,24.444,24.828,24.899,24.393
1421,B,False,39.137,38.839,38.668,38.683,38.813
1422,B,False,19.386,19.023,19.294,19.337,19.312
1423,B,False,25.928,25.48,25.199,25.113,25.93
1424,B,False,22.121,22.444,22.33,21.879,22.678
1425,B,False,30.428,30.821,30.974,30.803,30.774
1426,B,False,24.969,25.443,25.445,25.222,25.465
1427,B,False,26.212,25.886,25.858,26.023,25.767
1428,B,True,32.07,32.647,31.98,33.118,33.585
1429,B,False,26.226,26.23,26.278,26.347,26.112
1430,B,True,42.933,39.995,40.692,40.433,40.031
1431,B,True,20.372,20.389,20.36,20.78,20.166
1432,B,True,21.212,21.266,21.481,21.53,20.926
1433,B,False,28.331,28.958,29.911,30.676,29.958
1434,B,False,30.011,29.381,29.354,29.484,30.123
1435,B,False,21.247,21.108,21.039,21.168,21.272
1436,B,False,24.772,24.815,24.837,24.888,25.231
1437,B,False,18.257,18.686,19.158,18.481,20.458
1438,B,False,26.464,26.645,26.903,26.936,26.549
1439,B,False,46.944,46.637,47.144,47.185,47.303
1440,B,False,33.129,33.236,33.059,32.992,32.954
1441,B,False,26.363,33.809,33.234,31.341,32.665
1442,B,False,40.083,39.561,39.244,40.375,40.089
1443,B,False,39.184,39.849,39.55,39.628,39.718
1444,B,False,41.56,40.817,41.462,41.413,40.686
1445,B,False,43.43,46.564,52.144,48.543,45.733
1446,B,False,33.517,33.501,33.402,33.264,33.037
1447,B,False,38.756,38.772,38.622,38.665,38.761
1448,B,False,37.68,37.549,37.634,38.032,38.321
1449,B,False,29.013,26.925,28.302,29.491,27.975
1450,B,False,23.55,23.566,23.603,23.414,23.878
1451,B,False,19.501,19.583,20.128,19.738,19.616
1452,B,False,19.781,19.546,19.568,19.582,19.698
1453,B,False,0.0,0.0,0.0,0.0,0.0
1454,B,False,25.182,25.383,25.035,25.638,25.617
1455,B,False,36.025,36.141,35.997,35.903,35.951
1456,B,False,24.471,24.341,24.351,24.354,24.137
1457,B,False,46.729,46.808,46.958,47.014,47.167
1458,B,False,32.279,32.32,32.289,31.534,31.534
1459,B,False,34.804,35.039,34.041,36.127,37.007
1460,B,False,25.199,25.113,25.93,25.248,25.715
1461,B,False,52.122,52.373,51.832,52.099,52.682
1462,B,False,25.248,25.715,25.638,25.664,26.065
1463,B,False,23.936,23.818,24.054,23.458,24.138
1464,B,False,25.046,24.845,25.029,24.965,25.329
1465,B,False,41.949,42.587,42.672,42.43,42.611
1466,B,False,30.125,29.798,28.308,28.35,28.646
1467,B,False,36.64,36.903,36.214,36.314,36.555
1468,B,False,41.127,41.391,42.075,42.066,42.106
1469,B,False,19.861,19.075,20.714,20.106,19.697
1470,B,False,24.553,24.195,24.234,24.233,23.91
1471,B,False,44.479,42.252,45.289,40.633,39.074
1472,B,False,36.086,35.827,35.489,34.712,34.348
1473,B,False,27.83,28.005,28.168,28.028,28.194
1474,B,False,37.188,37.17,37.34,37.056,37.035
1475,B,False,23.512,23.306,23.581,23.553,23.806
1476,B,False,26.09,25.542,25.936,25.965,26.397
1477,B,True,40.379,40.413,40.287,39.819,40.321
1478,B,False,41.9,42.536,42.49,42.344,42.46
1479,B,False,23.813,20.308,23.186,20.043,18.831
1480,B,True,20.06,20.685,20.451,20.288,20.955
1481,B,False,30.261,30.448,29.851,30.332,31.081
1482,B,False,24.651,24.8,24.786,24.867,24.946
1483,B,False,36.607,37.758,36.938,36.64,34.822
1484,B,True,24.08,24.48,24.471,24.682,24.599
1485,B,False,36.708,36.327,36.777,37.145,37.053
1486,B,False,21.076,21.512,21.362,21.04,21.6
1487,B,False,45.529,46.014,45.621,45.201,45.435
1488,B,False,34.676,34.431,32.711,32.967,33.874
1489,B,False,31.557,31.595,31.71,31.594,31.631
1490,B,False,47.179,47.011,46.963,46.766,46.774
1491,B,False,23.734,23.503,23.194,23.575,23.449
1492,B,True,24.943,25.088,24.436,25.064,24.52
1493,B,False,34.423,35.721,37.575,37.876,37.067
1494,B,False,46.203,46.136,46.119,46.042,45.747
1495,B,False,26.17,27.773,26.666,26.096,26.256
1496,B,False,44.143,44.107,44.62,44.387,44.438
1497,B,False,21.019,21.367,21.189,21.464,20.917
1498,B,False,23.201,23.909,24.233,22.107,23.852
1499,B,True,25.394,25.354,26.131,25.087,25.04
1500,B,False,45.226,45.496,46.267,46.163,46.46
1501,B,False,20.544,20.326,20.507,20.152,20.025
1502,B,False,40.039,39.649,39.132,39.066,39.821
1503,B,False,38.047,38.975,38.005,39.032,37.113
1504,B,False,22.955,22.799,22.704,22.558,22.306
1505,B,False,31.557,32.963,33.058,33.788,33.24
1506,B,False,29.739,29.537,29.305,29.108,29.153
1507,B,False,29.823,29.437,28.711,28.139,28.346
1508,B,True,54.538,54.791,54.484,54.549,54.949
1509,B,False,33.735,33.87,33.39,32.93,33.425
1510,B,False,24.034,23.784,23.782,23.778,23.857
1511,B,False,54.612,54.627,54.478,54.353,54.185
1512,B,False,40.557,40.628,40.853,40.871,41.137
1513,B,False,25.853,25.537,25.116,25.188,25.1
1514,B,True,24.341,23.971,23.438,23.246,24.209
1515,B,False,31.888,32.254,32.265,32.327,32.583
1516,B,False,25.087,25.102,25.122,25.131,25.398
1517,B,False,31.331,31.271,31.604,29.004,29.748
1518,B,False,28.14,28.092,27.55,27.295,26.696
1519,B,False,32.425,31.118,32.476,34.984,36.079
1520,B,False,0.0,27.625,19.478,33.427,25.032
1521,B,False,24.489,24.023,24.915,24.515,23.487
1522,B,False,37.508,37.912,37.515,37.673,37.511
1523,B,False,30.882,29.417,30.21,29.235,29.113
1524,B,False,36.16,36.113,36.341,36.509,36.204
1525,B,False,27.815,27.872,27.676,27.519,27.578
1526,B,False,35.481,34.088,34.219,34.246,34.476
1527,B,False,28.458,28.353,27.83,27.746,27.521
1528,B,False,31.313,31.89,30.803,31.344,29.763
1529,B,False,37.18,37.554,37.35,36.927,37.001
1530,B,False,30.864,30.457,30.74,30.5,30.72
1531,B,False,31.37,31.6,31.687,31.803,31.874
1532,B,True,16.183,16.335,17.659,16.943,16.682
1533,B,False,36.108,35.856,35.498,35.307,35.215
1534,B,False,22.711,23.668,22.227,22.223,23.003
1535,B,False,36.981,36.626,36.313,36.937,36.353
1536,B,False,23.089,23.151,23.256,22.617,22.71
1537,B,False,40.104,40.69,41.168,41.34,41.368
1538,B,False,28.037,27.963,27.752,27.915,27.798
1539,B,False,31.446,31.427,31.102,31.02,30.555
1540,B,False,18.992,19.372,19.253,20.331,20.308
1541,B,False,29.457,29.929,29.965,29.134,28.963
1542,B,False,44.411,44.254,44.177,44.187,44.118
1543,B,False,42.544,43.027,42.984,42.802,43.1
1544,B,False,28.097,28.899,28.95,27.932,28.127
1545,B,False,30.217,30.598,31.195,31.767,31.897
1546,B,False,29.715,30.811,29.586,30.419,28.575
1547,B,False,19.285,19.308,19.584,19.587,19.552
1548,B,False,23.306,23.284,23.306,23.239,23.354
1549,B,False,25.688,26.365,26.114,26.066,25.549
1550,B,False,22.712,23.334,22.88,22.978,23.066
1551,B,False,34.957,34.256,33.991,33.88,33.805
1552,B,False,36.223,36.025,36.141,35.997,35.903
1553,B,False,32.663,28.121,33.029,32.975,31.167
1554,B,False,21.29,20.981,21.33,21.885,20.61
1555,B,False,29.504,28.815,29.35,28.968,28.868
1556,B,False,39.338,39.79,39.81,39.279,38.936
1557,B,False,31.48,31.521,31.987,32.107,32.022
1558,B,False,38.062,37.793,37.972,38.097,38.288
1559,B,False,39.635,39.802,39.445,39.808,40.16
1560,B,False,23.483,23.425,23.359,23.312,23.024
1561,B,False,31.867,32.787,32.683,32.803,32.796
1562,B,False,28.482,0.0,29.241,28.582,28.499
1563,B,False,19.413,19.337,19.632,19.62,18.972
1564,B,False,23.837,23.798,23.505,23.695,23.347
1565,B,False,37.41,37.17,37.652,38.471,38.155
1566,B,False,25.05,25.559,25.338,25.445,25.095
1567,B,False,27.248,27.415,27.347,27.354,27.361
1568,B,False,33.639,30.638,33.18,32.417,31.688
1569,B,False,22.632,22.406,22.502,22.58,22.424
1570,B,False,50.187,49.397,49.535,49.241,49.691
1571,B,False,22.591,23.276,24.864,23.522,23.209
1572,B,False,27.867,26.94,26.191,25.4,25.708
1573,B,False,13.568,14.196,16.929,16.274,16.386
1574,B,False,40.919,41.344,41.114,40.957,41.308
1575,B,False,46.669,46.51,45.892,45.759,46.141
1576,B,False,39.449,39.017,38.414,39.425,39.716
1577,B,False,24.011,22.615,22.537,22.406,23.558
1578,B,False,37.757,37.039,37.361,37.232,36.895
1579,B,False,22.227,22.207,22.57,22.631,23.126
1580,B,False,34.123,33.85,35.162,36.233,33.626
1581,B,True,39.289,39.089,38.897,38.885,38.596
