,FLARE_TYPE,COINCIDENCE,USFLUX_1,USFLUX_2,USFLUX_3,USFLUX_4,USFLUX_5
919,B,False,3.5318e+21,3.4738e+21,3.4161e+21,3.4852e+21,3.4564e+21
920,B,False,3.2692e+21,3.3894e+21,3.5328e+21,3.6765e+21,4.1295e+21
921,B,True,2.9277e+21,2.9976e+21,2.9783e+21,2.9543e+21,2.9786e+21
922,B,False,6.8638e+20,6.5666e+20,6.5266e+20,6.4378e+20,6.7972e+20
923,B,True,4.5111e+21,4.5374e+21,4.4945e+21,4.4895e+21,4.5182e+21
924,B,False,7.7762e+21,7.8576e+21,7.7745e+21,7.8669e+21,7.8192e+21
925,B,False,1.0568e+21,1.0495e+21,1.0542e+21,1.0621e+21,1.1093e+21
926,B,True,1.0626e+21,1.0815e+21,1.0788e+21,1.1257e+21,1.1229e+21
927,B,True,3.6297e+21,3.7012e+21,3.7083e+21,3.7695e+21,3.8241e+21
928,B,False,1.6439e+21,1.6067e+21,1.6436e+21,1.6749e+21,1.6603e+21
929,B,False,8.615e+21,8.5683e+21,8.5708e+21,8.6337e+21,8.6983e+21
930,B,False,3.9029e+21,3.9501e+21,4.0925e+21,3.9727e+21,4.2157e+21
931,B,False,1.8923e+22,1.9094e+22,1.8987e+22,1.903e+22,1.9092e+22
932,B,True,8.5622e+21,8.5762e+21,8.625e+21,8.5838e+21,8.6171e+21
933,B,False,2.9514e+21,2.9308e+21,2.9565e+21,2.9422e+21,2.8653e+21
934,B,True,6.8565e+21,6.7621e+21,6.8215e+21,6.8163e+21,6.8106e+21
935,B,False,5.9071e+20,5.9394e+20,5.7891e+20,5.785e+20,5.6989e+20
936,B,False,4.6161e+21,4.5899e+21,4.5363e+21,4.5268e+21,4.4916e+21
937,B,False,2.0926e+22,2.0919e+22,2.1105e+22,2.1063e+22,2.0919e+22
938,B,True,1.5543e+22,1.5777e+22,1.5743e+22,1.6011e+22,1.6105e+22
939,B,False,6.4719e+21,6.4119e+21,6.3678e+21,6.3218e+21,6.3454e+21
940,B,False,5.3e+20,5.4683e+20,5.1495e+20,5.0914e+20,5.0966e+20
941,B,False,6.2047e+21,6.2713e+21,6.356e+21,6.4587e+21,6.4229e+21
942,B,False,4.9877e+21,4.883e+21,4.8347e+21,4.8114e+21,4.8035e+21
943,B,True,9.9262e+21,9.9208e+21,9.8775e+21,1.0082e+22,1.0024e+22
944,B,False,4.9545e+21,4.8575e+21,4.8413e+21,4.7981e+21,4.7649e+21
945,B,True,4.5344e+21,4.4941e+21,4.4866e+21,4.4803e+21,4.5256e+21
946,B,False,5.6433e+21,5.5921e+21,5.6251e+21,5.5291e+21,5.4409e+21
947,B,True,9.1327e+21,9.1602e+21,9.1493e+21,9.2839e+21,9.3516e+21
948,B,False,9.6483e+21,9.7236e+21,9.7227e+21,9.662e+21,9.6798e+21
949,B,False,3.0314e+21,3.0804e+21,3.005e+21,3.0313e+21,3.0272e+21
950,B,False,3.5909e+21,3.596e+21,3.5725e+21,3.4795e+21,3.5367e+21
951,B,True,9.0648e+21,8.9461e+21,8.7892e+21,8.6863e+21,8.6202e+21
952,B,True,2.3607e+22,2.3448e+22,2.3345e+22,2.3359e+22,2.3284e+22
953,B,False,1.319e+22,1.3029e+22,1.2996e+22,1.3035e+22,1.3004e+22
954,B,False,2.1933e+22,2.2051e+22,2.2011e+22,2.1862e+22,2.1667e+22
955,B,False,9.1139e+21,9.0253e+21,8.9782e+21,8.9306e+21,8.9126e+21
956,B,False,3.2586e+22,3.293e+22,3.3036e+22,3.3179e+22,3.2898e+22
957,B,True,1.0265e+22,1.0358e+22,1.0242e+22,1.0294e+22,1.0124e+22
958,B,True,1.9117e+22,1.8979e+22,1.8906e+22,1.8783e+22,1.8649e+22
959,B,False,1.0897e+22,1.108e+22,1.137e+22,1.1517e+22,1.172e+22
960,B,True,0.0,0.0,0.0,0.0,0.0
961,B,False,2.8424e+21,2.8354e+21,2.7833e+21,2.7422e+21,2.7048e+21
962,B,True,4.5026e+21,4.516e+21,4.4892e+21,4.5044e+21,4.4917e+21
963,B,True,1.0695e+22,1.078e+22,1.0881e+22,1.1095e+22,1.1247e+22
964,B,False,2.8889e+21,2.7959e+21,2.7286e+21,2.5679e+21,2.3778e+21
965,B,True,5.7619e+21,5.7331e+21,5.7543e+21,5.6941e+21,5.7598e+21
966,B,True,4.4127e+21,4.5678e+21,4.6318e+21,4.6133e+21,4.6746e+21
967,B,True,7.5222e+21,7.5607e+21,7.6196e+21,7.6426e+21,7.7074e+21
968,B,True,4.0789e+21,4.0212e+21,3.9066e+21,3.9648e+21,3.7424e+21
969,B,False,4.9819e+20,4.8697e+20,5.032e+20,5.0801e+20,5.0484e+20
970,B,False,2.6537e+21,2.6193e+21,2.6553e+21,2.6481e+21,2.6487e+21
971,B,True,6.4089e+20,6.6138e+20,6.699e+20,6.609e+20,6.5024e+20
972,B,False,1.0288e+22,1.0163e+22,1.0226e+22,1.0218e+22,1.0259e+22
973,B,False,1.1051e+22,1.1127e+22,1.0907e+22,1.0883e+22,1.0827e+22
974,B,False,3.5071e+21,3.4963e+21,3.5891e+21,3.6516e+21,3.6561e+21
975,B,True,6.4991e+21,6.6408e+21,6.6696e+21,6.6794e+21,6.7532e+21
976,B,True,1.6863e+22,1.6832e+22,1.6735e+22,1.6762e+22,1.6756e+22
977,B,False,1.0425e+22,1.0673e+22,1.0636e+22,1.0729e+22,1.0839e+22
978,B,False,1.5703e+22,1.5551e+22,1.5498e+22,1.5346e+22,1.531e+22
979,B,False,5.5908e+21,6.0031e+21,6.3716e+21,6.5538e+21,6.9168e+21
980,B,True,3.0625e+21,3.0677e+21,3.1265e+21,3.1102e+21,3.1068e+21
981,B,False,5.5883e+20,5.4373e+20,5.3481e+20,5.5719e+20,5.8351e+20
982,B,False,8.395e+20,8.6459e+20,8.7482e+20,9.1508e+20,9.6082e+20
983,B,False,3.4506e+21,3.5265e+21,3.4985e+21,3.5595e+21,3.5588e+21
984,B,True,2.6601e+22,2.6578e+22,2.6802e+22,2.7079e+22,2.7148e+22
985,B,False,3.5425e+21,3.5933e+21,3.551e+21,3.5328e+21,3.5008e+21
986,B,False,1.4605e+22,1.4638e+22,1.4507e+22,1.4454e+22,1.4514e+22
987,B,True,1.3841e+21,1.3984e+21,1.4464e+21,1.458e+21,1.4948e+21
988,B,True,2.3106e+21,2.3523e+21,2.3061e+21,2.3456e+21,2.3455e+21
989,B,False,1.0746e+22,1.0839e+22,1.0824e+22,1.0826e+22,1.0816e+22
990,B,False,3.1388e+21,3.0704e+21,3.0197e+21,3.0561e+21,3.0013e+21
991,B,False,6.5243e+21,6.5099e+21,6.5187e+21,6.5553e+21,6.5849e+21
992,B,False,3.1554e+21,3.1667e+21,3.1654e+21,3.1559e+21,3.1842e+21
993,B,False,6.1582e+21,6.0472e+21,6.0587e+21,5.9362e+21,6.0196e+21
994,B,True,4.7095e+21,7.2629e+21,7.4615e+21,7.659e+21,7.6312e+21
995,B,False,1.5833e+22,1.5783e+22,1.5656e+22,1.5483e+22,1.5216e+22
996,B,True,5.9799e+21,5.8794e+21,5.8536e+21,5.8114e+21,5.7916e+21
997,B,False,6.1518e+21,6.2064e+21,6.1671e+21,6.1442e+21,6.2006e+21
998,B,False,7.1742e+21,7.1557e+21,7.0749e+21,7.0454e+21,7.0106e+21
999,B,True,2.9068e+22,2.8357e+22,2.806e+22,2.7605e+22,2.7421e+22
1000,B,True,8.5337e+21,8.4176e+21,8.487e+21,8.3666e+21,8.4142e+21
1001,B,True,9.8737e+21,9.7995e+21,9.7475e+21,9.6457e+21,9.5723e+21
1002,B,False,1.252e+21,1.2501e+21,1.1645e+21,1.1518e+21,1.1374e+21
1003,B,False,1.8031e+21,1.7667e+21,1.7758e+21,1.782e+21,1.7953e+21
1004,B,False,8.2264e+21,8.1582e+21,8.1078e+21,8.0739e+21,8.0885e+21
1005,B,True,2.9534e+21,2.3726e+21,2.109e+21,2.0414e+21,1.8949e+21
1006,B,True,6.1271e+21,6.1618e+21,6.1174e+21,6.1816e+21,6.2162e+21
1007,B,False,1.2032e+21,1.1954e+21,1.2031e+21,1.2329e+21,1.2384e+21
1008,B,True,4.4522e+21,4.4368e+21,4.4364e+21,4.4086e+21,4.389e+21
1009,B,False,6.1008e+21,6.2431e+21,6.1812e+21,6.2278e+21,6.1125e+21
1010,B,True,4.9636e+21,4.9785e+21,4.9672e+21,4.9941e+21,5.0587e+21
1011,B,False,2.3441e+22,2.3515e+22,2.3764e+22,2.3725e+22,2.4038e+22
1012,B,False,5.3493e+21,5.3678e+21,5.3857e+21,5.3667e+21,5.454e+21
1013,B,False,1.2261e+21,1.3419e+21,1.5542e+21,1.6687e+21,1.7869e+21
1014,B,False,8.0224e+21,7.9947e+21,7.9977e+21,7.9427e+21,8.0029e+21
1015,B,True,6.032e+21,5.8633e+21,5.9977e+21,5.8458e+21,5.7631e+21
1016,B,True,4.143e+21,4.1355e+21,4.2156e+21,4.4003e+21,4.3983e+21
1017,B,False,3.6916e+21,3.6199e+21,3.5887e+21,3.6077e+21,3.48e+21
1018,B,False,4.2653e+21,4.2811e+21,4.2625e+21,4.278e+21,4.3158e+21
1019,B,True,3.4104e+21,3.3418e+21,3.4311e+21,3.4283e+21,3.384e+21
1020,B,False,1.606e+22,1.606e+22,1.6161e+22,1.6226e+22,1.6425e+22
1021,B,True,6.5592e+21,6.5721e+21,6.65e+21,6.7039e+21,6.7377e+21
1022,B,True,2.0919e+22,2.0767e+22,2.0438e+22,2.0665e+22,2.0513e+22
1023,B,True,7.6725e+21,7.6544e+21,7.5683e+21,7.5507e+21,7.4088e+21
1024,B,True,1.7052e+21,1.7223e+21,1.6722e+21,1.7304e+21,1.6597e+21
1025,B,False,2.6818e+21,2.6723e+21,2.6697e+21,2.6842e+21,2.7373e+21
1026,B,False,2.2695e+21,2.3206e+21,2.2695e+21,2.3359e+21,2.3473e+21
1027,B,True,6.9274e+21,6.9416e+21,7.0786e+21,7.0093e+21,6.9017e+21
1028,B,False,4.3983e+21,4.4354e+21,4.5184e+21,4.5541e+21,4.6335e+21
1029,B,False,4.2601e+21,4.2412e+21,4.2819e+21,4.2292e+21,4.1791e+21
1030,B,False,4.3815e+21,4.3875e+21,4.4162e+21,4.3962e+21,4.421e+21
1031,B,False,3.5049e+21,3.6901e+21,4.1013e+21,4.2403e+21,4.4587e+21
1032,B,True,7.3402e+21,7.253e+21,7.3218e+21,7.2322e+21,7.2837e+21
1033,B,True,1.0286e+22,1.0272e+22,1.0313e+22,1.0294e+22,1.0112e+22
1034,B,True,1.3301e+22,1.3399e+22,1.338e+22,1.326e+22,1.3248e+22
1035,B,True,1.5785e+22,1.5549e+22,1.529e+22,1.5425e+22,1.5219e+22
1036,B,False,3.5195e+21,3.4278e+21,3.384e+21,3.331e+21,3.3423e+21
1037,B,False,8.7782e+21,8.8231e+21,8.8354e+21,8.957e+21,8.84e+21
1038,B,False,1.5344e+22,1.5428e+22,1.5458e+22,1.5415e+22,1.5393e+22
1039,B,True,5.4409e+21,5.4845e+21,5.3743e+21,5.3989e+21,5.3484e+21
1040,B,True,5.4544e+21,5.4373e+21,5.4359e+21,5.4622e+21,5.4725e+21
1041,B,False,1.8471e+22,1.8509e+22,1.8609e+22,1.8625e+22,1.8708e+22
1042,B,False,1.1553e+22,1.1516e+22,1.1473e+22,1.1451e+22,1.1461e+22
1043,B,False,1.1095e+22,1.1247e+22,1.1311e+22,1.146e+22,1.1576e+22
1044,B,True,1.1565e+22,1.1649e+22,1.1624e+22,1.1637e+22,1.1586e+22
1045,B,False,1.2861e+22,1.286e+22,1.284e+22,1.2872e+22,1.2798e+22
1046,B,False,1.3314e+22,1.2925e+22,1.2389e+22,1.2127e+22,1.2067e+22
1047,B,False,6.4496e+21,6.4967e+21,6.5498e+21,6.5399e+21,6.6234e+21
1048,B,False,9.0539e+21,9.0599e+21,8.9028e+21,8.8879e+21,8.913e+21
1049,B,False,1.561e+21,1.5721e+21,1.5591e+21,1.5877e+21,1.5224e+21
1050,B,False,1.2753e+22,1.2649e+22,1.2575e+22,1.2576e+22,1.2589e+22
1051,B,False,1.5857e+21,1.5633e+21,1.5529e+21,1.5501e+21,1.5034e+21
1052,B,False,1.8239e+22,1.8164e+22,1.8496e+22,1.8914e+22,1.927e+22
1053,B,False,2.8794e+21,2.9025e+21,2.873e+21,2.9131e+21,2.8972e+21
1054,B,True,1.0733e+22,1.0693e+22,1.0762e+22,1.066e+22,1.063e+22
1055,B,True,5.291e+21,5.2134e+21,5.2223e+21,5.1794e+21,5.1335e+21
1056,B,False,3.4386e+21,3.3722e+21,3.3659e+21,3.4418e+21,3.4493e+21
1057,B,False,2.9843e+21,2.9745e+21,2.9712e+21,3.0179e+21,3.0111e+21
1058,B,False,4.0592e+21,4.1231e+21,4.1392e+21,4.282e+21,4.3533e+21
1059,B,False,9.1756e+21,9.2362e+21,9.3127e+21,9.3693e+21,9.4501e+21
1060,B,True,1.2958e+22,1.3048e+22,1.3086e+22,1.315e+22,1.3317e+22
1061,B,False,7.7294e+20,7.5854e+20,7.6864e+20,7.5464e+20,7.2224e+20
1062,B,False,9.1643e+21,9.2102e+21,9.198e+21,9.2533e+21,9.3785e+21
1063,B,False,1.6094e+22,1.6274e+22,1.6319e+22,1.6432e+22,1.6628e+22
1064,B,False,3.5472e+21,3.5744e+21,3.5332e+21,3.4995e+21,3.5504e+21
1065,B,False,1.4672e+21,1.4763e+21,1.4454e+21,1.4491e+21,1.4525e+21
1066,B,False,4.9206e+21,5.0635e+21,5.1042e+21,5.1503e+21,5.1333e+21
1067,B,False,4.5678e+21,4.6318e+21,4.6133e+21,4.6746e+21,4.8085e+21
1068,B,False,7.0071e+21,6.9649e+21,7.0098e+21,7.0804e+21,7.0853e+21
1069,B,False,1.1697e+22,1.1596e+22,1.168e+22,1.1554e+22,1.1619e+22
1070,B,False,1.9401e+22,1.8989e+22,1.8536e+22,1.8115e+22,1.8123e+22
1071,B,False,5.7187e+21,5.6966e+21,5.717e+21,5.6638e+21,5.6795e+21
1072,B,False,2.178e+21,2.1782e+21,2.1477e+21,2.1633e+21,2.2037e+21
1073,B,False,1.2328e+22,1.2298e+22,1.2251e+22,1.2199e+22,1.2098e+22
1074,B,False,6.0056e+21,5.9783e+21,5.9634e+21,5.8581e+21,5.8763e+21
1075,B,True,1.3017e+22,1.2939e+22,1.2936e+22,1.2857e+22,1.2747e+22
1076,B,False,2.8928e+21,2.8686e+21,2.8913e+21,2.9304e+21,2.9093e+21
1077,B,True,7.5297e+21,7.4911e+21,7.4472e+21,7.4302e+21,7.3502e+21
1078,B,True,4.8788e+21,4.8764e+21,4.837e+21,4.9504e+21,5.0374e+21
1079,B,False,6.878e+21,6.9331e+21,6.9727e+21,6.8519e+21,6.9188e+21
1080,B,False,2.5794e+22,2.5832e+22,2.5947e+22,2.5927e+22,2.5924e+22
1081,B,False,3.4062e+21,3.5e+21,3.4391e+21,3.5124e+21,3.53e+21
1082,B,False,6.2371e+21,6.2373e+21,6.1888e+21,6.0891e+21,6.0655e+21
1083,B,True,6.669e+21,6.681e+21,6.6751e+21,6.6393e+21,6.5849e+21
1084,B,True,2.4532e+21,2.4492e+21,2.4176e+21,2.4015e+21,2.395e+21
1085,B,False,9.4463e+21,9.3416e+21,9.1767e+21,9.1709e+21,9.085e+21
1086,B,True,1.4132e+22,1.4139e+22,1.4178e+22,1.4318e+22,1.4381e+22
1087,B,True,8.1754e+21,8.0784e+21,8.0763e+21,8.0223e+21,7.9792e+21
1088,B,True,1.136e+22,1.1378e+22,1.1597e+22,1.1535e+22,1.1821e+22
1089,B,False,6.6255e+21,6.5673e+21,6.6733e+21,6.7244e+21,6.7626e+21
1090,B,False,2.0952e+22,2.0943e+22,2.0674e+22,2.0553e+22,2.051e+22
1091,B,True,2.4356e+21,2.4813e+21,2.5229e+21,2.6177e+21,2.6427e+21
1092,B,False,7.2977e+21,7.2909e+21,7.3053e+21,7.3139e+21,7.4249e+21
1093,B,False,6.4735e+21,6.4705e+21,6.5538e+21,6.5722e+21,6.7559e+21
1094,B,False,7.515e+21,7.5252e+21,7.6307e+21,7.7032e+21,7.7904e+21
1095,B,False,3.5547e+21,3.5876e+21,3.6308e+21,3.6385e+21,3.68e+21
1096,B,False,5.6216e+21,5.6314e+21,5.6468e+21,5.6048e+21,5.548e+21
1097,B,True,1.3631e+22,1.3689e+22,1.3706e+22,1.3703e+22,1.3717e+22
1098,B,False,1.9853e+22,1.9735e+22,1.9783e+22,1.9637e+22,1.9616e+22
1099,B,False,3.1329e+21,3.1376e+21,3.1362e+21,3.1947e+21,3.1488e+21
1100,B,False,7.1298e+20,7.0821e+20,7.1676e+20,7.0728e+20,7.1964e+20
1101,B,False,3.2021e+21,3.2598e+21,3.3002e+21,3.2795e+21,3.3449e+21
1102,B,True,8.6133e+21,8.6738e+21,8.6974e+21,8.7526e+21,8.9514e+21
1103,B,False,1.9333e+21,1.9251e+21,1.9359e+21,1.9227e+21,1.8797e+21
1104,B,False,4.7923e+21,4.7437e+21,4.6985e+21,4.6855e+21,4.646e+21
1105,B,True,3.9521e+21,4.0736e+21,4.0386e+21,3.989e+21,4.2429e+21
1106,B,False,4.1776e+21,4.3056e+21,4.3973e+21,4.4797e+21,4.6428e+21
1107,B,False,7.8078e+21,7.7762e+21,7.8576e+21,7.7745e+21,7.8669e+21
1108,B,False,6.1802e+21,6.1848e+21,6.1278e+21,6.1457e+21,6.1302e+21
1109,B,False,4.6997e+21,4.7427e+21,4.7268e+21,4.7269e+21,4.7232e+21
1110,B,True,1.1972e+22,1.1926e+22,1.1818e+22,1.1765e+22,1.1701e+22
1111,B,True,9.9348e+21,1.0103e+22,1.0202e+22,1.0195e+22,1.0269e+22
1112,B,False,7.8854e+21,8.0488e+21,8.0736e+21,8.2174e+21,8.202e+21
1113,B,False,1.0107e+21,1.045e+21,1.1006e+21,1.1831e+21,1.2445e+21
1114,B,False,1.9368e+21,2.0717e+21,2.1573e+21,2.273e+21,2.371e+21
1115,B,False,2.1775e+20,2.5851e+20,2.9377e+20,3.102e+20,3.2451e+20
1116,B,True,2.3826e+22,2.3763e+22,2.3549e+22,2.3487e+22,2.3766e+22
1117,B,False,3.3932e+21,3.3541e+21,3.32e+21,3.3002e+21,3.3184e+21
1118,B,False,5.5578e+21,5.5121e+21,5.4683e+21,5.4903e+21,5.5629e+21
1119,B,False,8.8631e+21,8.8255e+21,8.7794e+21,8.7898e+21,8.8116e+21
1120,B,False,1.2151e+22,1.2221e+22,1.2174e+22,1.2181e+22,1.2127e+22
1121,B,False,1.855e+22,1.8407e+22,1.8422e+22,1.8762e+22,1.8652e+22
1122,B,False,9.2717e+20,9.2779e+20,1.0297e+21,1.0487e+21,1.1076e+21
1123,B,True,1.2601e+22,1.2709e+22,1.2817e+22,1.3034e+22,1.2928e+22
1124,B,True,5.6553e+21,5.6936e+21,5.729e+21,5.6068e+21,5.6433e+21
1125,B,False,9.0232e+21,9.0802e+21,9.1761e+21,9.1194e+21,9.1972e+21
1126,B,True,1.1356e+21,1.1336e+21,1.1108e+21,1.1049e+21,1.0969e+21
1127,B,True,9.1491e+21,9.1262e+21,9.1945e+21,9.1646e+21,9.2599e+21
1128,B,False,4.128e+21,4.0714e+21,4.1587e+21,4.1075e+21,4.1084e+21
1129,B,True,8.0295e+21,8.174e+21,8.3398e+21,8.3368e+21,8.5307e+21
1130,B,False,1.0641e+22,1.0587e+22,1.0461e+22,1.0321e+22,1.0173e+22
1131,B,False,6.3562e+21,6.4397e+21,6.4098e+21,6.3235e+21,6.3365e+21
1132,B,False,2.8142e+21,2.8036e+21,3.001e+21,3.0856e+21,3.264e+21
1133,B,True,2.3136e+21,2.3492e+21,2.3222e+21,2.3261e+21,2.3851e+21
1134,B,False,3.4064e+21,3.497e+21,3.4199e+21,3.3139e+21,3.2368e+21
1135,B,False,1.0116e+22,1.0133e+22,1.0136e+22,1.0228e+22,1.0292e+22
1136,B,False,3.3958e+19,6.1487e+19,1.145e+20,1.6568e+20,2.6552e+20
1137,B,False,1.5432e+22,1.5294e+22,1.5255e+22,1.5102e+22,1.5013e+22
1138,B,False,8.8957e+20,8.5671e+20,8.4566e+20,6.0203e+20,8.696e+20
1139,B,False,8.0521e+21,8.0267e+21,8.0468e+21,7.8897e+21,7.9482e+21
1140,B,True,6.3865e+21,6.4476e+21,6.4568e+21,6.4946e+21,6.51e+21
1141,B,False,1.2115e+22,1.2257e+22,1.1998e+22,1.1964e+22,1.1903e+22
1142,B,False,1.5484e+22,1.5269e+22,1.5044e+22,1.5024e+22,1.478e+22
1143,B,False,4.9941e+21,5.0587e+21,5.1417e+21,5.165e+21,5.1676e+21
1144,B,False,9.6841e+21,9.8247e+21,9.7876e+21,1.398e+22,9.7605e+21
1145,B,True,7.1343e+21,7.192e+21,7.0909e+21,7.0585e+21,7.0977e+21
1146,B,True,9.9382e+21,9.7822e+21,9.5822e+21,9.3792e+21,8.8244e+21
1147,B,False,6.9039e+21,6.9848e+21,6.9782e+21,7.228e+21,7.3135e+21
1148,B,False,5.6144e+21,5.7017e+21,5.6253e+21,5.6122e+21,5.6693e+21
1149,B,False,9.2599e+21,9.146e+21,9.1257e+21,9.1894e+21,9.1452e+21
1150,B,False,5.0637e+21,4.9677e+21,5.0473e+21,4.9911e+21,4.9878e+21
1151,B,False,2.2823e+21,2.1508e+21,2.1323e+21,2.1176e+21,2.1517e+21
1152,B,True,1.5539e+22,1.5533e+22,1.5577e+22,1.5719e+22,1.5802e+22
1153,B,True,1.365e+21,1.3802e+21,1.3797e+21,1.3708e+21,1.3373e+21
1154,B,True,2.3529e+20,2.525e+20,3.6294e+20,3.6815e+20,3.6131e+20
1155,B,True,7.7309e+21,7.7253e+21,7.6981e+21,7.7095e+21,7.6627e+21
1156,B,True,1.3918e+20,1.5505e+20,2.2297e+20,2.2484e+20,2.0195e+20
1157,B,False,2.4515e+22,2.4491e+22,2.452e+22,2.4583e+22,2.4685e+22
1158,B,False,1.9059e+21,1.9605e+21,1.9518e+21,1.9839e+21,2.0209e+21
1159,B,False,6.6888e+21,6.7184e+21,6.71e+21,6.7677e+21,6.7571e+21
1160,B,False,5.1995e+21,5.2684e+21,5.2757e+21,5.3197e+21,5.3931e+21
1161,B,False,2.7544e+21,2.9647e+21,3.0566e+21,3.2214e+21,3.2915e+21
1162,B,True,7.7724e+21,7.85e+21,7.7885e+21,7.6737e+21,7.694e+21
1163,B,False,8.4515e+21,8.5268e+21,8.4643e+21,8.4637e+21,8.4385e+21
1164,B,True,4.0403e+20,5.0392e+20,4.9977e+20,8.8274e+20,7.9277e+20
1165,B,False,6.8274e+21,6.8476e+21,6.6688e+21,6.6372e+21,6.6167e+21
1166,B,False,1.7674e+22,1.7709e+22,1.7719e+22,1.7844e+22,1.779e+22
1167,B,False,1.5055e+22,1.4885e+22,1.5086e+22,1.5042e+22,1.515e+22
1168,B,False,8.215e+21,8.347e+21,8.3641e+21,8.1918e+21,8.1584e+21
1169,B,True,1.9912e+22,1.986e+22,1.9869e+22,1.9992e+22,1.9848e+22
1170,B,False,5.1122e+21,5.1409e+21,5.1531e+21,5.2162e+21,5.2443e+21
1171,B,False,9.3402e+21,9.2623e+21,9.309e+21,9.3394e+21,9.3355e+21
1172,B,False,0.0,0.0,0.0,0.0,0.0
1173,B,False,1.9695e+21,1.9372e+21,1.9715e+21,2.0112e+21,1.9912e+21
1174,B,False,6.9347e+21,6.9148e+21,6.8913e+21,6.904e+21,6.9982e+21
1175,B,True,2.6658e+21,2.6051e+21,2.5552e+21,2.4876e+21,2.442e+21
1176,B,False,8.1844e+20,8.1825e+20,8.3661e+20,8.4385e+20,8.241e+20
1177,B,False,6.8163e+21,6.8106e+21,6.8108e+21,6.7987e+21,6.8102e+21
1178,B,False,5.9512e+21,6.0618e+21,6.2183e+21,6.254e+21,6.4567e+21
1179,B,False,4.5424e+20,5.1276e+20,5.1556e+20,5.1239e+20,5.262e+20
1180,B,False,1.1889e+22,1.1881e+22,1.1948e+22,1.1637e+22,1.1798e+22
1181,B,False,3.6131e+21,3.522e+21,3.4352e+21,3.4233e+21,3.3418e+21
1182,B,False,5.8304e+21,5.917e+21,5.9594e+21,5.9218e+21,6.0115e+21
1183,B,True,2.1587e+21,2.1081e+21,2.1234e+21,2.0737e+21,2.0909e+21
1184,B,False,1.4941e+22,1.4808e+22,1.4725e+22,1.4642e+22,1.4528e+22
1185,B,False,1.4935e+22,1.4932e+22,1.4925e+22,1.4923e+22,1.4956e+22
1186,B,False,4.7056e+21,5.09e+21,5.3453e+21,5.5908e+21,6.0031e+21
1187,B,False,1.881e+22,1.8728e+22,1.8864e+22,1.8948e+22,1.8968e+22
1188,B,False,2.2648e+21,2.2838e+21,2.3712e+21,2.4332e+21,2.5564e+21
1189,B,True,8.2735e+21,8.3162e+21,8.2357e+21,8.2e+21,8.2145e+21
1190,B,False,7.0235e+21,7.0693e+21,6.8797e+21,6.7809e+21,6.6354e+21
1191,B,False,5.7592e+21,5.718e+21,5.6954e+21,5.751e+21,5.7317e+21
1192,B,False,1.57e+22,1.5743e+22,1.574e+22,1.5772e+22,1.574e+22
1193,B,False,8.0131e+21,7.9116e+21,7.8681e+21,8.0824e+21,8.1892e+21
1194,B,False,5.2117e+21,5.1339e+21,4.9834e+21,4.8761e+21,4.8819e+21
1195,B,False,5.4846e+21,5.4045e+21,5.5171e+21,5.5416e+21,5.499e+21
1196,B,False,1.2889e+22,1.3002e+22,1.296e+22,1.2988e+22,1.303e+22
1197,B,True,8.4146e+21,8.4061e+21,8.4439e+21,8.4689e+21,8.4627e+21
1198,B,False,1.1286e+22,1.1207e+22,1.132e+22,1.1387e+22,1.1546e+22
1199,B,False,1.7588e+21,1.6959e+21,1.664e+21,1.6171e+21,1.6746e+21
1200,B,False,1.6605e+22,1.6438e+22,1.6553e+22,1.6648e+22,1.6567e+22
1201,B,True,4.9764e+21,4.9334e+21,4.9436e+21,4.8903e+21,4.8713e+21
1202,B,False,5.5319e+21,5.4075e+21,5.4526e+21,5.3962e+21,5.4493e+21
1203,B,False,6.357e+21,6.3864e+21,6.3813e+21,6.4e+21,6.4377e+21
1204,B,True,1.8817e+22,1.8801e+22,1.8862e+22,1.8668e+22,1.8632e+22
1205,B,False,4.9694e+21,4.9656e+21,4.8889e+21,4.9423e+21,4.9114e+21
1206,B,False,5.9714e+21,6.0124e+21,5.9931e+21,6.0056e+21,5.9783e+21
1207,B,False,3.3528e+21,3.3801e+21,3.4491e+21,3.419e+21,3.5098e+21
1208,B,False,5.5815e+21,5.7134e+21,5.728e+21,5.8032e+21,5.8407e+21
1209,B,False,4.0544e+21,4.0164e+21,4.0942e+21,4.0892e+21,4.0761e+21
1210,B,False,1.1579e+22,1.1552e+22,1.149e+22,1.1475e+22,1.1466e+22
1211,B,True,1.9284e+22,1.9243e+22,1.9083e+22,1.8969e+22,1.8881e+22
1212,B,True,1.1656e+21,1.1522e+21,1.1535e+21,1.1553e+21,1.1711e+21
1213,B,True,8.719e+21,8.6067e+21,8.4518e+21,8.2626e+21,8.2375e+21
1214,B,False,1.4955e+22,1.499e+22,1.5196e+22,1.5343e+22,1.5526e+22
1215,B,False,1.3904e+22,1.3764e+22,1.3763e+22,1.373e+22,1.3521e+22
1216,B,False,7.4571e+21,7.3716e+21,7.3438e+21,7.3793e+21,7.3247e+21
1217,B,False,6.2137e+21,6.1959e+21,6.1832e+21,6.1559e+21,6.0944e+21
1218,B,False,5.2344e+21,5.2643e+21,5.2597e+21,5.3011e+21,5.3158e+21
1219,B,False,1.017e+22,1.0337e+22,1.0332e+22,1.0396e+22,1.0384e+22
1220,B,False,2.2915e+21,2.3313e+21,2.271e+21,2.2646e+21,2.2647e+21
