,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5
1541,B,False,15.122,16.148,16.057,14.234,13.871
1542,B,False,47.185,45.979,46.192,46.145,46.08
1543,B,False,43.07,43.852,43.979,43.325,43.794
1544,B,False,17.633,18.71,18.66,17.165,17.944
1545,B,False,17.102,17.707,17.927,19.436,20.171
1546,B,False,10.917,13.043,11.305,14.884,9.6038
1547,B,False,0.64443,0.81451,0.76536,0.73993,0.60332
1548,B,False,3.6805,3.6254,3.6179,3.838,3.9655
1549,B,False,9.2732,10.552,10.285,10.118,9.3514
1550,B,False,6.7306,7.9109,6.7751,6.5873,6.9474
1551,B,False,27.917,27.033,27.088,26.75,26.34
1552,B,False,28.016,27.433,27.549,27.893,27.582
1553,B,False,22.079,12.283,20.343,22.509,18.905
1554,B,False,4.6632,3.925,5.1356,6.0224,3.4131
1555,B,False,18.976,18.024,18.824,18.12,18.223
1556,B,False,33.725,34.053,33.824,33.697,32.575
1557,B,False,18.475,19.066,19.615,19.864,19.844
1558,B,False,30.702,30.157,31.113,30.934,31.733
1559,B,False,38.868,39.248,38.558,39.445,39.732
1560,B,False,2.8931,2.4841,2.199,2.4696,2.3964
1561,B,False,26.943,29.062,28.786,28.795,28.793
1562,B,False,13.55,13.526,15.135,14.08,13.642
1563,B,False,0.65458,0.19891,0.88977,0.96105,0.20877
1564,B,False,8.4966,7.0991,7.4057,7.1498,8.0366
1565,B,False,35.744,35.92,36.296,37.251,36.435
1566,B,False,7.6358,8.793,8.538,8.5696,8.0987
1567,B,False,10.69,10.758,10.475,10.757,10.127
1568,B,False,24.269,21.615,23.167,20.367,20.513
1569,B,False,2.8568,2.4587,2.701,3.085,2.9814
1570,B,False,56.358,54.295,54.419,53.681,55.083
1571,B,False,7.2546,9.7478,10.76,7.1852,8.5419
1572,B,False,10.643,10.353,8.5185,6.5722,7.8125
1573,B,False,0.0,0.0,2.2876,0.8285,0.9375
1574,B,False,39.787,40.809,40.374,40.207,40.799
1575,B,False,50.114,51.76,50.181,50.0,51.49
1576,B,False,33.735,32.742,31.87,33.948,34.528
1577,B,False,12.347,9.8532,9.1793,9.4486,10.937
1578,B,False,32.818,32.078,32.298,32.033,31.422
1579,B,False,3.583,3.1713,3.4487,3.8959,4.6982
1580,B,False,23.801,22.128,24.819,28.258,22.842
1581,B,True,37.486,36.799,36.795,36.576,36.153
1582,B,False,34.908,35.095,35.492,34.791,34.879
1583,B,False,12.39,11.881,12.314,12.852,12.404
1584,B,False,28.201,28.474,28.981,28.295,27.282
1585,B,False,38.527,38.621,38.042,37.396,36.701
1586,B,False,3.2389,3.1395,4.038,3.6315,4.5916
1587,B,False,19.013,19.137,17.916,18.105,18.092
1588,B,False,69.001,69.199,69.573,68.879,68.576
1589,B,False,12.131,11.908,12.209,11.604,10.953
1590,B,False,2.4258,2.2713,1.6955,1.9101,2.2229
1591,B,True,35.16,36.191,34.841,33.912,34.978
1592,B,False,18.558,18.34,19.316,19.142,19.299
1593,B,False,13.988,13.805,13.928,14.325,13.832
1594,B,False,15.429,16.077,14.545,14.952,15.01
1595,B,False,34.909,34.976,34.872,34.666,35.012
1596,B,False,18.491,15.097,15.692,15.14,17.343
1597,B,False,28.974,29.009,29.15,29.122,28.978
1598,B,False,8.4587,7.36,7.0754,6.9254,7.9348
1599,B,True,5.4573,6.1494,7.0151,5.7077,6.5559
1600,B,False,43.388,44.518,44.798,45.509,46.974
1601,B,False,58.448,58.25,58.567,58.12,57.735
1602,B,False,7.9849,8.2214,7.8104,7.6478,6.9926
1603,B,False,1.9515,2.2086,1.7859,2.0091,1.539
1604,B,False,7.4574,7.7703,7.4021,7.7731,7.7776
1605,B,False,20.042,23.805,23.597,21.947,22.978
1606,B,False,2.5234,3.1574,2.8475,3.0209,2.784
1607,B,False,34.949,35.217,34.912,33.633,33.444
1608,B,True,6.1794,5.8219,5.7686,6.0903,5.9461
1609,B,True,7.4824,3.9548,6.338,6.6566,8.0377
1610,B,False,3.5273,3.512,3.5906,3.6767,3.8866
1611,B,False,36.233,38.703,38.743,35.63,37.63
1612,B,False,32.249,32.282,39.121,35.198,35.417
1613,B,False,40.262,40.486,39.815,40.694,39.839
1614,B,False,6.5773,6.8408,7.9808,7.4827,6.5662
1615,B,False,21.854,22.748,23.627,22.985,22.218
1616,B,False,43.801,45.257,45.257,45.794,46.457
1617,B,False,12.024,12.533,12.584,11.607,11.401
1618,B,False,5.2413,5.3763,5.3128,4.7771,8.0714
1619,B,False,9.7626,10.972,9.7391,7.9022,10.239
1620,B,False,20.314,18.39,20.468,20.682,21.181
1621,B,False,40.917,39.591,40.444,40.299,40.807
1622,B,False,38.933,38.447,38.46,37.766,37.052
1623,B,False,12.435,12.503,12.144,12.323,12.367
1624,B,True,1.9628,2.0828,1.9854,1.9261,1.8303
1625,B,False,46.218,45.199,45.109,44.829,45.562
1626,B,False,29.699,30.966,31.329,28.966,31.241
1627,B,False,18.682,18.315,22.283,20.414,20.179
1628,B,False,41.838,41.174,42.73,42.7,42.402
1629,B,True,7.1654,5.3865,4.8503,5.1984,5.6299
1630,B,False,33.48,32.652,31.242,31.091,32.178
1631,B,False,9.0748,9.3015,9.1362,8.5725,9.8283
1632,B,False,11.429,4.4225,5.7639,5.899,6.5774
1633,B,False,54.295,54.419,53.681,55.083,53.885
1634,B,False,8.2164,8.4611,8.7334,8.7754,8.3013
1635,B,False,52.57,54.948,54.021,48.124,52.666
1636,B,False,27.584,27.127,26.97,27.433,28.162
1637,B,False,6.4778,7.6142,7.482,6.9449,7.5403
1638,B,False,10.127,9.5892,9.9898,9.9152,9.6672
1639,B,False,0.88945,0.87919,0.5814,0.58442,0.41074
1640,B,False,15.667,15.751,16.224,16.7,16.331
1641,B,False,29.719,29.159,29.974,30.256,28.723
1642,B,False,4.2553,14.159,12.821,4.7826,6.1224
1643,B,False,44.959,44.981,45.054,44.989,45.323
1644,B,False,6.0534,5.6076,5.2521,5.7641,5.6517
1645,B,False,33.123,33.344,33.935,34.009,34.31
1646,B,False,22.208,24.093,27.402,25.515,30.984
1647,B,False,11.704,12.308,11.757,10.735,10.783
1648,B,False,46.242,46.618,46.737,46.902,46.606
1649,B,False,7.494,7.1419,8.432,7.6623,7.2521
1650,B,False,5.4198,5.7576,5.2743,5.5381,4.5504
1651,B,True,9.1295,10.0,8.162,10.931,8.2083
1652,B,False,25.445,21.56,23.017,20.605,24.492
1653,B,False,39.979,40.351,40.27,40.69,40.364
1654,B,False,20.297,20.077,20.267,19.938,19.552
1655,B,False,12.478,12.11,11.614,10.759,10.716
1656,B,False,19.191,18.781,19.209,18.23,17.904
1657,B,False,2.1672,2.9038,1.7234,3.0303,2.4148
1658,B,False,20.32,21.558,21.565,19.183,22.107
1659,B,False,50.413,49.06,47.051,46.751,44.949
1660,B,False,10.299,10.078,11.178,10.391,10.879
1661,B,False,20.696,20.727,20.889,21.893,22.138
1662,B,False,15.954,15.26,13.51,12.799,14.563
1663,B,False,58.567,58.12,57.735,58.249,58.195
1664,B,False,1.6176,1.4613,1.5713,1.2807,1.1772
1665,B,False,13.917,14.207,14.908,15.166,15.114
1666,B,False,3.684,4.3028,3.4181,3.3681,4.0125
1667,B,False,43.979,43.325,43.794,43.734,43.868
1668,B,True,10.235,9.5807,8.7505,9.0429,8.181
1669,B,True,20.076,18.996,18.315,17.805,18.525
1670,B,False,28.975,28.627,29.431,29.474,29.773
1671,B,False,35.721,35.515,34.009,34.703,34.326
1672,B,False,17.859,19.494,19.169,18.236,18.95
1673,B,False,46.894,48.118,50.591,51.416,51.807
1674,B,False,14.611,14.831,14.699,14.503,14.354
1675,B,False,29.866,28.375,28.334,28.275,28.985
1676,B,False,27.673,28.219,25.639,24.35,33.556
1677,B,False,28.516,28.186,28.242,28.648,28.65
1678,B,True,5.7513,3.9975,3.8827,2.9978,2.4922
1679,B,False,29.142,28.713,29.377,28.914,28.63
1680,B,False,11.578,10.917,11.1,11.418,11.279
1681,B,False,23.775,22.735,25.623,21.205,39.043
1682,B,False,6.3672,6.4105,6.359,6.1767,5.2048
1683,B,False,8.7216,8.4189,8.8128,9.3483,9.0622
1684,B,False,39.368,39.212,38.911,39.225,39.739
1685,B,False,20.515,19.798,18.936,18.338,19.274
1686,B,False,10.012,9.6019,10.281,10.515,10.906
1687,B,False,2.2055,2.7535,2.7275,3.1528,2.3115
1688,B,False,14.646,13.353,12.719,11.85,11.705
1689,B,False,45.7,44.815,44.755,44.685,43.669
1690,B,False,17.455,13.34,13.712,18.717,14.815
1691,B,False,5.304,4.9028,5.8333,6.0856,4.5822
1692,B,False,29.471,29.546,30.048,29.48,29.01
1693,B,False,7.9374,7.8431,8.7663,8.7679,8.1676
1694,B,False,32.384,31.3,31.098,31.539,30.566
1695,B,False,43.437,41.311,40.047,40.453,40.949
1696,B,False,24.917,25.127,24.961,24.8,26.74
1697,B,True,9.4446,9.2886,10.192,8.9097,9.1707
1698,B,False,1.3669,1.4238,2.0184,1.9512,2.1645
1699,B,False,17.861,17.585,17.843,18.055,17.983
1700,B,False,24.095,23.435,25.634,30.881,33.125
1701,B,False,14.398,14.734,16.099,14.306,12.891
1702,B,False,18.702,19.799,19.516,18.947,19.89
1703,B,False,48.981,47.267,45.423,51.121,50.864
1704,B,False,4.7104,5.0165,4.1762,4.4814,4.5878
1705,B,True,13.357,15.059,15.806,13.583,14.415
1706,B,False,19.934,19.226,17.021,19.125,17.591
1707,B,False,30.415,30.379,32.242,31.001,26.314
1708,B,False,21.61,22.315,23.287,23.641,24.23
1709,B,False,52.009,52.624,53.104,53.165,52.493
1710,B,False,10.805,10.951,11.167,11.321,10.15
1711,B,False,37.367,38.252,38.515,38.562,39.117
1712,B,False,4.8283,4.6597,3.4662,2.8263,3.9075
1713,B,False,3.4556,2.6615,4.6189,4.8468,5.1867
1714,B,False,42.12,42.434,43.787,43.136,41.653
1715,B,False,4.2343,3.7732,4.8297,4.6147,4.0187
1716,B,False,10.572,8.5234,8.6014,10.414,10.049
1717,B,False,44.514,42.417,42.994,43.111,41.922
1718,B,False,12.146,10.908,10.138,11.172,10.765
1719,B,False,9.8195,9.4906,8.4632,9.4808,9.4504
1720,B,False,19.968,19.308,18.966,17.547,17.609
1721,B,False,4.0921,4.3218,5.249,4.7637,4.7926
1722,B,False,16.765,19.776,19.016,19.944,21.137
1723,B,False,2.6634,2.8234,3.4119,4.277,4.0471
1724,B,False,7.325,6.9815,7.3429,7.1026,6.3888
1725,B,False,8.5391,7.4129,8.1307,8.8096,7.9376
1726,B,False,29.94,30.416,30.911,25.825,24.566
1727,B,False,29.112,29.27,28.821,28.04,27.865
1728,B,False,11.104,10.857,10.03,9.8116,9.209
1729,B,False,56.824,57.417,58.072,56.131,55.875
1730,B,False,4.8503,5.1984,5.6299,5.1637,4.7375
1731,B,False,5.4121,5.2089,5.7602,5.6794,6.4432
1732,B,False,10.059,15.063,11.619,11.087,12.602
1733,B,False,11.854,12.037,10.915,11.065,10.485
1734,B,False,12.02,11.663,11.726,11.637,12.058
1735,B,False,3.9381,3.2061,2.7778,2.0103,2.5822
1736,B,False,16.42,18.234,16.188,18.507,19.606
1737,B,False,9.442,10.003,9.9932,10.285,9.5627
1738,B,False,14.902,14.659,14.465,13.964,13.44
1739,B,False,5.531,5.8465,4.8632,5.968,4.3004
1740,B,False,13.807,13.379,14.096,12.95,12.954
1741,B,False,4.3648,5.0508,4.7697,4.7931,5.144
1742,B,False,26.046,26.018,26.709,26.923,26.667
1743,B,False,35.244,35.805,35.98,34.221,35.475
1744,B,False,26.347,26.41,26.96,25.599,25.625
1745,B,False,36.231,36.182,35.605,35.817,35.629
1746,B,False,31.567,30.704,31.049,30.719,31.075
1747,B,False,17.36,15.063,14.479,16.791,16.917
1748,B,True,14.346,14.95,14.195,14.563,14.369
1749,B,False,13.855,13.648,14.023,13.914,13.634
1750,B,False,8.4803,8.5473,8.2756,8.3682,9.4746
1751,B,False,18.43,18.394,16.744,17.729,16.446
1752,B,False,30.804,29.533,33.333,36.887,33.085
1753,B,False,8.4192,10.819,7.7248,9.6892,10.482
1754,B,False,34.359,34.118,35.049,35.95,35.14
1755,B,False,36.204,36.7,36.448,35.877,35.245
1756,B,False,43.071,42.924,42.799,44.072,42.803
1757,B,False,11.064,11.607,11.652,11.349,12.059
1758,B,False,33.388,30.898,27.164,21.237,20.132
1759,B,False,14.924,17.102,17.707,17.927,19.436
1760,B,False,4.2527,3.9279,4.3484,3.9225,4.1672
1761,B,False,18.0,18.138,17.893,18.327,18.019
1762,B,False,26.398,26.453,25.101,24.603,26.612
1763,B,False,33.734,33.682,33.284,33.916,34.64
1764,B,False,6.1158,7.3458,6.5855,6.3503,7.2992
1765,B,False,14.634,14.511,14.805,15.091,14.843
1766,B,False,11.095,10.444,9.8908,9.7156,9.9811
1767,B,False,5.3333,5.9952,4.7028,5.2794,5.9572
1768,B,False,51.915,59.271,51.073,54.746,58.271
1769,B,False,18.363,18.983,15.529,14.657,17.9
1770,B,False,34.468,33.57,33.538,34.106,35.191
1771,B,False,6.3354,5.9146,5.7841,7.6542,7.4943
1772,B,False,14.617,14.224,13.961,13.789,13.479
1773,B,False,41.512,41.183,41.148,41.262,40.822
1774,B,False,48.005,49.264,48.503,47.683,47.631
1775,B,False,11.132,11.345,11.118,11.717,11.875
1776,B,False,4.8721,6.1217,7.3442,7.483,5.1265
1777,B,False,4.59,6.84,4.7505,6.3164,5.8684
1778,B,False,26.573,27.349,27.446,28.234,28.184
1779,B,False,5.8584,6.284,6.3885,6.7123,6.1647
1780,B,False,41.925,42.16,42.942,42.345,41.631
1781,B,False,18.656,18.994,18.495,18.79,18.702
1782,B,False,11.144,11.159,11.529,10.149,10.14
1783,B,False,31.904,31.011,31.439,31.969,32.242
1784,B,False,4.4586,3.046,2.809,2.4804,2.7972
1785,B,False,37.162,38.158,38.108,37.835,38.38
1786,B,False,28.951,27.665,27.198,28.201,24.318
1787,B,False,18.29,19.429,19.724,19.014,20.421
1788,B,False,0.0,0.0,15.686,13.131,26.667
1789,B,False,11.561,12.308,11.944,11.237,11.594
1790,B,False,3.8827,2.9978,2.4922,4.8811,4.2216
1791,B,False,28.869,29.965,29.02,28.576,29.579
1792,B,False,2.459,0.79523,2.5105,2.9279,2.7888
1793,B,False,3.5584,4.2096,1.97,2.2158,1.8939
1794,B,False,4.477,5.1422,4.1919,5.0,4.4118
1795,B,False,5.0265,7.9596,8.7408,6.4249,6.4858
1796,B,False,3.3454,3.3119,3.3623,3.3499,3.5959
1797,B,False,22.57,21.888,23.334,23.861,21.627
1798,B,True,18.51,18.755,19.753,20.252,22.837
1799,B,False,36.882,36.975,37.324,36.689,36.608
1800,B,False,1.8391,1.8816,1.4778,2.0795,2.4017
1801,B,False,11.255,11.325,11.134,11.002,11.105
1802,B,False,3.9055,2.9285,2.7276,1.4839,3.5227
1803,B,False,37.226,40.142,42.12,42.434,43.787
1804,B,False,36.528,37.14,36.616,35.927,36.709
1805,B,False,30.245,29.663,29.635,29.972,29.69
1806,B,False,4.2407,3.5612,3.801,4.0761,4.3478
1807,B,False,4.0495,4.6137,3.0127,6.6401,3.1458
1808,B,False,4.3127,3.9167,3.6376,3.9799,4.0644
1809,B,False,7.293,7.7653,7.7125,7.9254,7.0514
1810,B,False,4.605,4.7222,4.31,3.7284,3.1637
1811,B,False,41.27,40.966,40.465,42.271,41.462
1812,B,False,44.008,43.676,43.683,42.638,41.876
1813,B,False,31.714,35.103,38.62,38.447,41.135
1814,B,False,15.505,11.39,14.327,17.18,14.65
1815,B,False,3.0661,3.0877,2.7304,2.3954,2.5512
1816,B,False,13.748,14.91,15.689,15.35,16.918
1817,B,False,7.6518,7.4413,8.8109,7.4612,7.7586
1818,B,False,14.966,15.042,15.778,14.888,13.488
1819,B,False,20.179,19.478,17.859,19.494,19.169
1820,B,True,36.501,37.951,36.655,38.604,37.784
1821,B,False,13.683,13.377,12.186,12.177,12.576
1822,B,False,25.116,23.618,25.287,27.267,24.256
1823,B,False,17.318,17.827,17.003,16.36,16.243
1824,B,False,36.296,37.251,36.435,36.634,36.617
1825,B,False,17.304,16.699,16.514,17.103,17.56
1826,B,False,30.469,30.181,29.88,29.267,29.11
1827,B,False,8.362,9.2712,9.4408,9.6783,9.4858
1828,B,False,37.263,37.174,37.446,37.379,37.365
1829,B,False,9.2319,9.4823,8.7759,8.7612,9.6136
1830,B,False,46.063,45.359,42.705,43.417,42.708
1831,B,False,5.85,6.0437,6.1902,6.5332,7.1131
1832,B,False,11.78,10.655,10.415,11.529,10.941
1833,B,False,28.438,28.102,28.463,28.377,28.193
1834,B,False,23.647,24.163,22.413,22.739,24.309
1835,B,False,28.635,27.715,27.819,29.12,28.225
1836,B,False,13.642,13.493,12.344,12.238,12.146
1837,B,False,12.178,12.426,11.379,11.452,12.232
1838,B,False,29.585,30.744,30.401,30.041,30.305
1839,B,False,35.848,36.158,35.944,36.176,34.915
1840,B,False,44.663,45.579,45.616,45.176,44.947
1841,B,False,39.641,39.645,39.242,38.69,38.322
1842,B,False,31.098,31.539,30.566,31.687,32.795
1843,B,False,43.472,43.044,42.062,42.194,42.11
1844,B,False,7.1181,8.1524,5.9162,7.2149,7.7774
1845,B,False,34.148,34.88,34.688,35.462,36.196
1846,B,False,10.861,10.657,10.063,9.8681,9.8502
1847,B,False,47.52,46.814,47.483,47.581,48.114
1848,B,False,35.087,37.812,34.981,33.583,34.391
1849,B,False,21.462,23.217,22.319,21.137,23.525
1850,B,False,8.6023,6.0788,5.9011,6.3343,6.7236
1851,B,False,7.8017,7.0878,6.1598,6.4506,5.9611
1852,B,False,23.791,23.412,22.516,22.352,22.57
1853,B,False,23.092,20.536,17.958,19.462,18.681
1854,B,False,44.392,44.354,45.005,44.446,44.568
1855,B,False,27.111,27.123,27.715,26.536,27.427
1856,B,False,72.595,72.845,73.632,73.477,73.2
1857,B,False,34.851,34.863,33.669,35.625,35.445
1858,B,False,4.1849,4.5485,3.6961,2.2422,2.0093
1859,B,False,43.794,43.734,43.868,44.106,43.542
1860,B,False,9.8108,9.7137,9.3928,9.5718,9.6595
1861,B,False,2.271,2.2661,2.0129,2.456,2.1262
1862,B,False,25.575,26.2,25.529,26.263,25.402
1863,B,False,22.015,21.66,21.392,21.774,21.83
1864,B,False,6.5438,6.394,6.4825,7.2521,6.5163
1865,B,False,8.1953,8.2154,8.5014,7.2329,6.847
1866,B,False,5.5437,4.9856,4.9111,5.584,7.0914
1867,B,False,0.0,0.0,0.0,0.0,29.73
1868,B,False,25.098,23.533,24.173,24.723,24.739
1869,B,False,8.7419,9.2406,10.345,10.392,9.4047
1870,B,False,26.942,27.171,26.541,26.889,27.879
1871,B,False,24.981,25.384,25.003,24.24,23.969
1872,B,False,10.529,11.082,10.57,10.844,11.149
1873,B,False,30.323,29.286,30.549,31.263,31.162
1874,B,False,15.507,15.95,14.564,15.806,16.006
1875,B,False,9.8906,12.102,11.475,10.84,9.7199
1876,B,False,19.01,17.909,18.128,18.861,19.688
1877,B,False,25.623,26.054,25.575,25.651,25.858
1878,B,False,4.6636,5.9523,5.9219,5.0269,4.2582
1879,B,False,31.961,31.774,32.017,31.769,31.479
1880,B,False,10.951,11.167,11.321,10.15,9.8754
1881,B,False,13.456,10.073,13.285,10.865,10.63
1882,B,False,6.5716,6.5549,6.3918,6.677,7.4015
1883,B,False,6.3501,6.82,7.1213,7.1244,7.0976
1884,B,False,67.745,68.015,66.14,64.328,63.668
1885,B,False,24.908,23.352,24.96,24.271,23.459
1886,B,False,8.2019,8.0266,8.0792,8.7912,6.8791
1887,B,False,14.161,14.319,16.92,16.565,14.377
1888,B,False,3.481,2.83,2.9757,3.1694,2.7521
1889,B,False,34.078,29.634,34.047,30.813,31.303
1890,B,False,44.989,44.701,46.195,46.476,45.922
1891,B,False,5.6258,5.3783,5.6069,5.4699,5.5437
1892,N,False,3.252,4.1697,2.5955,2.5974,3.7196
1893,N,False,8.4354,9.0418,9.2783,9.4612,7.6628
1894,N,False,5.53,4.8128,2.3447,6.1637,6.1674
1895,N,False,3.6432,3.3805,3.3564,5.2736,4.2656
1896,N,False,8.5077,8.0882,6.4085,5.9682,6.8182
1897,N,False,2.4925,3.6542,5.2726,4.059,4.6703
1898,N,False,3.5833,5.0372,4.7788,3.8328,4.8908
1899,N,False,4.0,3.2012,4.6642,4.2449,5.5193
1900,N,False,4.6401,2.7803,4.4896,3.0497,3.5294
1901,N,False,5.5459,6.7436,6.4259,4.7923,5.1513
1902,N,False,14.838,10.431,11.773,14.266,19.287
1903,N,False,4.4074,4.6154,2.8824,3.6353,4.9889
1904,N,False,21.817,22.362,22.996,24.47,23.665
1905,N,False,2.4884,2.9813,2.0992,3.5063,3.1543
1906,N,False,6.0247,6.0288,5.6142,6.0726,6.1625
1907,N,False,6.3468,5.5288,6.2016,5.1898,4.5521
1908,N,False,2.9453,1.6975,1.6566,1.4368,2.4965
1909,N,False,19.493,19.387,18.35,17.015,17.65
1910,N,False,8.2831,8.7089,9.5967,8.2973,7.5922
1911,N,False,8.3051,3.5907,6.6277,8.2534,6.3786
1912,N,False,14.528,16.498,15.54,15.249,14.741
1913,N,False,7.5915,8.2736,8.4624,7.9222,6.8858
1914,N,False,17.606,26.423,12.633,8.4778,10.055
1915,N,False,13.856,13.358,16.034,14.387,11.724
1916,N,False,27.365,33.871,37.54,40.174,37.313
1917,N,False,16.03,16.266,16.24,15.998,20.874
1918,N,False,32.342,32.018,32.275,31.918,31.886
1919,N,False,7.5091,10.023,8.6803,6.6639,7.2242
1920,N,False,29.137,29.096,28.764,28.609,28.693
1921,N,False,2.6297,3.5689,2.5177,2.7298,2.6269
1922,N,False,29.351,29.918,29.841,29.425,29.348
1923,N,False,2.4922,2.6002,2.7411,2.5087,2.9483
1924,N,False,5.7799,5.7358,5.5599,5.4856,6.0961
1925,N,False,2.5788,1.9737,1.1527,3.6697,4.0359
1926,N,False,2.829,3.4314,4.0208,3.3898,3.523
1927,N,False,1.2909,2.0661,3.2068,2.0566,2.3353
1928,N,False,26.328,28.272,21.01,23.575,23.519
1929,N,False,40.454,41.215,39.863,40.161,39.259
1930,N,False,22.713,22.74,23.265,22.806,22.473
1931,N,False,8.4149,8.7897,8.9045,8.9378,8.2266
1932,N,False,19.655,19.812,19.755,19.48,19.636
1933,N,False,4.6667,2.3091,3.6021,1.8149,2.5783
1934,N,False,3.9116,7.0254,9.0909,9.4964,8.5236
1935,N,False,4.9065,1.436,3.4898,3.0888,4.3081
1936,N,False,44.351,44.996,44.554,45.203,44.694
1937,N,False,14.525,14.824,14.853,14.93,15.086
1938,N,False,14.525,14.824,14.853,14.93,15.086
1939,N,False,3.5869,4.8767,6.4731,7.0167,7.1837
1940,N,False,5.0795,5.619,5.9987,6.1417,5.0567
1941,N,False,2.7206,2.6786,2.963,2.7778,1.8158
1942,N,False,10.371,10.4,10.897,10.16,12.152
1943,N,False,3.4329,3.4808,3.2264,3.1378,2.9612
1944,N,False,27.665,27.817,27.322,26.878,26.393
1945,N,False,2.6006,2.5669,2.8894,2.9867,3.1467
1946,N,False,45.516,46.865,47.542,48.532,48.192
1947,N,False,3.3755,2.9228,4.7109,2.8261,5.4507
1948,N,False,2.7586,0.89888,1.7032,4.067,3.6232
1949,N,False,52.237,52.082,51.585,51.897,51.94
1950,N,False,21.064,17.652,17.846,19.565,18.317
1951,N,False,39.016,38.557,48.434,38.366,38.133
1952,N,False,22.2,20.946,22.609,22.662,22.466
1953,N,False,30.66,30.003,29.99,27.703,28.85
1954,N,False,41.745,27.88,27.606,40.103,26.307
1955,N,False,32.101,30.669,31.206,30.137,31.149
1956,N,False,1.5326,1.63,1.7153,1.6907,1.5844
1957,N,False,10.634,9.7665,9.4909,9.2622,8.8849
1958,N,False,36.187,34.751,34.781,35.656,35.153
1959,N,False,18.859,19.644,19.402,20.267,20.242
1960,N,False,19.227,19.418,18.133,18.021,19.084
1961,N,False,7.6801,8.5293,8.4767,8.4828,7.4287
1962,N,False,17.509,16.499,19.338,18.81,19.623
1963,N,False,44.46,43.745,43.648,43.712,43.667
1964,N,False,3.7127,3.5596,3.8183,3.8769,3.2629
1965,N,False,19.721,20.348,20.81,20.8,20.257
1966,N,False,15.352,14.42,13.184,13.763,16.314
1967,N,False,29.037,29.095,27.375,27.257,27.031
1968,N,False,9.0726,8.1443,7.3938,8.4347,8.0109
1969,N,False,9.0726,8.1443,7.3938,8.4347,8.0109
1970,N,False,56.025,55.55,54.789,55.325,54.862
1971,N,False,32.655,33.036,33.766,34.04,34.337
1972,N,False,14.98,14.954,14.968,15.435,15.601
1973,N,False,16.51,17.919,16.364,16.803,12.973
1974,N,False,15.46,14.945,14.862,15.215,14.696
1975,N,False,14.648,14.58,15.265,15.212,15.365
1976,N,False,30.897,30.724,30.629,30.902,30.848
1977,N,False,12.878,12.697,12.417,12.585,12.511
1978,N,False,6.5007,5.0136,5.0489,5.5278,5.0068
1979,N,False,13.282,13.211,13.162,13.215,13.397
1980,N,False,13.282,13.211,13.162,13.215,13.397
1981,N,False,6.2066,5.3434,5.0566,6.0194,6.1923
1982,N,False,6.2066,5.3434,5.0566,6.0194,6.1923
1983,N,False,2.2398,2.7365,2.8678,3.1844,3.0561
1984,N,False,46.133,46.041,46.069,45.734,45.809
1985,N,False,17.391,16.07,16.153,17.82,19.108
1986,N,False,28.97,29.088,28.928,29.802,29.379
1987,N,False,44.044,43.708,43.986,43.951,44.213
1988,N,False,4.3899,5.0963,6.3223,6.038,3.3875
1989,N,False,1.9324,0.0,2.1505,2.5974,2.8986
1990,N,False,13.188,9.5808,9.4382,5.8673,10.12
1991,N,False,17.241,16.785,16.606,15.956,16.776
1992,N,False,39.108,39.442,39.519,39.347,39.227
1993,N,False,17.026,14.379,14.57,13.258,14.692
1994,N,False,26.18,26.22,25.766,25.927,25.62
1995,N,False,20.989,20.533,20.18,20.275,21.583
1996,N,False,1.0325,1.138,1.3221,1.3066,1.3018
1997,N,False,61.446,46.797,49.138,46.404,41.676
1998,N,False,3.9282,4.787,5.3062,6.2368,5.2889
1999,N,False,21.807,21.586,19.086,19.963,19.273
2000,N,False,3.1463,3.2729,2.6851,2.8464,3.4635
2001,N,False,1.1299,0.87719,2.1807,3.8889,1.4749
2002,N,False,20.101,17.895,18.732,19.873,19.372
2003,N,False,4.1846,2.4516,3.4919,3.3407,2.3949
2004,N,False,14.662,15.513,15.157,15.072,14.065
2005,N,False,5.1612,5.2749,5.2054,4.4067,4.8795
2006,N,False,16.556,15.375,11.481,12.735,13.847
2007,N,False,6.5434,7.4566,7.2986,6.5123,6.8602
2008,N,False,4.2094,5.5143,5.1007,4.4328,4.9131
2009,N,False,14.856,14.019,13.506,11.833,4.4657
2010,N,False,3.3484,4.4776,2.6418,3.8485,3.1344
2011,N,False,1.5913,1.0067,1.7057,1.595,2.3202
2012,N,False,16.404,15.69,16.598,15.612,15.794
2013,N,False,29.737,29.89,29.654,28.874,29.853
2014,N,False,29.737,29.89,29.654,28.874,29.853
2015,N,False,2.027,4.918,8.9489,6.9465,6.4935
2016,N,False,15.277,14.061,13.339,13.378,13.183
2017,N,False,49.693,49.497,49.609,49.911,48.8
2018,N,False,17.425,17.315,18.61,18.245,18.5
2019,N,False,48.782,48.343,47.896,47.708,47.468
2020,N,False,22.513,21.561,20.894,19.276,19.406
2021,N,False,26.3,27.143,26.745,27.061,26.969
2022,N,False,22.513,21.561,20.894,19.276,19.406
2023,N,False,25.143,25.765,25.634,25.69,25.724
2024,N,False,3.1217,3.3014,3.1881,2.2624,2.6349
2025,N,False,7.7652,8.3579,11.076,10.082,15.127
2026,N,False,38.302,38.336,37.488,38.007,38.002
