,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5
2098,N,False,62.135,60.556,59.177,61.328,63.196
2099,N,False,48.533,47.697,48.773,48.519,48.036
2100,N,False,67.003,68.191,68.091,65.975,69.062
2101,N,False,46.07,49.461,45.571,45.477,46.349
2102,N,False,63.157,64.948,64.845,65.773,65.388
2103,N,False,69.841,71.758,72.515,73.227,73.194
2104,N,False,51.307,50.642,51.142,50.637,50.938
2105,N,False,43.114,43.417,43.395,43.435,41.07
2106,N,False,78.3,80.225,78.983,83.462,84.004
2107,N,False,64.504,64.975,65.593,65.468,65.453
2108,N,False,60.169,60.637,59.03,61.301,56.171
2109,N,False,67.368,67.017,66.311,66.113,65.685
2110,N,False,72.592,74.69,72.608,73.179,73.501
2111,N,False,53.36,52.751,52.456,52.317,52.597
2112,N,False,76.126,76.791,74.466,74.842,76.829
2113,N,False,54.62,53.511,53.725,52.991,52.698
2114,N,False,40.893,40.218,41.69,41.119,40.043
2115,N,False,72.089,75.599,77.019,76.292,72.619
2116,N,False,62.636,62.314,62.737,62.518,62.407
2117,N,False,37.082,37.565,37.284,36.502,35.991
2118,N,False,56.061,54.366,53.356,52.761,54.108
2119,N,False,70.576,70.818,70.414,67.434,67.445
2120,N,False,51.621,51.935,52.168,52.768,52.005
2121,N,False,69.605,69.52,68.137,68.942,69.802
2122,N,False,48.934,48.244,48.457,49.758,50.104
2123,N,False,65.193,67.868,69.76,68.622,69.433
2124,N,False,53.971,54.38,55.933,55.854,58.914
2125,N,False,45.264,44.664,44.262,44.092,43.629
2126,N,False,79.888,82.402,82.981,80.422,80.08
2127,N,False,46.58,47.322,47.186,47.478,47.945
2128,N,False,67.492,67.938,69.145,69.535,68.543
2129,N,False,79.247,78.926,78.439,78.733,78.437
2130,N,False,64.608,64.993,64.902,64.609,64.61
2131,N,False,62.516,62.358,62.899,63.031,63.815
2132,N,False,52.289,53.061,54.067,53.504,54.154
2133,N,False,81.052,81.829,79.551,76.62,75.956
2134,N,False,72.811,71.588,69.877,71.533,71.817
2135,N,False,63.434,63.61,63.871,64.175,63.488
2136,N,False,81.513,79.969,80.553,80.308,78.571
2137,N,False,72.717,73.021,71.836,71.627,70.316
2138,N,False,54.277,52.965,53.512,54.762,54.477
2139,N,False,90.695,89.825,90.4,87.418,87.768
2140,N,False,76.006,72.943,71.379,70.942,70.553
2141,N,False,49.213,47.479,49.477,50.792,51.222
2142,N,False,56.332,55.696,55.246,55.953,55.546
2143,N,False,77.695,80.491,82.499,80.92,80.041
2144,N,False,65.787,66.768,64.445,63.923,63.999
2145,N,False,88.578,88.568,89.544,89.163,88.784
2146,N,False,68.442,67.765,67.378,66.94,65.491
2147,N,False,86.476,86.617,88.805,87.801,86.568
2148,N,False,80.58,82.024,82.81,81.913,82.497
2149,N,False,82.848,82.726,82.575,82.431,81.837
2150,N,False,59.953,60.755,60.25,59.438,60.343
2151,N,False,55.077,55.343,55.581,55.711,55.464
2152,N,False,72.607,73.319,75.194,75.151,74.269
2153,N,False,68.97,69.058,68.478,68.609,68.907
2154,N,False,76.019,76.166,77.07,77.31,77.778
2155,N,False,58.918,58.744,59.248,58.84,59.389
2156,N,False,47.303,48.206,51.512,50.605,51.952
2157,N,False,62.206,62.622,61.781,61.76,62.322
2158,N,False,111.44,112.77,112.47,120.4,118.38
2159,N,False,59.437,59.07,58.82,58.536,58.352
2160,N,False,59.92,60.139,59.803,59.485,58.941
2161,N,False,75.135,74.369,74.505,73.094,72.972
2162,N,False,56.371,57.054,57.379,57.262,58.073
2163,N,False,55.939,55.886,55.85,56.203,55.984
2164,N,False,89.053,89.755,87.14,86.286,84.928
2165,N,False,53.16,52.97,52.857,53.267,52.806
2166,N,False,38.247,38.496,38.85,39.013,39.594
2167,N,False,81.688,82.263,82.944,81.851,83.346
2168,N,False,53.018,53.779,54.336,53.534,55.162
2169,N,False,75.212,74.298,77.155,76.552,77.5
2170,N,False,42.791,43.031,43.008,43.133,43.382
2171,N,False,68.231,68.367,68.328,67.474,65.562
2172,N,False,52.465,52.336,52.002,52.048,51.933
2173,N,False,74.988,71.656,72.151,70.35,69.828
2174,N,False,63.892,65.115,61.975,64.94,67.802
2175,N,False,63.389,64.763,64.061,64.602,64.316
2176,N,False,80.759,80.099,77.005,77.193,75.558
2177,N,False,65.124,65.174,66.183,65.049,65.049
2178,N,False,66.687,66.226,66.201,65.68,65.913
2179,N,False,68.334,67.418,66.898,66.687,66.226
2180,N,False,56.414,57.134,58.482,59.099,59.812
2181,N,False,84.093,84.044,81.637,82.266,81.65
2182,N,False,49.131,48.622,48.649,48.301,46.611
2183,N,False,49.412,49.928,50.588,50.533,50.353
2184,N,False,37.581,37.611,38.363,39.17,40.932
2185,N,False,59.585,61.171,61.942,62.852,62.742
2186,N,False,49.06,49.327,49.918,49.933,50.433
2187,N,False,59.08,60.986,62.107,63.386,63.936
2188,N,False,69.709,69.546,68.986,68.462,68.063
2189,N,False,55.293,54.864,54.556,54.753,54.902
2190,N,False,59.136,58.943,60.357,60.315,60.744
2191,N,False,82.116,82.335,79.747,80.289,76.885
2192,N,False,69.338,69.982,69.821,67.41,67.432
2193,N,False,79.66,80.51,83.271,79.168,77.48
2194,N,False,62.646,62.591,63.092,62.48,62.569
2195,N,False,51.744,51.509,51.545,51.519,51.533
2196,N,False,77.901,76.497,75.852,74.736,76.507
2197,N,False,86.452,82.26,84.606,82.039,79.227
2198,N,False,54.166,54.015,54.175,54.061,53.905
2199,N,False,31.111,31.845,31.283,31.042,32.191
2200,N,False,56.735,56.888,56.224,55.804,55.998
2201,N,False,62.413,62.123,62.475,61.869,62.23
2202,N,False,83.007,82.158,81.611,82.049,85.781
2203,N,False,54.534,55.506,55.759,55.754,55.393
2204,N,False,48.375,47.802,46.903,46.515,45.842
2205,N,False,52.077,51.724,51.703,51.812,51.945
2206,N,False,49.027,49.622,49.696,48.719,48.437
2207,N,False,84.257,83.63,84.486,83.104,81.89
2208,N,False,53.002,52.638,53.354,53.58,53.705
2209,N,False,80.76,80.971,83.012,82.16,82.368
2210,N,False,91.767,96.816,90.62,94.515,91.46
2211,N,False,80.971,83.012,82.16,82.368,80.859
2212,N,False,54.632,58.652,57.408,55.751,53.983
2213,N,False,85.649,86.462,87.757,87.889,89.824
2214,N,False,59.839,60.222,60.211,60.671,60.913
2215,N,False,56.205,56.424,56.602,57.405,56.457
2216,N,False,57.807,57.432,56.488,56.472,56.457
2217,N,False,54.009,53.411,53.582,53.072,52.928
2218,N,False,75.931,77.803,77.513,80.506,83.404
2219,N,False,47.321,47.45,47.26,47.437,47.175
2220,N,False,67.01,66.065,65.565,65.367,65.514
2221,N,False,54.338,55.258,56.046,56.472,56.416
2222,N,False,63.492,62.399,62.753,61.523,62.16
2223,N,False,86.745,83.341,83.595,81.718,79.82
2224,N,False,83.788,83.681,85.165,86.705,88.265
2225,N,False,57.703,57.747,57.968,56.909,57.718
2226,N,False,51.648,51.568,51.793,51.467,51.104
2227,N,False,54.479,53.918,53.137,53.697,53.982
2228,N,False,55.813,55.85,54.883,54.125,53.584
2229,N,False,65.92,66.483,67.267,68.408,68.573
2230,N,False,60.297,60.976,60.86,60.747,60.364
2231,N,False,42.455,43.194,44.224,44.532,43.466
2232,N,False,65.197,66.017,65.218,64.706,64.435
2233,N,False,57.268,57.532,57.053,56.734,56.705
2234,N,False,68.976,69.181,68.797,68.181,70.318
2235,N,False,66.096,64.983,64.645,65.773,66.056
2236,N,False,56.985,55.904,57.892,55.43,57.299
2237,N,False,66.598,66.423,65.542,64.692,63.567
2238,N,False,76.211,72.85,71.84,69.171,69.842
2239,N,False,79.735,83.668,85.891,86.428,87.757
2240,N,False,54.798,54.83,55.176,55.215,55.212
2241,N,False,69.322,69.325,65.943,68.392,67.962
2242,N,False,52.405,52.298,52.556,51.455,51.67
2243,N,False,58.653,60.026,62.227,63.34,63.758
2244,N,False,102.13,102.66,104.52,103.86,105.41
2245,N,False,51.517,51.079,52.757,51.438,51.645
2246,N,False,42.641,42.845,43.115,43.58,43.542
2247,N,False,51.695,51.036,51.823,51.445,51.022
2248,N,False,55.422,55.447,56.336,56.237,55.336
2249,N,False,60.788,60.306,61.192,60.726,60.576
2250,N,False,57.181,56.68,57.609,58.024,57.823
2251,N,False,84.64,85.156,85.37,85.432,87.273
2252,N,False,61.91,62.175,61.917,60.913,61.652
2253,N,False,73.423,71.521,70.934,72.705,74.325
2254,N,False,64.88,66.428,67.729,68.024,68.142
2255,N,False,64.928,65.8,65.532,64.772,63.932
2256,N,False,59.054,57.889,58.271,59.125,60.0
2257,N,False,91.8,98.796,105.03,94.831,95.942
2258,N,False,61.187,61.024,61.827,62.828,65.164
2259,N,False,57.679,57.806,58.824,58.969,59.545
2260,N,False,91.708,92.69,88.681,90.637,94.485
2261,N,False,49.693,50.346,50.704,49.814,50.824
2262,N,False,79.098,80.227,79.282,76.581,74.7
2263,N,False,79.927,82.479,82.412,81.886,82.275
2264,N,False,72.421,72.274,72.683,72.101,74.655
2265,N,False,47.398,47.1,47.415,47.398,47.867
2266,N,False,36.228,36.07,36.547,37.028,36.143
2267,N,False,57.255,57.239,57.683,57.326,57.541
2268,N,False,55.606,55.943,55.657,55.125,54.826
2269,N,False,55.606,55.943,55.657,55.125,54.826
2270,N,False,53.858,52.85,50.331,50.884,50.155
2271,N,False,66.458,65.652,66.15,65.671,65.54
2272,N,False,60.291,60.538,60.218,59.244,60.308
2273,N,False,60.943,60.346,60.527,61.742,61.158
2274,N,False,75.566,75.072,71.994,73.015,73.324
2275,N,False,63.036,62.386,61.301,60.556,61.512
2276,N,False,56.715,57.645,56.81,55.837,54.211
2277,N,False,65.641,63.467,62.669,61.725,60.856
2278,N,False,56.644,56.248,56.419,56.835,56.107
2279,N,False,72.763,73.201,72.028,70.535,74.19
2280,N,False,61.894,60.966,60.043,59.235,58.299
2281,N,False,82.743,79.334,80.046,84.481,85.684
2282,N,False,81.973,84.051,83.951,83.856,86.606
2283,N,False,49.819,50.153,48.202,49.671,50.292
2284,N,False,51.373,50.409,50.912,51.806,52.277
2285,N,False,43.11,42.549,43.05,43.239,42.704
2286,N,False,80.973,80.954,82.305,83.809,81.937
2287,N,False,78.74,78.678,76.807,75.943,80.456
2288,N,False,78.911,76.087,77.987,81.129,80.973
2289,N,False,55.565,56.23,56.112,56.145,56.333
2290,N,False,46.925,46.754,46.986,46.546,46.139
2291,N,False,47.285,47.237,47.288,47.403,47.198
2292,N,False,70.564,70.858,69.781,68.047,67.047
2293,N,False,50.53,50.792,51.814,50.384,50.513
2294,N,False,72.182,72.705,73.531,73.578,70.081
2295,N,False,77.974,77.332,76.967,78.939,81.11
2296,N,False,71.217,72.005,72.242,72.751,71.776
2297,N,False,55.244,55.934,57.11,56.991,57.181
2298,N,False,53.411,53.5,54.129,54.711,54.972
2299,N,False,76.49,77.22,79.326,82.548,80.101
2300,N,False,71.839,70.278,69.863,65.989,67.064
2301,N,False,77.536,75.026,77.291,77.78,73.546
2302,N,False,53.422,53.686,53.291,53.234,53.308
2303,N,False,76.144,76.781,77.314,76.333,76.558
2304,N,False,69.818,68.46,67.735,68.905,70.4
2305,N,False,90.569,83.192,79.285,78.954,79.871
2306,N,False,72.122,70.675,70.617,70.053,69.644
2307,N,False,67.181,67.02,66.458,65.964,64.453
2308,N,False,61.804,60.466,60.368,60.6,58.766
2309,N,False,56.314,56.079,55.691,55.465,55.156
2310,N,False,57.626,57.604,57.44,56.948,55.946
2311,N,False,58.276,57.905,58.081,59.412,59.286
2312,N,False,63.126,65.214,66.321,67.59,68.46
2313,N,False,49.747,50.911,49.027,49.279,49.076
2314,N,False,43.979,43.237,42.916,42.305,42.961
2315,N,False,94.338,90.891,92.746,90.283,94.081
2316,N,False,93.516,93.828,93.178,91.849,89.936
2317,N,False,37.805,38.819,38.153,38.295,38.345
2318,N,False,77.474,75.72,74.144,73.315,71.905
2319,N,False,84.368,86.354,86.878,88.631,82.061
2320,N,False,50.541,49.66,52.499,48.835,48.865
2321,N,False,72.757,71.403,73.475,71.159,73.175
2322,N,False,48.8,50.106,50.453,51.127,52.143
2323,N,False,68.854,70.554,67.571,68.152,67.085
2324,N,False,54.267,48.551,47.742,51.534,44.582
2325,N,False,90.708,91.782,89.839,87.671,81.191
2326,N,False,52.564,55.385,53.217,54.093,58.344
2327,N,False,62.752,63.39,62.661,61.606,62.622
2328,N,False,57.187,56.223,53.23,57.152,54.899
2329,N,False,69.873,69.117,70.497,69.99,71.239
2330,N,False,60.982,61.335,58.713,58.248,57.287
2331,N,False,62.942,63.253,62.807,62.79,62.945
2332,N,False,62.942,63.253,62.807,62.79,62.945
2333,N,False,62.942,63.253,62.807,62.79,62.945
2334,N,False,64.887,63.073,60.438,60.598,60.583
2335,N,False,46.385,46.515,46.506,45.75,45.774
2336,N,False,54.249,54.489,54.373,53.953,53.3
2337,N,False,78.214,78.317,78.107,79.167,77.717
2338,N,False,48.443,48.223,48.371,48.728,47.888
2339,N,False,52.793,51.663,51.309,50.52,50.32
2340,N,False,61.759,65.381,63.992,62.289,62.183
2341,N,False,58.923,57.958,55.759,56.493,57.501
2342,N,False,92.875,93.361,94.488,94.89,92.806
2343,N,False,68.725,67.863,69.783,72.515,73.585
2344,N,False,31.816,32.684,33.332,33.023,33.874
2345,N,False,48.899,48.866,48.742,49.202,48.003
2346,N,False,51.269,51.044,49.745,48.294,46.572
2347,N,False,67.647,66.87,67.681,67.922,67.05
2348,N,False,63.865,64.509,63.246,61.345,61.635
2349,N,False,48.291,48.844,47.43,50.496,48.279
2350,N,False,46.142,46.37,46.712,47.04,46.821
2351,N,False,80.989,80.235,81.025,78.746,76.749
2352,N,False,55.736,53.681,52.813,53.019,54.489
2353,N,False,43.405,45.76,44.093,44.166,48.22
2354,N,False,81.559,79.855,78.614,77.358,79.009
2355,N,False,53.921,53.47,53.361,53.853,54.606
2356,N,False,48.34,51.32,52.775,53.508,52.684
2357,N,False,74.441,73.214,77.518,78.452,78.323
2358,N,False,78.362,76.58,77.538,83.074,83.502
2359,N,False,64.196,61.952,63.617,61.264,61.433
2360,N,False,44.803,40.424,41.164,42.562,42.832
2361,N,False,47.443,45.37,45.823,45.88,45.819
2362,N,False,66.867,68.15,67.036,66.175,65.982
2363,N,False,77.481,78.52,77.825,78.333,75.509
2364,N,False,41.693,41.221,42.214,41.43,42.029
2365,N,False,73.779,79.339,75.282,69.796,68.802
2366,N,False,82.975,79.281,79.0,80.827,82.537
2367,N,False,90.789,89.192,89.259,90.185,90.893
2368,N,False,51.518,53.831,54.022,54.539,56.324
2369,N,False,81.564,83.611,89.678,84.773,75.427
2370,N,False,84.838,86.214,85.476,82.708,81.548
2371,N,False,92.382,89.856,88.459,83.158,81.044
2372,N,False,87.454,87.954,89.465,88.679,87.786
2373,N,False,31.88,32.349,32.547,33.347,32.514
2374,N,False,64.509,62.168,58.451,57.361,56.408
2375,N,False,77.583,76.181,78.882,82.853,81.591
2376,N,False,102.82,98.791,100.14,90.278,95.888
2377,N,False,31.012,31.219,31.319,31.467,31.301
2378,N,False,52.067,50.776,50.072,50.041,49.444
2379,N,False,38.76,38.528,38.478,38.439,38.396
2380,N,False,51.891,52.421,53.341,54.079,54.222
2381,N,False,71.378,69.484,70.753,70.065,69.988
2382,N,False,51.148,54.461,53.063,53.119,54.723
2383,N,False,47.211,45.874,44.101,43.854,42.546
2384,N,False,91.536,95.309,94.896,95.218,96.271
2385,N,False,74.633,71.757,71.551,72.956,73.219
2386,N,False,72.937,71.626,71.426,72.229,70.894
2387,N,False,39.94,39.735,39.733,40.084,39.229
2388,N,False,87.501,86.821,90.065,88.962,92.267
2389,N,False,45.209,45.102,47.258,47.831,47.954
2390,N,False,30.513,57.993,58.727,58.466,72.813
2391,N,False,61.274,60.997,58.998,60.154,59.813
2392,N,False,39.712,39.279,37.827,37.86,37.419
2393,N,False,80.003,81.157,80.688,82.64,81.203
2394,N,False,51.528,51.197,51.549,52.561,52.404
2395,N,False,66.073,63.593,64.454,66.451,66.997
2396,N,False,43.098,43.741,44.065,43.631,43.266
2397,N,False,37.564,37.739,37.999,37.905,37.894
2398,N,False,57.023,56.325,56.102,56.294,56.038
2399,N,False,51.665,51.972,51.901,50.613,50.067
2400,N,False,34.312,33.723,33.95,34.574,33.861
2401,N,False,92.397,92.507,85.802,86.001,86.122
2402,N,False,41.836,42.024,19.669,12.87,32.263
2403,N,False,88.497,80.255,78.706,69.553,67.091
2404,N,False,64.967,65.055,64.537,63.994,62.87
2405,N,False,76.193,75.537,72.084,71.16,68.722
2406,N,False,42.108,42.823,43.741,44.275,45.238
2407,N,False,39.028,39.986,40.348,40.797,42.093
2408,N,False,66.527,62.868,62.477,58.219,62.48
2409,N,False,46.295,53.064,47.433,52.992,56.569
2410,N,False,73.687,73.35,71.75,70.292,69.943
2411,N,False,51.511,51.93,51.79,51.84,52.617
2412,N,False,30.684,30.891,30.614,31.927,31.518
2413,N,False,34.181,33.805,33.963,33.533,33.575
2414,N,False,40.523,41.374,42.196,43.574,43.511
2415,N,False,56.483,55.85,54.926,54.184,53.392
2416,N,False,57.53,57.216,57.963,57.353,57.962
2417,N,False,39.284,39.607,40.801,41.096,41.866
2418,N,False,58.122,59.886,60.457,60.267,59.881
2419,N,False,82.226,84.719,84.201,84.847,83.459
2420,N,False,47.591,47.564,48.799,48.014,47.78
2421,N,False,58.853,57.439,58.32,57.765,57.044
2422,N,False,48.9,48.0,48.545,47.808,48.652
2423,N,False,54.537,55.337,54.454,54.694,54.944
2424,N,False,85.106,81.031,81.518,83.619,83.451
2425,N,False,79.044,78.221,78.176,77.432,76.885
