,FLARE_TYPE,COINCIDENCE,ABSNJZH_1,ABSNJZH_2,ABSNJZH_3,ABSNJZH_4,ABSNJZH_5
35,X,True,2681.1,2739.4,2677.5,2722.7,2735.9
36,X,True,2742.3,2816.1,2762.5,2818.4,2890.8
37,X,False,3852.7,3738.5,3697.8,3649.4,3744.9
38,X,False,376.18,576.48,553.49,434.37,447.95
39,M,False,249.61,240.63,264.96,271.17,274.89
40,M,False,20.74,19.354,20.222,35.544,19.716
41,M,False,132.15,143.69,142.55,144.08,151.55
42,M,False,10.009,12.381,11.286,11.934,12.336
43,M,True,54.656,36.733,4.407,35.304,36.884
44,M,False,35.183,42.823,38.623,45.255,33.986
45,M,False,113.9,106.82,94.831,103.6,101.55
46,M,False,50.13,143.88,138.01,149.87,131.63
47,M,False,55.622,35.038,46.33,49.428,34.691
48,M,True,3.039,15.378,12.492,0.13985,3.053
49,M,True,736.12,738.51,834.2,840.25,835.09
50,M,False,126.98,141.61,137.36,156.06,151.38
51,M,False,1001.4,1019.0,1027.8,1025.2,1042.5
52,M,True,846.62,864.71,845.27,820.21,829.3
53,M,True,161.97,172.32,174.45,169.94,172.6
54,M,False,707.05,728.14,740.43,744.76,750.54
55,M,False,201.99,190.02,191.13,195.92,188.95
56,M,False,129.91,153.23,158.6,147.12,131.18
57,M,False,542.82,456.77,524.3,534.25,541.03
58,M,True,774.17,738.51,759.58,744.76,746.28
59,M,True,322.87,302.3,269.48,269.69,274.42
60,M,False,662.75,631.9,624.15,647.78,630.38
61,M,False,602.93,588.2,572.89,565.05,572.63
62,M,False,61.021,63.813,52.046,77.609,63.441
63,M,False,620.52,619.77,615.01,614.87,597.9
64,M,True,77.451,34.183,41.161,2.6772,5.9336
65,M,False,519.12,536.96,435.94,565.51,603.09
66,M,False,376.46,377.57,470.59,485.8,483.43
67,M,False,682.81,661.66,760.8,845.54,844.33
68,M,False,910.91,986.1,946.26,963.36,1065.4
69,M,True,100.5,74.624,108.84,111.9,100.64
70,M,False,40.853,49.79,39.551,48.082,58.848
71,M,False,94.831,87.833,64.513,42.903,67.261
72,M,True,688.61,695.67,684.15,700.42,722.68
73,M,False,453.21,698.2,703.75,696.84,537.99
74,M,False,2.4704,30.512,70.992,200.65,24.96
75,M,False,311.02,311.79,299.03,314.06,317.66
76,M,False,361.27,357.74,358.24,362.27,430.01
77,M,False,396.31,372.8,372.07,380.84,356.24
78,M,True,345.75,354.89,354.1,350.1,384.99
79,M,False,397.52,405.33,431.67,443.85,417.66
80,M,True,127.42,518.28,106.67,29.601,47.463
81,M,False,637.65,590.43,578.53,610.72,626.09
82,M,False,368.18,344.49,367.53,364.93,374.11
83,M,False,3.4593,18.994,3.0224,6.9827,18.387
84,M,False,299.52,304.23,296.8,294.54,290.55
85,M,False,86.361,88.442,98.736,78.394,75.3
86,M,True,70.843,43.499,48.338,27.795,37.323
87,M,True,1074.3,1095.1,1088.6,1080.1,1104.3
88,M,False,712.42,731.49,755.4,751.42,748.35
89,M,True,1056.0,1085.8,1084.1,1080.5,1057.0
90,M,False,1101.4,1172.8,1205.0,1203.4,1226.9
91,M,True,1013.3,1028.1,1030.7,1028.2,1035.0
92,M,False,932.89,924.1,902.23,889.61,869.88
93,M,True,76.298,75.067,73.054,76.392,65.608
94,M,False,104.95,103.38,95.115,100.27,87.885
95,M,False,68.343,79.946,77.357,88.158,83.118
96,M,True,51.459,47.596,74.316,59.804,37.324
97,M,True,282.0,287.01,271.78,267.21,244.31
98,M,False,285.96,272.63,281.35,291.96,292.26
99,M,True,244.25,253.33,235.06,243.9,242.07
100,M,False,249.5,279.24,243.66,262.22,191.15
101,M,False,120.43,129.95,108.19,125.91,146.83
102,M,True,311.98,316.79,308.61,300.69,286.26
103,M,True,403.53,400.45,434.76,427.05,420.33
104,M,True,519.27,704.56,611.35,551.91,534.93
105,M,False,550.17,516.27,593.42,436.36,327.16
106,M,False,59.089,86.772,13.781,99.181,50.363
107,M,True,648.79,1189.6,666.55,707.02,646.36
108,M,False,707.02,646.36,676.58,476.59,621.33
109,M,False,299.53,224.08,291.04,560.91,213.18
110,M,False,703.0,777.7,446.48,283.52,588.53
111,M,False,1022.7,1077.5,1022.1,1047.1,981.24
112,M,False,941.6,868.01,937.32,909.88,906.5
113,M,True,458.79,358.03,507.13,363.48,435.04
114,M,False,40.719,44.339,47.2,46.917,46.334
115,M,True,380.78,404.21,410.77,297.13,270.55
116,M,False,94.249,131.03,138.18,129.35,124.51
117,M,False,432.07,396.89,370.16,341.36,399.35
118,M,False,363.31,348.84,370.1,388.44,376.05
119,M,True,216.2,215.19,200.66,225.82,223.17
120,M,True,322.32,322.15,315.23,327.03,310.7
121,M,False,505.45,516.66,518.98,515.2,511.52
122,M,False,767.31,745.73,792.23,761.73,755.82
123,M,False,99.172,117.59,121.36,135.91,127.73
124,M,False,221.05,209.91,209.32,203.94,192.21
125,M,True,123.21,155.07,105.16,91.235,165.78
126,M,True,209.47,54.105,286.84,389.45,335.63
127,M,True,171.4,181.27,275.81,214.47,260.54
128,M,True,209.45,54.947,164.21,71.463,55.951
129,M,True,13.867,18.827,15.886,29.734,49.882
130,M,True,54.974,53.808,65.491,49.235,59.39
131,M,False,131.2,138.94,161.68,173.42,156.87
132,M,False,134.21,129.09,155.61,155.28,170.01
133,M,False,177.55,141.39,149.47,122.29,132.52
134,M,False,39.477,55.42,63.054,71.369,51.189
135,M,True,397.38,403.47,359.87,390.85,362.89
136,M,False,149.73,147.78,142.33,147.21,148.18
137,M,False,399.9,183.27,411.77,451.45,241.93
138,M,True,27.94,24.171,31.777,37.739,41.777
139,M,False,424.85,431.68,433.89,441.46,421.62
140,M,True,262.81,344.33,275.25,189.39,185.68
141,M,False,148.09,163.44,253.97,307.43,303.15
142,M,False,214.02,313.49,340.77,218.3,286.29
143,M,True,282.31,314.49,307.03,298.98,298.16
144,M,False,265.2,250.07,268.21,248.99,263.36
145,M,False,786.47,791.98,786.22,790.03,776.39
146,M,False,730.62,746.62,748.67,697.55,697.67
147,M,False,867.24,906.89,897.21,871.07,875.83
148,M,False,31.916,32.58,7.0203,16.463,20.891
149,M,True,507.44,380.69,530.84,390.25,430.78
150,M,True,1037.8,1083.9,1059.5,1118.5,1097.5
151,M,False,1083.9,1059.5,1118.5,1097.5,1100.9
152,M,False,1277.1,1291.4,1310.5,1276.6,1281.0
153,M,True,1427.0,1411.1,1427.1,1436.0,1445.9
154,M,False,1574.1,1572.2,1556.0,1560.5,1492.9
155,M,False,1567.0,1545.4,1548.2,1504.4,1445.9
156,M,False,1630.6,1608.8,1606.2,1615.3,1621.5
157,M,False,1538.0,1552.8,1536.7,1541.6,1611.4
158,M,False,2139.3,2196.1,2145.1,2145.2,2190.0
159,M,False,2416.2,2375.5,2385.1,2375.3,2365.6
160,M,False,1924.5,1935.5,1982.7,1977.0,1956.5
161,M,False,1141.0,1133.2,1144.8,1146.6,1165.2
162,M,True,77.92,76.499,73.247,71.748,73.153
163,M,False,8.0743,7.1491,3.3335,2.245,1.0893
164,M,False,39.031,30.769,45.87,23.083,39.667
165,M,True,0.0,0.0,0.0,0.0,0.0
166,M,False,183.7,185.22,192.51,197.86,218.47
167,M,True,874.55,906.4,879.6,892.41,824.29
168,M,True,831.85,867.05,831.83,820.12,836.31
169,M,False,895.85,800.92,873.61,806.15,926.18
170,M,True,1463.7,1433.4,1281.2,1452.9,1398.9
171,M,False,1539.4,1569.0,1535.1,1511.9,1459.1
172,M,False,1587.7,1596.7,1563.8,1498.4,1535.3
173,M,False,181.75,302.55,180.76,159.73,151.73
174,M,False,174.15,182.99,156.74,136.71,117.28
175,M,False,207.11,201.18,193.85,197.42,211.26
176,M,True,0.0,0.0,0.0,0.0,0.0
177,M,False,19.593,10.735,32.285,41.361,32.374
178,M,False,42.343,5.7419,11.961,59.812,23.365
179,M,False,382.55,403.04,419.64,427.31,412.41
180,M,True,160.82,160.12,152.01,179.23,136.7
181,M,False,249.7,259.69,272.88,283.32,275.27
182,M,True,271.93,298.76,289.09,287.07,285.3
183,M,False,329.33,338.5,342.36,349.99,331.96
184,M,True,309.38,312.7,322.54,304.73,315.31
185,M,False,328.82,294.06,302.07,308.6,314.51
186,M,True,301.86,311.21,302.61,313.42,334.18
187,M,False,449.81,477.91,484.19,522.39,523.63
188,M,False,528.28,546.34,527.18,512.88,543.45
189,M,True,236.3,240.7,232.87,250.14,237.36
190,M,True,295.88,324.35,301.48,297.64,342.09
191,M,True,442.52,452.24,421.84,417.84,415.53
192,M,True,483.09,485.3,512.53,523.19,527.09
193,M,False,246.3,258.9,275.05,279.4,265.96
194,M,True,506.42,520.75,498.38,551.06,548.15
195,M,False,552.06,523.79,534.23,540.56,557.97
196,M,False,590.23,562.51,538.14,540.53,519.64
197,M,True,515.31,485.91,504.7,517.53,512.3
198,M,True,512.3,499.32,452.88,469.31,438.26
199,M,False,560.63,524.27,461.31,471.19,397.33
200,M,False,22.558,37.61,42.846,3.5988,63.258
201,M,True,541.66,545.66,614.73,663.53,659.84
202,M,False,659.84,638.11,645.68,569.0,638.5
203,M,False,657.0,631.9,665.25,663.19,652.84
204,M,True,542.37,503.68,531.2,445.41,397.7
205,M,False,296.2,318.04,344.71,382.16,427.74
206,M,True,600.55,578.88,604.21,587.84,572.32
207,M,False,570.38,632.43,652.0,615.47,629.23
208,M,True,801.97,813.24,785.17,833.62,903.45
209,M,False,878.91,894.93,806.56,914.3,927.44
210,M,True,1003.1,1073.2,1128.0,1059.4,1144.2
211,M,False,976.15,1003.3,1026.7,1067.6,1052.6
212,M,False,1646.5,1602.8,1618.2,1513.7,1763.4
213,M,False,235.75,262.97,503.01,544.19,604.33
214,M,True,1497.4,1595.7,1561.8,1558.7,1475.0
215,M,True,1746.2,1687.8,1683.2,1637.1,1630.1
216,M,False,1476.2,1366.5,1346.5,1400.0,1280.4
217,M,False,1334.7,1396.3,1320.6,1343.8,1329.3
218,M,False,1225.5,1189.4,1221.5,1245.2,1287.1
219,M,True,1841.3,1810.1,1870.3,1834.4,1839.3
220,M,False,2047.0,1984.5,2018.7,2057.2,2070.8
221,M,False,2082.4,2091.6,2091.6,2006.3,2020.3
222,M,False,965.02,938.18,901.61,924.43,906.99
223,M,False,836.6,839.07,826.17,791.25,852.96
224,M,False,620.8,417.13,562.16,522.05,458.2
225,M,True,213.11,206.88,235.47,226.51,222.91
226,M,False,255.43,285.05,307.67,283.84,312.99
227,M,False,24.255,55.506,68.361,74.958,94.254
228,M,False,187.67,196.54,170.23,173.93,196.4
229,M,False,3.4166,1.1295,6.6693,3.5009,2.7643
230,M,False,6.6693,3.5009,2.7643,3.6078,0.73763
231,M,False,373.36,366.97,369.25,363.13,378.49
232,M,False,133.89,157.96,112.06,117.29,83.63
233,M,False,31.088,8.2009,9.4075,4.5841,20.4
234,M,False,159.56,151.71,165.76,150.5,164.61
235,M,True,3.0518,10.027,0.0044753,36.52,124.39
236,M,True,274.85,359.25,224.41,272.57,249.08
237,M,True,115.79,116.17,118.03,117.3,120.69
238,M,False,116.31,132.33,131.48,185.3,187.34
239,M,True,209.58,209.26,191.83,187.99,206.89
240,M,False,736.97,749.62,784.02,775.88,764.23
241,M,False,744.74,706.96,817.39,732.59,810.76
242,M,True,130.43,143.37,141.61,156.36,140.52
243,M,False,399.77,390.82,397.73,368.12,361.75
244,M,False,355.49,315.7,343.85,379.57,358.08
245,M,False,13.141,10.148,23.886,34.047,23.974
246,M,False,34.304,67.614,68.772,79.112,50.306
247,M,False,150.75,164.05,162.12,204.44,199.75
248,M,True,150.52,92.309,89.084,114.32,104.48
249,M,False,23.34,27.329,47.162,2.8462,30.405
250,M,True,383.78,392.28,413.39,387.48,391.5
251,M,False,443.05,465.01,454.81,453.77,471.17
252,M,False,23.06,24.227,28.623,25.939,24.015
253,M,False,538.72,609.08,683.07,514.84,636.5
254,M,False,281.55,306.04,320.08,310.47,314.49
255,M,False,90.242,85.988,90.23,102.88,92.399
256,M,False,753.24,715.52,732.47,768.31,788.21
257,M,False,411.38,432.43,444.67,436.66,422.75
258,M,False,3.6589,1.156,12.708,12.333,21.732
259,M,False,941.42,879.81,936.43,994.62,966.59
260,M,True,639.11,671.97,668.44,667.87,660.27
261,M,False,534.14,532.55,516.78,527.89,526.14
262,M,False,108.0,108.13,112.92,112.37,125.66
263,M,False,66.247,58.393,54.11,50.786,52.713
264,M,False,620.82,624.44,653.18,643.31,658.73
265,M,False,366.02,350.81,344.89,357.19,282.73
266,M,False,150.35,154.38,175.63,170.43,159.92
267,M,False,4.806,1.3472,3.0512,1.538,3.6125
268,M,False,237.53,188.7,288.47,237.26,208.43
269,M,False,135.71,133.53,134.19,141.35,125.32
270,M,True,785.94,775.12,799.33,793.03,805.53
271,M,False,793.03,805.53,802.88,807.63,805.02
272,M,False,7.6735,12.833,16.8,14.595,26.785
273,M,False,544.91,547.94,539.75,558.33,536.29
274,M,True,435.86,444.59,433.45,428.43,420.07
275,M,False,629.82,626.46,631.08,624.92,599.24
276,M,True,87.819,74.957,83.114,87.976,106.04
277,M,False,452.18,442.3,424.92,413.99,399.02
278,M,True,381.16,374.79,365.85,353.04,375.47
279,M,True,243.48,282.84,303.74,282.91,260.89
280,M,False,322.68,361.91,327.41,355.46,354.78
281,M,False,327.41,355.46,354.78,361.61,361.9
282,M,False,518.69,498.81,504.44,511.26,500.99
283,M,False,206.43,160.31,177.61,174.91,138.31
284,M,False,174.91,138.31,160.64,176.57,215.29
285,M,True,0.0,0.0,0.0,0.0,0.0
286,M,True,9.0299,7.4504,7.6512,7.9312,10.805
287,M,True,69.543,679.27,695.87,743.96,741.43
288,M,False,268.29,257.81,362.98,389.73,180.78
289,M,False,45.199,30.123,81.152,167.24,92.997
290,M,False,81.251,149.11,198.19,147.17,157.6
291,M,False,310.66,355.54,583.1,579.48,328.03
292,M,True,851.62,805.18,815.22,794.71,723.33
293,M,False,743.33,775.05,760.68,768.62,797.3
294,M,False,445.0,440.39,442.33,428.92,428.54
295,M,False,733.7,526.71,543.65,560.32,779.88
296,M,True,521.68,586.88,567.19,629.08,585.38
297,M,False,567.19,629.08,585.38,582.16,559.13
298,M,False,734.38,751.0,779.33,769.85,735.23
299,M,False,85.545,103.72,95.132,89.092,91.574
300,M,False,319.93,304.71,324.13,285.63,286.69
301,M,True,357.96,344.08,363.71,373.49,364.5
302,M,False,415.16,419.06,435.12,434.64,435.5
303,M,True,509.12,583.23,600.43,601.66,612.02
304,M,True,858.7,907.2,900.1,911.94,903.16
305,M,True,1095.1,1159.6,1152.5,1162.7,1241.2
306,M,True,895.4,985.83,977.95,969.48,952.65
307,M,True,1002.0,968.17,923.16,934.63,902.86
308,M,False,275.53,279.01,282.12,285.44,296.63
309,M,False,71.563,89.621,94.405,103.66,99.153
310,M,False,952.63,936.56,959.04,982.19,955.09
311,M,False,239.51,212.82,204.39,216.34,224.43
312,M,True,213.45,183.96,160.14,181.5,196.58
313,M,True,77.745,76.305,69.502,74.37,72.512
314,M,False,55.964,50.86,74.917,79.193,109.15
315,M,False,402.68,367.32,695.2,323.64,117.21
316,M,True,479.85,481.19,491.93,451.68,464.59
317,M,False,456.07,449.43,441.09,469.95,485.13
318,M,False,0.85022,3.3773,7.0953,3.4395,10.274
319,M,True,57.742,55.714,42.917,28.828,57.358
320,M,False,42.814,47.904,48.989,44.96,51.673
321,M,True,337.72,350.8,332.9,351.26,349.16
322,M,False,351.26,349.16,284.19,335.0,305.24
323,M,False,53.469,35.44,34.061,27.426,26.507
324,M,True,117.83,83.423,75.73,94.826,121.12
325,M,False,80.614,67.72,59.472,61.547,139.67
326,M,False,80.809,3.4364,98.647,7.7129,82.371
327,M,False,405.34,448.17,470.36,360.8,452.95
328,M,False,145.62,139.07,145.05,142.67,165.32
329,M,True,136.73,129.67,143.71,132.55,110.79
330,M,False,93.276,99.891,145.5,157.51,144.91
331,M,True,103.32,126.11,115.54,119.84,115.7
332,M,True,714.79,1025.0,915.04,832.9,851.78
333,M,True,1172.1,1161.7,1216.4,1203.5,1162.0
334,M,False,1194.1,1252.2,1265.3,1231.8,1285.0
335,M,False,1298.5,1383.8,1319.3,1277.4,1319.7
336,M,False,65.565,66.783,103.28,97.179,66.218
337,M,False,196.6,188.5,186.54,195.31,196.76
338,M,True,1953.0,1906.1,1903.6,1935.8,1925.6
339,M,False,8.5417,11.426,10.885,10.562,11.661
340,M,False,916.98,865.09,916.45,920.67,918.4
341,M,False,4.7408,1.1092,6.403,6.835,10.04
342,M,False,123.4,134.37,138.31,146.05,152.23
343,M,False,160.05,149.65,136.17,137.1,132.99
344,M,False,128.2,148.46,134.61,131.46,134.75
345,M,False,336.59,230.03,425.95,385.52,343.08
346,M,False,455.85,555.03,497.51,495.11,505.89
347,M,True,58.535,12.292,36.662,25.583,70.469
348,M,False,88.094,67.274,115.12,5.193,118.68
349,M,False,331.52,232.65,304.48,162.02,221.73
350,M,True,685.41,674.22,666.3,661.05,727.64
351,M,False,758.32,788.73,845.71,908.04,883.68
352,M,True,200.45,199.69,198.49,233.98,257.71
353,M,True,972.39,1034.4,1153.0,1189.2,1239.9
354,M,False,1517.5,1505.5,1503.4,1536.8,1511.6
355,M,False,1578.7,1664.1,1669.2,1722.9,1666.8
356,M,False,194.23,199.65,235.49,232.07,233.09
357,M,False,1966.2,1875.5,1841.3,1816.1,1699.4
358,M,False,2045.6,2098.9,2142.2,2015.1,2185.4
359,M,False,256.75,280.74,270.67,304.64,298.7
360,M,True,2920.3,2796.1,2904.6,2865.1,2738.0
361,M,False,2606.7,2689.2,2670.4,2663.3,2687.9
362,M,False,2877.9,2858.6,2900.4,2931.3,2925.4
363,M,False,1995.2,2562.4,2556.1,2350.7,2394.4
364,M,True,1474.7,1466.9,1442.0,1467.6,1516.2
365,M,False,1506.3,1525.6,1549.0,1515.0,1525.9
366,M,False,985.75,940.21,918.61,920.28,817.72
367,M,True,89.913,95.389,98.697,120.88,95.47
368,M,True,83.688,63.243,23.634,41.37,2.981
369,M,True,514.8,532.26,544.85,534.58,524.15
370,M,True,589.85,578.56,580.51,558.94,593.45
371,M,True,197.21,194.4,189.3,171.37,123.55
372,M,True,458.97,476.73,483.52,442.74,447.42
373,M,True,444.5,380.57,353.32,357.08,330.09
374,M,False,337.84,332.43,330.89,343.77,309.24
375,M,False,170.61,142.43,127.19,92.781,108.34
376,M,True,66.825,116.37,111.28,60.194,25.955
377,M,False,36.932,102.54,104.46,86.49,140.99
378,M,False,126.58,180.75,182.22,169.83,134.89
379,M,False,140.13,154.26,148.55,139.37,158.82
380,M,False,37.721,27.925,25.327,12.163,5.6478
381,M,False,171.27,165.0,169.27,151.87,169.93
382,M,False,293.56,213.77,248.62,221.94,166.26
383,M,False,73.565,15.294,51.275,78.933,90.307
384,M,False,151.16,166.98,188.07,150.92,101.19
385,M,False,20.133,19.021,18.028,17.027,14.374
386,M,False,301.36,316.63,319.95,329.77,332.47
387,M,False,428.11,424.97,409.35,400.64,402.06
388,M,True,6.9406,14.162,106.82,135.03,130.71
389,M,True,76.224,65.396,129.47,75.196,70.026
390,M,True,157.43,164.06,84.086,110.23,110.24
391,M,False,209.54,187.63,215.56,215.88,205.93
392,M,False,152.39,159.95,160.33,162.61,176.47
393,M,False,316.61,297.26,281.38,298.98,329.77
394,M,True,33.436,39.485,18.062,26.087,39.8
395,M,False,135.11,144.6,159.07,184.0,181.21
396,M,False,12.663,3.7038,16.026,9.8937,1.3275
397,M,True,317.35,321.62,381.45,372.0,393.0
398,M,True,311.8,392.4,394.54,287.79,208.31
399,M,False,345.57,249.79,323.39,153.24,233.69
400,M,False,418.87,423.92,404.02,401.99,419.83
401,M,False,239.21,239.27,118.77,244.49,213.66
402,M,True,65.937,44.388,42.64,52.778,49.834
403,M,False,58.181,75.209,81.033,78.908,91.126
404,M,False,304.44,291.79,288.03,318.9,316.5
405,M,False,25.357,29.607,17.18,4.0216,3.8957
406,M,False,195.68,176.94,178.58,185.73,180.83
407,M,False,803.24,795.0,768.18,756.88,713.47
408,M,False,158.08,178.37,162.43,172.22,152.41
409,M,True,360.49,257.68,316.56,268.14,508.84
410,M,False,367.3,311.2,296.13,312.24,307.93
411,M,False,280.49,223.37,212.03,175.42,155.08
412,M,False,176.13,179.91,68.897,67.822,67.752
413,M,False,49.531,50.897,32.506,35.075,29.585
414,M,False,347.01,346.11,365.48,397.81,388.59
415,M,True,390.19,402.81,423.16,392.03,404.66
416,M,True,695.16,713.49,713.03,706.56,708.11
417,M,True,846.73,772.59,750.72,801.18,744.87
418,M,True,601.6,590.09,544.05,540.01,513.39
419,M,True,956.38,1170.9,832.66,1165.3,1023.6
420,M,False,1100.3,1082.7,1262.2,1353.9,1070.0
421,M,False,132.28,134.16,136.43,138.33,137.69
422,M,False,1368.4,1392.2,1322.1,1392.2,1307.8
423,M,False,320.23,331.92,296.45,346.33,357.05
424,M,False,1438.5,1444.1,1439.7,1418.4,1439.3
425,M,False,85.003,106.85,123.48,99.23,143.32
426,M,False,781.25,761.47,748.68,762.11,762.18
427,M,False,70.343,81.407,83.614,70.276,64.073
428,M,True,39.379,41.611,47.667,46.607,54.776
429,M,False,59.073,57.485,76.228,66.244,68.875
430,M,False,49.608,33.688,28.528,41.971,34.289
431,M,False,34.271,56.72,48.443,19.896,38.249
432,M,False,107.04,85.762,57.296,69.061,95.327
433,M,True,11.86,25.062,13.353,1.9588,2.449
434,M,False,13.353,1.9588,2.449,3.8602,20.4
435,M,False,58.615,57.494,68.637,69.022,54.99
436,M,True,166.6,208.88,244.58,186.29,229.32
437,M,True,807.53,827.59,764.48,748.03,791.66
438,M,False,927.56,960.03,947.62,902.95,922.43
439,M,False,996.02,969.72,1026.2,1079.9,1058.2
440,M,False,1058.2,941.74,1024.4,973.4,954.37
441,M,False,945.38,998.75,1065.8,1023.1,1011.3
442,M,True,1047.7,1034.9,1074.8,1120.5,1137.8
443,M,False,1062.1,1029.6,944.37,1015.6,994.2
444,M,True,655.19,684.52,690.57,698.87,632.66
445,M,True,541.46,546.42,616.23,609.04,590.8
446,M,True,409.25,446.69,466.29,514.72,502.03
447,M,False,466.29,514.72,502.03,525.52,584.42
448,M,False,584.79,637.2,711.15,684.09,723.99
449,M,False,579.47,590.15,502.94,577.45,584.77
450,M,False,583.1,588.75,602.29,590.75,638.4
451,M,True,581.64,632.7,570.36,570.12,543.31
452,M,False,115.31,121.05,101.37,126.55,105.25
453,M,False,33.53,9.0714,19.216,15.633,75.047
454,M,False,39.342,117.73,41.462,3.0878,61.138
455,M,False,91.533,139.28,141.31,166.11,161.67
456,M,True,188.14,223.27,248.16,258.75,271.09
457,M,True,22.289,20.868,37.185,108.3,55.798
458,M,False,111.44,87.304,139.98,191.11,144.33
459,M,False,21.028,74.303,271.31,197.58,75.997
460,M,False,299.38,242.39,243.78,159.79,208.46
461,M,False,148.02,310.77,72.872,223.89,177.86
462,M,False,264.23,31.874,126.48,217.78,25.825
463,M,False,320.35,77.755,108.9,225.36,66.463
464,M,False,66.463,26.481,428.93,83.699,219.79
465,M,False,140.31,365.33,589.1,305.05,304.1
466,M,True,71.95,45.174,47.784,87.802,64.6
467,M,False,195.87,176.29,174.53,165.82,379.44
468,M,True,706.84,574.54,727.61,638.45,388.51
469,M,True,683.84,659.83,713.21,697.67,697.51
470,M,True,1379.0,1376.8,1360.2,1352.0,1325.9
471,M,False,1416.3,1387.6,1453.0,1444.3,1501.9
472,M,False,1647.2,1658.1,1597.7,1660.9,1673.5
473,M,False,1666.9,1661.4,1596.0,1608.1,1598.5
474,M,False,1381.3,1394.4,1391.4,1400.8,1375.2
475,M,True,23.346,22.527,147.44,172.63,40.787
476,M,True,209.4,353.81,367.82,137.37,295.33
477,M,False,766.83,740.07,725.49,648.4,719.86
478,M,False,183.45,219.03,200.86,199.63,203.46
479,M,True,175.9,169.24,186.07,192.12,206.28
480,M,True,113.42,103.08,101.95,92.166,91.08
481,M,False,57.737,82.893,98.699,90.012,77.696
482,M,False,184.93,178.91,193.67,197.48,193.16
483,M,False,477.92,463.63,489.56,497.17,502.15
484,M,True,952.91,953.66,936.14,907.93,883.28
485,M,True,391.73,409.42,413.72,411.19,436.81
486,M,False,899.68,894.03,889.49,872.82,921.48
487,M,True,1387.0,1374.6,1357.7,1325.0,1289.0
488,M,True,1044.9,1071.7,1101.8,1088.6,1081.9
489,M,False,709.13,717.91,711.34,699.16,703.28
490,M,False,636.51,668.48,599.02,624.12,603.54
491,M,False,30.433,43.551,44.971,30.381,51.349
492,M,False,118.49,131.1,114.89,121.46,117.27
493,M,False,292.34,290.31,295.22,297.52,313.32
494,M,False,66.136,86.116,58.212,47.618,55.29
495,M,False,140.91,149.49,148.3,97.385,122.83
496,M,False,9.9644,9.4998,17.108,15.679,18.681
497,M,True,215.39,261.61,255.08,254.51,262.24
498,M,False,256.33,267.57,274.15,259.97,254.27
499,M,False,214.29,224.11,221.89,251.32,258.9
500,M,False,218.21,277.69,244.04,210.74,208.2
501,M,False,292.46,287.55,292.9,271.01,295.8
502,M,False,59.994,57.269,61.376,59.093,43.851
503,M,False,106.53,108.17,96.05,42.508,74.299
504,M,False,103.41,96.733,101.91,110.58,128.46
505,M,False,56.222,17.008,7.757,21.544,0.86403
506,M,False,581.92,580.38,604.27,215.21,598.81
507,M,True,750.95,776.7,779.7,760.21,767.67
508,M,False,936.93,947.67,909.15,799.76,929.53
509,M,True,998.26,1011.3,966.28,926.34,918.78
510,M,True,1346.6,1377.9,1401.8,1408.8,1417.9
511,M,False,1672.2,1660.5,1639.7,1637.4,1647.8
512,M,True,1559.5,1567.9,1590.7,1592.0,1599.6
513,M,True,1571.9,1608.3,1606.3,1632.9,1650.8
514,M,False,1632.9,1650.8,1669.4,1649.6,1639.1
515,M,False,1682.6,1675.2,1682.1,1678.1,1676.7
516,M,False,2078.3,2084.7,2075.2,2098.3,2114.3
517,M,False,2199.9,2188.7,2182.5,2197.8,2179.4
518,M,False,2126.2,2073.0,2045.1,2017.9,1996.3
519,M,True,1606.6,1589.4,1597.1,1574.8,1591.4
520,M,True,1755.5,1792.3,1738.9,1752.6,1741.8
521,M,False,1250.5,1237.3,1204.9,1195.4,1172.7
522,M,False,1083.0,1063.8,1054.5,1023.1,1029.0
523,M,False,220.24,234.02,251.63,250.76,238.83
524,M,False,479.08,107.4,172.63,461.01,471.84
525,M,True,133.83,129.06,135.37,124.53,126.55
526,M,True,226.48,210.33,201.01,188.18,171.37
527,M,False,219.08,234.62,192.96,190.83,220.1
528,M,False,204.91,199.99,161.68,199.43,336.27
529,M,False,17.725,7.6967,46.733,23.531,59.402
530,M,False,74.96,199.52,231.0,306.02,84.781
531,M,True,239.63,237.06,256.16,241.41,249.07
532,M,False,236.16,233.22,235.16,229.86,232.46
533,M,False,10.384,155.02,8.5883,7.0649,30.203
534,M,True,111.48,133.1,263.87,218.97,216.89
535,M,False,100.5,142.0,64.662,128.78,41.553
536,M,False,126.26,118.65,118.4,120.97,123.26
537,M,False,358.91,365.13,373.43,381.4,377.11
538,M,True,636.72,635.76,644.16,625.87,610.68
539,M,False,773.45,832.59,852.01,841.93,850.6
540,M,False,793.92,813.95,801.51,826.7,815.05
541,M,True,336.26,358.68,346.31,359.85,314.5
542,M,False,318.9,315.88,273.96,267.75,243.03
543,M,False,1023.3,1022.4,1033.3,1034.6,1043.4
544,M,False,556.38,559.58,605.84,611.01,583.05
545,M,False,157.99,150.12,157.9,177.26,170.19
546,M,True,4.5758,7.8496,1.762,3.0832,2.346
547,M,False,104.69,67.174,81.937,116.23,62.481
548,M,True,25.668,103.68,32.023,82.415,143.2
549,M,True,26.491,30.105,14.646,31.213,28.648
550,M,False,130.54,121.15,108.38,87.347,72.486
551,M,True,141.83,89.719,133.39,181.66,154.22
