,FLARE_TYPE,COINCIDENCE,ABSNJZH_1,ABSNJZH_2,ABSNJZH_3,ABSNJZH_4,ABSNJZH_5
552,M,False,330.34,312.39,291.24,303.23,343.27
553,M,True,238.9,251.19,275.7,277.32,271.1
554,M,False,387.93,449.53,428.3,443.25,464.93
555,M,False,124.98,157.1,170.27,191.88,154.25
556,M,True,205.56,205.97,141.63,130.5,101.31
557,M,False,311.4,330.02,321.31,344.18,320.32
558,M,False,108.63,79.707,54.541,86.447,147.25
559,M,False,308.74,311.13,309.7,293.4,285.85
560,M,False,334.14,341.56,348.02,348.3,357.41
561,M,True,561.02,543.57,536.35,513.14,501.57
562,M,True,478.43,488.42,476.91,469.81,480.2
563,M,True,43.385,64.039,38.121,30.558,20.629
564,M,True,576.26,560.63,563.47,573.21,581.23
565,M,True,648.81,648.08,664.46,659.74,633.83
566,M,False,634.45,630.52,636.2,619.16,621.02
567,M,True,200.97,22.946,92.555,134.53,222.78
568,M,True,941.56,955.3,931.59,929.88,935.53
569,M,False,941.76,944.6,946.05,984.3,977.22
570,M,False,258.98,137.55,156.26,175.86,251.17
571,M,False,977.22,1032.1,1034.7,1022.0,1029.0
572,M,False,1029.0,1049.3,1052.5,1046.3,1096.8
573,M,False,121.42,69.263,143.41,114.66,77.528
574,M,True,995.52,1021.3,1023.8,993.78,971.02
575,M,True,762.71,811.82,796.4,752.11,754.22
576,M,False,883.56,799.78,792.49,879.89,903.39
577,M,True,834.57,800.66,799.29,740.45,765.71
578,M,True,207.48,195.43,210.31,201.01,160.8
579,M,True,8.2022,13.004,20.387,56.529,159.27
580,M,False,41.301,183.71,89.63,472.97,228.93
581,M,False,354.2,157.61,30.211,11.563,104.45
582,M,False,446.92,329.28,330.31,219.72,385.54
583,M,True,469.06,469.94,450.87,473.68,448.12
584,M,False,427.52,445.84,445.9,446.14,451.55
585,M,True,34.797,35.604,37.476,39.122,35.343
586,M,False,37.476,39.122,35.343,34.223,32.941
587,M,False,74.888,64.867,94.76,1.4558,101.1
588,M,True,51.411,62.748,68.961,77.003,22.995
589,M,False,197.02,232.76,206.62,220.55,193.85
590,M,False,1.8007,9.1245,47.75,42.931,28.665
591,M,False,107.25,104.67,94.907,78.606,73.966
592,M,False,101.04,150.85,128.3,91.226,166.53
593,M,False,624.26,649.87,642.27,627.46,625.23
594,M,False,306.98,309.99,319.77,311.22,301.15
595,M,False,149.0,146.69,164.03,154.07,151.22
596,M,False,627.72,644.65,634.91,640.39,629.88
597,M,True,243.84,261.53,323.97,336.53,252.92
598,M,False,136.19,47.815,111.58,19.13,58.628
599,M,False,497.54,504.19,509.1,514.5,500.96
600,M,True,198.43,185.53,203.36,186.74,169.41
601,M,False,169.41,160.31,197.21,188.27,185.32
602,M,True,298.77,287.62,278.92,292.7,288.37
603,M,False,302.92,298.4,274.2,271.83,283.6
604,M,False,274.2,271.83,283.6,287.55,254.33
605,M,True,254.02,5.6851,267.24,235.69,247.33
606,M,False,160.81,168.25,44.733,113.79,217.89
607,M,True,23.827,24.249,27.175,18.6,17.445
608,M,False,41.633,50.138,43.884,69.249,85.269
609,M,True,37.094,34.104,39.328,51.861,42.731
610,M,True,50.964,57.509,55.816,49.569,42.964
611,M,False,155.3,164.84,170.62,149.06,161.62
612,M,True,398.91,373.66,394.48,424.48,448.51
613,M,False,319.84,276.91,318.92,319.43,328.5
614,M,False,294.77,385.64,393.62,421.45,404.73
615,M,False,432.95,364.18,243.0,215.62,175.24
616,M,False,344.27,304.05,279.38,252.23,267.42
617,M,False,485.84,490.15,492.91,489.63,496.47
618,M,True,436.43,420.68,422.5,424.03,434.14
619,M,True,560.88,592.2,618.93,611.75,611.29
620,M,False,611.29,678.35,701.52,701.11,711.25
621,M,False,732.79,722.53,748.99,765.14,756.18
622,M,False,748.99,765.14,756.18,786.2,793.83
623,M,False,948.4,1007.5,1007.3,1026.3,1070.6
624,M,False,1316.9,1341.8,1360.0,1341.9,1361.8
625,M,False,1365.0,1381.4,1405.8,1403.2,1414.3
626,M,False,1414.3,1452.1,1478.9,1512.7,1566.9
627,M,True,2000.3,2052.8,2050.9,2030.5,2036.0
628,M,True,2992.9,3070.8,2787.4,3163.3,3210.9
629,M,False,3477.7,3380.8,3472.6,3435.7,3525.6
630,M,True,3841.4,3801.4,3751.7,3784.8,3731.8
631,M,True,3953.2,3824.6,3521.8,3783.3,3785.0
632,M,False,3521.8,3783.3,3785.0,3737.6,3652.2
633,M,True,3344.0,2933.0,2929.9,2905.4,2900.1
634,M,False,2670.7,2842.4,2641.5,2621.2,2786.2
635,M,False,2840.6,2707.6,3062.8,2802.1,2968.7
636,M,True,2578.4,2620.7,2719.4,2703.3,2745.3
637,M,True,1802.3,1798.8,1804.0,1842.1,1853.6
638,M,False,1588.1,1520.7,1170.8,1572.8,1263.5
639,M,False,1190.3,1166.8,1230.7,1154.7,1110.1
640,M,True,807.0,822.25,796.33,856.83,866.97
641,M,False,117.96,124.9,125.55,133.82,120.35
642,M,True,120.73,116.61,125.07,125.34,131.86
643,M,False,154.11,161.43,165.61,158.54,166.75
644,M,False,229.03,230.93,235.69,235.25,240.26
645,M,False,19.774,24.336,23.546,20.615,30.173
646,M,False,134.34,82.288,110.07,124.62,115.76
647,M,False,561.07,556.33,563.98,578.66,623.61
648,M,False,674.68,667.95,665.42,652.85,639.8
649,M,False,306.24,297.55,287.73,288.28,279.82
650,M,False,536.2,515.28,522.62,539.99,537.22
651,C,True,47.33,40.44,42.185,39.909,39.154
652,C,True,15.049,15.003,10.117,10.064,16.945
653,C,False,59.917,62.241,57.646,53.223,56.453
654,C,False,226.48,128.87,172.75,88.524,206.59
655,C,False,19.992,17.829,14.719,20.654,15.328
656,C,False,3.6849,5.5584,3.6956,5.6212,6.0146
657,C,False,22.947,57.573,44.15,20.33,23.853
658,C,False,17.613,10.807,1.6994,7.6429,14.031
659,C,False,85.797,115.69,115.09,97.801,124.83
660,C,True,370.59,355.58,364.33,371.34,364.44
661,C,False,411.59,409.74,413.61,397.88,387.26
662,C,False,77.612,77.252,70.431,67.082,68.247
663,C,False,4.8813,27.31,10.967,9.5405,14.296
664,C,False,170.3,205.23,216.05,188.88,204.65
665,C,True,8.2482,10.309,11.592,9.0504,11.621
666,C,True,35.584,34.672,0.095995,30.17,24.414
667,C,False,60.014,73.84,51.437,61.036,43.912
668,C,False,10.133,5.9339,3.2722,17.513,17.202
669,C,False,52.391,55.679,51.364,46.01,50.328
670,C,True,137.32,140.07,141.51,135.55,137.4
671,C,False,45.114,48.291,47.518,45.668,43.992
672,C,False,46.233,37.462,45.57,8.4925,9.1856
673,C,False,171.69,165.89,163.28,164.96,164.87
674,C,False,7.3782,9.793,10.646,10.424,16.195
675,C,False,293.51,282.24,315.22,280.12,289.65
676,C,False,45.319,45.904,26.847,52.359,36.339
677,C,True,130.08,133.77,134.64,121.53,130.1
678,C,False,219.65,204.04,214.28,204.84,205.51
679,C,False,11.953,8.7232,10.922,10.704,16.145
680,C,False,120.91,126.12,128.47,134.61,131.69
681,C,False,105.89,118.28,97.448,117.63,115.59
682,C,True,101.07,94.403,93.865,93.268,76.911
683,C,False,27.308,30.292,28.126,25.654,27.486
684,C,False,84.702,90.584,62.043,81.658,99.606
685,C,False,137.32,140.07,141.51,135.55,137.4
686,C,False,0.0,0.32947,71.935,0.073184,0.13971
687,C,True,707.81,691.67,663.57,681.47,653.28
688,C,False,33.089,34.537,34.964,28.368,39.308
689,C,False,63.436,92.299,80.578,12.072,51.907
690,C,False,95.899,179.31,186.3,113.55,174.13
691,C,False,91.195,87.666,88.216,91.85,97.263
692,C,True,0.0,0.0,0.0,0.0,0.0
693,C,False,70.933,50.307,60.849,59.3,62.594
694,C,False,670.44,655.74,683.73,677.03,683.36
695,C,False,39.639,43.904,44.753,39.642,49.576
696,C,False,143.03,140.0,105.33,148.1,171.98
697,C,False,129.74,133.84,127.87,128.38,133.12
698,C,False,113.0,111.99,112.66,111.42,105.92
699,C,False,106.51,116.97,74.155,99.597,72.967
700,C,False,35.31,37.709,36.325,38.698,42.2
701,C,False,100.97,67.362,67.5,71.763,68.73
702,C,True,159.25,164.07,160.71,184.74,180.57
703,C,False,31.142,63.114,73.655,77.517,61.369
704,C,False,24.125,34.996,24.563,26.641,64.554
705,C,False,529.85,527.39,538.95,533.77,523.48
706,C,False,264.94,279.17,309.22,286.65,269.22
707,C,False,4.631,10.081,9.7302,5.5951,9.5249
708,C,False,48.871,44.349,33.236,41.152,47.002
709,C,False,84.142,82.359,86.141,86.614,85.712
710,C,True,277.76,255.6,261.89,256.82,253.82
711,C,False,56.525,8.7548,47.586,32.861,2.0635
712,C,False,216.93,188.92,133.78,127.86,91.933
713,C,False,305.88,311.1,307.03,303.87,297.28
714,C,False,213.66,199.78,191.24,212.79,217.32
715,C,False,35.155,41.306,34.965,41.477,52.978
716,C,False,544.71,529.72,509.65,501.55,501.22
717,C,False,373.63,377.81,385.95,391.32,383.45
718,C,True,5.4678,15.636,6.307,12.307,6.1727
719,C,False,2.5917,10.495,42.49,43.137,5.6684
720,C,False,5.754,3.7034,4.2837,4.503,4.0194
721,C,False,32.288,32.419,34.729,31.367,23.049
722,C,False,71.077,85.059,87.957,89.27,78.302
723,C,False,94.317,0.24881,51.182,67.047,44.262
724,C,False,24.856,13.569,17.602,20.365,20.979
725,C,True,10.581,32.59,31.982,10.622,65.237
726,C,False,110.19,111.2,90.196,93.56,90.63
727,C,False,82.158,61.72,91.93,108.29,118.8
728,C,False,36.271,35.396,45.286,40.358,48.148
729,C,False,33.263,38.166,16.135,28.459,30.689
730,C,False,5.9279,3.0,7.1926,25.161,43.561
731,C,False,93.797,85.612,78.828,80.397,85.412
732,C,False,497.3,476.96,507.9,488.42,478.73
733,C,False,14.458,17.521,14.644,15.163,22.813
734,C,False,313.9,342.5,342.97,324.09,357.02
735,C,False,9.4496,8.7495,7.2911,6.681,7.6213
736,C,False,47.33,40.44,42.185,39.909,39.154
737,C,False,40.567,50.011,71.123,65.636,70.284
738,C,False,689.37,343.81,532.66,541.12,601.22
739,C,False,5.9872,2.2481,5.4153,13.296,7.5059
740,C,False,166.55,134.88,143.8,160.79,130.48
741,C,False,12.757,16.383,13.127,18.092,17.46
742,C,False,118.95,123.5,123.29,115.64,113.81
743,C,False,167.36,146.84,178.62,186.43,188.35
744,C,False,189.02,182.39,243.33,226.3,236.73
745,C,False,395.44,399.45,385.29,492.56,379.97
746,C,False,164.26,166.92,160.2,173.28,172.11
747,C,False,57.257,55.454,50.679,61.231,66.774
748,C,False,10.487,17.194,20.805,8.0604,14.704
749,C,False,370.59,355.58,364.33,371.34,364.44
750,C,False,170.89,169.34,134.15,145.31,146.12
751,C,False,369.78,395.25,403.49,401.11,401.3
752,C,False,14.008,9.4906,11.236,3.6502,8.8766
753,C,False,39.244,40.422,33.641,31.771,45.49
754,C,False,1.46,3.8286,0.29052,3.7908,5.9798
755,C,False,457.35,470.64,489.57,489.23,497.19
756,C,False,2.9433,6.9334,9.773,14.632,20.489
757,C,False,143.88,137.05,132.48,151.94,144.78
758,C,False,47.089,39.509,39.806,46.189,35.408
759,C,False,112.67,114.9,118.92,131.99,133.42
760,C,False,73.566,66.3,30.897,10.431,16.376
761,C,False,0.0,0.0,0.0,0.0,0.0
762,C,False,8.2482,10.309,11.592,9.0504,11.621
763,C,False,113.38,131.34,126.31,108.62,90.891
764,C,False,377.44,364.14,332.48,361.7,362.99
765,C,False,42.326,44.972,46.014,43.596,45.881
766,C,False,12.157,19.017,26.228,39.76,40.318
767,C,False,40.298,54.571,27.393,51.751,59.8
768,C,False,80.721,83.732,80.101,75.219,74.834
769,C,False,101.07,94.403,93.865,93.268,76.911
770,C,False,32.846,36.177,36.083,30.078,30.053
771,C,False,80.34,78.398,85.443,86.589,91.533
772,C,False,539.3,540.54,529.21,527.64,510.07
773,C,False,10.581,32.59,31.982,10.622,65.237
774,C,False,302.95,328.66,329.98,332.51,349.25
775,C,False,285.88,275.4,271.55,273.4,274.28
776,C,False,70.979,80.206,86.55,85.112,87.517
777,C,False,798.93,797.96,848.86,815.8,804.76
778,C,False,40.782,41.431,33.683,38.775,36.821
779,C,False,0.098392,1.4393,2.6583,2.0362,5.3207
780,C,False,120.96,118.74,109.29,119.73,115.74
781,C,False,127.79,127.74,109.79,115.7,120.96
782,C,False,42.281,55.293,62.323,51.008,44.784
783,C,False,84.374,81.914,65.256,40.456,59.637
784,C,False,124.19,148.58,147.63,152.49,148.45
785,C,False,135.85,129.65,132.7,130.39,130.06
786,C,False,17.989,18.177,21.374,23.651,21.198
787,C,False,0.0,0.0,0.090089,0.22091,0.14003
788,C,False,110.2,97.869,86.536,85.916,91.219
789,C,False,272.5,253.8,255.63,245.13,225.65
790,C,False,443.52,452.69,459.44,425.1,425.6
791,C,True,24.015,27.119,37.365,36.476,59.274
792,C,False,54.961,64.113,56.397,49.259,55.41
793,C,False,69.169,33.72,60.03,57.166,60.484
794,C,False,57.49,83.253,61.291,67.111,61.642
795,C,False,182.05,188.02,199.38,179.84,168.35
796,C,False,5.4678,15.636,6.307,12.307,6.1727
797,C,False,17.859,42.421,44.371,42.68,45.434
798,C,False,78.035,84.709,84.216,68.687,61.686
799,C,False,148.88,133.97,127.77,134.69,120.77
800,C,False,219.66,221.05,207.45,240.19,262.65
801,C,False,77.345,131.79,116.0,69.755,66.291
802,C,False,204.49,208.87,221.93,213.42,237.77
803,C,False,23.799,19.887,19.339,11.413,37.009
804,C,False,2.5023,6.372,2.6804,2.2249,0.035351
805,C,False,30.553,31.464,24.196,27.098,23.586
806,C,False,19.467,15.992,37.652,23.242,7.9098
807,C,False,30.611,29.411,29.22,27.914,28.59
808,C,False,160.71,184.74,180.57,143.45,166.87
809,C,False,0.8453,7.2043,4.5209,23.894,5.402
810,C,True,1.4671,5.8951,15.375,67.342,79.526
811,C,False,121.76,124.17,114.07,112.65,112.12
812,C,True,32.886,23.018,21.972,17.267,13.973
813,C,False,81.95,83.54,109.88,97.648,43.592
814,C,False,0.0,0.0,0.0,0.0,0.0
815,C,False,15.049,15.003,10.117,10.064,16.945
816,C,False,95.578,89.49,80.894,70.754,77.272
817,C,False,106.46,120.08,121.17,134.79,140.85
818,C,False,76.02,40.276,45.453,71.222,41.294
819,C,False,1.4671,5.8951,15.375,67.342,79.526
820,C,False,6.6838,16.381,1.2979,9.3622,7.1451
821,C,False,126.11,129.87,142.08,136.91,123.59
822,C,False,191.02,197.54,194.06,243.62,230.21
823,C,False,21.166,20.632,22.525,24.975,25.31
824,C,False,58.704,65.412,75.685,90.037,70.972
825,C,False,36.809,42.265,4.5465,36.675,58.598
826,C,False,92.299,104.09,113.34,95.295,89.727
827,C,False,4.8455,5.9967,4.7084,6.3376,2.9876
828,C,False,48.153,9.3794,26.551,45.759,36.626
829,C,False,385.86,387.83,355.91,358.79,363.87
830,C,False,29.701,31.936,30.601,27.053,16.662
831,C,False,14.814,41.314,25.738,28.493,42.159
832,C,False,226.61,220.17,237.85,221.66,219.28
833,C,False,204.51,220.42,249.46,248.85,242.83
834,C,False,9.3983,4.0429,5.5062,9.3306,7.5254
835,C,False,323.64,309.96,302.66,288.17,298.01
836,C,False,88.157,86.364,87.948,81.947,74.978
837,C,False,94.754,100.06,116.25,115.14,106.94
838,C,False,32.886,23.018,21.972,17.267,13.973
839,C,False,14.553,9.5872,11.147,6.3022,20.6
840,C,False,63.454,45.847,58.773,48.371,52.987
841,C,False,130.08,133.77,134.64,121.53,130.1
842,C,False,34.035,31.793,45.705,32.974,21.104
843,C,False,162.52,167.95,198.68,222.46,219.95
844,C,False,277.76,255.6,261.89,256.82,253.82
845,B,True,39.893,41.999,53.107,55.76,55.044
846,B,False,59.737,70.907,69.89,64.582,73.858
847,B,False,7.5936,10.057,2.649,3.5404,9.9406
848,B,False,3.4015,1.467,0.48944,3.6525,0.87408
849,B,True,0.0,0.0,0.0,0.0,0.0
850,B,True,85.011,80.795,76.217,73.367,74.685
851,B,False,1.1886,5.4851,6.9509,10.923,11.96
852,B,False,84.607,71.776,73.465,78.117,90.959
853,B,False,0.45996,5.9098,18.324,17.174,16.93
854,B,False,28.046,20.733,27.942,32.597,29.164
855,B,True,68.861,66.67,42.116,66.827,67.331
856,B,False,64.181,60.633,64.032,62.163,65.502
857,B,True,63.678,57.775,58.225,58.253,68.75
858,B,False,29.379,35.178,32.406,40.407,35.503
859,B,False,94.291,83.724,63.028,68.428,78.967
860,B,True,74.367,65.311,58.176,58.681,63.067
861,B,True,88.97,83.434,71.434,83.357,82.582
862,B,True,131.42,128.48,130.48,131.23,138.52
863,B,True,74.425,76.64,85.857,76.204,91.829
864,B,False,32.187,32.404,26.799,24.331,27.185
865,B,False,7.2946,6.8926,7.5064,5.2435,2.9829
866,B,True,56.246,49.47,56.809,60.145,57.753
867,B,True,58.269,54.17,52.549,46.703,55.185
868,B,False,76.192,62.568,61.095,55.28,64.941
869,B,True,7.9159,10.506,14.065,10.005,7.0101
870,B,True,48.49,46.087,49.946,50.018,52.41
871,B,True,23.965,31.536,26.906,21.083,31.733
872,B,True,53.105,50.287,40.557,47.92,59.282
873,B,True,87.637,87.403,86.09,88.501,92.168
874,B,True,31.164,29.491,28.512,19.509,26.769
875,B,True,26.624,23.811,24.585,16.906,28.952
876,B,True,42.642,37.951,21.238,29.089,25.59
877,B,False,42.425,34.917,58.202,81.99,76.866
878,B,False,34.635,22.379,22.677,1.4576,2.9338
879,B,True,7.8021,9.8228,15.683,12.241,23.114
880,B,False,7.271,3.8882,0.63436,2.8539,9.7377
881,B,False,6.6024,5.4305,4.9509,5.7593,4.5994
882,B,True,2.9837,3.0562,9.1019,0.92483,5.676
883,B,True,30.091,32.239,20.587,30.45,29.494
884,B,False,5.2096,0.16643,8.5904,0.21771,5.9542
885,B,False,12.567,11.66,11.415,11.467,12.413
886,B,False,28.103,32.97,28.329,30.882,30.728
887,B,True,109.8,107.65,114.17,105.18,104.03
888,B,False,22.405,18.631,12.023,10.459,15.266
889,B,True,10.847,10.497,13.927,7.9897,3.8538
890,B,True,14.757,13.182,12.709,15.01,16.56
891,B,True,0.75708,1.1082,1.6188,1.0032,1.5283
892,B,True,94.824,106.33,85.985,103.41,103.18
893,B,False,24.729,19.764,25.098,25.04,24.259
894,B,False,25.931,30.828,36.722,47.817,40.407
895,B,False,8.8276,7.122,5.7958,7.5645,8.3776
896,B,False,183.71,194.05,257.35,187.42,190.78
897,B,False,2.4776,58.184,46.903,43.551,11.756
898,B,False,136.13,139.07,127.2,137.05,123.13
899,B,False,9.9775,7.3543,1.6614,13.011,14.4
900,B,False,169.25,172.74,174.49,171.6,182.7
901,B,True,12.904,7.9923,7.9918,13.271,16.937
902,B,True,11.019,18.698,11.012,8.1201,10.769
903,B,False,17.382,22.505,19.073,28.964,20.348
904,B,False,50.821,56.123,56.222,66.265,66.014
905,B,True,110.53,121.35,112.41,114.56,122.65
906,B,False,28.747,32.339,32.645,38.932,38.822
907,B,True,21.18,24.773,18.302,20.648,27.492
908,B,False,6.526,4.929,4.3561,7.2606,5.9517
909,B,False,23.768,38.35,32.212,30.779,34.147
910,B,True,0.53904,4.9603,8.8276,4.57,8.8835
911,B,False,5.7028,7.1879,8.6722,10.558,9.22
912,B,False,42.173,37.627,35.16,48.81,50.366
913,B,True,1.1021,1.0061,8.396,13.347,22.731
914,B,False,0.17328,3.516,4.5394,5.235,8.1885
915,B,False,91.24,88.602,91.015,92.636,95.023
916,B,False,35.271,24.727,13.207,21.069,32.719
917,B,False,35.721,38.138,31.201,26.295,35.629
918,B,False,0.41898,43.751,20.658,56.654,8.7185
919,B,False,58.737,47.583,55.169,47.429,61.779
920,B,False,27.604,26.098,25.308,19.337,15.094
921,B,True,16.885,15.797,15.817,21.125,19.105
922,B,False,1.7246,0.41727,3.1677,2.0939,1.5912
923,B,True,76.887,77.324,98.315,88.117,91.388
924,B,False,33.914,36.959,43.136,49.326,57.05
925,B,False,9.4535,13.73,12.508,7.1744,12.788
926,B,True,5.1373,4.3064,3.0859,6.7967,9.1255
927,B,True,78.416,75.554,76.221,72.383,66.711
928,B,False,20.152,17.031,19.049,17.971,17.881
929,B,False,130.73,128.98,141.11,121.59,138.02
930,B,False,18.616,14.323,10.676,2.9972,7.8676
931,B,False,58.099,72.975,61.464,65.233,71.86
932,B,True,83.39,84.098,78.923,67.393,52.307
933,B,False,5.2092,6.7235,4.4278,5.5532,7.65
934,B,True,44.269,37.849,42.409,42.71,38.504
935,B,False,0.95743,1.873,0.35753,1.9778,0.047116
936,B,False,37.313,39.424,38.417,42.526,42.374
937,B,False,241.38,251.56,252.2,253.24,266.17
938,B,True,31.897,39.465,33.848,29.29,33.394
939,B,False,5.5004,3.5091,2.108,8.8905,12.448
940,B,False,2.5663,4.5762,7.1055,4.9444,8.0832
941,B,False,55.164,51.228,45.861,46.968,40.149
942,B,False,62.983,48.39,52.134,55.183,47.237
943,B,True,84.892,80.817,64.66,64.417,63.146
944,B,False,73.062,60.819,62.088,63.744,63.644
945,B,True,73.352,69.455,63.713,66.426,62.506
946,B,False,5.2054,3.3315,1.042,5.7445,7.4778
947,B,True,9.8079,0.84356,10.118,13.341,12.471
948,B,False,7.8954,3.9906,8.5092,0.54245,13.678
949,B,False,26.357,30.399,30.107,10.245,8.6687
950,B,False,22.313,16.812,8.1921,14.173,16.149
951,B,True,54.161,55.684,53.326,50.167,46.793
952,B,True,102.83,95.071,94.399,95.183,100.47
953,B,False,37.811,42.979,42.946,43.555,48.218
954,B,False,143.76,135.68,134.32,138.91,131.59
955,B,False,14.924,15.321,21.534,10.856,8.2822
956,B,False,213.08,223.14,216.48,234.6,225.88
957,B,True,25.714,7.3795,9.8748,15.484,16.748
958,B,True,124.96,129.46,125.14,136.06,141.28
959,B,False,55.973,46.18,48.895,56.685,68.214
960,B,True,0.0,0.0,0.0,0.0,0.0
961,B,False,10.805,10.331,10.955,9.0129,7.4166
962,B,True,4.2833,3.2069,9.0155,7.4991,5.8165
963,B,True,49.78,41.882,54.887,76.988,71.499
964,B,False,16.56,19.419,21.071,15.847,14.211
965,B,True,25.195,25.28,25.761,26.582,31.222
966,B,True,55.387,49.567,47.29,44.158,41.728
967,B,True,82.515,83.178,84.437,86.945,81.673
968,B,True,7.4746,13.726,2.4395,6.6115,5.3877
969,B,False,1.9116,1.5191,6.4681,2.8484,6.237
970,B,False,23.053,21.587,21.577,20.199,21.842
971,B,True,1.2903,2.3059,1.2648,2.8641,0.38676
972,B,False,106.4,112.73,114.14,120.4,127.54
973,B,False,39.964,33.489,30.995,28.454,27.133
974,B,False,26.398,20.191,26.512,16.79,22.047
975,B,True,28.915,35.463,33.146,36.077,50.251
976,B,True,46.521,32.795,30.45,32.712,23.674
977,B,False,52.342,62.222,53.76,60.995,65.906
978,B,False,45.694,43.53,44.345,41.946,47.625
979,B,False,5.9549,4.9325,3.6518,33.079,11.686
980,B,True,11.803,9.6901,12.057,7.9687,5.804
981,B,False,11.166,8.8872,6.6146,7.4451,8.326
982,B,False,14.654,18.172,14.844,10.322,15.769
983,B,False,7.0581,7.511,6.5837,7.5695,7.1725
984,B,True,42.176,46.82,47.145,43.902,37.864
985,B,False,89.062,87.58,87.473,87.004,84.585
986,B,False,68.522,74.457,78.369,83.373,77.869
987,B,True,28.299,32.669,33.419,30.919,29.36
988,B,True,6.3929,2.5224,1.3543,4.8049,1.0916
989,B,False,169.74,170.62,171.89,174.05,166.74
990,B,False,6.9442,26.157,18.441,17.967,20.553
991,B,False,19.633,23.344,12.674,23.096,27.022
992,B,False,0.67987,1.1294,1.2553,4.4514,2.4182
993,B,False,12.989,25.104,13.826,8.4752,2.2663
994,B,True,31.313,42.656,40.684,35.975,31.621
995,B,False,67.051,69.576,68.215,74.735,76.644
996,B,True,12.033,6.9819,3.1956,14.061,12.433
997,B,False,17.234,29.486,30.365,24.077,16.921
998,B,False,27.289,28.835,24.693,26.318,29.402
999,B,True,238.1,226.27,225.75,241.77,232.33
1000,B,True,173.22,178.97,165.11,165.45,162.75
1001,B,True,28.51,26.583,33.616,33.513,27.148
1002,B,False,2.6026,6.526,4.929,4.3561,7.2606
1003,B,False,24.236,21.941,21.218,26.002,23.628
1004,B,False,120.49,130.56,128.96,139.86,138.07
1005,B,True,7.1002,1.9825,30.981,21.917,9.9028
1006,B,True,8.2897,8.6528,6.8158,1.6041,2.4715
1007,B,False,1.1859,0.36433,2.4633,5.1198,4.6515
1008,B,True,35.428,32.848,33.898,26.663,29.437
1009,B,False,13.952,20.264,26.314,24.589,29.359
1010,B,True,29.911,30.699,31.009,28.21,32.119
1011,B,False,44.443,47.277,53.049,48.097,40.62
1012,B,False,48.962,42.865,44.677,46.063,41.232
1013,B,False,27.515,31.46,40.556,51.889,44.729
1014,B,False,68.458,64.296,61.731,64.181,60.633
1015,B,True,34.913,37.485,28.138,27.835,24.172
1016,B,True,119.02,119.06,97.042,102.52,103.92
1017,B,False,22.696,20.997,23.227,18.152,17.597
1018,B,False,76.254,83.51,85.792,89.581,84.532
1019,B,True,6.6286,4.457,5.4631,8.6695,3.7598
1020,B,False,145.12,148.16,148.28,152.86,154.16
1021,B,True,22.837,23.215,27.356,25.793,32.668
1022,B,True,11.192,3.1037,3.7313,14.548,15.836
1023,B,True,62.115,50.558,65.498,64.196,54.487
1024,B,True,40.581,41.24,41.358,36.961,37.56
1025,B,False,5.811,6.3228,6.0246,6.9324,4.0387
1026,B,False,3.0722,1.8396,1.4021,1.6238,6.245
1027,B,True,43.595,39.12,39.653,41.443,44.389
1028,B,False,103.92,95.735,118.53,115.03,117.88
1029,B,False,25.729,22.741,24.423,26.889,22.222
1030,B,False,14.585,9.9911,18.181,17.416,31.988
1031,B,False,92.112,67.382,6.123,129.81,10.343
1032,B,True,35.968,49.762,38.906,41.394,27.384
1033,B,True,69.891,73.94,66.68,71.244,74.5
1034,B,True,10.401,15.986,12.671,18.167,22.792
1035,B,True,87.13,55.646,41.82,53.622,69.192
1036,B,False,30.193,25.278,28.563,33.01,27.637
1037,B,False,22.756,15.346,19.344,24.598,20.042
1038,B,False,40.649,40.682,34.391,29.647,27.578
1039,B,True,45.129,36.274,40.241,33.318,35.262
1040,B,True,53.618,51.228,54.397,61.622,55.122
1041,B,False,6.5443,11.127,0.20056,16.375,35.023
1042,B,False,173.55,182.9,181.05,171.84,175.51
1043,B,False,76.988,71.499,77.727,79.93,80.401
1044,B,True,99.702,89.912,98.471,94.684,84.756
1045,B,False,32.959,24.394,25.039,26.63,12.005
1046,B,False,78.497,29.794,23.957,2.2114,42.29
1047,B,False,25.311,27.655,20.736,27.874,27.206
1048,B,False,51.831,58.276,58.734,63.893,56.752
1049,B,False,11.595,12.446,9.7641,9.4414,8.8712
1050,B,False,45.007,31.216,32.492,29.008,23.108
1051,B,False,4.5077,3.2867,5.6944,7.3521,12.071
1052,B,False,47.286,46.253,23.125,29.383,66.775
1053,B,False,26.354,20.623,15.994,15.62,23.128
1054,B,True,68.693,69.533,68.283,75.697,81.525
1055,B,True,40.977,36.728,45.687,41.516,42.241
1056,B,False,20.332,23.131,15.536,25.803,24.18
1057,B,False,31.447,30.894,42.538,39.657,38.939
1058,B,False,15.336,21.223,33.353,31.921,18.609
1059,B,False,3.6081,17.275,19.621,17.252,23.343
1060,B,True,114.38,113.76,100.71,106.17,102.49
1061,B,False,15.835,14.114,17.718,12.871,12.037
1062,B,False,37.652,43.457,47.288,52.39,53.518
1063,B,False,102.85,100.77,96.684,92.17,98.139
1064,B,False,35.04,23.058,25.933,26.688,25.999
1065,B,False,2.2233,7.8002,0.30478,4.9284,8.4779
1066,B,False,26.694,16.684,20.799,34.355,40.445
1067,B,False,49.567,47.29,44.158,41.728,36.424
1068,B,False,26.455,32.841,37.411,30.597,34.06
