,FLARE_TYPE,COINCIDENCE,TOTUSJH_1,TOTUSJH_2,TOTUSJH_3,TOTUSJH_4,TOTUSJH_5
0,X,False,2922.3,2975.1,2982.6,2959.0,2975.3
1,X,False,3133.6,3067.6,3078.9,3041.2,3073.1
2,X,False,2283.9,2283.0,2307.4,2299.2,2327.6
3,X,False,1711.6,1710.0,1716.0,1724.4,1712.4
4,X,True,1630.3,1687.8,1708.1,1706.9,1697.7
5,X,True,4590.6,4441.4,4524.8,4370.4,4544.9
6,X,False,4998.1,5003.2,5247.5,4992.9,5237.0
7,X,False,1778.1,1781.6,1764.1,1738.6,1706.9
8,X,True,2406.0,2403.8,2362.9,2391.4,2314.4
9,X,False,5145.9,5139.9,5119.3,5097.1,5121.5
10,X,False,5188.1,5227.6,5217.8,5208.6,5221.8
11,X,False,6786.8,6764.3,6669.7,6614.4,6581.4
12,X,False,6779.7,6764.0,6730.8,6754.6,6756.8
13,X,False,1683.1,1716.6,1690.0,1634.7,1673.0
14,X,True,242.74,217.88,217.6,215.1,209.23
15,X,True,3668.1,3689.6,3671.8,3660.7,3659.5
16,X,False,4101.1,4048.7,3979.3,4014.3,4017.2
17,X,False,5331.5,5382.8,5313.5,5325.6,5380.0
18,X,False,4618.4,4604.8,4583.3,4579.3,4544.8
19,X,False,3347.9,3358.8,3359.8,3395.7,3359.1
20,X,False,3243.1,3238.5,3268.1,3180.2,3173.1
21,X,False,7149.5,7201.9,7269.5,7376.2,7431.7
22,X,False,110.52,113.6,113.8,114.07,120.12
23,X,False,1745.6,1733.6,1743.8,1747.2,1717.4
24,X,False,1100.0,1141.7,1175.4,1154.1,1173.2
25,X,False,6151.7,6510.8,6166.4,6610.7,6295.4
26,X,True,11696.0,11644.0,11688.0,11647.0,11665.0
27,X,True,11515.0,11427.0,11477.0,11323.0,11369.0
28,X,True,12264.0,12281.0,12470.0,12447.0,12373.0
29,X,True,12716.0,12653.0,12651.0,12659.0,12678.0
30,X,True,13208.0,13151.0,13202.0,13270.0,13336.0
31,X,False,4091.2,4060.5,3993.0,4016.1,3983.4
32,X,False,7543.4,7527.1,7496.5,7444.8,7471.2
33,X,True,3051.9,3028.8,3009.9,3013.2,3026.3
34,X,False,131.23,146.62,168.75,182.82,185.3
35,X,True,5905.7,5846.1,5791.9,5798.8,5755.5
36,X,True,6084.5,6133.6,6040.2,6026.0,6071.5
37,X,False,7473.3,7552.2,7554.7,7389.0,7460.5
38,X,False,2785.2,2693.9,2683.8,2632.4,2570.6
39,M,False,726.91,720.34,731.84,724.7,758.96
40,M,False,176.57,169.65,171.6,219.0,174.9
41,M,False,960.92,948.06,942.9,939.64,924.68
42,M,False,855.49,859.53,861.88,865.66,878.37
43,M,True,116.55,75.863,126.34,80.258,80.043
44,M,False,121.15,121.35,126.68,134.5,131.51
45,M,False,1105.3,1103.2,1089.4,1100.8,1125.2
46,M,False,885.47,878.34,870.89,856.96,842.63
47,M,False,542.76,536.27,552.39,569.52,556.0
48,M,True,488.69,497.17,493.51,507.8,527.64
49,M,True,2627.3,2663.8,2800.0,2790.6,2778.0
50,M,False,883.59,877.36,876.72,899.16,890.49
51,M,False,3013.3,3013.7,3025.3,3031.1,3050.1
52,M,True,3013.4,3028.6,3003.6,3028.5,3093.4
53,M,True,1263.0,1259.8,1267.8,1261.5,1306.5
54,M,False,3153.1,3177.6,3158.5,3161.4,3177.3
55,M,False,1245.9,1213.2,1229.2,1225.5,1237.0
56,M,False,1236.8,1236.7,1243.3,1244.6,1237.6
57,M,False,1558.3,1556.6,1529.7,1528.1,1511.7
58,M,True,4446.9,4479.5,4414.5,4376.9,4337.5
59,M,True,2109.9,2133.6,2124.4,2150.0,2157.5
60,M,False,4290.4,4354.5,4321.3,4235.4,4240.3
61,M,False,4223.1,4200.8,4151.0,4094.4,4144.0
62,M,False,1571.8,1592.2,1605.4,1623.5,1636.7
63,M,False,4169.7,4176.7,4229.1,4250.7,4328.8
64,M,True,3085.5,3088.3,3108.4,3061.0,3053.3
65,M,False,3341.9,3341.3,3380.8,3339.6,3418.6
66,M,False,3417.3,3407.5,3440.9,3371.1,3336.7
67,M,False,3252.8,3262.6,3286.4,3313.0,3257.2
68,M,False,3234.8,3241.0,3321.6,3263.2,3341.2
69,M,True,2826.8,2829.6,2879.5,2888.3,2938.7
70,M,False,2996.6,3016.3,3032.8,3056.3,3067.8
71,M,False,3516.2,3518.8,3525.0,3520.9,3506.3
72,M,True,1826.6,1858.6,1869.4,1913.7,1905.2
73,M,False,1833.5,1860.1,1862.5,1880.8,1828.8
74,M,False,1128.6,1157.2,1198.4,1199.1,1217.7
75,M,False,1899.3,1886.9,1913.2,1902.9,1910.4
76,M,False,3238.7,3242.1,3244.8,3243.6,3320.0
77,M,False,2651.0,2711.8,2652.3,2691.0,2672.5
78,M,True,2653.8,2707.1,2674.4,2691.0,2642.6
79,M,False,2991.6,3027.0,3017.3,3024.6,3015.5
80,M,True,1045.2,1123.0,1128.6,1194.9,1193.9
81,M,False,1703.2,1695.0,1753.8,1695.6,1755.3
82,M,False,1527.2,1526.3,1505.3,1517.9,1534.0
83,M,False,731.24,756.51,744.41,763.5,757.47
84,M,False,1362.7,1365.6,1376.6,1364.9,1369.0
85,M,False,1751.1,1762.1,1787.3,1763.9,1758.5
86,M,True,3057.5,3110.1,3150.9,3180.0,3228.1
87,M,True,2822.9,2826.9,2773.3,2786.0,2783.6
88,M,False,2520.7,2492.9,2523.9,2542.3,2541.7
89,M,True,2538.9,2553.3,2570.6,2547.1,2506.7
90,M,False,2783.5,2823.9,2862.2,2839.4,2838.0
91,M,True,2647.2,2701.7,2725.0,2703.8,2653.8
92,M,False,2556.3,2548.9,2552.6,2570.8,2529.2
93,M,True,1036.3,1030.7,1037.8,1054.9,1060.1
94,M,False,1002.7,995.54,973.42,951.52,943.2
95,M,False,1000.2,993.79,999.15,1004.3,985.63
96,M,True,1897.4,1899.9,1877.7,1873.6,1888.5
97,M,True,1434.5,1406.4,1399.9,1386.0,1381.7
98,M,False,1553.8,1551.9,1571.5,1581.5,1615.6
99,M,True,1536.7,1525.3,1515.5,1501.8,1505.5
100,M,False,2062.7,2034.5,2009.5,2009.0,2036.4
101,M,False,1882.1,1875.1,1876.8,1899.0,1898.5
102,M,True,3627.7,3612.4,3618.2,3585.7,3621.5
103,M,True,3549.5,3519.0,3502.8,3533.5,3526.6
104,M,True,4617.7,4642.4,4649.5,4745.3,4615.6
105,M,False,4816.3,4889.1,4898.3,4647.3,4858.5
106,M,False,3519.0,3552.1,3553.6,3603.3,3642.5
107,M,True,5038.6,5124.7,5022.9,5102.3,5101.0
108,M,False,5102.3,5101.0,5168.6,5076.3,5179.8
109,M,False,4755.6,4794.7,4828.3,5306.6,4844.8
110,M,False,5342.2,5378.9,5020.6,4951.2,5336.4
111,M,False,5166.5,5177.5,5129.6,5163.3,5145.5
112,M,False,5011.4,5092.2,4980.8,5025.6,5091.0
113,M,True,5228.6,5418.5,5224.3,5081.0,5265.7
114,M,False,229.69,258.26,229.97,248.87,288.92
115,M,True,4961.9,4941.3,4777.9,5157.5,5152.4
116,M,False,579.43,531.29,561.04,664.19,685.38
117,M,False,5254.6,5152.3,5162.3,5176.4,5190.8
118,M,False,3509.9,3521.6,3481.7,3485.5,3496.9
119,M,True,809.57,820.56,830.65,848.98,869.01
120,M,True,1009.5,781.8,761.8,1002.8,785.37
121,M,False,983.94,998.34,1014.7,995.55,1008.5
122,M,False,2810.6,2772.8,2819.8,2816.6,2878.4
123,M,False,3163.5,3131.8,3115.9,3144.6,3147.6
124,M,False,2517.5,2532.3,2583.6,2557.2,2530.1
125,M,True,1581.7,1669.1,1696.2,1764.8,1802.2
126,M,True,3832.0,3894.9,3960.8,3940.8,3956.6
127,M,True,5276.9,5257.2,5287.6,5278.0,5361.5
128,M,True,5555.4,5560.7,5662.6,5625.3,5615.8
129,M,True,5673.6,5625.2,5605.1,5647.9,5613.1
130,M,True,5509.3,5457.4,5452.3,5479.3,5533.7
131,M,False,5924.9,6000.0,6011.8,6030.8,5995.8
132,M,False,5900.8,5890.5,5878.9,5938.5,5920.7
133,M,False,5629.8,5643.7,5657.9,5662.6,5656.4
134,M,False,2292.2,2291.2,2284.4,2294.7,2322.2
135,M,True,2022.9,2057.9,2031.7,2014.0,2046.4
136,M,False,1206.7,1207.4,1210.1,1209.9,1230.6
137,M,False,1766.4,1884.3,1808.0,1793.1,1762.4
138,M,True,294.65,303.83,302.55,313.88,305.56
139,M,False,1359.1,1356.8,1353.7,1360.3,1335.6
140,M,True,2231.6,2222.7,2247.3,2199.5,2237.1
141,M,False,2877.7,2896.5,2903.7,2928.1,2944.7
142,M,False,3294.9,3365.4,3327.4,3325.9,3343.5
143,M,True,3714.9,3712.0,3695.1,3704.5,3669.4
144,M,False,3662.0,3649.5,3670.8,3630.1,3643.2
145,M,False,4148.4,4104.9,4081.5,4086.7,4191.3
146,M,False,4863.4,5431.1,5550.3,4977.9,4981.6
147,M,False,4745.4,4773.4,4774.1,4750.0,4720.9
148,M,False,1375.0,1379.7,1414.7,1395.4,1412.7
149,M,True,2086.0,1994.7,2025.3,2002.2,1974.9
150,M,True,3196.1,3173.1,3182.1,3196.8,3228.5
151,M,False,3173.1,3182.1,3196.8,3228.5,3292.6
152,M,False,3509.4,3561.4,3599.8,3584.4,3574.5
153,M,True,3916.2,3901.1,3938.5,3979.4,4081.9
154,M,False,4104.4,4151.8,4179.5,4184.5,4185.9
155,M,False,4457.1,4241.3,4249.1,4285.7,4373.9
156,M,False,4291.7,4298.7,4266.8,4211.3,4202.0
157,M,False,4224.6,4216.0,4148.1,4207.5,4221.2
158,M,False,4982.7,5010.7,5072.3,4995.4,5042.6
159,M,False,5664.4,5599.5,5651.3,5629.9,5567.3
160,M,False,4274.2,4345.8,4352.2,4394.2,4476.5
161,M,False,3264.5,3253.7,3219.2,3207.5,3210.2
162,M,True,966.13,983.65,1002.8,994.3,997.52
163,M,False,198.73,193.38,197.14,199.91,201.68
164,M,False,865.68,869.14,861.06,857.77,848.43
165,M,True,0.0,0.0,0.0,0.0,0.0
166,M,False,1315.5,1303.2,1327.5,1327.9,1340.3
167,M,True,4476.6,4436.9,4456.7,4436.4,4496.8
168,M,True,4546.0,4528.9,4571.2,4607.5,4566.5
169,M,False,4680.6,4706.0,4810.1,4710.0,4736.9
170,M,True,5181.5,5223.5,5148.6,5105.6,5089.2
171,M,False,5546.1,5671.1,5643.6,5547.9,5482.2
172,M,False,5736.3,5699.0,5657.2,5530.1,5571.0
173,M,False,2174.6,2162.4,2197.0,2193.9,2204.1
174,M,False,3161.7,3135.8,3182.4,3188.6,3156.2
175,M,False,845.21,828.69,832.34,823.46,816.46
176,M,True,0.0,0.0,0.0,0.0,0.0
177,M,False,145.46,193.36,152.78,190.22,182.05
178,M,False,558.3,568.48,542.48,571.53,547.79
179,M,False,2595.3,2625.2,2608.3,2587.7,2578.8
180,M,True,890.35,893.06,910.25,927.72,903.22
181,M,False,1197.7,1211.0,1209.9,1235.0,1211.2
182,M,True,1623.6,1619.4,1620.6,1644.0,1655.3
183,M,False,1704.1,1689.6,1683.7,1691.2,1702.7
184,M,True,1370.6,1357.5,1350.6,1353.6,1350.0
185,M,False,1639.9,1645.9,1663.2,1679.8,1688.4
186,M,True,2465.6,2480.2,2484.5,2502.8,2539.5
187,M,False,2932.3,2977.1,2976.7,3013.8,3036.4
188,M,False,2940.6,2948.8,2917.7,2953.4,2962.6
189,M,True,3495.6,3454.2,3482.6,3502.5,3516.4
190,M,True,3656.7,3685.6,3622.9,3666.6,3652.8
191,M,True,3796.3,3798.4,3819.9,3844.3,3857.1
192,M,True,4083.3,4137.0,4108.1,4129.2,4112.0
193,M,False,1653.9,1638.7,1677.3,1669.4,1700.0
194,M,True,4306.7,4339.8,4376.8,4405.9,4427.0
195,M,False,4536.3,4475.3,4488.4,4525.2,4522.6
196,M,False,4558.9,4556.6,4581.6,4552.5,4554.1
197,M,True,4606.4,4639.6,4614.3,4636.8,4579.1
198,M,True,4579.1,4541.6,4524.4,4487.8,4441.6
199,M,False,4663.6,4726.7,4692.1,4753.0,4749.4
200,M,False,70.865,98.903,112.88,150.69,175.77
201,M,True,4732.6,4697.7,4721.9,4725.6,4737.1
202,M,False,4737.1,4772.6,4796.9,4758.2,4796.5
203,M,False,4902.5,4928.1,4950.3,4957.7,4957.4
204,M,True,5736.5,5692.5,5747.2,5842.4,5846.1
205,M,False,5993.9,5940.6,5931.4,5965.8,5919.3
206,M,True,6005.2,5965.0,5982.3,5952.4,5953.3
207,M,False,5938.2,5966.4,5931.2,5927.0,5904.3
208,M,True,5809.3,5799.6,5789.5,5814.8,5752.3
209,M,False,5724.2,5746.0,5541.1,5676.9,5758.6
210,M,True,6022.8,6006.4,5995.0,6024.3,5970.4
211,M,False,6529.3,6554.0,6655.3,6646.1,6686.7
212,M,False,6877.3,6762.6,6844.0,6941.0,6980.8
213,M,False,2980.1,3000.6,3003.9,2912.3,2947.3
214,M,True,6579.3,6659.3,6674.4,6628.9,6534.3
215,M,True,6866.5,6925.4,6851.0,6854.5,6821.5
216,M,False,6589.5,6641.3,6627.0,6549.5,6484.6
217,M,False,6226.2,6150.7,6123.5,6181.3,6137.4
218,M,False,6163.6,6227.6,6200.9,6217.2,6291.4
219,M,True,8285.9,8406.8,8403.8,8383.7,8357.8
220,M,False,8639.7,8635.3,8614.7,8515.3,8477.1
221,M,False,8427.4,8482.4,8478.6,8438.2,8445.2
222,M,False,6729.5,6799.3,6785.1,6761.9,6730.9
223,M,False,6207.6,6233.4,6162.9,6105.1,6090.0
224,M,False,2818.1,2791.1,2730.3,2731.2,2704.3
225,M,True,4574.3,4586.6,4639.3,4640.1,4639.6
226,M,False,4618.2,4585.6,4590.5,4556.4,4535.4
227,M,False,4456.4,4459.6,4489.3,4552.5,4569.2
228,M,False,2435.6,2423.8,2392.7,2419.2,2426.4
229,M,False,8.2813,12.851,17.336,36.7,42.158
230,M,False,17.336,36.7,42.158,48.774,48.585
231,M,False,1265.0,1265.7,1248.8,1252.7,1257.1
232,M,False,2497.6,2529.6,3190.4,2532.8,2540.3
233,M,False,2889.9,2920.6,2937.9,2959.3,2984.9
234,M,False,2339.6,2330.5,2331.5,2299.6,2269.2
235,M,True,19.646,36.956,71.219,107.34,228.29
236,M,True,2176.3,2208.1,2225.4,2202.9,2203.7
237,M,True,567.98,571.8,592.06,602.67,594.24
238,M,False,691.05,693.14,688.98,705.35,717.16
239,M,True,835.82,855.32,847.07,881.76,893.58
240,M,False,1607.9,1622.2,1645.8,1638.3,1660.5
241,M,False,1525.4,1562.4,1562.1,1476.9,1498.8
242,M,True,1450.6,1458.1,1476.4,1518.1,1529.0
243,M,False,2006.2,2036.2,2049.3,2054.6,2062.8
244,M,False,2138.6,2137.0,2106.4,2072.9,2052.9
245,M,False,1432.1,1412.0,1416.5,1404.8,1387.2
246,M,False,2079.3,2098.1,2088.7,2169.2,2121.0
247,M,False,2369.4,2424.4,2382.6,2384.4,2401.3
248,M,True,3903.9,3925.2,3966.8,4013.6,4000.0
249,M,False,4071.5,4119.8,4128.1,4186.1,4188.9
250,M,True,2101.9,2113.4,2075.3,2085.3,2077.0
251,M,False,1922.7,1886.7,1866.0,1859.6,1862.8
252,M,False,94.965,110.53,118.24,134.66,140.37
253,M,False,2252.1,2288.4,2237.8,2288.8,2232.8
254,M,False,1496.1,1506.4,1500.0,1495.4,1490.0
255,M,False,1921.8,1918.2,1917.4,1929.9,1923.3
256,M,False,3041.8,3039.6,3058.4,3115.5,3161.0
257,M,False,2825.3,2828.0,2840.9,2886.6,2956.6
258,M,False,2187.9,2209.6,2266.2,2206.9,2199.7
259,M,False,2130.4,2135.8,2163.1,2182.7,2182.0
260,M,True,1892.1,1916.1,1939.2,1904.7,1895.5
261,M,False,1784.6,1821.5,1851.6,1862.3,1867.2
262,M,False,1123.6,1108.7,1119.0,1134.3,1129.7
263,M,False,421.23,417.46,418.53,430.55,446.26
264,M,False,2263.8,2254.4,2267.5,2262.7,2256.7
265,M,False,1437.5,1451.6,1445.9,1417.4,1479.4
266,M,False,405.37,429.54,422.39,465.37,460.12
267,M,False,301.07,303.01,312.35,325.47,324.25
268,M,False,1844.5,1897.2,1914.7,1962.1,2036.0
269,M,False,1206.0,1209.8,1215.6,1186.3,1170.9
270,M,True,1534.0,1529.9,1543.1,1539.6,1568.2
271,M,False,1539.6,1568.2,1581.3,1585.1,1600.4
272,M,False,323.68,324.22,329.25,332.0,336.63
273,M,False,1704.1,1708.4,1711.2,1714.6,1706.1
274,M,True,1518.8,1535.2,1574.4,1552.7,1543.8
275,M,False,1645.6,1615.6,1616.0,1607.9,1595.5
276,M,True,1806.5,1816.2,1827.1,1851.2,1899.7
277,M,False,2475.3,2489.1,2486.4,2515.2,2533.3
278,M,True,2687.4,2626.2,2653.5,2618.3,2587.0
279,M,True,3525.1,3546.8,3535.1,3563.5,3543.1
280,M,False,3889.9,3904.7,3905.5,3953.2,3987.9
281,M,False,3905.5,3953.2,3987.9,4022.1,4059.0
282,M,False,2536.7,2530.6,2521.1,2529.7,2553.9
283,M,False,4171.3,4147.2,4169.5,4183.0,4148.3
284,M,False,4183.0,4148.3,4103.0,4127.4,4138.1
285,M,True,0.0,0.0,0.0,0.0,0.0
286,M,True,202.51,198.84,199.57,204.3,199.0
287,M,True,1636.1,1747.1,1732.8,1789.3,1853.8
288,M,False,1919.8,1984.7,2118.4,2063.5,1957.0
289,M,False,2122.4,2010.4,2087.0,2090.2,2043.4
290,M,False,2122.0,2151.4,2134.7,2085.4,2114.2
291,M,False,2256.0,2235.9,2094.1,2071.8,2202.3
292,M,True,3225.6,3215.3,3198.9,3234.2,3185.5
293,M,False,3646.0,3624.7,3580.2,3626.6,3635.1
294,M,False,2206.4,2238.3,2262.6,2250.0,2252.9
295,M,False,3529.5,3553.2,3491.7,3530.8,3513.6
296,M,True,2304.6,2341.2,2324.8,2376.3,2460.0
297,M,False,2324.8,2376.3,2460.0,2403.2,2353.6
298,M,False,3771.8,3799.1,3777.5,3844.8,3835.8
299,M,False,1269.6,1253.6,1257.7,1266.0,1247.2
300,M,False,3007.3,2983.0,2961.6,2940.2,2918.0
301,M,True,2608.6,2614.0,2613.7,2587.6,2640.7
302,M,False,2462.0,2456.6,2435.6,2381.8,2363.6
303,M,True,4456.7,4383.2,4346.7,4325.3,4296.9
304,M,True,4851.1,4915.9,4840.1,4921.8,4972.6
305,M,True,5294.4,5284.9,5286.2,5301.1,5387.0
306,M,True,5373.8,5377.9,5328.3,5314.6,5301.2
307,M,True,4931.5,4903.2,4853.5,4896.3,4861.4
308,M,False,795.4,803.66,819.54,800.93,809.61
309,M,False,568.06,559.49,586.28,601.13,605.56
310,M,False,4078.1,4135.7,4249.0,4288.4,4258.9
311,M,False,2608.9,2694.9,2681.8,2634.8,2624.0
312,M,True,2297.7,2297.3,2267.5,2299.6,2314.7
313,M,True,2197.6,2175.3,2145.7,2149.6,2110.0
314,M,False,2598.6,2625.0,2620.7,2649.8,2629.9
315,M,False,1128.9,1114.9,1067.7,1043.9,984.8
316,M,True,2994.7,3028.7,3077.0,3040.8,3161.1
317,M,False,3422.3,3408.5,3407.9,3329.9,3333.7
318,M,False,930.74,941.27,940.19,940.16,932.98
319,M,True,515.52,536.11,543.16,515.2,554.36
320,M,False,528.02,521.7,521.71,539.2,528.8
321,M,True,3032.8,3009.0,2956.1,3017.2,3013.7
322,M,False,3017.2,3013.7,3020.8,3028.2,3047.7
323,M,False,2409.6,2447.7,2486.1,2488.0,2509.2
324,M,True,3162.5,3154.3,3140.7,3141.8,3161.3
325,M,False,3288.5,3297.8,3348.6,3319.6,3308.6
326,M,False,3351.4,3411.8,3357.9,3433.2,3390.8
327,M,False,3562.5,3554.0,3547.2,3539.3,3586.0
328,M,False,1445.3,1442.2,1430.8,1413.4,1427.2
329,M,True,2576.7,2570.5,2600.6,2625.0,2621.6
330,M,False,2966.1,2969.9,2972.3,2983.2,2978.7
331,M,True,548.99,564.55,537.6,533.81,535.43
332,M,True,3803.4,3869.3,3839.8,3932.8,3996.1
333,M,True,5756.4,5785.8,5746.1,5860.8,5831.5
334,M,False,6414.3,6503.4,6513.1,6580.4,6687.3
335,M,False,7412.9,7543.0,7526.8,7571.8,7479.4
336,M,False,2201.4,2235.2,2263.3,2204.3,2226.7
337,M,False,840.09,843.18,855.37,851.07,860.93
338,M,True,7426.7,7329.2,7430.5,7358.6,7391.2
339,M,False,213.29,211.95,220.26,223.51,227.59
340,M,False,4571.2,4632.3,4597.1,4591.1,4581.0
341,M,False,15.074,16.018,21.558,22.909,32.087
342,M,False,345.87,327.47,336.82,346.55,357.6
343,M,False,450.76,474.32,471.04,455.36,479.79
344,M,False,481.6,511.52,499.86,498.79,502.92
345,M,False,1071.8,1079.2,1101.4,1107.6,1107.3
346,M,False,1427.2,1466.4,1543.5,1575.3,1615.0
347,M,True,7236.6,7225.9,7221.8,7309.3,7392.6
348,M,False,7280.8,7391.0,7379.0,7400.9,7562.5
349,M,False,7506.1,7408.0,7395.0,7615.5,7723.1
350,M,True,7628.6,7642.1,7627.8,7712.3,7711.2
351,M,False,8047.2,8028.4,7983.8,8033.8,7754.9
352,M,True,2234.2,2205.3,2216.8,2182.1,2148.4
353,M,True,9940.9,9934.3,10052.0,9948.1,9857.6
354,M,False,9282.3,9267.3,9327.7,9346.7,9307.4
355,M,False,9546.1,9399.7,9514.2,9434.6,9440.4
356,M,False,2141.7,2147.1,2097.6,2087.4,2049.8
357,M,False,9948.1,9999.5,10077.0,10113.0,10294.0
358,M,False,10557.0,10506.0,10580.0,10410.0,10381.0
359,M,False,2330.6,2315.3,2293.0,2268.9,2250.4
360,M,True,10216.0,10144.0,10107.0,10139.0,10202.0
361,M,False,9836.6,9626.7,9534.9,9595.3,9443.4
362,M,False,9523.1,9429.3,9404.7,9501.1,9503.7
363,M,False,9643.3,9584.8,9652.2,9673.7,9724.0
364,M,True,8162.1,8123.9,8090.5,8049.6,7976.3
365,M,False,8180.6,8160.2,8153.1,8165.2,8250.7
366,M,False,4445.9,4482.8,4468.4,4460.7,4461.0
367,M,True,1726.3,1735.3,1709.5,1738.5,1750.5
368,M,True,1813.2,1792.8,1803.4,1819.1,1775.7
369,M,True,2692.5,2709.9,2716.7,2670.0,2651.5
370,M,True,2865.1,2940.1,2911.3,2880.0,2877.1
371,M,True,3118.2,3077.8,3108.0,3093.3,3100.7
372,M,True,3788.1,3838.7,3854.0,3846.7,3842.0
373,M,True,3896.3,3872.6,3855.8,3838.7,3813.2
374,M,False,3574.5,3604.4,3617.1,3630.5,3649.9
375,M,False,4086.8,4013.0,3982.9,3931.8,3905.4
376,M,True,4980.0,4982.4,4981.8,4993.2,5052.6
377,M,False,4403.6,4393.3,4424.0,4448.6,4426.9
378,M,False,4405.0,4414.8,4419.8,4455.6,4457.8
379,M,False,4737.6,4832.3,4866.2,4959.4,5015.0
380,M,False,1723.2,1734.3,1737.8,1762.0,1756.7
381,M,False,1423.7,1423.4,1419.5,1429.9,1431.4
382,M,False,4499.0,4537.5,4573.9,4551.6,4602.1
383,M,False,1074.2,1103.0,1092.0,1093.1,1093.6
384,M,False,2180.8,2163.9,2145.2,2150.0,2082.1
385,M,False,504.11,505.18,498.3,495.31,487.39
386,M,False,2685.2,2645.9,2647.2,2710.8,2730.3
387,M,False,1765.3,1768.1,1756.2,1769.0,1766.6
388,M,True,383.28,387.69,395.68,395.91,396.36
389,M,True,514.89,514.91,491.57,546.86,538.54
390,M,True,596.66,609.97,664.41,668.34,649.69
391,M,False,625.09,619.72,629.35,634.82,631.31
392,M,False,829.21,825.33,839.92,849.06,859.47
393,M,False,1130.5,1147.1,1154.0,1203.0,1227.0
394,M,True,1431.2,1413.4,1441.5,1429.1,1452.1
395,M,False,1688.2,1679.8,1685.2,1689.8,1698.7
396,M,False,286.74,267.0,294.84,299.26,288.27
397,M,True,2336.2,2336.8,2257.0,2276.9,2256.7
398,M,True,2209.2,2199.3,2220.7,2210.2,2208.2
399,M,False,1930.9,1995.8,1969.6,1896.2,1962.4
400,M,False,1940.5,1960.7,1971.9,1962.0,1962.7
401,M,False,1283.3,1398.2,1422.6,1385.3,1417.7
402,M,True,938.35,914.82,892.25,897.28,889.59
403,M,False,965.21,948.8,946.79,951.55,965.05
404,M,False,1231.7,1218.9,1206.9,1228.2,1209.6
405,M,False,1403.1,1424.1,1420.1,1435.4,1427.6
406,M,False,891.25,902.23,896.53,910.13,925.07
407,M,False,3266.8,3239.7,3224.5,3211.1,3181.4
408,M,False,2468.2,2489.8,2495.7,2461.3,2497.2
409,M,True,2703.8,2597.8,2676.9,2575.7,2654.4
410,M,False,2206.2,2203.5,2171.5,2157.4,2143.8
411,M,False,3916.1,3966.1,3990.1,3999.6,3986.9
412,M,False,4633.7,4585.6,4538.9,4470.8,4441.3
413,M,False,1476.3,1476.4,1478.8,1510.7,1525.3
414,M,False,4832.6,4874.6,4851.5,4830.5,4899.0
415,M,True,1091.7,1077.7,1078.1,1104.8,1113.8
416,M,True,1372.5,1366.5,1366.0,1387.4,1418.6
417,M,True,1843.2,1839.9,1850.1,1873.5,1828.0
418,M,True,4742.9,4761.0,4718.0,4717.9,4627.2
419,M,True,2430.0,2486.2,2434.6,2499.2,2448.1
420,M,False,2883.8,2855.2,2836.5,2857.8,2841.6
421,M,False,539.64,533.84,530.93,540.05,524.18
422,M,False,2905.3,2956.7,3020.8,3055.7,3091.1
423,M,False,5090.6,5069.5,5157.9,5121.7,5035.8
424,M,False,3030.8,3124.7,3114.8,3124.0,3113.1
425,M,False,2866.6,2901.3,2774.6,2671.3,2688.6
426,M,False,1686.7,1660.9,1666.5,1669.1,1650.9
427,M,False,1625.4,1612.9,1632.3,1622.2,1610.6
428,M,True,366.1,382.88,394.32,403.42,409.21
429,M,False,688.07,710.84,713.47,705.41,704.75
430,M,False,1505.7,1519.8,1515.1,1513.1,1507.1
431,M,False,3158.9,3154.7,3171.8,3105.0,3119.7
432,M,False,4519.7,4457.3,4468.6,4445.9,4433.3
433,M,True,1482.0,1482.1,1449.5,1458.4,1460.2
434,M,False,1449.5,1458.4,1460.2,1452.3,1436.1
435,M,False,1499.3,1480.7,1445.6,1456.4,1456.4
436,M,True,1869.0,1848.9,1952.3,1842.7,1859.3
437,M,True,8299.3,8233.5,8212.4,8257.5,8355.9
438,M,False,9258.5,9158.2,9264.1,9268.6,9220.5
439,M,False,9673.2,9633.2,9745.8,9891.0,9932.8
440,M,False,9932.8,10059.0,10235.0,10378.0,10509.0
441,M,False,10660.0,10680.0,10667.0,10802.0,10920.0
442,M,True,12032.0,12206.0,12138.0,12319.0,12355.0
443,M,False,11889.0,11611.0,11525.0,11348.0,11296.0
444,M,True,11449.0,11406.0,11405.0,11346.0,11394.0
445,M,True,10980.0,11079.0,11015.0,11108.0,11151.0
446,M,True,13559.0,13428.0,13237.0,13188.0,13087.0
447,M,False,13237.0,13188.0,13087.0,13271.0,13138.0
448,M,False,13214.0,13095.0,13129.0,13081.0,12945.0
449,M,False,13123.0,13085.0,13100.0,13101.0,13186.0
450,M,False,13195.0,13148.0,13109.0,13201.0,13189.0
451,M,True,13339.0,13238.0,13261.0,13188.0,13213.0
452,M,False,13104.0,13078.0,13044.0,13100.0,12961.0
453,M,False,13771.0,13779.0,13847.0,13737.0,13737.0
454,M,False,14169.0,14171.0,14074.0,14157.0,14132.0
455,M,False,13935.0,13812.0,13749.0,13537.0,13601.0
456,M,True,13052.0,13130.0,12924.0,13034.0,13005.0
457,M,True,12161.0,12062.0,12028.0,12157.0,11988.0
458,M,False,11538.0,11431.0,11508.0,11603.0,11437.0
459,M,False,11434.0,11476.0,11475.0,11474.0,11509.0
