,FLARE_TYPE,COINCIDENCE,TOTUSJH_1,TOTUSJH_2,TOTUSJH_3,TOTUSJH_4,TOTUSJH_5
1929,N,False,140.15,136.46,136.73,137.3,134.49
1930,N,False,834.49,835.4,815.16,808.71,812.08
1931,N,False,85.271,78.129,76.052,77.635,76.807
1932,N,False,1542.8,1563.2,1581.6,1578.4,1595.9
1933,N,False,37.705,36.093,35.16,35.613,35.043
1934,N,False,34.774,41.725,41.6,40.594,42.335
1935,N,False,33.025,28.845,30.865,28.465,28.559
1936,N,False,422.14,419.55,426.88,423.95,425.34
1937,N,False,1406.0,1410.5,1384.3,1381.3,1366.1
1938,N,False,1406.0,1410.5,1384.3,1381.3,1366.1
1939,N,False,94.679,97.852,115.16,113.49,121.01
1940,N,False,159.54,163.05,153.04,158.99,160.99
1941,N,False,74.417,74.97,72.408,68.848,70.529
1942,N,False,163.88,167.37,174.8,183.58,178.97
1943,N,False,196.85,201.82,198.23,201.48,202.68
1944,N,False,1949.4,1952.4,1950.9,1951.1,1950.3
1945,N,False,133.13,130.61,133.76,129.31,127.34
1946,N,False,586.4,578.91,569.7,558.86,554.68
1947,N,False,26.027,26.602,26.581,27.829,25.57
1948,N,False,22.079,24.399,24.255,25.737,24.404
1949,N,False,1605.3,1612.0,1673.2,1657.0,1661.9
1950,N,False,363.11,368.92,368.19,374.21,380.77
1951,N,False,2582.3,2656.0,3704.7,2713.8,2738.8
1952,N,False,683.03,689.1,669.27,669.37,682.51
1953,N,False,537.42,538.01,530.9,578.12,545.57
1954,N,False,340.69,248.73,250.47,317.16,248.06
1955,N,False,256.52,258.7,266.48,273.53,266.96
1956,N,False,264.1,268.55,268.79,270.83,269.07
1957,N,False,242.78,242.9,243.74,231.39,233.95
1958,N,False,207.83,210.92,205.65,208.57,203.64
1959,N,False,928.03,942.78,956.07,979.6,961.79
1960,N,False,485.68,478.28,500.56,506.16,500.62
1961,N,False,696.78,687.39,681.36,660.82,635.71
1962,N,False,117.88,114.41,110.58,113.18,126.02
1963,N,False,907.38,903.62,917.41,909.16,912.2
1964,N,False,332.31,343.67,349.62,350.7,345.58
1965,N,False,515.75,523.69,529.76,537.22,553.82
1966,N,False,610.81,617.31,659.94,655.87,644.3
1967,N,False,189.73,184.0,193.18,189.56,197.02
1968,N,False,776.2,771.55,765.28,783.22,768.55
1969,N,False,776.2,771.55,765.28,783.22,768.55
1970,N,False,271.27,276.36,278.23,289.92,298.07
1971,N,False,646.69,630.9,622.1,612.78,602.04
1972,N,False,2881.8,2890.7,2886.4,2875.0,2852.5
1973,N,False,140.14,136.12,134.83,145.55,142.54
1974,N,False,341.61,333.19,344.08,338.79,325.35
1975,N,False,952.05,933.17,918.51,912.32,917.61
1976,N,False,2591.2,2600.1,2621.0,2638.4,2632.2
1977,N,False,2381.0,2366.3,2358.7,2324.4,2300.9
1978,N,False,143.14,143.54,144.0,141.94,140.99
1979,N,False,2040.5,2036.3,2032.2,2054.4,2057.1
1980,N,False,2040.5,2036.3,2032.2,2054.4,2057.1
1981,N,False,257.25,256.35,268.44,283.41,266.96
1982,N,False,257.25,256.35,268.44,283.41,266.96
1983,N,False,176.82,171.88,172.83,173.4,173.7
1984,N,False,1766.7,1771.4,1763.1,1763.3,1764.7
1985,N,False,179.52,186.27,179.08,189.99,189.19
1986,N,False,3127.7,3107.5,3097.7,3063.5,3069.3
1987,N,False,1523.8,1521.1,1492.6,1473.7,1446.5
1988,N,False,148.37,150.53,152.14,149.51,148.54
1989,N,False,8.1171,7.843,6.5762,9.0525,8.0839
1990,N,False,65.053,66.535,61.029,56.586,60.131
1991,N,False,100.22,100.07,101.21,95.925,99.668
1992,N,False,5111.8,4987.4,4998.2,4945.8,4923.9
1993,N,False,242.15,252.05,250.36,247.57,244.55
1994,N,False,5128.0,5090.3,5097.0,5034.3,5039.8
1995,N,False,385.85,398.45,401.72,409.17,404.36
1996,N,False,225.66,232.66,242.8,229.15,238.18
1997,N,False,0.75918,45.103,41.69,40.675,44.3
1998,N,False,223.68,212.78,215.31,219.71,214.85
1999,N,False,191.13,196.71,189.99,196.04,193.24
2000,N,False,134.6,127.37,131.02,125.01,127.22
2001,N,False,14.167,13.245,12.758,12.99,13.627
2002,N,False,330.96,350.41,328.21,341.39,349.79
2003,N,False,70.643,71.775,71.665,70.914,70.393
2004,N,False,654.68,663.12,664.09,670.68,666.35
2005,N,False,243.36,237.86,240.37,241.3,234.75
2006,N,False,164.49,155.88,152.61,145.56,150.1
2007,N,False,161.49,172.23,173.57,173.66,166.38
2008,N,False,173.66,173.58,170.43,167.18,170.49
2009,N,False,44.15,44.313,42.701,44.21,37.688
2010,N,False,80.255,76.55,74.699,75.183,72.791
2011,N,False,105.49,106.11,110.34,113.93,112.17
2012,N,False,310.81,306.08,296.78,289.95,299.91
2013,N,False,613.5,598.92,592.78,594.14,580.3
2014,N,False,613.5,598.92,592.78,594.14,580.3
2015,N,False,55.385,50.561,56.895,51.52,46.654
2016,N,False,146.93,143.61,140.78,140.28,148.4
2017,N,False,497.26,480.23,475.18,486.31,487.08
2018,N,False,353.62,344.32,340.5,340.33,326.74
2019,N,False,718.54,711.79,725.19,718.18,722.24
2020,N,False,207.38,209.84,218.57,204.53,204.64
2021,N,False,2441.6,2447.7,2439.5,2414.3,2387.9
2022,N,False,207.38,209.84,218.57,204.53,204.64
2023,N,False,2067.6,2073.5,2068.0,2082.0,2092.7
2024,N,False,56.951,57.961,55.643,47.524,47.774
2025,N,False,141.06,134.51,142.32,147.15,133.98
2026,N,False,2365.3,2388.4,2392.4,2394.4,2398.0
2027,N,False,371.73,373.57,387.86,387.8,402.3
2028,N,False,438.65,444.81,450.09,428.47,437.9
2029,N,False,4505.5,4486.0,4490.1,4475.4,4521.0
2030,N,False,260.17,265.26,266.96,257.98,253.9
2031,N,False,86.299,90.966,93.388,89.318,91.524
2032,N,False,2701.0,2695.5,2693.5,2693.4,2719.4
2033,N,False,202.51,205.72,202.21,201.61,209.78
2034,N,False,139.53,137.98,126.11,126.34,125.19
2035,N,False,83.323,84.794,82.929,84.26,77.705
2036,N,False,266.41,270.91,273.19,283.33,287.65
2037,N,False,183.21,187.87,186.08,189.58,189.84
2038,N,False,45.537,42.093,44.465,40.757,42.676
2039,N,False,335.27,342.16,344.54,346.97,351.93
2040,N,False,156.84,160.52,163.13,164.54,156.79
2041,N,False,82.376,80.857,81.842,81.987,82.515
2042,N,False,615.14,619.32,614.63,618.61,613.57
2043,N,False,130.56,130.86,130.95,126.84,123.5
2044,N,False,212.86,211.58,202.04,201.86,196.0
2045,N,False,183.85,199.57,187.42,196.55,196.99
2046,N,False,7.0084,8.2323,8.0854,9.583,10.767
2047,N,False,57.457,55.172,58.718,57.082,58.127
2048,N,False,97.489,93.887,96.403,102.41,104.51
2049,N,False,116.77,119.21,116.88,124.85,122.78
2050,N,False,85.334,83.977,79.661,82.476,85.092
2051,N,False,521.22,508.15,511.51,497.61,496.04
2052,N,False,35.495,31.616,32.6,32.402,29.512
2053,N,False,1872.5,1882.4,1903.1,1920.2,1902.7
2054,N,False,894.61,891.5,883.92,874.71,869.05
2055,N,False,1569.4,1577.9,1583.9,1592.1,1590.8
2056,N,False,155.46,155.13,147.53,147.85,151.58
2057,N,False,52.331,52.162,45.718,51.352,46.377
2058,N,False,69.787,72.169,68.538,69.028,71.028
2059,N,False,50.325,48.683,53.121,45.62,48.787
2060,N,False,608.22,608.76,612.03,616.35,620.3
2061,N,False,354.16,362.11,349.48,349.46,356.64
2062,N,False,235.56,249.03,241.36,226.97,215.11
2063,N,False,297.47,297.88,301.83,306.49,301.89
2064,N,False,111.87,112.17,114.62,114.08,116.05
2065,N,False,234.83,233.04,234.48,234.03,235.16
2066,N,False,271.59,273.36,272.94,266.56,258.75
2067,N,False,294.67,291.92,282.56,270.28,269.16
2068,N,False,270.19,282.08,270.94,269.97,272.98
2069,N,False,507.42,503.41,515.63,525.9,529.57
2070,N,False,79.483,72.331,74.885,73.396,75.613
2071,N,False,94.288,93.154,95.028,94.047,92.289
2072,N,False,1122.9,1105.4,1108.6,1117.1,1125.6
2073,N,False,15.464,17.746,17.788,18.865,17.136
2074,N,False,212.18,217.04,219.29,213.78,208.28
2075,N,False,329.33,338.29,329.02,330.53,328.71
2076,N,False,301.97,296.54,305.29,303.62,303.8
2077,N,False,133.05,131.18,134.97,134.49,135.16
2078,N,False,67.286,72.778,70.648,64.983,69.836
2079,N,False,190.93,196.78,204.96,198.34,200.03
2080,N,False,8.96,11.428,9.2404,0.0,0.0
2081,N,False,60.409,59.945,59.115,56.4,56.939
2082,N,False,294.46,275.4,257.48,258.7,264.04
2083,N,False,267.54,267.69,265.89,266.02,265.19
2084,N,False,839.59,816.05,810.87,799.46,800.94
2085,N,False,213.18,213.83,211.79,214.73,218.11
2086,N,False,456.15,463.13,466.51,474.33,484.48
2087,N,False,93.43,96.555,94.612,95.823,102.67
2088,N,False,106.62,103.71,105.74,105.33,106.98
2089,N,False,1621.5,1642.9,1633.6,1630.5,1625.2
2090,N,False,209.21,209.64,211.48,226.42,226.65
2091,N,False,452.46,452.42,449.74,446.34,467.5
2092,N,False,452.46,452.42,449.74,446.34,467.5
2093,N,False,1590.6,1576.7,1574.3,1552.5,1557.4
2094,N,False,458.97,454.61,451.79,454.15,444.42
2095,N,False,45.626,44.399,49.049,48.078,50.68
2096,N,False,89.304,87.541,90.158,81.003,82.556
2097,N,False,3572.8,3552.3,3567.3,3534.2,3536.2
2098,N,False,61.214,59.728,63.372,62.694,67.308
2099,N,False,70.743,65.325,72.253,68.012,67.698
2100,N,False,76.722,74.879,76.531,76.594,70.825
2101,N,False,72.685,69.453,74.443,73.414,70.23
2102,N,False,78.43,84.309,77.431,80.164,83.99
2103,N,False,86.292,86.93,90.275,86.852,84.24
2104,N,False,526.44,533.38,526.21,517.42,522.57
2105,N,False,536.6,536.03,518.55,532.18,871.66
2106,N,False,63.162,54.177,51.872,50.571,44.508
2107,N,False,1579.6,1580.1,1574.3,1594.1,1588.1
2108,N,False,32.612,35.634,34.939,35.293,33.93
2109,N,False,1643.3,1655.6,1649.9,1694.3,1658.1
2110,N,False,100.87,102.61,103.54,101.78,104.14
2111,N,False,804.8,798.53,794.74,795.81,821.0
2112,N,False,309.69,288.0,289.47,292.51,296.21
2113,N,False,644.71,638.58,628.43,614.04,610.18
2114,N,False,311.1,319.97,308.79,325.47,320.89
2115,N,False,59.612,57.706,55.096,52.111,52.039
2116,N,False,776.84,771.92,780.2,788.45,792.88
2117,N,False,215.83,207.18,203.91,202.88,200.63
2118,N,False,137.9,132.37,127.79,129.72,131.69
2119,N,False,327.17,325.38,321.34,321.26,322.96
2120,N,False,680.86,696.27,684.51,688.79,685.46
2121,N,False,354.82,348.49,343.52,345.12,355.29
2122,N,False,392.98,387.68,380.9,388.83,390.23
2123,N,False,76.159,70.345,74.03,74.752,77.285
2124,N,False,138.07,136.18,135.05,131.77,128.49
2125,N,False,206.4,205.81,193.11,202.27,192.76
2126,N,False,118.08,113.23,115.59,111.64,110.95
2127,N,False,140.19,142.89,145.54,140.06,134.6
2128,N,False,170.35,177.52,174.88,177.55,181.6
2129,N,False,251.02,260.83,263.63,252.1,261.93
2130,N,False,1926.5,1952.2,1968.5,1979.1,1963.0
2131,N,False,592.82,607.32,621.23,607.38,598.99
2132,N,False,179.43,184.69,184.94,185.1,182.76
2133,N,False,219.0,210.89,215.52,222.17,232.32
2134,N,False,178.61,175.13,178.0,181.89,179.06
2135,N,False,2777.5,2768.3,2780.4,2747.2,2740.1
2136,N,False,362.15,359.62,357.85,342.8,342.45
2137,N,False,147.53,143.24,145.14,145.04,140.15
2138,N,False,143.29,141.67,141.27,147.48,145.88
2139,N,False,295.25,297.69,302.7,315.73,323.34
2140,N,False,186.26,184.0,186.73,187.18,185.04
2141,N,False,67.628,71.503,65.528,76.648,76.875
2142,N,False,507.63,505.73,486.68,492.35,493.68
2143,N,False,204.93,198.28,198.38,196.98,199.32
2144,N,False,119.96,122.99,123.35,118.85,116.01
2145,N,False,119.37,111.6,113.47,121.94,117.49
2146,N,False,1239.6,1220.7,1187.2,1199.6,1184.8
2147,N,False,55.846,56.442,53.262,52.652,53.035
2148,N,False,152.54,155.5,158.1,156.12,158.66
2149,N,False,120.82,114.8,118.29,117.51,121.79
2150,N,False,280.88,282.93,279.0,280.81,287.37
2151,N,False,2481.5,2498.2,2469.5,2506.2,2510.5
2152,N,False,160.49,155.53,154.58,155.7,159.15
2153,N,False,623.9,632.73,645.6,648.41,658.05
2154,N,False,635.06,620.57,640.44,642.78,654.09
2155,N,False,160.71,158.24,161.26,156.09,155.12
2156,N,False,81.048,79.486,86.857,91.122,96.767
2157,N,False,375.74,366.66,370.95,379.52,374.12
2158,N,False,37.6,37.017,38.377,39.502,33.708
2159,N,False,2975.8,2942.6,2920.5,2906.4,2930.6
2160,N,False,1732.0,1747.7,1722.4,1738.8,1748.5
2161,N,False,1654.4,1631.8,1645.9,1622.9,1622.3
2162,N,False,324.18,336.87,345.74,360.84,347.3
2163,N,False,7098.0,7062.9,7084.1,7172.4,7050.5
2164,N,False,83.475,85.725,79.902,78.64,75.512
2165,N,False,409.26,414.75,420.52,411.24,410.97
2166,N,False,993.34,978.96,988.26,1004.1,1017.3
2167,N,False,177.9,174.68,173.2,175.09,172.88
2168,N,False,460.5,475.82,463.61,467.06,477.12
2169,N,False,104.15,103.08,107.7,111.96,106.04
2170,N,False,3450.0,3456.7,3435.4,3453.5,3490.3
2171,N,False,126.93,125.02,120.66,119.63,121.18
2172,N,False,2659.3,2671.5,2618.1,2592.8,2533.4
2173,N,False,92.86,95.971,97.587,101.5,98.182
2174,N,False,233.19,233.97,241.9,249.78,263.4
2175,N,False,58.67,60.593,57.825,57.794,59.441
2176,N,False,197.56,195.6,187.91,177.0,180.88
2177,N,False,368.89,370.44,359.88,356.63,354.35
2178,N,False,3706.6,3688.2,3687.0,3700.3,3712.1
2179,N,False,3754.4,3726.7,3728.4,3706.6,3688.2
2180,N,False,157.09,163.68,161.99,165.95,175.68
2181,N,False,178.44,189.27,184.99,186.2,176.93
2182,N,False,370.22,368.94,384.05,381.95,414.54
2183,N,False,216.45,211.41,214.39,205.92,206.72
2184,N,False,798.46,807.79,813.88,843.12,864.09
2185,N,False,315.08,322.51,320.19,327.73,320.58
2186,N,False,1360.4,1335.6,1313.7,1323.8,1300.8
2187,N,False,88.75,100.06,95.956,93.329,99.913
2188,N,False,2493.0,2458.2,2446.4,2470.6,2473.4
2189,N,False,2665.0,2679.9,2721.0,2734.7,2725.9
2190,N,False,561.02,554.43,563.97,565.93,555.95
2191,N,False,113.55,110.04,112.09,114.82,119.51
2192,N,False,209.07,214.51,213.0,210.43,215.74
2193,N,False,153.91,148.08,147.09,146.79,141.28
2194,N,False,3084.2,3083.4,3098.6,3105.9,3138.3
2195,N,False,4145.1,4138.7,4114.7,4093.3,4068.7
2196,N,False,401.48,385.54,375.79,380.85,371.21
2197,N,False,118.84,120.29,118.18,115.95,120.63
2198,N,False,1713.4,1697.2,1716.3,1697.8,1702.4
2199,N,False,866.78,934.49,857.18,842.59,843.96
2200,N,False,1376.3,1408.7,1428.0,1433.6,1446.6
2201,N,False,591.91,585.86,586.81,569.47,568.62
2202,N,False,108.65,110.56,111.17,104.78,106.31
2203,N,False,647.11,637.89,644.79,637.64,631.13
2204,N,False,345.77,342.22,340.46,339.12,336.26
2205,N,False,4682.4,4703.4,4748.8,4726.2,4799.6
2206,N,False,468.87,472.08,468.84,461.44,452.04
2207,N,False,286.02,268.68,257.34,254.01,254.4
2208,N,False,808.21,813.86,811.92,817.43,809.7
2209,N,False,228.13,215.64,227.27,221.57,229.26
2210,N,False,46.298,42.607,44.244,48.639,51.413
2211,N,False,215.64,227.27,221.57,229.26,238.24
2212,N,False,35.457,35.228,35.51,28.618,27.783
2213,N,False,101.22,101.51,102.8,104.36,97.505
2214,N,False,2605.1,2662.9,2665.1,2683.1,2680.2
2215,N,False,291.81,289.88,286.93,291.93,284.29
2216,N,False,35.707,38.127,42.542,41.929,41.813
2217,N,False,1348.9,1340.7,1328.3,1326.3,1297.5
2218,N,False,152.04,148.99,141.14,146.03,142.24
2219,N,False,1012.7,994.9,984.46,969.97,965.44
2220,N,False,1128.4,1111.2,1101.4,1092.5,1079.9
2221,N,False,679.39,684.36,694.86,696.49,706.18
2222,N,False,177.79,180.59,177.28,182.88,190.9
2223,N,False,201.52,206.96,206.63,205.54,207.29
2224,N,False,101.27,95.777,94.87,96.182,97.963
2225,N,False,179.02,175.77,179.98,167.28,175.35
2226,N,False,914.3,888.52,898.77,893.13,877.62
2227,N,False,383.64,387.15,380.52,388.35,390.92
2228,N,False,735.89,726.98,738.9,744.49,766.49
2229,N,False,116.31,115.05,115.26,110.53,110.74
2230,N,False,532.43,546.6,540.22,548.41,536.07
2231,N,False,58.061,59.654,54.432,57.238,57.862
2232,N,False,48.311,44.606,41.197,40.16,41.659
2233,N,False,422.9,416.37,406.46,403.73,395.85
2234,N,False,396.08,401.03,398.32,409.37,405.32
2235,N,False,132.28,135.37,136.31,133.74,139.0
2236,N,False,59.216,65.579,65.273,60.248,58.729
2237,N,False,2049.9,2072.5,2081.0,2055.3,2043.5
2238,N,False,216.92,208.41,206.69,210.25,215.78
2239,N,False,103.0,102.09,94.806,91.616,92.881
2240,N,False,6036.8,6001.4,6031.4,6058.9,6059.9
2241,N,False,37.842,32.466,38.501,41.068,40.202
2242,N,False,470.13,467.91,470.64,471.0,476.97
2243,N,False,416.68,423.85,416.46,420.65,416.01
2244,N,False,62.798,66.099,64.043,63.753,62.038
2245,N,False,42.204,42.874,43.447,41.854,40.762
2246,N,False,5345.1,5289.8,5252.8,5185.3,5153.6
2247,N,False,145.1,143.2,143.35,142.18,144.72
2248,N,False,173.78,176.81,173.17,175.89,172.06
2249,N,False,943.33,932.16,929.38,934.14,956.53
2250,N,False,449.55,447.42,445.63,448.51,449.5
2251,N,False,108.89,110.83,99.932,103.16,104.4
2252,N,False,590.58,590.05,597.98,607.24,616.15
2253,N,False,416.27,414.61,403.61,404.81,421.2
2254,N,False,361.84,366.85,361.33,360.56,366.05
2255,N,False,523.3,511.3,519.89,516.52,510.62
2256,N,False,185.98,182.29,176.45,181.25,181.49
2257,N,False,11.743,11.811,13.591,11.008,14.551
2258,N,False,358.17,347.04,352.15,368.37,356.3
2259,N,False,2040.9,2044.2,2019.0,2004.5,1997.3
2260,N,False,63.204,64.391,60.353,66.74,61.527
2261,N,False,206.54,204.31,200.87,193.54,190.08
2262,N,False,44.981,47.926,49.762,50.909,48.875
2263,N,False,202.18,211.35,204.72,200.54,207.68
2264,N,False,169.28,170.59,174.78,171.17,169.83
2265,N,False,220.44,216.64,217.61,224.57,221.97
2266,N,False,356.23,350.42,355.94,346.73,339.98
2267,N,False,670.73,674.05,686.24,679.71,701.24
2268,N,False,337.16,337.52,343.17,337.63,342.87
2269,N,False,337.16,337.52,343.17,337.63,342.87
2270,N,False,262.1,260.8,264.75,263.32,273.68
2271,N,False,317.9,317.11,315.24,312.33,300.62
2272,N,False,73.522,76.147,76.131,77.039,74.823
2273,N,False,170.32,173.14,162.13,159.61,157.85
2274,N,False,256.83,252.42,248.78,250.16,257.92
2275,N,False,199.62,194.8,196.64,192.3,194.02
2276,N,False,168.55,171.29,173.66,172.9,175.44
2277,N,False,893.84,892.12,929.75,939.83,937.2
2278,N,False,211.94,212.6,210.69,205.38,210.94
2279,N,False,66.294,59.737,61.488,63.43,61.904
2280,N,False,124.84,129.82,133.58,130.18,136.85
2281,N,False,128.15,132.3,128.21,122.08,113.53
2282,N,False,60.426,55.211,54.619,55.121,58.333
2283,N,False,97.025,100.04,101.46,105.68,109.19
2284,N,False,138.79,136.42,138.66,132.79,134.58
2285,N,False,477.43,473.5,466.68,454.52,451.14
2286,N,False,242.73,243.72,231.59,238.57,232.21
2287,N,False,200.69,172.31,171.63,161.43,157.66
2288,N,False,264.55,250.52,250.48,252.88,242.73
2289,N,False,163.29,155.8,146.95,145.39,142.44
2290,N,False,741.49,715.46,730.41,723.97,736.29
2291,N,False,772.59,746.94,747.19,759.8,759.99
2292,N,False,78.761,78.805,79.306,77.735,77.33
2293,N,False,409.91,420.61,400.68,390.96,388.74
2294,N,False,62.719,70.171,78.112,80.229,94.332
2295,N,False,317.58,321.14,328.1,346.37,355.71
2296,N,False,906.36,881.97,868.75,860.88,856.51
2297,N,False,669.0,680.63,682.24,681.4,677.62
2298,N,False,493.52,501.21,493.22,498.7,510.24
2299,N,False,77.368,76.061,72.086,69.108,68.203
2300,N,False,30.148,27.49,28.453,26.938,24.932
2301,N,False,79.047,70.416,72.997,69.559,68.231
2302,N,False,1150.8,1158.9,1133.2,1160.5,1165.7
2303,N,False,64.082,61.128,62.048,60.615,60.492
2304,N,False,408.37,402.19,385.1,383.22,386.76
2305,N,False,65.709,67.235,66.991,67.821,69.072
2306,N,False,799.93,785.03,770.5,770.19,761.15
2307,N,False,600.0,597.79,597.21,597.16,585.11
2308,N,False,74.087,75.317,76.122,78.166,77.773
2309,N,False,1770.7,1753.7,1738.7,1759.4,1729.2
2310,N,False,60.759,54.178,56.32,53.397,55.108
2311,N,False,874.1,853.34,818.28,787.48,795.69
2312,N,False,174.36,164.79,155.26,152.82,143.89
2313,N,False,45.339,45.811,43.864,43.49,46.337
2314,N,False,215.4,220.65,216.37,207.32,207.27
2315,N,False,86.191,88.956,85.517,78.101,78.146
2316,N,False,159.06,163.84,168.92,162.7,161.21
2317,N,False,126.23,125.63,127.09,127.3,124.71
2318,N,False,41.845,43.793,43.804,48.046,44.101
2319,N,False,45.736,43.733,48.462,46.702,46.003
2320,N,False,12.593,11.057,13.681,12.527,10.481
2321,N,False,127.16,124.61,120.09,114.62,123.74
2322,N,False,218.28,220.61,219.03,222.02,222.22
2323,N,False,45.05,47.886,41.062,42.174,42.783
2324,N,False,1.7318,1.5434,2.8098,1.7867,2.1207
2325,N,False,47.294,48.245,47.951,45.944,42.648
2326,N,False,93.827,93.608,91.286,90.191,92.8
2327,N,False,298.27,290.88,300.48,298.29,316.34
2328,N,False,51.08,48.935,45.648,47.027,43.211
2329,N,False,168.6,175.88,164.36,158.49,153.77
2330,N,False,98.966,108.1,96.054,95.061,95.809
2331,N,False,1392.8,1388.2,1376.4,1366.7,1363.0
2332,N,False,1392.8,1388.2,1376.4,1366.7,1363.0
2333,N,False,1392.8,1388.2,1376.4,1366.7,1363.0
2334,N,False,509.09,494.64,455.47,437.44,420.5
2335,N,False,175.47,177.1,172.13,159.47,161.68
2336,N,False,1414.5,1404.9,1381.3,1376.5,1339.9
2337,N,False,533.96,534.71,516.33,536.03,548.94
2338,N,False,407.63,402.62,404.68,399.64,391.25
2339,N,False,182.19,182.94,179.52,178.04,187.21
2340,N,False,63.98,61.422,59.414,60.204,65.758
2341,N,False,103.24,102.59,111.29,119.85,117.61
2342,N,False,151.69,153.2,154.48,161.68,155.85
2343,N,False,84.808,84.94,90.783,85.116,87.078
2344,N,False,125.68,125.54,129.32,129.36,128.66
2345,N,False,199.56,196.52,202.55,199.38,210.01
2346,N,False,229.26,231.16,243.09,244.01,251.21
2347,N,False,196.67,184.98,187.61,194.52,198.12
2348,N,False,506.25,522.75,495.21,498.64,501.93
2349,N,False,44.126,41.333,39.094,40.821,42.066
2350,N,False,266.62,261.59,266.97,259.55,260.1
2351,N,False,366.24,348.08,341.36,340.63,327.67
2352,N,False,26.359,27.045,32.88,40.357,44.568
2353,N,False,8.6054,9.7701,11.826,13.581,15.002
2354,N,False,311.54,315.2,307.21,296.86,285.07
2355,N,False,2307.0,2346.4,2376.0,2490.0,2588.5
2356,N,False,46.614,52.855,57.054,60.878,58.605
2357,N,False,140.27,139.14,140.44,136.58,145.93
2358,N,False,89.718,88.449,88.843,86.542,84.056
2359,N,False,85.225,80.643,85.974,81.153,76.834
2360,N,False,47.661,47.323,46.274,46.585,47.109
2361,N,False,152.66,152.75,150.73,153.95,155.43
2362,N,False,47.137,47.826,46.681,46.138,53.137
2363,N,False,136.46,137.95,123.55,126.91,129.55
2364,N,False,282.85,279.05,278.51,276.36,280.44
2365,N,False,30.435,36.669,37.38,34.175,32.459
2366,N,False,102.3,97.968,98.411,98.416,101.87
2367,N,False,277.85,279.49,296.59,294.26,293.66
2368,N,False,57.767,64.846,61.319,54.68,59.744
2369,N,False,44.001,38.806,36.316,38.419,40.468
2370,N,False,104.45,114.41,113.31,111.68,117.0
2371,N,False,14.471,13.915,14.243,14.479,13.799
2372,N,False,162.51,166.32,158.42,155.27,156.03
2373,N,False,101.27,100.24,97.899,101.82,95.918
2374,N,False,72.458,73.857,71.182,67.419,64.647
2375,N,False,72.235,79.644,72.696,75.539,78.233
2376,N,False,40.658,41.657,42.218,42.511,41.856
2377,N,False,167.83,167.39,166.55,166.07,164.8
2378,N,False,255.74,254.74,245.32,244.89,252.73
2379,N,False,481.64,479.45,489.6,483.78,484.36
2380,N,False,91.627,92.445,90.138,89.071,91.724
2381,N,False,278.73,285.42,287.93,302.4,301.66
2382,N,False,124.36,106.37,107.29,107.51,110.57
2383,N,False,156.94,154.59,158.55,161.76,158.07
2384,N,False,98.897,101.26,102.97,100.31,97.421
2385,N,False,74.058,70.367,70.697,67.813,62.8
2386,N,False,145.29,146.07,136.91,133.51,127.63
2387,N,False,138.73,137.91,138.97,141.09,139.57
2388,N,False,165.77,172.82,169.77,165.55,171.71
2389,N,False,85.231,85.093,85.776,83.928,80.526
2390,N,False,1.77,28.364,30.91,30.657,45.521
2391,N,False,89.853,86.214,81.107,83.194,82.883
2392,N,False,64.754,64.514,69.339,70.607,73.557
2393,N,False,121.92,122.93,126.92,134.93,129.57
2394,N,False,198.93,198.79,196.87,200.43,203.41
2395,N,False,41.514,42.626,41.763,42.34,47.432
2396,N,False,255.31,261.09,266.4,262.54,257.13
2397,N,False,387.01,380.91,382.59,385.6,384.98
2398,N,False,117.37,127.87,119.66,122.9,118.58
2399,N,False,396.02,401.1,392.87,387.3,391.62
2400,N,False,352.39,349.69,334.21,336.59,306.55
2401,N,False,125.51,123.33,122.33,122.09,122.79
2402,N,False,0.1025,0.44665,0.79707,0.68598,1.6081
2403,N,False,26.302,29.039,29.627,30.449,27.168
2404,N,False,317.88,300.64,302.04,302.45,304.78
2405,N,False,287.35,290.37,294.09,290.03,294.31
2406,N,False,636.29,624.86,632.39,620.33,642.69
2407,N,False,403.82,416.75,411.32,400.32,408.33
2408,N,False,14.767,17.652,17.853,19.511,20.163
2409,N,False,8.7957,8.1315,6.3334,7.0856,5.4416
2410,N,False,148.92,147.46,157.29,147.82,148.83
2411,N,False,2109.9,2138.9,2128.8,2145.5,2233.7
2412,N,False,134.8,129.25,129.53,134.71,133.23
2413,N,False,319.12,320.4,316.48,318.36,313.04
2414,N,False,196.73,191.19,199.14,205.6,205.22
2415,N,False,2762.9,2743.4,2759.7,2758.5,2811.8
2416,N,False,217.11,222.13,229.84,226.41,234.55
2417,N,False,99.263,98.581,102.58,102.38,107.64
2418,N,False,679.72,670.59,641.89,636.52,622.91
2419,N,False,276.19,283.22,289.48,284.86,296.64
2420,N,False,426.67,423.38,423.04,428.42,411.75
2421,N,False,432.76,448.14,451.5,443.94,455.37
2422,N,False,95.503,96.14,98.697,99.237,99.975
2423,N,False,1257.7,1249.4,1253.1,1269.4,1273.8
2424,N,False,89.896,87.97,93.195,96.201,93.804
2425,N,False,187.06,191.09,182.69,188.69,193.6
