,FLARE_TYPE,COINCIDENCE,AREA_ACR_1,AREA_ACR_2,AREA_ACR_3,AREA_ACR_4,AREA_ACR_5
971,B,True,16.67,15.804,16.75,16.714,16.151
972,B,False,1089.8,1083.1,1079.2,1087.3,1082.3
973,B,False,976.42,974.0,968.44,967.11,968.49
974,B,False,429.99,423.17,420.97,429.94,427.37
975,B,True,137.07,134.73,136.32,139.95,140.69
976,B,True,991.94,985.1,990.71,986.18,985.5
977,B,False,300.76,313.52,316.6,325.07,327.95
978,B,False,657.54,642.99,648.14,657.22,661.41
979,B,False,636.5,628.67,626.77,642.76,634.84
980,B,True,176.63,181.12,180.24,181.62,184.22
981,B,False,54.428,53.998,53.297,55.106,54.616
982,B,False,29.344,30.561,30.338,30.551,31.538
983,B,False,58.735,59.594,57.546,57.829,62.977
984,B,True,618.34,613.43,609.65,605.27,603.92
985,B,False,147.62,144.73,145.67,147.65,152.31
986,B,False,436.85,433.12,425.7,423.15,427.23
987,B,True,37.956,38.936,38.503,39.911,40.975
988,B,True,163.12,164.8,165.8,161.05,162.86
989,B,False,348.67,355.77,345.14,345.55,346.24
990,B,False,157.21,156.89,152.94,154.26,155.8
991,B,False,505.46,500.57,506.55,506.0,511.73
992,B,False,61.991,66.005,65.344,63.449,64.861
993,B,False,122.8,119.47,125.83,123.13,117.7
994,B,True,130.96,128.24,126.32,122.99,121.57
995,B,False,462.27,466.57,466.07,464.35,463.46
996,B,True,422.79,421.82,418.51,417.6,415.51
997,B,False,229.0,228.51,233.18,234.6,234.91
998,B,False,103.67,100.88,101.37,99.854,95.054
999,B,True,917.65,919.25,926.75,936.33,950.16
1000,B,True,456.68,453.4,450.83,446.81,448.68
1001,B,True,341.13,342.29,345.88,341.24,339.54
1002,B,False,79.18,76.204,75.977,74.81,77.988
1003,B,False,135.8,135.95,135.19,134.38,134.71
1004,B,False,162.08,162.21,162.28,170.04,169.47
1005,B,True,16.307,17.684,23.956,19.837,18.084
1006,B,True,315.08,314.88,314.12,319.58,328.4
1007,B,False,75.876,74.279,73.399,73.949,75.546
1008,B,True,58.842,60.914,61.459,62.305,63.253
1009,B,False,502.6,503.0,502.59,507.23,500.6
1010,B,True,319.63,320.55,327.37,325.88,325.83
1011,B,False,784.71,782.54,787.72,789.18,788.19
1012,B,False,318.63,320.03,318.51,316.48,312.77
1013,B,False,35.426,35.098,47.552,47.87,55.847
1014,B,False,457.12,457.13,456.86,462.29,466.46
1015,B,True,471.78,470.1,470.77,473.98,475.4
1016,B,True,104.13,103.53,105.5,109.9,112.35
1017,B,False,364.35,360.14,362.9,358.71,358.69
1018,B,False,273.77,274.63,277.06,277.86,277.34
1019,B,True,69.258,68.397,69.084,68.944,69.709
1020,B,False,379.11,378.91,379.18,382.97,379.47
1021,B,True,210.34,214.4,212.72,213.04,219.21
1022,B,True,634.76,633.83,625.92,621.55,623.1
1023,B,True,436.5,438.6,439.72,439.51,439.77
1024,B,True,276.14,274.8,274.55,275.53,273.52
1025,B,False,45.251,44.025,44.422,45.994,44.75
1026,B,False,169.19,169.69,172.72,174.3,178.25
1027,B,True,112.3,109.73,114.11,111.89,100.7
1028,B,False,112.35,115.13,115.74,115.21,121.31
1029,B,False,129.63,127.28,125.27,127.82,125.73
1030,B,False,285.43,286.59,284.05,282.33,282.05
1031,B,False,112.53,116.45,96.8,94.431,102.9
1032,B,True,387.64,386.29,383.26,387.19,386.48
1033,B,True,233.23,234.48,233.41,227.93,227.3
1034,B,True,298.07,304.71,311.56,300.41,302.12
1035,B,True,597.72,601.68,602.92,607.79,605.57
1036,B,False,62.783,62.977,61.871,61.286,63.984
1037,B,False,230.65,229.37,229.57,235.6,234.25
1038,B,False,385.36,388.06,395.51,396.21,395.43
1039,B,True,269.24,270.86,268.43,269.58,269.82
1040,B,True,137.15,136.87,139.21,141.67,142.37
1041,B,False,1203.3,1194.9,1193.4,1194.6,1186.9
1042,B,False,577.99,581.79,577.35,576.07,575.3
1043,B,False,413.43,409.03,410.06,406.79,407.48
1044,B,True,305.78,305.79,299.04,302.43,301.14
1045,B,False,295.75,291.64,293.79,294.47,295.64
1046,B,False,432.07,447.9,427.42,412.07,412.35
1047,B,False,351.04,351.86,357.88,356.14,358.4
1048,B,False,237.38,241.99,240.54,239.23,242.48
1049,B,False,157.79,159.27,159.41,160.16,160.11
1050,B,False,1022.4,1026.0,1022.7,1016.8,1016.5
1051,B,False,26.823,26.924,26.565,26.732,25.899
1052,B,False,1152.5,1148.1,1150.0,1150.1,1147.0
1053,B,False,218.1,221.6,221.33,229.47,227.63
1054,B,True,212.08,216.28,215.3,217.49,224.59
1055,B,True,171.6,174.18,172.35,174.51,174.79
1056,B,False,184.73,182.09,181.43,180.9,183.04
1057,B,False,341.72,337.77,331.13,333.81,330.86
1058,B,False,185.49,186.02,185.31,189.07,190.73
1059,B,False,335.57,338.02,336.89,337.09,340.45
1060,B,True,367.96,369.22,372.33,366.47,364.77
1061,B,False,49.097,48.492,47.087,47.53,48.96
1062,B,False,440.88,437.35,439.81,443.24,445.14
1063,B,False,548.97,545.62,546.82,548.65,542.52
1064,B,False,507.33,512.67,506.47,506.56,504.72
1065,B,False,99.85,99.541,100.24,99.83,98.41
1066,B,False,503.2,502.33,505.05,510.0,501.11
1067,B,False,138.97,139.16,146.51,146.85,146.19
1068,B,False,238.83,237.94,239.4,236.43,232.7
1069,B,False,166.03,165.97,162.67,167.8,166.92
1070,B,False,513.36,518.54,532.72,524.4,520.01
1071,B,False,316.38,318.54,318.92,319.64,318.81
1072,B,False,206.84,208.48,207.6,214.23,214.39
1073,B,False,178.2,177.35,176.45,172.16,171.26
1074,B,False,130.9,129.26,133.05,129.98,132.47
1075,B,True,341.85,349.69,354.63,356.89,357.6
1076,B,False,293.47,295.15,293.27,294.14,293.09
1077,B,True,186.53,179.17,182.63,180.85,189.47
1078,B,True,389.7,394.87,390.44,386.61,384.73
1079,B,False,362.63,362.52,362.83,359.89,360.78
1080,B,False,604.4,605.74,610.73,609.94,604.48
1081,B,False,394.37,392.39,390.24,394.84,396.37
1082,B,False,416.34,416.24,409.73,411.43,415.2
1083,B,True,356.57,356.29,352.06,359.07,361.86
1084,B,True,128.34,127.21,125.28,124.69,125.87
1085,B,False,706.04,702.32,694.97,692.22,693.7
1086,B,True,401.09,402.32,409.19,409.97,410.28
1087,B,True,417.9,418.59,419.37,418.07,418.58
1088,B,True,312.31,311.54,314.36,304.27,306.0
1089,B,False,464.35,468.39,466.47,466.49,468.59
1090,B,False,1295.7,1292.2,1293.7,1295.5,1302.0
1091,B,True,181.12,184.24,187.27,197.21,202.74
1092,B,False,195.92,196.13,192.52,192.21,192.05
1093,B,False,210.62,210.88,221.25,222.65,223.7
1094,B,False,162.39,161.01,159.1,160.13,156.84
1095,B,False,88.593,86.468,84.75,84.649,82.915
1096,B,False,285.77,287.77,291.07,287.76,285.05
1097,B,True,697.95,699.06,698.99,702.65,703.03
1098,B,False,399.46,399.89,397.82,392.71,395.58
1099,B,False,103.39,106.6,106.16,108.37,109.02
1100,B,False,16.884,16.599,16.642,15.47,15.756
1101,B,False,220.29,218.27,223.36,221.17,223.26
1102,B,True,247.87,246.72,252.29,254.24,246.84
1103,B,False,70.812,73.634,70.7,72.571,71.737
1104,B,False,237.96,237.82,236.69,236.12,236.61
1105,B,True,43.054,44.199,38.341,38.574,49.651
1106,B,False,128.66,125.01,127.19,131.56,142.61
1107,B,False,288.54,288.49,291.75,296.1,295.8
1108,B,False,109.89,107.79,106.77,105.83,101.11
1109,B,False,564.69,567.11,565.26,563.86,563.92
1110,B,True,500.03,495.98,493.77,492.28,491.51
1111,B,True,205.81,212.0,208.47,216.65,220.58
1112,B,False,301.31,300.14,304.79,305.79,304.24
1113,B,False,180.96,177.5,178.29,179.79,182.5
1114,B,False,81.751,85.526,87.92,90.41,93.225
1115,B,False,8.7143,10.137,11.604,12.194,13.223
1116,B,True,487.03,487.66,492.54,491.8,482.83
1117,B,False,153.96,154.55,154.36,155.4,156.31
1118,B,False,183.68,183.45,184.47,187.48,189.86
1119,B,False,331.22,331.58,325.61,328.74,325.39
1120,B,False,477.09,484.03,484.9,482.6,480.12
1121,B,False,671.35,671.05,669.36,663.93,661.57
1122,B,False,22.27,19.547,25.201,23.88,23.719
1123,B,True,247.84,250.11,251.17,254.47,249.05
1124,B,True,327.25,326.58,321.39,318.06,316.03
1125,B,False,334.64,330.82,335.16,328.23,335.15
1126,B,True,81.23,80.778,80.947,80.882,79.994
1127,B,True,203.57,201.81,201.86,198.49,204.23
1128,B,False,355.23,348.18,346.57,344.73,347.47
1129,B,True,255.93,253.59,257.58,260.69,267.88
1130,B,False,322.26,320.5,319.46,319.25,320.39
1131,B,False,125.33,128.6,131.43,129.82,131.05
1132,B,False,209.32,211.0,212.82,214.61,214.83
1133,B,True,82.876,81.82,83.475,84.937,88.517
1134,B,False,66.159,62.945,62.658,62.892,60.38
1135,B,False,310.92,308.5,312.61,314.26,310.65
1136,B,False,55.953,58.078,70.13,85.857,88.94
1137,B,False,390.83,392.13,389.27,393.76,391.74
1138,B,False,76.486,75.377,74.369,74.514,73.318
1139,B,False,380.31,377.23,376.05,378.57,375.56
1140,B,True,459.52,461.08,461.55,459.63,454.89
1141,B,False,311.55,311.43,308.77,307.23,303.62
1142,B,False,291.56,293.35,295.08,295.4,300.22
1143,B,False,325.88,325.83,326.78,323.73,323.34
1144,B,False,823.19,824.39,827.49,828.74,831.26
1145,B,True,465.95,469.96,472.2,471.67,470.06
1146,B,True,253.41,258.88,253.15,244.61,244.06
1147,B,False,218.45,216.04,222.73,223.15,223.06
1148,B,False,374.99,371.58,370.53,371.86,373.92
1149,B,False,204.23,205.47,206.55,208.15,207.8
1150,B,False,465.61,463.73,463.22,464.1,465.04
1151,B,False,207.15,208.14,208.09,205.92,207.0
1152,B,True,808.97,813.94,810.3,816.68,817.96
1153,B,True,36.591,37.101,37.496,36.155,33.325
1154,B,True,6.831,7.2787,14.526,13.825,14.887
1155,B,True,222.37,220.48,219.51,226.23,225.69
1156,B,True,15.037,16.031,19.201,20.136,21.779
1157,B,False,1714.8,1719.7,1711.1,1712.8,1709.7
1158,B,False,85.034,86.684,88.244,86.265,85.19
1159,B,False,482.84,480.17,479.03,483.01,478.2
1160,B,False,448.87,450.71,448.03,451.43,455.86
1161,B,False,53.822,45.356,55.327,44.578,39.04
1162,B,True,137.85,138.2,143.7,145.18,144.23
1163,B,False,497.97,504.4,504.06,496.03,495.08
1164,B,True,74.553,75.983,81.059,80.697,84.093
1165,B,False,493.89,496.48,498.11,498.97,493.48
1166,B,False,824.12,830.45,826.12,826.61,828.26
1167,B,False,386.54,383.82,382.27,384.09,389.73
1168,B,False,111.65,112.04,109.13,105.29,104.98
1169,B,True,1101.5,1100.7,1097.9,1095.0,1096.4
1170,B,False,88.211,86.843,88.238,92.86,93.996
1171,B,False,263.85,267.24,261.88,263.57,264.96
1172,B,False,11.623,12.092,23.077,17.266,31.657
1173,B,False,166.21,167.59,166.36,167.82,170.46
1174,B,False,194.07,191.53,196.93,198.06,196.75
1175,B,True,91.159,91.6,92.002,88.562,87.29
1176,B,False,21.346,20.356,20.965,21.768,21.858
1177,B,False,372.59,370.72,369.33,370.13,365.88
1178,B,False,198.1,189.76,188.38,182.89,177.91
1179,B,False,22.929,25.277,25.938,25.371,25.047
1180,B,False,227.06,220.55,229.56,220.25,231.76
1181,B,False,252.63,250.85,252.02,251.54,249.5
1182,B,False,326.41,324.6,322.75,325.33,326.53
1183,B,True,156.14,156.32,156.78,155.61,157.3
1184,B,False,1002.3,995.64,994.57,995.56,998.75
1185,B,False,329.14,339.82,340.21,330.47,327.3
1186,B,False,603.21,612.95,627.67,636.5,628.67
1187,B,False,390.64,386.02,384.93,379.42,390.08
1188,B,False,216.08,214.93,215.61,217.39,215.23
1189,B,True,295.46,293.32,292.79,291.87,292.49
1190,B,False,93.509,95.916,97.525,96.965,93.753
1191,B,False,212.3,209.72,210.84,213.31,213.71
1192,B,False,867.37,863.88,858.44,857.8,847.55
1193,B,False,154.77,151.6,149.82,159.77,157.6
1194,B,False,113.57,112.11,111.34,112.31,116.46
1195,B,False,193.48,191.69,189.24,189.25,194.46
1196,B,False,358.63,360.79,368.77,371.57,372.21
1197,B,True,425.15,422.4,420.61,423.09,425.37
1198,B,False,357.08,353.67,354.98,366.61,367.99
1199,B,False,77.301,77.342,79.788,78.271,79.055
1200,B,False,644.0,633.57,626.88,627.78,626.33
1201,B,True,203.77,203.35,196.63,194.99,194.44
1202,B,False,117.97,118.96,122.4,125.94,123.12
1203,B,False,291.56,292.86,293.25,295.14,299.11
1204,B,True,611.54,619.93,620.21,617.92,614.61
1205,B,False,277.06,276.91,276.2,277.13,274.26
1206,B,False,127.49,128.15,125.33,130.9,129.26
1207,B,False,51.524,53.517,52.727,53.254,54.268
1208,B,False,494.75,496.64,496.08,487.6,491.38
1209,B,False,82.681,92.983,84.149,89.728,81.854
1210,B,False,445.68,445.13,443.44,447.79,442.19
1211,B,True,366.89,376.48,363.51,362.39,362.56
1212,B,True,47.921,46.282,47.509,47.934,45.807
1213,B,True,385.1,388.6,390.85,391.1,393.67
1214,B,False,399.98,400.96,401.85,399.28,398.14
1215,B,False,282.23,279.91,280.04,281.64,284.48
1216,B,False,413.42,416.64,419.8,419.85,417.85
1217,B,False,412.14,409.58,411.2,409.95,407.82
1218,B,False,80.525,80.855,83.518,84.282,80.322
1219,B,False,312.08,310.29,309.92,305.98,309.93
1220,B,False,58.097,57.874,58.978,59.176,58.319
1221,B,False,93.27,101.83,104.4,105.67,108.77
1222,B,False,269.32,267.12,265.71,268.12,265.11
1223,B,True,465.51,463.66,464.05,463.99,461.4
1224,B,True,463.37,465.24,464.3,459.14,460.4
1225,B,True,47.303,47.643,47.233,49.055,48.312
1226,B,False,44.386,45.768,44.157,42.696,42.646
1227,B,False,107.21,110.45,111.29,115.6,118.08
1228,B,False,271.39,273.74,274.4,273.86,276.71
1229,B,False,171.99,171.21,171.77,172.85,174.73
1230,B,False,266.57,264.3,271.58,266.5,275.96
1231,B,False,483.02,484.07,482.56,484.27,488.14
1232,B,False,1480.2,1493.0,1490.8,1485.3,1488.1
1233,B,False,276.28,278.48,277.43,275.86,278.95
1234,B,False,314.67,315.08,314.26,313.14,306.96
1235,B,False,83.405,81.983,79.449,83.046,82.379
1236,B,True,96.863,94.148,93.577,95.089,95.347
1237,B,False,431.94,428.37,429.47,430.9,418.97
1238,B,True,466.22,465.56,463.6,461.79,466.63
1239,B,True,259.5,256.18,258.54,257.2,256.67
1240,B,False,154.32,156.61,158.44,156.08,156.14
1241,B,False,58.068,57.999,55.4,56.282,56.413
1242,B,True,415.37,413.76,416.82,418.34,420.55
1243,B,False,460.13,457.12,457.13,456.86,462.29
1244,B,False,130.09,126.3,123.49,122.69,122.8
1245,B,False,588.53,590.98,589.36,598.03,595.29
1246,B,False,32.253,31.694,32.787,32.244,30.523
1247,B,False,872.41,862.84,860.53,855.13,855.48
1248,B,False,198.06,196.75,197.11,203.32,205.24
1249,B,False,610.82,606.17,603.75,603.33,606.06
1250,B,True,606.85,608.99,607.49,605.21,599.38
1251,B,False,297.4,295.07,293.78,295.85,296.0
1252,B,True,291.07,294.91,268.83,257.84,263.5
1253,B,False,150.65,149.2,151.38,150.57,149.69
1254,B,True,151.44,148.01,138.69,137.41,141.52
1255,B,False,353.74,360.79,361.16,361.65,359.0
1256,B,False,344.77,346.08,343.51,345.97,351.7
1257,B,False,154.46,153.22,146.37,149.37,148.81
1258,B,False,317.66,316.24,312.48,309.12,314.85
1259,B,True,276.58,276.92,276.66,278.58,281.66
1260,B,False,132.78,132.94,131.75,133.51,134.55
1261,B,False,623.44,618.6,619.78,616.3,617.68
1262,B,False,120.56,119.43,118.68,117.37,117.31
1263,B,False,485.31,481.16,481.9,484.88,486.21
1264,B,False,23.325,23.009,23.739,23.734,24.019
1265,B,False,76.671,76.41,78.136,79.667,81.391
1266,B,True,160.81,162.01,165.17,169.37,170.87
1267,B,False,75.749,75.775,76.288,77.122,79.41
1268,B,False,33.796,33.15,33.266,36.34,37.648
1269,B,False,435.71,432.72,429.17,421.3,416.4
1270,B,False,87.103,88.498,90.213,91.155,89.052
1271,B,False,207.79,210.73,213.56,213.39,209.92
1272,B,False,115.52,116.71,117.21,119.65,117.94
1273,B,False,179.46,180.79,184.74,186.27,187.64
1274,B,False,167.18,166.27,172.66,175.36,168.26
1275,B,False,49.502,48.298,48.028,47.81,47.893
1276,B,False,138.47,141.96,141.48,140.18,136.85
1277,B,True,209.72,204.99,206.82,203.15,201.06
1278,B,True,506.73,502.01,504.46,509.0,514.1
1279,B,False,62.897,62.407,62.368,61.721,58.957
1280,B,False,736.92,735.62,733.06,735.13,731.98
1281,B,False,33.443,32.887,33.001,34.309,33.858
1282,B,False,250.31,245.47,248.1,245.13,244.96
1283,B,False,702.65,703.03,708.9,714.41,721.85
1284,B,False,53.285,55.021,54.643,56.558,55.43
1285,B,False,83.336,85.259,87.295,87.353,87.956
1286,B,False,72.617,72.036,70.762,70.804,68.702
1287,B,True,74.249,74.469,77.893,77.493,78.346
1288,B,False,269.09,281.25,270.41,265.48,260.18
1289,B,False,608.57,612.78,604.4,605.74,610.73
1290,B,False,179.19,177.03,176.81,176.9,174.65
1291,B,True,88.73,88.604,86.965,82.763,84.933
1292,B,False,291.96,291.91,288.61,290.88,292.28
1293,B,False,305.64,306.91,307.27,312.84,307.42
1294,B,False,68.814,67.211,67.443,67.563,69.637
1295,B,False,381.25,385.98,381.3,383.89,385.4
1296,B,False,68.397,69.084,68.944,69.709,66.607
1297,B,True,621.29,621.47,620.82,622.85,621.0
1298,B,False,69.74,69.18,70.838,72.636,74.001
1299,B,False,352.21,354.81,353.7,351.39,352.24
1300,B,False,376.64,376.04,373.94,376.17,379.44
1301,B,False,658.67,655.69,659.46,663.94,661.63
1302,B,False,115.59,113.8,116.27,114.7,114.42
1303,B,True,76.549,78.615,76.117,79.711,74.772
1304,B,False,288.43,287.09,282.81,286.33,284.06
1305,B,False,206.21,203.3,205.32,205.58,205.35
1306,B,False,311.78,313.27,309.93,313.19,310.71
1307,B,False,80.778,80.947,80.882,79.994,79.608
1308,B,False,174.56,172.06,168.88,167.62,171.28
1309,B,True,201.92,203.56,203.99,206.67,210.36
1310,B,False,282.33,282.05,283.55,279.39,281.1
1311,B,False,411.99,413.01,411.64,416.09,414.51
1312,B,False,541.11,544.11,551.99,537.4,536.66
1313,B,False,42.142,44.077,42.341,36.877,43.629
1314,B,False,202.84,206.32,205.77,211.3,212.71
1315,B,False,384.94,396.21,397.13,394.14,391.77
1316,B,True,788.11,787.21,788.37,785.6,787.42
1317,B,False,90.467,90.44,93.972,93.168,91.112
1318,B,False,196.69,197.79,199.37,200.25,199.95
1319,B,False,35.46,35.129,36.455,36.053,36.086
1320,B,False,53.894,53.686,54.664,56.608,57.338
1321,B,False,115.42,114.6,115.63,117.72,117.77
1322,B,False,465.35,467.0,466.06,467.25,467.31
1323,B,False,78.346,78.902,82.007,79.807,80.665
1324,B,False,410.5,410.15,406.14,407.58,406.71
1325,B,False,113.84,110.07,108.47,107.46,109.08
1326,B,False,70.276,71.86,72.211,71.044,71.697
1327,B,False,101.78,106.34,104.82,106.46,112.27
1328,B,False,432.6,430.77,426.59,427.49,429.41
1329,B,False,216.05,213.81,213.56,218.28,214.83
1330,B,False,31.479,32.386,31.914,34.307,37.525
1331,B,False,345.67,348.72,348.28,346.82,348.11
1332,B,False,375.93,377.52,376.37,381.85,383.79
1333,B,False,218.82,220.05,217.46,214.56,216.69
1334,B,False,220.51,220.6,219.88,221.5,223.04
1335,B,False,25.693,24.742,24.596,22.911,22.609
1336,B,True,611.44,613.14,611.39,611.27,614.07
1337,B,True,96.311,95.446,93.592,93.715,95.266
1338,B,True,5.3503,6.123,5.4416,6.6804,7.4305
1339,B,False,340.93,343.68,347.19,347.88,351.76
1340,B,False,393.31,390.72,395.09,404.08,398.86
1341,B,False,251.97,248.78,255.57,254.15,255.18
1342,B,False,796.33,788.11,787.21,788.37,785.6
1343,B,False,129.6,131.46,132.56,135.21,136.01
1344,B,True,353.42,365.83,374.35,370.75,372.59
1345,B,False,80.125,78.385,80.148,82.381,81.455
1346,B,False,224.43,217.54,220.75,214.88,214.24
1347,B,False,144.73,145.67,147.65,152.31,154.63
1348,B,False,1133.8,1145.0,1146.6,1149.2,1146.2
1349,B,False,90.785,89.257,90.581,91.252,89.446
1350,B,False,83.333,85.107,85.56,86.546,87.103
1351,B,False,429.75,424.44,427.64,434.16,435.16
1352,B,False,193.42,197.36,197.58,198.74,196.32
1353,B,False,356.29,352.06,359.07,361.86,363.68
1354,B,False,492.1,487.36,483.08,481.43,482.44
1355,B,False,185.53,187.9,191.63,192.37,195.61
1356,B,False,425.47,422.92,428.72,423.93,424.92
1357,B,False,38.292,37.572,39.06,36.088,37.207
1358,B,False,58.476,61.758,63.833,62.234,70.306
1359,B,False,268.92,265.34,267.35,267.16,262.47
1360,B,False,308.93,305.96,306.69,307.15,302.58
1361,B,False,211.62,203.13,205.0,201.7,198.78
1362,B,False,144.38,142.19,141.65,140.41,142.14
1363,B,False,487.45,490.6,488.02,484.5,485.48
1364,B,False,36.199,38.562,36.588,36.752,38.915
1365,B,True,158.91,163.29,153.4,156.63,163.03
1366,B,False,107.34,105.51,100.36,102.03,101.7
1367,B,False,158.24,161.71,165.63,159.92,163.05
1368,B,True,196.65,198.26,204.43,204.91,196.26
1369,B,False,46.629,47.054,45.083,41.271,42.247
1370,B,False,18.115,19.954,20.671,22.167,17.508
1371,B,False,246.31,250.76,245.56,242.75,246.24
1372,B,False,385.81,388.68,382.41,383.2,388.47
1373,B,False,117.82,108.1,98.13,90.273,89.513
1374,B,True,280.07,283.6,288.71,289.02,291.05
1375,B,False,272.85,268.29,265.71,266.86,265.36
1376,B,False,127.96,123.96,126.21,124.67,123.68
1377,B,False,404.4,409.27,400.46,392.74,387.27
1378,B,True,41.257,40.681,40.198,40.316,39.55
1379,B,True,47.006,49.554,52.109,54.947,60.804
1380,B,False,35.628,36.835,36.991,38.303,38.872
1381,B,False,286.46,294.63,294.65,292.91,294.34
1382,B,False,338.14,331.09,333.33,332.57,331.03
1383,B,True,95.996,96.867,96.047,97.148,97.612
1384,B,False,372.26,384.56,375.66,377.72,385.47
1385,B,False,436.68,433.67,432.25,431.7,432.78
1386,B,False,330.81,327.99,326.93,328.83,328.11
1387,B,False,41.273,44.236,44.284,46.448,48.045
1388,B,True,263.25,267.68,264.67,267.66,271.09
1389,B,True,26.36,30.022,32.609,25.222,24.635
1390,B,True,56.251,57.678,50.889,50.414,53.762
1391,B,True,901.48,897.02,902.68,901.49,899.32
1392,B,False,141.7,140.73,137.02,135.71,135.17
1393,B,False,82.184,88.344,89.432,89.577,89.247
1394,B,False,131.67,135.16,143.53,147.44,145.2
1395,B,False,424.39,427.2,429.4,442.56,450.78
1396,B,True,546.26,539.0,525.92,526.89,534.51
1397,B,False,189.87,189.48,191.34,192.06,194.11
1398,B,False,516.48,512.84,514.21,515.13,515.64
1399,B,False,126.35,126.3,129.6,129.12,127.91
1400,B,False,25.671,25.45,27.485,23.769,26.033
1401,B,True,122.62,121.82,120.21,125.3,128.88
1402,B,False,400.76,402.27,404.28,405.3,409.7
1403,B,False,12.938,20.365,20.969,26.803,30.516
1404,B,False,384.24,388.22,390.69,392.17,390.13
1405,B,False,126.59,126.62,129.37,127.88,125.84
1406,B,False,178.99,179.68,182.85,182.2,178.3
1407,B,False,662.27,666.63,660.08,656.5,656.4
1408,B,True,191.13,190.82,189.22,191.87,190.28
1409,B,False,550.04,550.56,556.77,559.89,556.12
1410,B,True,104.88,102.38,102.87,105.48,105.1
1411,B,False,144.31,137.8,144.05,149.64,148.52
1412,B,False,67.715,67.566,66.824,66.829,66.412
1413,B,False,289.09,290.42,288.88,290.3,288.87
1414,B,False,52.166,53.206,51.864,52.07,52.488
1415,B,False,151.87,153.92,153.78,151.16,155.55
1416,B,False,259.5,256.18,258.54,257.2,256.67
1417,B,False,207.19,206.39,213.64,218.17,220.52
1418,B,False,59.606,59.506,59.149,60.037,61.397
1419,B,False,222.67,223.4,223.21,226.33,222.97
1420,B,False,118.65,121.01,120.7,121.0,120.32
1421,B,False,429.26,428.55,429.37,426.16,422.65
1422,B,False,35.141,36.164,34.467,35.053,35.205
1423,B,False,71.021,70.358,71.235,71.805,69.967
1424,B,False,528.17,522.55,524.69,522.3,522.12
1425,B,False,227.34,229.82,232.9,228.81,226.23
1426,B,False,225.15,226.09,228.02,219.29,219.6
1427,B,False,486.18,481.07,481.83,479.43,480.98
1428,B,True,56.844,56.893,57.746,61.709,65.102
1429,B,False,371.09,370.75,362.29,359.66,366.39
1430,B,True,92.942,95.548,95.715,98.432,99.964
1431,B,True,264.87,262.75,266.89,262.41,259.5
1432,B,True,227.48,228.01,228.32,222.75,221.12
1433,B,False,13.26,12.568,12.343,12.852,13.725
1434,B,False,317.26,314.58,317.66,316.24,312.48
1435,B,False,108.07,111.33,108.27,105.12,108.55
1436,B,False,405.49,398.05,402.8,396.67,411.25
1437,B,False,37.89,38.742,42.691,48.507,46.841
1438,B,False,516.26,518.44,519.49,530.72,518.33
1439,B,False,154.06,154.88,154.94,154.8,151.58
1440,B,False,1554.1,1545.5,1551.8,1548.3,1554.2
1441,B,False,10.137,11.604,12.194,13.223,15.284
1442,B,False,655.47,645.41,644.73,642.78,646.48
1443,B,False,620.21,617.92,614.61,608.28,601.4
1444,B,False,294.27,292.83,293.64,292.14,295.24
1445,B,False,199.98,195.08,193.47,188.98,194.0
1446,B,False,235.11,237.47,240.06,240.1,244.41
1447,B,False,635.56,636.33,629.42,620.68,622.22
1448,B,False,656.28,656.23,659.65,656.19,653.97
1449,B,False,54.791,54.98,56.341,56.893,57.311
1450,B,False,366.53,372.07,371.94,370.93,366.16
1451,B,False,268.63,270.08,271.02,267.82,266.78
1452,B,False,203.26,205.59,203.58,204.84,207.24
1453,B,False,61.087,56.819,51.636,53.347,47.477
1454,B,False,104.21,103.7,98.858,98.575,96.982
1455,B,False,931.68,936.93,937.03,930.06,939.12
1456,B,False,436.01,433.43,432.27,434.12,438.65
1457,B,False,1138.2,1136.6,1135.2,1133.5,1132.3
1458,B,False,399.35,404.74,406.84,406.5,404.58
1459,B,False,89.062,93.775,98.341,96.906,99.769
1460,B,False,71.235,71.805,69.967,69.794,72.479
1461,B,False,203.15,204.8,204.19,207.99,206.92
1462,B,False,69.794,72.479,74.91,73.062,71.756
1463,B,False,82.143,81.763,80.308,79.008,79.082
1464,B,False,194.78,199.05,202.54,205.24,206.44
1465,B,False,215.79,212.78,213.1,213.39,212.6
1466,B,False,165.8,161.05,162.86,164.09,167.24
1467,B,False,77.802,79.501,80.488,81.773,84.933
1468,B,False,541.68,542.72,536.88,547.6,545.53
1469,B,False,34.014,34.228,39.994,40.521,44.828
1470,B,False,52.777,52.029,54.007,53.694,54.062
1471,B,False,6.3962,10.467,14.612,23.22,22.886
1472,B,False,121.31,126.6,125.96,125.54,128.36
1473,B,False,963.91,968.29,967.05,969.85,971.39
1474,B,False,439.86,431.65,440.69,441.52,431.89
1475,B,False,268.22,271.0,270.36,273.28,272.16
1476,B,False,235.01,239.81,237.05,237.91,243.45
1477,B,True,493.49,492.99,490.98,488.96,486.46
1478,B,False,206.32,207.53,206.51,205.38,201.36
1479,B,False,15.414,16.058,19.869,38.83,44.558
1480,B,True,43.887,43.72,43.885,44.127,46.611
1481,B,False,391.41,386.37,386.34,384.35,387.53
1482,B,False,463.6,461.79,466.63,465.7,466.73
1483,B,False,39.209,39.024,39.429,36.303,34.285
1484,B,True,509.81,504.22,500.13,503.3,499.19
