,FLARE_TYPE,COINCIDENCE,MEANJZH_1,MEANJZH_2,MEANJZH_3,MEANJZH_4,MEANJZH_5
0,X,False,0.022205,0.021724,0.022539,0.023239,0.024222
1,X,False,-0.0036212,-0.0037767,-0.0037094,-0.0030731,-0.0026788
2,X,False,0.014918,0.014699,0.014306,0.014452,0.014625
3,X,False,0.006875,0.006112,0.0059356,0.0061404,0.0065258
4,X,True,0.014583,0.016122,0.016697,0.01694,0.017502
5,X,True,-0.0077183,-0.0011734,-0.0055637,-0.003618,-0.0046061
6,X,False,0.0011629,0.0021336,-0.00037754,0.0011515,0.0011015
7,X,False,-0.0087541,-0.0083465,-0.008585,-0.0086268,-0.0086694
8,X,True,-0.020673,-0.019924,-0.020424,-0.020339,-0.021371
9,X,False,-0.033816,-0.03346,-0.032106,-0.032672,-0.032561
10,X,False,-0.031694,-0.033009,-0.032496,-0.031975,-0.032008
11,X,False,-0.020058,-0.019596,-0.018669,-0.017574,-0.017927
12,X,False,0.0095649,0.0095283,0.0095258,0.0098069,0.0095646
13,X,False,-0.004922,-0.0095317,-0.008448,-0.007431,-0.0095639
14,X,True,0.00066591,0.0018514,0.0026573,0.0010243,0.0016997
15,X,True,-0.010708,-0.010774,-0.011211,-0.011213,-0.011614
16,X,False,-0.0044399,-0.00407,-0.0020353,-0.0027942,-0.0017931
17,X,False,0.010704,0.010827,0.010799,0.010854,0.011938
18,X,False,0.0084404,0.0081428,0.0078152,0.0091983,0.0083803
19,X,False,0.0097552,0.011344,0.011755,0.011532,0.012172
20,X,False,0.0087187,0.0089337,0.0092435,0.0087867,0.0088053
21,X,False,0.013756,0.013999,0.014159,0.014613,0.014998
22,X,False,0.00024922,-2.4541e-05,3.1736e-05,0.0004371,0.00024753
23,X,False,0.0038556,0.0031738,0.0043151,0.0041996,0.0045109
24,X,False,0.018434,0.019108,0.02214,0.019958,0.019073
25,X,False,-0.0062506,0.00014976,-0.0058481,0.0007632,-0.0056829
26,X,True,-0.0059824,-0.0057342,-0.0061871,-0.0063538,-0.0061374
27,X,True,-0.0023621,-0.0028133,-0.0028749,-0.0030081,-0.002882
28,X,True,-0.003421,-0.0034805,-0.0034982,-0.0032577,-0.0031826
29,X,True,-0.0020418,-0.0020319,-0.0018199,-0.0020982,-0.0020946
30,X,True,-0.00025176,-8.36e-05,-0.00030012,-0.00021518,-0.00023822
31,X,False,0.021382,0.021503,0.020623,0.020972,0.021413
32,X,False,0.0076518,0.0077101,0.0075538,0.0075152,0.0073377
33,X,True,0.039084,0.038283,0.038009,0.037844,0.038609
34,X,False,0.0010429,-0.0057684,-0.0020477,-0.0032164,-0.01619
35,X,True,-0.049463,-0.052103,-0.050887,-0.051803,-0.051872
36,X,True,-0.052287,-0.053185,-0.052893,-0.053353,-0.054114
37,X,False,-0.060344,-0.058802,-0.057984,-0.057236,-0.058917
38,X,False,-0.0063132,-0.0099084,-0.0096551,-0.0078208,-0.0081492
39,M,False,-0.026659,-0.024196,-0.026369,-0.026217,-0.026725
40,M,False,-0.0064976,-0.0057177,-0.0065572,-0.010217,-0.0056703
41,M,False,-0.0049118,-0.0053353,-0.0053082,-0.0054182,-0.0057139
42,M,False,0.00053409,0.00065565,-0.00060376,-0.00064158,-0.00065432
43,M,True,0.016684,0.010916,0.0013572,0.010165,0.010823
44,M,False,0.0071234,0.0086738,0.0076346,0.0087263,0.0064883
45,M,False,-0.0037179,-0.0034453,-0.0030137,-0.003199,-0.0030677
46,M,False,0.0018861,0.0055616,0.0053871,0.0059129,0.0052655
47,M,False,-0.0037638,-0.002347,-0.0031427,-0.0032725,-0.0022553
48,M,True,-0.00030998,-0.0015713,-0.0012342,1.3662e-05,0.0002971
49,M,True,0.023756,0.023815,0.027231,0.027663,0.027466
50,M,False,-0.0076828,-0.008361,-0.0078693,-0.0087395,-0.008233
51,M,False,0.024031,0.02442,0.024724,0.024394,0.025005
52,M,True,0.018995,0.019456,0.019125,0.018527,0.018641
53,M,True,-0.0067793,-0.0072091,-0.0071953,-0.0070432,-0.0071065
54,M,False,0.015445,0.016053,0.0163,0.016241,0.016423
55,M,False,-0.0091515,-0.0086477,-0.0086764,-0.0087024,-0.008379
56,M,False,-0.0051232,-0.006,-0.0061297,-0.0056425,-0.0050636
57,M,False,0.015326,0.013093,0.015037,0.015426,0.015841
58,M,True,0.010289,0.0099012,0.010256,0.0099906,0.0099658
59,M,True,-0.0079595,-0.0073091,-0.0064708,-0.0064154,-0.0065838
60,M,False,0.0080919,0.0077534,0.0077601,0.0082142,0.0081132
61,M,False,0.0080389,0.0079266,0.0077434,0.0076605,0.0077702
62,M,False,-0.0018904,-0.0019252,-0.0015698,-0.0023438,-0.0019426
63,M,False,0.0074564,0.0074939,0.0075353,0.0076127,0.0074771
64,M,True,0.0012645,0.00055802,-0.00066535,4.3361e-05,-9.6714e-05
65,M,False,0.0083845,0.0087,0.0070107,0.009097,0.0097131
66,M,False,0.0060898,0.0061372,0.0076923,0.007863,0.0077464
67,M,False,0.010013,0.0097739,0.011471,0.0128,0.012999
68,M,False,0.014797,0.015928,0.015097,0.015101,0.016578
69,M,True,0.0019606,0.0014404,0.0021085,0.0021657,0.0019485
70,M,False,0.00081342,0.0009928,0.00078659,0.00095325,0.0011605
71,M,False,0.0016486,0.0015492,0.0011434,0.00076123,0.0011928
72,M,True,-0.020425,-0.020957,-0.020797,-0.021647,-0.022704
73,M,False,-0.013272,-0.020443,-0.020445,-0.020228,-0.015653
74,M,False,-8.7899e-05,-0.0010391,-0.0023525,0.0066103,-0.00081472
75,M,False,0.00589,0.0059243,0.0057016,0.005942,0.005999
76,M,False,0.0043208,0.0043001,0.0043374,0.0044034,0.0052077
77,M,False,-0.01051,-0.0095444,-0.00926,-0.0091223,-0.0082481
78,M,True,0.0050027,0.0052284,0.005319,0.0053401,0.0059279
79,M,False,0.0048481,0.004931,0.0052625,0.005452,0.0051662
80,M,True,0.0074503,0.029232,0.0059643,0.0015544,0.0024171
81,M,False,0.018528,0.017641,0.017115,0.018319,0.018399
82,M,False,0.0097703,0.0089129,0.0096197,0.0094931,0.0097488
83,M,False,0.00032333,-0.0016494,-0.00025506,-0.00056654,-0.0014339
84,M,False,0.014738,0.014503,0.014037,0.013667,0.013235
85,M,False,0.0023582,0.0024307,0.0026806,0.0021318,0.0020489
86,M,True,-0.0017884,-0.0010882,-0.0012102,-0.00069062,-0.00093327
87,M,True,0.032541,0.033748,0.033472,0.033318,0.03402
88,M,False,0.017381,0.017725,0.018196,0.018252,0.018289
89,M,True,0.032631,0.033139,0.033153,0.032849,0.032456
90,M,False,0.031239,0.03353,0.034282,0.03378,0.034426
91,M,True,0.019357,0.019339,0.019025,0.018728,0.018605
92,M,False,0.017188,0.017226,0.016898,0.016822,0.016537
93,M,True,-0.0026255,-0.0025911,-0.0024967,-0.0025831,-0.0022056
94,M,False,-0.003846,-0.0038335,-0.0035323,-0.0037006,-0.0032127
95,M,False,-0.0021549,-0.0026014,-0.0025648,-0.0030125,-0.0029238
96,M,True,-0.0014641,-0.0013295,-0.0020975,-0.0016883,-0.0010415
97,M,True,0.0098359,0.010353,0.0098498,0.0096615,0.0089188
98,M,False,0.0089234,0.0083326,0.0083873,0.0085925,0.008579
99,M,True,0.0071604,0.0073698,0.0068792,0.0071459,0.0070645
100,M,False,0.0057163,0.0066135,0.0060058,0.0066148,0.0049197
101,M,False,-0.0019396,-0.0020951,-0.0017475,-0.0020122,-0.0023354
102,M,True,0.0037169,0.0037843,0.0036967,0.0036344,0.0035206
103,M,True,0.0047297,0.0046287,0.0049743,0.0048532,0.0046332
104,M,True,-0.0067457,-0.0090913,-0.0078478,-0.0070742,-0.0069252
105,M,False,-0.006913,-0.0064888,-0.0074789,-0.0054943,-0.0041099
106,M,False,0.00065957,0.00096513,0.00015239,0.0010804,0.000543
107,M,True,-0.0081979,-0.014669,-0.0080827,-0.0084158,-0.0076466
108,M,False,-0.0084158,-0.0076466,-0.0080628,-0.005725,-0.007506
109,M,False,-0.0037046,-0.0027942,-0.0036805,-0.0071375,-0.0027534
110,M,False,-0.0092813,-0.01023,-0.0058976,-0.0037543,-0.0077527
111,M,False,-0.012688,-0.013439,-0.01272,-0.013083,-0.012495
112,M,False,-0.012777,-0.011831,-0.012773,-0.012284,-0.012141
113,M,True,-0.0064334,-0.0043978,-0.0070993,-0.0050934,-0.0053121
114,M,False,-0.0084619,-0.0065147,-0.0092913,-0.0084979,-0.0058829
115,M,True,-0.0052658,-0.0056284,-0.0058068,-0.0042537,-0.0038684
116,M,False,-0.0086483,-0.011818,-0.012398,-0.011267,-0.010602
117,M,False,-0.006639,-0.0061653,-0.0057403,-0.0053101,-0.006259
118,M,False,-0.0063997,-0.0061476,-0.0065924,-0.0069542,-0.0067155
119,M,True,-0.014509,-0.014266,-0.013229,-0.015031,-0.014628
120,M,True,-0.013309,-0.02165,-0.021628,-0.013669,-0.022151
121,M,False,-0.030799,-0.031781,-0.031694,-0.031392,-0.031312
122,M,False,-0.01484,-0.014196,-0.014624,-0.013613,-0.012844
123,M,False,-0.0009104,-0.0010871,-0.0011294,-0.00127,-0.0011957
124,M,False,-0.0023779,-0.0022372,-0.0022215,-0.0021398,-0.0020199
125,M,True,-0.0032041,-0.0039294,-0.0026339,-0.0021957,-0.0039863
126,M,True,0.0025505,-0.0006541,0.0034591,0.0046324,0.003887
127,M,True,0.0015256,0.001603,0.0024388,0.0019106,0.0023221
128,M,True,-0.0019464,0.0005082,-0.0015083,0.0006542,0.00050842
129,M,True,-0.00012962,-0.00017774,-0.00015086,-0.00028177,-0.00047002
130,M,True,-0.00050749,-0.00049918,-0.00060586,-0.00045476,-0.00054623
131,M,False,-0.0012214,-0.0012735,-0.0014644,-0.0015485,-0.0013808
132,M,False,-0.0011545,-0.0011149,-0.0013525,-0.0013472,-0.001479
133,M,False,-0.0015939,-0.0012656,-0.0013322,-0.0010922,-0.0011908
134,M,False,0.00069462,0.00097924,0.0011161,0.0012639,0.00090897
135,M,True,-0.0058852,-0.0059835,-0.0054235,-0.0059253,-0.0054117
136,M,False,0.0044904,0.0045649,0.0043448,0.0045045,0.004532
137,M,False,-0.0085598,-0.0039278,-0.0088755,-0.0099118,-0.0053303
138,M,True,0.0050616,0.004367,0.0056502,0.0064522,0.0069756
139,M,False,0.029687,0.03036,0.030937,0.031589,0.02993
140,M,True,0.0040692,0.0052919,0.0041421,0.0028349,0.0027438
141,M,False,0.0017674,0.0019048,0.0029249,0.0035293,0.0034251
142,M,False,0.0022575,0.0033436,0.003662,0.0023608,0.0031355
143,M,True,0.0032755,0.0036322,0.0035463,0.0034327,0.0034206
144,M,False,0.0028118,0.0026302,0.0028169,0.0025828,0.0027593
145,M,False,-0.0070898,-0.0071838,-0.0072203,-0.0072909,-0.0071266
146,M,False,-0.0062347,-0.0049927,-0.0049747,-0.0061678,-0.0061768
147,M,False,-0.0096141,-0.010068,-0.010013,-0.0096274,-0.0095993
148,M,False,-0.00075282,-0.00077926,-0.00016733,-0.00039749,-0.0005097
149,M,True,-0.013419,-0.010169,-0.014286,-0.010633,-0.011617
150,M,True,-0.019662,-0.020619,-0.020318,-0.021559,-0.021069
151,M,False,-0.020619,-0.020318,-0.021559,-0.021069,-0.021108
152,M,False,-0.022158,-0.022375,-0.022624,-0.022149,-0.022293
153,M,True,-0.024433,-0.024095,-0.024397,-0.024573,-0.024455
154,M,False,-0.026617,-0.026479,-0.026114,-0.025911,-0.024762
155,M,False,-0.025109,-0.024804,-0.024764,-0.024214,-0.023
156,M,False,-0.026915,-0.026269,-0.025861,-0.025741,-0.025665
157,M,False,-0.026561,-0.026767,-0.026484,-0.026506,-0.027679
158,M,False,-0.031988,-0.032994,-0.032189,-0.032361,-0.033204
159,M,False,-0.031378,-0.030666,-0.03076,-0.030479,-0.030112
160,M,False,-0.027935,-0.028234,-0.028669,-0.02874,-0.028189
161,M,False,-0.014186,-0.013833,-0.01367,-0.01366,-0.013882
162,M,True,0.0042924,0.0041164,0.0038909,0.0038256,0.0038611
163,M,False,-0.0019498,-0.001742,-0.00081604,0.00054983,0.00026317
164,M,False,-0.0023733,-0.0018808,-0.0027797,-0.0013899,-0.0023666
165,M,True,0.0,0.0,0.0,0.0,0.0
166,M,False,0.0060037,0.0061093,0.0063869,0.0065809,0.0073675
167,M,True,-0.011515,-0.011936,-0.011512,-0.011516,-0.010647
168,M,True,-0.011313,-0.011746,-0.011237,-0.011016,-0.011252
169,M,False,-0.011711,-0.010243,-0.011053,-0.010158,-0.011602
170,M,True,-0.018305,-0.017878,-0.016103,-0.018256,-0.01775
171,M,False,-0.01993,-0.020744,-0.020832,-0.020986,-0.020717
172,M,False,-0.020828,-0.021147,-0.020915,-0.020328,-0.020923
173,M,False,-0.002448,-0.0040618,-0.0024137,-0.0021588,-0.0020451
174,M,False,-0.0017251,-0.0018574,-0.0016119,-0.0014332,-0.0012531
175,M,False,-0.011015,-0.010637,-0.010219,-0.010475,-0.011296
176,M,True,0.0,0.0,0.0,0.0,0.0
177,M,False,-0.0058138,-0.0029274,-0.0083059,-0.010359,-0.0076227
178,M,False,0.0024328,-0.00032929,-0.00071731,0.0034598,-0.0014005
179,M,False,0.0077561,0.0081132,0.0084449,0.0087354,0.0084232
180,M,True,-0.0080406,-0.0078309,-0.0072453,-0.0084988,-0.0064625
181,M,False,-0.0094283,-0.0096781,-0.010039,-0.010328,-0.010117
182,M,True,-0.0074662,-0.0082511,-0.0080286,-0.0079307,-0.0078853
183,M,False,-0.0081751,-0.0085969,-0.008869,-0.0092591,-0.0087702
184,M,True,-0.010316,-0.010714,-0.011182,-0.010934,-0.011176
185,M,False,-0.0082843,-0.0073957,-0.0076565,-0.007721,-0.0078419
186,M,True,-0.0060378,-0.0062093,-0.0060332,-0.0062487,-0.0066614
187,M,False,-0.0097827,-0.010277,-0.010159,-0.01082,-0.010557
188,M,False,-0.010196,-0.010517,-0.010138,-0.0098198,-0.010427
189,M,True,-0.003753,-0.0038067,-0.0036412,-0.0038727,-0.0036656
190,M,True,-0.0048476,-0.005288,-0.0048569,-0.0047676,-0.0054578
191,M,True,-0.0068405,-0.007036,-0.0065118,-0.0063702,-0.0063054
192,M,True,-0.0073529,-0.007392,-0.0078305,-0.0080664,-0.0082208
193,M,False,-0.0073757,-0.0078495,-0.0082569,-0.0084402,-0.0080318
194,M,True,-0.0073793,-0.0076271,-0.0073226,-0.0080882,-0.008125
195,M,False,-0.0083502,-0.0079824,-0.0081267,-0.0082605,-0.0085692
196,M,False,-0.0090703,-0.0086511,-0.0082477,-0.008295,-0.0080086
197,M,True,-0.0078701,-0.0073698,-0.0076089,-0.0077611,-0.0077278
198,M,True,-0.0077278,-0.0074714,-0.0067533,-0.0069669,-0.0064774
199,M,False,-0.0079056,-0.0073923,-0.0065888,-0.0068651,-0.0059047
200,M,False,0.0052865,0.0082696,0.008318,0.00068942,0.010475
201,M,True,-0.0082177,-0.008271,-0.0092744,-0.0099603,-0.0098059
202,M,False,-0.0098059,-0.0094151,-0.0094542,-0.0083687,-0.0094063
203,M,False,-0.0096053,-0.0091798,-0.0097223,-0.009671,-0.0096043
204,M,True,-0.0071793,-0.0066863,-0.0070612,-0.0059787,-0.0053808
205,M,False,-0.0041176,-0.0044559,-0.004861,-0.0053739,-0.0060396
206,M,True,-0.0086211,-0.0083252,-0.0086787,-0.008429,-0.0082568
207,M,False,-0.008182,-0.0090847,-0.0093325,-0.0087739,-0.0089181
208,M,True,-0.010819,-0.011079,-0.010798,-0.011571,-0.012797
209,M,False,-0.012553,-0.012681,-0.011427,-0.012886,-0.013016
210,M,True,-0.013683,-0.014636,-0.015318,-0.014424,-0.015519
211,M,False,-0.012,-0.012128,-0.012401,-0.012904,-0.012729
212,M,False,-0.020585,-0.020135,-0.02016,-0.018831,-0.021967
213,M,False,0.0027106,0.0029716,0.0056298,0.0060723,0.0066302
214,M,True,-0.017991,-0.018975,-0.01848,-0.018473,-0.017321
215,M,True,-0.018439,-0.017715,-0.017587,-0.01703,-0.016793
216,M,False,-0.01527,-0.01432,-0.014165,-0.014793,-0.013616
217,M,False,-0.014306,-0.014909,-0.014132,-0.014287,-0.014085
218,M,False,-0.012692,-0.012256,-0.01251,-0.012675,-0.012985
219,M,True,0.011991,0.011453,0.011976,0.011669,0.011667
220,M,False,0.013465,0.013169,0.013531,0.013926,0.014164
221,M,False,0.014336,0.014371,0.014344,0.013758,0.013834
222,M,False,0.0068882,0.006638,0.0063358,0.006507,0.0063459
223,M,False,0.0051102,0.0050988,0.0050409,0.0048239,0.0051861
224,M,False,0.0062442,0.0042652,0.0058405,0.005485,0.0048517
225,M,True,-0.0018698,-0.0018393,-0.002085,-0.0020115,-0.0019474
226,M,False,-0.0023689,-0.0026494,-0.0028345,-0.0026164,-0.0028587
227,M,False,-0.00024728,-0.00055684,-0.00067823,-0.00073149,-0.00091673
228,M,False,-0.0028107,-0.0029412,-0.0025377,-0.0026008,-0.0029018
229,M,False,-0.008783,-0.0017323,-0.0079492,0.0034288,0.0024484
230,M,False,-0.0079492,0.0034288,0.0024484,-0.0023488,-0.00046863
231,M,False,-0.013768,-0.013836,-0.013942,-0.013619,-0.014143
232,M,False,-0.0023906,-0.0028335,-0.0012175,-0.002126,-0.0015207
233,M,False,-0.00043738,0.00011507,-0.0001308,-6.3042e-05,-0.00027687
234,M,False,-0.0029654,-0.0027532,-0.0029489,-0.0026723,-0.0028711
235,M,True,0.0034878,0.0075394,2.7918e-06,0.017218,0.051914
236,M,True,0.0059953,0.0078426,0.0049342,0.0060449,0.0055978
237,M,True,0.0092441,0.0090881,0.0091189,0.0089552,0.0090664
238,M,False,0.0080674,0.0091819,0.0092799,0.01332,0.013317
239,M,True,0.011669,0.011433,0.01039,0.0099424,0.01065
240,M,False,0.030157,0.030523,0.030887,0.030001,0.029186
241,M,False,0.030475,0.029211,0.033036,0.029818,0.033033
242,M,True,-0.006175,-0.0067905,-0.006632,-0.0072682,-0.0064055
243,M,False,-0.014447,-0.013972,-0.014008,-0.013051,-0.012763
244,M,False,-0.012075,-0.010621,-0.011735,-0.012941,-0.012417
245,M,False,0.00030056,0.00022833,0.00052894,0.00075269,0.00052528
246,M,False,-0.001041,-0.0020502,-0.0020866,-0.0024041,-0.0015331
247,M,False,0.0035636,0.0039058,0.0039096,0.0049379,0.0048353
248,M,True,0.0018247,0.0011112,0.0010649,0.0013703,0.0012517
249,M,False,0.00031225,0.00036535,0.00063255,-3.7689e-05,0.00039964
250,M,True,-0.010865,-0.011219,-0.011915,-0.011187,-0.011178
251,M,False,-0.014781,-0.015819,-0.015382,-0.015337,-0.015902
252,M,False,0.01624,0.01394,0.013604,0.010826,0.0094509
253,M,False,-0.0092193,-0.010406,-0.011708,-0.0088081,-0.011084
254,M,False,-0.01037,-0.011197,-0.011522,-0.010952,-0.01094
255,M,False,-0.0025343,-0.0024401,-0.0025836,-0.0029369,-0.0025843
256,M,False,0.019262,0.018297,0.018538,0.019417,0.019838
257,M,False,0.0098348,0.010384,0.010589,0.010349,0.0097897
258,M,False,-8.5598e-05,2.6402e-05,0.00027802,0.00026573,0.00045818
259,M,False,0.022828,0.021851,0.023644,0.025416,0.024908
260,M,True,-0.016989,-0.017601,-0.017276,-0.017289,-0.017213
261,M,False,-0.013722,-0.013686,-0.013333,-0.013614,-0.013552
262,M,False,-0.002609,-0.0026156,-0.002708,-0.0026919,-0.0029568
263,M,False,-0.006947,-0.0060706,-0.0055612,-0.0052153,-0.0052181
264,M,False,0.014228,0.014468,0.015428,0.015387,0.015901
265,M,False,0.0090719,0.0087273,0.0084819,0.0087827,0.0069513
266,M,False,0.01615,0.016096,0.017703,0.016236,0.015229
267,M,False,0.00038612,0.00010878,0.00024784,0.00012061,0.00027339
268,M,False,0.00454,0.0035817,0.0054669,0.004371,0.0037751
269,M,False,-0.0070221,-0.0069947,-0.0071484,-0.0078386,-0.0069944
270,M,True,0.03554,0.035348,0.036628,0.036835,0.038133
271,M,False,0.036835,0.038133,0.037437,0.037955,0.036818
272,M,False,0.00059549,0.00095132,0.0012592,0.0010918,0.0019614
273,M,False,0.016797,0.016758,0.016484,0.016938,0.016422
274,M,True,0.017247,0.017648,0.017047,0.017208,0.01702
275,M,False,0.027486,0.027537,0.027658,0.027213,0.026121
276,M,True,-0.0021724,-0.0018557,-0.002049,-0.0021673,-0.0025965
277,M,False,-0.011832,-0.011346,-0.010669,-0.0099568,-0.00939
278,M,True,-0.0085065,-0.0083884,-0.0081946,-0.0079862,-0.0085487
279,M,True,-0.0047412,-0.0055837,-0.0059937,-0.0055768,-0.0051639
280,M,False,-0.0062799,-0.0070825,-0.0063393,-0.006875,-0.0068376
281,M,False,-0.0063393,-0.006875,-0.0068376,-0.0069836,-0.0069854
282,M,False,0.0090136,0.0086583,0.0087707,0.0088628,0.0087011
283,M,False,-0.0037763,-0.0029917,-0.0033337,-0.0033004,-0.0025842
284,M,False,-0.0033004,-0.0025842,-0.0030637,-0.0033675,-0.004104
285,M,True,0.0,0.0,0.0,0.0,0.0
286,M,True,0.001605,0.0012581,0.0012844,0.001297,0.0018168
287,M,True,0.0036282,0.034574,0.035184,0.037686,0.036572
288,M,False,0.010725,0.010213,0.014239,0.015298,0.0072046
289,M,False,0.0019897,-0.0013233,0.0034789,0.0072564,0.0039885
290,M,False,-0.0033497,-0.006104,-0.0081759,-0.0061148,-0.0064386
291,M,False,-0.012343,-0.014228,-0.023359,-0.023423,-0.013186
292,M,True,-0.012864,-0.012236,-0.012425,-0.01213,-0.011084
293,M,False,-0.009473,-0.0098408,-0.0095498,-0.0095283,-0.0098328
294,M,False,0.0077833,0.0077355,0.0077048,0.0075472,0.0075471
295,M,False,-0.0090514,-0.0064717,-0.0068457,-0.0070459,-0.0097784
296,M,True,-0.018467,-0.02068,-0.019625,-0.02134,-0.019787
297,M,False,-0.019625,-0.02134,-0.019787,-0.019172,-0.018171
298,M,False,-0.0086159,-0.0088228,-0.0089641,-0.0087649,-0.0082918
299,M,False,0.001873,0.0022801,0.0021199,0.0020195,0.0021171
300,M,False,0.0060361,0.0056702,0.0059142,0.0051995,0.0051541
301,M,True,0.0072214,0.0070103,0.0074828,0.0077279,0.0074736
302,M,False,0.010085,0.01034,0.010904,0.010982,0.010931
303,M,True,0.0056006,0.0065336,0.006731,0.0067876,0.0069385
304,M,True,0.008518,0.0090083,0.0090863,0.009326,0.0092928
305,M,True,0.012911,0.013882,0.013895,0.013951,0.0149
306,M,True,0.011549,0.012854,0.012753,0.012626,0.012354
307,M,True,0.013629,0.012949,0.012197,0.01217,0.011551
308,M,False,0.027413,0.027859,0.028226,0.028281,0.029589
309,M,False,0.0035227,0.0043539,0.0045073,0.0047166,0.0044409
310,M,False,0.0099548,0.009652,0.0095884,0.0097388,0.0093033
311,M,False,-0.0036022,-0.0031831,-0.0030499,-0.0032553,-0.0033687
312,M,True,-0.0062845,-0.0054868,-0.004902,-0.0055781,-0.0062596
313,M,True,-0.0025055,-0.0024479,-0.0022192,-0.0023651,-0.0023062
314,M,False,0.0012728,0.0011643,0.0017207,0.0018089,0.0025438
315,M,False,0.018895,0.017935,0.036638,0.017882,0.0071154
316,M,True,-0.0081204,-0.0081299,-0.0081922,-0.0074094,-0.0075519
317,M,False,-0.0065159,-0.0064578,-0.0063134,-0.0067712,-0.0070087
318,M,False,3.6072e-05,0.00014694,0.00031707,0.00015526,0.000468
319,M,True,0.0038546,0.0036668,0.0028522,0.0018768,0.0037294
320,M,False,0.0028674,0.0032139,0.0033517,0.0030384,0.003548
321,M,True,0.005918,0.0061715,0.0059909,0.0063685,0.0063905
322,M,False,0.0063685,0.0063905,0.0052334,0.0062075,0.005689
323,M,False,-0.00087722,-0.00057049,-0.00054422,-0.00043592,-0.00041618
324,M,True,0.0021712,0.0015378,0.0014031,0.0017503,0.0022162
325,M,False,0.0013946,0.0011805,0.0010375,0.0010836,0.0024485
326,M,False,-0.0013651,5.7766e-05,-0.0016567,-0.00012906,-0.0013526
327,M,False,-0.0066523,-0.0074611,-0.0078612,-0.0060774,-0.0077635
328,M,False,-0.0061517,-0.0057666,-0.0059278,-0.0058645,-0.0066432
329,M,True,-0.0033443,-0.0031989,-0.0035767,-0.0032797,-0.0027349
330,M,False,-0.0018045,-0.0019102,-0.0027245,-0.0029073,-0.0026293
331,M,True,0.0053245,0.006566,0.0059026,0.006302,0.0061505
332,M,True,0.0087776,0.012507,0.011067,0.0099631,0.0099366
333,M,True,0.0089663,0.008914,0.0093447,0.0092874,0.0089163
334,M,False,0.0085405,0.0089713,0.0091358,0.008931,0.0092143
335,M,False,0.0079667,0.0085646,0.0082707,0.0081731,0.0085631
336,M,False,0.0010586,0.0010676,0.0016688,0.0015757,0.001079
337,M,False,0.013876,0.013206,0.012973,0.013708,0.013756
338,M,True,0.013509,0.013122,0.013135,0.013363,0.013289
339,M,False,-0.0011458,-0.0015069,-0.0014613,-0.0014183,-0.0015581
340,M,False,0.0079878,0.0074685,0.0078359,0.0078206,0.0077142
341,M,False,0.0040975,0.00087682,0.0040966,0.0041753,0.0058611
342,M,False,0.014116,0.013467,0.013337,0.013022,0.013249
343,M,False,0.0092532,0.0086726,0.0080038,0.008128,0.007767
344,M,False,0.0074137,0.0087046,0.0073113,0.0072018,0.0071815
345,M,False,0.010305,0.006903,0.012634,0.011358,0.009908
346,M,False,0.011458,0.013695,0.011675,0.011388,0.011265
347,M,True,-0.00054946,-0.0001143,-0.00033799,0.00023459,-0.00063293
348,M,False,-0.00076548,-0.00057793,-0.00096466,-4.3583e-05,-0.00098183
349,M,False,0.0030941,0.0021469,0.0027509,0.0014654,0.0019803
350,M,True,-0.0058402,-0.0057206,-0.005666,-0.0056234,-0.0061125
351,M,False,-0.0071628,-0.0073778,-0.0077974,-0.0082111,-0.007846
352,M,True,-0.0047607,-0.0049831,-0.0051344,-0.0062711,-0.0070456
353,M,True,-0.0095442,-0.010194,-0.011254,-0.011542,-0.011964
354,M,False,-0.01357,-0.013358,-0.013266,-0.013556,-0.013306
355,M,False,-0.015438,-0.016255,-0.016333,-0.017002,-0.016429
356,M,False,-0.0044233,-0.004538,-0.0053954,-0.0053326,-0.0054437
357,M,False,-0.017948,-0.017268,-0.017094,-0.017102,-0.016236
358,M,False,-0.019511,-0.020016,-0.020247,-0.019171,-0.020728
359,M,False,-0.0067442,-0.0073466,-0.007103,-0.0080024,-0.0077689
360,M,True,-0.029228,-0.027881,-0.028893,-0.028653,-0.027083
361,M,False,-0.026149,-0.026961,-0.026635,-0.02638,-0.026594
362,M,False,-0.028774,-0.028798,-0.0292,-0.029269,-0.029258
363,M,False,-0.020534,-0.026394,-0.02654,-0.0243,-0.024962
364,M,True,-0.013679,-0.013447,-0.013145,-0.013262,-0.013703
365,M,False,-0.013616,-0.013873,-0.014262,-0.014083,-0.014267
366,M,False,-0.012148,-0.011589,-0.011289,-0.011261,-0.0098911
367,M,True,0.002894,0.00305,0.0031456,0.0037816,0.0029689
368,M,True,0.0026697,0.0020045,0.00075096,0.0013162,9.6449e-05
369,M,True,-0.014952,-0.015241,-0.015295,-0.015336,-0.014612
370,M,True,-0.015678,-0.015528,-0.015832,-0.015745,-0.016694
371,M,True,-0.0047167,-0.0045582,-0.0044115,-0.00398,-0.0028839
372,M,True,-0.0098,-0.010257,-0.010445,-0.0095711,-0.0096902
373,M,True,-0.0094914,-0.0083142,-0.0076852,-0.0078363,-0.0072352
374,M,False,-0.0072929,-0.0072745,-0.0071798,-0.0073531,-0.0066249
375,M,False,-0.0036747,-0.0031165,-0.0027685,-0.0020399,-0.0023372
376,M,True,-0.0012431,-0.0021566,-0.0020727,-0.0011278,0.00048952
377,M,False,-0.00063535,-0.0017546,-0.0017956,-0.0014879,-0.0024235
