,FLARE_TYPE,COINCIDENCE,MEANJZH_1,MEANJZH_2,MEANJZH_3,MEANJZH_4,MEANJZH_5
2148,N,False,0.00093423,0.0013528,0.0023649,0.0026351,0.0016757
2149,N,False,-0.0020184,-0.0015636,-0.00082766,4.0392e-05,-0.0029772
2150,N,False,0.004548,0.0039241,0.0034733,0.0032254,0.0042051
2151,N,False,0.0019,0.0022996,0.0016013,0.0017409,0.0017315
2152,N,False,0.0034334,0.0036332,0.0052413,0.0022026,0.0032948
2153,N,False,-0.0022938,-0.0019008,-0.0024723,-0.00098978,0.00024057
2154,N,False,0.00032652,-0.00052801,-0.00084534,-0.0016513,0.00024216
2155,N,False,-0.0039822,-0.0034233,-0.0041909,-0.0010044,-0.0022909
2156,N,False,0.0054948,0.0057261,0.0063094,0.0063033,0.007308
2157,N,False,-0.0018933,-0.00069372,-0.00018778,0.00068429,0.00067869
2158,N,False,0.015162,0.011826,0.017108,0.018645,0.020468
2159,N,False,0.0059013,0.0055699,0.0050954,0.0048224,0.0052167
2160,N,False,-0.00010167,2.1959e-05,-0.00018579,0.00021922,0.00020178
2161,N,False,-0.0084987,-0.0077446,-0.007965,-0.0076479,-0.0070616
2162,N,False,-0.0059246,-0.0052716,-0.0049964,-0.0063382,-0.0078587
2163,N,False,0.013219,0.013364,0.013561,0.013755,0.013817
2164,N,False,0.00012835,-0.0013133,-0.0040436,-0.0056927,-0.0031867
2165,N,False,-0.007853,-0.0070444,-0.0078222,-0.0082155,-0.007963
2166,N,False,0.0057514,0.0059434,0.006165,0.0064891,0.0066929
2167,N,False,0.020006,0.021026,0.023383,0.021133,0.021599
2168,N,False,-0.0018069,-0.00056235,-0.00031798,5.0072e-05,-0.00061506
2169,N,False,-0.008202,-0.0081977,-0.0062151,-0.0099631,-0.010576
2170,N,False,0.0045612,0.0048308,0.0047641,0.0047553,0.00461
2171,N,False,0.0024065,0.0042469,0.005185,0.0061379,0.0050386
2172,N,False,0.0060552,0.0060062,0.0058469,0.0054392,0.0055543
2173,N,False,0.0036936,0.004014,0.003958,0.0081896,0.0045063
2174,N,False,0.010351,0.010973,0.01092,0.0099738,0.0095685
2175,N,False,0.000968,-0.0029135,-0.0045956,-0.0029011,-0.0054373
2176,N,False,-0.012464,-0.015535,-0.013722,-0.015465,-0.014103
2177,N,False,0.0011771,0.0015813,0.0009652,0.00033792,0.0015823
2178,N,False,-0.00061152,-0.00050521,-0.00057071,-0.00041326,-0.00033891
2179,N,False,-0.00042355,-0.00047989,-0.00069362,-0.00061152,-0.00050521
2180,N,False,-0.00090812,-0.0017534,-0.0017729,-0.0010646,-0.0014038
2181,N,False,0.0028234,0.003033,0.0021103,0.0012588,0.0013408
2182,N,False,0.0083224,0.010096,0.010122,0.0098774,0.0093104
2183,N,False,0.0017387,0.0016928,0.0015592,0.00083298,0.00031183
2184,N,False,0.006482,0.007867,0.007784,0.0059098,0.0059293
2185,N,False,0.0024205,0.0037563,0.0042835,0.0029884,0.0039882
2186,N,False,-0.0043643,-0.004239,-0.0044825,-0.0052036,-0.0049397
2187,N,False,-0.0073211,-0.0097944,-0.010999,-0.011718,-0.011913
2188,N,False,0.014761,0.01544,0.015064,0.014196,0.014193
2189,N,False,0.0058459,0.0057977,0.0057982,0.0058716,0.0060413
2190,N,False,0.00082191,-0.00041489,0.0021922,0.0012618,0.00040197
2191,N,False,-0.0025347,-0.00065963,-0.0014238,1.9065e-05,-0.00067987
2192,N,False,-0.0054212,-0.0055186,-0.0037743,-0.003354,-0.0044244
2193,N,False,0.0051566,0.0059482,0.0071518,0.0055971,0.0032644
2194,N,False,0.006737,0.0067271,0.0064682,0.0046055,0.0045277
2195,N,False,-0.0019375,-0.0017879,-0.001758,-0.0016656,-0.0018645
2196,N,False,0.0063353,0.0067275,0.0064439,0.006578,0.0069411
2197,N,False,0.0054379,0.0053445,0.0073604,0.0079463,0.0017572
2198,N,False,0.00052507,0.00058598,0.00042419,0.00047007,0.00045535
2199,N,False,-0.0017729,-0.0021532,-0.0017613,-0.0016879,-0.0015107
2200,N,False,0.0014567,0.0018805,0.0024693,0.0015968,0.0029132
2201,N,False,-0.00054555,-0.00016542,0.00069613,2.3847e-05,0.00029639
2202,N,False,0.0027642,0.0020966,0.0037965,0.0015784,0.001114
2203,N,False,-0.0014869,-0.0012564,-0.0012619,-0.0017194,-0.0017016
2204,N,False,-0.0010603,-0.00082873,-0.0008201,-0.00093957,-0.00079024
2205,N,False,0.0050204,0.0050984,0.0048721,0.0052551,0.005244
2206,N,False,-0.010815,-0.011008,-0.011444,-0.011842,-0.011804
2207,N,False,0.0037841,0.0047139,0.0041106,0.0047519,0.0037688
2208,N,False,-0.0061277,-0.0058958,-0.0062825,-0.0061233,-0.0060224
2209,N,False,-0.0079437,-0.0080507,-0.0089386,-0.0070361,-0.0070909
2210,N,False,-0.012563,-0.012879,-0.010562,-0.0033556,-0.01099
2211,N,False,-0.0080507,-0.0089386,-0.0070361,-0.0070909,-0.0075194
2212,N,False,0.00051639,0.00047292,-0.00078951,-0.0018566,0.0020963
2213,N,False,-0.0067335,-0.0075142,-0.0069231,-0.0088805,-0.0072831
2214,N,False,-0.0080862,-0.008337,-0.0082746,-0.0079476,-0.0077483
2215,N,False,0.0018602,0.0025426,0.0028742,0.0031895,0.0032256
2216,N,False,-0.0097187,-0.0084391,-0.0086914,-0.0031029,-0.0047845
2217,N,False,-0.001802,-0.0013547,-0.0016713,-0.0018743,-0.0017918
2218,N,False,-0.0090835,-0.006747,-0.0087397,-0.0089838,-0.010265
2219,N,False,-0.0012204,-0.001194,-0.0013002,-0.0019771,-0.0013086
2220,N,False,-0.00059422,-0.0010373,-0.0016121,-0.00076299,-0.0013022
2221,N,False,0.00034184,0.00050309,0.0010932,0.0013,5.3661e-05
2222,N,False,0.0030571,0.00013354,0.0023433,0.0016642,0.0029014
2223,N,False,-0.011033,-0.010582,-0.0086029,-0.0086935,-0.013246
2224,N,False,-0.0095744,-0.0094207,-0.008849,-0.0081118,-0.0090675
2225,N,False,0.0041251,0.0024125,0.0029108,0.0021766,0.0036876
2226,N,False,0.0074034,0.0078432,0.0078018,0.0073723,0.0075284
2227,N,False,-0.0075383,-0.0083047,-0.0076916,-0.0078747,-0.0079769
2228,N,False,-0.00072506,-0.0016262,-0.0011541,-0.00037465,-0.0011705
2229,N,False,0.0035972,0.0047296,0.0039166,0.0051908,0.0044917
2230,N,False,-0.0013676,-0.0013362,-0.0010545,-0.0013959,-0.0015754
2231,N,False,0.0025131,0.002855,0.003653,0.002972,0.0039596
2232,N,False,-0.0029211,-0.00085863,-0.0013961,-0.0020239,0.00080449
2233,N,False,-0.00037786,-0.0003357,-0.00068721,8.9817e-05,-4.3844e-05
2234,N,False,-0.020172,-0.020265,-0.018464,-0.018831,-0.018989
2235,N,False,-0.0010343,0.00014774,-0.0025042,-0.0031021,8.56e-05
2236,N,False,0.0046707,0.0036444,0.0034322,0.0060222,0.0071929
2237,N,False,-0.0085611,-0.0088137,-0.0083563,-0.0081225,-0.0090397
2238,N,False,-0.011736,-0.012218,-0.011777,-0.011584,-0.011272
2239,N,False,-0.01609,-0.015937,-0.017344,-0.013134,-0.016556
2240,N,False,0.00067128,0.00057351,0.0005279,0.00070359,0.00089282
2241,N,False,-0.0031699,-0.0061312,0.0020555,0.00086122,-0.0043259
2242,N,False,-0.010739,-0.010565,-0.010285,-0.010054,-0.010016
2243,N,False,0.0071589,0.0062922,0.0066205,0.0071366,0.0061915
2244,N,False,0.012497,0.013656,0.0088077,0.0061889,0.010802
2245,N,False,-0.0076698,-0.010242,-0.010228,-0.0082238,-0.0066823
2246,N,False,0.0037561,0.0040367,0.0043151,0.0042897,0.0042355
2247,N,False,0.0015221,-0.00076682,-0.00054958,-0.0014673,-0.0013462
2248,N,False,-0.017081,-0.01698,-0.017378,-0.017247,-0.017
2249,N,False,0.0023584,0.0028597,0.0029938,0.0027968,0.00288
2250,N,False,0.010151,0.0099289,0.011401,0.0095512,0.0093593
2251,N,False,-0.0084157,-0.0087224,-0.0084509,-0.0056266,-0.0076956
2252,N,False,0.004312,0.0051378,0.0058514,0.0064662,0.0068315
2253,N,False,-0.00094662,-0.00021256,-0.0019253,0.00018746,-0.00029058
2254,N,False,0.00030407,-6.5292e-06,-0.00026531,0.00029339,0.00064754
2255,N,False,-0.0035075,-0.0034216,-0.0030908,-0.0040857,-0.002197
2256,N,False,0.00015707,0.00048924,0.0010029,0.00072988,-0.00026359
2257,N,False,0.0036052,-0.0063605,-0.014166,-0.0091527,-0.012148
2258,N,False,-0.0045017,-0.0037155,-0.004356,-0.0057386,-0.0063335
2259,N,False,-0.0046142,-0.0044975,-0.0047322,-0.0049596,-0.0052742
2260,N,False,0.0071873,0.0080962,0.0085968,0.0071465,0.010315
2261,N,False,-0.0035464,-0.0023213,-0.0034211,-0.0015503,-0.0020751
2262,N,False,0.0047321,0.0010424,0.0016155,0.00066025,0.0015293
2263,N,False,0.012007,0.012591,0.014852,0.013037,0.013724
2264,N,False,-0.0024205,-0.0035008,-0.0031542,-0.002336,-0.0022025
2265,N,False,-0.0020613,-0.002101,-0.0017811,-0.0014489,-0.0002554
2266,N,False,-0.001503,-0.0012616,-0.0018865,-0.0019174,-0.0020078
2267,N,False,-0.0062548,-0.0073033,-0.0071776,-0.0061896,-0.0074617
2268,N,False,0.0024421,0.0032323,0.004014,0.0032405,0.0037063
2269,N,False,0.0024421,0.0032323,0.004014,0.0032405,0.0037063
2270,N,False,-0.011112,-0.011036,-0.0099285,-0.0092987,-0.0092707
2271,N,False,-0.0075213,-0.0060896,-0.0065632,-0.0069805,-0.0066079
2272,N,False,-0.004609,-0.0034717,-0.0012973,-0.0039078,-0.0049737
2273,N,False,0.00096496,0.00057039,-0.0013752,-0.0021273,-0.00055493
2274,N,False,0.010133,0.010125,0.0099662,0.010681,0.0094442
2275,N,False,0.0024925,0.002039,0.0020357,0.00073293,0.0014727
2276,N,False,0.011055,0.011789,0.011055,0.010927,0.010256
2277,N,False,-0.003882,-0.0041855,-0.0042999,-0.0040794,-0.0043659
2278,N,False,0.0096112,0.0098913,0.0098935,0.009884,0.010079
2279,N,False,0.0058025,0.0081312,0.0064884,0.0067975,0.0042972
2280,N,False,-0.017582,-0.013549,-0.014606,-0.012143,-0.013364
2281,N,False,0.0091947,0.0061462,0.0068599,0.010254,0.0067388
2282,N,False,-0.013765,-0.012979,-0.015975,-0.017195,-0.019981
2283,N,False,0.0019801,0.0016972,0.0011605,0.0020517,0.0018545
2284,N,False,0.0011795,0.0031459,0.0026952,0.0015803,0.00039724
2285,N,False,-5.7612e-05,-0.00016705,-0.00058238,-0.00076766,-0.00043868
2286,N,False,-0.0033422,-0.0019975,-0.0029901,-0.0034436,-0.0047262
2287,N,False,-0.0082619,-0.0096083,-0.0089332,-0.007343,-0.010398
2288,N,False,-0.0043445,-0.0047784,-0.0037202,-0.0040022,-0.0033422
2289,N,False,0.0074819,0.0084696,0.0064072,0.0076518,0.0060532
2290,N,False,0.0025304,0.0027195,0.0026772,0.0018536,0.0015447
2291,N,False,0.0094792,0.0099291,0.0095234,0.0091613,0.0094917
2292,N,False,0.015323,0.011313,0.011011,0.012784,0.013185
2293,N,False,0.0060193,0.0062268,0.0055566,0.006179,0.0060425
2294,N,False,0.0083987,0.0068133,0.0050562,0.010029,0.0097682
2295,N,False,0.0081028,0.0061812,0.0056279,0.0051614,0.0054029
2296,N,False,0.0048946,0.0048205,0.0037895,0.0032226,0.0043518
2297,N,False,0.0036831,0.0024134,0.0017015,0.0014475,0.0014713
2298,N,False,0.0021084,0.0024442,0.0031021,0.0037663,0.0028575
2299,N,False,0.0033639,0.0041674,0.0071151,0.010744,0.0036555
2300,N,False,-0.013455,-0.015991,-0.010464,-0.0072392,-0.0070309
2301,N,False,-0.01942,-0.024286,-0.02432,-0.021486,-0.016989
2302,N,False,0.0061308,0.0065754,0.0062885,0.0056863,0.0060941
2303,N,False,-0.0055933,-0.0050996,-0.007466,-0.0060099,-0.0057463
2304,N,False,-0.0040755,-0.0047703,-0.0037671,-0.0054777,-0.0052868
2305,N,False,-0.0023995,-0.005528,-0.0053515,-0.0051331,-0.0014619
2306,N,False,-0.0014918,-0.0021453,-0.0023213,-0.0032843,-0.0022957
2307,N,False,-0.0028278,-0.003368,-0.0029455,-0.0018979,-0.0026912
2308,N,False,-0.0036891,-0.0034719,-0.0047841,-0.0066951,-0.00355
2309,N,False,-0.0035086,-0.0036128,-0.00374,-0.0037363,-0.0037685
2310,N,False,0.0092569,0.0061836,0.0096737,0.0092986,0.0055175
2311,N,False,0.0031909,0.0027594,0.0028461,0.0024599,0.0030627
2312,N,False,0.0018087,0.0015413,0.0018808,0.0025894,0.0044334
2313,N,False,0.0022301,0.00048212,0.0013317,0.0010414,0.0014537
2314,N,False,0.0042175,0.0044947,0.0047212,0.00482,0.0052811
2315,N,False,-0.0038869,-0.0028954,-0.0031257,-0.0020265,-0.0030832
2316,N,False,0.00048694,0.00093848,0.0016652,0.0035121,0.0013594
2317,N,False,0.00026546,0.00038756,0.0013985,0.00054273,0.0011584
2318,N,False,0.0015493,-0.0001818,-0.0017174,-0.0028493,-4.6056e-05
2319,N,False,0.0014964,-0.0022797,0.0030517,0.00042562,0.0073272
2320,N,False,-0.0023133,-0.0012306,-0.0020338,-0.0014715,-0.00057094
2321,N,False,0.011095,0.011282,0.012365,0.012895,0.01417
2322,N,False,0.010032,0.0098719,0.0099179,0.0098658,0.01032
2323,N,False,0.0037003,-0.00090302,-0.0027644,0.0042317,-0.001033
2324,N,False,0.0052734,0.0046962,0.0037033,-0.011152,0.006693
2325,N,False,-0.0044428,-0.0081621,-0.0073643,-0.0086569,-0.0054543
2326,N,False,-0.0032582,-0.0037358,-0.0050891,-0.0026318,-0.0042616
2327,N,False,-0.005289,-0.0059055,-0.0055157,-0.0057172,-0.0072307
2328,N,False,-0.004864,-0.0055306,-0.00527,-0.0043869,-0.0065357
2329,N,False,-0.011263,-0.010566,-0.0088922,-0.010739,-0.0088453
2330,N,False,-0.0021638,0.00023727,-0.0032315,-0.0044176,-0.00047363
2331,N,False,-0.0055604,-0.005449,-0.0053317,-0.0053476,-0.0054997
2332,N,False,-0.0055604,-0.005449,-0.0053317,-0.0053476,-0.0054997
2333,N,False,-0.0055604,-0.005449,-0.0053317,-0.0053476,-0.0054997
2334,N,False,-0.0081271,-0.0072573,-0.005582,-0.007477,-0.0074865
2335,N,False,0.0036864,0.0014805,0.0015222,0.0023721,0.0014291
2336,N,False,-0.0045888,-0.0048285,-0.0047794,-0.0051559,-0.0047692
2337,N,False,-0.0048348,-0.0049517,-0.0032305,-0.004508,-0.0051914
2338,N,False,-0.00038912,-0.00052522,0.00057568,-0.00065204,-6.0391e-05
2339,N,False,-0.0086784,-0.0087451,-0.0080785,-0.0079466,-0.0076753
2340,N,False,-0.011663,-0.010688,-0.0094469,-0.013528,-0.013912
2341,N,False,0.0049728,0.0058121,0.0042727,0.0054323,0.0036152
2342,N,False,0.0020345,0.0024947,0.0039643,0.0043542,0.0052624
2343,N,False,-0.0057429,-0.0064322,-0.0047065,-0.005955,-0.0066567
2344,N,False,0.0020794,0.0019992,0.00215,0.0032802,0.003243
2345,N,False,0.0032397,0.0037647,0.0034408,0.0028953,0.0027092
2346,N,False,0.00075524,0.0027632,0.002758,0.0037204,0.004331
2347,N,False,-0.005294,-0.0068419,-0.0069775,-0.0060891,-0.0061535
2348,N,False,-0.0066226,-0.0077351,-0.0067166,-0.0059613,-0.0068559
2349,N,False,0.003191,0.0057806,0.0074443,0.0063231,0.0073124
2350,N,False,0.0034892,0.003232,0.0032758,0.0039104,0.003141
2351,N,False,0.013588,0.014369,0.01424,0.012808,0.012812
2352,N,False,-0.0040777,-0.0015207,-0.0064859,-0.0033709,-0.0086203
2353,N,False,0.0071908,0.0083667,0.0067473,0.0075633,0.0064008
2354,N,False,-0.0011357,-0.0010127,0.00030212,-0.00017908,0.00092541
2355,N,False,-0.0013708,-0.0019678,-0.0017648,-0.0018801,-0.0015692
2356,N,False,0.00042903,0.0012101,0.0037651,0.0047315,0.0038566
2357,N,False,0.0058771,0.0045547,0.004071,0.0026714,0.0012488
2358,N,False,0.012898,0.012972,0.017339,0.019826,0.018594
2359,N,False,0.0036502,0.0036023,0.0045446,0.0023636,0.0028134
2360,N,False,0.0088054,0.009811,0.008846,0.0067821,0.010055
2361,N,False,-0.002854,-0.0016908,-0.0017579,-0.0025142,-0.0021473
2362,N,False,0.013984,0.016236,0.011834,0.0094602,0.010467
2363,N,False,-0.0031083,-0.0024975,-0.0026644,-0.0038722,-0.0015265
2364,N,False,0.00028743,0.0013454,0.0014096,0.0012866,0.0011147
2365,N,False,-0.04359,-0.048965,-0.047462,-0.043086,-0.040195
2366,N,False,0.0057945,0.003295,0.0030978,0.0031726,0.0049653
2367,N,False,0.019117,0.019347,0.018667,0.019434,0.02064
2368,N,False,-0.0020114,-0.0030903,-0.00064874,-0.00093331,-0.0016593
2369,N,False,0.018079,0.01994,0.021853,0.016631,0.0088164
2370,N,False,-0.0059981,-0.0051265,-0.0087143,-0.0055291,-0.0038874
2371,N,False,-0.0032629,-0.0099441,-0.00075067,-0.0036463,-0.0023742
2372,N,False,0.023828,0.021028,0.01934,0.018302,0.018243
2373,N,False,2.8799e-05,0.00022343,0.00085506,9.0169e-05,0.0020935
2374,N,False,0.0020176,0.0036948,0.0022695,0.0032136,0.0014446
2375,N,False,0.010933,0.011539,0.0092845,0.0088977,0.0052322
2376,N,False,-0.0058737,-0.0078174,-0.012211,-0.0040407,-0.0059674
2377,N,False,-0.0012148,-0.0012254,-0.00063525,-0.00041474,-0.00052835
2378,N,False,0.002744,0.0027421,0.0027709,0.0029387,0.003705
2379,N,False,-0.0010378,-0.0013121,-0.00099813,-0.00073931,-0.0013754
2380,N,False,-0.0015928,-0.0020373,-0.0021246,-0.0020968,-0.0021692
2381,N,False,0.0012168,0.0017054,0.0012327,0.0018701,0.001049
2382,N,False,-0.0055804,-0.0075719,-0.0086595,-0.0065926,-0.0078896
2383,N,False,0.0051976,0.0053309,0.0045108,0.0046828,0.0046349
2384,N,False,0.023843,0.024866,0.023943,0.023153,0.020384
2385,N,False,0.0072311,0.0064898,0.00737,0.011721,0.010553
2386,N,False,-0.0016616,-0.0023565,-0.0003657,0.00012438,-0.0010826
2387,N,False,-0.0052183,-0.0046738,-0.0051882,-0.004906,-0.0054996
2388,N,False,-0.0057969,-0.0045601,-0.0068647,-0.0067123,-0.0084669
2389,N,False,0.0039819,0.004226,0.0037464,0.0037405,0.0030056
2390,N,False,0.0016718,-0.0048808,-0.00018335,0.0047381,0.0012933
2391,N,False,-0.011,-0.0098595,-0.0089167,-0.010787,-0.0094775
2392,N,False,0.0042577,0.0042324,0.0041951,0.0036683,0.0041328
2393,N,False,0.00097672,-0.00086148,-0.0013554,1.9555e-07,-0.00081936
2394,N,False,0.001867,0.0024017,0.0026425,0.0029987,0.0030882
2395,N,False,0.0039949,0.00049278,0.0025259,0.0048068,0.0082229
2396,N,False,-0.0019425,-0.0021969,-0.0024537,-0.0023925,-0.0019619
2397,N,False,0.0061456,0.0068165,0.0065525,0.0067166,0.0072362
2398,N,False,-0.0001177,0.00042217,0.0011324,-0.00035128,0.0011405
2399,N,False,0.00017076,-3.5845e-05,0.0001299,0.00019262,0.00021382
2400,N,False,0.016252,0.015157,0.019826,0.016911,0.021038
2401,N,False,0.013298,0.014614,0.013912,0.010802,0.014736
2402,N,False,0.0044964,-0.0065997,0.0030212,0.0021294,0.007552
2403,N,False,0.017195,0.015596,0.013588,0.0081316,0.0072937
2404,N,False,-0.00092974,-0.00020781,-0.0016127,-0.001904,-0.0015338
2405,N,False,0.0045801,0.0046755,0.0052886,0.0036719,0.0046041
2406,N,False,-0.0014328,-0.00092367,-0.0018273,-0.0018017,-0.0022496
2407,N,False,0.005403,0.0062445,0.0056702,0.0057974,0.0055283
2408,N,False,-0.0047171,-0.0015898,-0.0016553,-0.0031504,-8.6653e-05
2409,N,False,-0.0031669,-0.0075812,-0.0060531,-0.012783,-0.012744
2410,N,False,-0.00057338,-0.0019014,-0.0025278,-0.0019279,-0.0003671
2411,N,False,0.0067849,0.0073993,0.0079154,0.0082051,0.0083418
2412,N,False,0.0043614,0.0040215,0.0044895,0.0040639,0.0048336
2413,N,False,0.0030344,0.0031387,0.0029698,0.0028545,0.0027539
2414,N,False,0.0022201,0.0019185,0.0023838,0.0028083,0.0032617
2415,N,False,0.0056101,0.0057257,0.0059334,0.0056712,0.0056918
2416,N,False,-0.0022837,-8.86e-05,-0.0015834,-0.00093396,-0.0020056
2417,N,False,-6.9836e-05,-0.00026239,0.00056066,0.00053997,0.0014496
2418,N,False,-9.965e-05,-0.00011732,-0.00029303,-0.00044001,-4.6535e-07
2419,N,False,0.003352,0.0028818,0.00085199,-0.0011199,-0.0015848
2420,N,False,-0.0082899,-0.0085491,-0.0084744,-0.0084459,-0.0087657
2421,N,False,-0.0024004,-0.0018389,-0.0019487,-0.0017229,-0.0017879
2422,N,False,-0.015485,-0.013804,-0.014025,-0.014524,-0.013934
2423,N,False,0.026834,0.026266,0.02649,0.026749,0.027216
2424,N,False,0.03579,0.029479,0.03114,0.029614,0.02972
2425,N,False,0.0012755,0.0014134,-0.0018136,-0.0024168,-0.002842
