,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5
1582,B,False,48.35,48.227,48.431,48.312,48.391
1583,B,False,34.289,34.44,34.596,35.154,35.148
1584,B,False,44.732,44.945,45.003,45.078,44.729
1585,B,False,50.619,50.355,49.83,49.396,49.277
1586,B,False,30.922,30.906,31.245,31.24,32.022
1587,B,False,37.501,37.414,36.881,37.021,36.93
1588,B,False,62.374,62.048,62.432,62.26,62.463
1589,B,False,34.184,34.086,34.306,34.146,34.012
1590,B,False,26.212,26.175,25.958,25.986,26.168
1591,B,True,48.738,48.865,48.314,48.054,48.643
1592,B,False,37.424,37.011,37.544,37.854,37.923
1593,B,False,35.294,35.368,35.412,35.477,34.975
1594,B,False,35.496,36.461,35.379,35.831,35.844
1595,B,False,46.346,46.112,45.918,46.278,46.484
1596,B,False,43.425,42.129,41.738,40.407,40.782
1597,B,False,41.843,41.796,41.658,41.6,41.735
1598,B,False,28.667,29.199,28.85,29.19,29.703
1599,B,True,29.695,30.009,29.981,29.652,30.154
1600,B,False,54.39,54.615,54.843,55.443,56.16
1601,B,False,58.874,58.76,58.963,58.669,58.58
1602,B,False,32.753,32.707,32.601,32.353,32.024
1603,B,False,26.422,26.556,26.398,26.474,26.218
1604,B,False,31.536,31.217,30.825,31.161,31.089
1605,B,False,38.82,40.532,40.313,39.896,39.866
1606,B,False,32.292,32.203,31.636,31.517,30.959
1607,B,False,50.552,50.404,50.611,50.459,50.233
1608,B,True,28.813,29.162,29.23,29.283,29.073
1609,B,True,31.406,29.807,31.328,31.493,31.86
1610,B,False,28.489,28.597,28.527,28.801,28.884
1611,B,False,49.932,51.498,51.683,49.756,51.732
1612,B,False,57.639,56.606,59.316,57.052,58.541
1613,B,False,48.328,48.482,47.995,48.24,47.719
1614,B,False,28.988,28.886,29.639,29.384,28.622
1615,B,False,39.582,40.122,40.538,40.318,39.949
1616,B,False,53.225,53.703,53.706,54.25,53.978
1617,B,False,35.467,36.083,36.363,35.712,35.691
1618,B,False,30.706,30.535,29.854,30.341,31.898
1619,B,False,33.352,34.177,33.689,31.789,33.462
1620,B,False,39.891,38.685,40.464,40.529,40.616
1621,B,False,49.438,49.028,49.452,49.857,49.888
1622,B,False,53.076,52.79,52.722,52.257,52.315
1623,B,False,31.149,31.214,31.161,31.179,31.158
1624,B,True,25.433,25.383,25.513,25.882,25.672
1625,B,False,55.333,54.84,54.607,54.45,54.568
1626,B,False,49.827,50.97,50.758,49.755,50.444
1627,B,False,37.54,37.448,39.289,38.413,37.807
1628,B,False,54.527,54.693,54.984,54.738,54.854
1629,B,True,30.121,29.35,28.784,29.114,29.065
1630,B,False,45.155,44.536,43.863,43.847,44.362
1631,B,False,34.025,33.385,33.633,33.58,34.228
1632,B,False,36.126,31.328,32.316,31.739,32.082
1633,B,False,55.029,54.914,54.841,55.21,54.893
1634,B,False,31.376,31.139,31.253,31.358,31.03
1635,B,False,63.705,64.491,63.514,61.046,62.008
1636,B,False,39.71,39.362,39.206,38.96,39.365
1637,B,False,30.881,31.608,31.432,31.071,31.22
1638,B,False,32.136,31.889,32.068,32.047,31.805
1639,B,False,22.755,22.66,22.663,22.723,23.011
1640,B,False,37.336,37.877,37.092,38.446,37.865
1641,B,False,42.314,42.069,42.385,42.335,42.172
1642,B,False,32.197,35.43,34.957,32.462,32.194
1643,B,False,49.721,49.97,49.863,49.975,50.213
1644,B,False,28.172,27.89,27.691,27.554,27.586
1645,B,False,43.541,43.635,43.775,43.867,43.918
1646,B,False,37.453,38.022,39.113,39.906,42.245
1647,B,False,33.232,33.561,33.502,32.521,31.9
1648,B,False,53.789,53.596,53.706,54.161,54.112
1649,B,False,29.932,29.694,30.133,29.87,29.724
1650,B,False,28.655,29.198,28.947,28.75,29.408
1651,B,True,27.507,28.462,27.161,27.895,26.711
1652,B,False,42.578,40.77,41.306,40.806,42.657
1653,B,False,47.094,47.271,47.274,47.238,47.343
1654,B,False,38.001,37.816,37.903,37.65,37.504
1655,B,False,32.634,32.888,32.37,31.778,31.633
1656,B,False,37.224,37.335,37.695,37.132,36.624
1657,B,False,33.006,32.177,31.561,31.263,29.987
1658,B,False,41.244,40.954,40.878,39.549,42.097
1659,B,False,62.126,61.474,61.206,60.167,60.381
1660,B,False,33.289,32.355,31.938,31.536,31.758
1661,B,False,37.45,37.894,37.578,38.198,37.971
1662,B,False,36.694,36.979,36.506,35.768,36.898
1663,B,False,58.963,58.669,58.58,58.689,58.637
1664,B,False,25.068,25.013,25.152,25.101,24.886
1665,B,False,34.246,34.363,35.085,35.101,35.033
1666,B,False,32.504,32.479,32.052,31.879,32.379
1667,B,False,55.485,55.253,55.665,55.65,55.771
1668,B,True,32.197,32.064,31.484,31.627,31.676
1669,B,True,37.255,36.539,36.191,36.072,36.441
1670,B,False,42.375,42.153,42.623,42.708,42.747
1671,B,False,46.454,46.181,45.641,45.742,46.134
1672,B,False,38.831,39.687,39.213,38.868,39.423
1673,B,False,59.562,59.614,60.284,60.401,60.909
1674,B,False,32.59,32.827,32.798,32.609,32.353
1675,B,False,44.21,43.63,43.685,44.075,43.824
1676,B,False,48.876,48.858,47.73,47.601,51.412
1677,B,False,43.192,43.019,43.121,43.045,43.249
1678,B,True,30.347,28.669,28.765,28.031,27.664
1679,B,False,44.871,44.779,44.814,44.888,44.762
1680,B,False,33.438,33.142,33.09,33.204,33.101
1681,B,False,38.19,37.213,38.332,37.304,44.762
1682,B,False,29.374,29.45,29.389,29.355,28.804
1683,B,False,30.145,29.853,29.862,30.241,30.193
1684,B,False,51.641,51.594,51.043,51.363,51.654
1685,B,False,37.362,37.23,37.54,37.241,37.091
1686,B,False,30.368,30.246,30.343,30.454,30.632
1687,B,False,26.961,26.729,26.55,26.643,25.771
1688,B,False,32.161,31.976,32.271,32.033,32.95
1689,B,False,55.966,55.272,55.419,55.227,54.438
1690,B,False,36.995,35.833,36.895,39.322,38.901
1691,B,False,27.251,27.127,27.762,27.758,26.968
1692,B,False,42.389,42.58,42.811,42.759,42.387
1693,B,False,29.958,30.135,30.163,30.048,29.496
1694,B,False,46.137,45.447,45.137,45.58,45.034
1695,B,False,51.766,51.813,51.91,51.425,51.483
1696,B,False,40.399,40.371,40.21,39.947,41.281
1697,B,True,31.843,31.772,31.961,31.196,31.238
1698,B,False,25.105,24.899,25.191,25.269,25.412
1699,B,False,35.968,35.488,35.416,35.377,35.304
1700,B,False,54.138,54.427,54.605,55.084,56.588
1701,B,False,38.125,38.532,38.614,37.899,37.43
1702,B,False,36.812,37.164,36.967,36.534,37.293
1703,B,False,53.37,53.54,52.2,54.336,54.449
1704,B,False,26.63,26.664,26.246,26.315,26.522
1705,B,True,38.837,38.967,38.589,38.034,37.557
1706,B,False,34.774,34.822,34.282,35.368,34.338
1707,B,False,49.805,46.998,50.164,49.158,47.373
1708,B,False,42.33,42.714,42.715,42.739,42.543
1709,B,False,53.638,53.85,54.136,54.215,54.062
1710,B,False,31.814,32.208,32.318,32.253,31.875
1711,B,False,47.491,47.94,48.084,47.83,47.979
1712,B,False,28.553,28.669,27.979,27.947,28.546
1713,B,False,28.54,28.096,29.109,29.618,29.523
1714,B,False,49.841,50.506,51.376,51.255,50.412
1715,B,False,30.361,31.019,30.945,31.11,30.875
1716,B,False,29.381,29.831,30.013,30.594,30.237
1717,B,False,59.601,60.64,60.113,59.223,58.564
1718,B,False,33.631,32.561,32.683,33.473,33.46
1719,B,False,30.218,30.08,29.525,29.932,29.945
1720,B,False,37.804,37.515,37.466,37.064,37.069
1721,B,False,27.505,27.507,28.217,27.846,27.838
1722,B,False,42.947,44.88,43.652,43.739,44.313
1723,B,False,30.478,30.354,31.194,31.239,31.213
1724,B,False,30.065,29.784,30.176,30.443,29.879
1725,B,False,35.331,34.594,34.27,34.792,34.696
1726,B,False,48.922,50.327,51.574,50.234,46.728
1727,B,False,45.961,45.773,45.72,45.43,45.198
1728,B,False,32.07,32.246,31.987,31.554,31.021
1729,B,False,58.367,58.988,59.307,58.352,58.246
1730,B,False,28.784,29.114,29.065,29.404,29.288
1731,B,False,28.323,27.712,28.247,28.307,28.071
1732,B,False,31.529,34.724,32.147,31.684,32.278
1733,B,False,34.406,34.794,34.772,34.37,34.018
1734,B,False,34.799,34.66,34.909,34.796,34.988
1735,B,False,29.028,29.379,29.636,29.972,30.547
1736,B,False,36.563,37.373,36.586,36.475,38.539
1737,B,False,31.42,31.548,31.419,31.914,31.212
1738,B,False,38.334,37.939,38.136,37.649,37.521
1739,B,False,27.922,28.245,27.665,28.607,27.675
1740,B,False,35.186,35.183,35.78,35.22,34.977
1741,B,False,26.92,27.477,26.771,27.095,26.634
1742,B,False,42.698,42.685,43.259,43.289,43.375
1743,B,False,53.209,53.419,53.174,52.479,52.473
1744,B,False,38.68,38.872,39.393,38.794,38.653
1745,B,False,48.923,48.664,48.504,48.341,47.993
1746,B,False,49.377,49.041,49.188,49.126,49.794
1747,B,False,39.142,37.666,37.737,38.701,38.78
1748,B,True,35.912,36.218,36.057,36.221,35.915
1749,B,False,35.418,35.288,35.546,35.579,35.443
1750,B,False,31.254,31.482,31.362,30.959,31.708
1751,B,False,37.619,37.479,36.952,37.639,37.487
1752,B,False,53.487,53.491,54.736,56.417,53.551
1753,B,False,40.049,41.585,40.589,41.733,41.413
1754,B,False,47.357,47.413,47.58,47.603,47.436
1755,B,False,47.149,47.656,47.56,47.343,47.131
1756,B,False,52.908,52.98,53.31,53.636,53.727
1757,B,False,33.002,33.165,32.934,32.803,33.105
1758,B,False,58.896,57.346,55.961,55.908,54.35
1759,B,False,37.704,38.745,39.678,39.765,40.076
1760,B,False,28.296,28.194,28.476,28.369,28.426
1761,B,False,36.855,37.11,37.071,37.284,37.123
1762,B,False,46.94,46.333,45.663,46.418,47.302
1763,B,False,45.092,45.316,44.966,45.605,45.664
1764,B,False,27.988,28.476,27.989,28.404,28.617
1765,B,False,32.921,33.143,32.861,32.835,32.923
1766,B,False,36.683,36.497,36.779,36.155,36.587
1767,B,False,28.637,28.394,28.596,29.206,29.949
1768,B,False,48.671,54.03,51.757,52.69,53.311
1769,B,False,41.782,40.55,39.295,39.518,42.051
1770,B,False,46.794,46.365,46.224,46.316,46.905
1771,B,False,33.294,32.758,32.581,33.726,33.541
1772,B,False,37.729,37.436,37.473,37.189,37.043
1773,B,False,53.675,53.434,53.372,53.406,53.272
1774,B,False,58.194,59.033,58.621,58.091,58.049
1775,B,False,31.267,31.314,31.254,31.487,31.644
1776,B,False,37.312,38.064,37.949,37.475,36.845
1777,B,False,27.368,28.301,27.164,27.406,28.17
1778,B,False,44.357,44.686,44.996,45.765,45.488
1779,B,False,29.386,29.214,29.181,29.646,29.466
1780,B,False,50.299,50.561,50.913,50.642,50.261
1781,B,False,35.943,36.213,35.496,35.481,35.65
1782,B,False,34.288,34.339,34.639,34.313,34.474
1783,B,False,44.514,43.875,43.82,44.33,44.03
1784,B,False,30.989,29.753,29.94,29.6,29.708
1785,B,False,48.876,49.41,48.529,48.43,48.318
1786,B,False,47.722,45.966,47.147,47.745,46.21
1787,B,False,37.369,38.151,37.989,37.659,38.061
1788,B,False,0.0,0.0,23.38,36.565,37.255
1789,B,False,33.814,34.124,34.342,34.101,34.382
1790,B,False,28.765,28.031,27.664,28.668,28.453
1791,B,False,45.345,45.796,45.419,45.31,45.636
1792,B,False,29.665,29.419,29.072,27.952,29.506
1793,B,False,26.466,26.482,25.458,25.578,26.036
1794,B,False,31.509,32.193,31.75,32.034,31.296
1795,B,False,35.669,37.207,37.059,35.885,34.751
1796,B,False,28.638,28.592,28.735,28.69,28.854
1797,B,False,41.845,41.69,42.072,42.03,39.799
1798,B,True,41.472,42.073,42.58,42.58,43.646
1799,B,False,48.011,48.344,48.555,47.922,47.824
1800,B,False,30.271,30.792,30.147,30.392,30.488
1801,B,False,30.725,30.974,31.129,31.338,31.23
1802,B,False,26.946,26.638,26.292,26.026,26.697
1803,B,False,46.79,48.642,49.841,50.506,51.376
1804,B,False,45.64,46.239,46.189,45.493,45.639
1805,B,False,40.892,40.447,40.51,40.545,40.245
1806,B,False,26.791,26.524,26.982,26.958,27.27
1807,B,False,25.879,25.358,24.444,25.94,23.894
1808,B,False,27.485,27.423,27.762,27.793,27.681
1809,B,False,30.528,30.473,30.607,30.473,30.286
1810,B,False,28.088,28.321,28.482,27.679,27.216
1811,B,False,48.222,48.096,48.199,48.591,48.476
1812,B,False,60.673,60.616,59.858,59.756,59.564
1813,B,False,45.669,48.242,50.359,49.253,49.993
1814,B,False,26.281,26.013,26.16,27.053,26.896
1815,B,False,25.932,26.037,26.074,25.81,25.784
1816,B,False,35.205,35.772,36.573,36.46,37.476
1817,B,False,31.096,31.508,31.835,30.827,31.623
1818,B,False,38.13,38.829,39.608,39.411,38.828
1819,B,False,39.599,39.599,38.831,39.687,39.213
1820,B,True,44.577,45.475,44.639,46.12,45.545
1821,B,False,33.508,33.375,32.801,32.744,32.958
1822,B,False,39.763,39.296,39.981,41.186,39.21
1823,B,False,37.266,37.306,37.084,36.725,36.238
1824,B,False,46.408,47.072,46.932,46.79,46.682
1825,B,False,34.638,34.377,34.192,34.253,34.735
1826,B,False,46.58,46.493,46.113,45.795,45.949
1827,B,False,31.274,31.856,32.216,32.221,31.984
1828,B,False,45.289,45.267,45.722,45.688,45.645
1829,B,False,32.918,33.764,33.458,33.041,33.504
1830,B,False,54.463,54.036,52.727,53.073,52.59
1831,B,False,32.246,32.164,32.14,32.219,32.06
1832,B,False,36.494,35.678,35.273,35.527,35.025
1833,B,False,41.587,41.592,41.457,41.345,41.223
1834,B,False,40.059,39.756,38.968,38.985,39.233
1835,B,False,46.26,45.821,45.717,46.206,46.018
1836,B,False,34.078,34.535,33.991,33.813,33.631
1837,B,False,33.109,33.506,33.043,33.135,33.39
1838,B,False,44.487,45.172,44.762,44.57,44.957
1839,B,False,54.061,54.17,54.106,53.968,53.677
1840,B,False,56.765,57.223,57.264,57.073,56.871
1841,B,False,47.005,47.117,47.067,46.442,46.19
1842,B,False,45.137,45.58,45.034,45.772,46.504
1843,B,False,54.378,54.348,54.179,53.82,53.282
1844,B,False,32.95,31.815,31.74,32.985,33.873
1845,B,False,53.275,53.643,53.945,54.205,54.816
1846,B,False,30.998,31.049,30.584,30.591,30.276
1847,B,False,53.47,53.065,53.236,52.982,53.383
1848,B,False,45.324,45.749,45.438,44.201,44.463
1849,B,False,39.57,40.505,40.258,39.662,41.985
1850,B,False,31.037,29.28,29.285,29.823,30.238
1851,B,False,31.132,30.943,30.394,30.582,30.301
1852,B,False,42.827,42.451,42.309,42.145,41.845
1853,B,False,41.715,40.85,39.538,40.393,40.42
1854,B,False,52.018,52.269,52.441,52.483,52.597
1855,B,False,43.543,43.453,43.762,43.204,43.411
1856,B,False,66.552,66.539,66.581,66.404,66.09
1857,B,False,47.661,47.308,46.92,47.829,47.849
1858,B,False,30.026,29.077,29.354,29.358,29.027
1859,B,False,55.665,55.65,55.771,56.055,55.995
1860,B,False,31.842,31.99,31.572,31.617,31.57
1861,B,False,26.165,26.045,26.06,26.275,26.397
1862,B,False,46.054,45.838,44.934,45.749,45.888
1863,B,False,39.094,39.245,38.951,38.906,38.67
1864,B,False,30.123,29.928,30.167,30.441,30.056
1865,B,False,32.81,32.465,32.442,31.974,31.489
1866,B,False,28.452,28.183,27.752,28.251,29.268
1867,B,False,0.0,20.892,0.0,0.0,36.64
1868,B,False,45.738,44.638,45.336,45.163,45.202
1869,B,False,38.148,37.766,38.284,38.832,38.081
1870,B,False,40.963,40.977,40.68,40.668,41.424
1871,B,False,39.982,40.579,40.736,40.507,40.178
1872,B,False,30.98,31.236,30.713,30.836,30.897
1873,B,False,44.039,43.825,44.039,44.348,44.471
1874,B,False,39.556,39.303,39.288,40.161,40.243
1875,B,False,33.982,34.751,34.978,34.57,34.062
1876,B,False,38.507,37.942,38.128,38.454,38.54
1877,B,False,40.166,40.25,40.005,40.083,40.184
1878,B,False,27.444,27.548,27.896,27.86,27.249
1879,B,False,47.272,47.028,47.393,47.211,47.161
1880,B,False,32.208,32.318,32.253,31.875,31.704
1881,B,False,31.779,30.673,31.796,32.113,31.52
1882,B,False,35.363,35.647,35.423,35.718,36.019
1883,B,False,29.384,29.754,30.007,30.196,30.382
1884,B,False,61.522,62.048,61.167,60.406,60.034
1885,B,False,45.407,43.858,44.661,44.004,44.991
1886,B,False,31.679,32.23,32.249,32.357,31.82
1887,B,False,39.883,40.422,41.688,41.546,40.136
1888,B,False,25.684,24.833,25.672,25.349,25.043
1889,B,False,44.763,45.032,45.236,44.853,45.739
1890,B,False,58.166,58.498,58.686,58.778,58.558
1891,B,False,28.501,28.173,28.3,28.277,28.452
1892,N,False,28.416,28.505,28.359,28.812,28.897
1893,N,False,41.457,39.907,40.461,41.612,41.864
1894,N,False,33.471,33.118,32.546,34.13,33.368
1895,N,False,29.294,29.813,29.566,30.674,29.662
1896,N,False,33.97,33.094,32.887,32.378,32.523
1897,N,False,29.665,30.077,30.601,29.603,30.348
1898,N,False,31.818,31.992,31.885,31.404,32.592
1899,N,False,28.616,28.508,29.266,29.241,29.009
1900,N,False,29.905,29.172,29.55,29.389,29.4
1901,N,False,32.041,32.143,32.764,31.3,31.384
1902,N,False,44.546,41.962,42.418,45.152,45.629
1903,N,False,29.345,29.645,29.64,29.639,29.974
1904,N,False,50.105,51.5,51.867,52.965,52.546
1905,N,False,28.952,28.732,28.246,28.998,28.538
1906,N,False,35.534,35.042,34.453,34.567,34.714
1907,N,False,33.437,33.298,33.053,33.185,33.113
1908,N,False,32.542,31.761,31.369,31.459,32.093
1909,N,False,42.915,42.791,42.355,41.775,41.774
1910,N,False,37.381,37.154,36.727,36.427,36.483
1911,N,False,32.55,31.669,33.313,33.985,32.462
1912,N,False,38.583,40.411,40.214,40.34,39.996
1913,N,False,30.777,31.757,31.594,31.306,30.858
1914,N,False,38.248,38.852,35.629,33.596,31.474
1915,N,False,35.815,36.307,37.818,37.39,36.005
1916,N,False,46.446,51.201,53.746,56.484,53.063
1917,N,False,37.551,37.635,37.27,37.03,39.221
1918,N,False,47.256,46.936,47.098,47.228,46.975
1919,N,False,33.979,35.479,35.169,33.559,33.912
1920,N,False,44.234,44.341,44.193,44.145,44.188
1921,N,False,28.187,28.474,28.153,28.547,27.822
1922,N,False,44.235,44.548,44.614,44.31,44.393
1923,N,False,28.85,28.965,29.069,29.108,29.293
1924,N,False,35.062,35.679,35.764,34.975,35.423
1925,N,False,32.044,31.678,31.437,31.846,32.031
1926,N,False,29.382,28.997,29.284,29.325,28.225
1927,N,False,28.611,28.731,28.887,29.208,29.306
1928,N,False,43.566,44.594,42.83,42.29,43.224
1929,N,False,49.882,50.092,49.757,50.317,49.761
1930,N,False,39.875,39.676,40.214,39.914,39.786
1931,N,False,33.642,33.68,33.503,33.639,33.48
1932,N,False,38.403,38.34,38.532,38.489,38.493
1933,N,False,34.079,33.734,33.41,33.709,33.569
1934,N,False,36.642,39.318,36.813,37.926,37.521
1935,N,False,28.359,27.805,27.893,27.843,28.24
1936,N,False,53.109,53.134,53.121,52.892,52.743
1937,N,False,34.511,34.637,34.699,34.737,34.76
1938,N,False,34.511,34.637,34.699,34.737,34.76
1939,N,False,31.378,31.776,32.626,32.964,33.302
1940,N,False,33.817,33.987,34.461,34.043,33.943
1941,N,False,28.293,28.226,28.418,28.191,28.667
1942,N,False,39.04,38.908,38.924,37.995,39.528
1943,N,False,30.49,30.223,30.097,30.177,30.021
1944,N,False,43.549,43.435,43.463,43.099,43.007
1945,N,False,31.646,31.43,31.76,32.083,31.705
1946,N,False,52.113,52.817,52.95,53.306,53.283
1947,N,False,30.935,30.721,30.836,29.947,32.604
1948,N,False,31.289,30.352,30.529,30.946,31.203
1949,N,False,56.123,56.275,55.948,56.174,56.385
1950,N,False,43.934,42.489,42.382,42.803,42.637
1951,N,False,51.117,51.021,55.264,50.826,50.738
1952,N,False,44.994,44.372,45.212,45.043,45.223
1953,N,False,43.578,43.278,43.559,42.058,42.866
1954,N,False,56.006,49.927,49.589,54.932,48.792
1955,N,False,46.754,46.515,46.007,45.784,46.587
1956,N,False,26.567,26.524,26.311,26.258,26.365
1957,N,False,34.693,34.345,34.089,34.09,33.502
1958,N,False,47.3,46.342,46.364,46.716,46.631
1959,N,False,38.199,38.559,38.405,38.701,38.736
1960,N,False,37.727,37.897,37.67,37.285,37.27
1961,N,False,32.163,32.285,32.565,32.278,32.189
1962,N,False,38.644,38.413,39.578,39.158,39.457
1963,N,False,53.726,53.572,53.193,53.192,53.3
1964,N,False,33.638,33.592,33.879,33.502,32.584
1965,N,False,37.158,37.499,37.777,37.444,37.423
1966,N,False,35.026,34.617,33.958,34.273,35.283
1967,N,False,42.114,42.491,41.355,41.374,41.598
1968,N,False,34.282,33.934,33.296,33.585,33.288
1969,N,False,34.282,33.934,33.296,33.585,33.288
1970,N,False,56.289,56.551,56.236,55.737,55.766
1971,N,False,44.328,44.347,44.76,44.917,44.908
1972,N,False,34.322,34.248,34.353,34.375,34.399
1973,N,False,45.978,46.635,45.787,46.361,44.585
1974,N,False,39.069,38.971,38.873,38.625,38.214
1975,N,False,36.964,37.079,37.166,37.211,37.448
1976,N,False,45.913,45.703,45.677,45.665,45.878
1977,N,False,34.465,34.32,34.146,34.206,34.081
1978,N,False,34.686,33.939,34.986,34.456,33.872
1979,N,False,35.093,34.993,34.927,34.998,35.281
1980,N,False,35.093,34.993,34.927,34.998,35.281
1981,N,False,32.475,32.45,32.032,33.101,33.445
1982,N,False,32.475,32.45,32.032,33.101,33.445
1983,N,False,29.233,29.286,29.382,29.323,29.378
1984,N,False,53.276,53.362,53.113,52.993,53.123
1985,N,False,41.389,41.534,41.829,42.287,43.27
1986,N,False,43.817,43.696,43.691,44.017,43.781
1987,N,False,51.637,51.705,51.816,51.663,51.894
1988,N,False,36.789,36.36,36.554,36.177,34.935
1989,N,False,30.983,32.519,30.749,31.197,30.982
1990,N,False,41.732,41.535,42.405,40.308,42.303
1991,N,False,42.794,43.226,43.026,42.237,42.94
1992,N,False,47.989,48.258,48.219,48.122,48.114
1993,N,False,38.366,37.337,36.849,36.2,36.451
1994,N,False,41.508,41.476,41.303,41.238,41.234
1995,N,False,42.619,42.585,42.599,42.507,43.473
1996,N,False,24.91,25.046,25.133,24.921,24.815
1997,N,False,77.627,65.606,65.389,64.872,63.764
1998,N,False,30.893,31.664,31.847,31.606,31.358
1999,N,False,46.23,45.982,44.754,44.993,43.676
2000,N,False,29.698,29.682,29.245,29.291,29.77
2001,N,False,28.048,27.804,28.071,29.007,28.748
2002,N,False,39.362,38.544,38.655,40.135,40.369
2003,N,False,27.469,27.309,27.433,27.508,27.018
2004,N,False,37.977,38.475,38.509,38.815,38.629
2005,N,False,30.639,31.075,31.451,30.671,30.983
2006,N,False,43.247,43.44,42.495,42.406,42.794
2007,N,False,33.645,34.791,34.361,34.049,33.815
2008,N,False,30.07,31.128,31.351,30.504,30.411
2009,N,False,45.926,45.908,45.863,43.262,40.261
2010,N,False,30.298,30.722,30.002,30.051,30.246
2011,N,False,27.157,26.814,27.219,27.31,27.097
2012,N,False,40.146,40.134,40.377,40.27,39.971
2013,N,False,43.21,43.405,43.177,43.057,43.466
2014,N,False,43.21,43.405,43.177,43.057,43.466
2015,N,False,37.258,38.428,40.651,40.252,40.222
2016,N,False,37.926,37.353,36.821,37.898,37.177
2017,N,False,53.979,54.225,54.282,54.361,53.973
2018,N,False,41.479,41.983,42.152,42.337,41.937
2019,N,False,57.387,57.228,56.976,56.998,56.698
2020,N,False,44.612,44.73,44.467,42.943,42.908
2021,N,False,45.577,46.046,45.872,45.907,46.051
2022,N,False,44.612,44.73,44.467,42.943,42.908
2023,N,False,45.111,45.196,45.075,45.204,45.137
2024,N,False,32.736,33.115,33.805,32.751,32.988
2025,N,False,41.585,41.941,43.093,42.219,44.645
2026,N,False,50.321,50.409,50.019,50.148,50.254
2027,N,False,33.197,34.069,34.232,34.62,34.985
2028,N,False,43.521,43.554,43.443,43.79,43.18
2029,N,False,38.624,38.572,38.72,38.751,38.624
2030,N,False,30.968,30.842,31.477,31.223,31.439
2031,N,False,62.787,61.658,62.095,61.788,61.366
2032,N,False,35.975,36.152,36.273,36.212,36.222
2033,N,False,45.084,45.022,45.621,45.003,44.782
2034,N,False,38.68,38.393,39.742,39.316,38.99
2035,N,False,32.367,32.542,31.669,31.177,31.525
2036,N,False,37.517,36.82,36.849,36.091,35.306
2037,N,False,48.794,48.149,48.102,48.164,48.123
2038,N,False,40.142,39.281,40.125,39.03,39.442
2039,N,False,30.182,30.191,30.454,30.599,30.91
2040,N,False,43.754,44.555,43.636,41.903,42.295
2041,N,False,35.393,35.105,35.548,36.199,35.029
2042,N,False,39.002,39.379,39.409,39.265,39.295
2043,N,False,29.633,28.946,28.357,28.151,28.113
2044,N,False,35.485,34.859,35.436,35.795,35.767
2045,N,False,52.307,52.244,53.078,51.679,51.219
2046,N,False,38.577,44.295,51.969,57.035,56.77
2047,N,False,30.587,31.242,31.045,31.54,30.943
2048,N,False,31.486,31.28,31.98,31.77,31.687
2049,N,False,45.137,44.58,45.159,45.155,45.802
2050,N,False,35.584,36.3,36.267,35.865,35.234
2051,N,False,35.311,35.258,35.636,35.399,35.34
2052,N,False,28.24,28.89,28.131,27.825,27.614
2053,N,False,48.153,47.881,48.013,47.759,47.694
2054,N,False,58.404,58.243,58.165,58.286,58.558
2055,N,False,52.13,52.005,52.205,52.245,52.58
2056,N,False,30.885,31.443,31.588,31.061,31.429
2057,N,False,37.443,35.273,35.305,35.675,35.113
2058,N,False,33.504,33.526,33.228,33.978,33.938
2059,N,False,41.707,43.335,42.901,44.95,42.981
2060,N,False,41.183,40.832,41.163,41.313,41.234
2061,N,False,34.472,34.267,34.552,34.552,34.847
2062,N,False,37.983,38.419,38.551,38.635,38.268
2063,N,False,60.909,61.482,61.627,61.33,61.383
2064,N,False,28.285,28.407,28.724,29.117,28.942
2065,N,False,31.81,31.452,31.651,32.031,31.934
2066,N,False,42.179,41.808,41.959,42.581,42.639
2067,N,False,30.288,30.162,30.106,30.425,30.385
2068,N,False,52.184,51.828,50.794,50.361,50.119
2069,N,False,47.752,47.453,47.668,47.593,47.711
2070,N,False,30.969,31.082,30.823,30.705,31.27
2071,N,False,28.88,29.482,29.352,29.24,29.157
2072,N,False,36.783,36.995,36.951,37.344,36.85
2073,N,False,29.733,29.129,29.84,28.931,28.581
2074,N,False,42.924,42.686,42.112,42.812,42.88
2075,N,False,44.782,44.179,45.097,45.238,45.468
2076,N,False,43.08,42.512,42.094,42.697,42.747
2077,N,False,36.844,35.532,34.827,35.456,35.931
2078,N,False,44.312,42.301,43.576,41.709,42.315
2079,N,False,55.066,54.783,54.8,54.745,54.691
2080,N,False,29.893,29.812,28.836,0.0,0.0
2081,N,False,30.23,29.659,30.136,30.381,30.895
2082,N,False,31.465,31.638,32.03,31.924,31.762
2083,N,False,49.832,49.713,49.662,49.434,49.239
2084,N,False,52.728,53.07,52.681,52.927,52.655
2085,N,False,31.411,31.436,30.966,30.301,30.894
2086,N,False,34.701,34.884,35.017,34.754,34.835
2087,N,False,51.525,50.679,50.88,52.346,51.779
2088,N,False,30.891,30.631,30.743,30.507,30.825
2089,N,False,46.627,46.688,46.544,46.646,46.731
2090,N,False,37.904,35.539,36.161,34.987,35.895
2091,N,False,31.395,31.128,31.143,30.903,31.121
2092,N,False,31.395,31.128,31.143,30.903,31.121
2093,N,False,49.419,49.305,49.786,49.641,49.493
2094,N,False,48.879,49.018,49.034,49.139,48.913
2095,N,False,28.982,28.821,27.508,28.434,28.714
2096,N,False,28.788,29.833,29.885,28.928,28.745
2097,N,False,44.363,44.418,44.226,44.433,44.424
