,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5
2031,N,False,0.0,0.0,0.0,0.0,0.0
2032,N,False,55.846,56.007,55.952,56.038,55.994
2033,N,False,0.0,0.0,0.0,0.0,0.0
2034,N,False,0.0,0.0,0.0,0.0,0.0
2035,N,False,39.785,40.197,37.982,42.048,43.128
2036,N,False,0.0,0.0,73.405,68.362,0.0
2037,N,False,44.33,45.624,44.842,42.362,42.671
2038,N,False,0.0,2.3614,2.3614,2.6481,2.398
2039,N,False,0.0,0.0,0.0,0.0,0.0
2040,N,False,37.508,37.685,38.444,35.77,37.504
2041,N,False,31.77,15.936,15.448,15.098,14.715
2042,N,False,0.0,0.0,0.0,0.0,0.0
2043,N,False,2.806,0.0,0.0,0.0,0.0
2044,N,False,0.0,0.0,0.0,0.0,0.0
2045,N,False,0.0,0.0,0.0,0.0,0.0
2046,N,False,0.0,0.0,0.0,0.0,0.0
2047,N,False,0.0,0.0,0.0,0.0,0.0
2048,N,False,0.0,0.0,0.0,0.0,0.0
2049,N,False,41.243,43.03,43.177,39.874,38.865
2050,N,False,0.0,0.0,0.0,0.0,0.0
2051,N,False,2.7954,3.1817,0.0,2.8184,0.0
2052,N,False,0.0,0.0,0.0,0.0,0.0
2053,N,False,15.023,15.017,15.524,15.555,15.161
2054,N,False,23.099,23.122,23.185,22.905,22.985
2055,N,False,10.597,10.367,10.291,10.284,10.464
2056,N,False,0.0,0.0,0.0,0.0,0.0
2057,N,False,0.0,0.0,0.0,0.0,0.0
2058,N,False,0.0,0.0,0.0,0.0,0.0
2059,N,False,0.0,0.0,0.0,0.0,0.0
2060,N,False,0.0,0.0,0.0,0.0,0.0
2061,N,False,26.703,4.0808,4.0863,3.8028,3.8209
2062,N,False,0.0,0.0,0.0,0.0,0.0
2063,N,False,25.338,0.0,0.0,0.0,0.0
2064,N,False,0.0,0.0,0.0,0.0,0.0
2065,N,False,0.0,38.84,39.677,0.0,0.0
2066,N,False,0.0,0.0,0.0,0.0,0.0
2067,N,False,40.717,42.341,42.854,44.203,43.21
2068,N,False,14.83,15.23,15.723,15.57,15.87
2069,N,False,35.696,0.0,0.0,0.0,0.0
2070,N,False,0.0,0.0,0.0,0.0,0.0
2071,N,False,0.0,0.0,0.0,0.0,0.0
2072,N,False,96.353,97.169,99.41,99.986,101.72
2073,N,False,0.0,0.0,0.0,0.0,0.0
2074,N,False,32.87,33.131,31.309,30.485,31.757
2075,N,False,21.307,21.245,21.372,20.716,20.906
2076,N,False,19.374,19.203,20.277,19.268,19.167
2077,N,False,0.0,0.0,0.0,0.0,0.0
2078,N,False,8.2765,9.5332,7.8725,9.2486,0.0
2079,N,False,5.2359,0.0,5.2143,5.1507,0.0
2080,N,False,0.0,0.0,0.0,0.0,0.0
2081,N,False,0.0,0.0,0.0,0.0,0.0
2082,N,False,0.0,0.0,0.0,0.0,0.0
2083,N,False,11.753,12.152,12.533,12.487,12.123
2084,N,False,18.681,18.757,18.943,18.964,19.297
2085,N,False,39.358,36.905,41.328,43.514,39.787
2086,N,False,2.5647,2.7107,2.6357,2.494,3.3524
2087,N,False,0.0,0.0,17.222,15.962,17.989
2088,N,False,0.0,0.0,0.0,0.0,0.0
2089,N,False,26.162,26.608,26.842,26.879,27.182
2090,N,False,0.0,0.0,0.0,0.0,0.0
2091,N,False,0.0,0.0,0.0,0.0,0.0
2092,N,False,0.0,0.0,0.0,0.0,0.0
2093,N,False,11.275,11.097,11.0,11.194,11.411
2094,N,False,18.411,18.577,18.344,18.704,18.325
2095,N,False,0.0,0.0,0.0,0.0,0.0
2096,N,False,0.0,0.0,0.0,0.0,0.0
2097,N,False,43.297,43.74,43.725,43.685,42.767
2098,N,False,0.0,0.0,0.0,0.0,0.0
2099,N,False,0.0,0.0,0.0,0.0,0.0
2100,N,False,0.0,0.0,0.0,0.0,0.0
2101,N,False,0.0,0.0,0.0,0.0,0.0
2102,N,False,0.0,0.0,0.0,0.0,0.0
2103,N,False,50.762,43.598,49.943,52.587,48.475
2104,N,False,0.0,0.0,0.0,0.0,0.0
2105,N,False,0.0,0.0,0.0,0.0,0.0
2106,N,False,0.0,0.0,0.0,0.0,0.0
2107,N,False,18.028,17.787,17.677,17.381,17.209
2108,N,False,0.0,0.0,0.0,0.0,0.0
2109,N,False,23.112,23.192,22.778,23.258,23.287
2110,N,False,61.869,65.731,65.884,70.845,73.688
2111,N,False,169.17,175.54,183.97,185.79,186.71
2112,N,False,10.438,4.3735,10.969,4.8103,3.9412
2113,N,False,19.083,20.064,20.374,7.7588,20.223
2114,N,False,3.7627,3.9961,4.2791,4.2232,4.1694
2115,N,False,0.0,0.0,0.0,0.0,0.0
2116,N,False,6.7333,6.9496,6.7885,6.8022,6.867
2117,N,False,0.0,0.0,0.0,0.0,0.0
2118,N,False,30.364,32.746,34.94,37.645,36.809
2119,N,False,11.901,12.182,12.784,12.385,12.645
2120,N,False,32.438,32.677,32.634,32.7,32.915
2121,N,False,20.568,17.542,18.271,18.226,18.629
2122,N,False,0.0,0.0,0.0,0.0,0.0
2123,N,False,2.9665,3.2449,0.0,0.0,0.0
2124,N,False,2.2197,2.2505,0.0,2.2257,2.2761
2125,N,False,0.0,0.0,0.0,0.0,0.0
2126,N,False,3.6332,3.3841,0.0,2.8521,3.2731
2127,N,False,0.0,0.0,0.0,0.0,0.0
2128,N,False,0.0,0.0,0.0,0.0,0.0
2129,N,False,30.689,30.766,30.843,30.477,30.898
2130,N,False,23.544,23.42,23.408,23.484,23.268
2131,N,False,138.73,137.65,137.66,141.11,138.56
2132,N,False,0.0,0.0,0.0,0.0,0.0
2133,N,False,33.54,32.553,33.16,35.324,28.221
2134,N,False,26.175,26.643,26.931,26.69,27.232
2135,N,False,22.615,22.705,22.667,22.753,23.194
2136,N,False,195.06,204.31,209.41,204.31,202.65
2137,N,False,14.532,13.822,14.532,14.532,13.625
2138,N,False,0.0,0.0,0.0,0.0,0.0
2139,N,False,24.544,23.867,24.553,24.291,24.523
2140,N,False,23.402,23.988,24.745,24.345,24.642
2141,N,False,0.0,0.0,0.0,0.0,0.0
2142,N,False,6.2196,6.239,6.1659,6.603,6.9943
2143,N,False,37.591,35.149,37.01,36.569,36.226
2144,N,False,0.0,0.0,0.0,0.0,0.0
2145,N,False,39.843,0.0,0.0,0.0,0.0
2146,N,False,14.5,14.814,14.788,14.791,14.488
2147,N,False,0.0,0.0,0.0,0.0,0.0
2148,N,False,33.293,34.325,34.864,35.302,36.72
2149,N,False,37.726,39.292,38.288,38.576,41.123
2150,N,False,2.5857,3.5909,3.5343,3.155,3.5922
2151,N,False,47.47,47.416,47.627,47.411,48.088
2152,N,False,30.672,31.542,33.131,33.534,34.698
2153,N,False,20.554,20.466,20.359,20.542,20.984
2154,N,False,17.04,16.67,16.696,15.94,16.565
2155,N,False,19.843,19.025,18.898,18.741,18.558
2156,N,False,0.0,0.0,0.0,0.0,0.0
2157,N,False,0.0,0.0,0.0,0.0,0.0
2158,N,False,0.0,0.0,0.0,0.0,0.0
2159,N,False,17.152,17.094,17.777,18.051,18.196
2160,N,False,31.07,30.737,30.998,31.045,31.088
2161,N,False,15.205,14.839,14.405,14.465,14.545
2162,N,False,0.0,2.7163,0.0,0.0,2.9409
2163,N,False,8.9103,8.9459,9.023,9.005,8.9949
2164,N,False,12.549,13.335,13.335,14.109,12.694
2165,N,False,0.0,0.0,0.0,0.0,0.0
2166,N,False,0.0,3.1147,3.1005,3.1099,3.1228
2167,N,False,2.7167,2.7319,2.7711,2.8086,2.658
2168,N,False,0.0,0.0,0.0,0.0,0.0
2169,N,False,0.0,0.0,0.0,0.0,0.0
2170,N,False,15.675,15.552,15.404,15.415,15.602
2171,N,False,0.0,0.0,0.0,0.0,0.0
2172,N,False,16.366,16.278,16.547,16.634,16.59
2173,N,False,0.0,0.0,0.0,0.0,0.0
2174,N,False,0.0,4.237,0.0,4.075,17.442
2175,N,False,0.0,0.0,0.0,0.0,0.0
2176,N,False,23.128,24.134,26.054,24.672,22.67
2177,N,False,24.529,25.353,25.604,25.096,25.391
2178,N,False,15.441,15.39,15.405,15.584,15.436
2179,N,False,15.812,15.767,15.542,15.441,15.39
2180,N,False,0.0,0.0,0.0,63.269,62.129
2181,N,False,26.401,26.486,26.328,26.149,26.181
2182,N,False,42.186,53.323,76.812,0.0,0.0
2183,N,False,0.0,0.0,0.0,0.0,0.0
2184,N,False,28.014,37.091,35.67,39.388,41.49
2185,N,False,0.0,0.0,0.0,0.0,0.0
2186,N,False,39.415,35.622,37.501,38.601,46.094
2187,N,False,0.0,0.0,0.0,0.0,0.0
2188,N,False,62.719,62.104,63.332,62.735,61.777
2189,N,False,54.015,53.837,54.009,53.432,54.35
2190,N,False,0.0,0.0,0.0,0.0,247.42
2191,N,False,23.518,23.745,24.418,26.575,27.489
2192,N,False,0.0,0.0,0.0,0.0,0.0
2193,N,False,0.0,0.0,0.0,0.0,0.0
2194,N,False,91.168,91.119,90.215,91.595,91.455
2195,N,False,21.151,21.266,21.371,21.493,21.439
2196,N,False,14.982,15.234,15.364,15.334,15.208
2197,N,False,0.0,0.0,0.0,0.0,0.0
2198,N,False,25.629,25.583,25.902,25.786,25.846
2199,N,False,139.64,159.57,166.55,174.72,173.39
2200,N,False,67.179,63.219,62.779,63.575,63.261
2201,N,False,6.2165,6.1328,6.1218,6.2694,6.2985
2202,N,False,0.0,0.0,0.0,0.0,0.0
2203,N,False,0.0,0.0,0.0,0.0,0.0
2204,N,False,28.994,27.425,29.752,29.198,30.635
2205,N,False,12.193,12.024,12.206,12.126,12.289
2206,N,False,30.968,30.968,31.635,31.89,0.0
2207,N,False,11.356,11.395,11.617,11.748,11.298
2208,N,False,27.564,27.946,28.401,28.621,28.545
2209,N,False,6.3459,6.9704,7.2357,7.4346,28.672
2210,N,False,0.0,0.0,0.0,0.0,0.0
2211,N,False,6.9704,7.2357,7.4346,28.672,28.799
2212,N,False,0.0,0.0,0.0,0.0,0.0
2213,N,False,0.0,0.0,0.0,0.0,0.0
2214,N,False,9.038,9.1087,9.0641,9.0175,9.057
2215,N,False,5.7934,5.7673,5.7544,5.6911,5.7479
2216,N,False,0.0,0.0,0.0,0.0,0.0
2217,N,False,28.526,28.972,27.886,28.871,30.001
2218,N,False,4.3123,5.758,7.0745,7.31,6.1424
2219,N,False,65.548,66.844,61.961,63.659,64.895
2220,N,False,17.99,17.856,17.794,18.24,18.218
2221,N,False,33.213,32.806,32.81,32.599,32.657
2222,N,False,0.0,0.0,0.0,2.996,0.0
2223,N,False,0.0,0.0,0.0,0.0,0.0
2224,N,False,0.0,0.0,0.0,0.0,0.0
2225,N,False,0.0,0.0,0.0,0.0,0.0
2226,N,False,2.1437,2.1373,2.1536,2.0469,2.0603
2227,N,False,0.0,0.0,0.0,0.0,0.0
2228,N,False,35.821,35.914,36.422,37.037,36.98
2229,N,False,0.0,0.0,0.0,0.0,0.0
2230,N,False,3.7989,3.4869,3.2278,3.6582,3.7622
2231,N,False,0.0,0.0,0.0,0.0,0.0
2232,N,False,0.0,0.0,0.0,0.0,0.0
2233,N,False,31.056,30.152,30.152,30.152,30.546
2234,N,False,5.2943,13.639,15.026,15.065,5.6288
2235,N,False,0.0,0.0,0.0,0.0,0.0
2236,N,False,0.0,0.0,0.0,0.0,0.0
2237,N,False,29.336,30.172,30.746,31.0,30.536
2238,N,False,18.205,19.44,20.018,19.561,20.847
2239,N,False,0.0,0.0,2.3115,2.2844,0.0
2240,N,False,12.445,12.438,12.398,12.471,12.402
2241,N,False,0.0,0.0,0.0,0.0,0.0
2242,N,False,0.0,0.0,0.0,0.0,0.0
2243,N,False,71.879,70.144,68.256,54.939,63.896
2244,N,False,0.0,0.0,0.0,0.0,0.0
2245,N,False,0.0,0.0,0.0,0.0,0.0
2246,N,False,29.227,27.775,28.558,29.915,29.182
2247,N,False,0.0,0.0,0.0,0.0,0.0
2248,N,False,0.0,0.0,0.0,0.0,0.0
2249,N,False,58.557,63.776,63.461,57.301,56.162
2250,N,False,2.9871,2.8804,3.0019,2.8549,2.7974
2251,N,False,4.5184,0.0,4.237,4.3193,4.4747
2252,N,False,10.437,10.486,10.506,10.467,10.616
2253,N,False,4.5901,2.707,2.5888,2.5352,4.321
2254,N,False,45.112,46.855,48.122,38.865,43.069
2255,N,False,3.6518,3.5047,4.0829,0.0,45.61
2256,N,False,0.0,0.0,0.0,0.0,0.0
2257,N,False,0.0,0.0,0.0,0.0,0.0
2258,N,False,0.0,0.0,0.0,0.0,0.0
2259,N,False,21.767,21.817,22.221,22.515,22.83
2260,N,False,9.0491,8.7207,9.4649,10.073,10.687
2261,N,False,0.0,0.0,0.0,0.0,0.0
2262,N,False,0.0,0.0,0.0,0.0,0.0
2263,N,False,30.35,29.616,28.625,0.0,28.932
2264,N,False,4.4049,9.777,9.5954,8.7712,10.32
2265,N,False,9.435,9.637,9.7138,10.003,9.8196
2266,N,False,0.0,0.0,0.0,0.0,0.0
2267,N,False,119.82,0.0,0.0,0.0,0.0
2268,N,False,0.0,0.0,0.0,0.0,0.0
2269,N,False,0.0,0.0,0.0,0.0,0.0
2270,N,False,25.621,27.491,23.574,47.127,49.502
2271,N,False,12.658,9.4295,9.5733,8.7243,8.8953
2272,N,False,0.0,0.0,0.0,0.0,0.0
2273,N,False,0.0,0.0,0.0,0.0,50.405
2274,N,False,16.411,18.02,16.249,16.961,15.257
2275,N,False,0.0,0.0,0.0,0.0,0.0
2276,N,False,0.0,0.0,0.0,0.0,0.0
2277,N,False,4.2538,4.3341,4.3189,4.1267,6.6273
2278,N,False,3.1372,3.1737,3.1598,3.2839,3.0648
2279,N,False,0.0,0.0,0.0,0.0,0.0
2280,N,False,0.0,0.0,0.0,0.0,0.0
2281,N,False,31.523,28.195,31.608,30.706,32.689
2282,N,False,0.0,0.0,0.0,0.0,0.0
2283,N,False,0.0,0.0,0.0,0.0,0.0
2284,N,False,0.0,0.0,0.0,0.0,0.0
2285,N,False,0.0,0.0,0.0,0.0,0.0
2286,N,False,25.986,26.388,26.766,27.157,28.02
2287,N,False,0.0,0.0,0.0,0.0,0.0
2288,N,False,25.276,24.973,25.34,26.06,25.986
2289,N,False,0.0,0.0,0.0,0.0,0.0
2290,N,False,60.136,62.307,60.777,56.183,56.405
2291,N,False,18.027,18.215,18.049,17.966,18.557
2292,N,False,0.0,0.0,0.0,0.0,0.0
2293,N,False,2.5108,2.5329,2.5779,2.574,2.507
2294,N,False,0.0,0.0,0.0,0.0,0.0
2295,N,False,16.546,15.939,16.034,15.881,15.269
2296,N,False,22.764,22.527,22.534,22.609,22.277
2297,N,False,69.899,55.234,58.952,66.141,66.537
2298,N,False,0.0,0.0,0.0,2.3359,2.3466
2299,N,False,0.0,0.0,0.0,0.0,0.0
2300,N,False,0.0,0.0,0.0,0.0,0.0
2301,N,False,17.491,16.74,16.958,16.589,16.74
2302,N,False,1.7737,0.0,0.0,0.0,0.0
2303,N,False,0.0,90.764,79.694,86.637,104.69
2304,N,False,2.759,2.6792,2.8791,3.0209,2.6927
2305,N,False,0.0,0.0,0.0,0.0,0.0
2306,N,False,21.462,22.221,23.375,22.43,23.064
2307,N,False,4.6232,4.5813,4.5911,4.5602,4.5137
2308,N,False,0.0,0.0,0.0,0.0,0.0
2309,N,False,19.88,19.968,19.818,19.784,19.794
2310,N,False,0.0,0.0,0.0,0.0,0.0
2311,N,False,20.106,20.297,21.088,21.648,22.024
2312,N,False,0.0,0.0,0.0,0.0,0.0
2313,N,False,0.0,0.0,0.0,0.0,0.0
2314,N,False,0.0,0.0,0.0,0.0,0.0
2315,N,False,46.124,47.014,47.163,46.612,43.475
2316,N,False,39.685,38.936,39.496,40.192,41.382
2317,N,False,32.331,28.883,36.942,43.64,0.0
2318,N,False,0.0,0.0,0.0,0.0,0.0
2319,N,False,0.0,0.0,0.0,0.0,0.0
2320,N,False,0.0,0.0,0.0,0.0,0.0
2321,N,False,0.0,0.0,0.0,0.0,0.0
2322,N,False,0.0,0.0,0.0,0.0,0.0
2323,N,False,0.0,0.0,0.0,0.0,0.0
2324,N,False,0.0,0.0,0.0,0.0,0.0
2325,N,False,0.0,0.0,0.0,0.0,0.0
2326,N,False,0.0,0.0,0.0,0.0,0.0
2327,N,False,0.0,0.0,0.0,0.0,73.145
2328,N,False,0.0,0.0,0.0,0.0,0.0
2329,N,False,0.0,0.0,0.0,0.0,0.0
2330,N,False,0.0,0.0,0.0,0.0,0.0
2331,N,False,24.537,24.538,24.504,24.678,24.603
2332,N,False,24.537,24.538,24.504,24.678,24.603
2333,N,False,24.537,24.538,24.504,24.678,24.603
2334,N,False,6.5998,2.7982,5.6735,5.716,5.2245
2335,N,False,0.0,0.0,0.0,0.0,0.0
2336,N,False,15.528,15.7,15.811,15.661,15.672
2337,N,False,27.126,25.969,26.034,25.652,24.28
2338,N,False,19.374,0.0,0.0,0.0,0.0
2339,N,False,0.0,0.0,2.1499,0.0,0.0
2340,N,False,0.0,0.0,0.0,0.0,0.0
2341,N,False,0.0,0.0,0.0,0.0,0.0
2342,N,False,16.268,16.347,16.699,16.253,16.718
2343,N,False,0.0,0.0,0.0,0.0,0.0
2344,N,False,0.0,0.0,0.0,0.0,0.0
2345,N,False,0.0,0.0,0.0,0.0,0.0
2346,N,False,0.0,0.0,0.0,0.0,0.0
2347,N,False,2.2731,2.2589,2.5098,2.4342,2.3367
2348,N,False,84.87,87.497,87.09,90.919,93.126
2349,N,False,0.0,0.0,0.0,0.0,0.0
2350,N,False,0.0,0.0,0.0,0.0,0.0
2351,N,False,36.053,38.723,39.614,39.887,39.711
2352,N,False,0.0,0.0,0.0,0.0,0.0
2353,N,False,0.0,0.0,0.0,0.0,0.0
2354,N,False,16.424,16.364,16.224,16.552,16.383
2355,N,False,17.856,17.533,17.689,17.465,17.519
2356,N,False,0.0,0.0,0.0,0.0,0.0
2357,N,False,29.645,30.558,30.094,30.217,31.266
2358,N,False,0.0,0.0,0.0,0.0,0.0
2359,N,False,62.52,62.52,51.13,54.539,52.458
2360,N,False,0.0,0.0,0.0,0.0,0.0
2361,N,False,0.0,0.0,0.0,0.0,0.0
2362,N,False,0.0,0.0,0.0,0.0,0.0
2363,N,False,53.174,60.351,64.117,0.0,52.354
2364,N,False,0.0,0.0,0.0,0.0,0.0
2365,N,False,0.0,0.0,0.0,0.0,0.0
2366,N,False,0.0,0.0,0.0,0.0,3.4137
2367,N,False,16.027,16.06,15.928,15.916,16.182
2368,N,False,0.0,0.0,0.0,0.0,0.0
2369,N,False,0.0,0.0,0.0,0.0,0.0
2370,N,False,0.0,0.0,0.0,0.0,0.0
2371,N,False,0.0,0.0,0.0,0.0,0.0
2372,N,False,16.776,15.681,15.523,15.348,15.749
2373,N,False,0.0,0.0,0.0,0.0,0.0
2374,N,False,0.0,0.0,0.0,0.0,0.0
2375,N,False,0.0,0.0,0.0,0.0,0.0
2376,N,False,0.0,0.0,0.0,0.0,0.0
2377,N,False,0.0,0.0,0.0,0.0,0.0
2378,N,False,13.525,13.505,13.308,13.606,13.592
2379,N,False,0.0,0.0,0.0,0.0,0.0
2380,N,False,0.0,0.0,0.0,0.0,0.0
2381,N,False,51.034,51.46,51.6,53.152,53.989
2382,N,False,0.0,0.0,0.0,0.0,0.0
2383,N,False,0.0,0.0,0.0,0.0,0.0
2384,N,False,24.881,24.681,25.146,24.283,24.391
2385,N,False,0.0,0.0,0.0,0.0,0.0
2386,N,False,0.0,0.0,0.0,0.0,0.0
2387,N,False,0.0,0.0,0.0,0.0,0.0
2388,N,False,16.57,15.018,14.54,15.623,17.006
2389,N,False,0.0,0.0,0.0,0.0,0.0
2390,N,False,0.0,0.0,0.0,3.6466,0.0
2391,N,False,0.0,0.0,0.0,0.0,0.0
2392,N,False,0.0,0.0,0.0,0.0,0.0
2393,N,False,0.0,0.0,0.0,0.0,0.0
2394,N,False,0.0,0.0,0.0,0.0,0.0
2395,N,False,0.0,0.0,0.0,0.0,0.0
2396,N,False,37.956,38.065,34.746,33.767,37.988
2397,N,False,3.056,2.9019,3.0909,2.9355,2.996
2398,N,False,0.0,0.0,0.0,0.0,0.0
2399,N,False,0.0,0.0,0.0,0.0,0.0
2400,N,False,5.889,6.626,0.0,0.0,0.0
2401,N,False,24.32,23.664,23.091,23.278,24.397
2402,N,False,12.408,12.66,11.878,11.644,3.4971
2403,N,False,0.0,0.0,0.0,0.0,0.0
2404,N,False,12.502,12.868,12.665,13.193,13.708
2405,N,False,38.23,42.025,41.599,35.847,37.555
2406,N,False,4.7115,4.7576,4.5199,4.574,4.5645
2407,N,False,0.0,0.0,0.0,0.0,0.0
2408,N,False,0.0,0.0,0.0,0.0,0.0
2409,N,False,0.0,0.0,0.0,0.0,0.0
2410,N,False,0.0,0.0,0.0,0.0,0.0
2411,N,False,13.083,13.147,13.049,12.926,12.944
2412,N,False,0.0,0.0,1.7927,0.0,0.0
2413,N,False,0.0,0.0,0.0,0.0,0.0
2414,N,False,0.0,0.0,0.0,0.0,0.0
2415,N,False,14.746,14.88,14.862,14.784,14.94
2416,N,False,39.088,36.688,36.719,34.538,33.284
2417,N,False,0.0,0.0,0.0,0.0,0.0
2418,N,False,3.0115,3.0063,3.0353,3.0367,3.005
2419,N,False,24.502,26.451,26.749,28.182,27.107
2420,N,False,2.8479,2.7456,0.0,2.2787,2.296
2421,N,False,28.419,28.204,27.509,27.8,29.181
2422,N,False,0.0,0.0,0.0,0.0,0.0
2423,N,False,2.2817,2.2652,2.2852,2.3808,2.3701
2424,N,False,0.0,0.0,0.0,0.0,0.0
2425,N,False,4.176,3.7406,4.1425,4.2048,3.745
