,all,coincident,noncoincident
0,0.8979209515727703,0.9565247797100098,0.7764671617882627
1,0.8935484455723738,0.9563367510636814,0.7843984962406015
2,0.8838910853299343,0.949438202247191,0.7786772486772487
3,0.8695045961233012,0.9441340782122905,0.7663540163540163
4,0.8623083515169846,0.9385474860335196,0.7461502441634892
5,0.8708871199974403,0.9447513812154696,0.7473579920739762
6,0.8658710455383742,0.943502824858757,0.7824810654196106
7,0.8698960712451975,0.9491525423728814,0.7858505724040972
8,0.8632965946022326,0.9491525423728814,0.7935224711319305
9,0.8627982821531209,0.9550561797752809,0.778246369853237
10,0.8561754731429821,0.9545454545454546,0.7782152059327465
11,0.8680199720507744,0.9488636363636364,0.7881266387508317
12,0.8744367753415222,0.9550561797752809,0.7837761880429228
13,0.86732439310815,0.9548022598870056,0.7858471593765711
14,0.869422553374409,0.96045197740113,0.7740812280790932
15,0.8622776821572002,0.9602272727272727,0.7570010055304173
16,0.8611478444855858,0.95,0.749763151333832
17,0.8576227803551432,0.9497206703910615,0.7426479727546175
18,0.8546149590774338,0.9441340782122905,0.7356827108960388
19,0.8556084633284495,0.9375,0.7517323009395113
20,0.8505282964249529,0.9382022471910112,0.7447089947089947
21,0.8586755497305957,0.9488636363636364,0.7735621379941063
22,0.8621681448148311,0.9488636363636364,0.7588317944600562
