,all,coincident,noncoincident
0,0.8102856419025904,0.685848770118433,0.6721435745825989
1,0.8131468531468532,0.6857535501603298,0.691703223345413
2,0.8074659153795845,0.6880544056771141,0.6950561797752809
3,0.8095151704723178,0.6533293069605919,0.6781382599226465
4,0.7947246406027543,0.7073833610146459,0.6696175235501078
5,0.792740462820425,0.7291324473644916,0.6725468164794007
6,0.8066202090592334,0.6744541151320813,0.6617851783551193
7,0.8016449742428391,0.6801038326462054,0.6896477354421279
8,0.7997519841269841,0.71045197740113,0.681859043509529
9,0.8132822909043141,0.6441947565543071,0.6564153622066117
10,0.812002978970488,0.6915584415584416,0.6737651418773162
