,all,coincident,noncoincident
0,0.8746741214745869,0.935801393728223,0.816856974211801
1,0.8811927554698816,0.9284274193548387,0.8043690632079982
2,0.878304703387997,0.921146953405018,0.8089413705976383
3,0.861496734495601,0.9145907473309609,0.8178156612963657
4,0.8599680943372838,0.9217081850533808,0.7952320223794636
5,0.8561518380852116,0.9257950530035336,0.7851380042462845
6,0.8620472145052409,0.9178571428571428,0.8016571882834953
7,0.8671740076287994,0.9113475177304965,0.8130453138193077
8,0.8629026707959448,0.9184397163120568,0.8000518672199171
9,0.8618055723950628,0.9328621908127208,0.7835114628375622
10,0.8604178750078286,0.9184015862121558,0.7961700646851716
11,0.8688612679114198,0.9148173568214749,0.8067368677833794
12,0.8727296315516346,0.9186265942221716,0.8129520418382108
13,0.8601277112652936,0.9180984451332288,0.7918696680028781
14,0.8572597361593477,0.9145653279105237,0.79608467590858
15,0.8595884773662551,0.9285714285714286,0.7806464246696762
16,0.8554022988505746,0.9225352112676056,0.7623807637216957
17,0.8523291584267194,0.9185486761919394,0.7770169938953968
18,0.8454998460289466,0.910678773288675,0.7675918461361281
19,0.8448663234430746,0.8995798319327731,0.7738478481870553
20,0.8428038439796495,0.9038235063201696,0.7595269663401908
21,0.8435037587175075,0.8997354497354497,0.7690401558793629
22,0.8351486555625036,0.9068230277185501,0.753968253968254
