,all,coincident,noncoincident
0,0.8786008230452675,0.9392857142857143,0.8252427184466019
1,0.8838174273858921,0.931899641577061,0.812807881773399
2,0.8822314049586777,0.921146953405018,0.8195121951219512
3,0.8680412371134021,0.9145907473309609,0.8284313725490197
4,0.86652977412731,0.9217081850533808,0.8058252427184466
5,0.8627049180327869,0.9257950530035336,0.8
6,0.8685831622176592,0.9178571428571428,0.8164251207729468
7,0.8737270875763747,0.9113475177304965,0.8277511961722488
8,0.8693877551020408,0.9184397163120568,0.8125
9,0.8670756646216768,0.9328621908127208,0.7961165048543689
10,0.8670756646216768,0.9219858156028369,0.8067632850241546
11,0.8755102040816326,0.9219858156028369,0.8173076923076923
12,0.8780487804878049,0.9257950530035336,0.8277511961722488
13,0.8668032786885246,0.9252669039145908,0.8067632850241546
14,0.8639175257731959,0.9217081850533808,0.8088235294117647
15,0.8662551440329218,0.9285714285714286,0.7912621359223301
16,0.8620689655172413,0.9225352112676056,0.7751196172248804
17,0.8617886178861789,0.9257950530035336,0.7942583732057417
18,0.8551020408163266,0.9217081850533808,0.7894736842105263
19,0.8545081967213115,0.9142857142857143,0.7980769230769231
20,0.8524590163934426,0.9148936170212766,0.7815533980582524
21,0.8504098360655737,0.9071428571428571,0.7932692307692307
22,0.8448979591836735,0.9142857142857143,0.7761904761904762
