,all,coincident,noncoincident
0,0.8989169675090253,0.9724137931034482,0.8257575757575758
1,0.8945454545454545,0.9724137931034482,0.8307692307692308
2,0.8848920863309353,0.9716312056737588,0.8102189781021898
3,0.8705035971223022,0.9722222222222222,0.7835820895522388
4,0.8633093525179856,0.9568345323741008,0.7841726618705036
5,0.8718861209964412,0.95,0.7943262411347518
6,0.8678571428571429,0.9558823529411765,0.8125
7,0.8718861209964412,0.9562043795620438,0.8055555555555556
8,0.8642857142857143,0.9632352941176471,0.8055555555555556
9,0.8637992831541219,0.965034965034965,0.8014705882352942
10,0.8592057761732852,0.9647887323943662,0.8
11,0.8700361010830325,0.9552238805970149,0.8251748251748252
12,0.8754448398576512,0.9629629629629629,0.815068493150685
13,0.8683274021352313,0.9699248120300752,0.8108108108108109
14,0.8714285714285714,0.9545454545454546,0.7905405405405406
15,0.8642857142857143,0.9689922480620154,0.7748344370860927
16,0.8631578947368421,0.9833333333333333,0.7878787878787878
17,0.8596491228070176,0.9814814814814815,0.7796610169491526
18,0.8566433566433567,0.9787234042553191,0.796875
19,0.8586572438162544,0.9848484848484849,0.8248847926267281
20,0.8546099290780141,0.9692307692307692,0.8248847926267281
21,0.8607142857142858,0.9807692307692307,0.8464912280701754
22,0.8652482269503546,0.9666666666666667,0.8492063492063492
