index,time_start,time_peak,time_end,nar,xray_class,COINCIDENCE,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,R_VALUE,AREA_ACR,g_s,slf,d_l_f
0,2016-04-04 19:25:00,2016-04-04 19:39:00.0,2016-04-04 19:49:00.0,12528,B,False,1.6649e+21,53.4,145.39,149.57,98.582,0.61351,3568300000000.0,0.0069444,195.79,17.854,953870000000.0,7085.7,2.4193e+22,37.655,31.739,2.4743,141.79,0.0,2.623,13.507
1,2017-12-23 20:33:00,2017-12-23 20:36:00.0,2017-12-23 20:43:00.0,12692,B,False,9.4609e+21,52.071,113.06,114.51,69.441,0.2032,18272000000000.0,0.0040825,844.63,67.146,3770900000000.0,6242.0,1.3634e+23,40.829,38.201,4.179,473.95,3704.1,23.392,194.57
2,2021-02-18 13:25:00,2021-02-18 13:29:00.0,2021-02-18 13:37:00.0,12803,B,False,,,,,,,,,,,,,,,,,,,,
3,2021-02-19 14:40:00,2021-02-19 14:47:00.0,2021-02-19 14:51:00.0,12803,B,False,,,,,,,,,,,,,,,,,,,,
4,2011-08-13 14:25:00,2011-08-13 14:31:00.0,2011-08-13 14:35:00.0,11269,B,False,1.3366e+21,32.68,144.32,142.27,62.848,0.43412,2121800000000.0,0.0032663,100.71,7.0258,504110000000.0,2056.5,5.8747e+21,24.462,6.1367,0.0,88.526,0.0,0.0,0.0
5,2016-11-27 19:13:00,2016-11-27 19:18:00.0,2016-11-27 19:24:00.0,12613,B,False,,,,,,,,,,,,,,,,,,,,
6,2020-11-03 21:16:00,2020-11-03 21:20:00.0,2020-11-03 21:26:00.0,12780,B,False,1.6595e+21,22.655,100.47,101.19,28.805,-0.64733,1814700000000.0,-0.00053851,82.12,1.4427,897840000000.0,1200.3,4.2704e+21,19.456,1.1571,0.0,31.715,0.0,0.0,0.0
7,2021-07-21 02:01:00,2021-07-21 02:09:00.0,2021-07-21 02:15:00.0,12847,B,False,,,,,,,,,,,,,,,,,,,,
8,2021-09-03 09:36:00,2021-09-03 09:42:00.0,2021-09-03 09:46:00.0,12863,B,False,7.5384e+21,49.977,112.69,118.23,66.886,-0.077589,13036000000000.0,0.00013142,641.14,1.4576,1682800000000.0,9007.5,1.3267e+23,41.15,38.103,4.0712,288.01,3966.8,11.841,101.15
9,2021-04-19 00:17:00,2021-04-19 00:24:00.0,2021-04-19 00:28:00.0,12016,B,False,,,,,,,,,,,,,,,,,,,,
10,2017-12-25 07:11:00,2017-12-25 07:16:00.0,2017-12-25 07:28:00.0,12692,B,False,7.7741e+21,51.645,114.31,114.69,70.684,0.19097,13874000000000.0,0.0040446,685.31,54.494,1399600000000.0,6456.7,1.1553e+23,40.765,36.376,3.6953,463.74,3785.0,28.921,245.16
11,2017-01-16 01:41:00,2017-01-16 01:44:00.0,2017-01-16 01:48:00.0,12626,B,False,,,,,,,,,,,,,,,,,,,,
12,2020-01-25 07:11:00,2020-01-25 07:14:00.0,2020-01-25 07:18:00.0,12757,B,False,7.9823e+20,35.683,164.42,163.63,76.669,0.83468,989810000000.0,-0.012685,59.772,12.177,408370000000.0,4113.4,5.2443e+21,24.843,5.4167,0.0,32.945,0.0,0.0,0.0
13,2011-08-11 22:54:00,2011-08-11 23:09:00.0,2011-08-11 23:24:00.0,11266,B,False,5.2552e+21,27.4,116.09,114.75,41.236,0.13508,6276000000000.0,-0.0023947,282.23,20.599,651540000000.0,1720.3,1.9653e+22,22.951,2.418,0.0,218.48,0.0,21.497,42.45
14,2016-01-08 11:23:00,2016-01-08 11:31:00.0,2016-01-08 11:41:00.0,12482,B,False,,,,,,,,,,,,,,,,,,,,
15,2019-04-08 22:20:00,2019-04-08 22:25:00.0,2019-04-08 22:29:00.0,12738,B,False,,,,,,,,,,,,,,,,,,,,
16,2016-04-01 03:38:00,2016-04-01 03:41:00.0,2016-04-01 03:44:00.0,12526,B,False,7.7515e+21,63.779,65.788,68.175,47.594,0.073626,8955500000000.0,0.0031953,399.86,39.28,475380000000.0,19229.0,3.1393e+23,55.663,67.974,2.7295,455.81,0.0,0.0,0.0
17,2016-04-27 13:14:00,2016-04-27 13:21:00.0,2016-04-27 13:26:00.0,12532,B,False,,,,,,,,,,,,,,,,,,,,
18,2021-02-18 19:56:00,2021-02-18 20:47:00.0,2021-02-18 21:09:00.0,12803,B,True,,,,,,,,,,,,,,,,,,,,
19,2018-04-14 00:09:00,2018-04-14 00:12:00.0,2018-04-14 00:15:00.0,12704,B,False,4.2491e+21,34.477,116.73,116.24,52.469,0.0057525,5244800000000.0,0.0068295,278.36,43.463,2118100000000.0,2741.4,2.317e+22,26.713,9.3338,3.2751,128.12,130.25,24.453,85.212
20,2013-08-08 17:56:00,2013-08-08 19:24:00.0,2013-08-08 19:32:00.0,11810,B,False,4.8742e+21,34.04,136.22,137.97,58.373,0.19995,6890300000000.0,0.010095,340.95,72.15,3313400000000.0,2837.1,2.6928e+22,27.136,10.186,3.0929,254.28,0.0,31.835,104.65
21,2017-04-10 21:17:00,2017-04-10 21:22:00.0,2017-04-10 21:26:00.0,12650,B,False,,,,,,,,,,,,,,,,,,,,
22,2016-03-26 23:12:00,2016-03-26 23:17:00.0,2016-03-26 23:27:00.0,12526,B,False,,,,,,,,,,,,,,,,,,,,
23,2021-09-15 01:00:00,2021-09-15 01:15:00.0,2021-09-15 01:23:00.0,12869,B,False,1.3718e+21,22.924,88.714,89.556,28.405,0.57116,1141500000000.0,0.00039899,52.94,0.84386,643250000000.0,1027.8,2.8869e+21,17.368,0.37825,0.0,19.194,0.0,0.0,0.0
24,2018-01-18 08:08:00,2018-01-18 08:13:00.0,2018-01-18 08:16:00.0,12696,B,False,,,,,,,,,,,,,,,,,,,,
25,2017-04-11 03:45:00,2017-04-11 04:00:00.0,2017-04-11 04:12:00.0,12650,B,True,,,,,,,,,,,,,,,,,,,,
26,2012-02-14 23:07:00,2012-02-14 23:24:00.0,2012-02-14 23:37:00.0,11417,B,False,,,,,,,,,,,,,,,,,,,,
27,2011-02-09 19:57:00,2011-02-09 20:04:00.0,2011-02-09 20:11:00.0,11157,B,False,5.2734e+21,33.671,115.84,117.89,49.95,0.18393,6750000000000.0,-0.00021571,350.21,1.697,897980000000.0,3030.3,3.1664e+22,27.495,10.981,3.6134,178.35,188.94,29.743,97.776
28,2013-03-25 13:04:00,2013-03-25 13:08:00.0,2013-03-25 13:13:00.0,11704,B,False,,,,,,,,,,,,,,,,,,,,
29,2021-01-01 04:35:00,2021-01-01 04:42:00.0,2021-01-01 04:46:00.0,12795,B,False,5.4622e+21,37.99,139.22,137.55,64.375,-0.042624,8632700000000.0,-0.0047993,414.29,41.98,882390000000.0,3106.3,3.6093e+22,28.591,14.459,3.1004,292.48,278.48,42.936,235.92
30,2017-05-06 11:10:00,2017-05-06 11:14:00.0,2017-05-06 11:20:00.0,12655,B,False,,,,,,,,,,,,,,,,,,,,
31,2012-09-14 23:24:00,2012-09-14 23:41:00.0,2012-09-14 23:51:00.0,11566,B,False,,,,,,,,,,,,,,,,,,,,
32,2010-06-21 19:08:00,2010-06-21 19:12:00.0,2010-06-21 19:14:00.0,11082,B,False,4.542e+21,43.035,124.19,120.91,66.164,0.46279,7418400000000.0,0.0036261,341.1,26.71,2479300000000.0,5208.1,5.0948e+22,32.156,21.667,3.2865,277.44,189.72,29.931,169.84
33,2018-06-17 13:12:00,2018-06-17 14:29:00.0,2018-06-17 15:02:00.0,12713,B,False,4.1563e+21,31.814,135.89,137.59,56.739,0.67037,7956500000000.0,-0.0053025,360.5,36.948,2535200000000.0,1837.2,1.7003e+22,23.633,6.0984,2.4507,520.08,0.0,0.0,0.0
34,2011-06-29 00:20:00,2011-06-29 00:32:00.0,2011-06-29 00:57:00.0,11240,B,False,7.7658e+21,26.109,96.564,99.473,35.873,0.12395,8637500000000.0,0.00020677,418.83,2.5555,833060000000.0,1800.7,2.9555e+22,21.174,3.5521,3.3411,134.28,13.889,71.648,109.59
35,2021-04-24 04:44:00,2021-04-24 05:02:00.0,2021-04-24 05:16:00.0,12820,B,False,3.644e+21,45.602,98.052,96.227,48.605,0.32109,4827200000000.0,-0.015192,253.27,91.015,1023200000000.0,8072.4,6.4227e+22,37.982,35.436,3.2933,151.33,0.0,0.0,0.0
36,2017-06-18 21:30:00,2017-06-18 21:40:00.0,2017-06-18 21:48:00.0,12663,B,False,6.668e+21,48.359,117.68,116.18,66.107,0.063262,10501000000000.0,0.0048487,466.32,51.444,3040500000000.0,6887.7,9.7061e+22,37.905,32.702,3.4533,297.4,1022.5,28.557,242.64
37,2017-01-26 16:26:00,2017-01-26 16:33:00.0,2017-01-26 16:39:00.0,12629,B,False,,,,,,,,,,,,,,,,,,,,
38,2019-04-08 13:55:00,2019-04-08 14:00:00.0,2019-04-08 14:08:00.0,12738,B,False,,,,,,,,,,,,,,,,,,,,
39,2018-06-19 02:23:00,2018-06-19 02:26:00.0,2018-06-19 02:28:00.0,12714,B,False,1.2738e+21,39.454,134.09,135.69,67.951,0.34425,2177100000000.0,0.0040254,106.95,7.9543,369520000000.0,3386.9,8.888e+21,31.305,18.016,3.0289,56.673,0.0,0.0,0.0
40,2016-10-07 00:36:00,2016-10-07 00:40:00.0,2016-10-07 00:44:00.0,12598,B,False,,,,,,,,,,,,,,,,,,,,
41,2021-09-03 15:59:00,2021-09-03 16:06:00.0,2021-09-03 16:27:00.0,12863,B,True,8.0155e+21,47.978,111.79,112.75,63.072,-0.0075378,12004000000000.0,-0.00062688,600.9,7.5025,1358900000000.0,8413.6,1.3373e+23,38.556,34.275,4.0894,323.54,739.34,13.422,115.97
42,2021-08-18 18:14:00,2021-08-18 18:23:00.0,2021-08-18 18:27:00.0,12858,B,False,,,,,,,,,,,,,,,,,,,,
43,2021-03-07 07:31:00,2021-03-07 07:38:00.0,2021-03-07 07:42:00.0,12806,B,False,5.6147e+21,26.151,109.66,110.08,34.728,-0.28056,6356400000000.0,-0.0020243,280.54,18.832,1351400000000.0,1477.3,1.8254e+22,22.158,2.9235,2.308,180.75,0.0,0.0,0.0
