,FLARE_TYPE,COINCIDENCE,ABSNJZH_1,AREA_ACR_1,MEANGAM_1,MEANGBH_1,MEANGBT_1,MEANGBZ_1,MEANJZD_1,MEANJZH_1,MEANPOT_1,MEANSHR_1,R_VALUE_1,SAVNCPP_1,SHRGT45_1,TOTPOT_1,TOTUSJH_1,TOTUSJZ_1,USFLUX_1,d_l_f_1,g_s_1,slf_1,ABSNJZH_2,AREA_ACR_2,MEANGAM_2,MEANGBH_2,MEANGBT_2,MEANGBZ_2,MEANJZD_2,MEANJZH_2,MEANPOT_2,MEANSHR_2,R_VALUE_2,SAVNCPP_2,SHRGT45_2,TOTPOT_2,TOTUSJH_2,TOTUSJZ_2,USFLUX_2,d_l_f_2,g_s_2,slf_2,ABSNJZH_3,AREA_ACR_3,MEANGAM_3,MEANGBH_3,MEANGBT_3,MEANGBZ_3,MEANJZD_3,MEANJZH_3,MEANPOT_3,MEANSHR_3,R_VALUE_3,SAVNCPP_3,SHRGT45_3,TOTPOT_3,TOTUSJH_3,TOTUSJZ_3,USFLUX_3,d_l_f_3,g_s_3,slf_3,ABSNJZH_4,AREA_ACR_4,MEANGAM_4,MEANGBH_4,MEANGBT_4,MEANGBZ_4,MEANJZD_4,MEANJZH_4,MEANPOT_4,MEANSHR_4,R_VALUE_4,SAVNCPP_4,SHRGT45_4,TOTPOT_4,TOTUSJH_4,TOTUSJZ_4,USFLUX_4,d_l_f_4,g_s_4,slf_4
1648,B,False,68.31275,425.26000000000005,30.739,42.19975,110.73750000000001,111.67999999999999,-0.031348650000000006,-0.00424315,2289.5499999999997,26.856,3.099225,3678350000000.0,8.798625,4.888325e+22,636.3275,14118000000000.0,9.73675e+21,99.44800000000001,40.18775,43.52375,67.48219999999999,429.546,31.020999999999997,44.75699999999999,114.73800000000001,115.152,-0.10439459999999998,-0.004501659999999999,2394.9,27.092599999999997,3.0103999999999997,3540000000000.0,9.7452,4.76776e+22,629.674,13885400000000.0,9.17124e+21,101.864,39.324799999999996,44.343,63.928999999999995,438.434,31.438200000000002,44.354600000000005,115.13799999999999,114.21199999999999,-0.196434,-0.004122260000000001,2241.68,27.330600000000004,3.04384,2974600000000.0,10.035739999999999,4.62282e+22,612.652,13938400000000.0,9.18424e+21,103.526,33.0646,48.5896,58.757000000000005,440.304,31.3956,42.1344,112.42999999999999,111.256,-0.1244192,-0.0035372,1999.2600000000002,26.9966,2.8485199999999997,3046360000000.0,9.54898,4.40962e+22,588.772,13772800000000.0,9.42796e+21,105.66,29.950399999999995,51.279399999999995
1649,B,False,13.185,37.753,49.14175,98.4555,148.92749999999998,149.12,0.552785,0.01278375,5313.25,32.742000000000004,0.0,504095000000.0,16.41225,7.217925e+21,75.67175,1183100000000.0,7.257724999999999e+20,70.75825,94.16025,22.281000000000002,16.5765,39.13850000000001,51.26675,99.31349999999999,147.42249999999999,144.565,0.9225275,0.01581,5513.275,33.400499999999994,0.0,597340000000.0,18.43625,7.721150000000001e+21,65.59049999999999,1153100000000.0,7.334324999999999e+20,100.14375,111.4425,28.614000000000004,13.128,44.151599999999995,52.8806,95.8108,139.85399999999998,134.17600000000002,0.31916120000000003,0.01040102,4967.639999999999,34.7444,0.9921,283549800000.0,21.9976,8.407999999999999e+21,67.4372,1330980000000.0,7.832859999999999e+20,103.548,122.40599999999999,27.669,13.599,47.859,56.588,83.079,125.88,123.19,0.4748,0.0084837,4274.2,39.097,0.0,755410000000.0,33.125,9.0993e+21,73.474,1627800000000.0,8.689e+20,105.48,106.71,29.859
1650,B,False,18.815800000000003,63.321400000000004,27.864800000000002,42.977999999999994,108.708,110.696,-0.2133524,0.0035332799999999998,1895.4,22.6142,2.95162,919328000000.0,4.950620000000001,1.36392e+22,223.81599999999997,4454580000000.0,3.6155e+21,0.0,0.0,0.0,12.742659999999999,75.1054,28.397199999999998,41.9132,103.15,106.30799999999999,-0.32556,0.0020006,1908.08,23.329199999999997,3.0416200000000004,1209646000000.0,6.17366,1.61194e+22,255.06799999999998,5195380000000.0,4.11028e+21,0.0,0.0,0.0,23.157400000000003,77.1498,28.354200000000002,40.5272,102.816,105.13600000000001,-0.273672,0.00341476,1827.3600000000001,23.153399999999998,3.1108800000000003,1653620000000.0,5.4579,1.6451399999999999e+22,259.45,5283200000000.0,4.38616e+21,0.0,0.0,0.0,24.326,90.2982,27.9492,41.9662,104.958,107.646,-0.167212,0.0034428799999999997,1908.28,22.7836,3.2784,1694484000000.0,5.2091,1.78638e+22,276.48400000000004,5508540000000.0,4.70736e+21,0.0,0.0,0.0
1651,B,False,52.3498,266.248,39.3316,65.0652,128.988,130.16199999999998,0.02830060000000001,0.00650216,4189.2,30.506400000000003,3.45464,2320880000000.0,18.482999999999997,4.4805799999999996e+22,412.9700000000001,8125000000000.0,5.70152e+21,136.518,573.53,24.6322,52.09860000000001,260.58200000000005,38.724199999999996,64.4274,128.66,129.536,-0.1088436,0.00656612,4053.46,30.1822,3.45332,2317640000000.0,17.455599999999997,4.27298e+22,406.84399999999994,7890920000000.0,5.600680000000001e+21,136.292,532.3539999999999,25.303400000000003,45.890600000000006,257.272,38.257999999999996,63.688,127.63999999999999,128.48399999999998,-0.02039404,0.00581466,3935.44,29.581200000000003,3.42964,1532900000000.0,16.4876,4.1249800000000005e+22,392.746,7717340000000.0,5.5347e+21,135.856,449.34400000000005,26.8846,49.6106,255.51399999999998,38.1192,62.176,126.49000000000001,127.298,-0.025983,0.00628668,3859.5,29.419599999999996,3.2424399999999998,1992400000000.0,15.932999999999998,4.04874e+22,383.89,7644840000000.0,5.523659999999999e+21,134.17,330.444,28.461000000000002
1655,B,False,62.095000000000006,204.046,27.6252,36.5758,87.9518,88.9854,-0.300692,0.0039254,2409.18,22.703,3.35986,3872260000000.0,5.78964,5.052799999999999e+22,566.082,10715000000000.0,1.0917599999999999e+22,4.6044,0.0,1.04878,66.58220000000001,197.69400000000002,27.7378,35.205200000000005,83.8192,84.6904,-0.22271800000000003,0.0039092599999999995,2243.2400000000002,22.785200000000003,3.36646,3753780000000.0,5.203860000000001,5.074340000000001e+22,544.9840000000002,10737800000000.0,1.12778e+22,4.816599999999999,0.0,1.1100400000000001,62.8812,185.74,27.9424,33.3814,82.6336,83.68139999999998,-0.0816588,0.00374022,2148.0,22.721999999999998,3.4234999999999998,3518100000000.0,5.05452,4.79622e+22,507.06800000000004,10069380000000.0,1.09142e+22,9.009,0.0,1.9184199999999998,51.61559999999999,178.33599999999998,28.086000000000002,33.1524,83.41940000000001,84.69640000000001,-0.05825912,0.0031550999999999997,2146.2,22.7616,3.3226199999999997,3268580000000.0,5.13638,4.660979999999999e+22,467.25,9350740000000.0,1.0477e+22,0.0,0.0,0.0
1658,B,False,31.794800000000002,487.21000000000004,43.4422,48.651799999999994,96.6042,97.9782,-0.107712,0.00156886,7424.780000000001,36.6302,4.06312,1424320000000.0,31.619400000000002,2.00006e+23,779.024,16111800000000.0,1.36204e+22,243.23599999999996,1239.52,22.432,45.73,480.538,43.8552,49.0404,96.1856,97.9562,-0.004127199999999995,0.0022783400000000002,7421.359999999999,37.034,4.04178,1175358000000.0,32.156,1.9779399999999998e+23,780.1980000000001,15855000000000.0,1.3494599999999999e+22,242.0,1495.26,22.1186,35.882799999999996,481.976,44.711200000000005,49.498000000000005,96.62780000000001,98.47380000000001,-0.053160200000000005,0.0018165199999999999,7588.780000000001,37.8998,4.013,1136610000000.0,33.418,1.9890799999999996e+23,781.3280000000001,15934200000000.0,1.3241600000000002e+22,241.952,1870.98,21.9206,30.329000000000004,485.8733333333334,44.720333333333336,49.90533333333334,97.91300000000001,100.13,-0.15517899999999998,0.0015930666666666667,7808.600000000001,38.105333333333334,4.0907333333333336,1501526666666.6667,33.867,1.973266666666667e+23,785.2533333333334,15931666666666.666,1.2988333333333332e+22,242.0566666666667,1513.5,22.126333333333335
1661,B,True,82.96779999999998,156.75799999999998,35.2694,54.0712,115.68199999999999,118.65599999999999,0.039635000000000004,0.00962062,4299.54,27.317200000000003,3.69148,3504080000000.0,12.973399999999998,4.92864e+22,415.51800000000003,7400100000000.0,6.421719999999999e+21,35.6546,0.0,7.022800000000001,85.5848,160.794,34.54299999999999,53.1332,112.70599999999999,115.1,0.019383054000000004,0.00907966,4080.3599999999997,27.082,3.6095599999999997,3432280000000.0,12.440000000000001,5.10882e+22,437.70799999999997,7903440000000.0,6.808919999999999e+21,35.56660000000001,0.0,7.09734,86.255,175.9,34.476333333333336,53.87766666666667,113.32,115.71,-0.06192766666666666,0.008922533333333333,4037.933333333333,26.622666666666664,3.758566666666667,3133833333333.3335,11.717333333333334,5.181266666666667e+22,461.1333333333334,8192633333333.333,7.022466666666667e+21,35.45033333333333,133.78,6.960366666666666,93.77000000000001,190.43400000000003,34.8818,53.7976,112.51400000000001,115.42600000000002,0.11499238,0.0093622,4109.219999999999,26.999599999999997,3.81488,3934340000000.0,12.5516,5.4696200000000005e+22,475.13199999999995,8606520000000.0,7.20902e+21,34.3758,189.33599999999998,6.806900000000001
1666,B,False,13.9466,45.1956,24.833599999999997,24.662,83.00619999999999,83.62219999999999,0.097371,0.0031383400000000007,1074.08,22.430600000000002,0.6927,941800000000.0,1.07518,6.337879999999999e+21,91.4888,2473440000000.0,2.3025800000000001e+21,0.0,0.0,0.0,12.3244,43.455600000000004,25.0854,25.6444,83.7204,84.1138,0.13876779999999997,0.00290558,1137.64,22.8882,0.0,743066000000.0,1.072602,6.39026e+21,92.4454,2444840000000.0,2.22978e+21,0.0,0.0,0.0,13.144200000000001,44.6372,25.1044,28.557799999999997,91.6378,91.7626,-0.02121934,0.0035706799999999997,1273.72,22.785800000000002,0.0,839966000000.0,1.35232,6.222300000000001e+21,90.62719999999999,2303040000000.0,2.0530799999999997e+21,0.0,0.0,0.0,12.538999999999998,39.48819999999999,24.911,29.421799999999998,93.72,93.19980000000001,-0.08088039999999999,0.00353772,1238.6799999999998,22.474800000000002,0.0,819192000000.0,1.36522,5.832099999999999e+21,91.672,2323380000000.0,1.9690000000000003e+21,0.0,0.0,0.0
1669,B,False,8.45244,385.71400000000006,35.91459999999999,40.2898,99.71640000000001,98.95919999999998,0.0667512,-0.00048433,4336.38,30.3572,0.0,777114000000.0,15.889199999999999,1.0058600000000001e+23,524.126,12376400000000.0,1.01772e+22,46.2932,0.0,6.48142,5.154168,392.938,36.21939999999999,41.316199999999995,101.632,101.2116,0.0878082,0.0002966516,4529.74,30.6784,1.0470000000000002,788584000000.0,16.567,1.01008e+23,521.1279999999999,12348600000000.0,9.972319999999999e+21,45.6124,0.0,6.428659999999999,15.42834,402.77400000000006,36.559000000000005,43.465999999999994,105.65,105.68799999999999,0.003530799999999998,0.000997984,4878.5199999999995,31.000999999999998,1.5309400000000002,443398000000.0,17.5416,1.00694e+23,533.904,12520600000000.0,9.52134e+21,45.8516,0.0,6.3904000000000005,13.66825,411.13,37.018,46.0375,108.9975,108.4425,-0.11921500000000002,0.00093071,5086.2,30.97375,2.20345,949565000000.0,18.04825,9.914125e+22,546.375,12753750000000.0,9.140325e+21,45.72875,0.0,6.45045
1672,B,True,29.067,288.09499999999997,36.617250000000006,57.887,114.89500000000001,118.145,-0.15397575,0.0027891500000000002,4234.325,29.31625,3.670175,1445275000000.0,14.7055,5.861425e+22,516.335,9770325000000.0,7.599475e+21,136.63750000000002,472.565,31.18125,29.286199999999997,303.96400000000006,37.430800000000005,57.277,114.98000000000002,118.356,0.011533199999999993,0.00263784,4158.7,29.830599999999997,3.70568,1901922000000.0,15.4452,6.14242e+22,543.066,10504800000000.0,7.861980000000001e+21,135.522,315.222,31.362000000000002,24.39725,316.1575,37.623000000000005,56.26225,112.99000000000001,116.215,0.059224517500000004,0.0020200500000000002,4002.55,30.054999999999996,3.6670749999999996,1725500000000.0,15.494750000000002,6.4442750000000005e+22,542.77,11003500000000.0,8.21745e+21,119.365,400.6225,26.033250000000002,12.56326,320.966,37.084599999999995,55.4898,111.09400000000001,113.68799999999999,0.0310048,0.0009734999999999999,3864.5199999999995,29.9548,3.67842,1418626000000.0,15.5168,6.656479999999999e+22,565.508,11684400000000.0,8.60876e+21,121.35800000000002,607.6539999999999,23.9026
1673,B,False,65.2972,270.23,40.3334,35.950399999999995,77.242,81.0518,-0.03267216,-0.00508046,8387.240000000002,34.782399999999996,3.82166,675150000000.0,30.457599999999996,1.4313000000000001e+23,434.934,8658600000000.0,8.81246e+21,0.0,0.0,0.0,50.3886,262.762,41.0236,37.233799999999995,78.3714,82.4342,-0.0674736,-0.00406388,8673.1,35.528600000000004,3.8188000000000004,521788000000.0,31.1124,1.4275800000000002e+23,431.27,8776060000000.0,8.597200000000001e+21,0.0,0.0,0.0,54.8278,265.456,41.358599999999996,38.8948,80.3404,84.82480000000001,-0.015412200000000001,-0.00451154,8843.779999999999,36.181799999999996,3.7260999999999997,518572000000.0,31.910800000000002,1.4281599999999999e+23,447.31800000000004,9089140000000.0,8.53172e+21,0.0,0.0,0.0,53.96079999999999,258.63,41.5662,39.333800000000004,80.44180000000001,85.1752,-0.149436,-0.00446728,8820.02,36.364,3.7483400000000002,956450000000.0,32.1058,1.4155999999999999e+23,442.86800000000005,9037620000000.0,8.444060000000001e+21,0.0,0.0,0.0
1679,B,True,6.191484000000001,49.248200000000004,60.151599999999995,61.686400000000006,105.234,102.3716,-0.22499280000000002,0.0029561039999999998,2779.7200000000003,44.2176,2.87296,1135382000000.0,44.736200000000004,7.417239999999999e+21,73.566,2282600000000.0,6.80158e+20,0.0,0.0,0.0,22.6712,64.785,58.7362,71.52,118.352,118.55799999999999,0.377271,0.008593700000000001,3514.1200000000003,43.465,3.2497,1678456000000.0,41.675599999999996,1.2138320000000002e+22,123.71399999999998,3370900000000.0,1.0300020000000001e+21,13.206,4.6964,8.633799999999999,43.2506,76.4866,55.313199999999995,79.1856,130.798,129.98,0.33721999999999996,0.014783800000000003,4159.82,41.7992,3.0915600000000003,2721940000000.0,37.1716,1.6185e+22,177.21800000000002,4062920000000.0,1.40102e+21,81.3606,51.285000000000004,38.6948,60.9072,88.4402,54.7586,82.94239999999999,130.07199999999997,131.39399999999998,0.640416,0.0176544,4899.6,41.986599999999996,3.3632800000000005,3902280000000.0,38.422799999999995,2.2477400000000004e+22,244.46800000000002,5383500000000.0,1.7457599999999997e+21,73.18620000000001,103.702,28.686199999999996
