,FLARE_TYPE,COINCIDENCE,ABSNJZH_1,AREA_ACR_1,MEANGAM_1,MEANGBH_1,MEANGBT_1,MEANGBZ_1,MEANJZD_1,MEANJZH_1,MEANPOT_1,MEANSHR_1,R_VALUE_1,SAVNCPP_1,SHRGT45_1,TOTPOT_1,TOTUSJH_1,TOTUSJZ_1,USFLUX_1,d_l_f_1,g_s_1,slf_1,ABSNJZH_2,AREA_ACR_2,MEANGAM_2,MEANGBH_2,MEANGBT_2,MEANGBZ_2,MEANJZD_2,MEANJZH_2,MEANPOT_2,MEANSHR_2,R_VALUE_2,SAVNCPP_2,SHRGT45_2,TOTPOT_2,TOTUSJH_2,TOTUSJZ_2,USFLUX_2,d_l_f_2,g_s_2,slf_2,ABSNJZH_3,AREA_ACR_3,MEANGAM_3,MEANGBH_3,MEANGBT_3,MEANGBZ_3,MEANJZD_3,MEANJZH_3,MEANPOT_3,MEANSHR_3,R_VALUE_3,SAVNCPP_3,SHRGT45_3,TOTPOT_3,TOTUSJH_3,TOTUSJZ_3,USFLUX_3,d_l_f_3,g_s_3,slf_3,ABSNJZH_4,AREA_ACR_4,MEANGAM_4,MEANGBH_4,MEANGBT_4,MEANGBZ_4,MEANJZD_4,MEANJZH_4,MEANPOT_4,MEANSHR_4,R_VALUE_4,SAVNCPP_4,SHRGT45_4,TOTPOT_4,TOTUSJH_4,TOTUSJZ_4,USFLUX_4,d_l_f_4,g_s_4,slf_4
337,M,False,165.608,2021.6799999999998,56.8702,73.79920000000001,106.21400000000001,115.144,0.42968399999999995,-0.0031299,15785.0,47.811400000000006,4.93774,17284200000000.0,51.007799999999996,1.10954e+24,4146.24,74403600000000.0,3.4175799999999997e+22,222.66800000000003,110198.0,8.76942,210.57599999999996,2047.56,57.093399999999995,74.0542,105.78999999999999,114.792,0.43661200000000006,-0.00401056,16092.8,47.97760000000001,4.94116,18739200000000.0,51.3144,1.12216e+24,4160.139999999999,75072600000000.0,3.3981400000000004e+22,224.526,106904.0,8.982780000000002,239.882,2045.7400000000002,57.027400000000014,73.2644,105.668,114.274,0.41070400000000007,-0.00450248,15830.6,47.89939999999999,4.92862,19055800000000.0,50.9426,1.1197399999999998e+24,4144.88,75101200000000.0,3.41916e+22,227.26799999999997,105470.0,9.227299999999998,228.86800000000002,2055.54,57.057399999999994,72.11860000000001,104.40599999999999,112.356,0.369078,-0.00416908,15243.4,47.93920000000001,4.917400000000001,19540600000000.0,50.8382,1.1116400000000001e+24,4106.46,74931400000000.0,3.4467200000000004e+22,230.24,98719.4,9.34374
348,M,True,798.012,1845.42,45.57899999999999,52.9134,95.9872,101.976,0.217638,-0.0121478,11061.2,39.120000000000005,4.762779999999999,32787600000000.0,34.1736,9.648359999999999e+23,3211.9,62715200000000.0,4.434919999999999e+22,298.196,22255.4,14.6514,774.556,1866.22,45.7008,53.41179999999999,96.8502,103.21399999999998,0.18282400000000004,-0.011784600000000001,11238.8,39.223600000000005,4.77526,33475200000000.0,34.3856,9.812980000000002e+23,3301.7400000000002,64170800000000.0,4.46714e+22,298.43600000000004,26093.2,14.6398,804.952,1877.3400000000001,45.3426,54.6634,98.4246,105.58400000000002,0.17097800000000002,-0.0126052,11645.0,39.0178,4.7866599999999995,35732400000000.0,34.242599999999996,9.875939999999999e+23,3350.4,64108800000000.0,4.48364e+22,299.91400000000004,25166.8,14.6142,851.9159999999999,1871.64,45.1562,54.665600000000005,98.2968,106.15,0.168296,-0.013500799999999999,11885.4,39.0068,4.77802,37823400000000.0,34.4228,9.960280000000002e+23,3399.5200000000004,64052000000000.0,4.5144800000000005e+22,295.534,32425.4,14.330599999999999
349,M,False,755.2079999999999,1924.4599999999998,42.46319999999999,47.6808,89.9586,96.8518,0.159504,-0.00956534,10006.820000000002,36.6038,4.608199999999999,37586000000000.0,29.498,1.04904e+24,3631.1,69111200000000.0,5.54726e+22,249.744,33715.6,12.1876,767.9266666666666,1922.5,42.053666666666665,46.726,88.26633333333332,95.12766666666668,0.16104666666666667,-0.009403799999999999,9759.866666666667,36.40133333333333,4.5939,36708000000000.0,28.989,1.0586333333333333e+24,3625.933333333333,69809000000000.0,5.673333333333333e+22,253.34666666666666,44758.333333333336,12.395000000000001,769.034,1924.6800000000003,41.858799999999995,47.457800000000006,88.98799999999999,96.8948,0.10846259999999999,-0.009594040000000002,10134.960000000001,36.511399999999995,4.64644,35994000000000.0,28.918,1.0790399999999998e+24,3670.9199999999996,71162800000000.0,5.683680000000001e+22,255.85399999999998,47728.6,12.488599999999998,813.144,1912.72,42.13119999999999,48.8174,90.79220000000001,99.2714,0.0313376,-0.010764,10739.8,29.233999999999998,4.62624,35771200000000.0,29.325200000000002,1.0776400000000001e+24,3608.7400000000002,68379800000000.0,5.525e+22,253.212,48170.6,12.3644
351,M,False,628.8520000000001,1909.0199999999998,41.967,45.3882,85.3968,93.4198,0.07532760000000001,-0.007838620000000001,10689.4,36.1184,4.61462,31413200000000.0,28.934200000000004,1.13876e+24,3523.7599999999998,67677000000000.0,5.76222e+22,259.794,48025.6,12.901,749.7900000000001,1914.5400000000002,42.0236,45.5362,85.109,93.8158,0.049740599999999996,-0.00945262,10994.8,36.5302,4.5809,35281000000000.0,29.740000000000002,1.15846e+24,3528.3399999999992,67459200000000.0,5.78766e+22,260.55400000000003,38213.4,12.868199999999998,718.814,1915.5400000000002,41.7612,44.257,82.974,91.569,0.05998938,-0.008649760000000001,10806.8,36.4636,4.52406,32442000000000.0,29.2132,1.1919400000000002e+24,3612.38,69195600000000.0,6.00602e+22,250.52599999999998,32429.0,12.2096,613.424,1901.2600000000002,41.518,42.298,80.25840000000001,88.6774,0.0577588,-0.00686758,10214.0,35.936,4.5124,27708600000000.0,28.423000000000002,1.2118800000000002e+24,3666.5,71289800000000.0,6.252899999999999e+22,243.046,36039.8,11.864799999999999
352,M,True,574.5060000000001,780.7339999999999,53.88539999999999,66.60679999999999,94.83439999999999,107.83599999999998,-0.08696000000000001,-0.020069200000000002,14732.8,47.4824,4.640159999999999,15490200000000.0,49.5336,5.59738e+23,2330.9800000000005,38937400000000.0,2.0332e+22,140.71999999999997,27400.2,7.696539999999999,583.34,779.836,54.1952,65.7578,94.03439999999999,106.57000000000001,-0.0305326,-0.0190256,14074.2,47.763400000000004,4.67112,15052800000000.0,49.955,5.73058e+23,2395.3599999999997,41223600000000.0,2.0952e+22,141.892,27000.8,7.69276,632.3399999999999,788.942,53.9572,64.03139999999999,92.37160000000002,105.00399999999999,-0.049025799999999994,-0.019786400000000003,13576.4,47.5998,4.66818,19868600000000.0,49.3974,5.762739999999999e+23,2431.06,41873800000000.0,2.12248e+22,143.858,30001.2,7.657679999999999,554.5233333333334,785.68,53.73566666666667,64.367,92.91866666666665,105.74666666666667,-0.035731000000000006,-0.017732333333333333,13695.333333333334,47.21633333333333,4.647166666666666,17761333333333.332,49.754333333333335,5.682633333333333e+23,2425.866666666667,41208333333333.336,2.108033333333333e+22,143.4766666666667,34552.333333333336,7.652066666666667
353,M,False,590.138,781.03,54.0222,66.6576,94.94480000000001,107.97999999999999,-0.0258544,-0.0201208,14503.2,47.6228,4.66724,15286400000000.0,49.648799999999994,5.65e+23,2381.1,40180200000000.0,2.05956e+22,140.91799999999998,27138.2,7.66546,611.822,781.01,54.1312,64.7834,93.026,105.33,-0.0530556,-0.019464,13789.2,47.7598,4.662920000000001,16662400000000.0,49.7458,5.75208e+23,2387.22,41455000000000.0,2.11228e+22,142.97200000000004,28794.2,7.6992199999999995,599.942,789.836,53.86220000000001,63.8864,92.3426,105.218,-0.036454,-0.0188084,13547.8,47.41779999999999,4.6645199999999996,19604400000000.0,49.4728,5.7377799999999997e+23,2447.4,41951800000000.0,2.11822e+22,143.466,31056.8,7.6378200000000005,555.0533333333334,785.5366666666667,53.81133333333333,66.05533333333334,94.54466666666667,107.05333333333334,-0.06837366666666667,-0.018378000000000002,14140.0,47.24966666666668,4.678133333333333,16251333333333.334,50.46533333333333,5.673766666666667e+23,2428.133333333333,40243333333333.336,2.094333333333333e+22,144.69000000000003,32235.666666666668,7.7364
359,M,True,581.2919999999999,2183.78,42.824,44.7932,76.2822,86.31280000000001,-0.18035600000000002,0.0065182600000000005,10422.2,37.1378,4.81636,20568400000000.0,31.669999999999998,1.2352e+24,4361.759999999999,77888600000000.0,6.6444e+22,276.20399999999995,31669.2,13.8576,592.652,2174.54,42.813199999999995,44.3388,74.8226,84.68019999999999,-0.16074800000000003,0.0067411,10375.6,36.9528,4.8181400000000005,20280800000000.0,31.494999999999997,1.2113999999999998e+24,4254.1,75495200000000.0,6.51548e+22,276.89799999999997,28829.0,14.065800000000001,592.9979999999999,2205.9,42.760799999999996,43.904399999999995,74.3308,84.0658,-0.12120000000000002,0.0066148399999999994,10125.4,36.9084,4.848380000000001,20824000000000.0,31.333199999999998,1.20584e+24,4250.120000000001,75648000000000.0,6.56022e+22,275.28599999999994,30159.6,14.0428,604.55,2223.84,42.7206,43.9842,74.515,84.15719999999999,-0.11717819999999998,0.006562500000000001,9987.26,36.91600000000001,4.86388,21747400000000.0,31.308399999999995,1.2215200000000002e+24,4325.38,78056600000000.0,6.660119999999999e+22,276.144,30676.0,14.0084
360,M,True,906.4133333333334,2281.366666666667,43.55266666666666,46.379999999999995,80.33733333333333,89.94433333333332,-0.05505366666666667,0.009140200000000001,10260.333333333334,37.63933333333333,4.9770666666666665,28974333333333.332,32.298,1.3512333333333335e+24,4892.599999999999,87856333333333.33,7.003066666666667e+22,270.2733333333333,58554.333333333336,11.579,955.82,2287.7,43.39979999999999,48.1078,82.7672,92.6796,-0.08888360000000001,0.01011808,10851.8,37.7442,4.9878,29722600000000.0,32.577200000000005,1.36278e+24,4996.64,87090200000000.0,6.882799999999999e+22,269.77799999999996,69441.2,11.4204,1040.2540000000001,2304.0,43.5552,49.525,84.81899999999999,95.173,-0.1055226,0.0113622,11317.8,38.1466,5.014380000000001,35134800000000.0,32.948,1.3760799999999998e+24,5137.42,88121600000000.0,6.8339e+22,270.116,72670.8,11.366800000000001,1054.298,2310.3200000000006,43.605000000000004,49.842,85.287,95.0592,-0.0946796,0.0112672,11417.8,38.364999999999995,5.02522,36083000000000.0,33.160000000000004,1.4188600000000002e+24,5290.620000000001,91080600000000.0,6.9915799999999986e+22,270.354,81716.6,11.192400000000001
361,M,True,1162.2199999999998,2482.1600000000003,45.1776,55.114599999999996,92.3382,100.32180000000001,-0.185616,0.013907800000000001,12154.0,39.688599999999994,5.02924,35630000000000.0,34.958600000000004,1.3492e+24,5310.719999999999,90267400000000.0,6.06488e+22,274.12000000000006,75410.2,11.256199999999998,1216.84,2483.2200000000003,45.5606,55.339200000000005,92.96960000000001,100.98599999999999,-0.148096,0.014202999999999999,11975.4,40.09060000000001,5.02736,38066200000000.0,35.163799999999995,1.3629799999999998e+24,5347.9800000000005,93347400000000.0,6.13482e+22,274.768,78178.0,11.246999999999998,1124.2199999999998,2462.2,45.5496,53.9048,91.8808,98.99619999999999,-0.057355159999999995,0.0120208,11078.0,40.063,5.06004,34240400000000.0,35.126400000000004,1.37646e+24,5355.9400000000005,98534200000000.0,6.40544e+22,275.804,77827.4,11.144,1076.1,2452.6400000000003,45.3802,53.1124,91.3762,98.0178,-0.0013212600000000007,0.011304400000000001,10833.6,39.7676,5.08076,32646600000000.0,35.0572,1.36986e+24,5296.02,97411000000000.0,6.41894e+22,275.332,92875.8,10.997200000000001
362,M,True,942.45,2472.8199999999997,47.236999999999995,60.24699999999999,100.1458,109.098,-0.164962,0.012223000000000001,13000.2,41.2856,5.01446,18600200000000.0,38.5192,1.33168e+24,5358.140000000001,92110400000000.0,5.66562e+22,271.7,85954.6,10.680399999999999,962.738,2467.84,47.4014,60.3914,100.4582,108.798,-0.137114,0.0122656,12647.0,41.2952,5.0499600000000004,21157000000000.0,38.6514,1.31814e+24,5277.56,92067400000000.0,5.6574e+22,271.65999999999997,78926.4,10.7784,928.8366666666667,2464.9666666666667,47.58266666666666,59.233000000000004,98.935,106.68666666666667,-0.10785066666666666,0.011373666666666666,12155.0,41.383,5.026833333333333,22834666666666.668,38.838,1.3183333333333332e+24,5141.733333333334,92189000000000.0,5.696433333333333e+22,271.62,85037.0,10.771333333333333,832.1139999999999,2451.9000000000005,47.956399999999995,57.76099999999999,96.2228,103.354,-0.046487400000000005,0.0095964,11431.8,41.7804,5.0200000000000005,20932800000000.0,39.312,1.31642e+24,5010.6,94265800000000.0,5.744e+22,272.634,75130.6,10.8984
363,M,True,956.99,2422.2,49.725500000000004,60.690749999999994,98.65425,105.845,-0.07911375,0.012736250000000001,12480.0,43.26775,4.957325,28214750000000.0,42.252,1.245925e+24,4896.125,90299250000000.0,5.103199999999999e+22,276.99,81833.75,11.411,810.9499999999999,2411.025,49.87775,58.900499999999994,97.06099999999999,102.85749999999999,-0.01166675,0.00984525,11381.5,43.416,4.9473,20864000000000.0,42.205,1.2453999999999998e+24,4733.875,92424000000000.0,5.281975e+22,277.565,80004.5,11.51825,744.5060000000001,2408.22,49.9596,58.35519999999999,96.2696,101.166,-0.00911354,0.00899438,11271.4,43.45399999999999,4.9327,16481000000000.0,42.5744,1.23896e+24,4554.68,89642000000000.0,5.247140000000001e+22,278.196,76793.4,11.5328,719.32,2413.25,49.98425,59.68075,97.6715,102.3575,-0.017191,0.0090907,11682.5,43.4835,4.977,15626250000000.0,43.06,1.2276e+24,4436.025,86196500000000.0,5.139475e+22,277.5775,77681.5,11.5395
364,M,False,280.304,306.562,51.830799999999996,81.34,117.752,127.19800000000001,0.1549718,0.027905999999999997,9431.34,40.9422,4.24892,11160200000000.0,38.0118,1.25812e+23,806.242,13927000000000.0,6.48856e+21,90.4388,12640.4,9.3864,314.55600000000004,313.01000000000005,51.5466,80.2268,117.33999999999999,127.38600000000001,0.208818,0.0313218,9621.079999999998,41.12859999999999,4.3098399999999994,11753600000000.0,38.31400000000001,1.2832199999999999e+23,826.8879999999999,13770000000000.0,6.56348e+21,85.20719999999999,10130.66,8.6454,306.25200000000007,315.406,51.752199999999995,79.1848,117.92800000000003,126.554,0.149914,0.0302728,9885.24,41.1742,4.25634,11571600000000.0,39.3666,1.3280799999999998e+23,830.144,13783000000000.0,6.63786e+21,90.172,10759.4,9.08472,316.64,310.488,51.51579999999999,79.20599999999999,117.21,126.09200000000001,0.22784,0.0312626,9792.740000000002,41.2604,4.1882,11584000000000.0,38.953799999999994,1.3172e+23,817.586,13365200000000.0,6.68134e+21,91.21779999999998,10362.6,9.118999999999998
374,M,False,5.007263999999999,677.262,38.6542,54.22579999999999,113.83600000000001,114.66399999999999,-0.19562000000000002,0.00022466839999999997,5904.0199999999995,32.340199999999996,3.83938,2447680000000.0,20.930799999999998,1.77194e+23,937.068,19487200000000.0,1.52842e+22,282.392,960.024,28.996999999999996,13.127320000000001,676.67,38.443400000000004,55.40219999999999,116.126,117.07400000000003,-0.25271800000000005,0.0006199418,6101.6,31.848399999999998,3.93678,2728000000000.0,20.2976,1.7126e+23,915.8120000000001,18572600000000.0,1.46976e+22,286.15,1015.0,29.8774,5.716780000000001,673.574,38.1612,55.301199999999994,116.374,116.71799999999999,-0.334112,0.00024216760000000002,5907.56,31.4452,3.90278,3656080000000.0,19.5192,1.6814e+23,930.564,18726600000000.0,1.4765200000000002e+22,281.226,764.6759999999999,29.885,1.5655540000000001,674.686,37.92100000000001,53.9578,114.846,114.89199999999998,-0.37846599999999997,-2.40844e-05,5619.32,31.2874,3.878660000000001,4293420000000.0,19.276400000000002,1.65762e+23,936.1899999999999,19103600000000.0,1.49816e+22,277.842,815.528,30.522000000000002
393,M,False,192.74200000000002,358.686,56.8266,73.52680000000001,107.76399999999998,112.394,0.1336836,0.0135038,10212.2,46.7324,3.8196600000000003,5235580000000.0,48.70399999999999,1.93588e+23,850.128,16838600000000.0,8.70882e+21,164.34,6898.62,13.343399999999999,177.07199999999997,371.54599999999994,56.5838,73.74999999999999,109.21,114.578,0.05824098000000001,0.012138,10396.6,46.5532,3.71826,5122860000000.0,48.323,2.01408e+23,918.1200000000001,18106800000000.0,8.885099999999999e+21,168.304,6689.359999999999,13.6732,153.47333333333333,389.8933333333334,56.14866666666668,75.75333333333333,112.56,119.31333333333333,0.15078666666666665,0.011058666666666668,11352.666666666666,45.95566666666667,3.7657666666666665,3285800000000.0,47.57833333333334,2.0921666666666665e+23,955.9,18569666666666.668,8.8396e+21,172.15666666666667,5513.599999999999,13.928666666666667,163.88600000000002,406.4,56.2574,77.2736,113.508,119.878,0.06274919999999999,0.0121292,11536.2,45.991,4.0343800000000005,5267280000000.0,47.980399999999996,2.07028e+23,967.9159999999999,18564400000000.0,8.757180000000001e+21,175.474,5313.14,14.2624
412,M,True,218.064,1417.1799999999998,41.87500000000001,59.473400000000005,116.386,119.128,0.09893160000000001,-0.00563898,5392.160000000001,34.6322,4.3672200000000005,4480300000000.0,25.633,2.7829599999999998e+23,2197.3599999999997,46684600000000.0,2.42712e+22,296.662,5551.460000000001,24.3452,236.12999999999997,1412.5400000000002,42.5782,60.632799999999996,116.48400000000001,118.61600000000001,0.04819102000000001,-0.0064024,5579.52,35.089800000000004,4.360460000000001,4056760000000.0,26.8452,2.7303e+23,2046.6600000000003,42720000000000.0,2.3110000000000003e+22,293.85600000000005,7538.2,23.772399999999998,285.986,1421.6,42.981399999999994,58.825,113.048,113.602,0.10241019999999998,-0.00710522,5149.0199999999995,35.253400000000006,4.297179999999999,7713640000000.0,26.8188,2.74982e+23,2005.52,43625200000000.0,2.3709799999999998e+22,291.36,7042.839999999999,23.2964,292.106,1425.22,43.173,57.208600000000004,110.018,110.37,0.09434419999999999,-0.00673762,4891.219999999999,35.5664,4.352580000000001,7719680000000.0,26.787599999999998,2.81704e+23,2029.3,45853600000000.0,2.43864e+22,294.338,6451.38,23.5138
416,M,False,218.906,1504.36,45.608999999999995,59.12800000000001,109.21199999999999,110.76599999999999,0.175008,-0.0050266,5342.38,37.498599999999996,4.38018,4505100000000.0,30.7652,3.09168e+23,2104.72,49168400000000.0,2.37114e+22,259.55199999999996,7834.1,20.0378,247.33666666666667,1503.4333333333332,45.68866666666667,59.952666666666666,110.02999999999999,111.15666666666668,0.12917333333333333,-0.0059163666666666665,5553.033333333333,37.470333333333336,4.4073,7590233333333.333,30.93766666666667,3.0836999999999995e+23,2070.1333333333337,46126333333333.336,2.3263333333333334e+22,253.89666666666665,7482.566666666667,19.422333333333334,313.076,1509.8600000000001,45.840599999999995,64.64020000000001,116.71600000000001,118.516,0.1325436,-0.008360639999999999,6391.339999999999,37.343,4.487820000000001,10681420000000.0,30.974400000000003,3.1845199999999994e+23,2108.92,44615600000000.0,2.2524599999999997e+22,245.33200000000002,8862.380000000001,18.3572,362.48400000000004,1520.6399999999999,45.6968,66.1648,119.76399999999998,123.19000000000001,0.09965120000000001,-0.01027776,6949.12,37.0928,4.50022,12809000000000.0,30.970799999999997,3.2533400000000004e+23,2239.8399999999997,45819800000000.0,2.21726e+22,246.71599999999998,9429.939999999999,18.1674
419,M,False,282.30000000000007,1618.44,51.5486,71.8524,114.838,118.676,0.170442,-0.00739302,7949.3,41.5646,4.48094,13245600000000.0,39.5958,4.0308000000000005e+23,2291.64,49637600000000.0,2.34182e+22,254.53000000000003,14645.2,16.901999999999997,313.816,1617.06,51.5592,71.0158,113.96199999999999,117.98599999999999,0.154659,-0.0082786,7893.280000000001,41.507,4.47448,14556000000000.0,39.551,3.97412e+23,2203.88,47766000000000.0,2.3234200000000002e+22,257.79200000000003,13287.2,17.132799999999996,312.67600000000004,1629.2199999999998,52.07340000000001,71.08599999999998,112.92,116.33399999999999,0.030878499999999996,-0.008151,7817.1,41.888799999999996,4.433800000000001,13845200000000.0,40.189400000000006,3.98296e+23,2184.1,47546200000000.0,2.31692e+22,259.514,13407.6,17.496,289.082,1648.58,51.85799999999999,71.105,112.64200000000001,115.644,0.07468,-0.0074395600000000004,7629.719999999999,41.491600000000005,4.4499200000000005,14112600000000.0,39.687400000000004,3.9373200000000004e+23,2129.6400000000003,46687400000000.0,2.32156e+22,258.14799999999997,12875.2,17.542400000000004
426,M,False,916.5140000000001,2238.6000000000004,43.5206,56.555600000000005,101.078,108.69200000000001,-0.0814882,-0.01123562,9428.720000000001,37.3012,4.96242,46642000000000.0,29.7798,1.0218599999999999e+24,4463.76,85109200000000.0,5.78262e+22,191.618,78277.8,8.39034,821.722,2230.7200000000003,43.302800000000005,55.5726,99.8102,106.81800000000001,-0.07795479999999999,-0.009738900000000002,9085.66,37.064,4.96184,42846800000000.0,29.6712,1.01842e+24,4477.42,85857600000000.0,5.876360000000001e+22,193.554,72404.6,8.50992,782.24,2222.8,43.214600000000004,53.75600000000001,97.2816,103.66,-0.04062280000000001,-0.00895284,8709.34,36.998000000000005,4.959899999999999,42814800000000.0,29.4968,1.0107799999999999e+24,4374.08,85808400000000.0,5.9553800000000005e+22,195.244,73961.2,8.635320000000002,628.472,2209.02,43.025999999999996,53.12080000000001,96.5788,102.876,-0.0621556,-0.007099459999999999,8506.98,36.957800000000006,4.98164,35888000000000.0,29.2682,1.000192e+24,4333.7,85185400000000.0,6.00524e+22,197.97,57376.6,8.84486
427,M,True,98.9034,1081.66,49.226800000000004,65.4602,111.398,111.99000000000001,0.138108,0.0031594200000000005,7784.18,39.3704,4.08142,4212540000000.0,35.2116,3.23176e+23,1725.06,35017400000000.0,1.89504e+22,427.7099999999999,6675.4800000000005,32.5214,99.639,1101.2,49.71300000000001,64.5204,109.604,110.532,0.161742,0.0030648200000000002,7633.56,39.6338,4.185379999999999,3556280000000.0,35.6168,3.2955e+23,1770.28,36356000000000.0,1.93072e+22,417.52799999999996,6331.1,31.3358,113.57950000000001,1124.375,49.782,65.5085,110.625,112.1525,0.257965,0.0034811,7848.025,39.9565,4.357799999999999,4467475000000.0,36.08175,3.3984499999999995e+23,1870.5,37964000000000.0,1.949175e+22,411.765,8394.8,30.25325,179.935,1151.525,48.61875,67.207,114.4375,117.6325,0.1834975,0.0058560750000000005,8429.5,38.9215,4.3329249999999995,5345675000000.0,34.45325,3.4534750000000004e+23,1967.6,39347750000000.0,1.9278e+22,402.99750000000006,9850.45,28.762
428,M,True,63.313,1188.58,52.47760000000001,68.543,109.76399999999998,111.35,0.245894,0.0020179720000000003,8201.5,41.2522,4.398219999999999,4324940000000.0,39.351,3.4212e+23,1810.7400000000002,38149400000000.0,1.7628e+22,405.2579999999999,10984.32,28.409799999999997,10.384333333333332,1207.6666666666667,53.394666666666666,69.27433333333333,108.75,109.84666666666668,0.1965766666666667,-0.00027101033333333334,8530.766666666666,42.06133333333334,4.4697000000000005,5459733333333.333,40.909,3.507466666666667e+23,1778.0666666666666,36934666666666.664,1.742033333333333e+22,408.5133333333333,10122.1,28.528000000000002,69.13625,1240.175,53.316,73.13525,114.6775,116.32249999999999,0.18385,-0.0023508,9397.075,41.91525,4.5119,6348000000000.0,40.23425,3.6745e+23,1938.375,38098000000000.0,1.759525e+22,406.59000000000003,13380.0,27.964,190.085,1270.725,52.31975,72.4015,116.08500000000001,120.515,0.23226375,-0.0063522,9650.724999999999,41.15375,4.58085,10371750000000.0,38.935500000000005,3.8195e+23,2212.85,41781000000000.0,1.82875e+22,404.08250000000004,17084.5,27.56375
429,M,True,530.1279999999999,1366.66,56.3566,75.39219999999999,110.352,116.75399999999999,0.1143002,-0.0150872,10861.0,44.95739999999999,4.756379999999999,18104200000000.0,45.6862,5.06836e+23,2688.12,47683600000000.0,2.03496e+22,374.01000000000005,41288.2,22.603,561.428,1395.98,56.477999999999994,74.1076,108.112,114.26799999999999,0.1342548,-0.015558800000000001,10675.6,45.315,4.76748,18764000000000.0,46.1586,5.1147799999999996e+23,2661.76,47371600000000.0,2.0555199999999998e+22,358.38800000000003,44156.6,21.0666,599.6633333333333,1413.8,56.98433333333333,72.015,107.25999999999999,114.14666666666666,0.20699,-0.015935333333333333,10363.666666666666,45.821666666666665,4.754133333333333,19582000000000.0,46.66133333333334,5.1794999999999996e+23,2772.7666666666664,49639666666666.664,2.108133333333333e+22,347.81333333333333,45763.666666666664,20.142666666666667,578.604,1439.9,55.9054,72.8146,111.2,119.484,0.284678,-0.015615799999999999,10602.6,44.626000000000005,4.78984,18412000000000.0,44.880599999999994,5.2149399999999996e+23,2894.06,52229000000000.0,2.15552e+22,339.884,37228.0,19.8566
430,M,True,578.604,1439.9,55.9054,72.8146,111.2,119.484,0.284678,-0.015615799999999999,10602.6,44.626000000000005,4.78984,18412000000000.0,44.880599999999994,5.2149399999999996e+23,2894.06,52229000000000.0,2.15552e+22,339.884,37228.0,19.8566,554.31,1446.36,56.2832,75.4436,112.43199999999999,120.16399999999999,0.259802,-0.015684800000000002,10967.2,44.8344,4.751220000000001,18583800000000.0,45.28500000000001,5.14752e+23,2805.78,49623200000000.0,2.11226e+22,332.774,34235.4,19.293,451.86199999999997,1457.2800000000002,56.7032,74.49080000000001,109.50999999999999,115.638,0.220364,-0.012394800000000001,10435.4,45.135000000000005,4.77946,15214800000000.0,45.9616,5.0544000000000004e+23,2639.32,48329600000000.0,2.1042999999999997e+22,329.302,41161.0,18.842399999999998,350.82800000000003,1476.06,57.0022,71.861,106.33800000000001,112.232,0.187112,-0.009287740000000001,9962.34,45.6142,4.7961599999999995,11187080000000.0,46.5526,4.99962e+23,2556.5,47853000000000.0,2.10566e+22,332.316,42463.8,19.010200000000005
431,M,True,175.166,1587.6999999999998,57.7288,73.80139999999999,108.84400000000001,115.58399999999999,0.17555800000000002,-0.0041100600000000004,9960.1,46.374,4.874420000000001,3836700000000.0,48.0234,5.641779999999999e+23,3099.6,58471200000000.0,2.3211399999999997e+22,317.504,53313.6,17.194000000000003,69.09299999999999,1604.06,58.0928,75.1984,108.434,114.478,0.21812800000000002,-0.001609896,9945.6,46.5026,4.88652,4818600000000.0,48.279199999999996,5.69048e+23,3138.6800000000003,58703600000000.0,2.3414600000000003e+22,319.25,51278.6,17.285800000000002,52.49933333333333,1630.5666666666666,58.199666666666666,77.00600000000001,110.71666666666665,116.86,0.21022666666666665,-0.0011960366666666667,10036.866666666667,46.59466666666666,4.861533333333333,4733966666666.667,48.48166666666666,5.8546e+23,3272.4,61086666666666.664,2.4325666666666667e+22,312.35333333333335,57983.666666666664,16.860333333333333,102.018,1634.3000000000002,58.009,78.92099999999999,114.46000000000001,121.24000000000001,0.210845,-0.0023492,10405.0,46.3545,4.9733,4692100000000.0,47.8555,6.0046499999999994e+23,3449.15,63454500000000.0,2.4886500000000004e+22,314.57000000000005,58967.0,16.9895
432,M,True,463.86,1616.7600000000002,57.895999999999994,80.2018,115.27000000000001,120.742,0.294812,-0.00995994,10145.4,46.34160000000001,4.905780000000001,19949600000000.0,47.4278,6.27544e+23,3830.12,72118400000000.0,2.6374000000000003e+22,288.44199999999995,67927.0,14.809000000000001,396.578,1598.1399999999999,57.775400000000005,81.59740000000001,116.668,121.83399999999999,0.230876,-0.00860346,10241.6,46.0902,4.934780000000001,14914200000000.0,47.0238,6.26508e+23,3861.0800000000004,71611000000000.0,2.6381e+22,289.27000000000004,70642.0,14.7222,318.87600000000003,1588.94,58.1746,81.8476,115.61599999999999,120.33,0.212594,-0.00697554,10282.8,46.2074,4.91606,10715240000000.0,47.327799999999996,6.24326e+23,3744.96,69433200000000.0,2.60724e+22,290.554,66461.4,15.0344,359.096,1575.6,58.257000000000005,82.0232,114.572,118.7,0.16396799999999997,-0.007856440000000001,10227.0,46.3088,4.90576,12299200000000.0,47.4842,6.20716e+23,3618.2799999999997,66818000000000.0,2.5848600000000002e+22,289.69,59790.6,15.119800000000001
