,FLARE_TYPE,COINCIDENCE,ABSNJZH_1,AREA_ACR_1,MEANGAM_1,MEANGBH_1,MEANGBT_1,MEANGBZ_1,MEANJZD_1,MEANJZH_1,MEANPOT_1,MEANSHR_1,R_VALUE_1,SAVNCPP_1,SHRGT45_1,TOTPOT_1,TOTUSJH_1,TOTUSJZ_1,USFLUX_1,d_l_f_1,g_s_1,slf_1,ABSNJZH_2,AREA_ACR_2,MEANGAM_2,MEANGBH_2,MEANGBT_2,MEANGBZ_2,MEANJZD_2,MEANJZH_2,MEANPOT_2,MEANSHR_2,R_VALUE_2,SAVNCPP_2,SHRGT45_2,TOTPOT_2,TOTUSJH_2,TOTUSJZ_2,USFLUX_2,d_l_f_2,g_s_2,slf_2
1822,B,True,5.5766599999999995,200.656,34.3934,72.248,145.502,144.44199999999998,1.2808,-0.0017822720000000001,2535.1,25.084600000000002,1.7902999999999998,2121380000000.0,7.972380000000001,1.05836e+22,180.82600000000002,3747880000000.0,1.9807599999999997e+21,66.82000000000001,42.724599999999995,22.1658,5.58596,199.15200000000002,35.9776,73.7952,145.398,142.086,1.0983800000000001,-0.00169583,2444.62,25.3296,0.0,1900500000000.0,8.16918,1.06728e+22,176.27,3725200000000.0,1.9860999999999996e+21,64.558,59.0038,21.160199999999996
1823,B,False,13.055599999999998,167.53400000000002,52.315599999999996,85.0112,133.00600000000003,134.06,0.35831399999999997,0.00430942,7531.219999999999,36.495400000000004,2.9492800000000003,1010744000000.0,29.350599999999996,3.03452e+22,201.57199999999997,3698960000000.0,2.05534e+21,124.46199999999999,374.91999999999996,22.3082,11.344339999999999,166.442,53.357000000000006,84.203,126.71600000000001,125.35799999999999,0.23825399999999997,0.0035065,7203.139999999999,37.589600000000004,2.6752,818790000000.0,32.1852,3.0886000000000007e+22,191.256,3633400000000.0,2.08966e+21,122.17999999999999,371.38599999999997,22.7328
1826,B,False,7.55848,90.9856,33.53060000000001,54.48720000000001,128.526,125.576,0.41222400000000003,0.00394708,1726.8200000000002,26.538999999999998,2.26626,609224000000.0,9.613579999999999,4.39344e+21,77.93820000000001,1813040000000.0,1.0608200000000001e+21,0.0,0.0,0.0,7.98262,94.256,32.4154,59.8288,136.16199999999998,132.362,0.16203620000000002,0.004809079999999999,2000.94,25.3272,2.17056,731164000000.0,7.5458,4.43218e+21,74.9896,1674400000000.0,1.000744e+21,0.0,0.0,0.0
1827,B,False,152.57800000000003,912.78,49.9704,44.92400000000001,86.027,89.12960000000001,0.032387580000000006,-0.0047113,14993.6,44.339,3.82354,4677520000000.0,45.2112,6.4494e+23,1099.8600000000001,25430200000000.0,2.1215600000000003e+22,92.1756,0.0,5.142799999999999,146.348,921.934,49.882600000000004,43.508,84.6556,88.404,0.0551346,-0.0044721,14720.6,44.2798,3.8899,4111500000000.0,45.0654,6.39724e+23,1075.4599999999998,25200800000000.0,2.12104e+22,89.2578,2063.4,4.97118
1828,B,False,2.054204,215.15600000000003,30.396799999999995,73.349,144.45,142.89000000000001,0.227076,5.0978000000000006e-05,2044.2400000000002,21.1912,1.50444,260768000000.0,1.448,4.65614e+21,89.8194,1864620000000.0,1.14922e+21,0.0,0.0,0.0,6.972620000000001,216.442,31.535800000000002,73.33699999999999,149.948,147.92800000000003,1.223644,-0.0044682,2017.94,21.031200000000002,1.37408,969856000000.0,1.9367599999999996,4.1530400000000005e+21,82.9282,1690780000000.0,1.04084e+21,0.0,0.0,0.0
1831,B,True,43.0612,186.734,30.378800000000002,38.0882,91.6328,96.252,-0.07360096,-0.0029493399999999995,2224.1600000000003,25.4012,3.5016800000000003,1173166000000.0,7.42778,4.31156e+22,460.122,10154000000000.0,9.030980000000001e+21,197.86599999999999,102.312,43.2668,46.80475,192.48250000000002,30.606499999999997,39.87675,97.46875,101.62650000000001,-0.17298,-0.0034264250000000003,2443.075,25.3705,3.51255,1220820000000.0,7.75445,4.4311500000000005e+22,483.1325,10213800000000.0,8.79685e+21,200.045,90.72850000000001,45.95725
1836,B,False,17.4392,79.33220000000001,54.36,85.81120000000001,130.148,134.086,0.1609106,0.00719514,5775.999999999999,38.234399999999994,2.90922,536014000000.0,29.399400000000004,1.85916e+22,157.662,3059960000000.0,1.3874999999999996e+21,88.5022,420.36199999999997,19.4658,16.489,83.764,52.77974999999999,86.58875,132.3675,134.98499999999999,-0.20151425,0.0066574749999999995,5203.825000000001,36.53325,2.823525,941825000000.0,27.323500000000003,1.7074749999999999e+22,143.90750000000003,2883050000000.0,1.474225e+21,90.3725,255.695,19.980249999999998
1839,B,False,10.896666666666667,196.00666666666666,46.65533333333334,87.24766666666666,139.35333333333332,138.54,0.37651666666666667,0.0026537333333333333,5557.433333333333,31.951999999999998,3.1336,1016550000000.0,21.55366666666667,3.036633333333333e+22,263.46666666666664,5074400000000.0,2.7581333333333335e+21,119.69,794.5766666666667,22.085333333333335,6.911762,196.64399999999998,49.1634,85.1054,133.072,131.044,0.4695600000000001,0.001434734,5791.76,34.0558,2.7507999999999995,1210200000000.0,24.7968,3.15324e+22,235.91000000000003,4628800000000.0,2.65262e+21,65.6404,364.48999999999995,11.81826
1840,B,False,6.84398,261.786,35.028200000000005,33.6254,81.0272,82.06479999999999,-0.0837146,-0.00034338799999999997,4548.719999999999,29.535000000000004,3.5328600000000003,885042000000.0,16.647399999999998,1.201e+23,512.238,11712600000000.0,1.2189e+22,41.230399999999996,0.0,5.11204,5.655901999999999,263.704,34.407399999999996,33.02419999999999,80.9462,82.08579999999999,-0.05933769999999999,-0.00027651380000000004,4346.32,28.9608,3.5318999999999994,736764000000.0,15.878400000000003,1.1805199999999998e+23,515.9599999999999,11846400000000.0,1.2368e+22,42.0336,0.0,5.22204
1843,B,False,8.60526,452.802,39.3096,70.525,137.044,135.276,0.48927200000000004,0.000877382,3320.56,28.891199999999998,3.3868,2324140000000.0,15.540600000000001,3.93468e+22,433.48199999999997,8936060000000.0,5.719220000000001e+21,10.8774,0.0,2.6129,16.332659999999997,446.6699999999999,37.362199999999994,76.5662,147.524,146.108,0.33148799999999995,0.002059386,3655.3,27.152800000000003,3.37494,1397160000000.0,11.999799999999999,3.8835e+22,451.962,8873980000000.0,5.605340000000001e+21,18.116200000000003,0.0,4.243119999999999
1844,B,True,39.212599999999995,194.79,61.73639999999999,47.6052,66.5296,71.2576,-0.1489538,0.00448852,18550.4,54.574,3.82664,1890380000000.0,68.48400000000001,2.15352e+23,294.174,6774280000000.0,5.961660000000001e+21,9.4026,0.0,0.8558199999999999,42.2222,188.95,62.303,47.9482,66.572,71.3216,-0.11387320000000001,0.0049031,18638.6,54.8568,3.7625,1536240000000.0,69.35999999999999,2.1314999999999997e+23,291.502,6781780000000.0,5.88198e+21,17.205199999999998,0.0,1.54974
1845,B,False,17.5452,321.004,40.4448,52.4482,118.20599999999999,120.872,-0.15506859999999997,0.0016627800000000002,5272.0599999999995,33.4072,1.04466,1163990000000.0,22.5638,7.3743e+22,467.204,10144800000000.0,6.94922e+21,218.252,178.13400000000001,35.213800000000006,14.213999999999999,321.76,40.485400000000006,50.5178,114.304,116.09,0.042271619999999996,0.00123018,4874.5599999999995,33.556599999999996,2.2496,989240000000.0,23.179,7.47058e+22,474.16999999999996,10682400000000.0,7.246559999999999e+21,193.91,0.0,31.024
1848,B,False,114.56599999999999,912.152,45.848,37.5804,81.62559999999999,85.533,-0.015385863999999999,-0.0027716,11390.2,40.6846,4.09238,2749260000000.0,36.9606,6.25062e+23,1183.1,29022200000000.0,2.48984e+22,27.7294,0.0,1.58898,101.2726,909.0360000000001,46.592,38.469800000000006,82.08160000000001,86.221,-0.017047847999999997,-0.00257248,11992.2,41.6828,4.134040000000001,1141779800000.0,38.6454,6.265240000000001e+23,1183.0,29096400000000.0,2.4193e+22,24.39826,0.0,1.394182
1852,B,False,2.07295,316.63,40.69525,60.69325,120.33250000000001,119.245,0.42020250000000003,1.2232499999999985e-05,3230.1,32.263,2.122775,2040925000000.0,21.08775,3.929275e+22,428.3875,8845200000000.0,5.63825e+21,105.33749999999999,402.7125,26.57725,6.11576,310.268,40.5154,61.7558,120.258,117.98600000000002,0.4433299999999999,0.000489102,3284.4,32.1478,0.0,2074740000000.0,20.2192,3.85336e+22,397.79400000000004,8292800000000.0,5.47632e+21,102.622,399.74,27.2794
1853,B,False,2.2656219999999996,24.584200000000003,22.129399999999997,27.131800000000005,84.203,85.0614,0.21144980000000002,-9.928000000000001e-05,1032.0900000000001,18.168599999999998,0.0,576186000000.0,0.41761400000000004,4.556200000000001e+21,90.1242,1942500000000.0,2.06778e+21,0.0,0.0,0.0,1.8610020000000003,20.044800000000002,22.565999999999995,25.922800000000002,80.8524,81.98519999999999,0.324224,-0.000443538,985.394,18.030800000000003,0.0,461844000000.0,0.34638,3.3861599999999995e+21,68.90360000000001,1510780000000.0,1.5811e+21,0.0,0.0,0.0
1857,B,False,10.282,42.226,40.302600000000005,61.3024,123.35999999999999,128.814,-0.43843000000000004,-0.003916339999999999,3648.66,30.501799999999996,3.08054,618100000000.0,17.925400000000003,1.2891200000000002e+22,157.31799999999998,2979280000000.0,1.8413e+21,0.0,0.0,0.0,4.87866,48.122,39.3352,61.243399999999994,123.526,125.57199999999997,-0.2589374,-0.0016925,3691.7400000000002,29.178800000000003,2.9572200000000004,610156000000.0,15.7768,1.4014e+22,167.17800000000003,2983340000000.0,2.0477800000000001e+21,0.0,0.0,0.0
1858,B,False,52.757400000000004,188.274,33.055800000000005,44.10940000000001,114.48799999999999,114.498,0.15249215199999996,-0.006781520000000001,2802.9200000000005,27.5546,2.69986,1998820000000.0,11.8682,2.8952199999999997e+22,282.084,6171520000000.0,4.77344e+21,13.793600000000001,0.0,4.37744,53.867599999999996,196.30800000000002,32.255399999999995,44.2456,115.43799999999999,115.13400000000001,0.09221038000000001,-0.0069949,2759.86,26.7332,2.46156,2483060000000.0,10.514639999999998,2.82224e+22,282.244,6048880000000.0,4.7937e+21,14.565000000000001,0.0,4.346939999999999
1861,B,False,1.20467,60.07039999999999,30.644,55.9908,135.05599999999998,132.126,0.43277,-0.00022137399999999996,2060.0,24.4296,0.0,397692000000.0,4.7888,4.39874e+21,74.3444,1653880000000.0,9.53052e+20,0.0,0.0,0.0,2.08146,61.78175,30.36,55.38850000000001,132.78,129.4625,0.4748325,0.0012371975,1961.0500000000002,23.51675,0.0,392802500000.0,3.0804000000000005,3.969874999999999e+21,67.79675,1481150000000.0,9.14805e+20,0.0,0.0,0.0
1865,B,False,150.85999999999999,1032.16,33.088,44.157999999999994,107.676,107.59400000000001,0.16591399999999998,0.00351262,2966.9800000000005,27.752999999999997,3.3864799999999997,8196400000000.0,11.1146,1.6924999999999998e+23,1363.42,31025600000000.0,2.63528e+22,458.308,276.608,60.4082,159.684,1030.84,32.968399999999995,44.870799999999996,109.894,109.42800000000003,0.20001799999999997,0.0038472400000000005,3046.0799999999995,27.591400000000004,3.4082,8724560000000.0,11.113000000000001,1.6792e+23,1344.9199999999998,30263600000000.0,2.5776399999999997e+22,458.80600000000004,320.598,58.7658
1866,B,False,7.73356,133.75,40.779399999999995,41.4506,92.4334,94.0864,-0.1090916,-0.000989208,5468.8,34.759,3.46896,1579980000000.0,26.1892,5.6678800000000006e+22,271.546,6191600000000.0,4.5617599999999995e+21,0.0,0.0,0.0,6.572233333333334,139.63333333333333,39.926,41.62266666666667,93.84566666666667,95.05266666666667,-0.03337263333333333,-0.0008026600000000001,5182.533333333334,33.689,3.297833333333333,1535000000000.0,23.823999999999998,5.629966666666666e+22,279.08,6173466666666.667,4.7609e+21,9.762666666666666,0.0,1.7448666666666668
1868,B,False,1.059426,15.844999999999999,43.072199999999995,65.5036,104.93199999999999,103.75,-0.16311360000000003,0.000190748,4821.5199999999995,31.2888,0.0,85766800000.0,16.0426,5.6843e+21,27.807799999999997,524560000000.0,6.820640000000001e+20,0.0,0.0,0.0,4.06874,16.9216,40.8968,66.7686,110.838,111.304,-0.36038939999999997,-0.004839339999999999,5109.02,29.5742,2.87594,168278600000.0,14.356199999999998,5.726e+21,32.1416,567722000000.0,6.97306e+20,0.0,0.0,0.0
1874,B,False,242.91199999999998,296.356,37.2068,43.5728,96.2402,99.8168,-0.27701000000000003,0.0139576,6173.0599999999995,31.5452,3.8904400000000003,13356000000000.0,19.9292,1.4274199999999999e+23,707.466,13822200000000.0,1.15374e+22,84.045,2153.78,9.178180000000001,255.0475,312.2,37.54125,46.26225,100.88949999999998,105.0575,-0.33831,0.016073499999999998,6778.75,31.933500000000002,4.03935,13848500000000.0,21.229,1.428575e+23,728.85,13999750000000.0,1.10275e+22,79.9515,1975.25,8.89375
1888,B,False,6.06736,206.93400000000003,31.652800000000003,67.17819999999999,142.57,145.406,1.1391000000000002,-0.00379826,1599.6999999999998,19.5262,1.3175000000000001,984240000000.0,1.153286,3.40832e+21,83.6228,1752240000000.0,1.037e+21,0.0,0.0,0.0,6.9686,207.092,31.268400000000003,65.3184,139.05800000000002,144.02800000000002,0.790152,-0.00443418,1609.24,19.790799999999997,2.03282,685824000000.0,1.6960000000000002,3.3891199999999995e+21,86.567,1812980000000.0,1.0302239999999999e+21,0.0,0.0,0.0
1890,B,False,56.260799999999996,383.86199999999997,39.913,68.8362,133.452,133.502,0.429502,0.006799480000000001,3158.9400000000005,29.6776,3.1628800000000004,2957260000000.0,15.5284,3.47502e+22,419.63800000000003,8640980000000.0,5.0775e+21,115.306,385.486,24.3254,52.495799999999996,383.75600000000003,39.0332,71.7148,137.81199999999998,137.346,0.388384,0.006846200000000001,3182.38,28.636000000000003,2.8999800000000002,2547140000000.0,12.9328,3.24262e+22,406.204,8205500000000.0,4.822540000000001e+21,116.792,454.262,24.7266
1895,B,False,1.2396099999999999,156.01,39.193599999999996,56.81660000000001,126.53,124.82000000000001,0.555966,-0.000293378,2443.1,30.699399999999997,1.3810399999999998,1230946000000.0,17.4192,1.3612e+22,204.604,4461820000000.0,2.43106e+21,0.0,0.0,0.0,2.84099976,155.53,40.99640000000001,59.4412,126.91399999999999,124.022,0.2854374,-0.0006782998999999999,2537.12,31.573,1.4557000000000002,834842000000.0,19.008,1.40922e+22,201.48399999999998,4496780000000.0,2.36054e+21,0.0,0.0,0.0
1897,B,False,3.8206199999999995,18.2324,40.424,63.4166,103.78,104.078,-0.3347874,-0.00434998,4738.92,29.821199999999997,2.6898999999999997,154974400000.0,11.95056,5.5721e+21,29.756999999999998,540078000000.0,6.871880000000001e+20,5.22978,0.0,3.34324,1.7813879999999997,18.2034,39.9966,62.57719999999999,102.9404,102.87539999999998,-0.07395962,-0.002027828,4624.340000000001,29.322200000000002,1.03396,35765160000.0,11.14312,5.429579999999999e+21,27.349400000000003,513478000000.0,6.90278e+20,4.67332,0.0,2.6333600000000006
1900,B,False,53.986000000000004,229.28599999999997,31.921399999999995,43.8404,109.16,110.83400000000002,-0.21924799999999997,0.00396094,2893.62,26.217599999999997,3.6157399999999997,2989140000000.0,10.34904,5.24472e+22,544.0060000000001,11019800000000.0,9.01034e+21,0.0,0.0,0.0,54.502250000000004,232.21249999999998,31.460250000000002,46.626,115.8775,117.67,-0.2763475,0.004501649999999999,3093.4249999999997,25.66225,3.5079000000000002,3102475000000.0,9.556799999999999,4.997425e+22,530.3325,10205275000000.0,8.455249999999999e+21,31.3365,0.0,6.398275
1901,B,False,11.45836,71.82039999999999,29.897200000000005,46.241400000000006,107.006,107.71200000000002,-0.1627304,-0.00235744,2297.8,22.831,0.5993,419436000000.0,6.812399999999999,1.4841e+22,192.912,3402740000000.0,3.49264e+21,0.0,0.0,0.0,11.1395,73.7836,29.9144,46.01819999999999,106.13,106.872,-0.30033,-0.00238612,2451.62,23.431,1.11436,743156000000.0,7.618119999999999,1.5190599999999999e+22,195.576,3423060000000.0,3.4125399999999996e+21,17.515,0.0,13.230599999999999
1902,B,False,77.7112,280.002,43.7752,63.178399999999996,123.24199999999999,123.51599999999999,-0.0831732,0.0078024999999999995,6301.24,34.347,3.75832,3207440000000.0,27.288600000000002,8.33644e+22,460.2200000000001,9334920000000.0,6.82678e+21,247.97200000000004,764.356,32.488,66.21499999999999,272.15599999999995,42.7136,60.0766,120.018,120.27799999999999,0.0016030000000000016,0.00658498,6050.3,33.943799999999996,3.66286,2857200000000.0,26.086400000000005,8.09896e+22,450.154,8996920000000.0,6.82478e+21,249.858,876.3,32.9358
1906,B,False,1.9326138,19.389400000000002,41.007600000000004,60.17960000000001,124.944,124.54400000000001,0.31676800000000005,-0.0024341798,3090.1799999999994,31.590999999999998,1.1574,142478400000.0,19.2238,3.23274e+21,39.3146,838104000000.0,4.94638e+20,0.0,0.0,0.0,2.52545,19.541,44.52575,64.93350000000001,121.4675,124.275,0.16602625,-0.003179125,3514.1749999999997,34.167,2.94465,160303000000.0,24.38925,3.6872e+21,38.52275,821510000000.0,4.96365e+20,16.44875,5.16375,11.30575
1909,B,False,8.85426,256.65999999999997,32.613,61.593599999999995,139.898,142.166,0.583236,0.0032192600000000003,1388.1,21.2192,2.33068,818664000000.0,4.6318600000000005,5.091199999999999e+21,116.81799999999998,2598080000000.0,1.6006e+21,0.0,0.0,0.0,11.185500000000001,252.82,32.9768,66.41040000000001,146.068,147.55800000000002,0.8663700000000001,0.00458312,1443.44,20.626,2.4888,1089172000000.0,3.4828,4.69018e+21,108.556,2366420000000.0,1.4568e+21,0.0,0.0,0.0
1912,B,False,138.544,346.046,49.1242,55.293600000000005,104.304,105.14200000000001,0.482168,0.0113194,4802.0,39.430600000000005,2.15544,3962500000000.0,33.574799999999996,7.80386e+22,547.284,11264600000000.0,6.742319999999999e+21,119.00800000000001,2071.52,17.264599999999998,151.13600000000002,340.898,49.057,55.782000000000004,105.31400000000001,105.522,0.583066,0.012124399999999999,4912.1,39.1272,3.027,4855920000000.0,33.495000000000005,8.132539999999999e+22,554.42,11474200000000.0,6.85166e+21,120.204,1747.9399999999998,17.777799999999996
1913,B,False,16.3988,282.304,36.9622,45.21419999999999,105.266,108.88999999999999,-0.051941879999999996,0.0014075700000000001,4451.56,31.8234,3.3104199999999997,971078000000.0,19.3728,6.896200000000001e+22,452.34,10024740000000.0,7.51924e+21,17.836,0.0,3.2392199999999995,14.7012,288.866,37.3312,47.2198,110.33399999999999,113.576,-0.1191132,0.00136146,4678.679999999999,31.738999999999997,2.66192,1274256000000.0,19.9448,6.71282e+22,444.35,9675860000000.0,7.195519999999999e+21,13.5668,0.0,2.5723999999999996
1914,B,False,55.228199999999994,197.61999999999998,45.925000000000004,65.6908,116.478,126.51399999999998,0.264758,0.005657560000000001,7669.06,38.0424,4.037240000000001,3623840000000.0,30.9278,9.94606e+22,643.7479999999999,11223200000000.0,6.89402e+21,150.78000000000003,2481.9,16.3762,59.397000000000006,198.43400000000003,45.6118,67.2422,117.43800000000002,125.78000000000002,0.23762000000000003,0.006070819999999999,7504.140000000001,38.1174,4.03422,4392840000000.0,31.678000000000004,9.732239999999999e+22,641.732,11241000000000.0,6.98268e+21,149.44400000000002,3114.6400000000003,16.1414
1917,B,False,6.34436,94.7096,28.284000000000002,42.824,106.048,106.376,0.0773644,0.0010476100000000003,2117.62,23.4364,0.0,371442000000.0,2.53538,1.5969000000000002e+22,187.008,3781720000000.0,3.79646e+21,107.22621999999998,29.3474,42.283339999999995,6.979380000000001,93.21759999999999,27.6276,43.999,110.176,110.872,-0.0486208,0.0013817319999999999,2192.0800000000004,22.8274,0.0,517814000000.0,2.13198,1.47472e+22,175.47,3496120000000.0,3.56174e+21,2.4165599999999996,0.0,1.40652
1918,B,False,8.63044,510.476,45.6688,66.6386,123.90599999999999,123.224,0.6451279999999999,0.0015294980000000002,7666.860000000001,32.413599999999995,0.0,2007200000000.0,28.229600000000005,5.89234e+22,276.90999999999997,6193840000000.0,3.7226999999999996e+21,0.0,0.0,0.0,4.703075,494.65500000000003,47.619249999999994,63.063250000000004,117.3725,117.045,0.7959975,-0.00045816,7690.275000000001,34.27975,0.0,2365825000000.0,31.768250000000002,5.687625e+22,238.68499999999997,5310375000000.0,3.476475e+21,0.0,0.0,0.0
1919,B,False,3.2717025000000004,302.5725,35.2675,53.3945,112.9925,115.4125,0.0922885,0.000197593,3390.1,21.293999999999997,3.94445,2095425000000.0,13.567,6.347075e+22,645.0325,12838750000000.0,9.443000000000001e+21,81.3305,337.63250000000005,13.54225,5.52108,311.59399999999994,35.8434,53.8934,115.30999999999999,117.376,0.018219418,0.000389056,3524.6800000000003,28.848400000000005,4.03924,1664822000000.0,14.576400000000001,6.6379e+22,653.862,12936000000000.0,9.59358e+21,78.8852,546.704,13.7778
1923,B,False,43.818,188.504,29.6162,37.0118,105.08600000000001,108.66600000000001,0.035654599999999995,-0.0038628800000000004,1872.7400000000002,25.212,2.88688,901910000000.0,8.1696,2.80868e+22,396.70799999999997,9074280000000.0,6.639599999999999e+21,0.0,0.0,0.0,38.176,200.62750000000003,29.4095,36.0835,102.0075,104.99,0.122493,-0.003086475,1852.85,24.860750000000003,2.834875,791055000000.0,7.958074999999999,3.0425749999999995e+22,409.4525,9243125000000.0,7.238849999999999e+21,6.83475,0.0,3.9854000000000003
1925,B,False,5.291880000000001,63.770399999999995,48.893,98.089,160.67600000000002,162.606,0.4212724,0.0044524000000000005,3911.8599999999997,32.3124,1.19272,301660000000.0,21.986200000000004,6.14184e+21,83.6178,1457900000000.0,7.674500000000001e+20,73.111,16.8648,43.51460000000001,10.229666666666667,64.44033333333333,47.92933333333334,98.91033333333333,159.53,159.71,0.6124866666666667,0.009018566666666667,4100.766666666666,30.586666666666662,0.0,392490000000.0,19.888,6.1971e+21,81.23533333333333,1431200000000.0,7.7381e+20,88.99633333333334,86.503,36.824333333333335
1926,B,False,43.482600000000005,321.27,27.732800000000005,37.854,99.7172,99.2654,-0.162992,-0.00235046,1965.1200000000001,22.524,0.0,2066600000000.0,2.73022,4.820900000000001e+22,632.076,12822600000000.0,1.2141e+22,29.082800000000002,0.0,8.2009,54.482600000000005,332.402,28.1462,36.535199999999996,97.72819999999999,97.1564,-0.1106234,-0.00271548,1805.5800000000004,22.7344,0.46765999999999996,2004500000000.0,3.3625999999999996,4.797600000000001e+22,625.2280000000001,13072000000000.0,1.25114e+22,43.821600000000004,0.0,13.08938
1932,B,False,13.852,63.0148,41.9348,94.4042,163.926,171.46999999999997,0.825426,-0.0169328,3622.7400000000002,26.4212,2.8528999999999995,473440000000.0,8.77984,3.93988e+21,67.3388,1049580000000.0,6.056180000000001e+20,75.48100000000001,62.009,30.779199999999996,15.534199999999998,63.626599999999996,42.2392,102.57179999999998,170.85,178.05800000000002,0.5920639999999999,-0.02042,4039.8799999999997,25.6906,2.8172400000000004,597608000000.0,7.221140000000001,4.0773e+21,60.4088,944484000000.0,5.8053400000000007e+20,78.4574,51.3362,34.1586
1935,B,False,170.4775,463.92,51.8895,65.53025000000001,107.83250000000001,106.9025,0.161685,-0.0153165,8184.924999999999,41.07449999999999,3.82965,6872000000000.0,40.29175,1.2101e+23,500.97749999999996,10870250000000.0,6.582475000000001e+21,90.8465,2765.725,10.533249999999999,167.46800000000002,460.80199999999996,52.7322,66.74719999999999,106.58599999999998,104.27799999999999,0.14451360000000002,-0.014989000000000002,8149.9800000000005,41.9432,3.77134,7358460000000.0,41.9616,1.2093800000000001e+23,487.38,10819200000000.0,6.45808e+21,91.4342,2914.3599999999997,10.5842
1941,B,False,24.56675,481.59000000000003,29.339,52.8595,132.265,133.5075,0.23439,-0.0032971750000000003,1740.4,22.408749999999998,1.682975,1387352500000.0,3.524725,1.711175e+22,337.345,7399650000000.0,4.621e+21,0.0,0.0,0.0,25.928250000000002,486.71500000000003,29.939999999999998,50.256750000000004,128.0525,128.335,0.5679749999999999,-0.002770725,1625.45,23.153750000000002,0.0,2736100000000.0,4.600350000000001,2.028e+22,376.9725,8785825000000.0,5.48195e+21,0.0,0.0,0.0
1942,B,False,20.04162,67.2634,46.64379999999999,75.60620000000002,146.754,146.75799999999998,0.17166200000000004,0.007656939999999999,3205.3,34.5988,2.90336,1248062000000.0,24.3696,1.11566e+22,142.272,3117600000000.0,1.4913399999999999e+21,82.3112,62.767999999999994,35.3956,20.861,70.50666666666667,44.86366666666667,82.409,155.84333333333333,157.91666666666666,0.11948933333333334,0.008836766666666667,3423.2000000000003,32.46733333333333,3.1134,1717566666666.6667,21.582000000000004,1.0704666666666666e+22,145.65333333333334,2923666666666.6665,1.4973333333333332e+21,58.856,32.531666666666666,25.063666666666666
1943,B,True,38.6348,276.21,46.689,45.3626,85.1918,90.8086,0.476684,-0.0030711000000000002,8409.84,39.303399999999996,3.9070799999999997,3222760000000.0,37.4996,1.4066800000000003e+23,438.60200000000003,9839200000000.0,8.20832e+21,93.3812,1022.3399999999999,10.3848,42.4692,273.326,45.9922,45.4292,87.087,92.051,0.4506,-0.0035384200000000005,8680.640000000001,38.869,3.86686,2940460000000.0,36.535799999999995,1.38282e+23,427.5299999999999,9356940000000.0,8.117899999999999e+21,81.49919999999999,828.9200000000001,9.152640000000002
1944,B,False,169.80599999999998,400.92600000000004,48.1866,62.857000000000006,116.84400000000001,116.274,0.048868,-0.015196600000000001,7862.640000000001,38.5778,3.48376,4993340000000.0,35.069599999999994,1.1669e+23,583.73,11797800000000.0,7.085219999999999e+21,107.314,1736.3600000000001,13.366999999999999,161.32199999999997,400.866,48.9782,64.00220000000002,115.46600000000001,113.548,0.046200200000000004,-0.014591200000000002,7746.039999999999,38.6786,3.46894,3840760000000.0,35.3284,1.13742e+23,553.384,11226000000000.0,6.91356e+21,105.076,1622.8399999999997,13.419599999999999
1945,B,False,84.10366666666665,162.65,34.44166666666666,53.254,112.27666666666669,114.26666666666667,-0.04247599999999999,0.008892333333333334,4115.833333333333,27.073333333333334,3.6395,3058533333333.3335,12.195,5.169766666666667e+22,441.90333333333336,7919433333333.333,6.846566666666667e+21,36.069,0.0,7.178033333333334,91.4442,185.16400000000002,34.4738,54.073,113.44000000000001,116.09,0.03798778,0.009310740000000001,4041.8200000000006,26.468,3.7898400000000003,3608400000000.0,11.57,5.2721399999999995e+22,473.122,8414320000000.0,7.13192e+21,34.6648,195.234,6.79528
1946,B,False,54.21040000000001,434.922,44.977399999999996,67.885,121.424,121.01599999999999,0.20135199999999998,0.004265279999999999,5435.1,35.385400000000004,3.5613799999999998,3558340000000.0,28.697800000000008,9.175199999999999e+22,626.1859999999999,13333200000000.0,8.08372e+21,194.56,1414.2400000000002,25.1618,31.168400000000002,434.784,44.940000000000005,70.418,125.46199999999999,124.444,0.26701800000000003,0.002554,5522.74,35.0124,3.45924,2053340000000.0,27.7948,8.95584e+22,642.534,13109400000000.0,7.93396e+21,195.30599999999998,1788.0399999999997,25.1642
1949,B,False,12.42082,260.25399999999996,31.267000000000003,60.275800000000004,138.568,141.48,0.857598,0.0047128000000000005,1407.72,20.5164,2.14856,1149606000000.0,3.7278999999999995,4.89634e+21,113.078,2537240000000.0,1.5429e+21,0.0,0.0,0.0,9.32322,259.88,31.994600000000002,59.71220000000001,137.544,140.1,1.04114,0.00324776,1401.96,21.3858,1.98416,1527320000000.0,5.09128,5.33216e+21,119.21400000000001,2735380000000.0,1.64992e+21,0.0,0.0,0.0
1951,B,False,37.659,189.43200000000002,62.3154,48.209599999999995,66.5438,71.602,-0.1414948,0.004373779999999999,18587.8,54.8366,3.7617000000000003,1860440000000.0,69.0456,2.12668e+23,288.74800000000005,6781580000000.0,5.879459999999999e+21,12.485400000000002,0.0,1.13212,33.174400000000006,185.384,62.263999999999996,48.661,66.9548,71.8992,-0.236592,0.0039019400000000004,18726.4,55.01400000000001,3.65824,2025800000000.0,68.924,2.1144399999999998e+23,288.36,6658780000000.0,5.849539999999998e+21,4.4408,0.0,0.39934
