index,time_start,time_peak,time_end,nar,xray_class,COINCIDENCE,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,R_VALUE,AREA_ACR,g_s,slf,d_l_f,ARs
0,2010-05-03 09:48:00,not applicable,not applicable,11065,N,False,7.7207e+20,27.289,126.06,125.07,44.067,0.27667,1037900000000.0,-0.0010601,44.132,1.3686,190990000000.0,1630.2,2.7949e+21,22.728,3.0209,0.0,46.079,0.0,0.0,0.0,11065
1,2010-05-06 15:48:00,not applicable,not applicable,11070,N,False,2.2765e+20,29.342,167.56,162.68,67.011,0.23009,439440000000.0,-0.008896,21.393,3.1136,97501000000.0,2155.8,1.002e+21,22.162,3.4286,2.2794,20.273,0.0,0.0,0.0,11070
2,2010-05-08 21:48:00,not applicable,not applicable,11071,N,False,4.6677e+20,28.411,122.29,122.01,46.666,0.15015,567480000000.0,0.0020259,27.167,1.4384,154960000000.0,1860.0,1.7538e+21,24.138,5.493,0.0,16.608,0.0,0.0,0.0,11071
3,2010-06-03 06:00:00,not applicable,not applicable,11073,N,False,1.0568e+21,29.403,139.34,138.33,54.759,0.78339,1586900000000.0,-0.0020151,69.306,3.5768,752760000000.0,1575.5,3.7138e+21,21.214,2.6479,0.0,107.96,0.0,0.0,0.0,11073
4,2010-05-30 18:00:00,not applicable,not applicable,11074,N,False,,,,,,,,,,,,,,,,,,,,,
5,2010-06-18 12:48:00,not applicable,not applicable,11083,N,False,2.3883e+20,33.698,148.32,145.1,69.853,0.59835,468210000000.0,-0.020738,20.362,8.5234,729250000000.0,1939.9,1.0589e+21,24.196,8.7591,2.385,38.716,0.0,0.0,0.0,11083
6,2010-06-28 18:00:00,not applicable,not applicable,11085,N,False,3.547e+20,29.438,126.69,127.7,48.765,-0.57975,597820000000.0,0.00031747,24.257,0.19683,195330000000.0,1566.0,1.2894e+21,21.929,3.0645,0.0,45.826,0.0,0.0,0.0,11085
7,2010-07-13 15:36:00,not applicable,not applicable,11088,N,False,6.5917e+20,30.761,137.66,137.08,56.589,-0.23859,1156900000000.0,0.0026789,46.862,3.0325,244820000000.0,1798.1,2.7032e+21,24.113,5.5654,0.0,46.695,0.0,0.0,0.0,11088
8,2010-07-27 15:36:00,not applicable,not applicable,11090,N,False,5.7694e+20,30.453,123.31,122.96,51.1,0.99116,1056100000000.0,0.0053201,43.263,5.4691,552620000000.0,1740.1,2.3756e+21,24.224,4.3774,0.0,50.916,0.0,0.0,0.0,11090
9,2010-08-30 05:24:00,not applicable,not applicable,11104,N,False,1.0774e+21,30.452,133.14,131.6,55.421,0.94772,1897900000000.0,0.0047439,79.041,9.2079,986880000000.0,1510.3,3.8931e+21,22.154,4.0701,0.0,122.95,0.0,0.0,0.0,11104
10,2010-10-15 19:36:00,not applicable,not applicable,11114,N,False,1.5074e+21,23.479,106.14,106.11,36.44,-0.58904,1403100000000.0,0.001237,71.173,2.8673,713640000000.0,1186.5,3.6526e+21,18.43,0.73339,0.0,26.299,0.0,0.0,0.0,11114
11,2010-10-18 21:48:00,not applicable,not applicable,11116,N,False,1.9143e+20,30.721,164.74,162.21,78.488,-0.20858,290080000000.0,-0.014935,14.645,3.9728,257490000000.0,2507.6,8.8583e+20,22.004,1.8797,0.0,14.804,0.0,0.0,0.0,11116
12,2010-10-23 06:00:00,not applicable,not applicable,11118,N,False,7.5894e+20,30.802,137.77,138.49,56.605,1.2681,1485300000000.0,-0.00012058,69.19,0.14831,812610000000.0,1953.5,3.1911e+21,23.397,5.122,0.0,88.314,0.0,0.0,0.0,11118
13,2010-11-08 20:36:00,not applicable,not applicable,11122,N,False,1.6238e+21,38.126,156.65,152.64,77.25,0.3985,2417400000000.0,-0.004019,123.3,9.9791,510640000000.0,2993.6,9.8716e+21,26.49,8.2561,2.5812,92.935,0.0,0.0,0.0,11122
14,2010-12-26 12:48:00,not applicable,not applicable,11136,N,False,,,,,,,,,,,,,,,,,,,,,
15,2010-12-27 21:12:00,not applicable,not applicable,11137,N,False,7.03e+20,32.151,141.13,142.26,62.548,1.2314,1518100000000.0,-0.013334,65.331,16.361,941280000000.0,1709.6,2.7859e+21,23.969,6.9275,2.1957,83.036,0.0,0.0,0.0,11137
16,2011-01-09 20:24:00,not applicable,not applicable,11143,N,False,1.0125e+21,28.521,142.77,143.87,57.757,0.93231,1786300000000.0,-0.0029495,82.694,4.734,760920000000.0,1723.9,3.6745e+21,21.409,2.5545,0.0,131.93,0.0,0.0,0.0,11143
