,FLARE_TYPE,COINCIDENCE,MEANJZD_1,MEANJZD_2,MEANJZD_3,MEANJZD_4,MEANJZD_5,MEANJZD_6,MEANJZD_7,MEANJZD_8,MEANJZD_9,MEANJZD_10,MEANJZD_11,MEANJZD_12,MEANJZD_13,MEANJZD_14,MEANJZD_15,MEANJZD_16,MEANJZD_17,MEANJZD_18,MEANJZD_19,MEANJZD_20,MEANJZD_21,MEANJZD_22,MEANJZD_23,MEANJZD_24,MEANJZD_25,MEANJZD_26,MEANJZD_27,MEANJZD_28,MEANJZD_29,MEANJZD_30,MEANJZD_31,MEANJZD_32,MEANJZD_33,MEANJZD_34,MEANJZD_35,MEANJZD_36,MEANJZD_37,MEANJZD_38,MEANJZD_39,MEANJZD_40
248,M,False,-0.095115,-0.13637,0.0036132,-0.030135,0.072469,-0.042019,-0.082838,-0.080957,0.022425,0.059222,-0.0035244,-0.070962,-0.06604,-0.084056,-0.13455,-0.10261,-0.025966,-0.11664,-0.044194,-0.066505,-0.049959,-0.059423,-0.11379,-0.12084,-0.050283,-0.078024,-0.12133,-0.085189,-0.070454,0.061692,-0.04556,-0.097026,-0.092439,-0.053868,-0.066606,-0.021273,-0.115,-0.13157,-0.069611,-0.054596
249,M,False,-0.0039367,-0.028924,-0.12501,-0.14594,-0.21991,-0.25037,-0.15152,-0.22008,-0.048308,-0.15698,-0.15717,-0.12037,-0.16996,-0.15414,-0.10764,-0.098153,-0.11138,-0.11667,-0.14313,-0.10059,-0.1003,-0.067578,-0.045915,-0.041989,-0.053196,-0.1158,-0.075174,-0.085519,-0.079011,-0.090934,-0.06021,-0.10681,-0.22067,-0.091206,-0.24328,-0.10826,-0.14723,-0.1647,-0.099694,-0.2398
250,M,True,0.16387,0.20895,0.25953,0.23742,0.21842,0.24376,0.17341,0.14885,0.18729,0.16081,0.14544,0.14783,0.1547,0.19582,0.2111,0.15597,0.23091,0.17129,0.16782,0.11549,0.1481,0.18876,0.24128,0.17627,0.16666,0.13626,0.19443,0.19214,0.19271,0.20808,0.20086,0.18951,0.22974,0.19497,0.16008,0.23601,0.18127,0.14711,0.17223,0.22027
251,M,False,0.20637,0.15138,0.14568,0.16363,0.17444,0.15698,0.15172,0.13185,0.13451,0.11589,0.11664,0.13357,0.099122,0.077091,0.020682,0.014185,0.020338,0.056631,0.044852,0.0074565,0.048119,0.059106,0.060854,0.082137,0.0441,0.1006,0.098243,0.11478,0.090833,0.089832,0.062436,0.090123,0.094455,0.11853,0.086894,0.1002,0.057212,0.073792,0.11906,0.11611
252,M,False,0.095502,0.066695,0.10249,0.10979,0.079708,0.050355,0.11371,0.074821,0.093484,0.10779,0.069554,0.040949,0.047789,0.015904,-0.026288,-0.012799,-0.028243,-0.024275,-0.046321,-0.048202,-0.039457,-0.066279,-0.082823,-0.09896,-0.16509,-0.14731,-0.10235,-0.12602,-0.077099,-0.0025432,0.025202,0.05049,0.085116,0.087805,0.15137,0.068435,0.11623,0.071022,0.068432,0.08549
253,M,False,0.057317,0.067461,0.11013,0.064713,0.077017,0.086105,0.057941,0.019387,0.061801,0.023469,0.068555,-0.0066561,0.076064,0.060104,0.10188,0.057488,0.041914,0.068426,0.028727,0.092239,0.08255,0.10906,0.098043,0.081418,0.051053,0.10873,0.056559,0.051698,0.00073895,0.044375,0.0091195,0.049611,0.048501,0.02201,0.054537,0.0064939,0.017237,0.053041,0.082101,0.044421
254,M,True,-0.11317,-0.056441,-0.071245,-0.033964,0.044114,-0.011736,-0.045563,-0.079857,-0.059621,-0.014407,-0.06583,-0.10056,-0.03289,-0.031442,-0.061955,0.044577,-0.068697,-0.018915,-0.089815,-0.059211,-0.056095,0.031394,0.037733,0.033448,-0.039668,-0.057401,-0.050372,0.0047403,0.026018,-0.02086,-0.010847,-0.019458,-0.056393,-0.078738,-0.043626,-0.081465,-0.0089327,-0.030838,-0.032428,-0.010653
255,M,False,-0.071245,-0.033964,0.044114,-0.011736,-0.045563,-0.079857,-0.059621,-0.014407,-0.06583,-0.10056,-0.03289,-0.031442,-0.061955,0.044577,-0.068697,-0.018915,-0.089815,-0.059211,-0.056095,0.031394,0.037733,0.033448,-0.039668,-0.057401,-0.050372,0.0047403,0.026018,-0.02086,-0.010847,-0.019458,-0.056393,-0.078738,-0.043626,-0.081465,-0.0089327,-0.030838,-0.032428,-0.010653,0.016931,-0.0064112
256,M,False,0.054537,0.0064939,0.017237,0.053041,0.082101,0.044421,0.097924,0.081539,0.086346,0.075373,0.12962,0.094562,0.086045,0.10312,0.1097,0.10668,0.13738,0.09158,0.12933,0.12903,0.11902,0.090341,0.080855,0.06093,0.044781,0.057858,0.057759,0.077817,0.0014191,0.064006,0.032778,0.023927,0.049843,0.026933,0.029545,0.027371,0.013552,0.040956,0.063326,0.029815
257,M,False,0.088524,0.065207,0.078155,0.11412,0.132,0.11016,0.13443,0.13351,0.091784,0.13136,0.13686,0.15144,0.13874,0.15986,0.18364,0.15932,0.20829,0.12806,0.15501,0.17614,0.1756,0.16394,0.13289,0.15203,0.14298,0.084137,0.13395,0.12749,0.13475,0.12758,0.14178,0.15057,0.15794,0.16249,0.17119,0.15715,0.11416,0.11433,0.10814,0.10544
258,M,True,0.23402,0.16477,0.21571,0.22372,0.18551,0.17826,0.13651,0.21092,0.1142,0.14698,0.16922,0.13595,0.15465,0.12426,0.088023,0.16771,0.18016,0.16027,0.18434,0.14444,0.15632,0.23247,0.1666,0.19206,0.2561,0.26566,0.19513,0.2238,0.18461,0.19714,0.26456,0.27568,0.22629,0.22589,0.27698,0.21958,0.21172,0.2053,0.20462,0.17618
259,M,False,0.21958,0.21172,0.2053,0.20462,0.17618,0.19037,0.12946,0.18731,0.14193,0.15543,0.21205,0.22743,0.21992,0.24364,0.27726,0.33643,0.29245,0.27086,0.34697,0.31262,0.32463,0.3443,0.28347,0.25487,0.35453,0.25915,0.30639,0.32933,0.33025,0.31747,0.35346,0.34984,0.4286,0.40149,0.45132,0.35232,0.33403,0.37681,0.33951,0.31615
260,M,True,-0.16647,-0.21534,-0.20297,-0.16618,-0.15082,-0.15093,-0.14158,-0.20293,-0.16689,-0.14141,-0.15805,-0.11083,-0.10238,-0.12905,-0.10569,-0.10018,-0.088781,-0.12663,-0.12052,-0.14978,-0.1262,-0.15322,-0.12655,-0.1192,-0.12921,-0.14342,-0.15586,-0.14266,-0.17063,-0.2091,-0.20561,-0.14271,-0.18792,-0.1919,-0.18009,-0.095411,-0.08845,-0.13881,-0.098628,-0.073465
261,M,True,-0.046353,-0.055285,-0.058673,-0.051203,-0.048244,-0.090034,-0.08471,-0.10037,-0.12106,-0.12675,-0.096512,-0.12327,-0.095646,-0.085435,-0.09584,-0.11345,-0.084435,-0.098627,-0.081046,-0.077259,-0.071349,-0.067366,-0.045246,-0.033926,-0.045122,-0.045574,-0.10488,-0.088682,-0.069164,-0.055075,-0.028677,-0.048938,-0.075736,-0.033396,-0.062393,-0.057547,-0.089092,-0.062,-0.10381,-0.049194
262,M,True,-0.15097,-0.22787,-0.15475,-0.16619,-0.2283,-0.18826,-0.19406,-0.1466,-0.12359,-0.08797,-0.088059,-0.086867,-0.051167,-0.064522,0.0038392,-0.0162,-0.016841,0.0046417,0.010738,0.011055,0.00046547,-0.021191,-0.02061,-0.055576,-0.069538,-0.11568,-0.085247,-0.16698,-0.14029,-0.17738,-0.19879,-0.22162,-0.22112,-0.2045,-0.21377,-0.18475,-0.16849,-0.12483,-0.17895,-0.19241
263,M,True,-0.13285,-0.17441,-0.18302,-0.17693,-0.15689,-0.13779,-0.12755,-0.1284,-0.13494,-0.089951,-0.14584,-0.087761,-0.10758,-0.1028,-0.093595,-0.04632,-0.028145,-0.026734,-0.037643,-0.027432,-0.047973,-0.045372,-0.057781,-0.071453,-0.099327,-0.098503,-0.059999,-0.11602,-0.16998,-0.20731,-0.20592,-0.20353,-0.15653,-0.13234,-0.15531,-0.16926,-0.16202,-0.19376,-0.19273,-0.23778
264,M,False,0.096369,0.11502,0.22464,0.21089,0.22898,0.18292,0.24275,0.24272,0.14672,0.12346,0.11543,0.16583,0.17623,0.16862,0.26764,0.11461,0.23175,0.18948,0.33572,0.28634,0.3314,0.38947,0.30951,0.26786,0.16033,0.1675,0.17361,0.2001,0.022756,0.038839,0.06428,0.15176,0.1341,0.11844,-0.0093759,0.11782,0.067603,0.14623,0.12386,0.22089
265,M,False,-0.066436,0.053286,0.059555,0.089697,0.1503,0.16322,-0.062734,0.19487,0.071992,0.23514,0.36953,0.23778,0.28477,0.080641,0.33281,0.26551,0.16399,0.15645,0.094095,0.16338,0.081822,0.10393,0.20683,0.30925,0.2259,0.22067,0.19445,0.27033,0.25603,0.20149,0.22095,0.22449,0.1772,0.15625,0.2158,0.26121,0.28317,0.30827,0.24969,0.26514
266,M,False,-0.090685,-0.050006,-0.027034,-0.04546,-0.021609,-0.036584,-0.03228,0.0091793,-0.029443,0.0030324,0.0069668,-0.020143,-0.031979,0.024754,0.038612,0.020147,0.014356,0.019909,-0.015231,-0.021385,-0.025201,-0.022011,-0.023147,-0.02541,-0.0093794,-0.054154,-0.041195,-0.069524,0.015162,0.032865,-0.018573,-0.0082033,-0.064267,0.0061586,-0.030168,-0.039855,-0.0055129,0.00036939,-0.011996,0.00034477
267,M,False,0.0015874,-0.0060267,0.0093338,0.0039132,-0.011058,-0.021501,-0.015726,0.0015702,-0.0089158,0.0044721,-0.0286,-0.020529,-0.027786,0.0054178,0.015045,0.013842,0.025138,0.04595,0.037424,0.023741,0.046182,0.0076744,0.05054,0.056348,0.018718,0.0085205,0.027752,0.0089794,-0.013525,-0.013852,-0.029276,-0.022409,-0.036907,-0.050086,-0.028439,-0.047081,-0.048565,-0.018937,-0.040779,-0.023015
268,M,True,0.21011,0.13105,0.25866,0.32137,0.24707,0.28129,0.19674,0.13332,0.15756,0.1983,0.15128,0.058763,0.14394,0.075098,0.089395,0.006111,0.12674,0.13157,0.11143,0.17059,0.19207,0.24727,0.18433,0.29337,0.16619,0.21434,0.25873,0.24539,0.29342,0.20764,0.23768,0.17462,0.19073,0.2455,0.23141,0.32007,0.28685,0.30288,0.31222,0.28053
269,M,True,0.006111,0.12674,0.13157,0.11143,0.17059,0.19207,0.24727,0.18433,0.29337,0.16619,0.21434,0.25873,0.24539,0.29342,0.20764,0.23768,0.17462,0.19073,0.2455,0.23141,0.32007,0.28685,0.30288,0.31222,0.28053,0.27515,0.25662,0.2429,0.24258,0.26262,0.26677,0.3132,0.22727,0.20978,0.20792,0.21752,0.24251,0.21351,0.15662,0.15753
270,M,False,0.1099,0.12492,0.15416,0.074978,0.16993,0.18288,0.18649,0.0603,-0.03308,-0.038335,-0.055691,-0.082724,-0.050876,-0.14877,-0.17053,-0.10528,-0.084688,-0.085623,-0.10368,-0.08884,-0.069203,-0.090859,-0.035367,0.040485,-0.0042874,0.026661,0.065927,0.061508,0.073978,0.061805,0.023027,0.052201,-0.0025376,-0.025748,-0.031075,-0.051746,0.036005,-0.0035738,-0.010792,0.022594
271,M,False,-0.33218,-0.37748,-0.33484,-0.39425,-0.82475,-0.41479,-0.68137,-0.50924,-0.4358,-0.74656,-0.72266,-0.99017,-1.1776,-0.94513,-1.4617,-1.1697,-1.2714,-1.3473,-1.5725,-1.4845,-1.1732,-1.4146,-1.0767,-0.48193,-0.64982,-0.6603,-0.94954,-0.082241,-0.22682,-0.51258,-0.64729,-0.68016,-0.36737,-0.28876,-0.84435,-0.56286,-0.93894,-0.30379,-0.58734,0.011053
272,M,True,-0.09879,-0.079117,-0.19478,-0.14689,-0.13089,-0.13605,-0.13449,-0.092894,-0.060874,-0.093138,-0.063184,-0.081486,-0.088614,-0.056876,-0.062377,-0.038632,-0.0014192,-0.05185,-0.019265,-0.064537,-0.051907,-0.042573,-0.05449,-0.090857,-0.045014,-0.11401,-0.06256,-0.20035,-0.20722,-0.23941,-0.23407,-0.28724,-0.2919,-0.23403,-0.26932,-0.22974,-0.19614,-0.17792,-0.1968,-0.22777
273,M,False,-0.1502,-0.17733,-0.18092,-0.18367,-0.18831,-0.16713,-0.23181,-0.20061,-0.14049,-0.13099,-0.20459,-0.20077,-0.12452,-0.2026,-0.24794,-0.16285,-0.1704,-0.19216,-0.20493,-0.14622,-0.13619,-0.048942,-0.12843,-0.10707,-0.050721,-0.068661,-0.055313,-0.081105,-0.067107,-0.095481,-0.081755,-0.073763,-0.076096,-0.054554,-0.08348,-0.043217,-0.10809,-0.14645,-0.11266,-0.1118
274,M,False,-0.14156,-0.19077,-0.19723,-0.19432,-0.25422,-0.1571,-0.21113,-0.2393,-0.32012,-0.33594,-0.30989,-0.31786,-0.36786,-0.27311,-0.40184,-0.35832,-0.40815,-0.37304,-0.29131,-0.46151,-0.29735,-0.33413,-0.3347,-0.26791,-0.30337,-0.36467,-0.33159,-0.23186,-0.28777,-0.30189,-0.33761,-0.2656,-0.27399,-0.27686,-0.29685,-0.23646,-0.24416,-0.27591,-0.2605,-0.25107
275,M,True,-0.041392,-0.020599,0.11403,-0.011272,0.09574,0.054765,0.087622,-0.017372,0.023361,0.088284,0.11568,0.043049,-0.021632,0.013722,0.043155,-0.025461,0.019599,-0.012767,0.026593,-0.017364,0.040521,0.076768,0.10285,0.10247,0.02993,0.056002,0.049614,0.060366,0.10982,0.016208,0.11356,0.07386,0.048509,0.049955,-0.030302,-1.8696e-05,-0.085848,0.059635,-0.0097857,0.018546
276,M,False,-0.034616,-0.052566,-0.062655,-0.10807,-0.1139,0.11677,0.033171,-0.019907,-0.07245,0.083778,0.044962,0.0055708,-0.037146,0.059077,-0.012982,0.029233,0.17282,0.070006,0.027569,0.044861,0.15372,0.0118,0.05084,-0.0066462,0.021716,0.069687,-0.025515,0.0061857,0.020595,0.097767,0.073362,0.022955,0.028098,-0.10435,-0.015562,0.0016473,-0.04634,-0.010671,-0.0020433,0.067577
277,M,True,0.109,0.1245,0.048269,0.094103,0.069291,0.036069,-0.072601,-0.094849,-0.053748,-0.11729,-0.13902,-0.17558,-0.11008,-0.10634,-0.15911,-0.11399,-0.075744,-0.15785,-0.13412,-0.11969,-0.14234,-0.17431,-0.15569,-0.15695,-0.14513,-0.16496,-0.18215,-0.21682,-0.21062,-0.16121,-0.20368,-0.17541,-0.25438,-0.30505,-0.30969,-0.26763,-0.30819,-0.27107,-0.28265,-0.30961
278,M,False,0.094103,0.069291,0.036069,-0.072601,-0.094849,-0.053748,-0.11729,-0.13902,-0.17558,-0.11008,-0.10634,-0.15911,-0.11399,-0.075744,-0.15785,-0.13412,-0.11969,-0.14234,-0.17431,-0.15569,-0.15695,-0.14513,-0.16496,-0.18215,-0.21682,-0.21062,-0.16121,-0.20368,-0.17541,-0.25438,-0.30505,-0.30969,-0.26763,-0.30819,-0.27107,-0.28265,-0.30961,-0.21163,-0.22723,-0.2387
279,M,False,0.00010318,0.028995,0.032126,0.050852,0.09689,0.064263,0.09821,0.099931,0.11794,0.12115,0.090452,0.073086,0.097673,0.12981,0.12826,0.10476,0.15899,0.13958,0.092532,0.090176,0.10657,0.13384,0.13697,0.12967,0.15605,0.15827,0.13636,0.14198,0.10494,0.13828,0.085685,0.055134,0.068154,0.070601,0.065685,0.032339,-0.014367,-0.012335,0.0045437,-0.033653
280,M,True,-0.30819,-0.27107,-0.28265,-0.30961,-0.21163,-0.22723,-0.2387,-0.17655,-0.15284,-0.13301,-0.16483,-0.21854,-0.17853,-0.10007,-0.063045,-0.03042,0.010375,-0.056163,-0.034698,-0.049263,-0.058459,-0.048103,-0.056245,-0.032164,-0.11124,-0.042296,-0.066164,-0.054312,-0.1117,-0.11254,-0.08227,-0.086002,-0.14348,-0.14065,-0.17111,-0.15093,-0.090753,-0.18721,-0.10046,-0.18132
281,M,False,-0.086002,-0.14348,-0.14065,-0.17111,-0.15093,-0.090753,-0.18721,-0.10046,-0.18132,-0.20422,-0.16001,-0.14856,-0.15745,-0.11861,-0.18256,-0.1397,-0.11539,-0.11054,-0.1172,-0.12446,-0.12461,-0.11249,-0.17077,-0.1511,-0.099372,-0.18451,-0.17668,-0.19484,-0.17907,-0.18167,-0.21475,-0.2277,-0.21593,-0.21003,-0.13615,-0.19106,-0.22958,-0.16859,-0.19254,-0.20876
282,M,False,-0.15745,-0.11861,-0.18256,-0.1397,-0.11539,-0.11054,-0.1172,-0.12446,-0.12461,-0.11249,-0.17077,-0.1511,-0.099372,-0.18451,-0.17668,-0.19484,-0.17907,-0.18167,-0.21475,-0.2277,-0.21593,-0.21003,-0.13615,-0.19106,-0.22958,-0.16859,-0.19254,-0.20876,-0.1728,-0.14972,-0.12048,-0.12891,-0.10208,-0.048119,-0.096651,-0.088526,-0.053614,0.015525,-0.047393,-0.019924
283,M,False,-0.14682,-0.13443,-0.17498,-0.21749,-0.19726,-0.23005,-0.24338,-0.27099,-0.24275,-0.25692,-0.28437,-0.24177,-0.30851,-0.26952,-0.30629,-0.27375,-0.32502,-0.24757,-0.33025,-0.30378,-0.29546,-0.22005,-0.26251,-0.2424,-0.23068,-0.20007,-0.24007,-0.23451,-0.25631,-0.23624,-0.23635,-0.24165,-0.228,-0.1512,-0.2164,-0.21871,-0.22451,-0.22923,-0.25396,-0.23143
284,M,False,0.35766,0.39288,0.43097,0.43427,0.49189,0.51587,0.53344,0.41183,0.50443,0.4952,0.50078,0.56394,0.56458,0.60565,0.49892,0.61706,0.64236,0.47091,0.41824,0.44324,0.48377,0.46712,0.50841,0.53035,0.45661,0.56345,0.56854,0.4902,0.52845,0.5638,0.61217,0.56292,0.56807,0.52814,0.48066,0.49079,0.51046,0.5521,0.47742,0.46781
285,M,True,0.28729,0.30976,0.29718,0.25985,0.29613,0.25666,0.25027,0.24859,0.20151,0.24002,0.14029,0.13383,0.18247,0.25767,0.22825,0.2055,0.21517,0.25199,0.18582,0.23735,0.21542,0.22112,0.18878,0.20047,0.14623,0.13505,0.097824,0.093879,0.14594,0.14021,0.12146,0.1672,0.14702,0.19637,0.19151,0.25392,0.19297,0.1842,0.25792,0.25102
286,M,False,0.15072,0.15723,0.15212,0.098625,0.18288,0.15851,0.21364,0.13039,0.046159,0.10239,0.11327,0.1044,0.073496,0.083688,0.089856,0.11318,0.06017,0.061071,0.023364,-0.0012151,-0.051921,0.0019486,-0.02992,-0.0081039,-0.033736,0.017603,0.059616,-0.0025075,0.0092176,0.031341,0.005092,0.049034,0.0075181,0.031889,0.025239,0.020286,0.042505,-0.032871,0.021075,0.037531
287,M,True,-0.3448,-0.38362,-0.31559,-0.33995,-0.31603,-0.33609,-0.35952,-0.32776,-0.32473,-0.31885,-0.32674,-0.42899,-0.42486,-0.4381,-0.34165,-0.40137,-0.39057,-0.4857,-0.25857,-0.4974,-0.46354,-0.39682,-0.50944,-0.41765,-0.38567,-0.11887,-0.015114,-0.46846,-0.013161,-0.27073,-0.25651,-0.24341,-0.25954,0.071798,-0.23345,0.095593,-0.21092,0.05393,0.12965,-0.14526
288,M,True,0.20243,0.10234,0.14173,0.17393,0.19733,0.15374,0.13353,0.16968,0.17677,0.18234,0.18187,0.14772,0.1312,0.14681,0.12713,0.13808,0.14546,0.13162,0.1332,0.15803,0.14772,0.15189,0.091075,0.19774,0.13809,0.13855,0.149,0.14114,0.13526,0.10161,0.077234,0.14308,0.13694,0.10381,0.091453,0.14501,0.071359,0.11784,0.092704,0.11927
289,M,True,-0.041684,-0.0078515,-0.026756,0.013645,0.010951,0.0024218,-0.023913,0.019744,-0.031011,-0.040974,-0.027065,-0.044651,-0.030406,-0.044791,-0.015459,-0.0029906,-0.006438,-0.025021,-0.033244,-0.0076283,0.0056458,0.033908,0.033175,0.043683,0.061857,0.055055,0.054457,0.012929,0.028073,0.017092,0.040631,0.055829,0.058382,0.043321,0.027323,0.07563,0.017696,0.031812,0.032643,0.028155
290,M,False,0.034335,0.040924,-0.0034321,-0.0072917,0.031754,0.024076,0.015967,0.030977,0.036728,0.017251,-0.013598,0.031768,0.04942,0.030801,0.034605,0.039502,0.038123,0.073906,0.041669,0.046525,0.050304,0.087069,0.079443,0.052209,0.052012,0.066733,0.022484,0.024472,0.047993,0.044836,0.033471,0.013663,-0.0037351,0.013391,0.013091,0.021078,0.028114,0.023844,0.013592,-0.015918
291,M,False,0.0094474,0.00064973,0.013602,0.032633,-0.013806,-0.00055167,-0.043882,-0.038509,-0.023789,-0.0032126,-0.01,-0.014287,-0.0074495,-0.016085,0.028914,-0.008374,-0.012756,-0.0016334,-0.012854,-0.032648,-0.015167,-0.059513,-0.019773,-0.0092774,-0.012551,0.019202,-0.01963,0.0083797,0.023189,0.014182,-0.0079863,0.0031696,-0.0031986,0.029977,0.036727,0.01217,0.032015,0.025162,0.074294,0.052998
292,M,False,-0.098283,-0.14894,-0.045466,-0.031549,-0.031225,-0.030944,-0.028793,-0.058312,-0.06812,-0.043184,-0.097271,-0.10014,-0.11885,-0.076643,-0.018089,-0.044712,-0.079653,-0.051523,-0.12515,-0.1378,-0.13825,-0.11864,-0.14627,-0.14894,-0.10637,-0.076727,-0.1294,-0.10339,-0.22828,-0.27627,-0.091289,-0.082309,-0.093394,-0.10025,-0.16404,-0.18263,-0.13639,-0.12958,-0.089313,-0.14361
293,M,False,0.13055,0.050658,0.11228,0.22266,0.15227,0.0038674,0.14179,0.11332,0.029837,0.0023905,0.14514,0.20434,0.15678,0.15086,0.15636,0.070285,0.065963,0.092723,0.073708,0.011067,-0.040289,-0.091717,-0.024886,0.10373,-0.095186,-0.095375,-0.1132,-0.047165,0.0053652,0.076547,0.014045,0.1111,0.076185,0.12488,0.16854,0.13581,0.2018,0.20181,0.19492,0.24621
294,M,True,0.1948,0.16547,0.17195,0.14942,0.12838,0.13598,0.15502,0.16633,0.18763,0.15822,0.1325,0.15637,0.1745,0.17117,0.16727,0.16321,0.19819,0.22423,0.21911,0.22541,0.21894,0.20678,0.18793,0.20344,0.19309,0.19069,0.18467,0.19635,0.17362,0.21464,0.18511,0.15916,0.18219,0.18024,0.18232,0.19931,0.19413,0.16372,0.18621,0.18994
295,M,False,-0.18739,-0.17543,-0.22919,-0.2247,-0.12582,-0.17047,-0.15871,-0.034283,-0.20839,-0.23337,-0.30984,-0.16495,-0.21013,-0.22134,-0.42986,-0.15982,-0.15289,-0.21105,-0.16215,-0.11524,-0.17946,-0.10596,-0.16669,-0.21411,-0.12519,-0.24182,-0.11599,-0.11005,-0.24591,-0.2008,-0.26363,-0.14849,-0.25686,-0.18921,-0.32571,-0.16445,-0.36897,-0.25994,-0.33415,-0.54879
296,M,False,-0.097122,-0.098008,-0.142,-0.10382,-0.089987,-0.098391,-0.060352,-0.035589,-0.041723,-0.021739,-0.062452,-0.0045297,-0.033356,-0.066229,-0.035571,-0.032586,-0.024588,-0.048522,-0.028244,-0.018588,-0.013665,-0.035624,-0.050431,-0.016547,-0.035745,-0.050203,-0.042663,-0.068473,-0.060005,-0.048241,-0.087595,-0.096453,-0.092105,-0.082792,-0.081135,-0.098391,-0.097633,-0.10738,-0.13035,-0.10722
297,M,False,-0.5578,-0.63457,-0.024667,-0.0079241,0.2144,0.80301,0.15225,0.18023,0.65618,0.60727,0.62051,0.95851,1.349,1.266,1.3666,1.298,1.1429,1.1428,0.97148,0.99676,0.98162,0.90402,0.95958,0.65342,0.73,0.6804,0.62458,0.53041,0.42732,0.40323,0.36671,0.3865,0.407,0.3443,0.38492,0.27528,0.32266,0.25846,0.27118,0.28109
298,M,False,1.1428,0.97148,0.99676,0.98162,0.90402,0.95958,0.65342,0.73,0.6804,0.62458,0.53041,0.42732,0.40323,0.36671,0.3865,0.407,0.3443,0.38492,0.27528,0.32266,0.25846,0.27118,0.28109,0.26344,0.19679,0.24078,0.27281,0.40992,0.19869,0.14694,0.16842,0.25842,0.24486,0.12769,0.05563,0.12927,0.10929,0.10059,0.078084,0.22508
299,M,False,0.27118,0.28109,0.26344,0.19679,0.24078,0.27281,0.40992,0.19869,0.14694,0.16842,0.25842,0.24486,0.12769,0.05563,0.12927,0.10929,0.10059,0.078084,0.22508,0.11968,0.10361,0.040405,0.044813,0.050838,0.076699,0.25766,0.050673,0.11276,0.066056,0.12528,0.13133,0.041188,0.12293,0.14167,0.11742,0.28036,0.2072,0.21247,-0.0072474,0.24663
300,M,False,0.27281,0.40992,0.19869,0.14694,0.16842,0.25842,0.24486,0.12769,0.05563,0.12927,0.10929,0.10059,0.078084,0.22508,0.11968,0.10361,0.040405,0.044813,0.050838,0.076699,0.25766,0.050673,0.11276,0.066056,0.12528,0.13133,0.041188,0.12293,0.14167,0.11742,0.28036,0.2072,0.21247,-0.0072474,0.24663,0.37504,0.294,0.21216,0.17458,0.26109
301,M,False,0.21247,-0.0072474,0.24663,0.37504,0.294,0.21216,0.17458,0.26109,0.23723,0.24537,0.16761,0.063209,0.28535,0.17115,0.24015,0.22495,0.12528,0.1575,0.14727,0.16166,-0.019693,0.11643,-0.025061,0.097769,0.0053368,0.036034,-0.093042,-0.066044,0.044102,-0.023274,0.015103,-0.0084935,0.013433,-0.023526,0.045712,-0.007366,-0.050715,-0.022935,0.0075208,-0.073857
302,M,False,0.22495,0.12528,0.1575,0.14727,0.16166,-0.019693,0.11643,-0.025061,0.097769,0.0053368,0.036034,-0.093042,-0.066044,0.044102,-0.023274,0.015103,-0.0084935,0.013433,-0.023526,0.045712,-0.007366,-0.050715,-0.022935,0.0075208,-0.073857,0.046068,-0.15562,0.03565,-0.044966,-0.10591,-0.013493,-0.00046373,-0.018175,-0.086953,-0.12601,-0.073569,-0.040689,-0.059988,-0.028951,0.058368
303,M,True,-0.045659,-0.053362,-0.060827,-0.042273,-0.020176,-0.052276,-0.023574,-0.055012,-0.043885,-0.010487,-0.027934,-0.029195,-0.012923,-0.064285,0.001386,-0.029398,-0.01282,0.0036637,-0.014146,-0.019981,-0.013284,-0.06746,-0.098968,-0.12608,-0.055761,-0.072527,-0.029225,-0.070521,-0.11669,-0.058867,-0.057453,-0.13776,-0.08568,-0.055823,-0.062132,-0.076589,-0.063374,-0.04921,-0.074807,-0.029162
304,M,True,0.077555,0.10731,0.12147,0.10501,0.1221,0.10385,0.10988,0.15378,0.12452,0.1301,0.16721,0.13279,0.091921,0.15735,0.098084,0.14154,0.092553,0.15128,0.051924,0.11053,0.078466,0.078837,0.046283,0.077004,0.047019,0.06601,0.036183,0.031253,0.11122,0.090009,0.09463,0.066822,0.10928,0.07135,0.091294,0.10552,0.11723,0.14307,0.14398,0.1401
305,M,False,0.090009,0.09463,0.066822,0.10928,0.07135,0.091294,0.10552,0.11723,0.14307,0.14398,0.1401,0.12241,0.14439,0.12982,0.092216,0.11824,0.13759,0.12339,0.12006,0.12472,0.14132,0.10872,0.077876,0.076789,0.017278,0.072014,0.097347,0.097406,0.090554,0.096549,0.06579,0.13969,0.086699,0.081505,0.066248,0.071305,0.10851,0.13312,0.12066,0.094555
306,M,True,0.17779,0.11127,0.061481,0.013027,0.13109,0.10874,0.031146,0.0065331,0.005686,0.08885,0.14014,0.13862,0.15133,0.051373,0.030588,0.076767,0.064186,0.14167,0.060628,0.12847,0.18074,0.20987,0.11949,0.083486,0.13822,0.15695,0.10691,0.18862,0.12077,0.17708,0.23682,0.082628,0.17204,0.14089,0.10799,0.17758,0.17273,0.19617,0.03932,0.1686
307,M,True,0.17762,0.18438,0.14502,0.15358,0.18791,0.18099,0.17098,0.1505,0.19201,0.21154,0.21038,0.17904,0.16616,0.1757,0.16484,0.16922,0.18359,0.13025,0.12712,0.14326,0.12356,0.16241,0.13524,0.17549,0.14787,0.14325,0.20843,0.1955,0.15955,0.13604,0.19017,0.21256,0.14164,0.14334,0.17361,0.21077,0.18588,0.25167,0.1934,0.18889
