,FLARE_TYPE,COINCIDENCE,SAVNCPP_1,SAVNCPP_2,SAVNCPP_3,SAVNCPP_4,SAVNCPP_5,SAVNCPP_6,SAVNCPP_7,SAVNCPP_8,SAVNCPP_9,SAVNCPP_10,SAVNCPP_11,SAVNCPP_12,SAVNCPP_13,SAVNCPP_14,SAVNCPP_15,SAVNCPP_16,SAVNCPP_17,SAVNCPP_18,SAVNCPP_19,SAVNCPP_20,SAVNCPP_21,SAVNCPP_22,SAVNCPP_23,SAVNCPP_24,SAVNCPP_25,SAVNCPP_26,SAVNCPP_27,SAVNCPP_28,SAVNCPP_29,SAVNCPP_30,SAVNCPP_31,SAVNCPP_32,SAVNCPP_33,SAVNCPP_34,SAVNCPP_35,SAVNCPP_36,SAVNCPP_37,SAVNCPP_38,SAVNCPP_39,SAVNCPP_40
1652,N,False,343070000000.0,482110000000.0,631620000000.0,534810000000.0,635340000000.0,460960000000.0,834190000000.0,603820000000.0,348060000000.0,455400000000.0,819940000000.0,341780000000.0,361210000000.0,483390000000.0,250880000000.0,460050000000.0,233550000000.0,248710000000.0,298900000000.0,688040000000.0,591240000000.0,810350000000.0,585600000000.0,575580000000.0,386640000000.0,591340000000.0,413570000000.0,271950000000.0,319160000000.0,422920000000.0,459700000000.0,685810000000.0,685310000000.0,643570000000.0,368910000000.0,304010000000.0,748260000000.0,333640000000.0,398200000000.0,527710000000.0
1653,N,False,326720000000.0,113800000000.0,250650000000.0,69656000000.0,127610000000.0,329260000000.0,177300000000.0,328670000000.0,203170000000.0,87363000000.0,195680000000.0,69948000000.0,52499000000.0,115100000000.0,91082000000.0,83753000000.0,23836000000.0,123060000000.0,134990000000.0,160930000000.0,252850000000.0,78422000000.0,359760000000.0,345170000000.0,336880000000.0,410850000000.0,379980000000.0,116710000000.0,316900000000.0,220850000000.0,476500000000.0,354980000000.0,286050000000.0,157260000000.0,81325000000.0,151130000000.0,243550000000.0,300140000000.0,20068000000.0,80543000000.0
1654,N,False,521190000000.0,721290000000.0,596910000000.0,934750000000.0,746730000000.0,679490000000.0,605010000000.0,901370000000.0,829630000000.0,996090000000.0,737510000000.0,837770000000.0,1153300000000.0,1112100000000.0,429730000000.0,876080000000.0,501140000000.0,887090000000.0,865560000000.0,776960000000.0,715600000000.0,835490000000.0,823840000000.0,865470000000.0,882820000000.0,414310000000.0,1114000000000.0,522390000000.0,495100000000.0,429790000000.0,423700000000.0,416050000000.0,274590000000.0,294580000000.0,310480000000.0,482440000000.0,632300000000.0,515400000000.0,508510000000.0,776920000000.0
1655,N,False,512740000000.0,273590000000.0,692960000000.0,895440000000.0,841440000000.0,577990000000.0,743810000000.0,711270000000.0,582710000000.0,543910000000.0,562460000000.0,793670000000.0,675580000000.0,488510000000.0,625290000000.0,547260000000.0,578850000000.0,572010000000.0,1042100000000.0,713910000000.0,569770000000.0,556770000000.0,640650000000.0,384970000000.0,526790000000.0,825000000000.0,785240000000.0,362420000000.0,342960000000.0,190530000000.0,713930000000.0,604210000000.0,436610000000.0,392610000000.0,591620000000.0,247080000000.0,437760000000.0,744270000000.0,650690000000.0,536030000000.0
1656,N,False,734270000000.0,731270000000.0,549470000000.0,558040000000.0,649080000000.0,657630000000.0,836750000000.0,849870000000.0,782450000000.0,601840000000.0,322060000000.0,460540000000.0,842090000000.0,823540000000.0,556360000000.0,540210000000.0,571110000000.0,679930000000.0,636010000000.0,350050000000.0,759860000000.0,288950000000.0,630600000000.0,391230000000.0,739170000000.0,1007000000000.0,781350000000.0,935030000000.0,938540000000.0,1000400000000.0,1042000000000.0,903720000000.0,780150000000.0,636260000000.0,648090000000.0,870770000000.0,571710000000.0,568360000000.0,753220000000.0,657730000000.0
1657,N,False,524410000000.0,356280000000.0,561180000000.0,571190000000.0,424500000000.0,406300000000.0,470710000000.0,517090000000.0,497110000000.0,594870000000.0,521580000000.0,718330000000.0,438220000000.0,551830000000.0,603100000000.0,710230000000.0,763510000000.0,704680000000.0,355590000000.0,423760000000.0,549080000000.0,398730000000.0,544290000000.0,726610000000.0,629820000000.0,554950000000.0,770690000000.0,737180000000.0,475590000000.0,690740000000.0,576090000000.0,677510000000.0,715460000000.0,564000000000.0,576570000000.0,521220000000.0,480900000000.0,483070000000.0,617310000000.0,356960000000.0
1658,N,False,488770000000.0,451470000000.0,470820000000.0,417920000000.0,204880000000.0,284940000000.0,597800000000.0,253030000000.0,649750000000.0,661850000000.0,419930000000.0,473150000000.0,421710000000.0,299580000000.0,539030000000.0,511930000000.0,324210000000.0,143890000000.0,463800000000.0,339820000000.0,210970000000.0,528080000000.0,395620000000.0,552630000000.0,297060000000.0,741510000000.0,617190000000.0,685190000000.0,636820000000.0,952300000000.0,947780000000.0,896130000000.0,1354000000000.0,945950000000.0,917000000000.0,699150000000.0,519000000000.0,948050000000.0,931930000000.0,935070000000.0
1659,N,False,1099900000000.0,1173300000000.0,550110000000.0,1055500000000.0,620530000000.0,841210000000.0,926860000000.0,275090000000.0,634560000000.0,560070000000.0,655810000000.0,704310000000.0,498860000000.0,687150000000.0,523210000000.0,1050700000000.0,882620000000.0,1004800000000.0,1251300000000.0,1357500000000.0,1421900000000.0,1123300000000.0,1020800000000.0,1134500000000.0,1333000000000.0,1381700000000.0,1185700000000.0,1099700000000.0,953640000000.0,1117300000000.0,994910000000.0,916130000000.0,980740000000.0,892070000000.0,1105200000000.0,484350000000.0,592810000000.0,526270000000.0,598820000000.0,746330000000.0
1660,N,False,650370000000.0,741320000000.0,637080000000.0,1059500000000.0,731980000000.0,492940000000.0,172880000000.0,570580000000.0,627510000000.0,753050000000.0,667350000000.0,631710000000.0,553220000000.0,455280000000.0,354980000000.0,534020000000.0,509790000000.0,546370000000.0,317670000000.0,398240000000.0,621680000000.0,639960000000.0,460790000000.0,532600000000.0,632720000000.0,846110000000.0,581950000000.0,371080000000.0,346340000000.0,542280000000.0,624710000000.0,346900000000.0,478560000000.0,538310000000.0,432660000000.0,465810000000.0,223610000000.0,353800000000.0,300580000000.0,251770000000.0
1661,N,False,475570000000.0,280670000000.0,337990000000.0,439380000000.0,556910000000.0,248040000000.0,302370000000.0,406390000000.0,519670000000.0,467680000000.0,212400000000.0,425410000000.0,544730000000.0,449920000000.0,267850000000.0,331460000000.0,592470000000.0,385170000000.0,302510000000.0,210250000000.0,173150000000.0,308510000000.0,374150000000.0,506560000000.0,94734000000.0,553740000000.0,250800000000.0,281210000000.0,399590000000.0,502510000000.0,308970000000.0,182160000000.0,316100000000.0,254090000000.0,451330000000.0,354950000000.0,511670000000.0,390530000000.0,524730000000.0,344200000000.0
1662,N,False,964330000000.0,940330000000.0,696760000000.0,780560000000.0,1083900000000.0,1191400000000.0,1057500000000.0,1022100000000.0,928590000000.0,1012400000000.0,1021100000000.0,1584000000000.0,1115500000000.0,1144900000000.0,1415700000000.0,1274500000000.0,794730000000.0,1172400000000.0,986720000000.0,1033900000000.0,1218600000000.0,768350000000.0,1165500000000.0,1077300000000.0,671220000000.0,998230000000.0,600710000000.0,528400000000.0,706480000000.0,723900000000.0,522850000000.0,349750000000.0,223120000000.0,479730000000.0,714340000000.0,515210000000.0,612870000000.0,1050600000000.0,1287700000000.0,1325500000000.0
1663,N,False,341690000000.0,564360000000.0,489010000000.0,530620000000.0,485340000000.0,600880000000.0,464220000000.0,579880000000.0,536610000000.0,795170000000.0,1027300000000.0,866080000000.0,771550000000.0,996040000000.0,1005400000000.0,966510000000.0,969490000000.0,1029000000000.0,919370000000.0,891270000000.0,1261400000000.0,1241600000000.0,998880000000.0,1073300000000.0,1089500000000.0,1083700000000.0,1352400000000.0,1418700000000.0,1545900000000.0,1038300000000.0,940090000000.0,695490000000.0,1168100000000.0,632450000000.0,881170000000.0,543070000000.0,632470000000.0,736130000000.0,757070000000.0,850440000000.0
1664,N,False,805230000000.0,1315800000000.0,1247100000000.0,733800000000.0,860870000000.0,1006900000000.0,1037100000000.0,944870000000.0,1175800000000.0,1486700000000.0,1034500000000.0,901170000000.0,1746800000000.0,830210000000.0,1102200000000.0,1026200000000.0,1223500000000.0,874010000000.0,1197100000000.0,1200600000000.0,888810000000.0,1042900000000.0,1141000000000.0,1208800000000.0,1112500000000.0,823670000000.0,1284700000000.0,1106700000000.0,988320000000.0,1092700000000.0,821920000000.0,941470000000.0,694600000000.0,779500000000.0,632170000000.0,536940000000.0,1070600000000.0,1047100000000.0,941510000000.0,1153400000000.0
1665,N,False,350900000000.0,1239900000000.0,1031300000000.0,963560000000.0,1428400000000.0,661100000000.0,907570000000.0,790900000000.0,1163200000000.0,1097000000000.0,1241900000000.0,1122000000000.0,1249400000000.0,1229700000000.0,1407700000000.0,1186100000000.0,1131700000000.0,973480000000.0,794950000000.0,942400000000.0,1028000000000.0,878660000000.0,479920000000.0,948720000000.0,827170000000.0,833120000000.0,701960000000.0,724510000000.0,676980000000.0,284370000000.0,618730000000.0,645270000000.0,541380000000.0,799610000000.0,744390000000.0,804400000000.0,451920000000.0,627410000000.0,838390000000.0,598250000000.0
1666,N,False,267190000000.0,92077000000.0,219150000000.0,145990000000.0,273180000000.0,325410000000.0,170920000000.0,164110000000.0,92315000000.0,174390000000.0,274210000000.0,122540000000.0,177210000000.0,465830000000.0,340790000000.0,242080000000.0,294640000000.0,329020000000.0,165910000000.0,410580000000.0,235940000000.0,209050000000.0,244660000000.0,273450000000.0,206430000000.0,298740000000.0,175460000000.0,193900000000.0,166050000000.0,59250000000.0,188930000000.0,132410000000.0,254310000000.0,327110000000.0,135500000000.0,250030000000.0,37555000000.0,177120000000.0,203600000000.0,180590000000.0
1667,N,False,408560000000.0,666040000000.0,260000000000.0,325490000000.0,677300000000.0,214120000000.0,439160000000.0,433350000000.0,479000000000.0,531320000000.0,1041700000000.0,671240000000.0,207890000000.0,531150000000.0,639910000000.0,370330000000.0,1107000000000.0,411330000000.0,427180000000.0,376740000000.0,442310000000.0,456750000000.0,576170000000.0,349790000000.0,540180000000.0,454730000000.0,214190000000.0,207700000000.0,176410000000.0,293400000000.0,253290000000.0,340060000000.0,394340000000.0,404040000000.0,541310000000.0,471170000000.0,583760000000.0,529650000000.0,553670000000.0,437310000000.0
1668,N,False,489840000000.0,322600000000.0,366550000000.0,141920000000.0,95352000000.0,308900000000.0,144930000000.0,409750000000.0,120910000000.0,207670000000.0,306620000000.0,239470000000.0,220170000000.0,218310000000.0,434930000000.0,204280000000.0,233030000000.0,377930000000.0,405410000000.0,301640000000.0,228920000000.0,264210000000.0,68426000000.0,251190000000.0,132070000000.0,260650000000.0,225760000000.0,366590000000.0,129640000000.0,476370000000.0,383720000000.0,384600000000.0,511050000000.0,773890000000.0,515510000000.0,491160000000.0,412640000000.0,305940000000.0,412300000000.0,423950000000.0
1669,N,False,35288000000.0,435010000000.0,534890000000.0,329560000000.0,356960000000.0,393130000000.0,501560000000.0,380260000000.0,40528000000.0,520720000000.0,189560000000.0,355480000000.0,393080000000.0,143320000000.0,159520000000.0,232340000000.0,240170000000.0,180210000000.0,325580000000.0,250110000000.0,285780000000.0,71986000000.0,135150000000.0,170930000000.0,435250000000.0,475670000000.0,367110000000.0,395210000000.0,75870000000.0,229600000000.0,206810000000.0,202440000000.0,253740000000.0,181460000000.0,539550000000.0,134210000000.0,152170000000.0,244800000000.0,120120000000.0,195680000000.0
1670,N,False,1260100000000.0,1265600000000.0,643710000000.0,1411300000000.0,1233900000000.0,1195100000000.0,1322100000000.0,1275000000000.0,1036400000000.0,383890000000.0,1247900000000.0,1203200000000.0,1522200000000.0,1202800000000.0,1515200000000.0,1204700000000.0,1249000000000.0,1173600000000.0,1096400000000.0,2014400000000.0,1352900000000.0,1175300000000.0,1426700000000.0,1255400000000.0,1582400000000.0,1306600000000.0,1301200000000.0,1017800000000.0,1058900000000.0,771160000000.0,1081400000000.0,938790000000.0,1030800000000.0,1325700000000.0,929820000000.0,957080000000.0,1351000000000.0,1359600000000.0,1750900000000.0,1490500000000.0
1671,N,False,1911100000000.0,1955200000000.0,1867900000000.0,2278400000000.0,2416600000000.0,1577000000000.0,1761700000000.0,1888200000000.0,1358600000000.0,2023000000000.0,1782200000000.0,1803400000000.0,2649800000000.0,2365500000000.0,2034500000000.0,2569000000000.0,1707400000000.0,2322800000000.0,2372800000000.0,2409500000000.0,2162600000000.0,2190400000000.0,1979400000000.0,1768200000000.0,1461300000000.0,1820100000000.0,1590400000000.0,1299000000000.0,1231300000000.0,1183400000000.0,988620000000.0,1578400000000.0,1412700000000.0,852140000000.0,1259500000000.0,1228200000000.0,1285000000000.0,1513600000000.0,1377800000000.0,1572400000000.0
1672,N,False,546060000000.0,799710000000.0,260930000000.0,215480000000.0,354490000000.0,335230000000.0,161650000000.0,757320000000.0,346970000000.0,377600000000.0,481120000000.0,394740000000.0,421650000000.0,846010000000.0,863650000000.0,805160000000.0,375110000000.0,563410000000.0,543440000000.0,769180000000.0,1063600000000.0,1219000000000.0,1066400000000.0,650200000000.0,869680000000.0,1018300000000.0,1086600000000.0,989710000000.0,665830000000.0,436390000000.0,597480000000.0,939300000000.0,1117000000000.0,1002400000000.0,566360000000.0,766870000000.0,680210000000.0,1162100000000.0,369870000000.0,318230000000.0
1673,N,False,5956600000000.0,6830100000000.0,7505300000000.0,6267700000000.0,6513700000000.0,6386900000000.0,6475100000000.0,6612600000000.0,6019600000000.0,5915100000000.0,6288100000000.0,6775800000000.0,5524100000000.0,5894200000000.0,3404300000000.0,3557400000000.0,4970400000000.0,5597700000000.0,4803900000000.0,3527500000000.0,2635500000000.0,3098400000000.0,2819000000000.0,2358200000000.0,2619400000000.0,985330000000.0,2847000000000.0,2294000000000.0,2978900000000.0,4173100000000.0,4022900000000.0,4072700000000.0,5918400000000.0,5001300000000.0,5516400000000.0,5376800000000.0,5482500000000.0,5595800000000.0,3630000000000.0,5314800000000.0
1674,N,False,19656000000000.0,19041000000000.0,18790000000000.0,17690000000000.0,17605000000000.0,16149000000000.0,17219000000000.0,18694000000000.0,17620000000000.0,16960000000000.0,17162000000000.0,16449000000000.0,19635000000000.0,18859000000000.0,16722000000000.0,16570000000000.0,17586000000000.0,19763000000000.0,19191000000000.0,19219000000000.0,18431000000000.0,18925000000000.0,17413000000000.0,20154000000000.0,20503000000000.0,19725000000000.0,19217000000000.0,18780000000000.0,17485000000000.0,19286000000000.0,20322000000000.0,19215000000000.0,20106000000000.0,20136000000000.0,19563000000000.0,18399000000000.0,19220000000000.0,14953000000000.0,15746000000000.0,16253000000000.0
1675,N,False,114440000000.0,253450000000.0,352630000000.0,361020000000.0,526440000000.0,306290000000.0,333720000000.0,117980000000.0,463850000000.0,290480000000.0,88683000000.0,85538000000.0,333520000000.0,293340000000.0,189130000000.0,236580000000.0,96974000000.0,544980000000.0,420080000000.0,664460000000.0,502760000000.0,381490000000.0,672290000000.0,943660000000.0,988690000000.0,1006600000000.0,849750000000.0,562650000000.0,651170000000.0,640660000000.0,634410000000.0,865050000000.0,538100000000.0,953340000000.0,1007800000000.0,619980000000.0,1012800000000.0,930140000000.0,1224300000000.0,1204200000000.0
1676,N,False,18738000000000.0,18320000000000.0,17236000000000.0,18097000000000.0,18105000000000.0,18581000000000.0,16785000000000.0,17517000000000.0,20016000000000.0,17487000000000.0,18232000000000.0,18552000000000.0,18502000000000.0,19995000000000.0,21010000000000.0,19558000000000.0,19607000000000.0,18521000000000.0,18685000000000.0,19389000000000.0,18633000000000.0,20020000000000.0,19949000000000.0,19197000000000.0,18458000000000.0,17249000000000.0,17785000000000.0,18364000000000.0,19320000000000.0,20188000000000.0,18484000000000.0,21542000000000.0,22968000000000.0,21285000000000.0,22397000000000.0,22509000000000.0,23358000000000.0,24511000000000.0,23726000000000.0,24397000000000.0
1677,N,False,660930000000.0,840900000000.0,810910000000.0,979970000000.0,1068500000000.0,791470000000.0,1201700000000.0,1138500000000.0,633020000000.0,599780000000.0,629930000000.0,485010000000.0,218890000000.0,526650000000.0,648190000000.0,485210000000.0,239570000000.0,212410000000.0,772610000000.0,609130000000.0,520640000000.0,377290000000.0,299410000000.0,817680000000.0,377220000000.0,430570000000.0,375240000000.0,195910000000.0,610240000000.0,1145600000000.0,1055000000000.0,592470000000.0,424640000000.0,363520000000.0,415470000000.0,661120000000.0,667700000000.0,263250000000.0,222240000000.0,379810000000.0
1678,N,False,6957300000000.0,7297500000000.0,6505700000000.0,6815400000000.0,7013300000000.0,8125400000000.0,6928900000000.0,7615200000000.0,5385200000000.0,6635700000000.0,6681000000000.0,5798100000000.0,6108300000000.0,5968600000000.0,6048500000000.0,6520500000000.0,5684000000000.0,5103500000000.0,4693600000000.0,4532300000000.0,5341200000000.0,4204300000000.0,5299100000000.0,5800000000000.0,5159000000000.0,4596100000000.0,4966800000000.0,5436800000000.0,5115100000000.0,4595200000000.0,4236500000000.0,4431700000000.0,5575500000000.0,5520600000000.0,5544700000000.0,5648100000000.0,5503800000000.0,4333600000000.0,4114300000000.0,5036000000000.0
1679,N,False,2276300000000.0,2955900000000.0,2846300000000.0,2392000000000.0,2519100000000.0,3010100000000.0,2594000000000.0,2531400000000.0,3583500000000.0,3231000000000.0,3689800000000.0,2900400000000.0,3026100000000.0,2621000000000.0,3120000000000.0,3524600000000.0,3096400000000.0,1974200000000.0,2851500000000.0,3153100000000.0,2726000000000.0,2532800000000.0,3151200000000.0,3089100000000.0,3005100000000.0,3026400000000.0,3056000000000.0,2891300000000.0,2427700000000.0,3853700000000.0,2886200000000.0,3372500000000.0,3266700000000.0,3218600000000.0,2973100000000.0,2871300000000.0,3181300000000.0,2931800000000.0,2674500000000.0,2905100000000.0
1680,N,False,584720000000.0,961960000000.0,834650000000.0,734750000000.0,654550000000.0,789890000000.0,617070000000.0,707930000000.0,970100000000.0,813340000000.0,941660000000.0,864340000000.0,436360000000.0,524000000000.0,57222000000.0,633820000000.0,630740000000.0,614320000000.0,561440000000.0,348780000000.0,392540000000.0,302120000000.0,131820000000.0,364310000000.0,583730000000.0,564940000000.0,517040000000.0,742990000000.0,683210000000.0,413080000000.0,707930000000.0,849600000000.0,923850000000.0,911980000000.0,803610000000.0,881910000000.0,637050000000.0,434290000000.0,306230000000.0,662330000000.0
1681,N,False,64235000000.0,85583000000.0,292840000000.0,327280000000.0,211290000000.0,273070000000.0,180270000000.0,311850000000.0,143890000000.0,168820000000.0,301660000000.0,317470000000.0,50557000000.0,69734000000.0,132840000000.0,129910000000.0,90341000000.0,118600000000.0,150750000000.0,91066000000.0,73066000000.0,89188000000.0,205580000000.0,133190000000.0,239690000000.0,292880000000.0,196770000000.0,224290000000.0,116040000000.0,30654000000.0,152640000000.0,230000000000.0,158960000000.0,278010000000.0,262390000000.0,135860000000.0,148400000000.0,82826000000.0,149910000000.0,290890000000.0
1682,N,False,88819000000.0,71589000000.0,32366000000.0,116610000000.0,129630000000.0,58377000000.0,176740000000.0,81871000000.0,177430000000.0,277410000000.0,325570000000.0,190920000000.0,395080000000.0,339500000000.0,293320000000.0,308830000000.0,56688000000.0,185470000000.0,197070000000.0,190320000000.0,76133000000.0,176190000000.0,258230000000.0,110800000000.0,102610000000.0,190020000000.0,108350000000.0,350730000000.0,91746000000.0,23544000000.0,137620000000.0,142380000000.0,31239000000.0,78131000000.0,57369000000.0,93053000000.0,176880000000.0,118080000000.0,199170000000.0,156250000000.0
1683,N,False,97164000000.0,340090000000.0,303260000000.0,25986000000.0,262230000000.0,60882000000.0,374160000000.0,266790000000.0,358720000000.0,399630000000.0,572300000000.0,424190000000.0,432830000000.0,341650000000.0,398730000000.0,419880000000.0,291040000000.0,344770000000.0,466130000000.0,304970000000.0,180000000000.0,520510000000.0,392780000000.0,396740000000.0,650010000000.0,519340000000.0,633180000000.0,432100000000.0,573370000000.0,520180000000.0,434430000000.0,618860000000.0,593350000000.0,971010000000.0,573400000000.0,758750000000.0,272370000000.0,407740000000.0,584200000000.0,236440000000.0
1684,N,False,1505300000000.0,1413400000000.0,1226500000000.0,983730000000.0,785960000000.0,795810000000.0,1224700000000.0,958120000000.0,1365000000000.0,959240000000.0,545810000000.0,596840000000.0,988540000000.0,818150000000.0,605520000000.0,610760000000.0,636770000000.0,893820000000.0,1016800000000.0,824600000000.0,1192900000000.0,1185600000000.0,1215700000000.0,776290000000.0,489640000000.0,711450000000.0,1136900000000.0,1071900000000.0,708580000000.0,399360000000.0,809790000000.0,621910000000.0,670180000000.0,958750000000.0,1087600000000.0,676950000000.0,643100000000.0,572520000000.0,662720000000.0,896840000000.0
1685,N,False,337590000000.0,198420000000.0,194250000000.0,167490000000.0,468320000000.0,299050000000.0,217700000000.0,318930000000.0,454770000000.0,494540000000.0,272430000000.0,253180000000.0,176990000000.0,241020000000.0,407460000000.0,315130000000.0,532030000000.0,370270000000.0,373850000000.0,114670000000.0,246170000000.0,118540000000.0,419290000000.0,371480000000.0,198110000000.0,203690000000.0,317330000000.0,240710000000.0,241230000000.0,163100000000.0,136380000000.0,574170000000.0,521500000000.0,136400000000.0,177370000000.0,394290000000.0,591200000000.0,317180000000.0,328530000000.0,71840000000.0
1686,N,False,2949100000000.0,3359600000000.0,3343800000000.0,3908000000000.0,4033200000000.0,5554900000000.0,5179800000000.0,5738700000000.0,5491000000000.0,5220900000000.0,5932000000000.0,5520100000000.0,6296000000000.0,5278500000000.0,4584000000000.0,5254400000000.0,5031200000000.0,6685800000000.0,5946600000000.0,5514400000000.0,5305600000000.0,5843800000000.0,4975300000000.0,4294500000000.0,4565300000000.0,5053500000000.0,3922800000000.0,4725700000000.0,4614400000000.0,5360500000000.0,5891000000000.0,5007600000000.0,5137800000000.0,4940800000000.0,4781600000000.0,4048900000000.0,3733700000000.0,5026700000000.0,5263100000000.0,5965200000000.0
1687,N,False,985310000000.0,1277700000000.0,1005400000000.0,1105800000000.0,1144600000000.0,1064700000000.0,665180000000.0,838380000000.0,841140000000.0,792540000000.0,915460000000.0,743900000000.0,712720000000.0,1055200000000.0,653190000000.0,594080000000.0,576290000000.0,401760000000.0,523940000000.0,707720000000.0,576570000000.0,862330000000.0,769260000000.0,406320000000.0,526210000000.0,679710000000.0,408550000000.0,439530000000.0,465390000000.0,451520000000.0,764370000000.0,652400000000.0,943920000000.0,601530000000.0,351720000000.0,488640000000.0,672180000000.0,675880000000.0,742020000000.0,861360000000.0
1688,N,False,18863000000000.0,17756000000000.0,18702000000000.0,18251000000000.0,17635000000000.0,19309000000000.0,18224000000000.0,18451000000000.0,16263000000000.0,18080000000000.0,17956000000000.0,18861000000000.0,19431000000000.0,18802000000000.0,19911000000000.0,19125000000000.0,18710000000000.0,19602000000000.0,18249000000000.0,17877000000000.0,18486000000000.0,18701000000000.0,19163000000000.0,19782000000000.0,17066000000000.0,18024000000000.0,19036000000000.0,19638000000000.0,19091000000000.0,19787000000000.0,20964000000000.0,19149000000000.0,20627000000000.0,20483000000000.0,20822000000000.0,20181000000000.0,19820000000000.0,19919000000000.0,22062000000000.0,22360000000000.0
1689,N,False,421320000000.0,455320000000.0,563370000000.0,550170000000.0,589340000000.0,634280000000.0,635330000000.0,593370000000.0,518810000000.0,666450000000.0,395550000000.0,525210000000.0,497020000000.0,346660000000.0,362460000000.0,367240000000.0,384150000000.0,288610000000.0,393440000000.0,353200000000.0,226070000000.0,177880000000.0,232420000000.0,287600000000.0,272870000000.0,495230000000.0,381520000000.0,450750000000.0,515150000000.0,437700000000.0,348560000000.0,297480000000.0,350610000000.0,380420000000.0,325190000000.0,399830000000.0,296370000000.0,406510000000.0,441790000000.0,336270000000.0
1690,N,False,354650000000.0,185540000000.0,441390000000.0,362250000000.0,225350000000.0,270860000000.0,260030000000.0,284160000000.0,562680000000.0,378970000000.0,435480000000.0,518920000000.0,757890000000.0,1004000000000.0,831820000000.0,905500000000.0,1060000000000.0,865650000000.0,1049900000000.0,689730000000.0,889640000000.0,1035900000000.0,871840000000.0,791260000000.0,781300000000.0,707940000000.0,848020000000.0,625650000000.0,822830000000.0,346320000000.0,368460000000.0,451780000000.0,396130000000.0,223620000000.0,573180000000.0,528510000000.0,516400000000.0,156150000000.0,461640000000.0,426510000000.0
1691,N,False,97266000000.0,287380000000.0,161980000000.0,280950000000.0,243320000000.0,88666000000.0,124270000000.0,72087000000.0,12187000000.0,109360000000.0,30908000000.0,11782000000.0,40199000000.0,133440000000.0,43549000000.0,16616000000.0,236290000000.0,149200000000.0,184390000000.0,70680000000.0,31725000000.0,21937000000.0,36234000000.0,15930000000.0,1603800000.0,38658000000.0,9314300000.0,3986500000.0,78959000000.0,150360000000.0,77555000000.0,21530000000.0,231230000000.0,130820000000.0,53812000000.0,252380000000.0,482810000000.0,72231000000.0,136110000000.0,403070000000.0
1692,N,False,1211600000000.0,1229100000000.0,1596400000000.0,1253000000000.0,1128600000000.0,1301300000000.0,1211600000000.0,1168800000000.0,1483300000000.0,1337400000000.0,1616800000000.0,1787400000000.0,1849300000000.0,1977100000000.0,2164200000000.0,1640800000000.0,1325300000000.0,2764500000000.0,3096900000000.0,2424800000000.0,2215700000000.0,2505400000000.0,2256300000000.0,1856200000000.0,2455500000000.0,3140800000000.0,3192400000000.0,3263200000000.0,3129500000000.0,3612900000000.0,2913700000000.0,3318400000000.0,2877900000000.0,2300000000000.0,1783500000000.0,1864900000000.0,2658300000000.0,2468900000000.0,3043200000000.0,2993900000000.0
1693,N,False,4151200000000.0,2984500000000.0,3181200000000.0,3990700000000.0,3241500000000.0,3354700000000.0,3811000000000.0,3613100000000.0,4105100000000.0,4754100000000.0,4874200000000.0,5074100000000.0,4209000000000.0,5274700000000.0,4181300000000.0,4936200000000.0,4657400000000.0,4284500000000.0,5442900000000.0,4163000000000.0,3385300000000.0,4403900000000.0,4471700000000.0,5269500000000.0,5173800000000.0,2812700000000.0,4327700000000.0,4084000000000.0,4811500000000.0,6859900000000.0,6254000000000.0,5256100000000.0,5243200000000.0,5485000000000.0,4670500000000.0,6247800000000.0,4735200000000.0,5048500000000.0,4020400000000.0,4649000000000.0
1694,N,False,4151200000000.0,2984500000000.0,3181200000000.0,3990700000000.0,3241500000000.0,3354700000000.0,3811000000000.0,3613100000000.0,4105100000000.0,4754100000000.0,4874200000000.0,5074100000000.0,4209000000000.0,5274700000000.0,4181300000000.0,4936200000000.0,4657400000000.0,4284500000000.0,5442900000000.0,4163000000000.0,3385300000000.0,4403900000000.0,4471700000000.0,5269500000000.0,5173800000000.0,2812700000000.0,4327700000000.0,4084000000000.0,4811500000000.0,6859900000000.0,6254000000000.0,5256100000000.0,5243200000000.0,5485000000000.0,4670500000000.0,6247800000000.0,4735200000000.0,5048500000000.0,4020400000000.0,4649000000000.0
1695,N,False,1124800000000.0,955620000000.0,1078500000000.0,953230000000.0,476830000000.0,1290800000000.0,1504600000000.0,1149200000000.0,707110000000.0,1330200000000.0,1280200000000.0,1225200000000.0,1824700000000.0,1417300000000.0,1302600000000.0,981780000000.0,893370000000.0,1277700000000.0,897620000000.0,1305600000000.0,1086700000000.0,1325700000000.0,1213600000000.0,1083200000000.0,1062800000000.0,1260000000000.0,1219400000000.0,1233400000000.0,739930000000.0,941070000000.0,1219300000000.0,853410000000.0,1114600000000.0,673170000000.0,549740000000.0,873350000000.0,539670000000.0,690590000000.0,411330000000.0,541320000000.0
