,FLARE_TYPE,COINCIDENCE,SAVNCPP_1,SAVNCPP_2,SAVNCPP_3,SAVNCPP_4,SAVNCPP_5,SAVNCPP_6,SAVNCPP_7,SAVNCPP_8,SAVNCPP_9,SAVNCPP_10,SAVNCPP_11,SAVNCPP_12,SAVNCPP_13,SAVNCPP_14,SAVNCPP_15,SAVNCPP_16,SAVNCPP_17,SAVNCPP_18,SAVNCPP_19,SAVNCPP_20,SAVNCPP_21,SAVNCPP_22,SAVNCPP_23,SAVNCPP_24,SAVNCPP_25,SAVNCPP_26,SAVNCPP_27,SAVNCPP_28,SAVNCPP_29,SAVNCPP_30,SAVNCPP_31,SAVNCPP_32,SAVNCPP_33,SAVNCPP_34,SAVNCPP_35,SAVNCPP_36,SAVNCPP_37,SAVNCPP_38,SAVNCPP_39,SAVNCPP_40
0,X,False,13441000000000.0,12261000000000.0,13697000000000.0,15390000000000.0,17569000000000.0,14167000000000.0,15406000000000.0,15421000000000.0,17887000000000.0,17887000000000.0,18359000000000.0,19056000000000.0,17222000000000.0,17629000000000.0,18192000000000.0,17569000000000.0,18649000000000.0,17487000000000.0,17157000000000.0,17585000000000.0,16924000000000.0,15621000000000.0,16352000000000.0,16990000000000.0,15292000000000.0,15112000000000.0,16664000000000.0,14934000000000.0,15307000000000.0,16334000000000.0,15415000000000.0,16983000000000.0,16067000000000.0,15904000000000.0,18073000000000.0,18327000000000.0,17999000000000.0,17287000000000.0,16573000000000.0,14755000000000.0
1,X,False,10216000000000.0,10992000000000.0,11903000000000.0,11343000000000.0,10558000000000.0,12472000000000.0,11281000000000.0,12680000000000.0,10257000000000.0,11810000000000.0,11347000000000.0,12180000000000.0,9991100000000.0,10716000000000.0,10670000000000.0,11429000000000.0,12167000000000.0,12141000000000.0,11732000000000.0,9895000000000.0,11066000000000.0,10628000000000.0,10055000000000.0,7781500000000.0,9461200000000.0,8514700000000.0,7377400000000.0,5526700000000.0,6813800000000.0,6521100000000.0,6925100000000.0,7829500000000.0,6596700000000.0,6026600000000.0,6231900000000.0,7071800000000.0,6931900000000.0,7436500000000.0,7138700000000.0,6248400000000.0
2,X,False,35099000000000.0,35459000000000.0,33438000000000.0,32545000000000.0,31551000000000.0,33581000000000.0,32900000000000.0,34454000000000.0,34348000000000.0,34050000000000.0,34452000000000.0,34141000000000.0,32913000000000.0,33109000000000.0,35732000000000.0,34495000000000.0,34834000000000.0,36859000000000.0,35653000000000.0,37125000000000.0,37245000000000.0,36664000000000.0,37368000000000.0,37419000000000.0,37400000000000.0,35727000000000.0,38414000000000.0,38048000000000.0,38542000000000.0,38584000000000.0,35941000000000.0,33972000000000.0,35142000000000.0,36664000000000.0,37279000000000.0,37627000000000.0,35219000000000.0,36184000000000.0,37631000000000.0,36237000000000.0
3,X,False,9718700000000.0,10063000000000.0,9479000000000.0,9727700000000.0,9943000000000.0,9449100000000.0,10071000000000.0,8196400000000.0,8824800000000.0,5609400000000.0,6016000000000.0,8441700000000.0,6942000000000.0,8423800000000.0,7072400000000.0,5369700000000.0,5665400000000.0,7612500000000.0,6920900000000.0,7990500000000.0,8196100000000.0,10071000000000.0,10637000000000.0,8618700000000.0,7601000000000.0,8371700000000.0,9082400000000.0,8287000000000.0,8166900000000.0,9490300000000.0,9881000000000.0,9767000000000.0,10144000000000.0,10803000000000.0,11074000000000.0,12614000000000.0,13360000000000.0,13985000000000.0,11756000000000.0,13109000000000.0
4,X,True,18909000000000.0,19823000000000.0,20391000000000.0,19676000000000.0,19498000000000.0,19340000000000.0,21122000000000.0,19854000000000.0,19977000000000.0,20564000000000.0,21042000000000.0,20309000000000.0,20601000000000.0,19452000000000.0,17976000000000.0,17855000000000.0,18783000000000.0,17536000000000.0,18046000000000.0,17049000000000.0,17133000000000.0,17858000000000.0,17339000000000.0,17212000000000.0,17546000000000.0,18535000000000.0,19964000000000.0,19404000000000.0,18976000000000.0,19417000000000.0,18713000000000.0,18702000000000.0,18509000000000.0,19632000000000.0,18582000000000.0,19467000000000.0,20594000000000.0,19083000000000.0,20798000000000.0,19125000000000.0
5,X,False,8865200000000.0,13544000000000.0,2765700000000.0,6920600000000.0,9755700000000.0,3756800000000.0,1581700000000.0,4506500000000.0,4262200000000.0,4713400000000.0,8573100000000.0,5852600000000.0,3996800000000.0,8983400000000.0,8427300000000.0,12679000000000.0,10984000000000.0,8660600000000.0,13420000000000.0,8649400000000.0,11002000000000.0,6486400000000.0,14459000000000.0,8110700000000.0,11584000000000.0,12224000000000.0,10485000000000.0,8653600000000.0,3821600000000.0,11533000000000.0,6827300000000.0,8713900000000.0,8381900000000.0,3299600000000.0,4224500000000.0,1497500000000.0,9515600000000.0,2216500000000.0,6330000000000.0,1502500000000.0
6,X,True,33348000000000.0,32100000000000.0,33119000000000.0,33247000000000.0,35962000000000.0,34662000000000.0,37555000000000.0,35790000000000.0,35521000000000.0,40719000000000.0,37993000000000.0,36109000000000.0,35794000000000.0,39132000000000.0,38652000000000.0,36109000000000.0,38516000000000.0,39824000000000.0,39398000000000.0,40113000000000.0,37347000000000.0,35050000000000.0,35353000000000.0,37369000000000.0,37845000000000.0,35527000000000.0,37345000000000.0,36541000000000.0,34419000000000.0,34767000000000.0,35408000000000.0,31179000000000.0,33224000000000.0,36479000000000.0,32324000000000.0,33419000000000.0,32452000000000.0,35239000000000.0,35024000000000.0,36024000000000.0
7,X,False,59416000000000.0,56582000000000.0,55785000000000.0,58894000000000.0,59070000000000.0,57113000000000.0,58565000000000.0,59089000000000.0,58574000000000.0,56659000000000.0,54360000000000.0,56484000000000.0,52928000000000.0,59511000000000.0,58240000000000.0,56788000000000.0,63153000000000.0,59833000000000.0,60576000000000.0,64406000000000.0,64471000000000.0,64885000000000.0,65396000000000.0,65690000000000.0,71869000000000.0,64033000000000.0,67513000000000.0,62440000000000.0,61282000000000.0,58771000000000.0,61160000000000.0,62285000000000.0,66236000000000.0,59818000000000.0,57987000000000.0,60418000000000.0,62538000000000.0,63236000000000.0,60199000000000.0,59785000000000.0
8,X,False,10164000000000.0,15234000000000.0,14154000000000.0,13688000000000.0,13949000000000.0,16694000000000.0,27724000000000.0,16041000000000.0,16207000000000.0,26900000000000.0,16309000000000.0,27900000000000.0,17087000000000.0,14293000000000.0,10622000000000.0,12228000000000.0,13133000000000.0,11829000000000.0,16716000000000.0,10527000000000.0,17609000000000.0,19991000000000.0,21680000000000.0,20529000000000.0,19420000000000.0,22999000000000.0,23552000000000.0,25325000000000.0,21374000000000.0,27042000000000.0,27832000000000.0,28308000000000.0,26401000000000.0,24784000000000.0,23625000000000.0,23956000000000.0,26534000000000.0,19857000000000.0,16323000000000.0,20765000000000.0
9,X,True,36237000000000.0,35802000000000.0,38451000000000.0,36487000000000.0,39332000000000.0,33700000000000.0,34900000000000.0,33755000000000.0,35141000000000.0,34706000000000.0,44219000000000.0,39782000000000.0,36042000000000.0,38037000000000.0,34569000000000.0,37142000000000.0,39474000000000.0,39428000000000.0,37317000000000.0,38516000000000.0,36217000000000.0,35391000000000.0,37282000000000.0,34602000000000.0,36680000000000.0,36899000000000.0,36685000000000.0,34452000000000.0,35254000000000.0,35237000000000.0,34795000000000.0,35703000000000.0,35367000000000.0,37754000000000.0,37335000000000.0,34545000000000.0,35361000000000.0,37694000000000.0,34268000000000.0,37044000000000.0
10,X,False,18820000000000.0,18505000000000.0,9365800000000.0,12111000000000.0,11461000000000.0,13818000000000.0,10919000000000.0,13321000000000.0,11644000000000.0,14833000000000.0,19811000000000.0,17936000000000.0,14618000000000.0,16223000000000.0,19373000000000.0,16034000000000.0,7857600000000.0,10667000000000.0,10680000000000.0,8134400000000.0,14187000000000.0,11670000000000.0,12647000000000.0,17340000000000.0,16214000000000.0,17942000000000.0,11169000000000.0,15168000000000.0,17179000000000.0,12156000000000.0,14360000000000.0,10585000000000.0,15381000000000.0,14117000000000.0,13599000000000.0,11919000000000.0,21268000000000.0,28949000000000.0,18649000000000.0,18641000000000.0
11,X,False,36218000000000.0,37487000000000.0,36973000000000.0,35881000000000.0,39638000000000.0,41104000000000.0,39503000000000.0,44901000000000.0,43395000000000.0,40446000000000.0,43500000000000.0,39508000000000.0,41590000000000.0,40070000000000.0,40285000000000.0,42105000000000.0,37798000000000.0,44609000000000.0,46430000000000.0,42452000000000.0,45767000000000.0,39257000000000.0,35491000000000.0,37269000000000.0,38776000000000.0,39722000000000.0,41698000000000.0,36807000000000.0,34030000000000.0,35227000000000.0,34138000000000.0,36005000000000.0,40024000000000.0,34348000000000.0,34285000000000.0,35250000000000.0,33511000000000.0,36526000000000.0,38826000000000.0,38099000000000.0
12,X,False,15001000000000.0,14010000000000.0,12278000000000.0,16153000000000.0,14082000000000.0,12116000000000.0,11116000000000.0,12960000000000.0,11350000000000.0,12200000000000.0,11583000000000.0,10574000000000.0,8589800000000.0,9723500000000.0,11149000000000.0,10964000000000.0,8477800000000.0,10641000000000.0,8157700000000.0,8695300000000.0,8801200000000.0,9489500000000.0,8837600000000.0,9112200000000.0,10802000000000.0,10525000000000.0,13033000000000.0,12153000000000.0,12135000000000.0,11707000000000.0,15369000000000.0,14742000000000.0,14836000000000.0,14210000000000.0,15234000000000.0,14505000000000.0,14822000000000.0,14977000000000.0,16138000000000.0,18151000000000.0
13,X,False,11109000000000.0,15268000000000.0,15829000000000.0,13667000000000.0,16486000000000.0,17835000000000.0,16155000000000.0,14728000000000.0,14603000000000.0,13754000000000.0,11979000000000.0,10463000000000.0,11875000000000.0,10645000000000.0,10694000000000.0,11254000000000.0,11491000000000.0,10149000000000.0,9041100000000.0,9540700000000.0,11555000000000.0,11387000000000.0,8888800000000.0,10469000000000.0,11153000000000.0,10544000000000.0,12634000000000.0,12004000000000.0,12248000000000.0,11456000000000.0,13603000000000.0,13596000000000.0,16643000000000.0,15410000000000.0,15433000000000.0,15829000000000.0,14782000000000.0,14497000000000.0,16098000000000.0,16203000000000.0
14,X,False,25515000000000.0,28021000000000.0,27156000000000.0,25473000000000.0,25812000000000.0,25569000000000.0,24988000000000.0,26253000000000.0,27360000000000.0,28992000000000.0,28034000000000.0,25138000000000.0,25520000000000.0,26953000000000.0,28646000000000.0,28990000000000.0,28641000000000.0,27052000000000.0,29340000000000.0,28359000000000.0,30077000000000.0,27266000000000.0,27316000000000.0,26479000000000.0,25022000000000.0,23824000000000.0,23776000000000.0,27094000000000.0,26848000000000.0,29392000000000.0,29343000000000.0,28894000000000.0,29307000000000.0,28712000000000.0,27664000000000.0,29458000000000.0,28458000000000.0,28649000000000.0,29904000000000.0,28251000000000.0
15,X,False,66474000000000.0,66590000000000.0,66444000000000.0,66697000000000.0,68947000000000.0,70054000000000.0,68049000000000.0,68206000000000.0,68391000000000.0,70153000000000.0,70386000000000.0,71425000000000.0,72600000000000.0,71693000000000.0,71649000000000.0,71351000000000.0,69822000000000.0,69413000000000.0,67376000000000.0,66530000000000.0,71322000000000.0,69489000000000.0,68366000000000.0,64447000000000.0,65064000000000.0,67118000000000.0,66717000000000.0,69890000000000.0,69062000000000.0,66843000000000.0,68533000000000.0,71886000000000.0,69356000000000.0,67694000000000.0,70010000000000.0,67355000000000.0,69072000000000.0,70413000000000.0,68404000000000.0,68158000000000.0
16,X,False,278290000000.0,230560000000.0,201390000000.0,116990000000.0,598390000000.0,613090000000.0,114030000000.0,576820000000.0,262490000000.0,732710000000.0,939870000000.0,357600000000.0,191030000000.0,614260000000.0,912780000000.0,965530000000.0,732190000000.0,833150000000.0,839520000000.0,988510000000.0,1629700000000.0,850140000000.0,776490000000.0,191990000000.0,890640000000.0,1557100000000.0,1777800000000.0,2376400000000.0,1729900000000.0,2589100000000.0,1479400000000.0,1649700000000.0,2763400000000.0,1495200000000.0,502100000000.0,1657500000000.0,905770000000.0,923190000000.0,1088800000000.0,2070300000000.0
17,X,False,6105600000000.0,3695100000000.0,6534900000000.0,7191400000000.0,7608700000000.0,8098700000000.0,7479500000000.0,7290500000000.0,6124000000000.0,9448100000000.0,2531800000000.0,7190500000000.0,5832300000000.0,3663200000000.0,2383400000000.0,4351400000000.0,5462400000000.0,5733500000000.0,8759900000000.0,7882900000000.0,9963800000000.0,7854000000000.0,4906000000000.0,6054200000000.0,4748300000000.0,7025700000000.0,4539700000000.0,5589200000000.0,4520200000000.0,6422700000000.0,4866700000000.0,4827600000000.0,5357000000000.0,6392600000000.0,7658700000000.0,7341100000000.0,4654500000000.0,4587700000000.0,6687000000000.0,5400600000000.0
18,X,False,10782000000000.0,10913000000000.0,13516000000000.0,11983000000000.0,11045000000000.0,10850000000000.0,12476000000000.0,13706000000000.0,14399000000000.0,13565000000000.0,11246000000000.0,13418000000000.0,11430000000000.0,12712000000000.0,14686000000000.0,11636000000000.0,14760000000000.0,19426000000000.0,18215000000000.0,12976000000000.0,20810000000000.0,23255000000000.0,25454000000000.0,21684000000000.0,24854000000000.0,23006000000000.0,21954000000000.0,24125000000000.0,21828000000000.0,28196000000000.0,24839000000000.0,27104000000000.0,29685000000000.0,25601000000000.0,30170000000000.0,30267000000000.0,28601000000000.0,26991000000000.0,26952000000000.0,28963000000000.0
19,X,False,21557000000000.0,7000900000000.0,23366000000000.0,5077300000000.0,21924000000000.0,21273000000000.0,15623000000000.0,20691000000000.0,9559100000000.0,4903100000000.0,14965000000000.0,14157000000000.0,14052000000000.0,13558000000000.0,12198000000000.0,16159000000000.0,13527000000000.0,12406000000000.0,16086000000000.0,19569000000000.0,17895000000000.0,5036100000000.0,16544000000000.0,17036000000000.0,21371000000000.0,17743000000000.0,17077000000000.0,21272000000000.0,20011000000000.0,14145000000000.0,18289000000000.0,20491000000000.0,26942000000000.0,23746000000000.0,26321000000000.0,24501000000000.0,22957000000000.0,26171000000000.0,25931000000000.0,24199000000000.0
20,X,True,29478000000000.0,29506000000000.0,30889000000000.0,26057000000000.0,25406000000000.0,25689000000000.0,25302000000000.0,24123000000000.0,22479000000000.0,22744000000000.0,20351000000000.0,22312000000000.0,19070000000000.0,23183000000000.0,20318000000000.0,20737000000000.0,25240000000000.0,26527000000000.0,28072000000000.0,28148000000000.0,26552000000000.0,30660000000000.0,31738000000000.0,28568000000000.0,33253000000000.0,32876000000000.0,33463000000000.0,35487000000000.0,30697000000000.0,29431000000000.0,34954000000000.0,36231000000000.0,37439000000000.0,40032000000000.0,40139000000000.0,37173000000000.0,39251000000000.0,40777000000000.0,40046000000000.0,41332000000000.0
21,X,True,59234000000000.0,62193000000000.0,61220000000000.0,60942000000000.0,60766000000000.0,59132000000000.0,56881000000000.0,54255000000000.0,49476000000000.0,56260000000000.0,57262000000000.0,60970000000000.0,52280000000000.0,55986000000000.0,60467000000000.0,59217000000000.0,54310000000000.0,46852000000000.0,46793000000000.0,50053000000000.0,53073000000000.0,48943000000000.0,48316000000000.0,46107000000000.0,50016000000000.0,45273000000000.0,46035000000000.0,41330000000000.0,37177000000000.0,40068000000000.0,38807000000000.0,38213000000000.0,40718000000000.0,42484000000000.0,39928000000000.0,43301000000000.0,43666000000000.0,37332000000000.0,40784000000000.0,40017000000000.0
22,X,False,54104000000000.0,55215000000000.0,53057000000000.0,52294000000000.0,53254000000000.0,53235000000000.0,53632000000000.0,55021000000000.0,55985000000000.0,56089000000000.0,56410000000000.0,57121000000000.0,51495000000000.0,53801000000000.0,55794000000000.0,56109000000000.0,57245000000000.0,58919000000000.0,56043000000000.0,59094000000000.0,54121000000000.0,54140000000000.0,58020000000000.0,52532000000000.0,57565000000000.0,63534000000000.0,60586000000000.0,55130000000000.0,61702000000000.0,57250000000000.0,59659000000000.0,57727000000000.0,54400000000000.0,54531000000000.0,55988000000000.0,59157000000000.0,58279000000000.0,59072000000000.0,57880000000000.0,61808000000000.0
23,X,True,58396000000000.0,58707000000000.0,58260000000000.0,57819000000000.0,58295000000000.0,59099000000000.0,57719000000000.0,56725000000000.0,59223000000000.0,61089000000000.0,59432000000000.0,57704000000000.0,56386000000000.0,56217000000000.0,56574000000000.0,56467000000000.0,56299000000000.0,56131000000000.0,56068000000000.0,57344000000000.0,57305000000000.0,58443000000000.0,60133000000000.0,59510000000000.0,60384000000000.0,59648000000000.0,60171000000000.0,60044000000000.0,57850000000000.0,59916000000000.0,61215000000000.0,62964000000000.0,63591000000000.0,64884000000000.0,63704000000000.0,64601000000000.0,63419000000000.0,62921000000000.0,63365000000000.0,63608000000000.0
24,X,False,237290000000.0,292370000000.0,320910000000.0,773600000000.0,883840000000.0,762430000000.0,230140000000.0,428930000000.0,539400000000.0,312500000000.0,533820000000.0,1037600000000.0,1545100000000.0,2076900000000.0,2203300000000.0,1589400000000.0,2487100000000.0,3367400000000.0,3679500000000.0,2164200000000.0,2127200000000.0,2303500000000.0,3455200000000.0,4045500000000.0,4321000000000.0,4676700000000.0,4219500000000.0,4403600000000.0,4418200000000.0,4234200000000.0,4199700000000.0,4640300000000.0,3662200000000.0,4046400000000.0,5024100000000.0,5895200000000.0,5641700000000.0,5196400000000.0,5268500000000.0,5687000000000.0
25,X,True,74517000000000.0,74009000000000.0,73178000000000.0,74129000000000.0,77670000000000.0,77849000000000.0,79856000000000.0,76426000000000.0,76945000000000.0,77256000000000.0,77846000000000.0,76004000000000.0,76385000000000.0,78421000000000.0,80880000000000.0,81401000000000.0,79030000000000.0,78017000000000.0,84522000000000.0,83061000000000.0,82995000000000.0,81792000000000.0,83102000000000.0,82940000000000.0,83338000000000.0,82261000000000.0,80914000000000.0,81595000000000.0,82188000000000.0,81966000000000.0,81808000000000.0,81702000000000.0,79596000000000.0,81278000000000.0,81745000000000.0,82301000000000.0,80023000000000.0,84702000000000.0,86924000000000.0,85135000000000.0
26,X,True,80880000000000.0,81401000000000.0,79030000000000.0,78017000000000.0,84522000000000.0,83061000000000.0,82995000000000.0,81792000000000.0,83102000000000.0,82940000000000.0,83338000000000.0,82261000000000.0,80914000000000.0,81595000000000.0,82188000000000.0,81966000000000.0,81808000000000.0,81702000000000.0,79596000000000.0,81278000000000.0,81745000000000.0,82301000000000.0,80023000000000.0,84702000000000.0,86924000000000.0,85135000000000.0,83534000000000.0,80590000000000.0,80438000000000.0,76344000000000.0,78090000000000.0,80679000000000.0,85673000000000.0,90474000000000.0,89661000000000.0,86475000000000.0,88936000000000.0,86096000000000.0,87457000000000.0,84508000000000.0
27,X,False,12335000000000.0,18109000000000.0,16037000000000.0,12441000000000.0,12252000000000.0,17594000000000.0,16000000000000.0,9505900000000.0,12710000000000.0,14542000000000.0,17864000000000.0,15491000000000.0,11747000000000.0,6296600000000.0,10916000000000.0,9875000000000.0,10689000000000.0,10848000000000.0,8829600000000.0,9190800000000.0,7535900000000.0,8173900000000.0,6367300000000.0,10542000000000.0,6515400000000.0,7436700000000.0,6711600000000.0,4674100000000.0,12917000000000.0,9191000000000.0,6878600000000.0,4156300000000.0,4067700000000.0,3541100000000.0,3940000000000.0,4898600000000.0,6067900000000.0,1568600000000.0,3489200000000.0,5768000000000.0
28,M,False,9393800000000.0,9859000000000.0,10590000000000.0,9482800000000.0,9145900000000.0,9526600000000.0,9100800000000.0,11146000000000.0,9594600000000.0,9905200000000.0,10077000000000.0,10205000000000.0,9368500000000.0,8328600000000.0,9755900000000.0,8922000000000.0,8513500000000.0,9291400000000.0,8932400000000.0,10159000000000.0,9017700000000.0,9497800000000.0,10434000000000.0,10040000000000.0,9119900000000.0,9284900000000.0,10595000000000.0,9309900000000.0,9754200000000.0,10251000000000.0,10467000000000.0,9456600000000.0,10025000000000.0,9122700000000.0,10943000000000.0,9980300000000.0,10569000000000.0,9575600000000.0,9038800000000.0,10838000000000.0
29,M,False,1221800000000.0,1367600000000.0,1399700000000.0,1187700000000.0,949010000000.0,1302400000000.0,1643700000000.0,1211200000000.0,882740000000.0,1083700000000.0,680140000000.0,1399100000000.0,793290000000.0,1490200000000.0,880840000000.0,840590000000.0,1711600000000.0,824360000000.0,1284000000000.0,465620000000.0,2453400000000.0,873820000000.0,2570800000000.0,898770000000.0,1970100000000.0,2299400000000.0,1199700000000.0,1606300000000.0,1974800000000.0,1308800000000.0,1948900000000.0,1374700000000.0,1249100000000.0,1067700000000.0,3039100000000.0,259350000000.0,2772600000000.0,1218000000000.0,1207800000000.0,466390000000.0
30,M,False,3126600000000.0,1617700000000.0,2124900000000.0,2117100000000.0,1787100000000.0,2062600000000.0,1165200000000.0,1179300000000.0,1079800000000.0,1341000000000.0,2008400000000.0,2587600000000.0,1683100000000.0,1701600000000.0,2044800000000.0,2922100000000.0,2405400000000.0,2480100000000.0,1997200000000.0,2369900000000.0,2314400000000.0,814310000000.0,1693400000000.0,1962200000000.0,1364000000000.0,1595200000000.0,1241700000000.0,1524500000000.0,870600000000.0,974950000000.0,988990000000.0,792010000000.0,487150000000.0,1491900000000.0,898540000000.0,696070000000.0,1500600000000.0,883280000000.0,1881100000000.0,1364600000000.0
31,M,True,1871700000000.0,1277500000000.0,131430000000.0,1243100000000.0,1439000000000.0,1222700000000.0,1208000000000.0,1284500000000.0,1358700000000.0,2000600000000.0,1454100000000.0,1208200000000.0,1496200000000.0,1569500000000.0,1434900000000.0,1286400000000.0,1499600000000.0,1434800000000.0,1344400000000.0,1348700000000.0,1292800000000.0,1479000000000.0,1539400000000.0,1380600000000.0,1254600000000.0,1329800000000.0,1474600000000.0,1467300000000.0,1698200000000.0,1436900000000.0,1741800000000.0,1583400000000.0,2145500000000.0,1608300000000.0,1699600000000.0,1523300000000.0,1646500000000.0,1578900000000.0,1524500000000.0,1635600000000.0
32,M,False,4766600000000.0,4599000000000.0,3964700000000.0,4482900000000.0,4681000000000.0,2472200000000.0,4185700000000.0,5173100000000.0,7791800000000.0,6327100000000.0,3686600000000.0,4287400000000.0,4588000000000.0,5063700000000.0,5051000000000.0,7370000000000.0,5516600000000.0,5274600000000.0,2964600000000.0,2746600000000.0,3074600000000.0,3841400000000.0,3100100000000.0,2934500000000.0,3032600000000.0,3433000000000.0,2650300000000.0,3279600000000.0,2214900000000.0,2416600000000.0,1229600000000.0,2156000000000.0,3358500000000.0,1273300000000.0,1223400000000.0,2084800000000.0,2466300000000.0,2745500000000.0,1933900000000.0,1937800000000.0
33,M,False,5484200000000.0,8784900000000.0,8858700000000.0,10264000000000.0,8553600000000.0,8669300000000.0,8625400000000.0,8298300000000.0,8799500000000.0,3452500000000.0,8515800000000.0,8204100000000.0,6553000000000.0,7008600000000.0,5816900000000.0,4288300000000.0,7340300000000.0,7066000000000.0,6522600000000.0,7213200000000.0,7828900000000.0,7231900000000.0,6708600000000.0,4421000000000.0,7083000000000.0,5109400000000.0,6417500000000.0,6027000000000.0,5783900000000.0,5548700000000.0,6281000000000.0,4498400000000.0,7455700000000.0,6450300000000.0,5583000000000.0,6461900000000.0,6097600000000.0,6793400000000.0,6120900000000.0,6204500000000.0
34,M,False,2706400000000.0,1490900000000.0,2479300000000.0,2057500000000.0,1560600000000.0,1347300000000.0,2837200000000.0,1648200000000.0,1688700000000.0,1673600000000.0,1955900000000.0,1826800000000.0,2042500000000.0,2297300000000.0,2431800000000.0,2588000000000.0,1856300000000.0,2050800000000.0,2667800000000.0,1435700000000.0,2001700000000.0,1900100000000.0,1672100000000.0,2410100000000.0,2060800000000.0,1724100000000.0,3089600000000.0,2445800000000.0,3447600000000.0,2798100000000.0,2520700000000.0,3154600000000.0,2478800000000.0,2799900000000.0,2531100000000.0,3491300000000.0,3568600000000.0,2190000000000.0,2160300000000.0,3803300000000.0
35,M,True,1142800000000.0,1266400000000.0,1542900000000.0,1112800000000.0,419830000000.0,661850000000.0,89003000000.0,1935100000000.0,1960000000000.0,1969900000000.0,1054900000000.0,602750000000.0,1188000000000.0,553860000000.0,586550000000.0,248980000000.0,858650000000.0,2205400000000.0,2239600000000.0,1375800000000.0,1649100000000.0,1208600000000.0,1691100000000.0,2951300000000.0,3588900000000.0,2146900000000.0,3723800000000.0,3976700000000.0,5058900000000.0,5841300000000.0,6340000000000.0,7167600000000.0,7998200000000.0,10105000000000.0,8527600000000.0,10407000000000.0,10503000000000.0,9641900000000.0,11193000000000.0,15274000000000.0
36,M,True,19789000000000.0,21233000000000.0,23570000000000.0,21765000000000.0,19939000000000.0,18417000000000.0,17250000000000.0,16600000000000.0,17001000000000.0,17017000000000.0,16060000000000.0,16374000000000.0,16328000000000.0,19837000000000.0,16948000000000.0,15159000000000.0,15769000000000.0,17791000000000.0,16302000000000.0,14324000000000.0,15214000000000.0,14270000000000.0,14491000000000.0,15112000000000.0,12783000000000.0,14605000000000.0,14910000000000.0,14698000000000.0,13596000000000.0,12916000000000.0,13283000000000.0,14525000000000.0,15350000000000.0,13715000000000.0,14685000000000.0,14098000000000.0,11561000000000.0,10057000000000.0,11465000000000.0,10479000000000.0
37,M,False,4016900000000.0,4169400000000.0,4115800000000.0,5116300000000.0,5234400000000.0,5992700000000.0,5666000000000.0,7002200000000.0,8424000000000.0,6844600000000.0,7222800000000.0,7780200000000.0,7906400000000.0,7705400000000.0,10086000000000.0,7299200000000.0,7349200000000.0,6149200000000.0,5489500000000.0,6768800000000.0,6871600000000.0,5721000000000.0,6816200000000.0,6033500000000.0,5049200000000.0,6336900000000.0,5692500000000.0,5867000000000.0,5070800000000.0,5150600000000.0,4666100000000.0,6072100000000.0,5293300000000.0,4783500000000.0,5085600000000.0,3862400000000.0,2288000000000.0,4974600000000.0,4179300000000.0,3745100000000.0
38,M,False,29799000000000.0,31803000000000.0,32580000000000.0,30526000000000.0,30452000000000.0,36880000000000.0,36981000000000.0,36742000000000.0,37549000000000.0,37668000000000.0,37903000000000.0,38896000000000.0,38268000000000.0,35772000000000.0,33877000000000.0,32853000000000.0,32786000000000.0,34086000000000.0,32744000000000.0,30085000000000.0,32161000000000.0,32821000000000.0,32461000000000.0,32328000000000.0,33605000000000.0,34376000000000.0,35055000000000.0,35145000000000.0,34032000000000.0,36758000000000.0,37706000000000.0,33458000000000.0,31828000000000.0,30681000000000.0,30072000000000.0,31513000000000.0,31333000000000.0,29290000000000.0,30159000000000.0,31784000000000.0
39,M,True,29311000000000.0,29763000000000.0,29172000000000.0,27151000000000.0,29152000000000.0,27473000000000.0,26233000000000.0,26667000000000.0,26343000000000.0,25334000000000.0,25788000000000.0,24842000000000.0,25228000000000.0,27581000000000.0,25445000000000.0,26022000000000.0,25726000000000.0,26193000000000.0,27148000000000.0,27652000000000.0,28725000000000.0,27047000000000.0,26644000000000.0,27371000000000.0,26274000000000.0,27609000000000.0,28062000000000.0,27484000000000.0,26853000000000.0,25917000000000.0,28707000000000.0,27693000000000.0,26065000000000.0,24921000000000.0,24131000000000.0,26108000000000.0,23849000000000.0,23236000000000.0,23539000000000.0,26561000000000.0
40,M,True,5440700000000.0,4232100000000.0,4877500000000.0,4301100000000.0,5129300000000.0,5157300000000.0,2968100000000.0,3602700000000.0,5247500000000.0,3797800000000.0,4417400000000.0,5148600000000.0,4095900000000.0,4605300000000.0,5151300000000.0,4725500000000.0,3949000000000.0,3787900000000.0,4185800000000.0,4801200000000.0,4227500000000.0,3436600000000.0,4718700000000.0,5054100000000.0,6100300000000.0,4662300000000.0,6044800000000.0,4781100000000.0,3485700000000.0,4815500000000.0,4207200000000.0,4219500000000.0,4205200000000.0,3832700000000.0,4017500000000.0,3495300000000.0,3396300000000.0,3521300000000.0,3612600000000.0,3744600000000.0
