,FLARE_TYPE,COINCIDENCE,g_s_1,g_s_2,g_s_3,g_s_4,g_s_5,g_s_6,g_s_7,g_s_8,g_s_9,g_s_10,g_s_11,g_s_12,g_s_13,g_s_14,g_s_15,g_s_16,g_s_17,g_s_18,g_s_19,g_s_20,g_s_21,g_s_22,g_s_23,g_s_24,g_s_25,g_s_26,g_s_27,g_s_28,g_s_29,g_s_30,g_s_31,g_s_32,g_s_33,g_s_34,g_s_35,g_s_36,g_s_37,g_s_38,g_s_39,g_s_40
392,M,False,423470.0,432240.0,494390.0,435460.0,263040.0,258110.0,269360.0,246260.0,265960.0,276270.0,299640.0,269600.0,257940.0,285670.0,254680.0,262380.0,278930.0,301600.0,266350.0,277740.0,326450.0,307120.0,291020.0,255940.0,262420.0,273110.0,265610.0,296330.0,251070.0,272740.0,252810.0,299910.0,269610.0,285030.0,290080.0,332490.0,245940.0,289570.0,259530.0,216950.0
393,M,False,291020.0,255940.0,262420.0,273110.0,265610.0,296330.0,251070.0,272740.0,252810.0,299910.0,269610.0,285030.0,290080.0,332490.0,245940.0,289570.0,259530.0,216950.0,242350.0,233290.0,386060.0,414520.0,292200.0,301190.0,311350.0,237330.0,257270.0,257700.0,282810.0,395050.0,398720.0,316730.0,340700.0,344920.0,309290.0,331950.0,286960.0,396910.0,261960.0,372600.0
394,M,False,299910.0,269610.0,285030.0,290080.0,332490.0,245940.0,289570.0,259530.0,216950.0,242350.0,233290.0,386060.0,414520.0,292200.0,301190.0,311350.0,237330.0,257270.0,257700.0,282810.0,395050.0,398720.0,316730.0,340700.0,344920.0,309290.0,331950.0,286960.0,396910.0,261960.0,372600.0,307450.0,295770.0,279740.0,259880.0,257850.0,208460.0,224440.0,336320.0,323440.0
395,M,False,292200.0,301190.0,311350.0,237330.0,257270.0,257700.0,282810.0,395050.0,398720.0,316730.0,340700.0,344920.0,309290.0,331950.0,286960.0,396910.0,261960.0,372600.0,307450.0,295770.0,279740.0,259880.0,257850.0,208460.0,224440.0,336320.0,323440.0,260370.0,262100.0,242150.0,243540.0,244050.0,252380.0,256240.0,307610.0,309320.0,267830.0,309290.0,309300.0,297920.0
396,M,False,331950.0,286960.0,396910.0,261960.0,372600.0,307450.0,295770.0,279740.0,259880.0,257850.0,208460.0,224440.0,336320.0,323440.0,260370.0,262100.0,242150.0,243540.0,244050.0,252380.0,256240.0,307610.0,309320.0,267830.0,309290.0,309300.0,297920.0,332230.0,244100.0,328920.0,349750.0,431180.0,418880.0,452100.0,433960.0,512070.0,331790.0,449510.0,600920.0,553900.0
397,M,False,242150.0,243540.0,244050.0,252380.0,256240.0,307610.0,309320.0,267830.0,309290.0,309300.0,297920.0,332230.0,244100.0,328920.0,349750.0,431180.0,418880.0,452100.0,433960.0,512070.0,331790.0,449510.0,600920.0,553900.0,543190.0,577030.0,549370.0,627760.0,558040.0,703660.0,711580.0,769940.0,865290.0,876760.0,656570.0,744750.0,767970.0,840280.0,926390.0,822180.0
398,M,False,256240.0,307610.0,309320.0,267830.0,309290.0,309300.0,297920.0,332230.0,244100.0,328920.0,349750.0,431180.0,418880.0,452100.0,433960.0,512070.0,331790.0,449510.0,600920.0,553900.0,543190.0,577030.0,549370.0,627760.0,558040.0,703660.0,711580.0,769940.0,865290.0,876760.0,656570.0,744750.0,767970.0,840280.0,926390.0,822180.0,785980.0,709690.0,738580.0,712510.0
399,M,False,433960.0,512070.0,331790.0,449510.0,600920.0,553900.0,543190.0,577030.0,549370.0,627760.0,558040.0,703660.0,711580.0,769940.0,865290.0,876760.0,656570.0,744750.0,767970.0,840280.0,926390.0,822180.0,785980.0,709690.0,738580.0,712510.0,632050.0,611210.0,664800.0,673840.0,775240.0,597190.0,639150.0,518060.0,591720.0,607060.0,574240.0,624210.0,633460.0,674600.0
400,M,True,2810.1,807.61,619.95,338.37,502.16,125.36,254.23,126.51,397.44,445.98,485.89,139.3,197.16,545.39,850.99,282.14,450.8,357.61,567.18,843.07,339.07,674.38,325.5,993.66,630.57,325.48,509.33,635.13,1077.5,271.15,776.71,322.35,157.29,1069.9,2096.4,1772.7,3387.7,976.41,1474.4,3008.3
401,M,False,3317.3,6496.9,3012.2,3753.5,1287.2,1504.3,2805.8,3304.9,2187.7,2523.4,1852.1,2721.7,2128.4,2104.0,5514.0,2791.5,1656.3,1489.2,4543.1,2803.1,1964.8,4267.6,2281.3,1360.8,1737.4,4722.2,4220.7,3508.5,1827.8,2716.0,3378.8,1926.4,2933.7,3716.9,1711.2,4717.8,2594.3,2795.5,2053.3,2893.6
402,M,True,2933.7,3716.9,1711.2,4717.8,2594.3,2795.5,2053.3,2893.6,2125.5,3542.3,9003.0,2708.7,2639.2,1578.0,1641.4,1711.7,1743.5,1775.6,2769.7,2682.1,2731.0,2279.5,1392.1,2693.1,3064.8,2246.1,2352.4,3078.6,2545.1,3156.6,2830.8,2625.9,2878.7,2776.3,2771.8,3717.4,2944.8,3680.8,3976.9,4177.7
403,M,True,2708.7,2639.2,1578.0,1641.4,1711.7,1743.5,1775.6,2769.7,2682.1,2731.0,2279.5,1392.1,2693.1,3064.8,2246.1,2352.4,3078.6,2545.1,3156.6,2830.8,2625.9,2878.7,2776.3,2771.8,3717.4,2944.8,3680.8,3976.9,4177.7,4142.8,3815.7,1883.0,4735.4,3510.3,4546.1,3262.5,3331.1,3271.8,3196.2,2650.3
404,M,True,20864.0,18716.0,18869.0,21274.0,19409.0,16639.0,14769.0,18734.0,16691.0,18283.0,16009.0,16212.0,17752.0,20690.0,21504.0,21060.0,22248.0,20382.0,18157.0,19646.0,17909.0,20499.0,21906.0,22546.0,22431.0,23434.0,23785.0,25579.0,24322.0,23303.0,24375.0,23935.0,26744.0,31246.0,35042.0,36101.0,30621.0,31683.0,29691.0,32301.0
405,M,False,20499.0,21906.0,22546.0,22431.0,23434.0,23785.0,25579.0,24322.0,23303.0,24375.0,23935.0,26744.0,31246.0,35042.0,36101.0,30621.0,31683.0,29691.0,32301.0,35777.0,31537.0,36806.0,37625.0,33240.0,30684.0,32101.0,33576.0,33427.0,29719.0,29717.0,28683.0,28981.0,28855.0,27378.0,27055.0,23975.0,22981.0,25636.0,23288.0,23479.0
406,M,False,26744.0,31246.0,35042.0,36101.0,30621.0,31683.0,29691.0,32301.0,35777.0,31537.0,36806.0,37625.0,33240.0,30684.0,32101.0,33576.0,33427.0,29719.0,29717.0,28683.0,28981.0,28855.0,27378.0,27055.0,23975.0,22981.0,25636.0,23288.0,23479.0,21458.0,22144.0,23154.0,20680.0,22019.0,20570.0,21920.0,21408.0,23851.0,23481.0,23038.0
407,M,False,22144.0,23154.0,20680.0,22019.0,20570.0,21920.0,21408.0,23851.0,23481.0,23038.0,22002.0,24504.0,24462.0,22872.0,24928.0,25918.0,23666.0,23032.0,26540.0,27899.0,28055.0,22105.0,28606.0,29373.0,24564.0,31456.0,34681.0,35302.0,29284.0,35733.0,34145.0,27133.0,25924.0,26973.0,26975.0,25944.0,27661.0,27747.0,27282.0,32251.0
408,M,False,41933.0,43324.0,42192.0,41503.0,42827.0,44990.0,46247.0,44994.0,42667.0,42410.0,44927.0,44033.0,42710.0,44758.0,41230.0,44165.0,42856.0,40826.0,46224.0,47334.0,43764.0,44485.0,44659.0,47968.0,43673.0,45317.0,42995.0,41635.0,46958.0,49434.0,44784.0,41916.0,45293.0,44904.0,42403.0,47336.0,44449.0,38354.0,44694.0,42922.0
409,M,True,44638.0,38005.0,33821.0,38504.0,36974.0,34723.0,40541.0,32676.0,31958.0,43079.0,35438.0,30429.0,22587.0,28191.0,33150.0,48601.0,41590.0,35882.0,47594.0,56941.0,51885.0,36220.0,45470.0,39827.0,42273.0,31973.0,73762.0,53320.0,47641.0,53108.0,59718.0,74709.0,57645.0,45664.0,62462.0,51088.0,84421.0,80109.0,69852.0,106700.0
410,M,True,63867.0,62841.0,64219.0,64705.0,61701.0,65906.0,88970.0,91861.0,51310.0,50749.0,45597.0,56841.0,56006.0,47595.0,61718.0,60414.0,62501.0,67117.0,67943.0,34444.0,41348.0,52101.0,49748.0,50123.0,52660.0,66982.0,55092.0,64200.0,77505.0,75976.0,70841.0,51949.0,48717.0,51293.0,57027.0,47988.0,60643.0,61100.0,76688.0,68191.0
411,M,False,29834.0,37868.0,55042.0,46957.0,45538.0,40885.0,47918.0,74548.0,65279.0,52164.0,51293.0,74438.0,59531.0,77634.0,67166.0,67672.0,68597.0,66214.0,78768.0,75058.0,76122.0,89005.0,83046.0,100910.0,91791.0,75069.0,67000.0,67061.0,71732.0,79833.0,74450.0,70446.0,66410.0,61682.0,62930.0,65775.0,54111.0,58655.0,81269.0,63938.0
412,M,False,33331.0,29971.0,26841.0,29654.0,38243.0,25127.0,30838.0,31230.0,31310.0,29540.0,30354.0,30654.0,34779.0,33233.0,36359.0,31412.0,30718.0,31966.0,31668.0,34139.0,30979.0,30158.0,36022.0,38275.0,37718.0,39213.0,36501.0,34425.0,34846.0,34956.0,32475.0,30745.0,32338.0,29519.0,34254.0,28394.0,26411.0,29975.0,29470.0,25611.0
413,M,True,36341.0,32927.0,30257.0,35298.0,36234.0,36144.0,33146.0,37525.0,37663.0,35219.0,34837.0,32541.0,36167.0,38790.0,37102.0,39256.0,38036.0,39763.0,40119.0,38269.0,41946.0,38263.0,46200.0,49590.0,47516.0,45843.0,45410.0,43903.0,44133.0,42773.0,49158.0,42539.0,45083.0,44280.0,45329.0,46575.0,44148.0,44628.0,46506.0,42716.0
414,M,False,39663.0,41772.0,37731.0,35992.0,36742.0,38562.0,35816.0,37910.0,36302.0,36640.0,39092.0,37250.0,35096.0,37233.0,38586.0,36787.0,33683.0,30344.0,31226.0,32867.0,37158.0,42282.0,36789.0,40918.0,35442.0,33904.0,33763.0,32899.0,33095.0,31452.0,30681.0,31363.0,32638.0,32995.0,32995.0,34436.0,30652.0,24640.0,19479.0,26285.0
415,M,False,30639.0,28242.0,35963.0,25293.0,23055.0,21776.0,16254.0,20451.0,26572.0,26528.0,23982.0,19555.0,29712.0,23684.0,25985.0,22104.0,24639.0,22578.0,19943.0,18721.0,22332.0,22712.0,24362.0,24605.0,24645.0,18821.0,32722.0,30269.0,29377.0,29385.0,29462.0,52618.0,32950.0,31023.0,36632.0,54583.0,40444.0,34329.0,33568.0,25129.0
416,M,False,1436.0,1782.2,1733.2,1598.5,1614.3,1642.3,1668.7,2098.0,1666.6,2115.4,2638.7,2937.0,2410.4,2085.0,1811.3,1946.0,2129.2,1825.6,1851.3,1332.6,1921.8,1654.5,1820.5,2437.4,2501.0,3032.1,2431.4,3091.1,3130.8,2887.0,2943.8,2610.9,1861.5,2593.6,4327.4,4352.3,3635.2,3803.9,3491.1,2983.6
417,M,True,77203.0,88969.0,74311.0,77078.0,88506.0,88801.0,90739.0,89804.0,97226.0,87017.0,77100.0,87251.0,89740.0,86907.0,96669.0,90285.0,92943.0,87417.0,82331.0,103100.0,105360.0,101370.0,105920.0,92994.0,101400.0,102070.0,99170.0,105670.0,87568.0,86590.0,95663.0,95550.0,89811.0,71671.0,74722.0,80034.0,98534.0,97111.0,91789.0,103740.0
418,M,True,9019.4,8621.1,9170.4,9286.5,10443.0,10412.0,8637.4,8698.1,7885.1,8427.0,8769.9,7693.9,7866.3,8003.8,8277.3,9223.1,8796.3,10104.0,10232.0,12101.0,11670.0,12038.0,11533.0,12976.0,12841.0,12400.0,11675.0,12056.0,10946.0,14320.0,11656.0,10826.0,12490.0,10672.0,10659.0,9900.8,6758.9,9251.5,10166.0,10272.0
419,M,False,87417.0,82331.0,103100.0,105360.0,101370.0,105920.0,92994.0,101400.0,102070.0,99170.0,105670.0,87568.0,86590.0,95663.0,95550.0,89811.0,71671.0,74722.0,80034.0,98534.0,97111.0,91789.0,103740.0,93876.0,95537.0,90164.0,91109.0,91587.0,89460.0,93818.0,99974.0,91728.0,86754.0,89983.0,88865.0,98914.0,87380.0,95282.0,86366.0,86515.0
420,M,True,308750.0,279810.0,266600.0,258750.0,306350.0,298040.0,304560.0,295760.0,307170.0,311680.0,321880.0,260090.0,271560.0,265930.0,263160.0,230900.0,251110.0,255180.0,226120.0,241820.0,213960.0,208400.0,217310.0,233100.0,246940.0,256720.0,223480.0,246590.0,276660.0,281300.0,276350.0,301320.0,297700.0,294780.0,279620.0,305820.0,277340.0,297280.0,297910.0,293080.0
421,M,True,71205.0,74299.0,85189.0,78029.0,80419.0,81398.0,86670.0,90247.0,77611.0,85438.0,79774.0,78005.0,80407.0,78704.0,77155.0,82247.0,81194.0,75369.0,82110.0,79310.0,84184.0,74113.0,65026.0,74415.0,127500.0,133470.0,135190.0,124680.0,129870.0,137040.0,132640.0,132150.0,132230.0,123620.0,109530.0,113130.0,109310.0,101710.0,101640.0,122050.0
422,M,False,37641.0,41520.0,41357.0,39710.0,40859.0,43925.0,40250.0,44778.0,38122.0,41470.0,40787.0,48362.0,40917.0,47109.0,38221.0,46086.0,44103.0,37510.0,39557.0,44246.0,42640.0,41461.0,38580.0,37238.0,35200.0,36832.0,36755.0,36631.0,33675.0,34214.0,39576.0,40084.0,41629.0,41024.0,41311.0,34760.0,42582.0,41219.0,31253.0,36196.0
423,M,False,128360.0,107140.0,85614.0,82987.0,87840.0,104470.0,125760.0,102130.0,141380.0,154020.0,148190.0,94311.0,108380.0,127270.0,119810.0,117290.0,78424.0,74437.0,73868.0,79783.0,80787.0,89878.0,79614.0,72616.0,72289.0,71126.0,94477.0,78625.0,66166.0,63110.0,66306.0,66269.0,72687.0,68596.0,64152.0,64922.0,66976.0,55043.0,54026.0,61986.0
424,M,False,3977.9,4023.8,4073.2,5143.4,4159.5,5264.8,4814.7,5053.2,5125.7,4065.2,5176.3,5160.8,5185.1,6289.6,7314.3,7218.1,7172.9,8282.8,6608.9,7240.8,6113.3,5984.3,6407.1,8886.3,6404.9,5344.3,6159.3,6096.0,7335.2,7587.8,7971.7,8934.5,7660.0,6724.6,7749.2,6498.7,12046.0,16135.0,17006.0,11686.0
425,M,False,54032.0,49245.0,57835.0,53309.0,49271.0,50934.0,62677.0,60165.0,65459.0,59199.0,64886.0,51648.0,56948.0,58638.0,59438.0,55810.0,59101.0,63844.0,63150.0,69983.0,69707.0,67921.0,71869.0,69835.0,80394.0,72881.0,77284.0,72607.0,68012.0,54234.0,60633.0,54167.0,62954.0,58126.0,50307.0,52002.0,53309.0,65681.0,54874.0,51372.0
426,M,False,50724.0,53027.0,49236.0,46420.0,46858.0,43669.0,47673.0,48570.0,49847.0,52785.0,50545.0,44782.0,59344.0,59430.0,58767.0,56812.0,61813.0,62139.0,46382.0,64822.0,55086.0,55895.0,62295.0,59366.0,62541.0,66216.0,56178.0,61059.0,60603.0,54691.0,67984.0,59484.0,59900.0,66214.0,62781.0,59771.0,54732.0,43754.0,57615.0,53946.0
427,M,False,4229.2,5149.3,4483.4,3946.8,4220.5,4652.5,4381.4,4904.4,4608.5,4766.9,4291.4,4700.9,4410.1,4609.5,4430.4,6385.5,6641.3,6872.1,6704.4,6727.5,6170.1,6389.7,6467.0,6851.7,6390.6,6354.3,6526.8,6490.2,7821.5,6420.1,6275.5,6596.5,6680.2,6658.1,6886.6,6800.1,6840.7,7713.1,6913.6,6948.7
428,M,False,17409.0,18762.0,16937.0,16150.0,16338.0,13935.0,13811.0,14212.0,13743.0,12962.0,12494.0,14837.0,14604.0,10445.0,12357.0,13283.0,12588.0,14130.0,11969.0,11656.0,10106.0,9790.1,9872.6,9924.2,13117.0,13007.0,12103.0,10784.0,14612.0,14341.0,14953.0,15175.0,12539.0,11398.0,12989.0,14058.0,10931.0,12934.0,11117.0,14801.0
429,M,False,0.0,19038.0,13076.0,0.0,17404.0,1323.1,9884.6,5659.5,12125.0,3848.6,6036.9,8021.2,2574.1,6188.5,7138.0,13004.0,6995.2,15738.0,5667.1,9016.9,23590.0,20199.0,26956.0,23266.0,14635.0,6938.7,14192.0,2042.6,13919.0,10487.0,5298.1,1663.0,10933.0,13993.0,9826.1,9976.8,29407.0,27102.0,24108.0,20218.0
430,M,False,14263.0,14216.0,12762.0,11715.0,11917.0,13826.0,14025.0,14887.0,11416.0,11584.0,11810.0,12930.0,14954.0,14622.0,13825.0,11033.0,14745.0,13078.0,11607.0,14502.0,15744.0,18571.0,15463.0,17466.0,14187.0,17359.0,16523.0,16346.0,17696.0,18725.0,19328.0,20871.0,19782.0,23761.0,22094.0,19683.0,19630.0,19422.0,19044.0,18793.0
431,M,False,14187.0,17359.0,16523.0,16346.0,17696.0,18725.0,19328.0,20871.0,19782.0,23761.0,22094.0,19683.0,19630.0,19422.0,19044.0,18793.0,19659.0,19029.0,20434.0,22115.0,22432.0,19683.0,18239.0,18194.0,18980.0,18037.0,20843.0,14979.0,21429.0,18293.0,17765.0,15013.0,19808.0,18965.0,19150.0,18788.0,19777.0,18516.0,16056.0,15917.0
432,M,False,3026.9,2742.7,2148.6,2013.4,2023.2,2681.1,1960.0,1857.5,1855.6,2555.9,2519.6,3145.3,2864.9,2878.8,2651.1,2634.1,2799.1,3037.1,3245.9,3163.5,3322.7,3002.4,2854.2,3112.2,3551.7,4291.2,3763.4,4618.8,4615.4,5037.0,4641.0,4830.8,5048.5,4573.9,4574.6,4819.9,4759.1,4063.6,4738.5,5202.2
433,M,False,0.0,2190.8,0.0,0.0,0.0,604.77,0.0,6448.5,0.0,589.27,484.68,2270.1,0.0,0.0,871.64,643.03,0.0,0.0,111.64,0.0,383.43,710.71,0.0,1065.5,0.0,315.54,261.0,0.0,0.0,0.0,0.0,128.94,0.0,0.0,467.61,0.0,0.0,404.82,520.28,401.44
434,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.9,0.0,0.0,0.0,1071.7,0.0,0.0,1173.1,1453.1,0.0,1487.3,5606.7,5222.3,5225.9,0.0,258.43,3817.2,0.0,2320.0,3992.2,20005.0
435,M,False,0.0,0.0,1071.7,0.0,0.0,1173.1,1453.1,0.0,1487.3,5606.7,5222.3,5225.9,0.0,258.43,3817.2,0.0,2320.0,3992.2,20005.0,884.27,806.45,5959.9,13618.0,7135.3,4677.4,5097.4,0.0,7275.7,1690.3,8542.3,4527.0,505.29,9733.6,40442.0,9587.7,32315.0,44376.0,42023.0,37914.0,81152.0
436,M,False,25734.0,17646.0,14039.0,17774.0,20860.0,15747.0,18276.0,16966.0,19899.0,15494.0,14589.0,16287.0,19830.0,19681.0,11096.0,11964.0,13636.0,12769.0,16637.0,7584.3,22706.0,9428.9,10255.0,10965.0,18238.0,25737.0,39405.0,18235.0,28197.0,16593.0,24837.0,17919.0,38218.0,33675.0,26908.0,19643.0,38821.0,43015.0,41411.0,39877.0
437,M,True,2355.2,2736.6,2443.1,2547.1,2685.9,3221.8,2640.4,3528.2,3583.8,3652.9,3697.3,3585.5,5447.4,4563.7,7892.4,4309.6,7107.6,3613.9,4948.0,4879.5,5141.4,5284.1,5355.3,6654.1,6732.1,6696.3,6732.1,6713.7,7779.8,7728.1,7997.6,10770.0,10958.0,7462.7,8424.1,7923.6,7963.8,11139.0,10834.0,13447.0
438,M,False,28130.0,30096.0,28184.0,32091.0,32757.0,32582.0,30545.0,36388.0,39078.0,42015.0,48059.0,48691.0,49593.0,53871.0,52263.0,48000.0,39620.0,45544.0,47250.0,47805.0,47304.0,46343.0,27492.0,27304.0,42735.0,36526.0,32023.0,42698.0,40357.0,41963.0,50711.0,49584.0,44735.0,52111.0,56936.0,64844.0,56452.0,54234.0,58057.0,59080.0
439,M,False,67491.0,67782.0,101720.0,103480.0,81169.0,76336.0,84125.0,74006.0,92772.0,80839.0,90477.0,89067.0,92617.0,102890.0,107160.0,82773.0,72869.0,65233.0,81531.0,71263.0,67774.0,89838.0,85809.0,79793.0,81332.0,73620.0,73460.0,77740.0,81265.0,83202.0,96459.0,72664.0,101070.0,75782.0,82581.0,79752.0,87817.0,120020.0,111760.0,98023.0
440,M,True,76233.0,68827.0,76399.0,74236.0,75543.0,74107.0,82223.0,83496.0,83579.0,88523.0,78770.0,77779.0,79938.0,73430.0,71040.0,73904.0,75324.0,71145.0,79757.0,70444.0,75440.0,65948.0,64488.0,65876.0,64190.0,66022.0,71147.0,69975.0,73175.0,79980.0,74923.0,71692.0,83072.0,75579.0,71922.0,78139.0,80973.0,66792.0,70278.0,73935.0
441,M,False,32556.0,35448.0,38799.0,35422.0,35327.0,32259.0,31740.0,32710.0,32803.0,35656.0,34956.0,38901.0,42537.0,36081.0,34240.0,36675.0,36788.0,33993.0,35326.0,35368.0,34781.0,36367.0,39448.0,39209.0,36886.0,36681.0,38075.0,38510.0,38787.0,40961.0,50175.0,52135.0,51463.0,51377.0,52388.0,60229.0,52449.0,49663.0,64548.0,63512.0
442,M,False,23024.0,12307.0,8907.5,13583.0,22383.0,12878.0,23782.0,40643.0,22026.0,20860.0,33052.0,24989.0,28373.0,19229.0,29334.0,50337.0,35576.0,28819.0,24202.0,33732.0,34453.0,73809.0,30955.0,39073.0,36009.0,29628.0,50091.0,42524.0,38382.0,39341.0,29779.0,35099.0,41872.0,34714.0,37170.0,32445.0,38889.0,32602.0,21370.0,41507.0
443,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.87,51.778,57.013,61.502,87.581,118.33,121.81,209.6,179.86,190.29,208.83,257.43,257.93,210.37,217.77,238.75,262.65,208.89,189.86
444,M,True,57.013,61.502,87.581,118.33,121.81,209.6,179.86,190.29,208.83,257.43,257.93,210.37,217.77,238.75,262.65,208.89,189.86,155.8,134.12,150.96,165.6,168.5,157.55,174.39,165.93,200.81,168.24,215.65,152.52,155.78,133.59,138.19,101.55,96.037,84.253,82.486,75.377,66.686,84.29,66.922
445,M,False,134.12,150.96,165.6,168.5,157.55,174.39,165.93,200.81,168.24,215.65,152.52,155.78,133.59,138.19,101.55,96.037,84.253,82.486,75.377,66.686,84.29,66.922,69.902,79.391,78.13,89.021,95.776,115.24,113.91,106.44,0.0,275.13,271.58,228.67,166.22,206.89,256.72,398.69,348.96,251.55
446,M,False,168.24,215.65,152.52,155.78,133.59,138.19,101.55,96.037,84.253,82.486,75.377,66.686,84.29,66.922,69.902,79.391,78.13,89.021,95.776,115.24,113.91,106.44,0.0,275.13,271.58,228.67,166.22,206.89,256.72,398.69,348.96,251.55,442.96,366.02,223.06,219.95,203.83,180.13,0.0,277.91
447,M,False,275.13,271.58,228.67,166.22,206.89,256.72,398.69,348.96,251.55,442.96,366.02,223.06,219.95,203.83,180.13,0.0,277.91,360.72,444.82,404.56,550.19,497.23,677.47,845.97,685.67,419.32,3507.0,1203.5,1267.6,1358.7,2521.5,3233.4,4834.7,3996.2,2526.7,1178.8,7335.0,3691.6,2053.7,6846.3
448,M,False,6177.9,3971.2,3940.5,1561.3,4693.8,1367.3,945.68,785.7,1225.7,825.76,1555.9,844.18,537.45,1075.0,1563.1,1791.5,1663.0,1879.2,126.32,194.26,408.62,901.89,807.12,1024.2,0.0,0.0,0.0,0.0,0.0,80.694,0.0,0.0,0.0,0.0,0.0,0.0,1635.2,0.0,0.0,0.0
449,M,True,24742.0,24674.0,24075.0,26356.0,23716.0,23899.0,22076.0,23843.0,19740.0,20000.0,21648.0,26440.0,20973.0,22219.0,21744.0,21889.0,21871.0,21160.0,22220.0,23426.0,27150.0,25041.0,26910.0,28055.0,25922.0,24392.0,24789.0,24877.0,24198.0,28833.0,26007.0,25725.0,27152.0,26929.0,28717.0,26038.0,26169.0,25428.0,23695.0,24549.0
450,M,False,21744.0,21889.0,21871.0,21160.0,22220.0,23426.0,27150.0,25041.0,26910.0,28055.0,25922.0,24392.0,24789.0,24877.0,24198.0,28833.0,26007.0,25725.0,27152.0,26929.0,28717.0,26038.0,26169.0,25428.0,23695.0,24549.0,24553.0,25907.0,24689.0,24184.0,24582.0,23650.0,23558.0,24275.0,23371.0,25104.0,24881.0,25452.0,26846.0,25059.0
451,M,True,3152.2,3409.1,2889.5,3177.1,4043.0,3744.4,3699.2,4142.8,6124.9,5087.2,5208.3,5489.3,5304.6,5881.0,5965.7,5553.8,3044.7,3510.6,4853.0,5917.9,5833.2,6287.0,5398.7,5601.7,5881.4,5795.3,5489.5,6450.0,6161.9,7602.1,6527.6,4960.4,5255.1,5766.7,7534.5,6286.6,6145.0,5838.6,6271.7,6448.1
452,M,False,26014.0,30210.0,42971.0,47633.0,28939.0,41007.0,22225.0,32038.0,22260.0,20843.0,36737.0,22308.0,14286.0,26886.0,19390.0,16620.0,19288.0,16171.0,18324.0,24681.0,25570.0,21535.0,19018.0,18748.0,20870.0,13844.0,15414.0,26870.0,36158.0,22832.0,23972.0,26968.0,13774.0,39082.0,14503.0,14100.0,18728.0,24412.0,6399.6,10794.0
453,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,M,True,137510.0,133390.0,128090.0,122930.0,139130.0,133070.0,120100.0,119920.0,113520.0,119520.0,118670.0,111730.0,99740.0,112210.0,103160.0,107170.0,113640.0,100460.0,99123.0,104250.0,98591.0,105120.0,96340.0,98981.0,108510.0,128040.0,118610.0,101290.0,113540.0,101250.0,111210.0,106050.0,104160.0,120750.0,124440.0,129430.0,115110.0,117290.0,109520.0,113180.0
455,M,False,140570.0,142550.0,119800.0,115320.0,108710.0,123940.0,120440.0,113800.0,126360.0,146520.0,125130.0,119450.0,121250.0,131160.0,126900.0,120290.0,131810.0,129670.0,124610.0,119530.0,137910.0,134350.0,137980.0,134410.0,140090.0,154790.0,148750.0,138520.0,137860.0,144280.0,144920.0,133800.0,141440.0,147330.0,158390.0,140440.0,145920.0,142890.0,129960.0,126600.0
456,M,False,120440.0,113800.0,126360.0,146520.0,125130.0,119450.0,121250.0,131160.0,126900.0,120290.0,131810.0,129670.0,124610.0,119530.0,137910.0,134350.0,137980.0,134410.0,140090.0,154790.0,148750.0,138520.0,137860.0,144280.0,144920.0,133800.0,141440.0,147330.0,158390.0,140440.0,145920.0,142890.0,129960.0,126600.0,134450.0,134180.0,118940.0,122630.0,138840.0,115040.0
457,M,True,7768.1,8101.8,7976.9,9687.5,9442.1,9749.0,10035.0,10246.0,9445.6,9637.0,9648.3,9635.4,9675.8,7480.4,7585.4,7523.0,7647.1,8220.6,8864.8,7875.0,9448.2,7519.2,8033.9,5675.7,8426.4,6924.8,8492.0,8291.5,7035.2,6542.8,5645.6,6968.4,6588.0,5247.1,6484.2,6526.1,7576.4,4311.9,6557.3,5513.0
458,M,False,4918.5,3467.1,4853.3,4810.6,3552.5,3414.8,3413.4,3206.8,3232.2,3236.9,3341.1,3146.8,3148.5,3169.7,3044.2,2909.4,3145.5,3294.5,3201.3,3262.4,3260.2,3207.1,3222.1,3078.9,3010.8,3037.5,2932.7,3068.1,2794.1,2807.9,2827.3,2857.9,2851.5,2995.8,3024.8,3082.6,2969.7,2911.9,2929.0,3027.7
459,M,False,79356.0,87450.0,111000.0,101430.0,98376.0,97743.0,87451.0,83454.0,81495.0,86620.0,86777.0,77687.0,77361.0,85498.0,93584.0,81282.0,89054.0,76843.0,84589.0,84472.0,94778.0,86247.0,95588.0,82152.0,85202.0,86785.0,82136.0,88719.0,85123.0,78375.0,86924.0,74390.0,70830.0,63696.0,75846.0,81898.0,71157.0,63906.0,65962.0,76004.0
