,FLARE_TYPE,COINCIDENCE,g_s_1,g_s_2,g_s_3,g_s_4,g_s_5,g_s_6,g_s_7,g_s_8,g_s_9,g_s_10,g_s_11,g_s_12,g_s_13,g_s_14,g_s_15,g_s_16,g_s_17,g_s_18,g_s_19,g_s_20,g_s_21,g_s_22,g_s_23,g_s_24,g_s_25,g_s_26,g_s_27,g_s_28,g_s_29,g_s_30,g_s_31,g_s_32,g_s_33,g_s_34,g_s_35,g_s_36,g_s_37,g_s_38,g_s_39,g_s_40
0,X,False,90177.0,95488.0,99707.0,126350.0,112640.0,106220.0,96951.0,97643.0,103450.0,94982.0,109330.0,95691.0,112320.0,101980.0,115740.0,93265.0,102680.0,108500.0,103060.0,83802.0,80370.0,81966.0,73761.0,76486.0,76916.0,63208.0,64400.0,71691.0,72150.0,69857.0,69593.0,61041.0,68184.0,75019.0,82241.0,75152.0,79287.0,88095.0,85382.0,88397.0
1,X,False,53345.0,57244.0,56641.0,63109.0,61677.0,58080.0,56071.0,49778.0,49333.0,51625.0,44968.0,44570.0,51049.0,48191.0,53662.0,55673.0,58037.0,61599.0,64854.0,54230.0,53793.0,55779.0,53675.0,46868.0,51363.0,51162.0,53641.0,55170.0,57595.0,55751.0,53700.0,53826.0,54152.0,62106.0,56836.0,59843.0,69249.0,65267.0,72563.0,66447.0
2,X,False,22712.0,23823.0,23979.0,26990.0,21875.0,23738.0,23418.0,23965.0,23624.0,26158.0,23084.0,27902.0,28855.0,20865.0,24441.0,28140.0,27204.0,22872.0,23245.0,22566.0,21113.0,20680.0,18699.0,20970.0,15911.0,16216.0,15839.0,22925.0,23206.0,22793.0,23157.0,24500.0,30488.0,27896.0,27776.0,28160.0,26917.0,21740.0,27100.0,29157.0
3,X,False,10917.0,13983.0,11363.0,10125.0,10222.0,10653.0,11185.0,11847.0,11977.0,11992.0,15913.0,16693.0,19112.0,17787.0,13530.0,11327.0,10766.0,10017.0,12965.0,13338.0,12012.0,12972.0,12326.0,11877.0,13561.0,12533.0,12389.0,12168.0,12797.0,12658.0,15621.0,14995.0,15274.0,15985.0,13611.0,13715.0,10456.0,13477.0,10325.0,12592.0
4,X,True,12555.0,13425.0,14097.0,12308.0,10512.0,10762.0,13336.0,11171.0,10936.0,10181.0,11655.0,10302.0,8320.8,9432.0,13474.0,9569.4,9900.4,8226.8,10919.0,9038.0,8737.0,9839.3,9587.6,9414.1,10337.0,9515.1,8448.9,8901.2,10137.0,9098.6,8919.9,9431.4,10146.0,11758.0,7722.5,7167.5,8455.9,7590.1,8112.2,6130.8
5,X,False,49339.0,47697.0,47923.0,54234.0,49323.0,45237.0,44540.0,42944.0,43192.0,52557.0,36415.0,44766.0,34623.0,44541.0,42623.0,42864.0,46708.0,54418.0,44993.0,45214.0,55501.0,49932.0,45950.0,45453.0,53671.0,56497.0,45242.0,53251.0,52229.0,54033.0,45278.0,55628.0,52580.0,63341.0,51693.0,63737.0,63159.0,65221.0,58360.0,49637.0
6,X,True,23349.0,28456.0,29320.0,33442.0,24647.0,25665.0,29184.0,26569.0,29355.0,37315.0,26551.0,34445.0,28060.0,25810.0,21700.0,25932.0,26778.0,29759.0,30530.0,25303.0,24749.0,27123.0,24803.0,26912.0,30205.0,27517.0,28555.0,34692.0,33396.0,25564.0,32905.0,37826.0,42784.0,29292.0,33551.0,31856.0,28277.0,28363.0,31311.0,28786.0
7,X,False,244100.0,231390.0,232280.0,249480.0,209150.0,233610.0,189030.0,215390.0,237730.0,239080.0,248650.0,268590.0,249360.0,264770.0,245430.0,303510.0,280490.0,292070.0,252300.0,259110.0,242260.0,253530.0,278540.0,261390.0,251430.0,246610.0,273380.0,290650.0,259960.0,272640.0,284410.0,275430.0,286920.0,286470.0,258560.0,289130.0,320740.0,265180.0,215380.0,245880.0
8,X,False,7449.7,9904.1,8980.2,5607.6,21075.0,9382.0,12223.0,14247.0,9075.4,3116.2,7939.1,4351.9,8752.1,3107.2,6536.5,3164.5,5172.7,6736.9,5099.9,1980.6,3600.4,4160.7,4312.6,4423.0,2830.1,4703.8,5043.8,3252.1,3832.4,8334.6,3678.7,6322.1,2414.2,3614.8,2594.8,2565.5,2194.5,2756.5,3200.0,4527.0
9,X,True,25912.0,24478.0,25105.0,35705.0,27379.0,24756.0,25006.0,26789.0,25984.0,25693.0,28074.0,34194.0,38224.0,30427.0,27731.0,29249.0,36651.0,42283.0,32664.0,40704.0,42044.0,51527.0,38357.0,39765.0,49503.0,47380.0,47366.0,46641.0,47753.0,52427.0,37215.0,44167.0,62275.0,44769.0,52042.0,49810.0,42953.0,52159.0,38927.0,41593.0
10,X,False,24856.0,25737.0,22603.0,23067.0,22632.0,22883.0,23127.0,21941.0,17445.0,16363.0,17640.0,15873.0,16080.0,17572.0,20296.0,15652.0,52978.0,76381.0,66952.0,70198.0,60847.0,61238.0,59408.0,70568.0,73720.0,92161.0,86014.0,76036.0,72254.0,65192.0,56011.0,66543.0,68578.0,48830.0,59070.0,57051.0,59606.0,84208.0,70761.0,78454.0
11,X,False,83967.0,96688.0,81706.0,82330.0,95764.0,96638.0,89377.0,93289.0,73115.0,84001.0,91194.0,73034.0,74864.0,80976.0,80752.0,71132.0,73225.0,84904.0,81486.0,73171.0,80177.0,71418.0,87201.0,71847.0,71147.0,71876.0,80474.0,77503.0,71195.0,65916.0,82860.0,86416.0,95727.0,72403.0,78225.0,77949.0,67178.0,68492.0,72510.0,76298.0
12,X,False,101400.0,94005.0,89694.0,91240.0,84401.0,90458.0,82658.0,86565.0,80578.0,76976.0,88225.0,90233.0,86882.0,92482.0,92195.0,86917.0,86235.0,91601.0,84803.0,84557.0,83555.0,78479.0,87584.0,80792.0,82256.0,75440.0,79157.0,75408.0,78246.0,79670.0,77802.0,80807.0,81198.0,75149.0,82349.0,84437.0,80030.0,86333.0,82472.0,93214.0
13,X,False,52072.0,45661.0,56666.0,55626.0,54202.0,52519.0,57957.0,55585.0,55079.0,53495.0,61246.0,58330.0,62203.0,52621.0,53698.0,53520.0,54993.0,52614.0,57999.0,53656.0,62161.0,59284.0,55218.0,55926.0,62376.0,66087.0,58874.0,59271.0,62965.0,60695.0,60862.0,60542.0,66953.0,65191.0,59234.0,62479.0,66485.0,60141.0,64863.0,62016.0
14,X,False,22304.0,21432.0,25951.0,23128.0,17262.0,18676.0,20715.0,17964.0,21112.0,25149.0,21824.0,19351.0,23448.0,26721.0,20368.0,19816.0,21874.0,22687.0,21560.0,21809.0,19638.0,18276.0,24679.0,20566.0,22954.0,22596.0,26323.0,24326.0,21726.0,20844.0,22054.0,20946.0,19092.0,19445.0,25747.0,20623.0,20728.0,19780.0,19440.0,16617.0
15,X,False,162470.0,148760.0,174190.0,169030.0,199840.0,197010.0,211780.0,187180.0,199180.0,202400.0,185200.0,176290.0,170330.0,214460.0,196280.0,179570.0,207530.0,196490.0,215750.0,194490.0,190110.0,201870.0,212020.0,170690.0,199480.0,212910.0,189430.0,185950.0,218980.0,224410.0,220500.0,230060.0,213000.0,226210.0,240450.0,230710.0,232760.0,216760.0,223250.0,226830.0
16,X,False,107860.0,93479.0,117600.0,68881.0,61844.0,83856.0,42785.0,55766.0,44179.0,98645.0,97480.0,152540.0,21573.0,78623.0,80735.0,45454.0,65910.0,10942.0,50074.0,114310.0,87882.0,118800.0,264480.0,146640.0,180660.0,218250.0,94483.0,160220.0,130380.0,163070.0,70058.0,0.0,48003.0,49624.0,55028.0,53586.0,17090.0,53345.0,66484.0,48496.0
17,X,False,53159.0,60625.0,81995.0,123820.0,107890.0,88053.0,102580.0,138050.0,79860.0,87707.0,103590.0,158960.0,119870.0,111810.0,166960.0,236740.0,208260.0,236520.0,167860.0,183120.0,220040.0,183720.0,147410.0,134150.0,189250.0,126940.0,171740.0,106240.0,148870.0,118440.0,128700.0,146600.0,118960.0,128360.0,116390.0,113060.0,110090.0,73443.0,73172.0,63029.0
18,X,False,5970.3,5257.3,4988.3,4809.8,4722.4,4393.1,4160.9,2901.2,2896.3,1477.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1571.2,1105.9,2448.1,4298.5,2334.8,710.23,709.54,1192.8,2073.8,917.63,1818.0,3468.6,2529.9,5996.7,3079.2,6070.9,6613.1,8668.4,6561.8,5975.1,16342.0,4957.9
19,X,False,104340.0,97915.0,103660.0,156690.0,138730.0,187460.0,171290.0,204600.0,191090.0,112540.0,119680.0,165830.0,128260.0,187660.0,196750.0,169380.0,186470.0,136420.0,106690.0,205490.0,138750.0,91232.0,123870.0,113190.0,122720.0,133610.0,141450.0,157720.0,79415.0,80204.0,63033.0,61905.0,64153.0,75583.0,87694.0,98599.0,92382.0,48658.0,130610.0,54221.0
20,X,True,770740.0,749020.0,716840.0,745510.0,774570.0,743510.0,673050.0,705000.0,769260.0,778350.0,746020.0,776700.0,796260.0,711640.0,746910.0,727720.0,823700.0,778160.0,793570.0,836320.0,790530.0,842800.0,740760.0,862450.0,791360.0,896940.0,833700.0,901420.0,876170.0,791100.0,836780.0,792840.0,869060.0,923800.0,893320.0,856460.0,770930.0,833650.0,798610.0,837360.0
21,X,True,750370.0,778250.0,741590.0,815620.0,727960.0,734910.0,793070.0,682130.0,668760.0,754590.0,840890.0,779860.0,888910.0,817420.0,767490.0,762080.0,734080.0,763950.0,807290.0,735980.0,738080.0,738300.0,725430.0,738210.0,751040.0,762940.0,698920.0,620870.0,631040.0,693060.0,659260.0,666800.0,658380.0,629880.0,615390.0,614770.0,592970.0,592220.0,660760.0,581230.0
22,X,False,26973.0,26975.0,25944.0,27661.0,27747.0,27282.0,32251.0,31366.0,26958.0,28324.0,31080.0,31964.0,29729.0,30793.0,35071.0,40577.0,32049.0,37298.0,35137.0,35081.0,34433.0,35425.0,35965.0,34105.0,32749.0,45067.0,37244.0,44705.0,40760.0,44851.0,39174.0,37378.0,38273.0,37505.0,37959.0,41178.0,39428.0,44007.0,46237.0,45882.0
23,X,True,26519.0,30901.0,32613.0,32845.0,30427.0,23525.0,22322.0,23669.0,36058.0,33312.0,26940.0,31101.0,28130.0,30096.0,28184.0,32091.0,32757.0,32582.0,30545.0,36388.0,39078.0,42015.0,48059.0,48691.0,49593.0,53871.0,52263.0,48000.0,39620.0,45544.0,47250.0,47805.0,47304.0,46343.0,27492.0,27304.0,42735.0,36526.0,32023.0,42698.0
24,X,False,48210.0,23363.0,51788.0,62205.0,52863.0,48458.0,34970.0,48169.0,44157.0,45479.0,20107.0,6666.7,11950.0,13803.0,6876.8,4465.0,15953.0,0.0,9631.7,24859.0,34068.0,26857.0,34375.0,34319.0,33440.0,16262.0,48008.0,24487.0,70154.0,64025.0,40433.0,8355.0,6104.8,72896.0,67537.0,39030.0,52542.0,78591.0,111240.0,97256.0
25,X,True,184650.0,177750.0,177630.0,182420.0,186190.0,194180.0,171020.0,207800.0,208140.0,213770.0,196500.0,181950.0,178420.0,201650.0,166180.0,175930.0,194590.0,187340.0,186860.0,212140.0,204530.0,198650.0,219050.0,220260.0,209540.0,196820.0,239450.0,191130.0,205160.0,215430.0,204810.0,220820.0,201420.0,180320.0,189070.0,196550.0,180240.0,184070.0,170430.0,162770.0
26,X,True,166180.0,175930.0,194590.0,187340.0,186860.0,212140.0,204530.0,198650.0,219050.0,220260.0,209540.0,196820.0,239450.0,191130.0,205160.0,215430.0,204810.0,220820.0,201420.0,180320.0,189070.0,196550.0,180240.0,184070.0,170430.0,162770.0,157460.0,153530.0,169530.0,165200.0,168660.0,174820.0,165270.0,207490.0,183760.0,192820.0,191870.0,182040.0,200250.0,192030.0
27,X,False,11710.0,10558.0,10510.0,15437.0,25482.0,6905.7,5401.0,18499.0,18865.0,16000.0,12800.0,14896.0,10014.0,7464.5,7155.6,10471.0,15565.0,21008.0,8379.2,15751.0,13705.0,30356.0,13808.0,21381.0,20669.0,5126.2,39719.0,15755.0,34647.0,24161.0,29154.0,33976.0,79905.0,43982.0,143090.0,43551.0,103770.0,121350.0,136880.0,102680.0
28,M,False,3216.8,3629.3,2595.3,2544.5,3079.3,2768.8,2783.1,2467.1,2608.7,3644.9,3863.1,3754.1,5396.1,2567.1,2456.8,2064.0,2535.0,2141.4,2582.9,2467.5,2319.2,2228.9,1964.7,1861.3,2125.6,2946.5,3271.5,3373.0,3549.3,3619.7,3475.3,3708.1,3687.0,3747.2,3631.7,3537.6,3619.4,3888.0,4160.5,4225.7
29,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,M,False,627.61,649.63,654.65,658.16,654.72,660.21,664.94,0.0,689.98,690.75,707.47,697.4,694.65,684.93,676.68,673.55,687.58,675.32,681.87,686.7,691.1,679.86,667.48,673.36,674.0,1338.6,677.2,671.91,673.66,666.6,672.09,689.7,673.24,689.44,1367.3,1337.1,1342.3,644.03,638.81,630.73
31,M,True,7794.9,14900.0,4283.3,6566.8,7631.2,6011.0,7979.8,7551.1,11654.0,8571.8,7118.7,7556.8,6620.7,10693.0,16903.0,10595.0,9866.0,9447.1,20591.0,13037.0,20271.0,15322.0,23915.0,29202.0,22879.0,23066.0,28820.0,17950.0,22721.0,55197.0,33409.0,37803.0,47563.0,65253.0,85215.0,88655.0,54556.0,82487.0,92177.0,101720.0
32,M,False,0.0,0.0,0.0,22.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.923,0.0,0.0,146.12,0.0,0.0,0.0,33.195,0.0,474.86,22.093,294.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,M,False,1741.0,1657.5,1739.4,1679.1,1677.8,1657.0,1711.6,1724.0,1774.2,1607.8,1626.9,1488.8,2858.6,1637.2,1659.2,1793.1,1731.1,1665.3,1855.9,1773.4,1810.8,1832.2,1880.8,1949.4,1860.7,1755.0,1820.6,1785.5,1730.0,1935.5,1961.0,1869.6,1974.7,1951.1,2189.2,1949.2,1894.5,1771.2,1910.9,1923.5
34,M,False,82.084,75.812,78.298,146.01,78.903,121.97,110.86,89.121,120.4,121.52,111.99,113.03,109.25,60.702,58.107,82.83,92.645,80.899,134.54,205.33,196.07,209.66,198.62,202.35,202.87,198.85,182.71,173.7,195.61,197.0,262.63,328.79,341.79,289.64,254.06,340.82,310.71,329.26,275.01,305.97
35,M,True,2498.7,3025.4,3425.8,2045.6,1878.2,2005.0,2205.3,2539.9,3137.3,3636.7,3416.8,2888.4,4497.2,4895.2,5702.4,6029.4,6074.4,4134.8,4677.9,6321.4,5855.8,6099.9,7362.9,11151.0,7510.2,9531.0,9529.8,10362.0,11920.0,10989.0,10176.0,8693.7,8828.3,10933.0,9489.3,10831.0,11894.0,12071.0,14821.0,12660.0
36,M,True,89872.0,89521.0,86272.0,86688.0,78015.0,86761.0,87122.0,85966.0,82638.0,81673.0,82187.0,77556.0,79134.0,75824.0,84116.0,76298.0,71495.0,81029.0,74742.0,80801.0,89403.0,79548.0,83112.0,88064.0,92006.0,90272.0,89994.0,98105.0,99173.0,100590.0,104590.0,108850.0,96775.0,89118.0,92878.0,91557.0,86568.0,80698.0,94498.0,102020.0
37,M,False,1020.7,741.19,1038.8,1396.7,1760.8,1752.9,1546.3,1740.3,2104.8,1978.3,1668.9,2076.7,2089.2,2389.7,2236.4,2011.5,2210.9,2686.8,2864.7,3020.8,3402.2,3380.1,3161.5,3804.7,4166.4,3550.8,4082.4,3808.9,3323.4,4866.3,4983.2,4728.1,5180.4,4923.7,3837.1,3576.2,3538.3,3524.6,2651.0,4339.9
38,M,False,80620.0,81263.0,89124.0,80144.0,81602.0,77174.0,80405.0,81102.0,80056.0,72732.0,95083.0,85459.0,78641.0,76943.0,71945.0,72465.0,68017.0,70601.0,70186.0,72832.0,73169.0,70593.0,77138.0,81952.0,89629.0,82100.0,79605.0,82418.0,81849.0,73551.0,80545.0,72666.0,74610.0,74065.0,73614.0,64810.0,68595.0,56668.0,61154.0,59438.0
39,M,True,35518.0,37416.0,33208.0,32845.0,32751.0,37734.0,40572.0,39901.0,36111.0,40142.0,37402.0,38281.0,31671.0,35133.0,33190.0,38807.0,36671.0,37371.0,39505.0,39556.0,35490.0,38720.0,40189.0,38768.0,38885.0,37172.0,33372.0,39005.0,35315.0,37118.0,41903.0,42749.0,41129.0,42474.0,39636.0,38180.0,42526.0,49383.0,44534.0,36995.0
40,M,True,4573.0,4965.6,4809.3,4793.4,4870.5,4321.9,4418.9,4441.0,3909.9,4693.8,4273.0,3932.9,3947.0,4303.9,4159.5,4175.2,4984.3,4889.0,5242.3,5252.3,5327.3,4930.2,5525.1,5293.1,4716.9,4766.6,4364.2,4706.1,4621.1,4274.6,4725.4,4567.8,3532.1,3589.8,4208.4,3655.9,3918.7,3899.0,3571.4,4565.7
41,M,False,38807.0,36671.0,37371.0,39505.0,39556.0,35490.0,38720.0,40189.0,38768.0,38885.0,37172.0,33372.0,39005.0,35315.0,37118.0,41903.0,42749.0,41129.0,42474.0,39636.0,38180.0,42526.0,49383.0,44534.0,36995.0,46350.0,40404.0,43590.0,40778.0,43936.0,42889.0,40660.0,39534.0,40268.0,33873.0,37997.0,35830.0,39950.0,35717.0,38240.0
42,M,False,5242.3,5252.3,5327.3,4930.2,5525.1,5293.1,4716.9,4766.6,4364.2,4706.1,4621.1,4274.6,4725.4,4567.8,3532.1,3589.8,4208.4,3655.9,3918.7,3899.0,3571.4,4565.7,4497.2,3924.0,3824.7,3832.2,3889.0,4519.2,3237.2,4142.1,4442.8,4432.6,4264.4,3901.8,4861.1,4058.4,3741.6,4549.1,4422.3,3578.8
43,M,False,4058.4,3741.6,4549.1,4422.3,3578.8,3523.2,3866.2,4095.8,3653.3,3254.7,5308.2,4808.5,5070.7,5500.5,5531.0,5384.6,6587.1,5851.5,6951.9,5959.2,5994.4,5811.8,6024.6,6087.6,6715.5,6465.0,6978.6,6790.5,6976.6,8073.1,8321.7,8549.9,9647.8,7663.7,7260.0,8161.1,9919.4,8890.8,9017.1,9242.1
44,M,False,3129.5,3248.0,4454.5,3637.6,3572.3,3709.8,3485.3,3469.1,3756.9,3647.9,3719.6,3729.1,3714.9,3638.8,3909.9,3787.0,3643.0,2994.2,3090.1,3080.4,2958.5,3022.4,3035.5,3039.0,3055.4,3207.2,3582.4,3945.5,3107.0,3235.9,2951.0,2982.9,3342.6,3308.6,4145.4,4693.1,4807.8,4684.7,4099.2,4078.5
45,M,True,71293.0,73141.0,76921.0,70778.0,72984.0,67941.0,81480.0,67628.0,74681.0,61462.0,70910.0,68884.0,61783.0,63686.0,69569.0,52238.0,52529.0,50059.0,58049.0,60548.0,70744.0,74484.0,61571.0,62637.0,75503.0,72989.0,63457.0,70259.0,76766.0,92180.0,67293.0,76500.0,76362.0,72817.0,82778.0,91134.0,88456.0,93827.0,76687.0,78591.0
46,M,True,4049.3,4668.2,5460.9,4963.3,5211.6,5767.2,4081.2,3658.9,4586.2,5784.8,6343.0,5090.8,4966.0,4944.1,5125.6,4943.4,5252.5,6768.8,5679.4,6600.6,6109.6,6675.7,6162.2,7042.9,7634.2,6633.8,7584.7,7418.7,6605.9,5698.7,6484.4,6139.0,6625.5,8532.8,7606.2,6861.4,6904.1,6721.8,8111.2,7028.9
47,M,False,52238.0,52529.0,50059.0,58049.0,60548.0,70744.0,74484.0,61571.0,62637.0,75503.0,72989.0,63457.0,70259.0,76766.0,92180.0,67293.0,76500.0,76362.0,72817.0,82778.0,91134.0,88456.0,93827.0,76687.0,78591.0,73241.0,78884.0,82854.0,82297.0,75709.0,63768.0,67783.0,65569.0,70554.0,73181.0,76492.0,64696.0,63129.0,63967.0,66890.0
48,M,False,74484.0,61571.0,62637.0,75503.0,72989.0,63457.0,70259.0,76766.0,92180.0,67293.0,76500.0,76362.0,72817.0,82778.0,91134.0,88456.0,93827.0,76687.0,78591.0,73241.0,78884.0,82854.0,82297.0,75709.0,63768.0,67783.0,65569.0,70554.0,73181.0,76492.0,64696.0,63129.0,63967.0,66890.0,61045.0,64361.0,54447.0,48402.0,57823.0,49371.0
49,M,False,7292.3,8284.0,8380.1,7459.3,7411.7,6454.8,7037.5,7478.0,8436.0,10665.0,9985.0,8502.6,8411.3,10097.0,9411.4,9574.3,9865.3,9516.7,9125.1,9361.9,10424.0,10470.0,11187.0,10482.0,10036.0,10047.0,10626.0,10080.0,11573.0,11000.0,11025.0,12149.0,12051.0,11390.0,10234.0,12867.0,10998.0,10877.0,11695.0,12812.0
50,M,False,43365.0,41093.0,42963.0,33070.0,29095.0,27490.0,32101.0,24307.0,28680.0,29771.0,31387.0,18867.0,18979.0,21148.0,23232.0,24049.0,26721.0,23856.0,20087.0,21297.0,24834.0,24168.0,22125.0,20710.0,15644.0,23687.0,18768.0,19117.0,22062.0,24846.0,20651.0,19852.0,27489.0,22462.0,21692.0,22294.0,22036.0,27103.0,27839.0,31408.0
51,M,True,5234.2,4764.2,4134.3,4465.1,4414.1,4121.3,3578.6,3814.8,3300.5,3453.5,3476.5,4079.1,3711.9,3391.1,4114.3,3833.2,3599.7,4141.8,3774.6,4016.0,3655.2,3683.8,3992.9,4607.4,4334.0,4733.7,4876.1,4614.9,4607.1,5520.0,4446.2,4649.1,4551.2,4637.6,4453.1,4442.6,6454.2,5645.2,5796.4,6838.8
52,M,False,4607.4,4334.0,4733.7,4876.1,4614.9,4607.1,5520.0,4446.2,4649.1,4551.2,4637.6,4453.1,4442.6,6454.2,5645.2,5796.4,6838.8,4821.4,5747.9,5581.2,6425.3,8533.3,9381.8,10604.0,11276.0,11515.0,9971.1,10964.0,11353.0,10987.0,11611.0,12882.0,14251.0,13711.0,11889.0,13028.0,12765.0,13262.0,15791.0,14421.0
53,M,False,13345.0,10445.0,9615.0,11520.0,11307.0,11514.0,10013.0,9084.2,10624.0,11101.0,12776.0,11184.0,8425.7,7950.6,10659.0,9780.0,10026.0,14261.0,13546.0,12577.0,11141.0,7680.7,9625.6,10665.0,8513.4,8683.3,12963.0,11306.0,12740.0,13353.0,12999.0,11588.0,10595.0,11053.0,12111.0,11716.0,12392.0,13756.0,13458.0,13707.0
54,M,False,13458.0,13707.0,14732.0,17349.0,14921.0,14875.0,19219.0,21646.0,13150.0,12798.0,12327.0,22183.0,13674.0,19069.0,19439.0,23304.0,11889.0,14925.0,10451.0,13727.0,10999.0,10900.0,12454.0,16244.0,11891.0,8710.7,9562.2,6998.9,6178.1,8953.3,7489.5,5751.4,5570.6,5695.5,6733.3,12809.0,6255.8,5264.1,12337.0,9338.8
55,M,False,13150.0,12798.0,12327.0,22183.0,13674.0,19069.0,19439.0,23304.0,11889.0,14925.0,10451.0,13727.0,10999.0,10900.0,12454.0,16244.0,11891.0,8710.7,9562.2,6998.9,6178.1,8953.3,7489.5,5751.4,5570.6,5695.5,6733.3,12809.0,6255.8,5264.1,12337.0,9338.8,7215.2,4325.3,19302.0,11999.0,13943.0,11470.0,8182.2,6196.9
56,M,True,66622.0,63643.0,71040.0,68197.0,68826.0,65073.0,72738.0,64085.0,79230.0,75885.0,62807.0,66868.0,68566.0,66319.0,60944.0,66848.0,68026.0,81956.0,72793.0,70511.0,79787.0,73633.0,81606.0,76954.0,87618.0,82157.0,78485.0,80020.0,80961.0,78131.0,76274.0,68193.0,78352.0,75496.0,80292.0,65325.0,58911.0,60400.0,61290.0,59262.0
57,M,False,66319.0,60944.0,66848.0,68026.0,81956.0,72793.0,70511.0,79787.0,73633.0,81606.0,76954.0,87618.0,82157.0,78485.0,80020.0,80961.0,78131.0,76274.0,68193.0,78352.0,75496.0,80292.0,65325.0,58911.0,60400.0,61290.0,59262.0,71184.0,68080.0,58146.0,54391.0,65579.0,58712.0,60399.0,63698.0,67481.0,67817.0,53756.0,58797.0,59539.0
58,M,True,20716.0,18939.0,18392.0,17974.0,17847.0,17617.0,17734.0,17862.0,17736.0,17828.0,14458.0,13559.0,13895.0,13991.0,14197.0,14205.0,13896.0,14363.0,7758.5,6891.5,6326.4,6248.7,6177.3,7389.0,6016.2,5358.0,7584.8,5377.5,6154.3,6154.6,5024.9,10168.0,10840.0,10386.0,11024.0,11032.0,10597.0,10670.0,7863.2,10332.0
59,M,False,2114.6,3948.6,5271.5,3822.2,2883.5,3304.8,4749.4,4726.8,3948.0,3104.5,2473.3,3456.4,2272.6,2258.5,2231.4,2307.9,2363.6,2370.3,2360.5,2375.5,2426.5,2397.5,2466.0,2512.7,2510.9,2542.1,2477.1,2519.2,2521.3,2557.0,2601.7,2643.6,2683.8,2670.4,4157.0,4220.6,4056.3,4077.8,4128.2,4189.9
60,M,False,37241.0,35917.0,37109.0,36033.0,32006.0,39746.0,34817.0,35468.0,37066.0,37474.0,33401.0,36220.0,32551.0,34464.0,39601.0,42222.0,36690.0,40844.0,40872.0,37787.0,36916.0,40146.0,35319.0,36811.0,35452.0,31957.0,40841.0,32785.0,40562.0,32229.0,36264.0,33609.0,34027.0,35839.0,34334.0,34283.0,33353.0,34233.0,34960.0,31084.0
61,M,True,4734.5,3596.6,4577.8,5267.1,4503.0,3652.7,6064.6,4976.8,4997.3,4143.8,4177.3,3026.1,3447.8,3705.7,4386.6,4417.8,4490.4,4513.5,4418.0,3316.2,3691.0,3455.1,3833.9,3798.5,3968.2,2664.2,7190.8,2769.6,2885.8,2982.1,6466.1,6589.8,10278.0,9940.0,10904.0,11082.0,7760.6,8763.7,7631.1,7930.2
62,M,False,8655.9,11066.0,9983.3,11356.0,7572.9,7514.2,8356.0,6872.9,8204.6,7417.5,5028.8,5562.1,6637.2,5039.0,6448.5,7640.9,8378.9,9298.4,12350.0,10766.0,9835.8,9747.1,10436.0,9995.8,10171.0,9778.4,11748.0,13755.0,10729.0,15359.0,15678.0,14971.0,12379.0,13663.0,13872.0,13599.0,15448.0,17810.0,15763.0,16222.0
63,M,True,1453.1,4712.0,1771.0,2844.5,2247.6,2503.1,1723.7,1209.2,2539.1,3520.2,6245.5,2295.9,3437.9,4112.7,1874.7,3248.7,6060.2,5692.1,2208.5,5269.0,4595.0,4258.0,3447.9,2532.3,994.06,1423.1,3855.9,4062.7,5749.1,4075.2,1519.4,6350.9,9991.4,2209.5,6851.4,5018.4,8032.9,10251.0,5235.1,4172.0
64,M,False,12548.0,13749.0,26530.0,31358.0,24229.0,39352.0,11560.0,13088.0,10969.0,27802.0,10605.0,12156.0,11566.0,45002.0,32299.0,34953.0,32823.0,24003.0,37886.0,14077.0,11643.0,8444.3,7195.1,9424.9,9663.9,25501.0,27533.0,40629.0,33441.0,57226.0,75809.0,33829.0,111640.0,136990.0,112080.0,148270.0,92036.0,58949.0,69351.0,84457.0
65,M,False,2255.5,2261.4,1843.7,2030.8,2028.5,1482.4,1831.5,1753.6,1614.9,1534.1,1384.2,1377.1,1740.0,1286.0,1276.3,967.76,1323.2,1041.6,1062.7,1041.3,997.86,1029.1,969.13,543.38,569.52,907.8,932.26,928.59,956.82,1731.1,1719.9,1731.8,1692.5,1659.9,1676.7,1277.5,1295.8,1331.4,1298.7,1276.5
66,M,False,137290.0,156840.0,136670.0,135410.0,77748.0,120680.0,141950.0,143770.0,142600.0,150000.0,150910.0,154560.0,155260.0,161900.0,180670.0,175580.0,156190.0,147170.0,84445.0,104410.0,111140.0,64235.0,75112.0,93989.0,45039.0,38327.0,38424.0,31520.0,23707.0,26701.0,17125.0,13501.0,18862.0,17746.0,13187.0,37263.0,29640.0,27436.0,43149.0,39108.0
