,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5,MEANGAM_6,MEANGAM_7,MEANGAM_8,MEANGAM_9,MEANGAM_10,MEANGAM_11,MEANGAM_12,MEANGAM_13,MEANGAM_14,MEANGAM_15,MEANGAM_16,MEANGAM_17,MEANGAM_18,MEANGAM_19,MEANGAM_20,MEANGAM_21,MEANGAM_22,MEANGAM_23,MEANGAM_24,MEANGAM_25,MEANGAM_26,MEANGAM_27,MEANGAM_28,MEANGAM_29,MEANGAM_30,MEANGAM_31,MEANGAM_32,MEANGAM_33,MEANGAM_34,MEANGAM_35,MEANGAM_36,MEANGAM_37,MEANGAM_38,MEANGAM_39,MEANGAM_40
1103,B,False,30.583,29.654,30.759,30.102,27.909,28.848,29.27,27.966,28.326,29.198,28.962,29.481,30.491,30.908,29.393,29.167,28.261,29.648,28.948,28.181,28.978,28.494,27.952,28.395,29.46,28.531,28.075,27.927,26.517,26.636,28.294,27.211,27.752,27.888,27.578,28.77,28.283,28.416,28.202,28.128
1104,B,False,31.565,31.72,31.24,31.045,30.749,30.816,31.191,30.809,30.806,31.072,31.422,31.331,31.196,30.571,30.795,30.135,30.173,30.147,29.764,29.588,29.651,29.507,29.723,29.599,29.348,28.914,29.283,29.029,29.08,28.832,28.541,28.496,28.299,28.259,28.114,28.174,28.242,28.125,28.257,27.962
1105,B,False,56.186,55.529,55.164,54.962,54.99,54.974,54.4,54.775,54.555,54.901,55.239,55.247,55.504,55.516,56.17,56.236,56.492,56.204,56.011,56.298,56.621,56.247,56.248,56.464,56.633,56.504,56.162,55.965,55.756,55.695,55.503,55.258,55.0,54.43,54.269,53.917,53.451,52.992,52.784,52.441
1106,B,False,48.927,49.388,48.248,45.961,45.798,45.085,45.225,44.922,43.674,42.644,41.072,41.187,41.259,41.861,41.29,41.589,40.109,40.336,39.799,40.452,40.865,40.338,39.577,38.6,38.895,39.034,39.063,37.598,38.425,39.077,37.96,39.234,40.418,39.953,38.732,39.439,39.531,39.522,39.578,38.752
1107,B,False,51.759,56.59,56.952,56.879,57.841,57.166,57.135,56.614,56.488,56.689,56.125,56.03,55.951,55.964,55.778,55.32,55.208,55.364,56.524,55.558,56.042,54.664,54.826,55.638,55.023,55.76,55.754,55.852,54.955,55.469,54.814,53.455,54.675,55.105,54.057,54.562,54.659,54.732,54.615,56.382
1108,B,False,29.237,28.927,28.56,28.195,29.065,29.346,28.284,29.099,29.488,29.154,28.556,28.15,27.902,29.833,28.307,28.151,27.503,27.677,27.257,28.061,28.668,28.278,27.938,28.542,27.211,27.13,27.251,27.011,26.351,26.306,26.547,26.409,26.229,26.143,26.285,27.046,26.649,26.9,25.838,25.756
1109,B,True,24.697,24.932,25.213,24.976,25.251,25.328,25.183,25.307,25.254,25.559,25.451,25.384,25.37,25.196,25.304,25.229,25.579,25.545,26.071,26.13,25.911,26.452,26.348,26.256,26.274,25.999,26.044,26.134,26.278,26.52,26.466,26.272,26.404,26.07,26.276,26.674,26.149,26.426,26.004,26.134
1110,B,False,43.313,44.029,43.961,43.74,43.738,43.539,43.657,43.714,43.662,43.141,42.688,42.605,42.253,42.389,41.762,42.062,42.046,42.294,42.327,42.078,42.048,42.096,42.442,41.941,42.134,42.276,41.927,42.42,42.619,42.645,42.533,42.534,42.148,41.859,42.441,42.759,42.204,42.091,42.826,41.852
1111,B,False,44.037,44.508,43.888,43.936,43.767,43.715,43.593,43.753,44.148,44.419,44.119,43.913,43.848,43.374,43.484,43.071,42.769,42.718,42.97,42.483,42.47,43.06,42.527,42.387,42.535,42.179,42.765,41.849,41.555,42.008,41.434,42.006,42.173,42.051,42.349,42.154,42.298,42.687,42.358,42.512
1112,B,False,52.14,52.78,51.695,53.643,54.955,55.701,52.986,52.361,52.049,52.305,51.148,51.803,50.46,50.588,50.52,50.103,49.238,50.326,49.914,49.057,47.517,49.427,47.534,48.627,47.679,48.649,48.971,48.457,48.333,48.081,47.508,47.92,48.961,47.646,48.472,47.547,47.881,48.092,49.338,48.359
1113,B,True,37.526,37.89,37.818,37.513,36.675,37.558,36.576,36.942,37.407,37.608,37.45,37.894,37.578,38.198,37.971,38.918,38.29,38.362,38.097,38.507,37.407,37.689,38.593,38.206,38.178,38.144,37.759,38.622,39.299,37.786,37.921,38.196,38.444,37.884,38.249,38.652,38.351,38.389,38.119,38.076
1114,B,False,53.891,54.1,53.77,53.55,53.779,53.905,53.118,53.494,53.077,52.629,52.496,52.421,52.303,51.939,51.867,51.579,51.564,51.553,51.272,51.317,50.533,50.725,50.891,50.738,50.832,50.291,49.681,49.488,49.8,49.825,50.234,50.711,50.036,49.368,49.632,49.184,49.409,49.481,49.374,49.624
1115,B,False,41.768,42.115,41.968,41.536,41.904,41.904,41.717,41.312,41.399,41.771,41.456,41.535,41.361,41.367,41.374,41.397,41.439,41.131,40.755,41.572,41.831,41.694,42.225,42.39,42.122,41.741,41.607,41.506,41.712,42.254,42.028,41.778,42.127,42.048,42.167,42.389,41.808,41.396,40.834,41.608
1116,B,False,31.659,32.035,31.607,31.972,32.134,32.451,33.704,31.679,31.775,31.678,31.533,31.382,32.478,33.231,31.26,31.041,30.804,28.968,29.236,29.551,30.324,30.606,31.076,31.292,30.748,29.998,30.873,30.994,29.64,29.317,29.819,30.699,30.412,30.05,30.525,30.503,30.765,30.43,30.491,30.32
1117,B,False,31.595,31.265,31.589,31.745,32.081,31.913,31.91,31.68,31.379,31.933,31.887,31.876,31.393,31.465,31.333,31.517,31.439,31.507,31.357,31.083,31.163,31.02,31.295,31.175,30.772,30.58,30.647,30.615,30.27,30.211,30.639,30.431,30.356,30.024,29.784,29.776,29.857,29.721,29.55,29.708
1118,B,False,26.685,26.58,26.409,26.88,26.535,26.831,26.822,26.375,26.071,26.065,25.95,26.057,26.23,26.116,26.731,25.75,26.126,26.081,26.416,25.943,25.862,25.943,25.265,25.842,26.203,26.32,26.292,25.877,25.947,25.811,26.611,26.278,26.004,26.118,26.145,27.065,26.593,26.473,27.355,27.22
1119,B,True,40.772,40.927,40.778,41.101,40.959,40.958,41.166,41.152,41.537,41.678,41.81,41.769,41.757,41.951,42.096,41.91,42.042,41.843,41.796,41.658,41.6,41.735,41.863,42.24,42.371,42.142,42.508,42.634,42.747,42.807,42.545,42.702,42.791,42.896,43.161,43.157,43.501,43.808,43.608,43.638
1120,B,False,56.831,55.872,55.625,56.539,56.307,57.476,56.153,55.516,56.019,55.983,51.759,56.59,56.952,56.879,57.841,57.166,57.135,56.614,56.488,56.689,56.125,56.03,55.951,55.964,55.778,55.32,55.208,55.364,56.524,55.558,56.042,54.664,54.826,55.638,55.023,55.76,55.754,55.852,54.955,55.469
1121,B,False,43.143,44.306,43.474,42.889,42.712,43.601,43.416,42.731,43.303,43.635,43.478,44.531,44.095,43.528,44.345,43.972,44.731,44.093,43.885,42.967,43.401,43.466,43.127,43.081,42.814,42.673,42.539,42.943,43.064,42.29,42.252,41.536,42.274,41.807,40.788,41.108,41.865,41.268,41.773,41.641
1122,B,False,37.802,38.823,38.564,38.281,39.009,38.777,38.618,38.917,38.511,38.528,38.913,39.013,39.198,39.051,39.344,39.618,39.853,39.595,39.939,39.56,39.685,39.62,40.052,40.575,40.369,40.805,40.615,40.074,40.223,40.143,40.104,40.358,39.845,40.069,40.349,40.715,41.015,41.057,41.085,41.361
1123,B,False,45.449,45.222,45.054,45.213,45.357,44.705,44.397,44.006,43.727,43.646,44.139,44.576,44.363,44.541,44.699,44.585,44.551,44.251,44.241,44.004,44.147,44.453,44.369,44.296,44.062,43.443,43.847,44.242,44.372,44.785,44.228,44.055,44.569,44.982,44.653,44.652,44.611,44.677,44.795,45.323
1124,B,False,35.483,35.051,35.101,34.951,34.999,34.594,33.966,34.954,33.681,33.756,33.707,33.192,32.892,32.261,33.305,33.387,33.099,33.167,33.669,33.18,32.876,33.196,32.525,32.627,32.874,32.833,32.671,33.067,32.422,32.252,32.108,32.123,31.883,31.777,31.39,31.711,31.649,31.233,30.662,30.973
1125,B,True,32.397,32.629,32.525,31.92,33.565,31.85,32.598,32.922,32.45,32.758,33.599,33.289,32.355,31.938,31.536,31.758,30.758,30.662,29.488,29.313,29.401,28.568,28.69,28.797,29.673,29.956,29.295,30.164,29.812,29.954,29.912,29.858,30.146,30.394,29.95,29.584,29.958,30.135,30.163,30.048
1126,B,False,34.484,34.689,34.965,35.064,34.662,34.662,34.631,34.746,35.156,35.593,35.701,35.913,35.351,35.488,35.864,36.168,35.543,36.136,36.28,36.042,36.124,35.975,35.948,35.692,36.221,36.395,36.291,36.155,36.074,35.951,36.112,36.493,36.593,36.936,37.14,37.23,36.98,37.033,37.246,37.228
1127,B,False,30.421,30.394,30.366,30.463,29.806,30.367,30.262,29.774,30.015,29.925,30.203,30.372,30.444,30.105,30.922,30.647,30.662,30.672,30.803,31.018,30.851,31.321,31.219,31.29,31.292,30.91,30.654,30.809,30.667,30.728,30.586,30.4,30.297,30.397,30.269,45.174,45.085,30.351,30.681,30.397
1128,B,False,41.96,42.187,40.789,40.201,41.26,40.996,41.454,42.074,41.348,41.033,41.802,40.802,43.636,42.212,41.716,41.758,39.15,41.933,40.873,40.244,39.609,37.543,36.429,34.513,35.304,37.438,37.096,36.999,37.739,37.432,35.135,35.727,37.221,35.533,36.654,35.978,35.969,34.412,33.971,33.773
1129,B,False,35.879,35.756,35.937,36.034,35.936,36.013,36.04,35.669,36.643,36.881,36.847,36.811,37.075,36.787,37.12,36.935,36.995,37.02,37.234,36.628,36.51,36.489,36.609,36.395,36.421,36.519,36.698,36.815,36.532,36.631,37.022,36.884,36.593,36.339,36.553,36.868,38.034,37.966,37.982,37.698
1130,B,True,49.472,49.432,49.791,50.729,49.827,50.97,50.758,49.755,50.444,50.872,50.164,51.457,51.962,51.595,52.73,52.814,51.933,52.188,52.341,52.28,52.192,51.864,52.346,51.804,52.407,51.606,53.177,53.123,53.239,52.547,52.127,53.702,53.949,54.123,54.194,54.159,53.569,54.487,55.083,54.136
1131,B,False,40.471,40.914,41.107,40.86,40.08,40.968,40.653,40.732,41.125,41.278,41.03,40.759,41.92,41.781,41.605,42.304,42.119,42.654,41.168,42.094,42.131,41.922,41.244,41.267,41.323,41.649,40.898,40.085,40.538,40.728,40.286,39.996,39.535,38.604,39.599,38.881,38.888,39.747,40.312,40.927
1132,B,False,54.438,54.124,54.156,54.39,54.615,54.843,55.443,56.16,56.78,56.843,56.834,56.542,57.26,57.283,57.19,56.755,56.755,56.61,56.423,56.303,56.214,56.177,56.081,55.981,55.496,55.488,55.135,55.107,55.001,55.158,54.915,54.891,54.705,54.651,54.336,54.284,53.836,54.047,54.284,53.756
1133,B,False,33.966,33.789,33.75,33.826,33.931,33.493,33.653,33.676,33.539,33.682,33.533,33.653,33.915,33.59,33.986,34.074,34.38,34.084,34.358,34.254,34.549,34.135,34.697,34.685,35.088,34.973,34.215,34.745,34.507,34.323,34.811,33.805,34.326,33.867,33.903,33.343,33.83,33.73,33.147,33.307
1134,B,False,31.11,30.874,31.669,30.366,31.042,29.959,29.815,31.031,30.901,30.778,30.306,30.777,30.85,31.099,31.365,31.647,31.583,32.796,33.622,31.418,32.861,32.11,31.137,31.768,31.641,31.323,31.414,29.653,29.385,29.429,30.354,30.74,31.237,30.135,30.254,29.438,29.091,28.676,28.592,29.676
1135,B,False,52.684,51.668,51.276,50.935,53.522,52.335,51.904,52.283,55.085,55.384,55.403,53.856,54.799,54.625,54.292,53.904,55.195,52.497,55.333,54.84,54.607,54.45,54.568,54.51,54.714,54.02,53.428,53.507,53.573,53.636,53.411,53.836,53.872,54.186,54.485,54.455,54.655,55.436,56.335,56.238
1136,B,False,55.378,55.268,55.263,55.224,55.057,55.192,55.376,54.862,54.468,54.237,53.931,54.813,54.187,53.857,53.91,54.055,53.778,53.833,53.8,54.011,53.469,53.36,53.399,54.054,53.622,53.44,53.658,53.741,53.772,53.867,53.794,53.412,53.757,53.855,53.447,53.848,54.011,54.005,54.17,54.313
1137,B,True,50.743,50.496,50.619,50.355,49.83,49.396,49.277,49.003,48.904,48.639,48.745,48.433,48.223,48.038,47.477,47.612,47.467,47.782,47.953,47.853,47.555,48.121,48.009,47.65,47.566,47.848,47.417,47.159,46.724,46.892,46.526,46.011,45.798,45.86,46.195,46.18,45.717,45.961,45.557,45.132
1138,B,False,27.769,27.673,28.188,28.276,27.937,28.424,28.049,27.878,27.913,27.89,27.943,27.815,28.122,28.214,28.695,28.977,28.964,29.019,29.661,29.551,28.818,28.587,28.862,29.297,29.671,30.126,29.079,29.157,29.016,30.037,28.866,28.891,29.287,28.907,28.267,28.425,28.12,28.083,28.427,28.003
1139,B,False,53.849,53.733,52.534,51.937,51.638,51.273,50.161,50.276,49.9,49.065,48.309,47.794,49.192,48.063,48.745,48.813,50.278,51.314,50.798,50.379,50.366,50.302,49.685,49.576,49.187,49.331,50.363,49.602,50.409,50.41,50.556,49.81,50.582,49.49,50.013,49.288,48.84,49.525,49.468,49.467
1140,B,False,20.138,20.241,19.967,19.978,20.092,20.154,20.228,20.455,20.469,20.002,20.187,19.808,20.042,19.726,20.137,20.052,19.889,19.535,19.818,19.807,19.866,19.911,19.962,20.301,20.034,19.962,20.475,20.024,20.251,20.241,20.153,20.394,20.053,20.247,20.037,19.972,19.931,20.414,20.218,20.477
1141,B,False,43.868,45.163,46.299,45.399,46.499,48.553,47.802,47.73,48.887,47.683,48.534,49.413,47.932,46.284,46.594,46.648,46.603,46.921,47.009,46.51,47.82,48.482,47.739,46.089,46.722,45.74,44.961,44.343,43.536,43.394,42.981,42.67,42.811,41.897,41.8,41.598,41.632,40.718,38.284,40.328
1142,B,False,55.772,55.809,56.265,56.104,56.335,56.458,56.501,56.382,56.227,56.723,56.893,56.959,56.857,56.801,57.478,57.406,57.382,56.857,56.972,56.951,57.046,56.981,56.879,57.15,57.387,57.447,57.07,56.409,56.139,55.5,54.861,54.813,54.776,54.645,54.371,53.794,53.826,54.29,54.445,54.857
1143,B,False,25.251,25.328,25.183,25.307,25.254,25.559,25.451,25.384,25.37,25.196,25.304,25.229,25.579,25.545,26.071,26.13,25.911,26.452,26.348,26.256,26.274,25.999,26.044,26.134,26.278,26.52,26.466,26.272,26.404,26.07,26.276,26.674,26.149,26.426,26.004,26.134,25.807,25.986,25.99,26.074
1144,B,False,36.171,36.021,35.84,35.64,35.764,35.539,35.688,36.116,35.854,35.92,35.413,35.572,35.531,35.521,35.542,35.68,35.754,36.042,36.171,35.439,35.387,35.428,35.672,34.956,34.984,34.904,35.311,35.066,34.562,34.373,34.874,34.984,35.095,34.833,35.242,34.99,35.016,34.839,34.758,34.821
1145,B,False,30.27,30.281,30.345,30.471,30.75,30.053,30.357,30.234,30.277,30.169,30.316,30.314,30.198,30.303,30.087,30.021,29.527,30.275,30.292,29.742,29.489,29.445,29.293,29.64,29.104,29.378,29.444,29.535,29.164,30.121,29.686,29.546,29.155,29.378,29.12,28.944,29.213,28.869,29.324,28.756
1146,B,False,43.795,44.361,44.877,44.573,44.738,44.55,42.764,43.381,43.988,42.955,43.492,43.491,43.71,43.719,41.187,41.318,41.75,41.46,41.682,41.81,42.069,42.928,41.823,41.441,40.663,39.764,40.521,40.413,40.977,41.284,42.373,42.49,42.168,41.139,41.797,43.618,44.486,43.756,44.928,44.519
1147,B,False,45.983,46.099,46.599,47.011,47.269,47.35,47.774,47.726,47.389,47.519,47.648,47.793,48.262,48.301,48.376,48.207,48.309,48.718,48.793,48.709,48.282,48.484,49.605,49.792,49.304,49.244,49.553,49.654,49.735,49.531,49.307,49.301,49.329,49.944,49.086,49.6,49.278,49.677,49.085,49.357
1148,B,False,40.633,40.118,40.21,40.0,39.415,39.575,39.778,39.445,39.787,39.697,39.752,39.919,39.832,39.937,40.304,39.859,40.103,40.366,39.781,39.372,39.647,39.689,39.806,40.145,39.793,38.936,38.903,38.8,38.667,38.763,38.474,38.402,38.59,38.483,37.911,38.113,38.117,37.754,37.426,37.705
1149,B,False,49.416,47.352,51.132,52.469,53.977,54.363,52.931,52.89,51.0,49.82,48.39,48.065,47.454,47.783,48.656,49.737,47.486,48.345,47.722,45.966,47.147,47.745,46.21,44.006,44.134,44.855,43.152,44.277,44.958,44.088,42.977,44.334,44.537,44.399,45.463,44.81,45.059,43.306,44.575,44.748
1150,B,False,41.289,41.567,41.5,41.502,40.811,40.605,41.286,41.602,41.424,40.407,39.946,40.591,41.149,40.834,40.23,40.413,41.156,40.181,40.074,40.15,39.828,40.33,40.275,39.791,39.998,39.615,39.408,39.795,39.251,39.146,39.604,38.509,38.616,38.825,39.348,39.677,39.585,39.42,39.072,39.391
1151,B,False,46.846,45.501,46.188,46.834,46.018,46.525,46.64,46.76,47.376,47.228,47.196,46.968,47.755,48.111,48.402,48.345,47.879,47.5,48.395,48.644,49.311,49.27,47.867,48.598,48.572,48.276,48.114,48.535,48.935,49.089,48.944,50.16,49.779,49.68,49.996,50.132,50.726,49.698,49.754,49.465
1152,B,False,31.987,31.554,31.021,31.933,32.399,32.626,32.13,32.848,32.736,32.755,32.616,32.025,32.571,32.725,33.022,33.093,33.069,33.031,33.429,33.331,33.319,32.575,32.4,32.434,32.841,33.075,32.735,33.043,33.047,32.109,32.567,33.348,33.755,34.284,33.221,34.203,34.356,33.789,33.552,33.912
1153,B,False,60.756,60.803,61.613,61.593,61.986,62.079,62.605,62.109,61.627,62.022,62.005,62.332,61.755,62.09,61.699,62.396,62.826,62.358,61.823,61.633,60.883,60.005,59.351,59.888,59.847,60.148,59.681,59.883,60.728,60.608,60.716,60.983,61.047,60.93,61.096,61.522,61.82,61.811,62.024,61.675
1154,B,False,25.435,25.374,26.03,27.067,27.399,27.197,26.01,26.148,27.112,26.221,26.043,24.615,24.747,25.232,27.073,26.9,27.832,26.631,25.428,25.691,26.342,26.747,25.551,26.008,25.373,25.5,26.489,29.031,28.476,27.425,28.606,26.552,26.243,27.601,25.521,26.519,26.2,25.44,25.962,25.994
1155,B,True,34.571,33.863,33.549,33.129,33.301,33.262,33.179,33.348,33.011,32.965,33.063,33.168,33.242,33.282,32.876,33.134,33.522,33.764,33.508,33.375,32.801,32.744,32.958,32.776,32.499,32.577,32.823,32.576,32.383,32.663,32.499,32.553,32.321,32.427,32.233,32.027,32.097,32.291,32.302,31.901
1156,B,True,29.196,28.811,28.3,28.151,28.378,27.597,27.694,28.062,28.233,28.11,28.116,28.216,28.953,28.317,28.952,28.443,28.663,28.754,28.75,28.683,28.627,29.371,29.454,29.698,29.544,29.04,29.602,29.315,29.185,29.403,29.605,29.716,29.232,29.539,29.293,29.052,28.84,28.952,29.029,28.402
1157,B,True,15.05,15.298,16.224,20.565,20.165,20.6,24.169,25.41,27.666,31.282,32.238,32.896,35.08,35.977,39.19,40.203,40.214,40.52,42.382,43.591,44.653,43.859,43.188,45.76,42.963,42.039,42.206,41.293,41.185,43.054,43.791,41.601,39.861,41.442,41.788,42.366,40.653,40.309,42.124,41.331
1158,B,False,56.321,56.258,56.002,55.925,55.75,55.987,56.198,56.825,56.668,55.518,56.337,56.623,57.004,56.949,56.967,56.747,56.782,56.927,56.488,56.519,56.176,56.014,56.041,55.808,55.915,55.675,55.627,55.429,55.275,55.461,55.401,55.729,55.234,54.387,54.35,53.722,53.69,53.757,53.432,53.433
1159,B,False,30.024,29.86,29.699,29.527,29.231,28.975,29.271,29.018,28.795,28.77,28.793,28.697,28.577,28.651,28.795,29.062,28.797,28.555,28.822,28.509,28.258,28.333,28.385,28.402,28.457,28.435,28.28,28.08,28.331,28.056,27.981,28.166,28.273,28.348,28.19,28.071,28.442,28.067,28.023,28.061
1160,B,False,35.204,34.458,34.951,34.534,35.198,35.876,34.693,35.19,35.502,35.974,35.775,35.796,36.385,35.797,35.344,36.11,35.124,34.737,35.981,35.79,36.37,36.0,36.102,35.802,35.778,36.367,35.94,36.45,36.825,37.268,36.548,37.195,36.461,36.621,36.562,36.922,36.903,37.274,36.597,37.718
1161,B,False,50.892,50.743,50.496,50.619,50.355,49.83,49.396,49.277,49.003,48.904,48.639,48.745,48.433,48.223,48.038,47.477,47.612,47.467,47.782,47.953,47.853,47.555,48.121,48.009,47.65,47.566,47.848,47.417,47.159,46.724,46.892,46.526,46.011,45.798,45.86,46.195,46.18,45.717,45.961,45.557
1162,B,False,55.305,54.394,54.637,54.591,54.454,54.452,54.823,54.286,54.577,54.894,55.777,55.413,55.487,55.344,55.737,55.251,54.793,54.543,54.619,54.774,54.356,54.451,54.341,54.707,54.662,54.312,53.948,54.411,54.307,53.899,53.472,52.897,53.884,53.599,53.415,54.15,53.842,54.031,53.711,53.215
1163,B,False,45.913,45.243,47.532,46.936,46.555,45.583,45.304,46.335,45.236,44.333,46.296,44.244,44.941,44.062,44.42,43.812,43.806,43.517,42.855,43.499,43.313,43.133,43.358,43.976,44.487,44.544,44.763,44.795,44.74,44.705,44.804,44.897,46.366,46.156,47.197,47.405,48.382,46.423,48.145,46.922
1164,B,False,42.118,41.473,41.753,41.637,41.647,42.383,41.776,42.154,42.045,41.403,41.107,41.202,41.732,41.461,42.25,42.006,41.575,41.147,40.701,40.971,40.627,40.678,40.622,40.397,40.114,40.046,41.135,41.363,42.039,41.989,41.688,42.104,41.843,41.816,42.458,42.001,42.135,42.085,42.071,41.705
1165,B,False,46.689,46.055,46.228,46.687,46.454,46.181,45.641,45.742,46.134,46.366,46.609,46.204,46.408,47.072,46.932,46.79,46.682,46.949,46.79,48.642,49.841,50.506,51.376,51.255,50.412,52.069,52.232,52.819,52.684,51.668,51.276,50.935,53.522,52.335,51.904,52.283,55.085,55.384,55.403,53.856
1166,B,False,37.178,36.698,36.798,36.747,36.185,36.139,36.164,36.028,36.073,36.001,36.404,36.913,36.947,37.398,37.656,37.592,37.676,37.432,37.451,37.328,37.514,37.582,37.593,37.206,37.305,37.205,37.357,37.263,37.394,37.503,37.099,37.06,37.658,37.423,37.59,37.551,37.635,37.27,37.03,39.221
1167,B,False,42.542,43.336,43.644,44.053,43.745,45.167,44.822,42.968,42.857,42.575,41.626,41.466,41.956,41.042,39.895,40.056,40.136,40.359,39.582,39.386,40.083,40.437,39.675,40.261,41.369,41.277,40.903,41.021,40.432,41.214,41.693,42.709,43.213,40.981,40.942,41.261,42.805,40.183,40.368,40.062
1168,B,False,42.198,41.859,42.443,41.574,41.654,41.575,42.233,42.393,42.774,42.304,41.489,42.305,42.641,42.532,42.488,42.217,42.924,43.086,42.433,41.801,41.182,42.434,42.557,42.043,42.81,42.612,43.403,44.238,43.61,43.709,42.651,42.072,42.569,41.664,40.895,40.495,40.62,39.358,39.593,39.602
1169,B,False,22.821,22.827,22.764,22.873,22.631,22.636,22.53,22.332,22.255,22.154,22.261,22.009,22.281,22.327,22.23,22.312,22.311,22.418,22.503,22.526,22.528,22.705,22.986,22.703,22.644,22.679,22.687,22.837,22.625,22.559,22.428,22.58,22.417,22.545,22.496,22.733,22.665,22.848,22.76,22.959
1170,B,False,56.171,56.116,53.066,53.912,53.529,52.866,53.456,52.955,54.447,52.116,54.588,55.724,52.656,52.23,49.828,50.993,50.01,47.028,48.018,42.844,38.731,23.763,34.391,27.424,25.779,29.075,27.905,29.723,25.377,25.285,26.732,27.504,21.382,21.316,20.993,26.258,0.0,0.0,0.0,0.0
1171,B,False,43.354,42.959,43.588,42.929,43.254,42.772,43.017,43.167,43.068,42.818,42.887,43.006,42.945,43.238,43.28,43.524,43.613,43.093,43.637,44.077,43.977,44.345,44.221,44.324,44.094,44.326,44.271,44.279,44.514,43.875,43.82,44.33,44.03,43.197,44.079,44.354,43.996,43.878,44.12,44.107
1172,B,False,38.733,38.332,38.014,38.239,37.678,36.855,37.511,37.064,37.346,37.031,37.242,37.399,37.382,37.46,37.212,37.628,37.426,37.101,36.762,36.976,37.01,37.305,37.152,37.179,37.398,37.338,37.474,37.059,37.163,37.226,37.141,37.176,37.282,37.167,37.152,36.889,37.284,37.249,37.281,37.443
1173,B,False,58.535,58.691,57.972,57.857,58.546,58.606,59.039,58.43,58.882,58.769,58.893,58.805,59.232,59.174,59.57,59.796,59.776,59.275,59.377,58.877,59.833,59.082,59.313,59.503,59.465,59.118,58.618,59.118,58.525,58.766,58.626,58.339,58.771,58.713,58.466,58.889,58.726,58.138,58.596,56.731
1174,B,False,30.913,30.62,30.669,30.754,30.803,30.643,31.122,31.235,31.053,31.052,31.33,31.452,31.71,31.484,31.215,31.47,31.574,31.166,31.441,31.327,31.584,31.412,31.579,31.838,32.021,32.125,32.408,32.617,32.559,32.042,32.242,31.6,31.967,31.713,31.966,31.737,31.172,31.073,31.292,31.522
1175,B,False,27.424,27.904,27.946,27.703,28.347,27.878,28.585,28.325,28.703,28.495,28.871,29.193,27.541,28.238,27.928,28.058,27.537,28.056,27.893,28.202,28.644,29.628,28.796,29.421,29.913,30.041,29.679,29.031,29.126,29.656,30.339,29.983,29.844,30.856,30.815,31.022,31.822,31.944,32.33,34.197
1176,B,False,39.45,39.442,39.539,39.308,38.919,39.134,38.51,38.146,38.495,39.336,38.28,38.397,37.488,38.256,38.869,38.596,37.965,38.107,38.078,37.85,36.771,36.375,36.655,35.973,36.018,36.016,35.841,36.624,36.263,36.464,36.358,36.29,35.536,35.744,36.124,35.725,34.953,35.042,34.528,35.159
1177,B,False,47.095,46.681,46.516,46.112,46.765,46.578,46.801,46.497,46.751,46.475,46.548,46.718,46.676,46.665,46.418,46.779,47.048,47.068,47.154,46.941,46.44,46.607,46.627,46.162,46.361,46.502,47.066,47.573,47.716,47.384,47.739,48.214,48.476,49.065,48.692,48.711,49.256,49.262,48.805,48.588
1178,B,False,27.586,27.652,27.76,27.526,27.602,27.661,27.754,27.821,27.674,27.779,27.748,27.812,28.017,28.121,28.014,28.139,28.243,28.1,27.952,27.996,28.101,28.396,28.797,28.626,28.882,29.127,29.111,28.785,28.92,28.767,28.574,28.02,28.591,28.197,28.051,28.367,28.663,28.566,28.481,28.539
1179,B,False,40.942,41.129,39.367,39.574,38.578,37.766,38.222,37.676,37.7,36.307,35.642,36.107,36.067,37.124,37.125,36.067,36.965,37.172,37.056,37.119,37.662,38.275,37.894,38.015,38.773,39.43,38.09,38.399,39.633,39.78,39.85,40.043,39.99,39.447,39.525,39.454,39.309,38.962,39.354,39.094
1180,B,False,43.951,43.795,43.198,43.017,43.25,43.443,43.63,43.655,44.226,44.322,44.514,44.432,44.749,44.937,44.924,44.869,44.641,44.651,44.988,44.964,44.428,44.412,44.261,44.366,44.755,44.674,44.75,45.085,45.123,45.288,45.295,45.551,45.731,45.851,45.977,46.264,46.33,46.383,46.827,47.054
1181,B,False,26.682,26.675,26.245,25.939,26.901,26.795,26.448,27.308,27.15,27.174,27.732,25.932,26.494,27.545,25.264,25.273,24.713,24.89,25.58,25.864,24.977,24.483,25.217,25.129,25.027,25.233,24.832,24.729,24.919,25.822,25.232,25.518,25.617,26.104,25.848,25.532,25.256,25.308,25.53,25.798
1182,B,True,35.754,35.108,35.545,34.955,34.439,35.29,34.257,34.289,34.44,34.596,35.154,35.148,34.964,33.869,33.854,34.602,35.08,35.687,35.186,35.183,35.78,35.22,34.977,35.123,35.635,35.829,35.557,35.153,34.777,34.968,35.066,35.12,35.163,34.056,34.671,34.756,34.455,34.032,33.86,35.04
1183,B,False,50.503,49.904,51.236,51.285,50.476,49.072,49.84,49.292,49.358,47.965,47.426,46.604,45.516,44.529,43.7,43.967,42.843,40.513,39.843,39.931,39.521,40.327,39.489,39.626,39.557,39.584,39.84,39.849,39.183,38.807,38.482,38.722,39.036,38.824,38.084,38.567,38.67,37.522,37.821,37.213
