,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5,d_l_f_6,d_l_f_7,d_l_f_8,d_l_f_9,d_l_f_10,d_l_f_11,d_l_f_12,d_l_f_13,d_l_f_14,d_l_f_15,d_l_f_16,d_l_f_17,d_l_f_18,d_l_f_19,d_l_f_20,d_l_f_21,d_l_f_22,d_l_f_23,d_l_f_24,d_l_f_25,d_l_f_26,d_l_f_27,d_l_f_28,d_l_f_29,d_l_f_30,d_l_f_31,d_l_f_32,d_l_f_33,d_l_f_34,d_l_f_35,d_l_f_36,d_l_f_37,d_l_f_38,d_l_f_39,d_l_f_40
544,M,True,154.04,153.52,153.03,152.7,152.68,153.02,154.12,154.64,156.14,156.76,155.65,153.96,154.61,155.64,155.83,158.11,155.49,155.82,153.81,154.62,154.32,155.89,157.68,155.8,156.74,155.3,157.21,158.28,158.09,158.52,158.75,159.6,160.79,161.11,160.89,161.28,160.13,158.44,156.98,157.11
545,M,False,191.88,193.35,193.83,194.09,186.76,191.76,193.09,194.48,192.76,191.98,191.2,191.02,189.93,189.72,189.74,189.81,191.42,190.51,190.92,193.14,193.18,192.49,192.45,193.29,193.9,193.53,195.27,197.41,198.01,196.74,196.9,197.22,195.62,194.99,194.44,195.77,193.56,184.5,183.68,182.66
546,M,True,0.0,0.0,0.0,0.0,37.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.188,24.207,22.827,22.817,22.156,21.362,21.749,20.616,21.737,21.737,21.326,21.617,21.56,19.105,18.439,0.0,0.0,24.166,23.77,23.77,23.409,23.409,0.0,0.0,0.0,0.0
547,M,False,21.737,21.326,21.617,21.56,19.105,18.439,0.0,0.0,24.166,23.77,23.77,23.409,23.409,0.0,0.0,0.0,0.0,36.056,36.056,36.056,0.0,0.0,0.0,73.007,73.007,73.41,73.824,74.25,73.79,74.686,74.243,74.686,76.026,76.026,75.133,75.591,75.591,76.942,76.059,76.942
548,M,False,74.25,75.321,76.249,75.853,75.871,76.863,75.225,14.319,77.505,75.633,76.542,76.684,75.871,77.37,77.088,76.748,76.267,77.205,63.517,78.114,55.435,65.974,59.168,69.425,66.449,59.493,58.058,61.856,65.739,66.655,80.154,69.556,70.497,61.357,59.138,53.219,64.397,61.533,67.126,63.442
549,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9443,8.0623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,M,False,232.48,231.31,232.5,231.22,230.74,229.95,231.39,231.15,231.59,230.93,232.08,234.7,235.44,234.32,233.43,232.58,229.83,229.39,230.53,230.41,228.86,227.77,230.52,227.14,225.63,228.0,225.04,225.17,226.6,227.06,222.89,225.37,224.54,222.17,220.76,218.18,218.75,215.05,216.02,215.15
552,M,False,29.628,29.043,30.258,30.412,84.159,81.834,79.775,78.62,80.35,84.117,79.504,95.417,94.679,94.398,95.287,94.658,94.274,94.004,92.845,92.962,93.19,93.067,93.574,93.321,93.003,92.28,93.157,92.134,92.372,92.788,92.107,91.707,75.319,76.564,75.169,76.579,75.019,74.425,79.746,80.703
553,M,False,96.605,91.688,85.837,91.58,92.114,91.842,87.925,89.808,89.881,91.265,93.544,89.592,93.35,93.374,95.402,94.889,95.541,95.888,95.825,96.677,97.938,98.919,99.885,99.503,101.6,101.58,100.02,100.22,102.41,101.52,98.911,95.059,94.432,95.579,98.676,99.013,100.53,100.53,101.33,100.99
554,M,False,85.735,80.41,85.357,85.844,91.504,91.202,96.157,94.59,96.937,90.525,92.682,100.5,94.209,90.294,90.289,82.849,85.718,92.71,90.279,91.284,94.596,93.091,95.261,92.516,85.405,87.569,89.278,82.866,88.995,91.263,82.51,95.103,92.783,95.333,98.01,96.123,95.009,110.87,113.34,111.72
555,C,True,19.996,20.925,20.159,20.793,22.293,23.105,21.721,16.551,22.164,21.538,22.184,22.004,22.159,22.752,21.87,22.366,22.84,21.906,23.113,23.208,22.016,22.847,22.204,21.99,21.632,21.499,22.784,23.084,21.894,21.699,20.949,20.483,19.385,20.938,20.839,21.99,22.443,21.442,20.869,21.126
556,C,True,44.873,45.354,45.4,45.379,46.035,45.092,20.098,21.019,29.982,29.315,27.501,257.85,258.02,130.31,19.201,17.53,17.66,17.39,15.264,16.408,12.198,13.216,18.863,24.268,24.607,24.812,37.21,50.752,31.091,35.205,52.784,49.869,46.856,41.463,40.221,48.177,48.642,48.257,47.422,47.122
557,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.45,293.46,296.04,268.1,268.65,263.57,268.7,61.4,0.0,0.0,67.119,0.0,111.09,112.06,94.081,94.394,92.413,93.235,96.19,100.88,103.21,104.51,107.34,98.702,101.59,104.18,102.66,103.55,104.68,104.98
558,C,False,535.15,535.33,540.21,540.55,536.38,540.03,533.28,524.65,529.4,527.2,523.47,537.89,513.68,534.5,522.92,530.57,544.08,535.26,528.25,543.46,553.21,540.9,561.19,564.36,560.6,561.55,572.88,558.91,586.88,573.36,573.43,573.1,443.46,459.2,587.5,582.37,449.47,603.29,457.99,467.29
559,C,False,240.03,240.35,240.19,241.01,241.01,240.19,240.03,241.01,241.17,240.03,241.17,242.16,241.17,241.17,240.03,240.03,240.19,241.01,241.01,241.17,241.17,241.17,241.17,242.16,242.16,242.16,242.0,242.16,241.17,241.17,241.01,240.86,240.86,242.0,242.16,242.0,241.85,241.85,241.85,241.85
560,C,False,24.562,27.223,24.877,28.162,27.393,74.682,76.603,73.497,50.92,64.34,46.793,29.904,37.209,32.921,44.403,40.504,81.6,54.996,52.432,61.061,82.762,60.329,63.035,71.439,62.261,79.206,48.097,59.568,60.369,52.715,45.848,53.153,53.477,45.117,47.39,56.362,53.414,63.324,72.36,65.978
561,C,False,461.24,452.0,409.53,312.36,288.1,408.59,443.27,431.02,446.68,439.95,451.76,413.73,433.64,426.78,430.61,432.38,433.03,128.4,152.6,150.42,146.37,166.35,173.55,118.66,106.99,97.963,97.348,87.761,72.954,57.944,47.457,44.896,37.495,42.714,28.949,30.129,31.476,23.508,18.87,17.267
562,C,False,97.0,96.26,0.0,0.0,95.36,68.68,73.246,74.813,75.213,74.632,77.104,77.936,78.772,78.23,79.925,80.777,80.777,82.152,82.492,83.355,83.726,84.599,84.599,85.475,84.393,69.816,56.433,48.757,46.163,36.623,24.759,24.042,23.345,32.316,31.198,62.883,62.604,61.808,61.88,62.448
563,C,True,644.64,643.8,646.24,645.5,643.62,645.0,646.26,655.62,650.32,645.09,646.78,650.03,659.46,666.07,665.11,664.35,662.52,665.11,670.62,666.74,662.16,665.71,666.47,663.97,670.89,672.88,671.12,679.8,683.1,684.13,688.78,687.58,691.76,692.36,691.68,694.9,692.33,693.13,692.58,690.92
564,C,False,1777.9,1780.5,1779.8,1779.1,1776.9,1767.6,1777.2,1776.6,1766.9,1755.1,1761.4,1765.5,1770.2,1772.8,1776.0,1776.7,1780.8,1780.0,1790.1,1794.5,1795.8,1793.2,1773.3,1768.8,1772.3,1795.3,1794.3,1777.5,1782.1,1795.1,1795.5,1789.5,1768.5,1763.5,1761.8,1765.3,1768.1,1769.1,1765.2,1772.3
565,C,False,261.17,260.28,259.39,259.39,259.39,259.39,259.39,259.39,259.39,259.39,259.39,259.39,258.5,258.5,258.5,259.39,258.5,258.96,258.96,258.96,258.96,258.96,258.06,258.06,258.06,258.06,258.06,258.5,258.5,258.5,258.52,257.62,258.96,254.53,259.39,259.86,259.86,259.42,259.42,259.42
566,C,False,597.27,595.0,635.08,635.55,590.91,589.81,592.82,634.95,584.34,633.08,633.18,633.43,632.43,633.56,633.62,634.69,634.67,634.36,632.8,632.18,632.2,630.13,630.89,630.27,630.58,630.38,630.49,570.35,573.97,588.77,575.88,580.06,579.6,583.11,633.94,615.7,636.82,609.46,633.57,632.93
567,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,C,True,186.44,188.05,187.86,186.93,183.47,185.52,184.02,182.67,180.67,181.19,182.06,180.81,182.05,180.17,180.34,180.0,178.23,177.53,178.66,177.72,180.69,178.72,178.56,177.54,176.03,172.73,171.88,172.79,173.19,172.77,174.1,177.08,179.97,181.94,181.94,182.83,184.01,183.47,184.24,184.45
569,C,False,969.53,971.96,972.92,966.33,967.38,967.91,966.26,962.46,960.54,959.02,961.49,960.37,959.72,957.66,956.84,958.62,962.69,961.86,963.49,959.24,957.91,960.36,959.05,955.48,952.56,950.72,951.68,954.9,951.22,949.27,947.77,950.63,949.35,950.89,955.86,955.18,957.22,956.96,957.22,957.01
570,C,False,181.55,183.44,185.37,186.79,186.1,186.77,186.37,186.81,186.96,181.53,184.45,183.42,183.64,186.17,185.97,185.83,184.85,185.22,184.46,184.52,186.04,181.98,179.25,177.85,180.59,178.44,172.29,180.2,178.57,172.44,178.67,177.76,182.63,167.69,174.17,178.95,179.01,180.06,179.19,176.46
571,C,False,299.07,298.18,295.1,294.7,294.27,294.82,298.5,295.68,296.49,296.83,297.56,306.2,307.0,307.0,307.0,307.61,308.21,308.85,309.33,309.04,308.21,309.01,309.01,308.21,308.21,307.61,307.86,307.61,307.61,306.58,306.62,307.61,298.12,306.81,297.77,306.2,297.36,293.7,297.3,294.45
572,C,False,331.03,329.16,330.69,329.04,330.21,337.1,337.14,337.12,339.18,338.37,336.79,338.59,340.45,339.98,338.71,340.59,341.09,344.12,344.51,347.15,346.4,344.03,342.76,339.52,342.47,348.71,346.61,349.39,353.69,353.52,360.14,360.31,361.44,361.31,361.3,362.04,362.18,361.95,362.13,362.21
573,C,False,569.68,570.83,569.79,568.93,569.72,571.6,572.03,572.3,571.64,571.67,570.25,572.19,574.61,575.23,576.83,576.16,575.58,572.4,573.73,574.06,575.31,576.84,575.24,574.64,573.47,572.74,575.26,575.38,573.74,572.49,574.4,574.22,574.84,573.21,572.72,574.19,573.24,572.87,572.07,572.11
574,C,False,49.041,47.272,49.041,0.0,34.205,34.205,49.332,34.828,35.609,34.828,34.828,39.219,34.828,26.41,25.133,27.272,24.482,25.964,25.449,20.763,20.001,21.067,22.111,23.397,31.067,26.645,28.643,40.0,22.367,13.416,20.801,19.755,20.661,21.042,21.705,23.434,22.837,22.371,24.425,11.402
575,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,C,False,286.68,310.78,317.14,298.26,299.86,305.75,275.89,260.96,271.03,295.21,239.57,236.92,230.67,242.24,229.43,228.8,229.6,228.29,226.12,221.44,228.59,226.37,226.19,224.57,222.71,243.48,237.97,238.8,232.02,232.34,231.56,228.73,220.86,217.66,220.89,206.56,202.39,210.43,204.65,188.75
577,C,False,871.46,870.76,872.96,867.26,868.38,871.38,876.38,890.54,889.15,887.81,880.2,886.1,890.73,896.83,885.61,877.42,880.56,887.42,885.13,892.29,898.77,899.98,894.75,894.92,890.13,874.09,879.87,878.23,878.74,871.71,867.86,879.26,873.02,870.21,870.7,857.61,856.45,850.35,842.92,849.18
578,C,True,48.545,43.403,45.437,43.893,42.012,42.012,43.878,42.0,44.429,44.135,42.0,42.241,42.0,41.012,41.012,41.283,41.012,41.012,41.012,41.049,41.049,41.049,42.94,43.701,42.47,41.012,41.092,42.24,43.088,43.394,42.789,42.239,40.786,43.157,41.137,41.104,40.299,40.324,39.942,42.945
579,C,False,703.07,682.65,699.52,699.56,702.27,722.38,580.28,577.65,570.46,567.95,582.06,559.56,544.88,559.28,547.72,531.62,526.4,529.25,529.22,499.19,549.09,529.4,518.02,516.7,510.32,503.63,506.1,508.02,494.27,478.29,493.17,477.71,502.43,497.51,483.42,484.0,472.94,465.04,469.76,464.21
580,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,C,False,1180.8,1192.2,1178.6,1169.3,1153.0,1162.8,1141.7,1161.0,1115.3,1135.4,1156.3,1175.1,1174.1,1213.4,1144.5,1186.0,1162.4,1148.9,1178.6,1201.7,1163.6,1220.9,1184.2,1172.9,1185.8,1213.1,1235.2,1211.7,1230.1,1227.0,1264.7,1221.6,1180.0,1200.0,1225.9,1235.8,1239.5,1244.7,1207.7,1178.5
582,C,False,29.128,40.594,34.015,34.428,35.128,24.564,26.944,25.73,40.025,42.828,42.541,42.627,43.352,42.275,10.577,12.66,40.499,11.326,27.936,42.566,14.403,20.585,37.25,13.683,14.659,43.13,42.77,42.389,34.437,29.137,28.116,23.2,29.043,29.033,29.036,29.032,29.038,30.005,29.0,29.0
583,C,True,0.0,71.512,71.868,71.868,72.801,72.801,55.176,73.055,0.0,0.0,48.663,74.673,74.673,74.33,75.273,75.273,74.33,75.273,75.273,74.0,74.0,0.0,20.1,21.095,0.0,0.0,74.947,74.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.024,21.024,20.025
584,C,False,14.866,15.556,15.556,14.866,14.866,14.866,14.866,14.866,14.866,14.866,14.866,14.142,15.556,14.213,14.142,14.142,14.142,14.213,13.454,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.866,14.866,14.866,14.142,14.142,14.866,14.142,14.866,14.866,14.866,15.556,15.556,15.556,15.556
585,C,False,201.56,203.66,203.18,203.72,202.05,203.13,202.07,200.73,201.59,201.16,201.91,201.54,203.75,200.98,200.87,200.68,200.26,201.5,201.5,198.67,198.93,198.7,197.3,195.29,195.04,195.16,194.54,196.3,195.05,194.31,194.77,194.89,193.21,194.08,194.04,193.07,192.19,193.77,193.58,192.9
586,C,False,22.757,24.387,17.899,34.032,56.956,27.048,33.813,15.356,22.329,20.384,19.409,17.153,17.845,12.821,9.638,16.24,14.954,12.61,9.0011,7.8316,12.269,21.069,12.448,28.089,6.3259,10.226,28.229,30.619,40.032,9.8705,17.465,76.775,19.467,57.456,25.947,45.25,52.608,17.289,66.467,14.609
587,C,True,646.88,645.89,643.07,644.55,643.98,639.34,639.19,640.11,643.88,648.13,646.9,646.31,645.89,644.5,645.89,645.94,642.27,643.61,645.06,651.98,653.11,651.47,648.4,647.83,649.45,650.93,652.0,656.92,656.68,657.92,656.51,652.61,649.99,645.75,642.23,645.81,642.76,643.21,645.95,653.21
588,C,False,87.805,85.011,88.258,88.019,87.407,87.541,89.715,88.951,90.733,91.355,92.938,93.156,94.545,96.406,93.503,95.954,97.595,98.329,97.901,98.342,100.12,103.03,103.28,104.73,105.7,106.42,107.62,110.06,110.32,110.04,111.02,111.76,112.86,113.52,113.5,113.51,114.3,115.45,116.43,116.45
589,C,False,323.69,315.13,225.74,291.29,278.45,206.42,243.87,221.34,206.9,198.19,203.87,229.47,201.14,216.2,205.6,210.53,265.34,317.85,224.59,179.55,234.01,195.9,217.42,232.12,251.47,325.69,298.84,364.89,370.22,387.67,389.39,373.45,336.58,406.14,345.19,397.52,320.87,333.08,403.39,351.17
590,C,False,103.24,103.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,C,True,52.158,48.372,54.827,14.81,79.42,21.681,38.963,54.349,15.089,52.518,20.497,23.465,32.73,33.22,32.25,34.012,10.017,11.853,13.038,12.042,0.0,0.0,13.038,0.0,14.117,13.038,12.042,0.0,0.0,0.0,13.038,14.036,0.0,11.045,0.0,0.0,0.0,0.0,0.0,0.0
592,C,False,948.29,944.27,942.36,941.12,943.51,945.01,941.41,940.44,944.66,941.27,939.45,938.32,934.19,935.38,940.65,936.1,935.48,934.41,935.73,932.77,935.26,933.0,930.61,936.16,933.77,934.17,932.52,935.1,932.91,931.2,930.23,931.64,930.97,930.19,924.76,926.43,926.6,923.84,924.48,928.04
593,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,C,False,560.23,561.47,562.32,562.6,562.42,560.4,559.92,562.67,561.48,561.86,563.56,564.56,563.1,561.74,563.96,563.69,563.39,564.77,564.9,564.59,565.01,565.69,568.23,564.66,565.53,565.29,565.25,563.6,566.91,568.99,571.64,571.29,570.77,570.45,569.93,567.81,569.67,567.57,568.07,568.9
595,C,False,19.235,19.105,25.116,19.235,19.235,26.589,26.963,25.012,25.703,24.716,19.235,19.235,19.235,18.248,19.235,18.248,19.235,19.235,25.172,24.659,82.134,23.51,23.386,23.269,25.817,24.034,19.416,18.439,23.756,19.647,19.647,24.775,24.279,19.416,18.248,19.235,18.248,18.248,19.235,18.439
596,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,C,False,1157.8,1183.1,1166.2,1139.7,1096.6,1106.5,1130.1,1091.3,1087.7,1084.0,1118.0,1122.6,1150.4,1144.7,1146.3,1151.0,1163.3,1155.3,1157.6,1155.3,1154.7,1157.8,1153.3,1144.2,1135.3,1138.2,1135.7,1131.2,1121.6,1121.4,1120.0,1124.5,1115.1,1106.3,1113.3,1103.4,1104.4,1098.8,1104.8,1103.4
599,C,True,234.29,126.04,57.112,160.9,31.929,40.054,40.374,54.025,166.28,431.17,147.7,47.491,26.168,56.707,66.969,82.017,28.501,58.295,55.241,231.2,113.57,149.98,88.786,71.5,172.46,149.27,60.112,92.598,100.0,172.64,102.81,196.61,92.498,55.118,133.04,208.32,556.5,562.63,563.75,569.08
600,C,False,180.9,179.9,0.0,0.0,0.0,0.0,0.0,185.19,185.43,184.32,184.2,185.19,185.31,185.31,184.2,184.32,184.32,183.21,6.3246,185.69,184.85,186.22,187.17,186.55,187.54,188.53,187.54,187.54,188.41,189.53,190.39,190.65,190.52,188.97,190.96,190.97,190.65,190.65,191.64,191.77
601,C,False,340.42,340.63,340.44,340.75,343.51,343.05,343.35,343.14,343.45,344.79,345.87,344.66,345.58,345.25,345.26,344.1,345.34,345.93,346.16,345.77,346.56,347.14,348.38,349.54,350.3,350.99,350.41,350.48,349.69,348.98,350.7,350.8,350.41,350.52,350.28,351.74,353.14,353.41,352.73,354.95
602,C,False,269.03,224.29,225.64,230.23,294.55,277.02,246.62,238.44,268.13,235.4,234.0,233.23,231.41,291.27,231.16,240.59,279.5,243.84,250.1,294.63,275.67,274.44,247.91,250.55,247.49,247.95,265.17,250.8,248.64,276.48,252.43,244.38,272.48,249.95,252.87,269.32,287.39,286.06,292.46,293.0
603,C,False,185.02,185.02,185.33,186.02,186.54,186.51,188.01,186.5,188.51,188.01,188.52,188.52,188.54,189.55,189.54,190.09,190.1,191.1,191.52,191.55,191.56,193.0,193.57,193.59,193.59,193.59,194.58,195.0,195.0,195.0,195.0,195.0,195.64,195.65,196.26,196.63,196.64,196.63,198.21,198.22
604,C,False,418.14,416.82,428.9,422.95,417.48,408.13,402.86,402.55,419.88,421.75,421.48,412.85,396.09,371.78,384.92,373.91,372.36,376.67,377.18,368.76,360.03,367.51,367.52,367.45,362.7,368.17,351.63,350.3,345.11,360.63,323.55,316.38,320.7,321.91,316.31,358.82,321.93,319.52,321.36,343.98
605,C,False,9.8995,10.63,11.314,18.788,17.889,0.0,0.0,0.0,0.0,0.0,15.556,15.556,0.0,16.27,17.358,15.811,15.811,17.335,0.0,16.401,0.0,19.313,20.248,16.334,0.0,0.0,0.0,0.0,19.925,12.207,12.53,0.0,0.0,0.0,13.153,0.0,13.038,0.0,0.0,0.0
606,C,True,587.38,586.14,583.59,584.84,583.18,583.97,579.03,580.18,581.22,577.78,577.09,577.65,576.51,577.99,576.97,577.06,578.07,575.85,579.22,577.44,579.28,578.35,575.76,578.87,573.36,570.32,570.59,574.35,581.31,582.3,583.31,582.9,592.75,598.59,601.66,608.93,610.39,612.9,615.93,610.66
607,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.374,0.0,0.0,0.0,0.0,60.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.056,24.413,0.0,35.857,0.0,4.2426,48.508,11.626,49.065,0.0,52.932,18.582,51.026,46.535,104.23,59.104,108.54,82.565,94.041
608,C,False,739.35,738.41,740.35,741.89,743.19,746.24,743.56,753.72,750.84,752.65,755.97,753.18,755.54,749.83,757.16,754.28,759.56,759.72,760.2,762.76,759.54,755.55,754.51,753.94,760.52,760.9,756.41,748.07,752.35,750.6,756.56,756.12,759.76,758.0,758.1,759.55,758.72,764.12,761.97,763.16
609,C,False,187.88,187.54,188.94,188.02,187.35,187.71,187.79,188.21,188.16,188.02,188.0,189.18,190.42,188.32,188.79,189.58,190.51,193.02,191.06,191.48,191.81,190.89,190.01,191.13,190.45,189.36,188.56,186.88,186.89,185.68,184.81,186.57,186.31,188.9,186.8,187.36,187.13,186.96,190.22,189.47
610,C,False,640.28,650.75,657.27,670.59,673.19,673.6,677.08,534.89,537.87,525.89,519.58,513.91,501.81,509.13,518.94,517.71,493.36,485.27,484.82,510.4,505.32,507.08,498.37,490.73,484.06,484.64,492.57,490.58,490.29,493.84,488.3,491.04,499.13,507.69,512.96,521.9,515.18,507.38,517.55,509.96
611,C,False,187.01,191.37,193.85,194.94,196.96,199.41,199.86,199.17,200.17,195.98,197.78,196.33,194.51,194.32,192.23,192.37,194.53,192.55,194.45,192.91,193.39,190.58,197.0,197.96,193.8,189.38,182.6,186.54,188.47,185.55,191.21,188.38,191.68,183.94,189.94,189.58,184.47,181.81,180.8,185.03
612,C,False,186.05,185.36,183.55,185.89,185.12,185.07,185.66,186.38,187.21,186.89,187.32,186.63,187.43,186.63,185.25,186.02,186.8,186.54,186.29,188.15,186.73,186.47,187.18,187.99,188.32,188.42,186.35,186.21,186.76,187.8,187.89,188.88,188.91,189.35,188.29,189.14,197.07,197.15,196.31,189.27
613,C,False,153.22,150.89,153.92,152.08,158.46,161.29,162.73,164.47,161.81,161.92,163.57,161.95,168.41,175.76,184.37,197.04,201.32,197.68,198.99,202.35,213.47,213.86,214.34,223.6,233.14,238.73,234.88,238.69,239.42,241.34,246.11,244.9,249.88,251.94,245.06,245.42,248.95,247.34,243.16,251.47
614,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1231,0.0,3.1623,0.0,0.0,0.0,0.0,0.0,0.0
615,C,False,258.37,259.19,259.29,20.413,21.282,20.616,20.248,21.19,20.248,19.313,19.313,18.974,19.313,18.385,17.889,17.889,16.036,17.088,17.088,17.679,17.464,18.028,16.725,17.72,19.647,19.647,19.313,19.313,18.788,18.385,18.143,13.153,0.0,0.0,16.353,0.0,0.0,0.0,0.0,0.0
616,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,C,False,141.34,251.75,178.14,138.14,167.71,198.04,142.67,162.54,227.84,305.31,293.17,133.84,190.56,259.68,216.25,163.04,327.36,316.32,306.19,325.17,373.62,382.19,382.5,319.21,269.36,396.76,370.68,290.65,248.07,358.74,252.94,261.6,331.56,421.11,419.84,431.8,427.62,436.76,436.32,439.07
619,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,C,True,17.617,44.894,57.66,35.59,91.653,35.363,27.74,30.599,41.835,17.358,21.208,21.588,43.577,30.78,18.496,13.947,18.963,23.734,18.282,15.75,4.8542,25.598,9.8252,12.413,18.061,10.886,14.93,17.009,13.977,17.606,22.298,24.4,22.073,18.182,39.442,18.004,31.846,26.314,37.336,19.406
621,C,False,277.19,276.08,275.55,279.05,281.13,282.68,282.37,283.85,282.53,281.36,283.68,287.28,291.31,291.48,290.28,290.74,290.85,292.59,291.32,292.47,294.78,295.15,292.48,295.3,294.62,293.9,293.77,294.94,294.85,297.09,296.55,294.97,294.91,295.32,292.22,292.84,290.69,291.12,291.68,294.75
622,C,False,339.31,333.98,330.8,332.89,336.14,335.03,334.6,330.56,328.61,335.08,336.86,359.3,360.51,364.58,377.54,370.78,401.34,416.77,393.14,353.95,327.07,331.31,316.77,319.79,283.21,285.08,283.57,293.71,279.48,278.23,284.9,275.03,277.23,265.68,263.04,265.05,264.56,264.25,355.91,266.01
623,C,False,44.654,45.607,45.452,46.369,46.53,46.129,46.757,47.877,48.124,48.551,48.275,49.217,50.216,49.827,50.336,50.423,51.197,51.977,51.05,50.691,52.235,51.882,52.01,52.108,52.677,55.141,53.86,54.607,54.394,55.747,55.666,55.91,57.162,58.102,57.513,58.212,59.176,58.677,60.244,60.906
624,C,False,140.59,115.22,103.32,97.407,92.791,91.929,96.047,97.607,101.51,109.5,111.53,112.06,110.28,109.66,103.69,109.35,110.95,111.9,110.96,113.98,114.87,122.54,116.1,115.52,112.99,110.23,110.58,110.83,114.4,113.79,132.03,128.17,130.87,133.08,131.44,128.69,127.19,128.51,128.75,131.13
