index,time_start,time_peak,time_end,nar,xray_class,COINCIDENCE
119,2012-01-24 04:24:00,not applicable,not applicable,11407,N,False
120,2012-02-01 15:12:00,not applicable,not applicable,11411,N,False
121,2012-01-31 03:12:00,not applicable,not applicable,11412,N,False
122,2012-02-05 09:12:00,not applicable,not applicable,11414,N,False
123,2012-02-18 03:24:00,not applicable,not applicable,11420,N,False
124,2012-02-28 18:24:00,not applicable,not applicable,11425,N,False
125,2012-02-28 18:24:00,not applicable,not applicable,11426,N,False
126,2012-03-07 10:36:00,not applicable,not applicable,11431,N,False
127,2012-03-17 13:00:00,not applicable,not applicable,11435,N,False
128,2012-03-20 12:24:00,not applicable,not applicable,11436,N,False
129,2012-03-20 12:24:00,not applicable,not applicable,11437,N,False
130,2012-03-21 02:24:00,not applicable,not applicable,11439,N,False
131,2012-03-24 02:00:00,not applicable,not applicable,11441,N,False
132,2012-03-27 02:00:00,not applicable,not applicable,11443,N,False
133,2012-04-01 14:36:00,not applicable,not applicable,11448,N,False
134,2012-03-31 08:36:00,not applicable,not applicable,11449,N,False
135,2012-04-02 18:36:00,not applicable,not applicable,11453,N,False
136,2012-04-15 00:36:00,not applicable,not applicable,11454,N,False
137,2012-04-13 12:36:00,not applicable,not applicable,11456,N,False
138,2012-04-17 08:24:00,not applicable,not applicable,11457,N,False
139,2012-04-17 14:12:00,not applicable,not applicable,11458,N,False
140,2012-04-22 10:12:00,not applicable,not applicable,11464,N,False
141,2012-05-03 01:12:00,not applicable,not applicable,11472,N,False
142,2012-05-13 19:24:00,not applicable,not applicable,11477,N,False
143,2012-05-13 19:24:00,not applicable,not applicable,11478,N,False
144,2012-05-12 07:24:00,not applicable,not applicable,11480,N,False
145,2012-05-17 02:36:00,not applicable,not applicable,11481,N,False
146,2012-05-24 01:24:00,not applicable,not applicable,11486,N,False
147,2012-05-23 13:24:00,not applicable,not applicable,11487,N,False
148,2012-05-24 00:12:00,not applicable,not applicable,11489,N,False
149,2012-06-02 08:00:00,not applicable,not applicable,11495,N,False
150,2012-06-05 14:00:00,not applicable,not applicable,11497,N,False
151,2012-06-05 07:00:00,not applicable,not applicable,11500,N,False
152,2012-06-07 13:00:00,not applicable,not applicable,11501,N,False
153,2012-06-10 01:00:00,not applicable,not applicable,11502,N,False
154,2012-06-05 07:00:00,not applicable,not applicable,11503,N,False
155,2012-06-15 10:48:00,not applicable,not applicable,11509,N,False
156,2012-06-22 00:36:00,not applicable,not applicable,11510,N,False
157,2012-06-23 18:36:00,not applicable,not applicable,11511,N,False
158,2012-07-02 21:00:00,not applicable,not applicable,11517,N,False
159,2012-07-08 21:00:00,not applicable,not applicable,11518,N,False
160,2012-07-16 19:36:00,not applicable,not applicable,11523,N,False
161,2012-07-30 07:36:00,not applicable,not applicable,11529,N,False
162,2012-08-03 23:12:00,not applicable,not applicable,11533,N,False
163,2012-08-01 17:12:00,not applicable,not applicable,11534,N,False
164,2012-08-06 11:00:00,not applicable,not applicable,11537,N,False
165,2012-08-07 03:24:00,not applicable,not applicable,11541,N,False
166,2012-08-11 21:24:00,not applicable,not applicable,11545,N,False
167,2012-08-19 21:24:00,not applicable,not applicable,11546,N,False
168,2012-08-19 21:24:00,not applicable,not applicable,11547,N,False
169,2012-08-20 18:12:00,not applicable,not applicable,11549,N,False
170,2012-08-21 11:12:00,not applicable,not applicable,11550,N,False
171,2012-08-22 23:12:00,not applicable,not applicable,11551,N,False
172,2012-09-01 07:00:00,not applicable,not applicable,11557,N,False
173,2012-09-01 07:00:00,not applicable,not applicable,11559,N,False
174,2012-09-02 06:00:00,not applicable,not applicable,11561,N,False
175,2012-09-13 13:36:00,not applicable,not applicable,11570,N,False
176,2012-09-16 01:00:00,not applicable,not applicable,11571,N,False
177,2012-09-16 13:00:00,not applicable,not applicable,11572,N,False
178,2012-09-25 04:36:00,not applicable,not applicable,11581,N,False
179,2012-10-09 22:24:00,not applicable,not applicable,11586,N,False
180,2012-10-08 04:24:00,not applicable,not applicable,11588,N,False
181,2012-10-18 21:36:00,not applicable,not applicable,11592,N,False
182,2012-10-18 06:48:00,not applicable,not applicable,11595,N,False
183,2012-10-27 20:24:00,not applicable,not applicable,11600,N,False
184,2012-10-30 14:24:00,not applicable,not applicable,11601,N,False
185,2012-11-03 08:24:00,not applicable,not applicable,11602,N,False
186,2012-11-10 06:00:00,not applicable,not applicable,11605,N,False
187,2012-11-13 04:24:00,not applicable,not applicable,11609,N,False
188,2012-11-13 22:24:00,not applicable,not applicable,11612,N,False
189,2012-11-19 16:24:00,not applicable,not applicable,11616,N,False
190,2012-11-17 14:12:00,not applicable,not applicable,11617,N,False
191,2012-11-27 10:00:00,not applicable,not applicable,11622,N,False
192,2012-11-28 19:00:00,not applicable,not applicable,11624,N,False
193,2012-12-05 08:36:00,not applicable,not applicable,11626,N,False
194,2012-12-05 20:36:00,not applicable,not applicable,11627,N,False
195,2013-01-04 13:24:00,not applicable,not applicable,11642,N,False
196,2013-01-06 03:24:00,not applicable,not applicable,11647,N,False
197,2013-01-08 21:24:00,not applicable,not applicable,11648,N,False
198,2013-01-11 09:24:00,not applicable,not applicable,11649,N,False
199,2013-01-08 09:24:00,not applicable,not applicable,11651,N,False
200,2013-01-15 00:00:00,not applicable,not applicable,11656,N,False
201,2013-01-29 22:48:00,not applicable,not applicable,11662,N,False
202,2013-01-28 23:24:00,not applicable,not applicable,11664,N,False
203,2013-02-03 22:24:00,not applicable,not applicable,11668,N,False
204,2013-02-16 13:48:00,not applicable,not applicable,11671,N,False
205,2013-02-14 01:48:00,not applicable,not applicable,11672,N,False
206,2013-02-22 05:36:00,not applicable,not applicable,11677,N,False
207,2013-03-05 21:24:00,not applicable,not applicable,11685,N,False
208,2013-03-10 01:24:00,not applicable,not applicable,11693,N,False
209,2013-03-15 20:12:00,not applicable,not applicable,11697,N,False
210,2013-03-19 02:12:00,not applicable,not applicable,11699,N,False
211,2013-03-23 16:48:00,not applicable,not applicable,11702,N,False
212,2013-03-28 00:24:00,not applicable,not applicable,11705,N,False
213,2013-03-28 14:00:00,not applicable,not applicable,11706,N,False
214,2013-04-01 02:00:00,not applicable,not applicable,11707,N,False
215,2013-03-28 20:00:00,not applicable,not applicable,11709,N,False
216,2013-04-02 12:36:00,not applicable,not applicable,11712,N,False
217,2013-04-08 19:12:00,not applicable,not applicable,11716,N,False
218,2013-04-10 05:36:00,not applicable,not applicable,11720,N,False
219,2013-04-14 23:36:00,not applicable,not applicable,11722,N,False
220,2013-04-20 16:12:00,not applicable,not applicable,11725,N,False
221,2013-04-28 20:48:00,not applicable,not applicable,11728,N,False
222,2013-04-25 02:48:00,not applicable,not applicable,11729,N,False
223,2013-05-06 10:24:00,not applicable,not applicable,11737,N,False
224,2013-05-16 08:48:00,not applicable,not applicable,11747,N,False
225,2013-05-16 14:48:00,not applicable,not applicable,11749,N,False
226,2013-06-01 17:36:00,not applicable,not applicable,11758,N,False
227,2013-06-01 17:36:00,not applicable,not applicable,11759,N,False
228,2013-06-03 08:48:00,not applicable,not applicable,11763,N,False
229,2013-06-04 20:48:00,not applicable,not applicable,11764,N,False
230,2013-06-04 17:12:00,not applicable,not applicable,11766,N,False
231,2013-06-11 11:12:00,not applicable,not applicable,11767,N,False
232,2013-06-20 10:00:00,not applicable,not applicable,11771,N,False
233,2013-06-28 20:12:00,not applicable,not applicable,11779,N,False
234,2013-07-01 02:36:00,not applicable,not applicable,11782,N,False
235,2013-07-04 03:00:00,not applicable,not applicable,11786,N,False
236,2013-07-10 22:00:00,not applicable,not applicable,11789,N,False
237,2013-07-08 22:00:00,not applicable,not applicable,11790,N,False
238,2013-07-20 03:12:00,not applicable,not applicable,11795,N,False
239,2013-07-18 09:12:00,not applicable,not applicable,11796,N,False
240,2013-07-20 13:24:00,not applicable,not applicable,11797,N,False
241,2013-07-29 02:00:00,not applicable,not applicable,11799,N,False
242,2013-07-25 02:00:00,not applicable,not applicable,11802,N,False
243,2013-07-22 02:00:00,not applicable,not applicable,11804,N,False
244,2013-08-04 21:00:00,not applicable,not applicable,11811,N,False
245,2013-08-01 15:00:00,not applicable,not applicable,11812,N,False
246,2013-08-13 09:00:00,not applicable,not applicable,11814,N,False
247,2013-08-06 05:48:00,not applicable,not applicable,11815,N,False
248,2013-08-14 20:12:00,not applicable,not applicable,11816,N,False
249,2013-08-16 08:12:00,not applicable,not applicable,11821,N,False
250,2013-08-18 08:12:00,not applicable,not applicable,11822,N,False
251,2013-08-22 20:00:00,not applicable,not applicable,11826,N,False
252,2013-08-24 11:48:00,not applicable,not applicable,11831,N,False
253,2013-08-24 11:48:00,not applicable,not applicable,11832,N,False
254,2013-08-24 11:48:00,not applicable,not applicable,11833,N,False
255,2013-09-01 18:48:00,not applicable,not applicable,11835,N,False
256,2013-09-11 00:48:00,not applicable,not applicable,11839,N,False
257,2013-09-07 13:12:00,not applicable,not applicable,11840,N,False
258,2013-09-12 23:24:00,not applicable,not applicable,11842,N,False
259,2013-09-20 04:24:00,not applicable,not applicable,11843,N,False
260,2013-09-24 04:48:00,not applicable,not applicable,11848,N,False
261,2013-09-24 10:48:00,not applicable,not applicable,11849,N,False
262,2013-09-27 16:48:00,not applicable,not applicable,11851,N,False
263,2013-09-24 12:00:00,not applicable,not applicable,11852,N,False
264,2013-10-01 18:00:00,not applicable,not applicable,11854,N,False
265,2013-10-04 00:00:00,not applicable,not applicable,11855,N,False
266,2013-10-01 23:36:00,not applicable,not applicable,11858,N,False
267,2013-10-06 01:48:00,not applicable,not applicable,11859,N,False
268,2013-10-10 07:48:00,not applicable,not applicable,11860,N,False
269,2013-10-07 19:48:00,not applicable,not applicable,11862,N,False
270,2013-10-11 17:24:00,not applicable,not applicable,11863,N,False
271,2013-10-13 23:24:00,not applicable,not applicable,11864,N,False
272,2013-10-09 11:24:00,not applicable,not applicable,11866,N,False
273,2013-10-19 09:12:00,not applicable,not applicable,11871,N,False
274,2013-10-20 21:12:00,not applicable,not applicable,11872,N,False
275,2013-10-21 03:12:00,not applicable,not applicable,11874,N,False
276,2013-10-21 05:00:00,not applicable,not applicable,11878,N,False
277,2013-10-25 11:00:00,not applicable,not applicable,11879,N,False
278,2013-10-22 23:00:00,not applicable,not applicable,11880,N,False
279,2013-10-28 08:36:00,not applicable,not applicable,11881,N,False
280,2013-10-31 14:48:00,not applicable,not applicable,11883,N,False
281,2013-10-31 08:48:00,not applicable,not applicable,11886,N,False
282,2013-11-01 08:12:00,not applicable,not applicable,11888,N,False
283,2013-11-09 14:24:00,not applicable,not applicable,11892,N,False
284,2013-11-16 14:12:00,not applicable,not applicable,11896,N,False
285,2013-11-13 15:24:00,not applicable,not applicable,11898,N,False
286,2013-11-14 21:36:00,not applicable,not applicable,11901,N,False
287,2013-11-16 15:36:00,not applicable,not applicable,11902,N,False
288,2013-11-29 07:48:00,not applicable,not applicable,11906,N,False
289,2013-11-30 13:48:00,not applicable,not applicable,11910,N,False
290,2013-12-03 12:24:00,not applicable,not applicable,11911,N,False
291,2013-12-03 08:24:00,not applicable,not applicable,11914,N,False
292,2013-12-06 03:48:00,not applicable,not applicable,11915,N,False
293,2013-12-13 09:48:00,not applicable,not applicable,11918,N,False
294,2013-12-11 11:12:00,not applicable,not applicable,11919,N,False
295,2013-12-12 23:12:00,not applicable,not applicable,11922,N,False
296,2013-12-14 16:36:00,not applicable,not applicable,11923,N,False
297,2013-12-12 10:36:00,not applicable,not applicable,11924,N,False
298,2013-12-16 21:48:00,not applicable,not applicable,11927,N,False
299,2013-12-22 03:48:00,not applicable,not applicable,11929,N,False
300,2013-12-20 17:00:00,not applicable,not applicable,11932,N,False
301,2013-12-22 05:00:00,not applicable,not applicable,11933,N,False
302,2013-12-29 05:00:00,not applicable,not applicable,11935,N,False
303,2013-12-27 17:00:00,not applicable,not applicable,11939,N,False
304,2013-12-30 10:48:00,not applicable,not applicable,11941,N,False
305,2014-01-05 04:48:00,not applicable,not applicable,11942,N,False
306,2014-01-07 16:48:00,not applicable,not applicable,11943,N,False
307,2014-01-05 13:48:00,not applicable,not applicable,11945,N,False
308,2014-01-11 09:36:00,not applicable,not applicable,11948,N,False
309,2014-01-12 09:36:00,not applicable,not applicable,11949,N,False
310,2014-01-12 01:00:00,not applicable,not applicable,11951,N,False
311,2014-01-17 23:36:00,not applicable,not applicable,11952,N,False
312,2014-01-15 14:12:00,not applicable,not applicable,11954,N,False
313,2014-01-22 14:12:00,not applicable,not applicable,11958,N,False
314,2014-01-22 03:12:00,not applicable,not applicable,11962,N,False
315,2014-01-24 21:12:00,not applicable,not applicable,11964,N,False
316,2014-01-29 10:00:00,not applicable,not applicable,11965,N,False
317,2014-01-30 01:00:00,not applicable,not applicable,11966,N,False
318,2014-02-02 19:00:00,not applicable,not applicable,11969,N,False
319,2014-02-07 01:00:00,not applicable,not applicable,11970,N,False
320,2014-02-12 21:00:00,not applicable,not applicable,11978,N,False
321,2014-02-23 09:24:00,not applicable,not applicable,11981,N,False
322,2014-02-23 08:48:00,not applicable,not applicable,11983,N,False
323,2014-02-20 08:48:00,not applicable,not applicable,11985,N,False
324,2014-02-28 23:00:00,not applicable,not applicable,11992,N,False
325,2014-03-05 16:24:00,not applicable,not applicable,11997,N,False
326,2014-03-10 18:12:00,not applicable,not applicable,11999,N,False
327,2014-03-11 06:12:00,not applicable,not applicable,12000,N,False
328,2014-03-10 04:36:00,not applicable,not applicable,12001,N,False
329,2014-03-15 16:36:00,not applicable,not applicable,12004,N,False
330,2014-03-18 10:36:00,not applicable,not applicable,12007,N,False
331,2014-03-19 14:24:00,not applicable,not applicable,12009,N,False
332,2014-03-24 05:00:00,not applicable,not applicable,12012,N,False
333,2014-03-25 06:48:00,not applicable,not applicable,12019,N,False
334,2014-03-28 19:36:00,not applicable,not applicable,12020,N,False
335,2014-04-18 08:48:00,not applicable,not applicable,12039,N,False
336,2014-04-18 02:48:00,not applicable,not applicable,12040,N,False
337,2014-04-17 17:48:00,not applicable,not applicable,12041,N,False
338,2014-04-18 03:00:00,not applicable,not applicable,12043,N,False
339,2014-04-21 09:00:00,not applicable,not applicable,12046,N,False
340,2014-05-12 00:12:00,not applicable,not applicable,12054,N,False
341,2014-05-11 14:12:00,not applicable,not applicable,12057,N,False
342,2014-05-12 17:12:00,not applicable,not applicable,12062,N,False
343,2014-05-17 09:12:00,not applicable,not applicable,12064,N,False
344,2014-05-17 10:36:00,not applicable,not applicable,12067,N,False
345,2014-05-21 09:00:00,not applicable,not applicable,12070,N,False
346,2014-05-24 15:00:00,not applicable,not applicable,12074,N,False
347,2014-06-05 05:48:00,not applicable,not applicable,12077,N,False
348,2014-06-03 23:48:00,not applicable,not applicable,12078,N,False
349,2014-06-07 01:24:00,not applicable,not applicable,12081,N,False
350,2014-06-10 16:48:00,not applicable,not applicable,12084,N,False
351,2014-06-12 06:24:00,not applicable,not applicable,12088,N,False
352,2014-06-17 00:24:00,not applicable,not applicable,12090,N,False
353,2014-06-13 02:12:00,not applicable,not applicable,12091,N,False
354,2014-06-27 04:24:00,not applicable,not applicable,12094,N,False
355,2014-06-27 12:48:00,not applicable,not applicable,12097,N,False
356,2014-06-27 09:00:00,not applicable,not applicable,12098,N,False
357,2014-06-28 15:12:00,not applicable,not applicable,12099,N,False
358,2014-06-27 09:12:00,not applicable,not applicable,12101,N,False
359,2014-07-03 07:48:00,not applicable,not applicable,12103,N,False
360,2014-07-02 01:48:00,not applicable,not applicable,12105,N,False
361,2014-07-07 11:36:00,not applicable,not applicable,12110,N,False
362,2014-07-08 23:36:00,not applicable,not applicable,12111,N,False
363,2014-07-05 07:12:00,not applicable,not applicable,12112,N,False
364,2014-07-10 14:48:00,not applicable,not applicable,12115,N,False
365,2014-07-13 20:48:00,not applicable,not applicable,12116,N,False
366,2014-07-19 20:48:00,not applicable,not applicable,12118,N,False
367,2014-07-30 12:36:00,not applicable,not applicable,12124,N,False
368,2014-08-10 08:24:00,not applicable,not applicable,12128,N,False
369,2014-07-30 14:24:00,not applicable,not applicable,12129,N,False
370,2014-08-10 08:36:00,not applicable,not applicable,12131,N,False
371,2014-10-06 20:12:00,not applicable,not applicable,12179,N,False
372,2014-10-08 08:12:00,not applicable,not applicable,12183,N,False
373,2014-10-12 06:12:00,not applicable,not applicable,12184,N,False
374,2014-10-10 00:12:00,not applicable,not applicable,12186,N,False
375,2014-10-15 17:00:00,not applicable,not applicable,12188,N,False
376,2014-10-16 17:00:00,not applicable,not applicable,12189,N,False
377,2014-10-18 05:00:00,not applicable,not applicable,12190,N,False
378,2014-10-18 11:00:00,not applicable,not applicable,12191,N,False
379,2014-10-26 02:36:00,not applicable,not applicable,12194,N,False
380,2014-10-27 14:36:00,not applicable,not applicable,12195,N,False
381,2014-10-29 08:36:00,not applicable,not applicable,12196,N,False
382,2014-10-30 08:36:00,not applicable,not applicable,12197,N,False
383,2014-10-31 15:12:00,not applicable,not applicable,12198,N,False
384,2014-11-02 15:12:00,not applicable,not applicable,12199,N,False
385,2014-11-04 15:12:00,not applicable,not applicable,12200,N,False
386,2014-11-03 09:12:00,not applicable,not applicable,12202,N,False
387,2014-11-06 03:12:00,not applicable,not applicable,12204,N,False
388,2014-11-08 03:12:00,not applicable,not applicable,12206,N,False
389,2014-11-14 19:12:00,not applicable,not applicable,12207,N,False
390,2014-11-14 17:36:00,not applicable,not applicable,12211,N,False
391,2014-11-16 05:36:00,not applicable,not applicable,12212,N,False
392,2014-11-19 17:36:00,not applicable,not applicable,12213,N,False
393,2014-11-22 02:24:00,not applicable,not applicable,12215,N,False
394,2014-11-30 08:24:00,not applicable,not applicable,12218,N,False
395,2014-11-28 18:00:00,not applicable,not applicable,12224,N,False
396,2014-12-04 18:00:00,not applicable,not applicable,12225,N,False
397,2014-12-05 23:24:00,not applicable,not applicable,12228,N,False
398,2014-12-08 01:12:00,not applicable,not applicable,12229,N,False
399,2014-12-22 08:48:00,not applicable,not applicable,12238,N,False
400,2014-12-18 21:48:00,not applicable,not applicable,12240,N,False
401,2014-12-22 01:00:00,not applicable,not applicable,12243,N,False
402,2014-12-28 01:00:00,not applicable,not applicable,12246,N,False
403,2014-12-29 10:24:00,not applicable,not applicable,12247,N,False
404,2015-01-02 07:00:00,not applicable,not applicable,12252,N,False
405,2015-01-03 02:36:00,not applicable,not applicable,12254,N,False
406,2015-01-08 06:12:00,not applicable,not applicable,12255,N,False
407,2015-01-12 20:00:00,not applicable,not applicable,12260,N,False
408,2015-01-20 08:00:00,not applicable,not applicable,12261,N,False
409,2015-01-12 14:00:00,not applicable,not applicable,12262,N,False
410,2015-01-22 14:36:00,not applicable,not applicable,12265,N,False
411,2015-01-25 08:36:00,not applicable,not applicable,12269,N,False
412,2015-01-30 17:00:00,not applicable,not applicable,12272,N,False
413,2015-01-27 21:24:00,not applicable,not applicable,12274,N,False
414,2015-02-02 03:36:00,not applicable,not applicable,12278,N,False
415,2015-02-01 09:36:00,not applicable,not applicable,12279,N,False
416,2015-02-17 03:48:00,not applicable,not applicable,12285,N,False
417,2015-03-05 21:24:00,not applicable,not applicable,12295,N,False
418,2015-03-08 09:24:00,not applicable,not applicable,12296,N,False
419,2015-03-08 10:36:00,not applicable,not applicable,12298,N,False
420,2015-03-12 20:48:00,not applicable,not applicable,12300,N,False
421,2015-03-15 20:48:00,not applicable,not applicable,12301,N,False
422,2015-03-20 13:48:00,not applicable,not applicable,12304,N,False
423,2015-03-23 07:36:00,not applicable,not applicable,12306,N,False
424,2015-03-28 07:36:00,not applicable,not applicable,12307,N,False
425,2015-03-25 13:36:00,not applicable,not applicable,12308,N,False
426,2015-03-30 10:48:00,not applicable,not applicable,12313,N,False
427,2015-03-31 22:48:00,not applicable,not applicable,12314,N,False
428,2015-03-31 22:48:00,not applicable,not applicable,12316,N,False
429,2015-03-28 10:48:00,not applicable,not applicable,12317,N,False
430,2015-04-04 13:48:00,not applicable,not applicable,12319,N,False
431,2015-04-19 06:00:00,not applicable,not applicable,12328,N,False
432,2015-04-20 12:00:00,not applicable,not applicable,12329,N,False
