,tss,validation_tss,loss,validation_loss
0,0.5818480253219604,0.6683120131492615,1.4734525680541992,1.2988388538360596
1,0.22575144469738007,0.2592637240886688,1.5090395212173462,1.0439354181289673
2,0.6912397742271423,0.7262146472930908,1.2481104135513306,0.5817731022834778
3,0.5240894556045532,0.745532214641571,0.7822380661964417,0.453103631734848
4,0.6603344678878784,0.7145479321479797,0.5624999403953552,0.42857784032821655
5,0.5642833709716797,0.09505640715360641,0.4116503894329071,0.329545795917511
6,0.29616397619247437,0.7225443720817566,0.3779749572277069,0.38048475980758667
7,0.6545329689979553,0.7055788040161133,0.40981557965278625,0.46059197187423706
8,0.6634387373924255,0.7008581161499023,0.4251865744590759,0.35125932097435
9,0.6083880066871643,0.7082576751708984,0.3810853362083435,0.3000807762145996
10,0.5667153596878052,0.1605902463197708,0.3946963846683502,0.36356234550476074
11,0.49598193168640137,0.735552966594696,0.386660635471344,0.569725751876831
12,0.7215745449066162,0.7135987281799316,0.4607560336589813,0.4088636040687561
13,0.7039458751678467,0.7560455203056335,0.4201655685901642,0.535902202129364
14,0.7266413569450378,0.7408096194267273,0.48421958088874817,0.4468243420124054
15,0.5624834299087524,0.6402285695075989,0.4064074456691742,0.38519421219825745
16,0.665749192237854,0.7175538539886475,0.34459999203681946,0.39904549717903137
17,0.7479894757270813,0.7395080924034119,0.3558100759983063,0.4785899519920349
18,0.6256018280982971,0.4423638582229614,0.4117126166820526,0.42447519302368164
19,0.5515773892402649,0.6931905746459961,0.4589555561542511,0.368001252412796
20,0.4833141267299652,0.4291107654571533,0.49388396739959717,0.40619492530822754
21,0.48989540338516235,0.6572785377502441,0.43797364830970764,0.3830293118953705
22,0.24775683879852295,0.5221843719482422,0.3952401578426361,0.2421824336051941
23,0.6300073266029358,0.7398603558540344,0.3687387704849243,0.41354891657829285
24,0.5604137182235718,0.7048975825309753,0.3610222041606903,0.3873101770877838
25,0.6878239512443542,0.719720184803009,0.3845192492008209,0.3084864318370819
26,0.6779932975769043,0.6262099146842957,0.3400615453720093,0.22483424842357635
27,0.6147134900093079,0.7491583824157715,0.3372543156147003,0.3981514871120453
28,0.7359277009963989,0.7239874005317688,0.3462645709514618,0.5631765723228455
29,0.7459009885787964,0.7171847224235535,0.37373772263526917,0.47331684827804565
