classifier,TSS,MAC,SSW,CSW,
LDA,0.889247311827957,0.9446236559139785,0.978494623655914,0.8,
KNN,0.9070660522273426,0.9535330261136713,0.956989247311828,0.8571428571428571,
LR,0.8855606758832566,0.9427803379416283,0.9139784946236559,0.8571428571428571,
RFC,0.8890937019969278,0.9445468509984639,0.8924731182795699,0.8857142857142857,
SVM,0.9463901689708142,0.9731950844854071,0.978494623655914,0.9142857142857143,
