classifier,TSS,MAC,SSW,CSW,
LDA,0.9151000150398557,0.9575500075199279,0.944954128440367,0.8852459016393442,
KNN,0.9387125883591517,0.9693562941795759,0.926605504587156,0.9508196721311475,
LR,0.9505188750187998,0.9752594375093999,0.9174311926605505,0.9836065573770492,
RFC,0.9826289667619191,0.9913144833809595,0.981651376146789,0.9836065573770492,
SVM,0.9872161227252219,0.9936080613626109,0.9908256880733946,0.9836065573770492,
