classifier,TSS,MAC,SSW,CSW,
LDA,0.8,0.9,1.0,0.6,
KNN,0.8534562211981567,0.9267281105990783,0.9354838709677419,0.7714285714285715,
LR,0.9178187403993856,0.9589093701996928,0.978494623655914,0.8571428571428571,
RFC,0.9070660522273426,0.9535330261136713,0.956989247311828,0.8571428571428571,
SVM,0.8857142857142857,0.9428571428571428,1.0,0.7714285714285715,
