name,tss,parameter,coincidence,label
RFC,0.8110914855072465,MEANPOT,all,0-12h Time-series
RFC,0.8199456521739129,MEANPOT,all,6h-18h Time-series
RFC,0.818768115942029,MEANPOT,all,13-24h Time-series
SVM,0.7616349637681158,MEANPOT,all,24h Time-series
SVM,0.726177536231884,MEANPOT,all,0-12h Time-series
SVM,0.7396105072463768,MEANPOT,all,6h-18h Time-series
SVM,0.7627626811594204,MEANPOT,all,13-24h Time-series
KNN,0.7019338768115942,MEANSHR,all,24h Time-series
KNN,0.6662771739130435,MEANSHR,all,0-12h Time-series
KNN,0.6868070652173913,MEANSHR,all,6h-18h Time-series
KNN,0.7092391304347827,MEANSHR,all,13-24h Time-series
LR,0.08079710144927535,MEANSHR,all,24h Time-series
LR,0.1184873188405797,MEANSHR,all,0-12h Time-series
LR,0.1051766304347826,MEANSHR,all,6h-18h Time-series
LR,0.0803125,MEANSHR,all,13-24h Time-series
RFC,0.812884963768116,MEANSHR,all,24h Time-series
RFC,0.8076992753623189,MEANSHR,all,0-12h Time-series
RFC,0.8195742753623189,MEANSHR,all,6h-18h Time-series
RFC,0.8141666666666668,MEANSHR,all,13-24h Time-series
SVM,0.7524230072463768,MEANSHR,all,24h Time-series
SVM,0.7394429347826087,MEANSHR,all,0-12h Time-series
SVM,0.7503442028985509,MEANSHR,all,6h-18h Time-series
SVM,0.7612681159420289,MEANSHR,all,13-24h Time-series
KNN,0.7149094202898552,R_VALUE,all,24h Time-series
KNN,0.6511639492753624,R_VALUE,all,0-12h Time-series
KNN,0.6781838768115943,R_VALUE,all,6h-18h Time-series
KNN,0.7007789855072465,R_VALUE,all,13-24h Time-series
LR,0.061055253623188414,R_VALUE,all,24h Time-series
LR,0.12279438405797102,R_VALUE,all,0-12h Time-series
LR,0.09467391304347829,R_VALUE,all,6h-18h Time-series
LR,0.09831974637681164,R_VALUE,all,13-24h Time-series
RFC,0.8081521739130436,R_VALUE,all,24h Time-series
RFC,0.7997644927536232,R_VALUE,all,0-12h Time-series
RFC,0.8119701086956524,R_VALUE,all,6h-18h Time-series
RFC,0.8063088768115942,R_VALUE,all,13-24h Time-series
SVM,0.759945652173913,R_VALUE,all,24h Time-series
SVM,0.7305706521739131,R_VALUE,all,0-12h Time-series
SVM,0.7352445652173915,R_VALUE,all,6h-18h Time-series
SVM,0.7523731884057969,R_VALUE,all,13-24h Time-series
KNN,0.7130661231884059,SHRGT45,all,24h Time-series
KNN,0.6617708333333333,SHRGT45,all,0-12h Time-series
KNN,0.6855932971014493,SHRGT45,all,6h-18h Time-series
KNN,0.6992753623188405,SHRGT45,all,13-24h Time-series
LR,0.09307518115942028,SHRGT45,all,24h Time-series
LR,0.11243659420289852,SHRGT45,all,0-12h Time-series
LR,0.11564764492753624,SHRGT45,all,6h-18h Time-series
LR,0.087518115942029,SHRGT45,all,13-24h Time-series
RFC,0.8211367753623189,SHRGT45,all,24h Time-series
RFC,0.8133288043478262,SHRGT45,all,0-12h Time-series
RFC,0.8202717391304347,SHRGT45,all,6h-18h Time-series
RFC,0.8118070652173913,SHRGT45,all,13-24h Time-series
SVM,0.7664945652173915,SHRGT45,all,24h Time-series
SVM,0.7330208333333332,SHRGT45,all,0-12h Time-series
SVM,0.7472826086956523,SHRGT45,all,6h-18h Time-series
SVM,0.7478623188405799,SHRGT45,all,13-24h Time-series
KNN,0.6160371376811594,TOTPOT,all,24h Time-series
KNN,0.6311005434782608,TOTPOT,all,0-12h Time-series
KNN,0.6099411231884058,TOTPOT,all,6h-18h Time-series
KNN,0.644759963768116,TOTPOT,all,13-24h Time-series
LR,0.0,TOTPOT,all,24h Time-series
LR,0.0,TOTPOT,all,0-12h Time-series
LR,0.0,TOTPOT,all,6h-18h Time-series
LR,0.0,TOTPOT,all,13-24h Time-series
RFC,0.794175724637681,TOTPOT,all,24h Time-series
RFC,0.7991530797101449,TOTPOT,all,0-12h Time-series
RFC,0.8025951086956521,TOTPOT,all,6h-18h Time-series
RFC,0.8152672101449274,TOTPOT,all,13-24h Time-series
SVM,0.6331567028985507,TOTPOT,all,24h Time-series
SVM,0.6018432971014492,TOTPOT,all,0-12h Time-series
SVM,0.6306838768115941,TOTPOT,all,6h-18h Time-series
SVM,0.6262862318840579,TOTPOT,all,13-24h Time-series
KNN,0.6210009057971015,USFLUX,all,24h Time-series
KNN,0.6358106884057971,USFLUX,all,0-12h Time-series
KNN,0.6136277173913043,USFLUX,all,6h-18h Time-series
KNN,0.6266032608695652,USFLUX,all,13-24h Time-series
LR,0.0,USFLUX,all,24h Time-series
LR,0.0,USFLUX,all,0-12h Time-series
LR,0.0,USFLUX,all,6h-18h Time-series
LR,0.0,USFLUX,all,13-24h Time-series
RFC,0.8077309782608695,USFLUX,all,24h Time-series
RFC,0.8043115942028985,USFLUX,all,0-12h Time-series
RFC,0.7933423913043479,USFLUX,all,6h-18h Time-series
RFC,0.8111775362318842,USFLUX,all,13-24h Time-series
SVM,0.6390353260869565,USFLUX,all,24h Time-series
SVM,0.6347327898550724,USFLUX,all,0-12h Time-series
SVM,0.6238315217391304,USFLUX,all,6h-18h Time-series
SVM,0.6403985507246376,USFLUX,all,13-24h Time-series
KNN,0.7080751811594204,d_l_f,all,24h Time-series
KNN,0.6453079710144927,d_l_f,all,0-12h Time-series
KNN,0.6441485507246377,d_l_f,all,6h-18h Time-series
KNN,0.6471331521739131,d_l_f,all,13-24h Time-series
LR,0.0866802536231884,d_l_f,all,24h Time-series
LR,0.0,d_l_f,all,0-12h Time-series
LR,0.0,d_l_f,all,6h-18h Time-series
LR,0.0,d_l_f,all,13-24h Time-series
RFC,0.8027309782608695,d_l_f,all,24h Time-series
RFC,0.8203079710144927,d_l_f,all,0-12h Time-series
RFC,0.816086956521739,d_l_f,all,6h-18h Time-series
RFC,0.8313134057971013,d_l_f,all,13-24h Time-series
SVM,0.7595153985507247,d_l_f,all,24h Time-series
SVM,0.6437862318840578,d_l_f,all,0-12h Time-series
SVM,0.6440715579710147,d_l_f,all,6h-18h Time-series
SVM,0.6409148550724637,d_l_f,all,13-24h Time-series
KNN,0.7020018115942029,g_s,all,24h Time-series
KNN,0.6477445652173912,g_s,all,0-12h Time-series
KNN,0.6454483695652175,g_s,all,6h-18h Time-series
KNN,0.628768115942029,g_s,all,13-24h Time-series
LR,0.09270833333333332,g_s,all,24h Time-series
LR,0.0,g_s,all,0-12h Time-series
LR,0.0,g_s,all,6h-18h Time-series
LR,0.0,g_s,all,13-24h Time-series
RFC,0.8154030797101449,g_s,all,24h Time-series
RFC,0.820774456521739,g_s,all,0-12h Time-series
RFC,0.8273777173913042,g_s,all,6h-18h Time-series
RFC,0.826304347826087,g_s,all,13-24h Time-series
SVM,0.7458106884057971,g_s,all,24h Time-series
SVM,0.647463768115942,g_s,all,0-12h Time-series
SVM,0.6501947463768116,g_s,all,6h-18h Time-series
SVM,0.6308740942028985,g_s,all,13-24h Time-series
KNN,0.7044067028985508,slf,all,24h Time-series
KNN,0.6296286231884057,slf,all,0-12h Time-series
KNN,0.6323641304347826,slf,all,6h-18h Time-series
KNN,0.6425679347826088,slf,all,13-24h Time-series
LR,0.08533967391304348,slf,all,24h Time-series
LR,0.0,slf,all,0-12h Time-series
LR,0.0,slf,all,6h-18h Time-series
LR,0.0,slf,all,13-24h Time-series
RFC,0.7972327898550725,slf,all,24h Time-series
RFC,0.8082472826086956,slf,all,0-12h Time-series
RFC,0.8066893115942029,slf,all,6h-18h Time-series
RFC,0.8146603260869566,slf,all,13-24h Time-series
SVM,0.7547282608695653,slf,all,24h Time-series
SVM,0.6205389492753625,slf,all,0-12h Time-series
SVM,0.6372826086956522,slf,all,6h-18h Time-series
SVM,0.626105072463768,slf,all,13-24h Time-series
