name,tss,parameter,coincidence,label
KNN,0.7160824275362319,ABSNJZH_AREA_ACR,,24h Time-series
KNN,0.6798822463768116,ABSNJZH_AREA_ACR,,0-12h Time-series
KNN,0.6877400362318842,ABSNJZH_AREA_ACR,,6h-18h Time-series
KNN,0.7055751811594203,ABSNJZH_AREA_ACR,,13-24h Time-series
LR,0.18403532608695655,ABSNJZH_AREA_ACR,,24h Time-series
LR,0.18553894927536238,ABSNJZH_AREA_ACR,,0-12h Time-series
LR,0.20873641304347826,ABSNJZH_AREA_ACR,,6h-18h Time-series
LR,0.17602355072463766,ABSNJZH_AREA_ACR,,13-24h Time-series
RFC,0.7914492753623189,ABSNJZH_AREA_ACR,,24h Time-series
RFC,0.7614673913043478,ABSNJZH_AREA_ACR,,0-12h Time-series
RFC,0.7605072463768116,ABSNJZH_AREA_ACR,,6h-18h Time-series
RFC,0.7733016304347827,ABSNJZH_AREA_ACR,,13-24h Time-series
SVM,0.7437409420289856,ABSNJZH_AREA_ACR,,24h Time-series
SVM,0.7076268115942029,ABSNJZH_AREA_ACR,,0-12h Time-series
SVM,0.7198369565217392,ABSNJZH_AREA_ACR,,6h-18h Time-series
SVM,0.7330072463768116,ABSNJZH_AREA_ACR,,13-24h Time-series
KNN,0.5790715579710145,ABSNJZH_MEANGAM,,24h Time-series
KNN,0.5412228260869565,ABSNJZH_MEANGAM,,0-12h Time-series
KNN,0.5702672101449274,ABSNJZH_MEANGAM,,6h-18h Time-series
KNN,0.6055434782608695,ABSNJZH_MEANGAM,,13-24h Time-series
LR,0.5617028985507246,ABSNJZH_MEANGAM,,24h Time-series
LR,0.5453804347826087,ABSNJZH_MEANGAM,,0-12h Time-series
LR,0.5780797101449274,ABSNJZH_MEANGAM,,6h-18h Time-series
LR,0.5633333333333332,ABSNJZH_MEANGAM,,13-24h Time-series
RFC,0.73942481884058,ABSNJZH_MEANGAM,,24h Time-series
RFC,0.698528079710145,ABSNJZH_MEANGAM,,0-12h Time-series
RFC,0.7506295289855073,ABSNJZH_MEANGAM,,6h-18h Time-series
RFC,0.7261775362318841,ABSNJZH_MEANGAM,,13-24h Time-series
SVM,0.65825634057971,ABSNJZH_MEANGAM,,24h Time-series
SVM,0.595271739130435,ABSNJZH_MEANGAM,,0-12h Time-series
SVM,0.6273913043478262,ABSNJZH_MEANGAM,,6h-18h Time-series
SVM,0.6381204710144928,ABSNJZH_MEANGAM,,13-24h Time-series
KNN,0.5710597826086956,ABSNJZH_MEANGBH,,24h Time-series
KNN,0.5637273550724637,ABSNJZH_MEANGBH,,0-12h Time-series
KNN,0.5534556159420291,ABSNJZH_MEANGBH,,6h-18h Time-series
KNN,0.5844429347826086,ABSNJZH_MEANGBH,,13-24h Time-series
LR,0.5425815217391303,ABSNJZH_MEANGBH,,24h Time-series
LR,0.5496739130434781,ABSNJZH_MEANGBH,,0-12h Time-series
LR,0.5772373188405796,ABSNJZH_MEANGBH,,6h-18h Time-series
LR,0.5529800724637681,ABSNJZH_MEANGBH,,13-24h Time-series
RFC,0.7247056159420289,ABSNJZH_MEANGBH,,24h Time-series
RFC,0.7095153985507247,ABSNJZH_MEANGBH,,0-12h Time-series
RFC,0.7469474637681159,ABSNJZH_MEANGBH,,6h-18h Time-series
RFC,0.7310099637681161,ABSNJZH_MEANGBH,,13-24h Time-series
SVM,0.6540126811594204,ABSNJZH_MEANGBH,,24h Time-series
SVM,0.6007518115942027,ABSNJZH_MEANGBH,,0-12h Time-series
SVM,0.6156340579710146,ABSNJZH_MEANGBH,,6h-18h Time-series
