index,time_start,time_peak,time_end,nar,xray_class,COINCIDENCE,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,R_VALUE,AREA_ACR,g_s,slf,d_l_f,ARs
616,2015-09-28 03:45:00,2015-09-28 03:55:00,2015-09-28 03:59:00,12423,M,False,1.13083e+22,35.9954,106.99950000000001,115.05699999999997,54.31275000000001,0.004566634999999997,15591650000000.0,-0.0030394305,902.807,50.262325,1712458000000.0,3978.3299999999995,8.42204e+22,28.006699999999995,15.175049999999999,4.0936650000000006,302.38250000000005,1494.469,17.708099999999995,106.04099999999998,singular
617,2015-09-28 07:27:00,2015-09-28 07:35:00,2015-09-28 07:46:00,12422,M,True,3.35823e+22,58.06825,92.53994999999999,102.87350000000004,63.24490000000001,-0.07802428,56639150000000.0,-0.012794749999999999,2966.21,629.0189999999999,15996000000000.0,17007.5,1.111925e+24,50.841,57.07985,4.880615000000001,1308.23,60549.25,11.896749999999997,302.31949999999995,singular
618,2015-09-28 13:01:00,2015-09-28 13:18:00,2015-09-28 13:29:00,12422,M,True,3.6513166666666667e+22,57.18577777777778,93.47005555555556,104.46888888888888,63.82177777777776,-0.09032883333333334,62201888888888.89,-0.014237666666666668,3350.5499999999997,746.9188888888889,21690611111111.11,17064.88888888889,1.1906944444444445e+24,50.294333333333334,56.79738888888889,4.8632277777777775,1339.4555555555555,72508.33333333333,11.826444444444444,308.0538888888889,singular
619,2015-09-28 14:53:00,2015-09-28 14:58:00,2015-09-28 15:03:00,12422,M,True,3.6824473684210526e+22,56.96263157894738,94.71436842105263,106.21,64.91215789473684,-0.09591978947368422,63230947368421.055,-0.015824631578947368,3451.2473684210527,818.1905263157896,24310473684210.527,17395.157894736843,1.1944894736842105e+24,50.09436842105263,56.83526315789476,4.805221052631578,1342.4894736842107,75417.15789473684,11.893052631578945,310.4636842105263,singular
620,2015-09-29 03:11:00,2015-09-29 03:16:00,2015-09-29 03:31:00,12423,M,True,,,,,,,,,,,,,,,,,,,,,singular
621,2015-09-29 03:41:00,2015-09-29 03:43:00,2015-09-29 03:53:00,12422,M,True,4.157035e+22,56.25930000000001,94.5221,107.547,63.64675,-0.08850485000000001,74352450000000.0,-0.016201850000000004,4196.869999999999,974.0574999999999,19592900000000.0,16675.0,1.33167e+24,49.5976,54.61295000000001,5.0218300000000005,1571.6100000000001,77310.55,11.2994,311.64750000000004,singular
622,2015-09-29 05:05:00,2015-09-29 05:16:00,2015-09-29 05:23:00,12422,M,True,4.210729999999999e+22,56.100300000000004,95.30665000000002,108.32000000000001,64.133,-0.08527214999999999,76039350000000.0,-0.01478225,4301.245000000001,898.2355000000001,15682745000000.0,16638.9,1.3449000000000002e+24,49.449,54.117599999999996,5.040665,1597.005,78709.25,11.237950000000001,311.61000000000007,singular
623,2015-09-29 05:33:00,2015-09-29 05:37:00,2015-09-29 05:39:00,12423,M,True,,,,,,,,,,,,,,,,,,,,,singular
624,2015-09-29 05:53:00,2015-09-29 05:56:00,2015-09-29 06:04:00,12422,M,True,4.246625000000001e+22,55.992299999999986,95.60045,108.58600000000001,64.1702,-0.07938564999999999,76896300000000.0,-0.01400855,4343.625000000001,860.1410000000002,14200345000000.0,16588.8,1.3548749999999998e+24,49.3087,53.71864999999999,5.056864999999999,1612.8449999999998,81317.9,11.2367,312.5385,singular
625,2015-09-29 06:39:00,2015-09-29 06:43:00,2015-09-29 06:46:00,12422,M,True,4.287245e+22,55.866699999999994,96.05154999999999,109.06649999999999,64.3617,-0.08913564999999998,77739350000000.0,-0.0138691,4389.825,859.5285000000001,14036145000000.0,16591.9,1.3666250000000002e+24,49.14645,53.3386,5.083689999999999,1629.125,84601.55,11.252199999999998,313.7705,singular
626,2015-09-29 08:46:00,2015-09-29 08:51:00,2015-09-29 08:55:00,12423,M,True,,,,,,,,,,,,,,,,,,,,,singular
627,2015-09-29 11:09:00,2015-09-29 11:15:00,2015-09-29 11:20:00,12422,M,True,4.625588888888889e+22,54.55916666666667,97.68355555555556,111.43888888888887,64.12866666666667,-0.12999938888888887,81952833333333.33,-0.012590777777777777,4645.566666666666,812.4144444444445,11800994444444.445,16802.777777777777,1.4471222222222226e+24,47.6861111111111,51.36805555555556,5.100894444444444,1695.6444444444442,85998.33333333333,11.11172222222222,316.4533333333333,singular
