,FLARE_TYPE,COINCIDENCE,MEANJZH_1,MEANJZH_2,MEANJZH_3,MEANJZH_4,MEANJZH_5,MEANJZH_6,MEANJZH_7,MEANJZH_8,MEANJZH_9,MEANJZH_10,MEANJZH_11,MEANJZH_12,MEANJZH_13,MEANJZH_14,MEANJZH_15,MEANJZH_16,MEANJZH_17,MEANJZH_18,MEANJZH_19,MEANJZH_20,MEANJZH_21,MEANJZH_22,MEANJZH_23,MEANJZH_24,MEANJZH_25
919,B,False,-0.0012043,-0.003112,-0.0026246,-0.0023407,-0.0039937,-0.003205,-0.0041177,0.00080965,-0.0010968,0.0016784,-0.0002505,0.0024085,0.0014177,0.0022839,0.00080722,0.0015957,-0.00014807,0.0018847,0.00076369,0.00073864,-0.0011773,-0.00074754,0.0013186,-0.0020919,-0.00038058
920,B,False,0.0086559,0.0079553,0.0079676,0.01002,0.0088397,0.0082748,0.0092728,0.010242,0.011857,0.0049115,0.0081177,0.0075033,0.010918,0.011154,0.01056,0.012496,0.010478,0.010966,0.011619,0.011932,0.011906,0.011906,0.010944,0.010761,0.013939
921,B,False,0.010594,0.011778,0.011502,0.012622,0.012444,0.011978,0.012335,0.01132,0.011542,0.01116,0.012099,0.011721,0.010928,0.010676,0.0089168,0.0099416,0.0095839,0.0075483,0.008489,0.0093933,0.0094568,0.0077082,0.0071551,0.006372,0.0060191
922,B,True,-0.00099433,-0.0010143,-0.00080996,-0.0001879,-0.00028961,0.00021874,0.00083014,-0.00020092,-0.0005922,0.00015069,-0.00021137,-0.0010496,-0.0010943,-0.00061959,-0.0011456,-0.0013214,-0.0013696,-0.0009679,-0.0015016,-0.0013529,-0.00064875,0.00019491,-0.00073751,0.00041126,-0.00026263
923,B,False,0.00064734,-0.00019566,-0.0013026,-0.0025883,0.0023246,0.00036518,-0.00055406,0.0010559,-0.0026011,-0.001352,-0.0013193,-0.0018162,-0.0024442,-0.0010997,-0.0039965,-0.0025909,-0.00075294,-0.0018976,-0.00085999,-0.0013143,-0.0027411,-0.00225,-0.0064572,-0.0055234,-0.0077856
924,B,False,0.0014082,0.0019475,0.0025941,0.0023765,0.0028974,0.002789,0.0026775,0.0023011,0.0024977,0.0020116,0.00093705,0.00041523,0.00075702,0.0011653,0.0013727,0.0017159,0.0022109,0.0013538,0.0021904,0.0024337,0.0037217,0.0045861,0.0029996,0.0010945,0.003076
925,B,True,0.0036995,0.0038688,0.0038825,0.0034858,0.0039041,0.0032815,0.0032934,0.0020505,0.00062135,0.00017359,0.00037446,0.00092165,0.0010275,3.8588e-05,-0.0010733,0.0002155,-0.00087125,7.2241e-05,-0.00069182,-0.00018182,-0.00046996,-0.00070014,-0.00068989,-0.0016106,-0.00038736
926,B,False,0.0013579,0.0014434,0.0016045,0.0014533,0.0012074,0.001448,0.0011283,0.0010229,0.0013157,0.0010816,0.0010112,0.00072663,0.00066745,0.0012304,0.00065822,0.00085163,0.00047693,0.00046576,0.0005935,0.00023752,0.00031358,0.00033477,0.0006355,0.00032919,0.00038657
927,B,False,-0.0058012,-0.0050129,-0.0052052,-0.0054173,-0.0046791,-0.0043014,-0.0061163,-0.0059044,-0.006326,-0.0061003,-0.0054869,-0.0052434,-0.0057277,-0.0053902,-0.0054494,-0.0051432,-0.0050011,-0.0049338,-0.0042149,-0.0048812,-0.0040543,-0.0044245,-0.0052884,-0.0046352,-0.0047069
928,B,False,0.014929,0.0161,0.017741,0.022194,0.018668,0.01828,0.0158,0.01718,0.018594,0.018348,0.016449,0.018645,0.022205,0.022765,0.02555,0.026807,0.024708,0.025954,0.026173,0.027295,0.02542,0.025056,0.02521,0.025375,0.024429
929,B,False,0.0056219,0.0053661,0.005146,0.0054075,0.0050498,0.0053588,0.0051273,0.0054376,0.0052008,0.004397,0.0046007,0.0046883,0.0044985,0.0044439,0.0040912,0.0047317,0.0045507,0.0044041,0.0044875,0.0044321,0.004219,0.0042663,0.0045994,0.0050761,0.0047169
930,B,True,0.0032937,0.0037273,0.0027648,0.0028525,0.0025584,0.0023869,0.0019879,0.0014612,0.0017873,0.0011735,0.0001502,-0.00022217,0.00068592,0.001254,0.0002717,0.0002223,0.00079793,-0.00021571,-0.00026616,0.00022084,-1.6194e-05,0.00045516,0.00086829,0.0016549,0.00083707
931,B,True,-0.021794,-0.021277,-0.01672,-0.01687,-0.017047,-0.015795,-0.018911,-0.017719,-0.018132,-0.017356,-0.017738,-0.016841,-0.018232,-0.020135,-0.021111,-0.021433,-0.021339,-0.021922,-0.024106,-0.022024,-0.020553,-0.018818,-0.01878,-0.019768,-0.012286
932,B,False,0.0042248,0.0039312,0.0043553,0.0033448,0.0033613,0.0042736,0.0046908,0.004179,0.0038394,0.0041831,0.0045436,0.0052233,0.0040543,0.0043092,0.004204,0.0040415,0.0048552,0.003242,0.0037448,0.0041945,0.0031653,0.001749,0.0026509,0.0043395,0.0037422
933,B,False,0.011802,0.013026,0.013491,0.014076,0.013085,0.013429,0.013742,0.012428,0.012398,0.011134,0.011354,0.011494,0.011065,0.011048,0.011597,0.011932,0.011711,0.011932,0.011086,0.011189,0.010381,0.01115,0.010876,0.011371,0.010724
934,B,True,-0.0012718,-0.00087856,-0.0010359,-0.0016457,-0.00072081,-0.00091709,-0.00083344,0.00017103,-0.00053051,-0.00031112,-0.00049113,-0.00031625,-0.00023572,-0.00092857,-0.00090208,-0.00072805,-0.0009321,-0.0010612,-0.00088934,-0.00095246,-0.0015241,-0.0013189,-0.0011538,-0.0012941,-0.0013292
935,B,False,0.0064027,0.0064642,0.0064501,0.00668,0.0066751,0.0066079,0.0064516,0.0064422,0.0062484,0.0063077,0.0061167,0.0058819,0.0064491,0.0062503,0.0061302,0.0061634,0.0062328,0.0062878,0.0063276,0.0062861,0.006306,0.0065623,0.0063812,0.0059557,0.006249
936,B,True,0.00038906,-0.00010837,0.00013245,0.0005027,0.00054866,0.00047483,0.00070176,0.00085583,0.00074893,0.00071866,0.00056255,8.1972e-05,0.00043113,0.00055765,0.0011869,0.00092012,0.0010898,0.00080426,0.0014077,0.0011845,0.0019054,0.0014019,0.0017436,0.0017488,0.0018097
937,B,True,0.0052613,0.0042868,0.0056333,0.005527,0.0047616,0.0051784,0.0053178,0.0054137,0.0063101,0.0060015,0.0059608,0.0051659,0.00476,0.0047108,0.0048433,0.0048497,0.0051394,0.0065103,0.0047973,0.0056863,0.0051344,0.0049114,0.0057213,0.0068178,0.0076043
938,B,True,0.014991,0.01509,0.015548,0.014032,0.014615,0.013543,0.011043,0.014688,0.013046,0.011149,0.0082981,0.011724,0.013423,0.01175,0.012807,0.015098,0.0162,0.018957,0.018376,0.017554,0.018037,0.013761,0.014773,0.015301,0.01521
939,B,False,-0.0014553,-0.0015756,-0.0014538,-0.0016721,-0.00093813,-0.00080302,-0.001526,-0.0011037,-0.00040928,0.00012752,-0.00019805,-0.00029322,-0.00020457,3.3121e-05,0.00081902,0.00057483,0.00077858,0.00047672,0.00026479,0.00016615,0.00028861,-6.956e-05,-0.00044493,-0.00032468,-0.00023896
940,B,False,0.00084539,-0.00048552,0.00037947,0.00041754,0.0015566,0.0003037,-0.0013099,0.00099225,-7.024e-05,0.00020192,0.0013905,7.169e-05,0.00046927,0.00021735,0.0014751,0.0010544,0.0010041,0.001356,0.00068579,-0.00048051,-0.00043445,0.00089959,0.0024163,0.0015164,0.0017685
941,B,True,0.004133,0.0036192,0.0036048,0.0037882,0.004135,0.00394,0.0040319,0.0037882,0.0047782,0.0043601,0.0039888,0.005297,0.0051087,0.0055659,0.0060801,0.0058933,0.0056442,0.0058129,0.0064471,0.0065494,0.0060274,0.0064608,0.0071218,0.0072987,0.0069116
942,B,False,-0.017047,-0.015795,-0.018911,-0.017719,-0.018132,-0.017356,-0.017738,-0.016841,-0.018232,-0.020135,-0.021111,-0.021433,-0.021339,-0.021922,-0.024106,-0.022024,-0.020553,-0.018818,-0.01878,-0.019768,-0.012286,-0.018372,-0.018034,-0.018851,-0.015263
943,B,False,-0.0039245,-0.0034582,-0.0036491,-0.0041064,-0.0034341,-0.0040267,-0.0045218,-0.0036951,-0.0035893,-0.0034621,-0.0039152,-0.0045175,-0.0042712,-0.0037879,-0.0042246,-0.0042409,-0.0041646,-0.0045319,-0.0038716,-0.0042107,-0.0042515,-0.0047533,-0.0050153,-0.0049096,-0.0051666
944,B,False,-0.0021342,-0.0014583,-0.0026179,-0.0025131,-0.0045652,-0.0044646,-0.0043604,-0.0049696,-0.00454,-0.0042809,-0.0058561,-0.0044911,-0.0051061,-0.0061085,-0.0054207,-0.0058135,-0.0047634,-0.0051148,-0.0062199,-0.0068382,-0.0061893,-0.005817,-0.0072289,-0.0063012,-0.0065045
945,B,False,0.017941,0.012478,0.001041,0.020408,0.0015378,0.017777,0.00066598,0.017605,0.017201,0.0016289,0.010086,0.0046894,0.0012415,0.013951,0.0020994,0.0023308,0.0030831,0.012305,0.0043315,0.0029268,0.0025091,0.001306,0.0014823,0.0099913,0.0021127
946,B,True,0.0030795,0.0043335,0.0033376,0.0036467,0.0024004,0.0041316,0.0033463,0.003057,0.0031232,0.0028825,0.0030761,0.0028269,0.0026864,0.0026243,0.0037038,0.0029275,0.0025734,0.0040086,0.004632,0.0044816,0.0038317,0.0036956,0.0036559,0.0029218,0.002708
947,B,True,0.0043748,0.0046352,0.0041795,0.0045422,0.0048142,0.0050737,0.0047459,0.0051937,0.0052282,0.0053564,0.0057815,0.0053923,0.0057865,0.0056053,0.0056976,0.0059922,0.0056119,0.0054148,0.0050669,0.0051482,0.0050799,0.0045431,0.0051747,0.0047035,0.0054615
948,B,True,0.00049073,0.00075106,0.00060285,0.00087917,0.0010977,0.0012987,0.0017242,0.0018541,0.0020042,0.0015627,0.0019041,0.0013112,0.0013171,0.0010641,0.0012295,0.00095875,0.00036026,0.00067705,0.00034177,0.00055174,0.00053323,0.00050913,0.0007836,0.00086619,0.00098012
949,B,True,-0.0037611,-0.0024782,-0.001916,-0.0024523,-0.0032389,-0.0028923,-0.0021088,-0.0020333,-0.0018106,-0.0025199,-0.0023403,-0.0023811,-0.0026586,-0.0023123,-0.0024639,-0.002454,-0.0020981,-0.0024959,-0.0031441,-0.002356,-0.0022763,-0.0025685,-0.0021932,-0.0028172,-0.00275
950,B,False,0.0058695,0.0052044,0.0058232,0.0068386,0.0058,0.004184,0.0044255,0.0048877,0.0036705,0.0036441,0.0025612,0.0038355,0.00323,0.003587,0.0040245,0.0042798,0.0049003,0.005444,0.0068838,0.008139,0.0083352,0.0074782,0.0066966,0.006496,0.0071247
951,B,False,-0.0016679,-0.0011194,-0.0014218,-0.001779,-0.0014899,-0.00098086,-0.00096611,-0.00093669,-0.0011716,-0.00091848,-0.0012597,-0.00054354,-0.0011623,-0.00097339,-0.0013901,-0.0011903,-0.0015638,-0.001698,-0.0017806,-0.0019559,-0.0021016,-0.0024346,-0.0023349,-0.001918,-0.0021662
952,B,False,0.001819,0.0017956,0.0015247,0.0013206,0.0012294,0.0014108,0.0013282,0.0013827,0.0014555,0.0018325,0.0020846,0.0018418,0.001789,0.00169,0.0017734,0.0012601,0.0013728,0.0011493,0.0010592,0.0016557,0.001242,0.0011265,0.00092132,0.00083737,0.00075534
953,B,True,0.0052665,0.0041504,0.0048553,0.0040146,0.0043399,0.0055636,0.0049906,0.004915,0.0046999,0.0028691,0.0031374,0.0036224,0.0029453,0.0034428,0.0026223,0.0017072,0.0016748,0.0018569,0.0017536,0.0011569,0.0031515,0.0018471,0.0031645,0.0024418,0.001973
954,B,True,0.0063065,0.006074,0.0064337,0.0073667,0.0067313,0.0074094,0.0077066,0.0064976,0.0069584,0.0067304,0.005819,0.0052357,0.0049002,0.0050079,0.0048558,0.0049636,0.0046845,0.0041783,0.0045029,0.0048029,0.0043392,0.0041852,0.0038764,0.0035211,0.0034792
955,B,False,-0.0042164,-0.0038501,-0.0041559,-0.0041989,-0.0041712,-0.0044187,-0.0043321,-0.0036553,-0.003355,-0.0036478,-0.0034573,-0.003901,-0.0033242,-0.0035871,-0.0031084,-0.0034775,-0.0035974,-0.0034936,-0.0039122,-0.0033112,-0.0036051,-0.0035283,-0.0046027,-0.0048559,-0.0042986
956,B,True,-0.0061762,-0.0055005,-0.0061132,-0.0057443,-0.0051212,-0.0049683,-0.0052902,-0.0046362,-0.0041965,-0.004707,-0.0049009,-0.0062876,-0.005738,-0.0053376,-0.0054436,-0.0053672,-0.0047283,-0.0048657,-0.0044412,-0.0049245,-0.0041508,-0.0051853,-0.0045303,-0.0060426,-0.0055541
957,B,False,0.0019038,0.0014175,0.0014634,0.0015437,0.00069867,0.0013072,-4.7501e-05,-0.0006032,-0.0002628,-0.00018309,-0.0003199,-6.8241e-05,0.001147,0.00069551,5.4705e-09,0.00015535,0.00019989,-0.00053119,-0.00035975,-0.00034293,-0.00052497,-0.00058356,-0.00065234,-0.00069095,-0.00037634
958,B,False,-0.0036296,-0.0014173,-0.0011662,-0.00010948,-0.0021242,-0.0025509,-0.0010679,-0.0012801,-0.00081039,-0.00035857,-0.00039169,-0.0030614,0.00221,-0.00011237,-0.00085962,-0.0023354,-0.0013276,-0.00099338,-0.00173,-0.0018125,0.00076101,-0.0015745,0.0017007,-0.0016512,-0.00047668
959,B,False,0.0024658,0.0026591,0.0019731,0.0026501,0.0025242,0.0031582,0.0038069,0.0036614,0.003305,0.0022618,0.0042338,0.005679,0.0043458,0.0043427,0.0049975,0.0031576,0.0044344,0.0034944,0.0029901,0.0036766,0.0044991,0.0047207,0.0046635,0.0050118,0.0060997
960,B,False,-0.0037518,-0.0042076,-0.004326,-0.0047318,-0.0041985,-0.0040165,-0.0039985,-0.0037083,-0.0041716,-0.0041274,-0.0045266,-0.004143,-0.0052581,-0.0049426,-0.0053035,-0.0052506,-0.0050484,-0.0049013,-0.004462,-0.0048287,-0.004483,-0.0044985,-0.0050489,-0.0046778,-0.0045266
961,B,False,0.0042977,0.0044915,0.0035558,0.0034035,0.0032235,0.0056134,0.0091737,0.0076341,0.0066786,0.0068225,0.0080371,0.0079877,0.0080009,0.0080841,0.0086824,0.0069946,0.010569,0.010148,0.0095649,0.0054865,0.0073375,0.0056921,0.005835,0.00391,0.0022185
962,B,False,-0.0021713,-0.001534,-0.0016214,-0.0014541,-0.0011671,-0.0007821,-0.0013722,-0.001829,-0.0018093,-0.0018042,-0.0023376,-0.0019455,-0.0022284,-0.0011806,-0.0012448,-0.0011031,-0.0014155,-0.00084933,-0.0010496,-0.001436,-0.0012352,-0.0019707,-0.0017743,-0.0016727,-0.0014128
963,B,False,0.0017902,0.001395,0.0024139,0.0031179,0.0053318,0.0045247,0.0046781,0.0043999,0.0052644,0.004906,0.0047492,0.0047241,0.004428,0.0049618,0.0054792,0.0060783,0.0069255,0.0072035,0.0073219,0.006019,0.005611,0.0056204,0.0060298,0.0047994,0.005089
964,B,False,0.0017373,0.0017064,0.00082564,0.0010054,0.0022226,0.0018305,0.0020364,0.0027213,0.0030228,0.0029413,0.0028903,0.0029773,0.0028408,0.0025877,0.0026796,0.0026807,0.0027886,0.0029116,0.0029009,0.0026365,0.0027091,0.0033286,0.0036861,0.0025207,0.0020547
965,B,False,0.0045833,0.0036565,0.0027705,0.0026358,0.0040378,0.0035905,0.0045638,0.0039338,0.0041469,0.0061685,0.0066204,0.0089221,0.010065,0.010635,0.010978,0.011672,0.013531,0.016406,0.015787,0.016266,0.015197,0.014235,0.014378,0.012914,0.013571
966,B,True,0.0041922,0.0043242,0.0042254,0.0047946,0.0051867,0.0055736,0.0055671,0.0057249,0.0057537,0.0053754,0.0053129,0.0049778,0.0046333,0.0047342,0.004274,0.0042468,0.0040819,0.0035247,0.0033911,0.0030404,0.0028138,0.0024621,0.0023651,0.0022023,0.0021327
967,B,False,0.0039625,0.0046872,0.0031869,0.0051025,0.0046635,0.0032783,0.0023885,0.0029132,0.0032753,0.0024888,0.0044518,0.0047726,0.0047162,0.0057224,0.0063618,0.0054317,0.006596,0.0064757,0.0063683,0.005975,0.0054716,0.0071946,0.0071818,0.0071387,0.0077772
968,B,False,0.0058823,0.0058992,0.0082151,0.0075065,0.0071803,0.0086076,0.0092535,0.0094132,0.011715,0.011581,0.01356,0.011503,0.0096644,0.0084676,0.0091397,0.0086469,0.0069479,0.0065779,0.0075354,0.0075063,0.0075296,0.0064928,0.0089973,0.0072111,0.0085698
969,B,False,0.0024166,0.0031852,0.0048926,0.0043957,0.0024912,0.0029837,0.0025359,0.0026706,0.0023792,0.0026394,0.0021813,0.0019807,0.0029386,0.0025115,0.00091442,0.001487,0.0021659,0.0023287,0.0033348,2.5221e-05,6.6128e-05,1.6424e-05,-0.0026103,-0.0038956,-0.0025198
970,B,True,-0.0065008,-0.0064035,-0.0056682,-0.0059369,-0.0056601,-0.0051708,-0.0058589,-0.0057957,-0.005348,-0.0050711,-0.0049829,-0.0052443,-0.0046054,-0.0042045,-0.0041669,-0.0036129,-0.0038557,-0.0032433,-0.0037464,-0.0036132,-0.0028703,-0.002091,-0.0022032,-0.0022329,-0.0023763
971,B,False,0.013431,0.011475,0.014175,0.010371,0.010633,0.012516,0.013603,0.0097184,0.0064876,0.012261,0.012551,0.006085,0.004151,0.0062196,0.0098161,0.00041549,-0.0025894,0.0018465,0.00049616,-0.0038304,0.0025107,-0.001829,-0.0024466,0.0030705,0.0079955
972,B,False,0.0028529,0.0032384,0.0034886,0.003842,0.0038118,0.0040196,0.0032966,0.0033168,0.0037469,0.0032546,0.0040798,0.0037734,0.0044712,0.0041148,0.0036012,0.0045454,0.0043569,0.0045473,0.0042921,0.0043033,0.004557,0.004309,0.0050286,0.0050032,0.005106
973,B,False,-0.004287,-0.0041722,-0.0039726,-0.0037765,-0.0039575,-0.0039359,-0.0037477,-0.0036923,-0.0037623,-0.0037288,-0.0034383,-0.0034265,-0.003568,-0.0035827,-0.0037687,-0.0036198,-0.00341,-0.003395,-0.0034933,-0.0036837,-0.0037475,-0.0037574,-0.0040018,-0.0038783,-0.0040425
974,B,False,-0.0057726,-0.0038175,-0.0044111,-0.0045809,-0.0043108,-0.0057992,-0.0048419,-0.0072911,-0.008414,-0.0069984,-0.0075589,-0.0075493,-0.0085151,-0.0081034,-0.0080484,-0.0065479,-0.008545,-0.0086458,-0.0093514,-0.0086958,-0.0090235,-0.007546,-0.0092506,-0.0070451,-0.006064
975,B,False,0.0010694,0.0036365,-0.00014458,0.0023062,0.0040857,0.0046147,0.0016234,0.0018483,0.00044792,0.0036041,0.0031459,0.00075778,-0.0004293,-0.0022005,-0.001194,-0.0011527,-0.00072418,-0.0016578,-0.0026987,-0.0021405,0.00052983,0.0015605,0.0003706,0.0024494,-0.00067654
976,B,False,0.0032515,0.001964,0.00241,0.0039421,0.0046839,0.0030286,0.0030734,0.0030363,0.0036537,0.0035962,0.0046095,0.0045126,0.0046746,0.0045274,0.0047808,0.0042706,0.0050435,0.005153,0.0048881,0.0041801,0.0041272,0.0053932,0.0059842,0.0070609,0.0063907
977,B,False,0.0070238,0.006704,0.0065063,0.0060749,0.0052131,0.0054996,0.0055365,0.0074891,0.0070731,0.008864,0.0055884,0.0076099,0.0085319,0.0076094,0.0067502,0.0073628,0.0069803,0.0069814,0.0073716,0.0072732,0.006999,0.0061465,0.0056746,0.0064194,0.0063117
978,B,False,0.0025043,0.0031254,0.0035217,0.0028172,0.0031122,0.0034293,0.0028923,0.0025951,0.0028871,0.0027129,0.0026946,0.002853,0.0028066,0.0021866,0.0016441,0.0017468,0.0014997,0.0020127,0.002258,0.0025124,0.0028239,0.0031294,0.0028046,0.0034004,0.0026155
979,B,False,-0.0034445,-0.003197,-0.0029193,-0.0028869,-0.0030982,-0.0029582,-0.0030437,-0.0026742,-0.0025805,-0.0029292,-0.0030077,-0.0031631,-0.0028448,-0.002823,-0.0026701,-0.0028161,-0.0030513,-0.0029124,-0.0029079,-0.0029803,-0.0030286,-0.0031636,-0.0034772,-0.0034598,-0.0035539
980,B,False,0.0024306,0.00094347,0.00089402,0.00037318,-0.00042776,-0.00012167,7.3058e-05,0.00051909,0.0002221,-0.00022753,-5.3514e-05,0.00012795,-0.00065932,-0.00056125,-0.00032651,-0.00036763,-0.00062384,-0.00076243,0.00049712,-0.0010572,-0.00061051,-0.00053395,-0.0010342,-0.00037839,-0.00046742
981,B,False,-0.0054125,-0.0064123,-0.0059864,-0.0049732,-0.0052706,-0.0038868,-0.0044273,-0.0049195,-0.002705,-0.003412,-0.0027856,-0.0036612,-0.0036278,-0.0036281,-0.0037511,-0.0017294,-0.0022963,-0.0035732,-0.0031691,-0.0040063,-0.0051119,-0.0034589,-0.0043878,-0.0049426,-0.0043879
982,B,False,-0.0036597,-0.003734,-0.0033736,-0.0035189,-0.0036471,-0.003314,-0.0038278,-0.0035054,-0.0038006,-0.0034445,-0.003197,-0.0029193,-0.0028869,-0.0030982,-0.0029582,-0.0030437,-0.0026742,-0.0025805,-0.0029292,-0.0030077,-0.0031631,-0.0028448,-0.002823,-0.0026701,-0.0028161
983,B,True,-0.002315,-0.0025853,-0.0025172,-0.0024867,-0.0024469,-0.0026078,-0.0024698,-0.0028894,-0.0028276,-0.002861,-0.0032908,-0.0030963,-0.003413,-0.0032288,-0.0034255,-0.0032133,-0.0035476,-0.002898,-0.0030473,-0.0035808,-0.003531,-0.0033162,-0.003266,-0.0031694,-0.0032791
984,B,True,-0.0064526,-0.0064519,-0.005348,-0.0048632,-0.004862,-0.004546,-0.0025574,-0.0022781,-0.0024492,-0.0023397,-0.0018649,-0.0020959,-0.0022078,-0.0019588,-0.0024081,-0.0023687,-0.0021734,-0.002707,-0.002522,-0.0024005,-0.0025767,-0.002634,-0.002063,-0.0018001,-0.0017066
985,B,True,0.0050626,0.0049215,0.0036221,0.0032943,0.0045345,0.0043835,0.0033283,0.0027371,0.0046609,0.0035706,0.0044498,0.004221,0.0040967,0.0035078,0.0038041,0.0026212,0.0037889,0.0041982,0.0049463,0.0045055,0.0042656,0.003147,0.0040406,0.0037262,0.0029807
986,B,False,0.010637,0.011056,0.0096249,0.011256,0.0095701,0.0098682,0.0094568,0.0085686,0.0084208,0.0088307,0.0093373,0.010515,0.0084616,0.0073913,0.0076604,0.0076672,0.010022,0.01022,0.011533,0.012509,0.013266,0.013673,0.013586,0.013748,0.013346
987,B,False,-0.00076003,-0.00069416,-0.00084299,-0.00097927,-0.00099857,-0.00086342,-0.0010543,-0.0009217,-0.0011232,-0.0013254,-0.0012613,-0.0010919,-0.0012157,-0.0012093,-0.0011202,-0.00096144,-0.0010571,-0.00085899,-0.0006435,-0.00089099,-0.00059737,-0.00072854,-0.00059786,-0.00038191,-0.00090396
988,B,False,0.0084414,0.0081064,0.0058893,0.004257,0.002464,0.0027715,0.0032046,0.0013448,0.0018128,0.0012997,0.0023423,0.0031513,0.0031429,0.0030881,0.0009584,0.0017254,0.0024184,0.003381,0.0026236,0.0014725,0.0020716,0.0039756,0.0018634,0.0033343,0.0038005
989,B,False,0.0020492,0.0015503,0.0013538,0.0014508,0.0015274,0.0013931,0.0012598,0.0010043,0.0012913,0.00075841,0.00035163,0.0015043,0.0013176,0.0017995,0.0014606,0.0016731,0.00045685,0.00019829,-0.00019378,0.00091567,0.00028292,5.2892e-05,0.0015818,0.0013374,0.00058394
990,B,True,0.003029,0.0034461,0.0037478,0.0044113,0.0049418,0.004875,0.0040468,0.0043113,0.0039673,0.0043871,0.0048607,0.003929,0.0034126,0.0037289,0.003713,0.0033236,0.0037683,0.0030812,0.0033871,0.0031442,0.0028768,0.0032944,0.0026382,0.003325,0.0032913
991,B,True,-0.0026983,-0.0030721,-0.0038286,-0.0043097,-0.0029114,-0.0030682,-0.0022936,-0.0020903,-0.0011935,-0.002906,-0.0018895,-0.0010141,-0.002553,-0.0028132,-0.0026017,-0.0037108,-0.0040094,-0.0030499,-0.0020443,-0.002768,-0.0033046,-0.003003,-0.0030989,-0.0019883,-0.0015355
992,B,False,-0.0011377,-0.00075793,-0.001287,-0.0015737,-0.001433,-0.0016216,-0.0015387,-0.0017779,-0.0018816,-0.0022837,-0.0028618,-0.0025269,-0.002652,-0.0030849,-0.0032118,-0.0028703,-0.0024018,-0.0028779,-0.0030445,-0.0023506,-0.0028568,-0.0023451,-0.0022847,-0.0019741,-0.0015116
993,B,True,0.0066083,0.0065516,0.0064999,0.0063689,0.0056609,0.0055932,0.0054391,0.0055241,0.0051404,0.0057865,0.0058057,0.0056391,0.0056309,0.0057036,0.0055494,0.0057152,0.0053914,0.0057091,0.005876,0.0063386,0.0064328,0.006774,0.0071038,0.0075062,0.0079678
994,B,True,-0.016726,-0.018234,-0.018477,-0.019445,-0.018247,-0.017941,-0.016653,-0.016381,-0.016268,-0.015535,-0.017168,-0.017845,-0.017042,-0.017425,-0.017532,-0.017894,-0.014962,-0.013358,-0.013558,-0.013645,-0.013189,-0.01353,-0.014448,-0.013433,-0.012232
995,B,True,-0.00098936,-0.0005442,-0.00065969,-0.00098556,-0.00086201,-0.0023705,-0.0014128,-0.0020791,-0.0024288,-0.0020419,-0.0013159,-0.0021845,-0.0017981,-0.0017012,-0.0021042,-0.0016945,-0.0020161,-0.00226,-0.001912,-0.00074732,-0.0014805,-0.0024185,-0.00080294,-0.0013867,-0.0027207
996,B,True,0.00035044,0.0019079,0.00068464,0.00041708,0.00022706,0.0017256,0.00042041,0.0030002,0.0031508,0.0035335,0.0021076,0.0010553,0.0015896,0.0024321,0.0010652,0.00078485,0.001693,0.0021326,0.00095726,0.0017114,0.0024968,0.003066,0.0026337,0.0030761,0.0034878
997,B,False,-0.00472,-0.0047543,-0.0048462,-0.0045168,-0.0043919,-0.004021,-0.0042452,-0.0041686,-0.0044512,-0.0043103,-0.0043203,-0.0046146,-0.0052089,-0.0052038,-0.0054779,-0.0056185,-0.0050789,-0.0053841,-0.0055981,-0.0054378,-0.0049022,-0.0054516,-0.0053684,-0.0055079,-0.0051882
998,B,False,0.005575,0.0056457,0.0065452,0.0057408,0.0065258,0.0072328,0.0063665,0.0078318,0.0062598,0.0064407,0.0060119,0.0054924,0.0048207,0.0057781,0.0059597,0.0053768,0.0052101,0.0056772,0.0059392,0.0057449,0.0061962,0.006102,0.0050484,0.0054371,0.0058332
999,B,False,-0.0094435,-0.0090842,-0.0088178,-0.0081754,-0.0086101,-0.0081196,-0.0081969,-0.007804,-0.0076063,-0.0073794,-0.0082179,-0.0087457,-0.0088106,-0.0088135,-0.0096788,-0.0089727,-0.0085865,-0.0085606,-0.0090154,-0.0088072,-0.0092165,-0.0085397,-0.0088881,-0.0082158,-0.0081755
1000,B,False,0.0031336,0.0025282,0.0021124,0.0023062,0.002285,0.0018037,0.0023362,0.0021993,0.0021571,0.0019776,0.00151,0.0015362,0.0010468,0.0012104,0.0012081,0.0011729,0.0010657,0.00067501,0.00030525,0.00090577,0.0012647,0.000606,0.00036637,0.00081292,0.0013084
1001,B,False,-0.0048571,-0.0043077,-0.0049258,-0.0053512,-0.0058386,-0.0063062,-0.005117,-0.006145,-0.0056927,-0.0066488,-0.0075098,-0.005673,-0.0074449,-0.0072055,-0.007894,-0.0081937,-0.0069311,-0.0065916,-0.0078047,-0.0068542,-0.0062413,-0.0056907,-0.0061251,-0.0068403,-0.0056724
1002,B,True,-0.010482,-0.011169,-0.011161,-0.010733,-0.0098507,-0.01188,-0.012577,-0.012197,-0.012728,-0.012497,-0.012548,-0.012094,-0.011065,-0.011511,-0.01206,-0.012573,-0.012016,-0.0121,-0.011635,-0.010831,-0.011569,-0.0114,-0.010129,-0.010233,-0.010627
