,FLARE_TYPE,COINCIDENCE,MEANJZH_1,MEANJZH_2,MEANJZH_3,MEANJZH_4,MEANJZH_5,MEANJZH_6,MEANJZH_7,MEANJZH_8,MEANJZH_9,MEANJZH_10,MEANJZH_11,MEANJZH_12,MEANJZH_13,MEANJZH_14,MEANJZH_15,MEANJZH_16,MEANJZH_17,MEANJZH_18,MEANJZH_19,MEANJZH_20,MEANJZH_21,MEANJZH_22,MEANJZH_23,MEANJZH_24,MEANJZH_25
584,M,False,-0.0082784,-0.0087315,-0.0088354,-0.009312,-0.0085038,-0.0091276,-0.0096589,-0.0090963,-0.0088573,-0.0092003,-0.0085821,-0.0073091,-0.0066735,-0.0082503,-0.0071766,-0.0070918,-0.0085061,-0.0080393,-0.0077973,-0.00767,-0.0082089,-0.0076927,-0.0076523,-0.0071622,-0.0073643
585,M,True,-0.0038473,-0.0037654,-0.0040079,-0.00404,-0.0043404,-0.0049267,-0.0048351,-0.0053452,-0.0055625,-0.0057459,-0.0060617,-0.0060043,-0.0065696,-0.0068867,-0.006521,-0.0067708,-0.0063538,-0.0060356,-0.0056243,-0.0055491,-0.0055329,-0.0054194,-0.0052743,-0.0053139,-0.0054614
586,M,False,-0.0053139,-0.0054614,-0.0056537,-0.0053449,-0.0056168,-0.0054687,-0.0057223,-0.0058107,-0.0061193,-0.0065741,-0.0060162,-0.005667,-0.0059146,-0.0059374,-0.0060925,-0.0063824,-0.0061763,-0.0064711,-0.0055798,-0.0058503,-0.005662,-0.0061821,-0.0062217,-0.0061492,-0.0061715
587,M,False,-0.0083555,-0.0084347,-0.0085105,-0.008399,-0.0087383,-0.008685,-0.0087525,-0.0089337,-0.0088517,-0.0093248,-0.0095697,-0.010051,-0.010244,-0.010524,-0.010261,-0.010358,-0.011062,-0.011089,-0.010985,-0.01181,-0.011633,-0.011402,-0.011139,-0.01199,-0.011929
588,M,False,-0.008361,-0.0088175,-0.0073836,-0.0065238,-0.0081614,-0.0074045,-0.0098601,-0.007191,-0.0095154,-0.014083,-0.0092443,-0.0088623,-0.0093077,-0.0084625,-0.011286,-0.011061,-0.0094106,-0.011441,-0.012331,-0.0084687,-0.0098533,-0.0079106,-0.0052579,-0.0071351,-0.0084849
589,M,False,-0.012032,-0.0072405,-0.0096983,-0.010943,-0.010363,-0.011453,-0.01015,-0.011837,-0.0094884,-0.0074532,-0.0082062,-0.012618,-0.012221,-0.0047378,-0.008389,-0.0040308,-0.00035766,-0.0045908,-0.00028804,-0.0019397,-0.00092742,-0.00498,-0.006358,-0.0066768,-0.012489
590,M,False,0.019676,0.019882,0.020517,0.021479,0.023767,0.023608,0.023206,0.021627,0.021658,0.021019,0.020111,0.018755,0.019238,0.018338,0.017669,0.018025,0.017608,0.018338,0.018494,0.019563,0.019653,0.020862,0.021368,0.02153,0.02184
591,M,False,0.027231,0.02696,0.027251,0.026829,0.026122,0.025415,0.02477,0.022632,0.02224,0.021662,0.021256,0.020455,0.020443,0.020684,0.020488,0.020711,0.020159,0.020956,0.02044,0.021174,0.021809,0.02281,0.023213,0.024072,0.025132
592,M,False,-0.013385,-0.012794,-0.012221,-0.012128,-0.011722,-0.011868,-0.011685,-0.01198,-0.011891,-0.011957,-0.011367,-0.011881,-0.012723,-0.012514,-0.012495,-0.012807,-0.013132,-0.012958,-0.013424,-0.013579,-0.013645,-0.014078,-0.014395,-0.014685,-0.014982
593,M,False,-0.016792,-0.016248,-0.016558,-0.017094,-0.017195,-0.017071,-0.017376,-0.017319,-0.016564,-0.018538,-0.017014,-0.016385,-0.017173,-0.017641,-0.017348,-0.018123,-0.018077,-0.016969,-0.017951,-0.016977,-0.017088,-0.017064,-0.01759,-0.01703,-0.016781
594,C,True,-0.0027406,-0.002363,-0.0025079,-0.0023546,-0.002325,-0.0022623,-0.0022109,-0.0019773,-0.0021057,-0.0020756,-0.0025537,-0.0021194,-0.0021101,-0.0020894,-0.002187,-0.0022749,-0.0022616,-0.0021676,-0.0022933,-0.0024834,-0.0024535,-0.0021126,-0.0020626,-0.0019374,-0.0020029
595,C,True,-0.0028841,-0.0028334,-0.0019374,-0.0019507,-0.0031792,-0.00073186,-0.0023617,-0.0011346,0.00092699,0.0017438,0.0017051,0.00070556,0.0009643,0.0016462,0.0013049,0.00011674,-0.0021153,-0.00065018,-0.0019797,-0.0030296,-0.0026319,-0.0027153,-0.003974,-0.0055859,-0.0043976
596,C,False,0.0027915,0.0028676,0.0026625,0.0024458,0.0025702,0.0030735,0.0033035,0.0034248,0.0031521,0.003161,0.0031029,0.002798,0.0026742,0.002278,0.0023498,0.002725,0.0019067,0.0021837,0.001829,0.0016715,0.0010098,0.0018213,0.0013086,0.0016961,0.0013821
597,C,False,-0.0057754,-0.0032366,-0.0043885,-0.0022242,-0.0050845,-0.0041138,-0.0031876,-0.0050253,-0.0034305,-0.0024228,-0.0036715,-0.0028381,-0.0038645,-0.0025617,-0.0039704,-0.0032561,-0.0041951,-0.003384,-0.0039321,-0.0034628,-0.0035683,-0.0021743,-0.0022366,-0.00074876,3.7258e-05
598,C,False,-0.00067156,-0.00059874,-0.00050019,-0.00070178,-0.0005217,-0.00035744,4.1132e-05,-8.5613e-05,-0.00033477,-0.00015675,-0.00012875,0.0003349,9.1662e-05,8.1595e-05,7.8669e-05,-7.0938e-05,6.4801e-05,0.00044003,0.0004784,0.00026599,0.00037284,0.00027912,0.00035641,0.00046458,0.00037357
599,C,False,0.0016727,0.0020888,0.0011556,0.0015965,0.0015865,0.0011322,0.001395,0.0011549,0.00062723,-0.00020488,1.5735e-06,-0.0003211,-0.0014209,-0.0017165,-0.001253,0.0020478,0.00047763,-0.0013757,-0.0023364,-0.00245,-0.0031777,-0.0025147,-0.0038727,-0.0041146,-0.0040029
600,C,False,-0.00091722,0.0023524,0.0018357,0.00085196,-0.0010341,0.000123,-0.00039742,-0.0013312,-0.0013263,-0.00056908,-0.00095124,-0.001247,-0.00060762,-0.0018427,-0.0015561,-0.0011762,-0.00097535,-0.001234,-0.00024955,0.0006698,0.0016971,5.067e-05,-0.0011532,-0.00052543,-0.00092853
601,C,False,-0.0037041,-0.0020738,-0.000342,-0.001588,-0.0027828,-0.00023158,-0.001453,-0.0027655,-0.0028805,-0.0021793,-0.00053281,0.00016762,-0.00064181,0.0018043,0.001296,0.00098204,0.0032196,0.0027044,0.0003291,0.0025652,0.0015095,0.0013418,0.00083408,-0.00066872,-0.001105
602,C,False,-0.0030696,-0.0041164,-0.0040905,-0.0034554,-0.0044416,-0.0034371,-0.0049301,-0.0040669,-0.0046556,-0.0049671,-0.0054196,-0.0052872,-0.0047795,-0.0043471,-0.0039665,-0.0041243,-0.0036245,-0.004068,-0.0036818,-0.0032182,-0.0034309,-0.0041063,-0.004242,-0.0037634,-0.0031734
603,C,True,0.0045642,0.004364,0.0044579,0.0045851,0.0045126,0.0044481,0.0045292,0.0047131,0.0046127,0.0043629,0.004312,0.0044851,0.0043006,0.0047911,0.0044578,0.0046959,0.0048174,0.0041492,0.0041471,0.0042049,0.0041293,0.0043931,0.0049254,0.0047224,0.0049087
604,C,False,-0.0073872,-0.0073469,-0.0075301,-0.0072298,-0.0070846,-0.0077201,-0.0080632,-0.0083191,-0.0082671,-0.0085477,-0.0080319,-0.008596,-0.0091216,-0.0088732,-0.0079111,-0.0077853,-0.0076897,-0.0077636,-0.0065966,-0.0066211,-0.0058624,-0.0059712,-0.0061629,-0.0062214,-0.0060572
605,C,False,-0.0090027,-0.0089257,-0.0081395,-0.0078003,-0.007722,-0.0080512,-0.0078769,-0.0081478,-0.0074878,-0.0071442,-0.0071173,-0.0067944,-0.007203,-0.0071356,-0.0077125,-0.0071947,-0.0065493,-0.0064531,-0.0058695,-0.0065005,-0.006569,-0.0066558,-0.006723,-0.0076327,-0.006805
606,C,False,0.00032839,-0.0018356,0.00074067,0.00063987,0.00097323,0.0012998,-0.0009132,0.0012535,0.0012917,0.0012772,-0.00037646,0.0014582,-0.00085083,-0.00078292,0.0016135,0.0013146,-0.00085907,-0.0026657,0.0022595,0.0018073,-0.00088999,-0.0026552,0.00085108,-0.0024333,0.00061997
607,C,False,0.0020736,0.0025064,0.0026617,0.002353,0.0025292,0.00293,0.0027071,0.0028153,0.0028403,0.0031316,0.0027949,0.0027422,0.0025451,0.0027268,0.002604,0.0026553,0.0025673,0.002483,0.0025843,0.0024151,0.0023998,0.0026104,0.002639,0.0023705,0.0022806
608,C,True,-0.0034282,-0.0045536,-0.0053372,-0.0043575,-0.0058576,-0.0058109,-0.005539,-0.0069493,-0.0065477,-0.0080372,-0.0051371,-0.0058786,-0.004394,-0.0056662,-0.0058125,-0.0060014,-0.008084,-0.0081078,-0.0085769,-0.0083626,-0.0099042,-0.0096789,-0.0083207,-0.0077904,-0.0085426
609,C,True,-0.00088606,-0.00087498,2.419e-06,-0.00076682,-0.00062049,-0.0013801,-0.0010382,-0.0012667,-0.0017895,-0.0016308,-0.0017317,-0.0017163,-0.0013206,-0.0012271,-0.00079494,-0.0014449,-0.0017885,-0.0009151,-0.001384,-0.0010511,-0.0018502,-0.0015238,-0.00060176,-0.0012585,-0.0013793
610,C,False,-0.001422,-0.001753,-0.0012194,-0.0014432,-0.0010292,-0.0010158,-0.0012925,-0.00076305,-0.00031586,-0.0011344,-0.0011065,-0.0014592,-0.0015714,-0.0018697,-0.0015827,-0.0017761,-0.0019718,-0.0011218,-0.001345,-0.0012736,-0.0017127,-0.0015229,-0.0012805,-0.0015088,-0.0010028
611,C,False,0.00034718,0.0002087,-0.0001186,-0.00067549,-0.00070531,-0.00046384,-0.0018903,-0.0027202,-0.0026693,-0.0024311,-0.0028388,-0.0022973,-0.0026119,-0.0020697,-0.0023685,-0.0017169,-0.0023693,-0.001084,-0.00087661,-0.00060693,-0.00037027,-0.00040723,-0.00044534,-0.00022279,0.00012401
612,C,False,0.0040635,0.0042942,0.0039811,0.0035493,0.0039378,0.004286,0.0040951,0.0044301,0.0039379,0.004059,0.0042872,0.0045298,0.0043144,0.0043035,0.0040667,0.0035326,0.003586,0.0036787,0.0039357,0.0040474,0.0041531,0.0041241,0.0041641,0.0037395,0.0045131
613,C,False,-0.003287,-0.0035357,-0.0035472,-0.0034083,-0.0033132,-0.0031031,-0.0031515,-0.0017871,-0.0017978,-0.0016385,-0.0013602,-0.003049,-0.003627,-0.0032405,-0.002129,-0.0028248,-0.0011221,-0.00016692,-0.00026579,-0.00080321,0.00013627,-0.0003926,-0.00037773,-0.00018804,-0.000414
614,C,False,0.000799,0.00064933,0.00078843,0.00014739,0.00016116,7.5002e-05,-4.9411e-05,-8.6767e-05,-0.00023933,-0.00065414,-0.00029995,-0.00029947,-0.00044811,-0.00048326,-0.00057141,-0.0003017,9.3424e-05,0.00044544,0.00040208,0.00061849,0.00031764,0.00044613,0.00011843,0.00026911,4.0719e-06
615,C,False,-0.016095,-0.015446,-0.014998,-0.015371,-0.015553,-0.015376,-0.014644,-0.014579,-0.012943,-0.012787,-0.012943,-0.012374,-0.012728,-0.012162,-0.01257,-0.012378,-0.012192,-0.012266,-0.012461,-0.011843,-0.011241,-0.012776,-0.013436,-0.013482,-0.012879
616,C,False,-0.0036167,-0.0047864,-0.0053338,-0.005415,-0.0076862,-0.0063198,-0.0086044,-0.0070423,-0.0093452,-0.0084692,-0.0084256,-0.0052195,-0.0078214,-0.0075764,-0.0070035,-0.0091486,-0.0097019,-0.010166,-0.0058032,-0.0091269,-0.0056805,-0.0086631,-0.0085481,-0.007916,-0.010738
617,C,False,-0.0070694,-0.0066871,-0.0073516,-0.0064911,-0.0066352,-0.006884,-0.0064502,-0.0066932,-0.0069339,-0.0072109,-0.0067164,-0.0070992,-0.0071591,-0.0075937,-0.0074631,-0.0076619,-0.0079113,-0.0081139,-0.0079606,-0.0077542,-0.0077084,-0.0083986,-0.0085789,-0.0090158,-0.0087971
618,C,False,-0.00048051,-0.00048214,-0.0002796,-0.00053791,-0.00037105,-0.00044071,-0.00040112,-0.00019602,1.4247e-05,-0.00020218,-0.00047262,-0.00052086,-0.00023172,-0.0002339,-0.00028713,-0.00032506,-0.0005835,-0.00022196,-0.00075052,-9.0788e-05,-0.00035446,-0.00021473,-0.00038416,-0.00040504,-0.0004114
619,C,True,-0.0067611,-0.0068854,-0.0069023,-0.0061751,-0.0065482,-0.0063645,-0.0065351,-0.0063009,-0.0064455,-0.006404,-0.0063432,-0.0068207,-0.0074187,-0.0074737,-0.0076842,-0.0084023,-0.0092818,-0.0083977,-0.0089218,-0.0082234,-0.0070372,-0.0074269,-0.0069962,-0.0073004,-0.0062703
620,C,False,0.0031038,0.0029274,0.0031151,0.0030388,0.0030908,0.0032998,0.0034628,0.0031807,0.0034539,0.0031106,0.0036819,0.0031603,0.0029997,0.0029429,0.0034646,0.0038373,0.0029887,0.0028821,0.0029311,0.0028343,0.0030757,0.0029908,0.0026892,0.0028674,0.0030772
621,C,False,0.0029726,0.0021454,0.00264,0.0025608,0.0038597,0.0053902,0.0036849,0.0034077,0.0021068,0.0030133,0.003565,0.0029354,0.0019969,0.002874,0.0042949,0.0028172,0.0015629,0.0014541,0.0032259,0.0028581,0.0033581,0.0028389,0.0021697,0.0027783,0.0010785
622,C,False,-0.017685,-0.017857,-0.018485,-0.019611,-0.018482,-0.018259,-0.01907,-0.019237,-0.01931,-0.018691,-0.018738,-0.019029,-0.018672,-0.018481,-0.018473,-0.019279,-0.017983,-0.019161,-0.013809,-0.018847,-0.018955,-0.0188,-0.018653,-0.020568,-0.020733
623,C,False,0.0022252,0.002467,0.0020449,0.0024575,0.0024198,0.0022875,0.0026157,0.002953,0.003016,0.0029699,0.0026955,0.0028638,0.0030624,0.0028094,0.0031933,0.0032957,0.0038392,0.0037524,0.0043727,0.0046485,0.0045074,0.0046915,0.0046184,0.0044944,0.00436
624,C,True,0.0064567,0.0059213,0.0059878,0.0059448,0.0048644,0.0049461,0.0060799,0.0058703,0.0066398,0.0062893,0.0055514,0.0052061,0.0044969,0.0047066,0.0040029,0.0044259,0.0043045,0.0039677,0.0035747,0.0036816,0.0033486,0.0031194,0.0038869,0.0030783,0.0033849
625,C,False,0.010352,0.011584,0.010978,0.010128,0.010842,0.01212,0.0095848,0.0080128,0.006881,0.0065975,0.0054999,0.0071956,0.007733,0.0066733,0.0073671,0.0070884,0.0068529,0.0067669,0.0063805,0.0081792,0.0074512,0.0073455,0.0085392,0.00944,0.0090475
626,C,False,-0.0019332,-0.0020705,-0.0014227,-0.0018818,-0.0022923,-0.0031864,-0.0030822,-0.0027889,-0.0034471,-0.0031578,-0.0032111,-0.0030131,-0.0028498,-0.0029729,-0.0031826,-0.0034017,-0.0037817,-0.003658,-0.0033633,-0.0031379,-0.0032891,-0.0036396,-0.0036128,-0.0038388,-0.0040264
627,C,False,0.0,-0.0023703,0.014949,-0.0018296,-0.0022904,-0.000519,0.0010911,-0.0017972,-0.0036614,0.0038269,0.0028344,-0.0017014,-0.0050245,-0.0011338,-0.0036697,-0.0075768,-0.012119,-0.013655,-0.017361,-0.0081344,-0.015669,-0.0066941,-0.013123,-0.012052,0.014154
628,C,True,0.0077999,0.0076789,0.0074991,0.0077368,0.0074616,0.0074082,0.0072713,0.0072176,0.0072993,0.0073638,0.0072057,0.0076777,0.007689,0.0072626,0.006991,0.0067142,0.0068268,0.0064343,0.0069768,0.0071702,0.0073334,0.0069878,0.0070789,0.0066535,0.0067565
629,C,False,-0.0075134,-0.0078033,-0.0078784,-0.0065304,-0.010183,-0.010509,-0.012365,-0.012212,-0.0070807,-0.0096592,-0.010454,-0.0047188,-0.0055901,-0.0032103,-0.0032853,-0.0038525,-0.0077291,-0.0050613,-0.0033971,-0.0041731,-0.0078321,-0.0035778,-0.0038401,-0.003597,-0.0035343
630,C,False,0.0062601,0.011309,0.012029,0.0071634,0.010713,0.0094105,0.0062318,0.0073935,0.0051212,0.0077779,0.0067333,0.007751,0.0046868,0.0020635,0.0028507,0.0080159,0.014742,0.0034221,0.0072927,0.0015285,0.0048901,0.0051205,0.0073426,0.0060621,0.0063159
631,C,False,-0.024535,-0.024177,-0.024511,-0.026168,-0.028456,-0.029135,-0.029222,-0.029573,-0.033261,-0.033482,-0.035498,-0.034822,-0.033236,-0.03312,-0.034809,-0.031545,-0.029726,-0.029593,-0.031835,-0.027508,-0.02955,-0.029093,-0.029849,-0.029554,-0.02799
632,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0058665,-0.0012778,-0.010136,-0.010304,-0.0059366,-0.011273,-0.0054008,0.019004,-0.0030425,0.0061434,0.0018261,0.002607,0.0014504,0.0013839,0.0013677
633,C,False,-0.0033388,-0.0024149,-0.0029017,-0.0028834,-0.0030643,-0.0036241,-0.0031067,-0.0036843,-0.0031666,-0.0031785,-0.0033018,-0.0033809,-0.0035986,-0.0037772,-0.003218,-0.0038621,-0.0041158,-0.0037754,-0.0039319,-0.0041132,-0.003882,-0.0041855,-0.0042999,-0.0040794,-0.0043659
634,C,False,0.01518,0.014802,0.015611,0.015332,0.015466,0.015503,0.014972,0.015107,0.015397,0.015216,0.015235,0.014761,0.01544,0.015064,0.014196,0.014193,0.014079,0.013753,0.012891,0.012348,0.012561,0.012851,0.013215,0.014085,0.014625
635,C,False,-0.0048835,-0.0054203,-0.0055642,-0.0049821,-0.0063518,-0.0057014,-0.0057376,-0.005877,-0.0058355,-0.005796,-0.0060587,-0.0056296,-0.0056778,-0.0055469,-0.0050938,-0.0045807,-0.0043138,-0.0047958,-0.0048207,-0.0046171,-0.0046128,-0.0047537,-0.0045284,-0.0038723,-0.0041855
636,C,False,0.0025361,0.002485,0.0018623,0.0026103,0.0030391,0.0030746,0.0028231,0.0029657,0.0018457,0.0031005,0.0031089,0.0031795,0.0036093,0.0034977,0.0036104,0.0039762,0.003986,0.003967,0.0040567,0.0043691,0.0042062,0.0040488,0.0039117,0.0036175,0.0037678
637,C,False,0.0091699,0.0092209,0.0088104,0.0089432,0.0092744,0.0090927,0.0086585,0.0085649,0.0081871,0.0083483,0.0087988,0.0083272,0.0083459,0.0079561,0.0081232,0.0084953,0.0082336,0.0079594,0.007421,0.0069516,0.0077978,0.0078776,0.0078439,0.0075434,0.0082425
638,C,False,-0.0046473,-0.0045687,-0.0046413,-0.004555,-0.004281,-0.0043896,-0.0042161,-0.0043913,-0.0039813,-0.0041737,-0.0042952,-0.0041544,-0.0050064,-0.0045041,-0.0050663,-0.0047701,-0.0042127,-0.0048276,-0.0051862,-0.0049622,-0.0046813,-0.0048631,-0.0051042,-0.0045838,-0.0045615
639,C,False,0.0042769,0.0047534,0.0046907,0.0050732,0.0056155,0.0059666,0.0053354,0.0043208,0.0055173,0.0055964,0.0049571,0.0054342,0.0047949,0.0049627,0.004707,0.0033743,0.0036986,0.0032432,0.0046902,0.0040598,0.0037978,0.0034762,0.0031846,0.0027846,0.003418
640,C,False,0.0024829,0.0016669,0.0016903,0.0018053,0.0017419,0.0022861,0.0017994,0.0015626,0.0019812,0.0017396,0.0016449,0.0016716,0.0018834,0.0016092,0.0017982,0.0018483,0.0018594,0.0017621,0.0018227,0.0019525,0.0022983,0.002093,0.0021625,0.0020441,0.0020347
641,C,True,-0.022304,-0.022992,-0.021566,-0.025324,-0.025368,-0.019541,-0.02171,-0.018967,-0.017052,-0.023778,-0.022765,-0.021827,-0.016495,-0.018706,-0.014805,-0.0060032,-0.0031564,-0.0050718,-0.0071768,-0.006017,-0.0049999,-0.017018,-0.016186,-0.016341,-0.0096783
642,C,False,0.00056147,0.0011323,0.0013257,0.0013988,0.0011136,0.001385,0.0012051,0.001232,0.0010792,0.00092336,0.0011622,0.0015571,0.0012915,0.0012632,0.00097112,0.0016092,0.0011651,0.0010789,0.0010163,0.0014632,0.0010569,0.0013126,0.0012576,0.0012178,0.0010805
643,C,False,0.0024588,0.0034909,0.0024841,0.0026775,0.0067258,0.0026621,0.0070995,0.007007,0.0067741,0.0069749,0.0079484,0.0043825,0.0058354,0.010767,0.00015759,0.0035647,-0.00099247,-0.00067386,-0.0016714,-0.0009667,-0.0022369,3.4454e-05,-0.00040009,-0.0015396,-0.00047915
644,C,False,0.011693,0.011492,0.011712,0.011523,0.011264,0.011178,0.010429,0.01113,0.011251,0.011199,0.010647,0.010815,0.010718,0.011411,0.011348,0.011516,0.011629,0.011701,0.012032,0.011938,0.012446,0.012629,0.012764,0.012792,0.012561
645,C,False,0.0072827,0.0076625,0.0065183,0.0077452,0.0072083,0.0072137,0.0076081,0.0070914,0.0074362,0.0072802,0.0066183,0.0069445,0.0068629,0.0063541,0.0065706,0.0064104,0.0067567,0.0068307,0.0068398,0.0068158,0.0068375,0.007445,0.0074058,0.0074117,0.0075004
646,C,False,-0.00090097,-0.0019912,-0.001831,-0.0010856,-0.0018381,-0.00096004,7.0204e-05,-0.00024351,-0.0009093,0.00036733,-0.00096437,-0.00012761,-0.0010207,-0.00054514,0.0010403,-0.0013197,-0.001902,-9.8579e-05,5.6178e-05,0.00050091,-6.0363e-05,-0.0010776,-0.00055902,1.0603e-05,-0.00065217
647,C,False,-0.001178,-0.001042,-0.00077801,-0.0009616,-0.0011029,-0.0012673,-0.0011232,-0.001498,-0.0023142,-0.0026257,-0.0021329,-0.0023323,-0.0025588,-0.0018145,-0.0017163,-0.0018581,-0.0014752,-0.0017131,-0.0012361,-0.00082283,-0.0010698,-0.00093004,-0.00065765,-0.00098057,-0.00069955
648,C,False,0.0088209,0.0085666,0.0091874,0.0090629,0.0092372,0.0089993,0.0089387,0.008852,0.008558,0.0087469,0.0089837,0.0083298,0.0088018,0.0084594,0.0085981,0.0077865,0.0076146,0.0079918,0.0077015,0.0070105,0.0070813,0.007155,0.0065821,0.0063182,0.0061187
649,C,True,-0.0035169,-0.0032375,-0.003275,-0.0031685,-0.0030834,-0.0032383,-0.0034281,-0.003042,-0.0031634,-0.0032333,-0.0028836,-0.0028155,-0.0028554,-0.0024961,-0.0026257,-0.0026673,-0.0030225,-0.0031775,-0.003433,-0.0036348,-0.0032331,-0.0036293,-0.0031314,-0.0034871,-0.0033973
650,C,False,-0.0011677,0.00018179,0.00097189,-0.00068547,4.271e-05,1.2312e-05,-0.00033859,0.00038623,0.0012812,0.001854,0.00076837,0.00029132,-8.5712e-05,0.0017094,0.00085099,-0.00014613,-0.00086577,-0.00013235,0.0012207,0.0012731,0.00099248,0.0014456,0.00064849,0.0017991,-0.00019952
651,C,False,-0.0028146,-0.0025165,-0.0018027,-0.0017338,-0.0012536,-0.0012825,-0.0010766,-0.00091775,-0.00097566,-0.0009313,-0.00096192,-0.00016136,-0.0003834,-0.00013255,-0.00031246,-0.00038146,-0.00032406,-0.00041908,-0.00060721,-0.00097521,-0.00070921,-0.00086078,-0.0007105,-0.0011406,-0.0010887
652,C,False,-0.0098382,-0.0099252,-0.0097348,-0.0095208,-0.009261,-0.0086925,-0.0084954,-0.0088117,-0.0091561,-0.009555,-0.009562,-0.0094155,-0.009296,-0.0093735,-0.0092653,-0.0084586,-0.0085948,-0.008712,-0.0083104,-0.0085173,-0.0083999,-0.0084676,-0.0085217,-0.0073563,-0.0071626
653,C,False,-0.0024913,-0.0023268,-0.002229,-0.0024817,-0.002556,-0.0025404,-0.0023681,-0.0027509,-0.0026952,-0.0028532,-0.0025352,-0.0024622,-0.0024626,-0.0027451,-0.0024612,-0.0026498,-0.0025458,-0.0027034,-0.0025575,-0.0025121,-0.0024708,-0.0024417,-0.0025489,-0.0025127,-0.0026857
654,C,False,-0.0015029,-0.0018055,-0.0015788,-0.001924,-0.0025433,-0.0016895,-0.0019071,-0.0010681,-0.0011287,-0.0020669,-0.0018718,-0.001434,-0.0015808,-0.00051176,-0.001012,-0.00095183,-0.00094877,-0.0015669,-0.0014789,-0.0012127,-0.0014958,-0.0016548,-0.0020762,-0.001826,-0.0021469
655,C,False,-0.013321,-0.01288,-0.01251,-0.012438,-0.012541,-0.012536,-0.011683,-0.011181,-0.010565,-0.010542,-0.010682,-0.010152,-0.010044,-0.010048,-0.0097315,-0.0094936,-0.0094874,-0.0090966,-0.0090685,-0.0091494,-0.0092643,-0.0089266,-0.0093296,-0.0095835,-0.010265
656,C,False,-0.006589,-0.006715,-0.0068387,-0.0070088,-0.0069709,-0.0071141,-0.0070887,-0.0069148,-0.0071486,-0.0069984,-0.006645,-0.0069389,-0.0065075,-0.0064104,-0.0064698,-0.0063599,-0.0062869,-0.0063153,-0.0065821,-0.0066697,-0.0066479,-0.0065338,-0.006631,-0.006434,-0.0064428
657,C,True,0.00078981,0.0021998,0.00087065,0.0016753,0.00085129,0.00090636,0.0023377,0.0019372,0.0008648,0.0016658,0.001284,-0.00014689,0.00080229,0.00073935,0.00138,7.0513e-05,-0.00024696,0.00046984,0.0014664,0.003188,0.001952,0.004542,0.0039399,0.0028272,0.0037197
658,C,False,9.2778e-05,-0.00037167,0.0014992,0.0015179,-0.00019782,0.00078651,0.0012258,0.00091546,0.0007119,0.0038538,0.0016477,0.0024651,0.0013556,0.0020537,-0.00051174,0.00057468,0.00032148,0.0013862,0.0014642,0.0010746,0.0023952,0.0033013,0.0019828,0.00224,0.0022715
659,C,False,0.0050562,0.0032008,0.0036333,0.0037246,0.0033054,0.0025332,0.0023586,8.1763e-05,0.0010407,-0.0010711,-0.0023349,-0.0020065,-0.0051096,-0.0054722,-0.0080463,-0.0088628,-0.007502,-0.011673,-0.011219,-0.0089685,-0.0072588,-0.0055041,-0.0042292,-0.0044312,-0.0048203
660,C,False,0.0049897,0.0047766,0.005064,0.0046698,0.0033093,0.0037434,0.0040922,0.003433,0.0036785,0.002944,0.0023745,0.0026476,0.0037038,0.0028823,0.0035353,0.0038683,0.0040206,0.0035122,0.0035448,0.0034742,0.0028258,0.0025278,0.0020393,0.0017353,0.0012644
661,C,False,-0.0056036,-0.0065617,-0.0064584,-0.0062301,-0.0053147,-0.005514,-0.0045657,-0.0020323,-0.0039293,-0.0045043,-0.0014749,-0.0019027,-0.0034519,-0.0032473,-0.0013551,-0.0046113,-0.0035038,-0.0023043,-0.002065,-0.0014007,-0.0047844,-0.0047263,-0.0034459,-0.0058689,-0.0050365
662,C,False,0.0024829,6.5851e-06,0.0013413,0.001763,0.0011463,0.0012986,0.0016566,0.0023014,0.0023868,0.0027907,0.0030388,0.0027075,0.0030258,0.0017926,0.0029226,0.0018242,0.0010463,0.0010586,0.0019164,0.0022219,0.0014102,0.0023026,0.00097828,0.0038806,0.0024542
663,C,False,0.0068099,0.0037734,0.0049978,0.0058688,0.0059991,0.0051229,0.0056264,0.006934,0.006649,0.0050837,0.0046312,0.0045843,0.0033754,0.0034868,0.0026952,0.0024224,0.003988,0.004768,0.0032882,0.0044238,0.0044443,0.0032139,0.0026627,0.0022176,0.0022206
664,C,True,-0.00096412,-0.0031509,-0.0029979,-0.0010456,-0.006525,-0.00070553,-0.0027415,-0.0013652,-0.0016282,-0.0058014,0.0020971,0.00050349,-0.011559,0.0055538,5.3348e-05,-0.0166,-0.0035373,-0.0057247,-0.02432,-0.00032556,-0.023699,-0.026006,-0.01306,-0.023215,-0.016492
665,C,False,0.0020604,0.0020663,0.0016849,0.0017628,0.0017265,0.0027628,0.0027884,0.0027598,0.001435,0.0021051,0.0028142,0.0033568,0.004158,0.0040378,0.0036827,0.004018,0.0038931,0.0040364,0.003244,0.0031918,0.0031671,0.0031388,0.0028543,0.0026979,0.002892
666,C,False,-0.00095861,-0.00071483,-0.0010622,-0.0012583,-0.0013878,-0.0013833,-0.0012032,-0.00091977,-0.0012197,-0.0014603,-0.0013412,-0.0015885,-0.0015735,-0.0013677,-0.0018291,-0.0016779,-0.0019897,-0.0018899,-0.0018277,-0.0018808,-0.0020361,-0.0018066,-0.0018596,-0.0021551,-0.0019938
