,FLARE_TYPE,COINCIDENCE,g_s_1,g_s_2,g_s_3,g_s_4,g_s_5,g_s_6,g_s_7,g_s_8,g_s_9,g_s_10,g_s_11,g_s_12,g_s_13,g_s_14,g_s_15,g_s_16,g_s_17,g_s_18,g_s_19,g_s_20,g_s_21,g_s_22,g_s_23,g_s_24,g_s_25
1680,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2582,22.722,21.577,19.936,0.0,8.9133,21.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.743,27.198
1681,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1682,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,B,False,2778.9,3138.0,3061.7,2666.1,2664.5,3161.2,2803.0,2781.4,2653.3,4044.1,3607.4,3079.8,3022.0,3218.9,2998.5,3005.8,2071.0,3785.5,3716.7,4365.5,4229.0,4193.2,4047.0,3421.6,3891.5
1684,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1686,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1687,B,False,2027.3,975.22,961.45,1716.5,1685.1,1345.9,840.99,816.62,766.47,767.01,726.01,687.86,702.96,704.73,682.4,669.19,632.35,621.53,596.87,616.5,923.38,878.21,916.3,933.38,969.78
1688,B,False,1142.2,1012.0,1140.4,1266.7,1463.9,1467.0,1553.8,1350.5,1757.3,1908.8,1462.2,1612.4,1679.8,1929.2,1838.5,1670.5,1651.7,1717.7,2002.2,1837.0,1870.2,1905.2,1550.4,1056.9,1133.3
1689,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690,B,False,62.83,0.0,54.795,55.078,115.6,117.79,53.408,97.258,83.826,29.868,115.19,130.35,81.562,94.74,132.08,129.03,43.167,87.6,104.78,610.07,604.02,63.389,417.87,315.41,288.55
1691,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1692,B,False,2149.3,2612.3,2765.4,3170.5,2443.4,2459.4,3127.7,2715.2,2420.1,2081.9,2838.8,2730.0,2977.1,3919.3,3195.4,3255.5,3419.9,3682.7,3651.2,3730.2,3166.5,3671.0,3557.2,4112.4,4457.9
1693,B,False,9723.3,9793.0,8353.4,8510.0,8075.3,9480.3,9577.0,8825.1,10049.0,9980.6,8929.1,8183.0,9705.3,10194.0,9884.6,9083.9,8765.5,7903.7,8214.6,7874.9,9061.9,7847.5,7744.7,8500.0,8555.3
1694,B,False,10004.0,9829.9,19180.0,10437.0,17556.0,24795.0,10253.0,17690.0,17813.0,17901.0,17590.0,16234.0,16412.0,16634.0,16876.0,23251.0,9715.2,9540.4,16208.0,9266.9,16452.0,16871.0,9627.0,9609.1,15887.0
1695,B,False,1855.1,1828.5,1470.5,1884.3,1865.5,1524.2,2353.8,2358.4,2342.6,2372.7,2306.2,2382.3,2428.7,2717.3,1548.6,2301.2,3068.6,2179.5,2214.0,2529.5,2088.4,2118.9,1711.4,2203.0,2287.5
1696,B,False,2588.0,2066.0,2120.6,2479.5,2509.8,2404.8,2416.8,2353.5,1955.3,2427.0,2419.2,2392.6,2440.1,2380.3,1991.9,2013.6,1990.2,2020.8,1969.1,1901.5,1710.9,2208.1,2186.3,1785.7,1945.1
1697,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1698,B,False,1089.1,763.18,1127.1,1187.5,1188.8,841.92,826.33,840.07,905.82,1088.0,1126.5,1159.2,1143.2,883.63,1041.7,1365.5,1022.8,1341.3,1725.0,1165.3,1549.8,1348.0,1379.4,1281.2,1119.4
1699,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,B,False,767.86,778.81,762.29,766.53,1363.5,1352.7,1370.7,1384.3,1388.3,1351.3,1339.3,1354.1,762.45,1312.4,1300.8,722.7,724.95,1213.1,1221.8,899.79,879.66,1397.8,892.7,718.32,856.84
1701,B,False,1719.4,1968.5,2052.9,2009.6,2178.0,2336.1,2246.3,2237.2,2185.6,2336.4,2522.1,2445.6,2578.5,2426.2,2388.8,2948.8,3140.1,2928.6,3138.0,5971.8,3006.2,3085.4,6021.6,5785.3,5892.9
1702,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.29,187.13,199.24,203.06,216.91,232.3,228.56,240.67,249.63,526.66,555.74,629.0,668.68,637.78,974.09,335.81
1703,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705,B,False,216.91,232.3,228.56,240.67,249.63,526.66,555.74,629.0,668.68,637.78,974.09,335.81,340.5,995.51,1360.1,1021.1,5346.2,5468.1,5483.1,5998.2,1594.2,1623.0,1953.6,1934.3,1230.0
1706,B,False,0.0,0.0,0.0,188.29,187.13,199.24,203.06,216.91,232.3,228.56,240.67,249.63,526.66,555.74,629.0,668.68,637.78,974.09,335.81,340.5,995.51,1360.1,1021.1,5346.2,5468.1
1707,B,False,0.0,0.0,520.31,508.0,526.77,529.75,541.19,534.84,528.02,518.19,512.31,517.6,515.45,517.56,527.82,539.14,541.81,552.83,560.92,548.19,543.49,539.38,532.06,535.23,522.49
1708,B,False,901.21,1132.1,979.56,1372.3,1286.3,1545.8,1413.9,1614.5,1451.1,1503.7,1254.5,1870.9,1802.1,2484.2,2289.8,2032.3,2460.7,2295.6,2173.6,1997.7,1291.6,1490.7,1325.3,1484.6,1005.5
1709,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,B,False,2216.4,2141.9,2997.4,2182.2,1946.6,3556.9,3719.6,3771.4,3718.3,4068.5,4089.9,3885.2,3655.7,2036.3,2052.3,2305.4,3093.1,3043.7,2857.3,2718.4,2693.7,2650.0,2570.5,2565.8,2549.8
1711,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712,B,False,5486.4,5747.4,6982.7,5655.9,5155.5,5583.8,4623.1,4455.0,5013.9,5212.0,5247.2,5311.4,5211.3,5361.1,4841.9,5340.3,4860.6,4879.5,4521.8,4075.3,4139.9,4646.6,5115.8,5115.7,4824.2
1713,B,False,490.41,524.13,607.22,574.57,492.32,565.99,443.57,430.73,440.97,1043.8,1158.2,1068.2,392.2,1127.4,765.42,2011.1,2002.3,628.07,1828.2,1179.8,1233.2,1217.4,1234.1,1292.0,993.71
1714,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1715,B,False,944.07,962.92,1445.3,939.21,1572.2,1249.7,1213.8,1229.8,1393.5,1236.1,1179.8,1406.4,1142.1,1122.9,1157.1,1202.5,1126.3,1093.2,1098.7,1134.6,823.63,989.44,1101.0,1180.3,813.3
1716,B,False,2315.8,2323.8,2090.8,2549.9,2285.1,1910.9,2288.8,1889.4,1849.4,2241.5,2255.2,2185.0,1822.7,1785.6,2110.6,2070.2,2178.8,1902.2,2059.4,1799.1,1829.4,1845.9,1992.1,1713.3,1768.4
1717,B,False,47.007,43.925,36.791,36.442,33.394,29.948,28.325,31.063,26.021,23.543,26.855,26.98,25.955,25.01,24.424,22.977,23.804,25.067,22.089,35.434,35.071,14.902,14.163,10.507,10.065
1718,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.39,159.36
1719,B,False,2433.9,3419.4,1522.8,0.0,0.0,2343.6,0.0,0.0,0.0,0.0,0.0,0.0,302.53,0.0,0.0,446.19,33.983,0.0,34.992,83.105,0.0,232.21,0.0,0.0,0.0
1720,B,False,0.0,0.0,96.612,99.664,0.0,95.243,109.21,116.69,107.85,102.17,170.5,145.43,150.54,184.05,205.37,134.46,115.52,86.558,88.762,86.853,76.602,72.304,210.26,219.44,207.72
1721,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722,B,False,1208.0,1610.7,1215.7,1558.9,1264.9,909.46,934.37,914.97,903.95,934.67,942.26,818.62,793.82,830.01,828.85,806.7,814.89,816.0,819.6,829.36,831.31,723.42,718.1,739.24,734.63
1723,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1724,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1725,B,False,2722.1,3153.8,2938.6,2416.7,3525.8,3293.5,3005.7,2558.0,2965.4,2820.6,2965.4,3209.4,3541.2,3520.8,3302.5,3133.9,3647.8,3177.5,2827.6,3041.4,3417.4,2946.5,2819.8,2894.8,2530.0
1726,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1727,B,False,1172.5,982.95,1234.8,1005.9,1215.8,1444.4,1021.8,1043.8,1547.6,1302.6,2166.4,1312.6,2131.8,2036.7,1998.4,1649.9,2016.6,1502.0,1354.7,1317.9,1649.8,1632.7,1526.4,1180.7,1217.1
1728,B,False,7442.4,7669.0,8080.4,7535.9,7604.8,7323.3,7561.9,7658.4,7583.9,7118.8,7532.4,6793.8,7080.3,6080.5,7453.7,8376.3,6455.9,6002.6,6423.7,6844.2,7066.0,7071.6,6965.1,6715.2,6944.3
1729,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,B,False,582.22,589.64,621.19,614.26,610.55,619.1,677.86,566.92,554.05,581.55,502.49,545.04,508.42,653.38,627.43,497.43,567.18,522.21,484.02,479.19,507.21,510.77,472.36,456.62,471.85
1731,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1732,B,False,3803.9,8553.7,869.62,417.48,3525.6,4492.1,5510.6,192.74,9153.0,7883.3,0.0,2500.2,4120.1,1729.1,3918.6,1731.9,101.34,2173.1,2833.4,2029.1,117.05,1403.8,130.08,0.0,0.0
1733,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1734,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735,B,False,24101.0,15936.0,45830.0,34652.0,63943.0,40869.0,81084.0,25554.0,46204.0,63929.0,34291.0,55268.0,36220.0,34676.0,21782.0,26812.0,40558.0,35101.0,22108.0,29149.0,35164.0,29858.0,39204.0,13438.0,16848.0
1736,B,False,71.633,65.036,58.615,50.734,52.769,51.016,50.952,49.36,71.823,62.111,41.963,39.136,35.199,55.503,0.0,0.0,0.0,69.994,57.796,42.019,0.0,0.0,0.0,0.0,0.0
1737,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740,B,False,1092.4,1155.4,1074.7,2844.8,1091.4,936.99,1333.7,954.11,1050.0,1145.2,3305.2,1101.9,2036.2,1035.5,1778.5,1307.7,1035.2,1196.5,1940.2,2050.2,1379.8,1271.5,1514.2,1250.6,2843.9
1741,B,False,964.43,2305.8,2348.4,2396.8,1856.7,1660.5,1729.6,1896.8,1598.1,1217.2,1211.6,1196.0,1191.3,1214.3,1680.6,1331.1,1198.8,1163.3,1558.6,1502.5,1491.9,1510.5,1503.9,1488.1,1174.0
1742,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1744,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1746,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1747,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1748,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752,N,False,0.0,0.0,0.0,0.0,0.0,50.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1753,N,False,56.501,51.674,42.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1754,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1755,N,False,485.04,447.41,436.17,441.18,462.27,446.77,456.87,437.26,442.12,439.83,427.13,410.82,407.49,391.64,388.49,371.75,370.84,380.98,355.53,273.32,260.97,252.05,353.6,340.39,343.03
1756,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.346,33.049,27.894,33.647,33.151,25.57,27.67,0.0,0.0,26.995,29.637,32.871,31.628,29.907
1757,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760,N,False,719.71,404.31,395.42,416.1,416.7,425.63,444.63,428.53,423.17,417.99,411.49,401.38,386.27,629.12,608.08,351.84,349.58,623.4,858.56,890.19,859.0,802.04,540.8,350.3,545.17
1761,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1763,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.015,9.2198,12.671,10.764,8.0472,9.2043,13.094,15.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764,N,False,142.65,145.95,146.18,127.01,108.37,108.37,110.6,114.78,125.45,117.51,117.83,122.63,119.4,115.5,121.31,121.07,124.12,122.51,132.64,125.66,125.11,114.14,109.94,98.503,95.506
1765,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1766,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1767,N,False,1240.5,1113.9,1158.8,1227.3,1110.5,1041.5,1157.1,1183.1,1153.9,1025.8,1315.9,1067.2,913.67,917.18,841.77,833.08,1015.2,786.6,848.87,930.92,1016.5,854.96,994.59,1446.0,2062.8
1768,N,False,39532.0,41389.0,43288.0,39691.0,40847.0,35834.0,44909.0,35118.0,36827.0,37556.0,35760.0,42912.0,45715.0,40016.0,38673.0,37138.0,36826.0,41997.0,37900.0,36190.0,40634.0,39773.0,39606.0,31721.0,37273.0
1769,N,False,0.0,0.0,0.0,44.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,N,False,11706.0,15170.0,13972.0,13673.0,16587.0,13089.0,15983.0,15030.0,13690.0,10471.0,13979.0,12196.0,10573.0,12512.0,14437.0,12711.0,12595.0,14471.0,13134.0,13999.0,15886.0,14229.0,17175.0,14419.0,15139.0
1771,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1772,N,False,623.17,642.34,617.38,627.4,1416.9,1374.7,775.82,1259.9,769.4,0.0,1293.7,780.72,764.13,1375.1,780.21,0.0,1149.3,498.55,0.0,540.94,815.41,1422.2,1963.1,2549.6,1399.0
1773,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774,N,False,0.0,18.01,14.425,0.0,17.933,22.827,22.021,15.487,12.668,12.561,11.793,12.014,10.561,10.523,12.559,15.243,18.148,13.863,18.266,0.0,0.0,20.217,0.0,20.354,0.0
1775,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1780,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.56,129.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1782,N,False,2448.2,2251.7,2628.4,2849.7,2071.4,2677.0,2033.9,1594.1,1970.0,2104.5,2041.3,1952.0,1480.4,2058.7,2478.7,2552.1,2465.0,2489.0,2525.0,2506.4,2642.9,2586.7,2844.4,2573.3,2734.7
1783,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786,N,False,751.05,724.86,712.19,1957.1,1224.1,747.19,757.64,1576.7,747.78,769.66,751.98,745.46,752.45,750.57,725.02,741.04,763.33,765.7,763.71,773.4,754.73,735.34,744.75,748.31,738.77
1787,N,False,114.97,114.37,116.34,114.15,139.01,139.74,113.6,113.95,117.08,114.41,117.19,116.32,116.12,114.46,110.76,110.11,109.3,108.75,210.77,207.22,204.2,205.33,204.68,211.26,205.85
1788,N,False,114.97,114.37,116.34,114.15,139.01,139.74,113.6,113.95,117.08,114.41,117.19,116.32,116.12,114.46,110.76,110.11,109.3,108.75,210.77,207.22,204.2,205.33,204.68,211.26,205.85
1789,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1790,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1791,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1792,N,False,266.83,207.73,175.02,175.98,194.45,253.63,269.46,279.73,246.6,270.17,257.66,275.19,217.91,233.37,288.87,265.66,266.31,250.7,283.5,263.12,183.17,156.55,129.15,106.74,103.32
1793,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1794,N,False,12666.0,11663.0,10455.0,11667.0,10699.0,9300.5,11098.0,11386.0,12119.0,14399.0,14372.0,11958.0,12698.0,15024.0,12990.0,13806.0,12142.0,12857.0,13423.0,12775.0,12252.0,12477.0,14389.0,13833.0,14392.0
1795,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1796,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1797,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1798,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1799,N,False,175.3,0.0,0.0,160.65,259.52,0.0,0.0,0.0,253.61,258.98,238.38,232.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,N,False,1082.7,1079.3,1063.6,1075.4,1088.3,1501.8,1439.3,1409.3,1367.4,1314.9,1311.2,1297.8,1310.8,1274.2,1275.5,1327.5,1352.2,1334.9,1335.0,1325.7,1336.6,1338.3,1326.4,1428.9,1473.4
1801,N,False,426.01,244.73,267.3,469.02,465.95,457.3,479.7,365.06,587.59,485.88,264.84,518.79,555.27,417.9,452.2,442.7,424.09,414.46,392.11,319.75,318.48,324.07,593.4,301.96,279.79
