,FLARE_TYPE,COINCIDENCE,MEANPOT_1,MEANPOT_2,MEANPOT_3,MEANPOT_4,MEANPOT_5,MEANPOT_6,MEANPOT_7,MEANPOT_8,MEANPOT_9,MEANPOT_10,MEANPOT_11,MEANPOT_12,MEANPOT_13,MEANPOT_14,MEANPOT_15,MEANPOT_16,MEANPOT_17,MEANPOT_18,MEANPOT_19,MEANPOT_20,MEANPOT_21,MEANPOT_22,MEANPOT_23,MEANPOT_24,MEANPOT_25,MEANPOT_26,MEANPOT_27,MEANPOT_28,MEANPOT_29,MEANPOT_30,MEANPOT_31,MEANPOT_32,MEANPOT_33,MEANPOT_34,MEANPOT_35,MEANPOT_36,MEANPOT_37,MEANPOT_38,MEANPOT_39,MEANPOT_40,MEANPOT_41,MEANPOT_42,MEANPOT_43,MEANPOT_44,MEANPOT_45,MEANPOT_46,MEANPOT_47,MEANPOT_48,MEANPOT_49,MEANPOT_50,MEANPOT_51,MEANPOT_52,MEANPOT_53,MEANPOT_54,MEANPOT_55,MEANPOT_56,MEANPOT_57,MEANPOT_58,MEANPOT_59,MEANPOT_60,MEANPOT_61,MEANPOT_62,MEANPOT_63,MEANPOT_64,MEANPOT_65,MEANPOT_66,MEANPOT_67,MEANPOT_68,MEANPOT_69,MEANPOT_70,MEANPOT_71,MEANPOT_72,MEANPOT_73,MEANPOT_74,MEANPOT_75,MEANPOT_76,MEANPOT_77,MEANPOT_78,MEANPOT_79,MEANPOT_80,MEANPOT_81,MEANPOT_82,MEANPOT_83,MEANPOT_84,MEANPOT_85,MEANPOT_86,MEANPOT_87,MEANPOT_88,MEANPOT_89,MEANPOT_90,MEANPOT_91,MEANPOT_92,MEANPOT_93,MEANPOT_94,MEANPOT_95,MEANPOT_96,MEANPOT_97,MEANPOT_98,MEANPOT_99,MEANPOT_100,MEANPOT_101,MEANPOT_102,MEANPOT_103,MEANPOT_104,MEANPOT_105,MEANPOT_106,MEANPOT_107,MEANPOT_108,MEANPOT_109,MEANPOT_110
0,X,False,15349.0,15533.0,15759.0,15681.0,15720.0,15735.0,15749.0,15710.0,15815.0,15832.0,15739.0,15651.0,15552.0,15571.0,15584.0,15604.0,15551.0,15556.0,15360.0,15299.0,15244.0,15153.0,15145.0,15140.0,15177.0,15198.0,15345.0,15434.0,15480.0,15506.0,15638.0,15852.0,15930.0,16032.0,16007.0,15908.0,15835.0,15812.0,15785.0,15778.0,15587.0,15410.0,15343.0,15465.0,15534.0,15524.0,15443.0,15515.0,15370.0,15301.0,15084.0,15143.0,15087.0,15049.0,15075.0,15181.0,15264.0,15436.0,15387.0,15401.0,15326.0,15372.0,15327.0,15435.0,15357.0,15400.0,15431.0,15542.0,15440.0,15410.0,15399.0,15497.0,15692.0,15721.0,15700.0,15644.0,15831.0,15688.0,15810.0,15954.0,16068.0,16116.0,16149.0,16193.0,16105.0,15906.0,15692.0,15675.0,15373.0,15308.0,15264.0,15215.0,15260.0,15141.0,15082.0,15045.0,15080.0,15046.0,14970.0,14961.0,15028.0,15171.0,15319.0,15334.0,15412.0,15557.0,15518.0,15425.0,15503.0,15697.0
1,X,False,15412.0,15445.0,15265.0,15235.0,15166.0,15178.0,15090.0,15063.0,15159.0,14974.0,14997.0,14997.0,15013.0,14999.0,15020.0,14996.0,14997.0,14793.0,14987.0,15198.0,15310.0,15352.0,15468.0,15432.0,15460.0,15364.0,15312.0,15213.0,15129.0,15020.0,14777.0,14633.0,14573.0,14540.0,14559.0,14392.0,14391.0,14350.0,14356.0,14459.0,14648.0,14860.0,15270.0,15764.0,16023.0,16171.0,16109.0,16049.0,15964.0,15909.0,15851.0,15696.0,15586.0,15446.0,15423.0,15422.0,15252.0,15159.0,15051.0,15043.0,14922.0,14803.0,14693.0,14803.0,14675.0,14713.0,14664.0,14656.0,14629.0,14688.0,14790.0,14779.0,14763.0,14867.0,14829.0,14902.0,14922.0,14889.0,14972.0,15008.0,14978.0,14993.0,15088.0,15176.0,15309.0,15321.0,15442.0,15544.0,15662.0,15657.0,15928.0,16073.0,16084.0,16187.0,16198.0,16219.0,16072.0,15754.0,15324.0,15083.0,14937.0,14948.0,12865.0,15168.0,15304.0,15295.0,15253.0,15290.0,15347.0,15335.0
2,X,False,9899.8,9830.8,9886.4,9947.1,9971.9,10158.0,10188.0,10337.0,10405.0,10529.0,10483.0,10569.0,10533.0,10502.0,10430.0,10346.0,10268.0,10277.0,10176.0,10015.0,9965.5,10015.0,9995.8,10069.0,9978.8,9943.6,9919.5,9904.0,9850.4,9862.1,9903.7,9938.0,9917.4,10019.0,10057.0,10088.0,10141.0,10130.0,9989.2,9958.6,10019.0,10185.0,10217.0,10431.0,10446.0,10504.0,10519.0,10543.0,10519.0,10438.0,10398.0,10340.0,10419.0,10360.0,10248.0,10128.0,10203.0,10179.0,10223.0,10283.0,10202.0,10183.0,10269.0,10379.0,10481.0,10571.0,10618.0,10678.0,10823.0,10821.0,10775.0,10674.0,10601.0,10447.0,10255.0,10168.0,10130.0,10198.0,10161.0,10198.0,10169.0,10288.0,10189.0,10089.0,10106.0,10153.0,10001.0,9998.6,9848.5,9945.4,10013.0,10003.0,10031.0,10010.0,9955.9,9977.3,10197.0,10059.0,10083.0,10159.0,10288.0,10451.0,10509.0,10413.0,10492.0,10591.0,10628.0,10769.0,11471.0,11460.0
3,X,False,8343.0,8419.1,8420.2,8420.8,8547.5,8669.2,8894.0,8918.3,8870.3,9051.5,9074.7,9190.3,9327.2,9238.9,9207.6,9166.8,9307.9,9248.4,9540.9,9692.2,9675.9,9676.6,9620.0,9606.3,9576.1,9537.0,9540.4,9556.1,9488.3,9459.0,9471.7,9474.5,9463.1,9368.3,9291.9,8945.7,8839.7,8555.2,8510.5,8482.9,8913.5,9471.0,9999.6,10530.0,10615.0,10542.0,10414.0,10372.0,10250.0,10143.0,9972.2,10006.0,9996.7,9927.6,9764.3,9570.9,9227.3,9051.5,8935.3,8949.4,9101.0,9167.5,9216.7,9411.4,9477.7,9694.8,9861.5,10038.0,10122.0,10204.0,10307.0,10521.0,10462.0,10501.0,10509.0,10450.0,10526.0,10474.0,10480.0,10261.0,10153.0,10109.0,9957.0,9882.1,9575.5,9391.7,9350.7,9317.7,9238.0,9295.5,9172.1,9062.0,9164.6,9420.2,9723.3,9989.8,10054.0,10152.0,10174.0,10336.0,10304.0,10464.0,10575.0,10623.0,10353.0,10298.0,9714.1,9093.6,8448.0,8238.9
4,X,True,10300.0,10281.0,10439.0,10687.0,10940.0,10822.0,10955.0,10935.0,10968.0,10912.0,10913.0,10927.0,11034.0,10907.0,10880.0,11005.0,10925.0,10770.0,10875.0,10743.0,10912.0,10785.0,10635.0,10656.0,10449.0,10382.0,10454.0,10365.0,10363.0,10231.0,10257.0,10111.0,9932.3,9718.0,9505.9,9418.8,9009.1,8914.3,8745.0,8580.3,9011.4,9351.1,9877.8,10321.0,10532.0,10558.0,10703.0,10485.0,10318.0,10272.0,10169.0,10031.0,9862.8,9689.4,9525.7,9252.0,9164.4,9022.7,9048.8,8842.0,8778.2,8736.2,8608.6,8605.8,8698.4,8757.8,8834.7,8844.0,8793.4,8790.2,8786.6,8914.3,8788.9,8768.7,8600.0,8610.9,8679.1,8497.6,8517.6,8432.3,8355.8,8432.1,8316.7,8268.0,8296.2,8249.9,8475.4,8480.4,8502.1,8567.0,8770.4,8919.8,9060.4,9168.7,9179.3,9206.9,9230.5,9210.5,9180.7,9076.5,8991.0,8677.3,8306.7,7898.7,5628.7,7430.5,7472.7,7508.5,7725.4,7753.1
5,X,False,13658.0,13554.0,13999.0,13661.0,14048.0,13899.0,13799.0,13715.0,13606.0,13517.0,13539.0,13511.0,13539.0,13485.0,13470.0,13463.0,13467.0,13477.0,13483.0,13493.0,13494.0,13553.0,13504.0,13536.0,13658.0,13681.0,13675.0,13516.0,13662.0,13687.0,13625.0,13786.0,13776.0,13776.0,13761.0,13820.0,13825.0,13858.0,13469.0,13661.0,13575.0,13644.0,13569.0,13376.0,13179.0,13309.0,13146.0,12967.0,12957.0,12905.0,13011.0,12741.0,12627.0,12719.0,12747.0,12857.0,12929.0,13036.0,12968.0,13232.0,13029.0,13210.0,13360.0,12817.0,12891.0,13063.0,12792.0,12842.0,12880.0,12841.0,12790.0,12790.0,12642.0,12720.0,12480.0,12628.0,12516.0,12641.0,12417.0,12661.0,12494.0,12394.0,12486.0,12344.0,12485.0,12524.0,12495.0,12551.0,12422.0,12402.0,12570.0,12714.0,12716.0,12604.0,12634.0,12698.0,12675.0,12556.0,12496.0,12455.0,12274.0,12216.0,11992.0,11958.0,11987.0,11940.0,12012.0,12013.0,12241.0,12164.0
6,X,True,15410.0,15383.0,15478.0,15239.0,15160.0,15080.0,14686.0,14848.0,14635.0,14658.0,14780.0,15023.0,14834.0,14880.0,14875.0,14827.0,14747.0,14775.0,14791.0,14651.0,14586.0,14543.0,14403.0,14253.0,14130.0,13913.0,13779.0,13531.0,13500.0,13315.0,13157.0,13290.0,13120.0,13217.0,12967.0,13109.0,13030.0,13154.0,13068.0,12951.0,12700.0,12701.0,12466.0,12502.0,12425.0,12682.0,12337.0,12637.0,12540.0,12517.0,12575.0,12609.0,12623.0,12580.0,12602.0,12745.0,12610.0,12797.0,12813.0,12807.0,12849.0,12774.0,12652.0,12721.0,12715.0,12690.0,12666.0,12525.0,12523.0,12132.0,12201.0,12061.0,11804.0,11723.0,11855.0,11869.0,11806.0,11902.0,12192.0,12240.0,12607.0,12982.0,13124.0,13193.0,13338.0,13361.0,13499.0,13491.0,13535.0,13696.0,13421.0,13852.0,13607.0,13830.0,13954.0,14054.0,13903.0,13910.0,13921.0,14134.0,14001.0,13845.0,14283.0,14270.0,14428.0,14462.0,14580.0,14707.0,14670.0,14309.0
7,X,False,11917.0,11971.0,11998.0,12072.0,12153.0,12230.0,12369.0,12485.0,12619.0,12697.0,12789.0,12822.0,13075.0,13139.0,13239.0,13347.0,13420.0,13524.0,13549.0,13545.0,13507.0,13318.0,13153.0,13007.0,9377.2,12442.0,12269.0,12173.0,12139.0,12120.0,12221.0,12269.0,12304.0,12387.0,12478.0,12583.0,12657.0,12714.0,12823.0,12825.0,12911.0,12970.0,13049.0,13097.0,13150.0,13167.0,13276.0,13289.0,13218.0,13204.0,13202.0,13166.0,13248.0,13200.0,13154.0,13167.0,13133.0,13096.0,13021.0,13071.0,13045.0,12804.0,12984.0,12934.0,12842.0,12848.0,12770.0,12717.0,12676.0,12556.0,12425.0,12281.0,12319.0,12326.0,12440.0,12485.0,12776.0,13095.0,13356.0,13557.0,13773.0,13916.0,13941.0,14125.0,14022.0,13968.0,13876.0,13814.0,13850.0,13635.0,13657.0,13619.0,13506.0,13394.0,13265.0,13178.0,13120.0,13117.0,13007.0,12905.0,12820.0,12763.0,12662.0,12648.0,12565.0,12500.0,12493.0,12438.0,12442.0,12420.0
8,X,False,11203.0,11029.0,11223.0,10926.0,11427.0,11301.0,10730.0,11501.0,11306.0,11187.0,11821.0,11065.0,11600.0,11257.0,11584.0,11396.0,11490.0,11603.0,11872.0,11087.0,11406.0,11249.0,11206.0,11089.0,11217.0,10935.0,11232.0,11105.0,10754.0,10707.0,10089.0,10019.0,10013.0,9755.5,10249.0,10420.0,9796.5,9970.6,9448.3,9057.3,9388.5,8960.1,9081.2,9242.3,9125.8,9088.2,9484.2,9244.4,9315.0,9405.8,9494.4,9335.0,9104.4,9347.9,9487.7,9051.5,9174.8,8801.3,8668.0,8757.9,8611.7,8460.1,7645.0,7721.7,8903.8,8997.8,8764.3,8876.1,8076.4,7960.3,7881.8,7893.4,7850.2,7772.4,7846.8,7825.3,7838.0,6970.7,7804.8,7645.0,7534.4,7784.8,7625.4,7373.4,7565.5,7471.1,7807.9,7354.1,7543.5,7580.3,7529.2,6997.5,7377.6,7615.9,7582.0,7579.1,7504.0,6916.7,7394.9,7272.8,7323.3,7347.2,7487.0,7343.6,7195.1,6654.2,7299.4,7081.5,7009.3,6916.2
9,X,True,10298.0,10408.0,10628.0,10710.0,10743.0,10705.0,10770.0,10816.0,10814.0,10750.0,10742.0,10574.0,10355.0,10292.0,10188.0,10031.0,9980.8,10024.0,9810.3,9813.4,9762.1,9704.1,9734.9,9766.4,9922.5,9906.3,10126.0,10316.0,10404.0,10551.0,10633.0,10779.0,10885.0,10851.0,10777.0,10638.0,10596.0,10535.0,10467.0,10430.0,10366.0,10295.0,10263.0,10289.0,10177.0,10116.0,10081.0,10060.0,9899.8,9914.2,9947.0,9938.6,10030.0,10040.0,10145.0,10100.0,10174.0,10155.0,10265.0,10215.0,10203.0,10312.0,10415.0,10553.0,10887.0,10862.0,10730.0,10913.0,11069.0,11000.0,11025.0,10967.0,11053.0,10900.0,10937.0,10644.0,10500.0,10473.0,10225.0,10144.0,10135.0,10093.0,10118.0,10147.0,10094.0,10209.0,10285.0,10403.0,10373.0,10505.0,10729.0,10553.0,10893.0,11072.0,10976.0,11067.0,10776.0,10873.0,10699.0,10580.0,10534.0,10363.0,10456.0,10378.0,10292.0,10267.0,10272.0,10124.0,10088.0,10137.0
10,X,False,13032.0,13048.0,13109.0,13146.0,13099.0,13263.0,13142.0,13283.0,13364.0,13501.0,13505.0,13811.0,13528.0,13778.0,13805.0,13806.0,14226.0,13957.0,13915.0,14286.0,14079.0,14483.0,14498.0,14544.0,14756.0,14447.0,14547.0,14881.0,14549.0,14335.0,14195.0,14271.0,13624.0,13513.0,13222.0,12749.0,11221.0,11223.0,11426.0,11718.0,10802.0,10493.0,10341.0,10058.0,9838.4,9495.6,9256.8,8976.2,9027.0,8522.3,8277.5,8112.1,7657.2,7707.0,7518.2,7057.1,7222.9,6944.6,6772.1,6666.5,6369.0,6249.9,6370.0,5786.9,5095.2,5726.6,5312.7,5216.5,4463.8,4308.7,4296.5,3590.7,3202.7,2978.5,3047.0,2613.5,2380.0,2403.6,2461.3,2270.9,2251.6,2160.0,2788.2,2458.9,2705.2,2733.7,2815.1,2772.4,2250.7,2208.0,2810.4,2169.2,2072.1,2057.7,2175.2,1948.3,1896.4,1943.0,1757.6,1694.5,1731.8,1938.0,2317.2,2303.2,2068.4,2284.6,1595.6,1684.5,1729.2,2195.6
11,X,False,11337.0,11337.0,11321.0,11304.0,11132.0,11127.0,11236.0,11171.0,11316.0,11297.0,11055.0,11120.0,11125.0,11205.0,11145.0,11321.0,11033.0,11309.0,11513.0,11540.0,11664.0,11951.0,12226.0,12280.0,12315.0,12185.0,12159.0,12161.0,12091.0,12020.0,11947.0,11886.0,11479.0,11666.0,11598.0,11288.0,11205.0,10890.0,10631.0,10873.0,10788.0,10630.0,10610.0,10569.0,10578.0,10839.0,10738.0,10777.0,10788.0,11052.0,11200.0,11327.0,11586.0,11778.0,11468.0,11763.0,11793.0,11772.0,11933.0,11746.0,11626.0,11618.0,11602.0,11610.0,11679.0,11667.0,11701.0,11656.0,11625.0,11688.0,11724.0,11765.0,11885.0,11929.0,12031.0,12023.0,12057.0,11996.0,12142.0,12244.0,12126.0,12262.0,12144.0,12173.0,12072.0,11881.0,11607.0,11261.0,11259.0,11103.0,10959.0,10808.0,10722.0,10804.0,10787.0,10861.0,10994.0,11087.0,11074.0,11337.0,11488.0,11600.0,11849.0,11913.0,12116.0,12095.0,12351.0,12453.0,12549.0,12643.0
12,X,False,11886.0,12096.0,12232.0,12271.0,12284.0,12177.0,12021.0,11986.0,11937.0,11937.0,11828.0,11762.0,11726.0,11633.0,11532.0,11564.0,11513.0,11509.0,11433.0,11350.0,11308.0,11200.0,11287.0,11267.0,11101.0,11066.0,11094.0,11055.0,11024.0,11022.0,11023.0,11030.0,11097.0,11052.0,11111.0,11130.0,11138.0,11205.0,11141.0,11018.0,11174.0,11238.0,11341.0,11220.0,11219.0,11231.0,11177.0,11251.0,11236.0,11214.0,11325.0,11368.0,11446.0,11414.0,11476.0,11547.0,11480.0,11591.0,11651.0,11624.0,11673.0,11710.0,11764.0,11744.0,11674.0,11476.0,11170.0,10980.0,10815.0,10766.0,10534.0,10613.0,10565.0,10600.0,10730.0,10720.0,10698.0,10723.0,10728.0,10796.0,10847.0,10848.0,10851.0,10851.0,10941.0,10953.0,10974.0,10977.0,10981.0,10963.0,10917.0,10962.0,10948.0,10939.0,10956.0,10889.0,10841.0,10833.0,10699.0,10748.0,10679.0,10603.0,10521.0,10455.0,10401.0,10431.0,10331.0,10271.0,10081.0,10033.0
13,X,False,7726.3,7655.9,7595.1,7747.5,7718.9,7740.1,7786.0,7757.3,7782.1,7613.5,7691.0,7711.6,7770.5,7678.4,7554.7,7519.8,7641.1,7491.2,7635.2,7690.4,7763.9,7716.1,7695.7,7741.8,7771.5,7769.8,7857.3,7761.9,7798.6,7747.5,7737.4,7593.5,7590.1,7557.4,7512.1,7450.8,7323.6,7370.3,7402.9,6596.2,7354.6,7369.7,7391.4,7381.8,7442.0,7508.0,7610.4,7666.3,7758.6,7690.1,7782.6,7790.8,7820.2,7751.4,7807.9,7725.3,7695.3,6820.9,7578.9,7601.9,7510.4,7328.0,7290.3,7248.7,7170.9,7081.1,7146.1,7109.0,6966.5,6916.6,6924.9,6855.1,6939.0,6932.9,6809.6,6973.4,6971.0,6962.9,7057.4,7039.2,7020.0,7077.8,7068.9,7172.3,7215.3,7310.9,7305.7,7457.9,7187.4,7190.0,7071.3,7097.3,7148.3,7086.5,7013.0,7040.1,7068.6,7060.5,7050.1,6910.3,6776.6,6757.3,6753.4,6673.4,6656.9,6657.4,6714.6,6725.9,6745.7,6716.1
14,X,False,15737.0,15905.0,16111.0,16349.0,16618.0,16762.0,17001.0,17202.0,17330.0,17448.0,17535.0,17542.0,17448.0,17203.0,17054.0,16888.0,16772.0,16438.0,16369.0,16252.0,16160.0,16181.0,16136.0,16122.0,16185.0,16314.0,16303.0,16271.0,16173.0,16330.0,16414.0,16428.0,16533.0,16563.0,16537.0,16600.0,16644.0,16732.0,16720.0,16652.0,16680.0,16589.0,16567.0,16502.0,16529.0,16577.0,16516.0,16500.0,16540.0,16471.0,16396.0,16407.0,16304.0,16369.0,16357.0,16310.0,16324.0,16379.0,16355.0,16501.0,16582.0,16742.0,16863.0,17026.0,17192.0,17560.0,17591.0,17858.0,17943.0,17928.0,17824.0,17718.0,17642.0,17503.0,17323.0,17159.0,17031.0,16990.0,16926.0,16734.0,16694.0,16607.0,16485.0,16441.0,16450.0,16518.0,16497.0,16477.0,16522.0,16482.0,16568.0,16504.0,16518.0,16582.0,16628.0,16679.0,16672.0,16738.0,16701.0,16723.0,16720.0,16693.0,16757.0,16709.0,16684.0,16664.0,16629.0,16652.0,16606.0,16653.0
15,X,False,540.48,550.9,542.53,574.26,622.52,621.06,633.65,649.49,634.31,625.1,756.71,841.5,852.81,899.27,1076.2,1238.7,1290.6,1066.7,1100.0,1436.1,1292.9,1317.1,1271.6,1327.4,1312.5,1343.2,1266.7,1257.5,1292.1,1161.2,1361.4,1022.2,1085.2,980.31,1089.5,1057.9,1007.8,1024.2,1030.1,1072.0,1038.7,1247.9,1476.6,1440.6,1339.3,1549.5,1688.2,1749.1,1824.1,2064.3,2522.3,2285.0,2466.1,2654.4,2805.2,3045.8,4133.4,4433.7,4925.3,5179.0,4636.8,5738.3,6020.4,6183.7,6609.0,6172.0,6909.0,6758.2,7703.9,7930.0,7925.1,7821.9,8469.2,7950.6,8722.9,8074.3,8230.6,8533.9,8444.3,7744.6,8176.6,7659.0,7893.8,7790.3,7639.5,7176.8,7211.0,7302.5,7667.5,7262.5,7228.9,7326.0,7434.7,7362.7,8200.5,8048.3,7649.2,8302.0,8459.2,8400.5,8302.8,8102.7,8203.2,7463.4,7171.4,7294.5,6890.7,7510.3,7615.7,7588.5
16,X,False,3670.5,3689.5,3655.7,3760.0,3575.7,3550.0,3531.5,3668.5,3633.0,3524.5,3559.6,3470.9,3395.7,3493.8,3389.2,3327.9,3320.6,3261.6,3315.2,3358.0,3381.2,3199.2,3259.3,3232.2,3195.9,3121.2,3114.8,2914.1,2895.9,2824.8,2856.1,2810.8,2837.4,2802.3,2842.0,2800.1,2846.3,2865.3,2904.1,2938.6,2985.4,3002.1,3145.9,3192.8,3294.7,3412.3,3455.1,3448.9,3462.5,3438.9,3472.1,3587.3,3603.3,3594.7,3595.4,3558.9,3620.1,3653.4,3622.5,3532.7,3560.0,3643.7,3540.8,3654.7,3590.9,3634.5,3751.4,3701.1,3727.4,3740.2,3887.8,3852.7,3909.2,3812.1,3727.6,3657.8,3673.0,3639.0,3537.4,3458.9,3508.3,3400.3,3387.7,3356.3,3389.7,3335.7,3429.3,3453.9,3488.9,3551.4,3560.8,3654.2,3770.1,3780.4,3780.2,3769.6,3799.8,3791.8,3720.7,3706.8,3707.4,3629.1,3612.3,3548.7,3522.3,3480.5,3493.9,3451.6,3384.0,3407.2
17,X,False,9947.8,9668.1,9442.2,9570.1,9579.4,9178.1,9270.0,9336.7,9195.6,9030.1,9022.8,9201.6,8982.9,8999.5,8397.2,9108.2,9034.8,8337.6,8280.4,8881.8,8610.6,8519.4,8626.8,8629.2,8545.0,8573.9,8448.5,8367.3,8264.1,8418.2,8950.8,8504.1,8394.4,8315.8,8370.7,8188.5,8283.3,8119.0,8086.1,8175.5,8236.8,8374.6,8224.5,8111.6,8393.1,8457.0,8420.4,8439.5,8603.0,8643.4,8621.0,8918.5,9137.0,9275.9,9453.6,9520.4,9520.1,9641.7,9544.0,9662.1,9726.1,9608.4,9653.2,9484.8,9461.3,9163.7,9425.5,9324.9,9308.2,9253.9,9193.9,9097.6,9157.5,9075.8,8997.5,8914.5,8694.3,8643.8,8534.4,8597.1,8731.0,8831.6,8859.5,8571.5,8601.0,8620.5,8552.8,8473.7,8900.9,8393.3,8194.2,8269.9,8046.8,8096.6,8129.1,8210.1,8131.2,8457.8,8172.4,8221.3,8383.9,8243.4,8279.4,7979.3,7972.1,7438.5,7420.1,7324.6,7590.7,7328.0
18,X,False,14022.0,14440.0,13704.0,14426.0,13458.0,13222.0,13114.0,13012.0,13756.0,13814.0,12603.0,12646.0,12521.0,12558.0,12624.0,12656.0,12680.0,12809.0,13213.0,13001.0,13303.0,14297.0,13263.0,13237.0,13229.0,13298.0,13084.0,13020.0,12952.0,12864.0,12672.0,12738.0,12657.0,12689.0,12692.0,12921.0,12665.0,12561.0,12668.0,12662.0,12504.0,12436.0,12572.0,12550.0,12581.0,12512.0,12563.0,12635.0,12609.0,12612.0,12827.0,12860.0,12942.0,13170.0,13113.0,13081.0,13060.0,13061.0,13011.0,12990.0,12841.0,12667.0,12535.0,12370.0,12333.0,12317.0,12232.0,12327.0,12399.0,12476.0,12498.0,12581.0,12662.0,12789.0,13031.0,13058.0,13267.0,13420.0,13516.0,13627.0,13771.0,13867.0,13853.0,13877.0,13867.0,13687.0,13718.0,13618.0,13569.0,13484.0,13387.0,13329.0,13347.0,13255.0,13245.0,13189.0,13177.0,13191.0,13139.0,13142.0,13155.0,13170.0,13194.0,13208.0,13139.0,13239.0,13287.0,13358.0,13454.0,13497.0
19,X,True,14860.0,14967.0,15030.0,15094.0,15194.0,15282.0,15425.0,15498.0,15608.0,15674.0,15708.0,15717.0,15679.0,15638.0,15519.0,15368.0,15235.0,15091.0,14936.0,14790.0,14680.0,14569.0,14454.0,14483.0,14499.0,14470.0,14529.0,14637.0,14702.0,14709.0,14839.0,14935.0,15027.0,15110.0,15018.0,15120.0,15137.0,15061.0,14978.0,14900.0,14795.0,14713.0,14638.0,14593.0,14495.0,14489.0,14530.0,14385.0,14426.0,14427.0,14373.0,14463.0,14450.0,14433.0,14510.0,14573.0,14583.0,14634.0,14676.0,14697.0,14725.0,14789.0,14762.0,14808.0,14800.0,14643.0,14581.0,14556.0,14431.0,14374.0,14340.0,14128.0,14045.0,13978.0,13955.0,13821.0,13813.0,13753.0,13789.0,13911.0,13856.0,14035.0,14157.0,14287.0,14480.0,14560.0,14608.0,14617.0,14625.0,14651.0,14575.0,14556.0,14367.0,14286.0,14123.0,13992.0,13900.0,13912.0,13758.0,13682.0,13583.0,13483.0,13520.0,13521.0,13393.0,13380.0,13357.0,13268.0,13222.0,13158.0
20,X,False,6490.9,6370.0,6376.3,6418.7,6447.2,6562.9,6630.9,6708.8,6775.7,6927.0,7037.3,7178.9,7196.3,7421.7,7567.0,7652.8,7773.5,7886.2,7870.8,7956.6,7952.9,7876.4,7894.3,7748.5,7807.3,7753.7,7643.5,7506.4,7489.5,7442.8,7403.2,7367.6,7389.6,7325.1,7268.7,7293.7,7310.8,7306.8,7293.0,7373.6,7331.3,7337.2,7435.4,7514.3,7507.2,7529.5,7635.1,7666.8,7891.3,7944.2,8087.2,8132.7,8318.3,8420.2,8422.7,8443.4,8421.0,8356.3,8273.0,8226.6,8056.7,7927.7,7850.8,7666.8,7542.0,7328.4,7264.8,7116.0,7058.2,7003.5,6994.7,6957.4,6976.4,7012.6,7056.0,7174.4,7260.8,7381.6,7505.3,7655.4,7900.4,8072.2,8238.3,8340.4,8412.6,8355.6,8329.3,8283.0,8180.1,8180.0,8128.6,8122.1,8092.6,8099.5,8061.3,8093.9,8118.6,8113.8,8136.1,8115.8,8141.3,8131.2,8072.9,8037.5,8084.3,8077.6,8050.7,8105.6,8061.1,7983.1
21,M,False,5456.5,5501.1,5370.6,5263.6,5273.8,5374.9,5324.5,5386.8,5447.1,5594.7,5639.3,5672.9,5696.5,5841.8,5696.2,5801.2,5994.1,6111.4,6247.7,6257.8,6397.6,6512.5,6492.2,9368.8,5913.8,6238.7,6120.5,6385.8,6365.5,6322.9,6316.0,6406.9,6329.0,6168.2,6415.5,6579.2,6553.1,6561.5,6468.3,6656.5,6571.7,6764.0,7139.8,6979.4,7273.5,7343.2,7741.5,7819.6,7784.6,7792.3,7629.2,8019.5,7914.6,7806.5,7782.1,7651.6,7374.2,7163.2,7188.6,7230.0,6857.6,6956.3,6825.2,6709.4,6790.3,6635.0,6639.5,6758.3,6925.0,7001.3,7071.6,7085.8,7298.8,7360.0,7481.4,7690.6,7730.3,7745.9,7708.5,7705.2,7697.3,7646.4,7731.1,7661.7,7764.1,7728.6,7467.9,7455.4,7549.4,7564.7,7416.5,7460.0,7405.4,7570.9,7862.2,8002.6,8002.0,7797.4,7727.4,7672.6,7526.5,7602.9,7243.6,7181.6,7203.0,7089.8,7119.0,7292.4,7158.4,7227.8
22,M,False,3562.9,3293.6,3552.8,4548.2,3325.0,4477.2,4568.2,3284.4,3275.8,3282.1,3280.8,4003.4,3648.5,4206.3,4639.9,4694.0,4026.7,3351.2,4049.8,4400.0,4224.0,4550.4,4299.9,4114.3,4415.7,4723.1,4178.8,4486.9,4299.6,4469.4,4455.6,4924.6,5010.9,4990.9,5454.7,5768.3,5808.9,5794.6,5636.2,5014.3,5887.2,5171.7,5683.8,5958.2,6630.2,6412.5,6351.0,6349.5,5638.1,6690.7,6644.4,6719.8,6483.9,6759.0,6751.8,6751.0,7309.9,6764.2,6255.3,6337.0,5524.1,7112.1,7435.5,7039.0,7947.4,7514.0,8221.4,8227.5,8261.3,7766.1,8175.6,8084.7,7672.6,8156.0,7735.2,7810.8,7524.0,7347.7,7792.1,7514.4,7494.5,7496.9,6830.0,7276.8,7432.6,7616.6,6914.1,7406.0,6642.7,6613.5,7051.8,5949.1,6494.5,6226.8,6468.3,6746.9,6248.9,6670.0,7058.2,7084.9,6583.2,7299.1,7221.3,6134.9,6751.1,6591.5,6561.3,6200.1,5955.9,6136.8
