,FLARE_TYPE,COINCIDENCE,MEANPOT_1,MEANPOT_2,MEANPOT_3,MEANPOT_4,MEANPOT_5,MEANPOT_6,MEANPOT_7,MEANPOT_8,MEANPOT_9,MEANPOT_10,MEANPOT_11,MEANPOT_12,MEANPOT_13,MEANPOT_14,MEANPOT_15,MEANPOT_16,MEANPOT_17,MEANPOT_18,MEANPOT_19,MEANPOT_20,MEANPOT_21,MEANPOT_22,MEANPOT_23,MEANPOT_24,MEANPOT_25,MEANPOT_26,MEANPOT_27,MEANPOT_28,MEANPOT_29,MEANPOT_30,MEANPOT_31,MEANPOT_32,MEANPOT_33,MEANPOT_34,MEANPOT_35,MEANPOT_36,MEANPOT_37,MEANPOT_38,MEANPOT_39,MEANPOT_40,MEANPOT_41,MEANPOT_42,MEANPOT_43,MEANPOT_44,MEANPOT_45,MEANPOT_46,MEANPOT_47,MEANPOT_48,MEANPOT_49,MEANPOT_50,MEANPOT_51,MEANPOT_52,MEANPOT_53,MEANPOT_54,MEANPOT_55,MEANPOT_56,MEANPOT_57,MEANPOT_58,MEANPOT_59,MEANPOT_60,MEANPOT_61,MEANPOT_62,MEANPOT_63,MEANPOT_64,MEANPOT_65,MEANPOT_66,MEANPOT_67,MEANPOT_68,MEANPOT_69,MEANPOT_70,MEANPOT_71,MEANPOT_72,MEANPOT_73,MEANPOT_74,MEANPOT_75,MEANPOT_76,MEANPOT_77,MEANPOT_78,MEANPOT_79,MEANPOT_80,MEANPOT_81,MEANPOT_82,MEANPOT_83,MEANPOT_84,MEANPOT_85,MEANPOT_86,MEANPOT_87,MEANPOT_88,MEANPOT_89,MEANPOT_90,MEANPOT_91,MEANPOT_92,MEANPOT_93,MEANPOT_94,MEANPOT_95,MEANPOT_96,MEANPOT_97,MEANPOT_98,MEANPOT_99,MEANPOT_100,MEANPOT_101,MEANPOT_102,MEANPOT_103,MEANPOT_104,MEANPOT_105,MEANPOT_106,MEANPOT_107,MEANPOT_108,MEANPOT_109,MEANPOT_110
752,B,True,2831.7,3070.6,3388.3,3355.3,3584.2,3052.5,3363.4,3992.3,3681.7,3284.1,2787.0,2810.8,2842.7,2879.5,2629.8,2771.9,2722.3,2920.5,2781.5,2556.6,2676.1,2455.4,2524.9,2692.6,2706.3,2942.7,2839.0,2789.0,2929.1,3056.0,3199.9,3221.1,3295.8,3550.1,3621.3,3776.2,3729.0,3812.0,4022.1,3997.4,3998.8,4117.9,4217.3,4178.7,4093.1,4030.5,3955.8,3883.3,3602.9,3518.6,3460.9,3229.7,3375.1,3473.1,3564.2,3621.8,3744.1,3553.3,3613.1,3729.2,3719.7,3749.2,3820.0,4137.1,4002.7,4004.5,3985.2,3735.5,3815.0,3623.4,3864.4,3811.2,3707.4,3425.9,3345.9,3411.0,3396.0,3237.9,2953.2,3009.6,3000.8,2725.5,2794.3,2747.7,2951.7,2921.9,2967.6,3043.1,3120.4,3494.4,3375.4,3369.6,3493.6,3721.7,3941.4,4120.1,3958.2,4069.5,4004.3,3870.2,3943.4,4243.5,4175.3,4186.8,4010.4,4290.3,4429.1,4556.0,4718.8,5031.8
753,B,False,9104.0,9087.9,9129.7,9128.3,9047.4,8835.7,5648.4,8554.7,8257.8,7929.0,7749.6,7663.4,7685.4,7794.6,7835.7,7835.2,7995.1,8141.6,8253.0,8382.4,8467.5,8544.7,8675.1,8697.4,8771.5,9019.6,9035.1,9138.6,9099.5,9215.1,9220.2,9242.7,9219.0,9302.9,9145.4,9179.4,9227.5,9171.2,9134.2,9053.9,9103.4,8971.5,9192.6,9074.7,9121.6,9107.7,9196.7,9199.2,9202.3,9097.8,9126.9,9197.2,9042.3,9023.5,8933.2,8790.6,8681.7,8532.4,8536.0,8408.5,8239.9,8139.3,8019.3,7882.0,7806.8,7741.0,7792.3,7923.4,8016.2,8258.3,8538.5,8755.7,8848.9,8985.6,8953.7,8954.8,8969.4,8985.2,8910.9,8905.6,8852.7,8680.5,8561.0,8513.0,8436.4,8444.6,8234.5,8221.3,8117.5,8020.6,7984.1,7926.0,7905.7,7869.5,7791.6,7804.9,7820.4,7816.5,7829.8,7853.7,7808.1,7806.9,7863.7,7762.1,7813.3,7866.8,7900.4,7998.4,8021.8,8092.8
754,B,False,2879.7,2714.7,2697.2,2754.6,2632.6,2557.7,2517.2,2512.8,2454.4,2451.5,2422.7,2405.8,2372.5,2291.9,2326.9,2287.6,2231.5,2255.0,2291.2,2300.4,2351.3,2393.0,2409.3,2454.6,2527.3,2504.0,2595.9,2504.8,2517.4,2534.6,2429.4,2444.9,2473.9,2471.4,2472.8,2353.4,2280.6,2228.7,2187.1,2170.3,2184.9,2118.3,2146.0,2126.0,2058.7,2058.8,2090.8,2027.0,2060.1,2089.2,2239.8,2161.8,2197.0,2122.3,2203.6,2143.3,2142.7,2157.8,2193.0,2126.8,2138.3,2187.0,2171.3,2150.6,2118.9,2089.7,2055.2,1988.7,1994.3,2005.9,1873.7,1844.8,1779.9,1704.3,1689.1,1653.0,1600.8,1626.6,1608.8,1614.8,1668.4,1704.7,1702.2,1699.3,1792.5,1786.6,1779.7,1810.9,1852.2,1889.9,1945.0,2057.3,1983.3,2045.7,2055.6,2041.3,2149.7,2007.9,2041.0,2019.1,2015.3,2067.6,2035.5,2090.5,2138.1,2109.5,2044.4,2069.7,1993.8,1992.4
755,B,False,3238.4,3281.5,3387.7,3469.9,3517.1,3650.2,3611.9,3845.7,4001.8,4231.3,4077.6,4150.0,4167.7,4220.8,4098.9,4259.9,4319.2,4272.3,4331.5,4184.5,4221.5,4249.4,4088.0,4144.0,4143.3,4055.1,3963.4,4177.8,4113.3,4187.0,4366.9,4485.3,4540.0,4607.4,4691.1,4721.9,4822.2,4900.9,4955.1,4953.3,4949.0,4887.6,4808.3,4730.2,4777.5,4702.1,4613.4,4494.0,4475.4,4389.2,4434.7,4405.7,4528.1,4716.3,4709.8,4682.5,4701.5,4807.4,4837.6,4922.8,5021.2,5062.7,5086.5,5123.3,5117.0,5082.7,5126.4,5159.5,5183.9,5237.6,5296.6,5289.3,5267.7,3469.8,5269.2,5388.3,5439.6,5385.3,5312.4,5393.9,5289.9,5360.0,5275.7,5229.1,5251.5,5180.5,5199.8,5043.8,3785.0,5027.3,5039.2,5016.7,4932.3,4878.7,4800.4,4865.1,4824.7,4842.5,4965.9,5085.7,5094.1,5261.2,5378.5,5486.6,5685.1,5815.5,5755.2,5659.1,5615.1,5639.4
756,B,False,4548.2,4404.8,4429.2,4076.6,4650.4,3817.3,4227.9,3692.4,3494.8,3614.4,3590.6,3470.0,3911.1,3386.2,3067.4,3756.0,3538.9,2879.8,2856.0,2825.7,2783.7,2755.0,2993.8,3321.0,2997.9,2752.2,3160.3,3114.1,3364.4,3210.0,3256.5,3453.8,3366.8,3406.2,3397.3,3406.6,3478.4,3375.4,3315.5,3425.8,3424.7,3387.1,3561.3,3544.3,3464.1,4101.3,3419.0,3403.3,3568.1,3555.8,3248.8,3176.1,3003.4,3109.7,3271.3,3271.3,3166.0,3357.3,3299.8,3345.0,3478.9,3599.4,3546.1,3384.9,3423.7,3501.1,3507.4,3558.2,3497.9,3556.7,3661.6,4040.5,4119.0,4120.7,4210.3,4239.0,4224.9,3741.4,4373.8,4291.4,3942.4,4036.6,4084.1,4002.5,3880.9,4045.6,4370.0,3933.9,3822.7,4034.5,4001.0,4033.0,4027.0,4124.5,4120.5,4168.3,4329.8,4162.2,4080.4,4160.2,4350.7,4355.0,4368.5,4661.0,4357.4,4364.9,4522.6,4479.9,4433.2,4395.6
757,B,True,2878.9,3217.5,4066.9,3422.4,5415.9,4913.5,5056.5,3968.9,5172.2,5009.2,5145.4,5401.9,5223.4,5176.9,5277.9,5636.0,5290.1,3964.0,4879.6,5069.4,5058.6,6307.3,4676.1,3776.5,4679.6,4695.6,4726.4,4888.0,5703.5,4525.4,6003.6,4644.0,4236.6,4234.9,4630.3,4689.1,4706.4,4286.1,4841.3,4328.2,4127.0,4526.0,4379.4,4396.7,4264.7,4118.6,4168.2,4023.3,4195.2,4146.8,4203.5,4225.6,4149.3,4035.9,3960.8,3903.8,3790.5,4022.7,3894.0,3887.6,3972.8,3814.4,3969.8,4041.0,3980.8,3822.9,3943.1,3786.1,3572.3,3433.8,3451.2,3420.6,3343.9,3646.3,3481.0,3287.5,3423.0,3280.1,3089.5,3384.3,3247.1,3540.0,3432.9,3562.0,3461.3,3416.7,3344.1,3363.6,3581.5,3391.4,3327.3,3271.2,3267.1,3129.6,3010.8,3184.8,3097.7,3459.2,3208.8,3263.3,3179.6,3126.5,3159.3,3218.3,3263.3,3175.2,3129.6,3617.2,3226.3,3220.7
758,B,False,4297.6,4245.3,4298.6,4393.7,4538.9,4620.3,4721.1,4869.4,5055.8,5336.5,5549.8,5640.1,5578.7,5540.0,5462.5,5245.5,5034.4,4821.5,4670.8,4595.5,4557.0,4539.1,4449.2,4557.2,4598.2,4587.7,4674.7,4795.9,4931.4,5018.8,5058.1,5164.9,5221.5,5189.7,5127.7,5224.2,5239.3,5191.1,5183.4,5180.6,5203.2,5210.3,5116.5,5084.0,5091.1,5042.1,5026.8,5013.9,5004.3,4971.2,4960.3,4904.2,4796.3,4805.1,4821.7,4884.6,4771.5,4725.7,4546.4,4418.5,4426.1,4358.8,4287.0,4240.0,4150.3,3985.6,4141.1,4030.5,4016.1,4129.3,4120.4,4292.4,4383.6,4383.4,4405.6,4506.5,4399.4,4352.5,4225.4,4278.0,4058.4,3988.7,3916.0,3813.7,3734.1,3659.0,3567.8,3568.0,3522.4,3426.0,3399.6,3387.5,3377.7,3506.2,3507.8,3598.0,3766.6,3832.2,3747.8,3774.5,3753.0,3726.4,3738.7,3760.0,3810.7,3718.9,3617.3,3582.5,3516.6,3427.8
759,B,False,9216.1,9249.0,9222.1,9294.9,9326.9,9295.6,9286.6,9209.2,9239.0,9033.8,9076.6,9031.0,8887.7,8898.2,8828.6,8951.2,9042.8,9067.6,9032.0,9010.9,8978.7,8960.2,8947.4,9012.1,9118.9,8868.9,9128.8,8887.5,9127.2,8896.2,9196.8,9117.5,8990.4,9169.1,9197.8,9302.3,9195.4,9572.9,9585.1,9598.7,9635.7,9904.0,10104.0,10086.0,10133.0,10337.0,10725.0,10701.0,10519.0,10597.0,10578.0,10359.0,10381.0,10369.0,10353.0,10171.0,10079.0,9819.6,9847.0,9491.1,9519.9,9354.0,9225.0,9283.9,9231.3,9202.4,9147.9,9182.5,9266.5,9248.5,9175.4,9317.8,9292.5,9459.8,9651.1,9608.8,9694.6,9657.6,9866.8,9970.1,10242.0,9964.9,10133.0,10129.0,10038.0,10066.0,10380.0,10301.0,10389.0,10242.0,10299.0,10224.0,9874.6,9949.8,10095.0,9993.2,9953.2,10059.0,9987.5,9935.9,9999.0,10040.0,9988.0,10143.0,10019.0,10035.0,10059.0,10423.0,10565.0,10682.0
760,B,False,1625.7,1628.7,1630.2,1611.9,1576.7,1559.1,1530.0,1492.6,1446.7,1425.4,1410.9,1395.0,1400.3,1362.3,1343.0,1326.8,1315.3,1314.8,1310.9,1299.2,1303.5,1304.7,1329.6,1350.6,1356.0,1350.6,1354.0,1383.2,1402.6,1418.6,1425.7,1418.1,1445.3,1456.9,1453.5,1450.0,1423.9,1394.9,1349.8,1293.5,1253.9,1228.5,1200.1,1167.8,1142.3,1117.8,1101.6,1092.8,1075.7,1088.7,1090.2,1093.0,1108.3,1135.3,1146.6,1195.2,1209.9,1222.9,1236.1,1253.2,1280.5,1253.0,1267.5,1265.1,1244.0,1223.7,1199.4,1170.9,1166.3,1152.1,1145.8,1137.9,1115.1,1104.1,1082.2,1094.5,1076.3,1060.9,1052.6,1054.6,1039.5,1042.6,1053.4,1053.0,1065.5,1053.4,1057.3,1065.9,1070.9,1059.7,1078.3,1097.2,1081.7,1075.6,1083.9,1054.1,1041.1,1014.6,973.78,939.61,920.77,889.16,855.43,843.03,824.05,807.34,807.85,809.82,802.22,808.92
761,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.527,2040.2,1981.9,82.427,494.35,95.278,3656.0,175.9,188.62,853.37,772.28,527.58,453.76,1110.7,978.06,1252.9,1364.6,1615.0,3042.3,5143.8,6362.6,5260.8,5864.9,6498.0,6720.5,7063.5,7399.1,7708.7,8092.7,8175.0,8518.4,7927.4,7772.0,7934.3,7668.0,7525.8,7563.5,7343.7,7119.8,7098.7,6923.6,6554.6,6518.4,6410.3,8332.9,6355.9,6210.0,6046.3,5847.0,5745.9,5557.0,5906.5,5447.3,5465.9,5546.5,5151.9,5321.5,5082.2,5114.6,5150.9,4893.4,5021.5,4912.8,4831.0,5037.5,5053.1,4802.4,4835.9,4804.3,4916.9,4942.7,4910.8,4991.6,4766.4,4643.6,4698.3,4731.1,4758.5,4583.2,4567.8,4463.0,4494.6,4567.0,4409.5,4549.0,4527.3,4414.6,4379.3,4287.2,4164.8,4253.3,4011.0,4029.2,3783.2,4061.6,3890.8,3759.6,3952.3,3802.1,3745.9,3854.1,3882.9,3947.8
762,B,False,6526.7,6902.8,6683.6,6720.8,6828.3,6837.8,6941.0,6705.0,6377.2,6127.5,5813.1,5425.8,4933.7,4756.9,4715.0,4819.3,5031.5,5196.7,5445.2,5757.0,5573.7,5621.3,5510.0,5634.1,5845.8,5630.0,5700.0,5509.2,5325.4,5323.5,5255.6,5055.3,4842.0,4881.3,4787.7,4750.0,4548.7,4359.5,4484.0,4354.1,4352.4,4260.6,4218.3,4320.1,4151.2,4197.4,4133.4,4279.7,4118.3,4105.9,4324.7,4371.9,4523.4,4697.2,4705.1,4679.6,4825.6,4938.0,5087.4,5234.3,5242.9,5167.5,5201.6,5231.6,4985.5,4865.7,4871.2,4773.4,4791.7,4746.4,4643.2,4550.4,4504.1,4224.4,4218.4,4009.9,3935.0,4264.3,4377.1,4589.2,4732.9,4937.5,4832.2,4856.3,5021.5,4822.2,5040.1,4863.2,4815.8,4815.9,4791.2,4719.9,4673.6,4527.8,4586.1,4480.1,4496.6,4681.0,4664.7,4512.5,4414.0,4487.4,4326.7,4288.2,4459.1,4492.2,4465.3,4586.6,4612.7,4842.4
763,B,False,7590.7,7734.7,7683.7,7610.5,7555.7,7472.5,7198.3,7184.5,7074.0,6984.0,7094.4,6749.3,6598.5,6605.5,6627.3,6882.7,6989.7,6940.9,6856.5,6838.8,6858.7,7015.1,6887.3,6687.7,6851.2,6775.8,6915.5,7064.5,6931.9,7005.2,7007.9,7065.2,7052.8,7062.0,7354.7,7574.0,7518.1,7709.8,7826.7,7786.5,7718.7,7764.6,7616.2,7628.6,7489.1,7568.5,7464.1,7191.0,7293.9,7253.9,7110.9,6980.5,7032.8,7098.9,7074.8,7030.6,6937.7,6568.5,6589.0,6735.5,6856.3,6939.5,6811.8,6813.6,7028.4,6991.0,7122.7,7080.5,7075.2,7109.1,7202.6,7375.6,7362.9,7344.5,7480.2,7433.4,7242.2,7138.5,7351.0,7286.0,7381.4,7466.2,7319.6,7276.3,7355.0,7249.1,7132.3,7266.3,7247.0,7216.5,7124.3,7121.5,7211.0,7253.8,7192.6,7256.8,7260.9,7107.0,7109.8,7051.3,7113.4,7045.8,7251.6,7103.0,7041.7,7086.2,7074.2,7044.3,7019.7,7143.8
764,B,True,1490.6,1527.1,1497.7,1512.2,1530.0,1545.8,1541.8,1544.2,1567.6,1557.5,1575.9,1570.0,1552.3,1522.8,1501.2,1493.3,1452.3,1414.8,1408.2,1395.7,1403.1,1372.7,1356.2,1375.6,1411.7,1422.3,1421.3,1441.6,1445.7,1450.7,1495.6,1525.9,1517.2,1519.3,1523.1,1556.2,1577.1,1615.0,1592.1,1592.7,1560.4,1583.4,1564.8,1627.9,1622.0,1626.0,1617.2,1578.5,1594.9,1602.3,1584.3,1559.5,1547.8,1541.4,1500.7,1511.7,1497.7,1502.1,1501.7,1473.4,1436.4,1452.4,1481.9,1487.0,1551.4,1596.5,1626.7,1687.6,1725.9,1769.6,1830.1,1815.9,1824.3,1836.5,1831.9,1855.8,1874.5,1850.2,1822.3,1879.7,1861.1,1802.5,1790.6,1783.4,1793.1,1720.9,1676.1,1629.3,1695.4,1673.1,1685.9,1657.1,1667.1,1687.9,1747.0,1778.8,1834.6,1837.4,1890.6,2034.2,2181.5,2268.9,2225.8,2419.0,2483.5,2448.5,2461.8,2510.7,2739.9,2563.2
765,B,False,1464.6,1443.3,1427.5,1460.0,1616.3,1605.6,1656.8,1640.3,1660.6,1727.0,1754.3,1715.5,1659.9,1650.1,1728.4,1699.6,1556.8,1509.5,1564.3,1644.0,1606.5,1566.4,1571.4,1589.8,1625.9,1652.2,1607.4,1567.6,1607.1,1612.5,1602.1,1624.6,1657.3,1676.2,1568.4,1575.4,1606.9,1649.3,1682.6,1665.8,1633.9,1644.3,1704.6,1667.6,1649.9,1665.0,1696.7,1677.2,1664.0,1631.9,1573.5,1585.4,1550.0,1494.6,1513.5,1471.9,1481.2,1477.1,1537.5,1553.8,1554.0,1630.9,1692.3,1718.4,1713.5,1732.2,1743.9,1737.0,1752.0,1710.3,1708.0,1646.4,1645.2,1600.9,1610.2,1586.6,1536.5,1528.2,1590.3,1498.6,1513.4,1530.6,1562.9,1517.8,1512.4,1497.4,1530.5,1538.2,1576.6,1596.8,1533.8,1530.4,1577.5,1562.4,1579.7,1597.6,1601.8,1617.4,1620.3,1567.6,1645.4,1732.4,1734.0,1755.4,1787.5,1805.0,1886.9,1986.1,1968.0,2009.0
766,B,False,5998.2,5946.7,5829.8,5825.3,5861.5,5857.7,5963.6,6219.6,6211.1,6346.6,6355.9,6432.3,6580.0,6665.8,6674.7,6628.6,6533.5,6699.4,6801.4,6925.7,6982.1,6955.9,7005.0,7010.9,6953.2,6973.1,6992.6,6889.4,6947.3,7066.7,7180.7,7046.6,7009.9,6999.5,6913.5,6623.4,6575.9,6458.4,6276.7,6296.9,6193.2,6133.3,6159.3,6157.8,6109.2,6220.9,6197.8,6392.4,6442.3,6612.0,6647.2,6880.0,7062.0,7275.9,7388.4,7568.8,7567.6,7665.7,7712.7,7795.0,7849.5,7619.6,7560.8,7318.8,6851.9,7030.5,6902.9,6842.1,6795.5,6879.8,6813.4,6800.1,6944.8,6938.1,7003.3,7029.8,7100.9,7167.4,7289.7,7329.2,7427.8,7361.9,7580.6,7605.2,7577.3,7652.2,7602.8,7759.1,7640.9,7594.0,7587.4,7699.3,7751.9,7754.9,7781.3,7895.4,7843.6,7814.9,7756.3,7839.7,7760.8,7702.7,7776.5,7808.4,7799.9,7665.4,7601.7,7671.3,8011.9,8152.5
767,B,False,10136.0,9857.9,9596.5,9686.3,9309.0,9379.7,11262.0,9269.8,9050.4,9185.0,9112.9,8983.6,8816.2,8984.2,8799.1,9132.4,8726.0,8710.1,8371.3,8603.7,8424.2,8131.1,8212.3,8192.4,8398.3,8290.0,8166.5,8296.6,8100.7,8122.8,8161.3,8137.3,8473.1,9663.8,8511.9,8872.1,9004.7,8899.1,8923.4,8936.4,9129.5,9005.5,8698.3,8506.5,8771.4,8727.6,8673.7,8531.3,8433.5,8500.2,8423.9,8634.7,8573.3,8393.4,8477.5,8743.9,8766.5,8608.2,8613.0,8651.9,8617.1,8613.3,8686.0,8564.2,8554.2,8508.1,8616.2,8623.5,8654.8,8802.2,9018.0,8980.1,8983.0,8973.6,9244.1,9164.3,9235.2,9307.0,9421.1,9518.7,9540.6,9517.8,9553.9,9525.5,9853.2,9706.6,9598.5,9688.3,9710.4,9642.4,9435.5,9420.6,9232.9,9177.3,8970.9,8989.3,8854.0,8911.4,8918.4,8882.9,8849.3,8694.2,8927.5,8924.4,8855.5,9009.5,9351.0,9050.2,9479.1,9288.5
768,B,False,3090.1,3432.6,3362.7,3527.0,3537.6,3588.5,3964.4,4025.7,4068.9,4347.7,2903.6,4105.0,4140.7,4031.9,4044.6,3983.8,3724.8,4066.2,4168.4,3722.3,3795.7,3683.6,3660.1,3584.4,3545.5,3598.4,3393.8,3609.5,3675.6,3462.6,3397.9,3450.5,3294.3,3556.6,3720.2,3464.8,3490.0,3381.7,3399.3,3805.7,3612.2,3522.4,3577.5,3778.8,4007.7,4222.1,4299.1,4078.3,3651.7,3612.6,3482.6,3394.8,3354.7,3557.7,3552.7,3300.3,3179.9,3138.5,3132.7,3083.9,2927.8,2886.7,2906.1,3054.3,3105.4,3043.2,3055.4,3212.9,3251.1,3358.4,3438.0,3569.4,3610.5,3814.4,3857.2,3975.5,3964.6,3779.3,3888.8,3814.9,3755.0,3818.1,3671.5,3483.1,3349.0,3286.5,3458.4,3642.3,3695.3,3469.2,3226.7,3034.7,3013.7,3127.6,3264.4,3237.4,3123.1,3171.5,3025.3,3318.8,3356.3,3189.3,3214.6,3142.1,2957.9,3176.9,3118.3,3205.8,3615.6,3563.8
769,B,False,4803.6,4669.8,4587.9,4549.2,4531.3,4585.4,4627.9,4572.0,4583.8,4595.6,4493.8,4544.4,4377.2,4376.2,4335.3,4246.7,4207.1,4169.7,4055.3,4009.7,3933.9,4048.0,3941.8,3863.2,3871.4,3922.5,3943.3,3966.2,3913.6,4003.4,4044.7,4055.1,4054.5,4159.3,4161.8,4180.1,4224.0,4083.3,4190.9,4247.5,4400.5,4361.2,4328.7,4325.0,4414.6,4374.6,4472.8,4422.4,4345.8,4415.6,4621.2,4589.1,4668.8,4728.9,4898.6,4776.7,4821.2,4857.0,4928.3,4934.0,4973.8,5077.0,5061.6,5182.1,5222.0,5305.0,5404.1,5449.9,5408.1,5500.3,5636.0,5633.3,5801.4,5838.2,5925.8,5997.3,6114.2,6059.5,6137.3,6127.2,6183.1,6087.4,6097.9,6222.1,6266.8,6468.1,6620.9,6638.5,6863.2,7005.0,7062.4,7342.6,7419.1,7555.9,7766.5,7912.1,8096.4,8139.3,8200.0,8436.0,8610.5,8807.4,9040.6,8912.7,8871.2,9109.9,9228.2,9349.1,9447.4,9426.3
770,B,True,3968.4,3910.8,3796.5,3746.7,3648.3,3593.0,3512.7,3600.2,3638.1,3610.4,3581.9,3560.7,3555.6,3702.9,3653.4,3599.7,3675.0,3713.3,3642.5,3813.7,3866.9,4134.5,4133.3,4051.2,3988.4,4007.7,4154.4,4358.5,4247.4,4389.6,4285.3,4168.0,4260.4,4102.6,4082.9,4113.6,3938.2,3856.1,3856.2,3873.1,3815.0,3928.0,4021.1,3810.2,4012.2,4032.4,3906.0,3908.5,3249.7,3909.8,3910.6,3729.6,3664.4,3678.8,3671.5,3683.8,3622.7,3397.0,3472.4,3486.3,3405.9,3429.8,3290.0,3377.4,3357.4,3188.1,3126.8,3202.2,3159.6,3321.1,3261.0,3225.9,3367.5,3342.2,3368.4,3524.4,3572.1,3575.2,3494.1,3385.0,3397.5,3417.4,3574.8,3529.9,3562.8,3643.7,3693.8,3735.1,3767.2,3796.7,3456.6,3402.6,3383.1,3350.3,3246.9,3276.7,3146.8,3251.5,3191.2,3245.8,3242.5,3214.6,3286.3,3475.9,3267.6,3297.6,3237.8,3273.9,3214.6,3164.4
771,B,False,5596.1,5648.3,5675.3,5761.0,5806.7,5980.5,6009.4,6033.5,6094.2,6146.1,6139.5,6140.5,6080.1,6090.2,6029.7,6106.4,6055.7,6061.8,5794.5,5820.9,5897.4,5898.1,5787.2,5811.1,5732.7,5815.4,5753.9,5662.5,5725.7,5715.0,5642.6,5553.7,5607.3,5636.1,5562.7,5702.9,5742.7,5767.0,5753.9,5861.1,5878.9,5977.8,5991.4,5944.6,5978.6,6392.3,6418.0,6393.7,6356.8,6399.8,6333.0,6266.3,6185.2,6122.5,6037.3,6010.7,5901.2,5853.3,5802.8,5740.2,5755.7,5673.2,5649.4,5690.4,5692.0,5654.8,5622.9,5548.5,5596.9,5621.6,5576.1,5529.6,5542.4,5611.0,5613.4,5628.8,5687.0,5690.7,5683.5,5644.6,5621.9,5689.2,5751.7,5814.9,5803.1,5821.6,5917.2,5950.9,6009.6,6048.4,6089.0,6053.4,6099.9,6092.5,6117.2,6085.3,6084.0,5956.6,5772.1,5741.9,5665.0,5661.3,5692.9,5606.5,5516.2,5627.2,5505.2,5562.7,5566.9,5552.1
772,B,False,3027.0,3046.5,3057.9,3080.7,3140.2,3137.4,3139.8,3162.6,3141.0,3171.5,3189.8,3200.8,3186.1,3158.5,3178.8,3185.8,3162.3,3212.8,3206.7,3173.1,3202.0,3204.1,3154.0,3190.6,3200.5,3251.0,3303.5,3225.8,3228.2,3273.0,3249.2,3326.6,3302.3,3326.7,3307.8,3306.9,3326.2,3346.2,3344.2,3390.9,3410.5,3407.4,3441.0,3447.8,3518.0,3540.3,3568.5,3598.3,3647.3,3657.5,3704.8,3625.0,3725.5,3701.9,3749.6,3757.1,3744.0,3705.3,3656.0,3567.7,3534.2,3558.5,3523.7,3482.9,3465.0,3433.5,3381.4,3379.3,3427.4,3495.7,3556.5,3632.1,3626.5,3722.9,3822.6,3867.4,3904.5,3930.2,3946.3,3963.2,3982.3,3966.1,3942.9,3998.4,4013.4,4028.3,4040.7,4058.4,4043.1,4014.4,4032.4,4034.8,4005.4,4001.3,3989.8,4036.4,4022.3,4083.2,4014.9,4047.0,4066.8,3966.7,3911.9,3926.8,3877.8,3909.5,3809.7,3797.3,3741.9,3721.8
773,B,False,3433.9,3384.9,3241.8,3190.8,3080.8,3023.5,2875.1,2816.1,2787.6,2854.2,2963.3,3060.0,3163.6,3076.2,3112.6,3155.8,3079.7,3164.2,3131.9,3195.3,3249.7,3431.2,3391.5,3496.7,3504.3,3393.4,3373.2,3358.2,3347.6,3328.0,3484.4,3276.7,3351.8,3361.6,3373.9,3313.3,3207.4,3242.4,3134.7,3147.2,3077.4,3106.5,3105.2,3169.0,3120.7,3218.7,3105.8,3175.2,3192.8,3172.9,3115.0,3129.5,3124.9,3055.2,3114.2,3250.8,3451.0,3388.0,3425.2,3485.4,3516.3,3664.2,3754.1,3777.6,3803.0,3742.0,3682.0,3624.4,3654.8,3468.2,3447.9,3473.2,3441.4,3420.3,3385.0,3195.4,3323.5,3262.1,3317.9,3230.1,3330.3,3260.0,3337.3,3359.7,3214.5,3326.3,3237.0,3215.0,3229.0,3294.9,3361.3,3319.2,3324.7,3375.2,3335.8,3256.7,3329.1,3250.9,3254.1,3237.9,3265.3,3232.6,3385.6,3362.1,3327.1,3300.2,3356.7,3426.2,3315.6,3347.7
774,B,True,9009.1,8991.8,9180.8,9130.0,9168.4,9234.6,9215.7,9167.1,9194.5,9210.2,9306.3,9221.7,9357.4,9524.7,9340.7,9130.2,8951.2,8977.6,8707.8,8390.8,8475.9,8368.5,8402.5,8200.7,8230.2,8143.1,8157.7,8241.1,8225.0,8068.8,8203.3,8201.5,8313.4,8367.8,8354.7,8325.8,8297.5,8460.3,8497.9,8570.5,8713.1,8643.1,8730.0,8708.8,8817.9,8813.3,8729.6,8882.9,8975.2,9037.3,8781.0,8875.8,8707.1,8698.9,8764.7,8709.3,8806.4,8833.3,8750.3,8766.7,8628.9,8803.9,8849.9,8712.0,8620.8,8687.1,8706.9,8747.4,8810.7,8804.9,8834.4,8790.8,8989.2,8854.6,8904.6,8851.4,8717.8,8630.8,8569.9,8591.3,8361.7,8356.7,8125.8,7883.9,7847.6,7710.7,7757.0,7793.7,7744.1,7599.3,7748.6,7746.0,7544.1,7383.8,7352.2,7363.4,7414.3,7477.6,7388.5,7513.7,7546.1,7673.8,7643.8,7682.3,7740.2,7745.4,7605.4,7835.6,7815.3,7820.8
