,FLARE_TYPE,COINCIDENCE,ABSNJZH_1,ABSNJZH_2,ABSNJZH_3,ABSNJZH_4,ABSNJZH_5,ABSNJZH_6,ABSNJZH_7,ABSNJZH_8,ABSNJZH_9,ABSNJZH_10,ABSNJZH_11,ABSNJZH_12,ABSNJZH_13,ABSNJZH_14,ABSNJZH_15,ABSNJZH_16,ABSNJZH_17,ABSNJZH_18,ABSNJZH_19,ABSNJZH_20,ABSNJZH_21,ABSNJZH_22,ABSNJZH_23,ABSNJZH_24,ABSNJZH_25,ABSNJZH_26,ABSNJZH_27,ABSNJZH_28,ABSNJZH_29,ABSNJZH_30,ABSNJZH_31,ABSNJZH_32,ABSNJZH_33,ABSNJZH_34,ABSNJZH_35,ABSNJZH_36,ABSNJZH_37,ABSNJZH_38,ABSNJZH_39,ABSNJZH_40,ABSNJZH_41,ABSNJZH_42,ABSNJZH_43,ABSNJZH_44,ABSNJZH_45,ABSNJZH_46,ABSNJZH_47,ABSNJZH_48,ABSNJZH_49,ABSNJZH_50,ABSNJZH_51,ABSNJZH_52,ABSNJZH_53,ABSNJZH_54,ABSNJZH_55,ABSNJZH_56,ABSNJZH_57,ABSNJZH_58,ABSNJZH_59,ABSNJZH_60,ABSNJZH_61,ABSNJZH_62,ABSNJZH_63,ABSNJZH_64,ABSNJZH_65,ABSNJZH_66,ABSNJZH_67,ABSNJZH_68,ABSNJZH_69,ABSNJZH_70,ABSNJZH_71,ABSNJZH_72,ABSNJZH_73,ABSNJZH_74,ABSNJZH_75,ABSNJZH_76,ABSNJZH_77,ABSNJZH_78,ABSNJZH_79,ABSNJZH_80,ABSNJZH_81,ABSNJZH_82,ABSNJZH_83,ABSNJZH_84,ABSNJZH_85,ABSNJZH_86,ABSNJZH_87,ABSNJZH_88,ABSNJZH_89,ABSNJZH_90,ABSNJZH_91,ABSNJZH_92,ABSNJZH_93,ABSNJZH_94,ABSNJZH_95,ABSNJZH_96,ABSNJZH_97,ABSNJZH_98,ABSNJZH_99,ABSNJZH_100,ABSNJZH_101,ABSNJZH_102,ABSNJZH_103,ABSNJZH_104,ABSNJZH_105,ABSNJZH_106,ABSNJZH_107,ABSNJZH_108,ABSNJZH_109,ABSNJZH_110
783,B,True,21.033,13.799,21.947,22.366,27.79,27.611,25.499,19.261,21.03,24.983,25.348,18.751,22.668,27.596,26.245,29.457,32.634,36.311,30.023,28.567,25.068,24.086,27.904,26.594,21.417,31.343,28.773,32.813,33.352,29.041,33.644,35.847,44.061,41.717,44.978,49.795,43.406,45.793,50.197,47.351,47.434,51.574,49.471,47.997,47.843,46.465,45.694,43.53,44.345,41.946,47.625,48.429,42.342,46.152,45.13,40.686,46.116,46.145,36.993,35.012,29.095,7.7768,16.528,9.738,7.253,2.0339,9.9794,1.8878,4.6461,15.624,29.485,28.408,23.916,37.992,15.955,0.95773,21.377,22.426,16.472,14.146,7.7891,6.547,2.9075,3.8371,1.139,0.16168,4.5727,2.2816,5.1618,2.7688,3.9288,0.032121,1.579,0.4413,3.1727,1.0166,1.4274,2.4961,0.90592,0.4291,0.2229,0.66786,0.73977,0.48615,0.42366,0.37933,0.19249,0.041757,0.019782,0.11056
784,B,False,18.208,23.659,23.694,23.306,25.666,25.59,25.733,25.875,28.085,26.145,23.93,29.302,26.943,27.85,28.918,31.18,29.845,30.058,26.868,28.126,28.369,23.261,25.654,22.002,24.767,25.69,14.223,6.6424,5.3036,17.798,15.742,13.581,6.0223,15.063,11.63,16.268,5.7486,3.7138,8.6939,6.0281,15.696,1.2981,10.328,6.5781,5.9214,2.9225,4.6017,7.2108,2.0248,11.789,2.6306,0.10293,0.9387,7.7461,19.091,1.239,8.0491,3.1217,3.9052,3.12,15.187,3.4277,0.51159,2.387,6.5945,7.2661,7.3254,7.0547,5.8741,10.555,8.861,11.71,12.419,11.477,4.5787,25.096,13.247,16.561,20.149,20.359,21.682,0.72498,3.6517,21.374,4.4415,4.8814,18.342,10.057,1.59,0.59213,8.5609,5.7598,11.636,12.598,4.1878,6.7873,2.6219,1.5408,1.2287,0.74871,0.79783,0.65429,0.3918,0.52974,0.47461,0.13604,0.16609,0.19313,0.013006,0.0
785,B,False,123.23,117.88,122.98,105.27,115.91,119.28,122.95,122.12,125.77,116.93,124.15,122.55,118.79,118.88,126.47,126.54,126.01,116.51,116.56,119.33,106.42,120.79,118.83,107.15,116.38,120.24,108.76,119.84,125.08,111.72,121.78,124.75,123.58,131.81,132.69,131.04,133.7,130.39,134.5,131.78,144.17,135.2,129.38,133.91,131.03,122.41,129.21,119.89,115.81,118.06,120.06,114.25,117.63,107.57,106.23,105.49,112.69,109.56,106.79,110.88,112.09,120.17,126.3,115.1,128.34,117.13,123.49,136.38,127.54,139.52,136.38,134.52,125.01,129.13,122.96,134.4,126.07,129.71,133.64,135.02,129.84,128.54,127.57,124.68,128.97,123.09,121.76,117.07,114.48,110.65,116.03,111.5,119.92,120.66,116.84,130.66,121.38,116.6,120.4,124.22,117.71,118.45,122.15,133.48,135.18,136.71,134.24,151.24,147.24,150.17
786,B,False,195.39,199.5,193.83,192.83,163.51,187.4,183.1,193.97,187.3,204.91,213.13,195.75,195.46,188.24,180.6,190.15,185.68,185.36,172.56,166.15,171.88,173.3,175.79,171.09,176.47,166.92,168.47,159.88,152.09,147.18,151.09,122.49,125.7,152.17,141.13,130.61,108.38,111.61,115.25,118.38,121.33,121.41,112.96,111.15,93.403,66.353,68.819,73.532,65.197,56.979,44.239,49.621,51.449,60.626,49.385,47.539,52.898,57.49,45.941,41.391,24.162,24.645,32.718,28.454,25.692,29.575,28.406,28.945,30.22,40.462,41.245,43.995,44.923,51.492,51.904,48.076,48.032,47.183,51.172,34.382,46.241,49.31,60.862,50.932,51.498,52.221,58.564,73.33,72.203,75.234,72.103,81.322,91.084,102.0,106.79,99.55,102.73,101.17,99.05,105.83,107.63,107.39,96.122,95.071,88.331,92.688,105.71,82.866,82.93,90.582
787,B,True,70.509,49.293,76.182,65.851,84.088,95.302,76.388,76.406,99.064,90.888,94.168,75.138,60.837,73.35,27.688,71.475,75.268,32.81,170.19,95.263,101.81,108.8,93.286,97.869,15.099,82.402,90.034,109.87,126.86,118.15,117.38,92.469,99.942,40.766,84.677,124.09,103.6,88.679,120.0,56.012,75.054,68.32,72.384,64.768,58.899,50.251,78.497,29.794,23.957,2.2114,42.29,51.967,20.277,24.304,15.25,6.4843,7.032,52.968,37.333,1.8692,14.295,37.775,20.851,14.838,26.327,26.607,11.29,21.883,23.409,22.57,6.4461,4.8066,25.028,18.359,19.47,12.445,31.995,18.741,19.117,11.056,9.8194,20.599,7.7388,9.4146,3.9206,8.3718,7.5895,4.452,6.3873,1.5626,0.15764,5.0172,2.9925,1.2116,1.9211,3.3084,24.744,5.6744,1.6606,2.29,15.131,10.077,6.835,3.9955,2.9714,2.41,5.6798,3.7449,2.77,3.0504
788,B,True,42.874,52.563,53.394,63.381,61.362,54.012,64.427,59.066,60.593,50.257,50.479,46.198,50.808,50.811,46.729,44.902,37.782,38.66,32.384,32.738,39.32,35.182,38.719,32.443,36.113,41.571,36.929,33.945,41.005,34.143,42.351,42.473,48.327,45.59,46.293,46.798,41.164,39.575,36.197,42.38,37.203,34.354,37.083,36.752,57.995,43.953,33.236,34.039,37.772,35.725,34.664,36.373,29.255,24.706,31.053,25.129,15.865,24.975,32.899,38.84,27.849,20.268,23.907,28.678,30.173,47.465,57.909,53.399,53.273,52.707,60.921,62.9,62.133,56.765,49.737,54.195,50.972,53.397,49.203,48.936,47.598,42.978,58.14,45.43,45.288,40.127,54.149,51.04,56.491,54.565,54.807,27.688,29.236,37.329,36.785,24.804,42.417,46.977,46.42,56.093,61.984,75.257,83.806,67.434,63.781,62.115,50.558,65.498,64.196,54.487
789,B,False,165.19,165.79,162.39,176.69,190.04,179.7,180.31,183.3,181.12,176.45,183.52,184.74,182.32,182.8,185.59,178.42,186.77,187.9,187.63,178.59,189.44,175.1,179.04,180.18,182.97,180.35,191.85,192.9,195.62,186.37,184.26,188.19,195.95,188.86,181.97,193.82,192.69,188.09,191.27,188.09,185.6,188.58,182.22,187.31,183.85,171.87,172.5,176.33,168.78,167.88,168.42,168.17,163.34,165.67,160.17,169.31,169.92,170.03,176.8,171.58,172.87,178.35,171.48,172.35,169.45,165.62,158.62,164.74,171.68,169.17,165.15,165.14,156.07,156.4,160.67,153.2,152.84,151.93,148.85,149.7,151.05,166.08,165.39,163.36,166.19,163.64,161.06,155.59,166.07,161.21,175.78,174.02,168.81,178.92,178.91,163.17,183.45,191.97,185.83,190.09,182.41,192.98,168.35,172.49,164.84,154.84,148.81,149.67,156.64,145.73
790,B,False,9.9332,4.24,1.9846,6.1162,10.085,6.0091,20.521,20.211,17.399,10.294,9.8787,10.751,12.333,0.70994,6.3665,0.43226,1.4451,5.4682,6.1037,6.5657,10.859,14.827,11.119,16.051,19.166,14.999,14.287,12.865,9.0913,8.9619,3.637,0.77324,8.8745,9.7318,10.771,4.2348,5.0697,8.5716,4.9631,8.7422,13.963,4.1318,13.078,7.5426,7.7,0.62331,7.2334,14.992,6.0473,7.7381,9.7312,2.329,4.488,1.2158,1.317,0.6417,7.3123,0.60271,5.0992,4.9768,6.1304,13.68,19.187,16.755,14.687,5.7181,7.8238,0.27045,0.085211,8.3029,4.9688,3.5495,2.8398,3.2505,16.779,13.771,16.559,7.5079,0.3999,10.899,10.67,1.0604,3.5433,2.8808,1.9861,0.51741,6.9615,8.7568,1.2067,4.446,8.9213,16.737,6.6713,10.697,10.289,10.735,1.5898,7.5846,1.8628,11.381,1.3993,0.89123,2.0247,2.9125,7.143,6.7624,11.084,4.4978,5.8731,4.2708
791,B,False,6.2172,6.6886,1.1019,4.3569,3.0749,4.7999,5.4977,3.2314,9.5197,15.287,1.2422,10.771,4.4156,13.031,16.515,11.12,11.759,8.2112,12.239,12.132,11.118,16.101,0.72873,13.073,18.358,17.557,26.739,12.776,21.136,9.9705,20.248,23.772,28.501,15.375,20.768,20.005,21.565,22.537,33.93,31.132,36.231,15.875,30.862,32.239,32.817,27.654,37.528,31.715,26.643,39.902,36.622,41.501,45.06,44.965,55.279,51.869,53.266,56.211,50.939,62.103,59.827,58.509,51.468,50.063,44.658,52.608,52.472,49.97,48.936,41.387,45.166,44.975,44.579,39.844,51.785,52.302,53.608,55.132,51.067,44.299,42.864,40.669,39.245,39.197,36.637,15.982,19.923,26.247,32.261,27.251,28.711,31.26,27.77,36.606,29.57,40.485,23.688,28.282,30.497,32.48,26.672,23.131,36.806,27.196,24.423,29.687,33.956,19.288,31.881,28.862
792,B,False,67.278,69.946,70.583,74.714,69.122,69.652,68.542,75.066,80.838,77.687,82.194,77.524,75.41,79.295,76.57,84.403,83.116,84.002,81.091,77.691,76.267,81.584,82.713,78.926,69.811,73.186,21.922,20.049,23.301,23.825,24.857,24.332,56.543,22.465,63.063,61.501,61.463,55.647,52.668,48.304,46.051,49.273,53.789,45.95,47.317,46.155,44.221,43.445,39.581,39.459,38.016,46.476,47.53,46.969,39.779,41.467,40.954,35.575,40.39,37.473,37.313,39.424,38.417,42.526,42.374,39.553,39.415,41.46,37.339,33.915,41.595,37.879,38.68,42.582,42.188,42.661,39.507,40.723,39.429,40.948,37.037,41.28,43.836,41.357,39.47,40.28,38.451,35.728,43.517,39.542,39.504,37.069,35.159,37.786,35.33,33.154,35.826,37.841,32.918,34.497,32.613,37.578,36.704,39.322,34.756,32.58,32.953,35.667,35.421,35.312
793,B,False,13.193,9.5327,14.98,9.2566,9.2496,13.094,6.6814,8.7943,12.794,11.636,6.6457,6.0808,6.1811,11.154,8.3955,8.3996,12.876,12.676,13.071,13.391,12.766,12.409,7.6276,8.7636,6.9689,4.6899,7.8969,3.1807,2.4726,2.8473,9.8254,1.4012,4.633,3.0054,7.8307,0.18165,3.1174,4.5209,9.6804,9.091,3.7836,6.519,8.76,4.2198,4.3384,1.8164,3.9578,4.0593,8.3108,14.609,4.6863,11.96,9.0243,5.6275,14.601,15.849,14.9,10.806,12.301,15.341,15.884,24.681,19.833,17.201,8.5509,13.197,11.394,9.6634,16.885,13.574,5.4653,7.2946,6.8926,7.5064,5.2435,2.9829,2.6862,6.9189,8.9809,11.251,8.7525,12.515,12.198,18.842,13.495,17.568,10.901,19.729,11.536,4.5924,1.7798,0.66093,14.652,1.2809,8.7272,15.58,10.408,12.338,16.802,19.202,8.526,6.5309,11.942,12.586,6.5592,1.697,6.5337,3.6967,3.4867,9.0338
794,B,False,6.1902,9.9751,4.5851,7.7372,10.397,11.45,10.245,14.552,15.387,12.408,18.67,20.283,21.392,19.871,22.316,24.302,27.067,26.658,27.372,28.652,30.054,31.561,32.944,26.828,28.209,32.844,22.435,24.659,31.993,26.482,25.549,34.621,33.402,35.824,34.712,39.535,35.133,41.706,40.698,45.082,48.938,51.539,55.691,49.746,54.21,53.465,57.099,52.738,41.861,38.545,32.807,27.841,31.615,33.889,30.886,22.855,16.812,22.173,20.844,24.815,26.944,27.833,23.93,16.425,23.664,32.073,23.892,22.211,29.246,15.325,17.072,17.0,15.623,15.565,12.684,13.392,22.31,18.685,18.755,21.408,26.378,24.058,26.584,30.619,35.278,38.156,40.468,47.768,43.358,38.111,38.414,38.901,35.885,29.982,28.392,20.325,22.175,14.967,17.764,18.39,23.685,21.819,18.443,23.415,29.682,40.139,34.199,32.819,32.599,37.872
795,B,True,69.755,53.355,57.474,61.844,58.164,62.819,52.125,56.719,59.949,65.081,65.555,73.332,62.232,64.957,64.414,72.599,72.645,74.293,75.571,80.524,95.143,84.368,80.609,88.197,92.017,81.556,73.228,85.78,90.805,87.83,77.57,86.108,88.275,90.427,86.306,87.233,84.885,89.659,96.261,96.674,115.25,115.56,114.33,107.19,112.2,112.9,111.4,109.95,102.01,103.53,108.91,114.34,112.67,115.21,119.43,126.99,146.1,138.81,141.75,138.75,131.65,130.92,132.47,121.62,125.62,129.06,130.06,134.54,130.09,129.61,130.44,135.03,139.22,132.75,120.54,127.31,122.68,122.6,125.8,134.19,126.54,126.98,124.02,115.42,114.69,118.01,123.26,124.05,125.72,114.86,111.93,124.2,123.6,124.02,121.01,123.45,119.96,128.36,126.82,119.48,120.57,125.49,126.57,107.98,100.41,109.94,107.82,107.69,97.766,95.126
796,B,True,167.06,165.49,173.54,172.88,157.72,167.15,174.11,165.48,175.16,172.13,166.61,164.11,162.73,166.49,165.17,160.91,169.46,174.2,177.79,182.85,184.8,186.14,196.36,191.93,200.65,212.32,214.83,206.2,207.87,205.23,202.96,206.12,200.72,213.48,210.37,208.59,221.49,219.3,206.32,202.61,208.15,206.35,200.44,206.53,197.17,194.98,194.32,189.42,187.91,194.23,179.98,184.0,182.45,177.98,182.01,194.27,178.06,174.52,166.54,165.79,175.28,167.77,176.65,181.93,180.51,188.9,187.64,185.26,201.8,192.68,177.77,171.54,171.26,163.99,168.2,168.35,149.15,149.74,144.15,141.39,141.46,144.42,139.44,141.1,137.22,135.25,127.54,129.1,130.49,125.66,123.21,124.04,128.26,126.54,124.17,127.51,126.48,131.89,120.84,127.58,132.78,128.88,134.63,112.87,125.94,139.01,134.34,135.93,123.65,113.6
797,B,False,112.93,107.16,108.84,115.38,108.01,111.15,114.47,111.43,114.05,111.05,113.37,111.99,116.49,119.22,114.95,106.39,112.31,111.68,107.6,109.2,103.03,99.835,100.8,101.06,95.819,90.578,95.266,89.026,87.784,88.627,88.467,92.972,99.049,102.68,90.355,96.18,111.92,105.67,111.74,120.09,118.06,124.39,122.67,128.92,114.99,118.35,111.9,121.98,121.98,116.92,108.46,113.97,116.12,102.04,105.84,102.84,106.42,106.09,116.21,110.0,108.63,103.25,115.38,114.94,121.04,121.4,119.13,137.22,132.91,134.77,134.66,125.18,126.53,139.75,140.6,141.22,121.68,118.35,122.9,121.57,107.98,112.24,101.35,96.442,94.34,83.834,92.457,83.16,85.187,80.916,91.261,82.451,77.643,87.099,80.124,87.946,92.99,78.683,89.887,96.499,89.288,83.436,95.218,99.704,91.386,96.491,104.63,97.929,95.355,95.834
798,B,False,17.056,30.066,45.979,40.335,40.486,39.056,35.967,36.713,34.999,35.961,24.099,26.718,33.485,42.442,35.116,37.081,57.617,61.963,53.656,53.071,45.675,48.776,49.595,45.93,47.081,55.458,57.323,56.462,59.189,64.034,54.233,65.268,68.788,72.854,70.397,68.277,70.646,69.777,63.193,67.645,74.958,72.815,68.428,93.393,91.493,94.599,95.422,84.363,75.077,91.018,87.244,89.407,91.584,104.13,106.09,95.433,100.75,106.52,106.31,98.863,97.367,103.35,97.142,105.92,101.99,99.981,98.853,93.573,105.15,102.76,96.26,88.412,87.049,85.516,93.844,97.496,89.455,95.216,100.98,102.03,89.576,102.27,101.16,100.35,99.43,92.027,95.197,89.365,91.199,104.98,98.121,104.44,108.64,119.98,129.09,122.12,120.7,137.95,140.18,142.83,139.13,154.81,148.57,144.41,141.6,141.76,139.25,141.27,139.53,138.44
799,B,False,25.104,23.528,19.637,15.261,10.947,5.4849,4.9812,19.288,15.93,28.862,32.882,26.465,22.459,25.171,23.541,39.862,26.303,15.444,26.406,20.814,15.947,17.903,33.528,15.108,11.831,18.722,10.73,15.916,31.497,10.143,19.916,19.073,8.508,20.152,27.108,15.489,27.577,25.526,25.646,26.64,24.208,19.505,14.675,11.437,12.133,17.002,7.368,19.189,2.6863,13.478,3.2837,9.942,8.8705,5.4968,22.204,22.92,13.916,21.524,25.063,21.025,44.25,45.443,37.667,37.844,40.011,46.023,51.496,49.608,49.909,41.962,42.591,50.498,43.033,50.272,59.105,45.245,54.275,44.372,42.78,47.841,46.844,43.236,45.999,27.8,55.297,44.643,38.929,50.25,46.016,27.58,51.309,62.882,55.32,44.752,53.284,51.31,54.249,62.215,45.947,56.063,52.456,48.504,56.397,59.632,56.201,53.211,65.381,64.319,55.38,64.597
800,B,False,1.5793,9.0111,2.6677,2.9875,11.663,2.3918,7.8954,3.9906,8.5092,0.54245,13.678,10.4,1.5677,12.531,7.7113,1.3579,5.0125,3.7591,28.518,24.952,28.21,27.109,15.346,28.538,9.8079,0.84356,10.118,13.341,12.471,33.259,12.561,19.464,19.96,31.645,23.863,24.106,26.674,19.647,27.788,30.619,31.562,23.342,20.116,27.345,22.681,12.589,2.2316,2.6439,8.1543,20.113,13.421,17.881,22.995,16.815,16.363,24.178,25.348,19.758,9.3616,10.208,12.267,35.518,17.887,40.638,31.34,44.465,43.57,39.158,35.061,46.099,40.609,33.578,30.529,28.982,32.799,29.584,37.149,45.827,55.872,53.695,50.17,42.992,42.476,56.456,11.641,41.994,36.632,11.486,6.8658,25.786,43.465,13.365,15.85,6.6365,7.751,11.61,2.0496,3.691,3.1193,19.572,11.362,44.293,22.02,14.678,56.912,47.024,45.122,36.96,39.1,79.036
801,B,False,8.5756,15.12,13.307,16.069,12.527,14.347,8.8547,12.921,13.051,12.043,17.984,12.578,9.1223,8.3411,10.295,9.351,9.3286,4.4645,8.482,5.2158,10.991,7.6237,14.762,8.2655,3.873,5.5854,14.665,6.2119,3.8011,0.70167,3.8835,6.3449,4.6923,1.908,8.7585,7.499,5.3336,9.3474,3.8364,4.7053,1.9478,2.6749,1.9836,1.8635,1.7125,0.45085,3.8806,7.0367,4.6773,1.8099,3.6158,3.8437,0.46544,4.781,0.8463,3.7425,0.25111,0.79661,1.9211,0.22322,3.1658,1.4452,1.2243,3.4949,10.014,5.0337,5.2975,4.1038,0.5192,2.907,3.7388,0.51459,1.0092,2.8668,2.1255,2.2267,0.5422,2.6863,2.3232,0.38085,0.80191,0.39696,0.81084,0.59577,0.51617,3.8084,2.7258,2.5372,5.2798,2.9388,5.1943,9.5259,6.9121,6.7812,4.5571,6.858,10.386,1.883,4.8382,6.9742,5.1418,8.1973,7.576,10.183,7.3467,5.6918,7.6162,3.9952,7.8805,4.486
802,B,False,46.007,50.394,56.188,68.503,34.256,62.179,59.652,56.584,58.416,52.429,50.778,50.362,51.29,44.383,36.87,38.05,35.07,28.645,28.976,24.662,23.383,28.651,24.448,27.363,29.785,26.526,23.318,25.633,22.44,28.144,32.051,33.603,31.038,25.072,27.651,18.018,28.231,23.859,21.505,23.475,22.788,16.747,31.269,30.056,32.784,36.661,37.839,39.347,47.671,55.716,48.633,49.598,45.487,49.946,44.205,59.36,56.66,54.673,54.007,60.216,58.188,59.523,55.26,52.636,51.717,52.131,52.126,56.448,54.279,54.473,56.825,57.419,51.625,60.158,57.187,53.377,57.618,61.529,61.668,61.663,54.213,58.513,64.051,62.575,59.143,58.494,53.051,53.737,58.277,65.188,62.609,67.559,65.582,58.289,63.102,53.539,56.415,52.301,54.694,63.924,53.092,45.233,53.351,54.12,44.298,40.286,32.957,31.082,32.086,41.025
803,B,True,3.1363,4.0829,5.0716,9.5183,1.3104,6.5716,1.1152,13.668,25.205,20.706,26.121,27.102,24.486,27.512,34.42,25.968,33.702,31.489,41.206,40.977,39.741,37.682,49.778,37.901,39.765,52.35,55.486,54.966,49.025,53.851,44.827,40.985,41.256,43.807,45.019,35.132,32.825,26.817,27.253,19.775,22.88,16.896,26.011,30.065,18.982,11.324,17.679,22.73,9.4896,9.1603,4.1018,11.501,23.54,23.59,26.849,26.696,22.084,28.057,29.068,18.219,15.853,3.6417,6.3766,4.8866,5.7714,0.4483,8.2712,11.496,8.8336,0.3667,1.4344,11.39,12.977,4.5548,2.996,16.656,10.954,10.272,14.781,25.744,30.193,24.221,33.449,23.74,29.316,27.988,37.518,36.165,29.524,36.768,31.98,30.198,29.138,22.304,22.243,22.222,24.93,16.54,4.8401,6.0186,7.2069,6.6791,18.707,20.308,23.516,28.722,32.391,27.445,25.71,36.871
804,B,False,20.403,22.116,20.419,16.273,12.394,11.739,13.048,20.827,18.747,23.171,26.734,21.805,26.319,30.743,29.306,28.012,33.129,38.21,33.489,33.226,24.98,26.132,30.41,33.111,30.693,30.909,27.843,26.905,35.685,30.256,31.76,32.26,35.239,26.122,32.071,33.804,36.189,37.694,36.151,35.058,34.127,30.623,36.805,25.099,29.794,33.95,32.514,31.656,21.997,27.774,30.589,27.052,26.03,31.108,29.331,30.501,31.771,33.506,20.39,29.516,37.69,36.598,34.214,31.812,29.894,31.607,31.32,31.98,36.275,40.771,43.787,48.428,23.73,45.668,42.736,43.46,21.413,33.871,36.852,38.597,40.427,38.572,32.579,35.553,33.811,29.58,35.078,36.426,40.282,27.11,35.72,34.457,21.796,32.21,11.983,21.278,22.732,35.987,21.525,30.558,25.121,33.086,23.333,16.317,12.629,19.704,25.643,20.111,10.487,21.691
805,B,False,101.69,105.43,106.72,101.97,95.029,92.921,92.032,89.8,88.486,79.008,59.664,50.195,43.905,40.712,44.592,44.288,54.052,51.62,61.209,54.093,46.285,50.847,37.163,40.378,37.532,34.295,44.397,55.523,41.462,52.296,45.338,47.624,33.74,31.43,24.136,28.152,35.294,28.609,33.741,35.746,45.379,18.669,29.936,30.752,41.228,43.563,33.458,41.573,43.26,42.283,50.574,46.361,39.146,34.142,35.757,24.413,19.343,22.829,24.188,22.563,30.71,41.421,49.351,67.896,80.469,84.646,72.58,80.339,68.238,74.176,96.412,94.679,88.644,87.392,96.996,106.33,109.26,117.41,123.44,125.46,136.83,137.28,127.4,142.16,128.79,144.78,143.22,145.13,151.09,145.94,158.67,162.82,159.82,162.66,156.68,169.62,161.52,158.67,160.06,159.91,141.41,168.1,157.27,155.24,165.64,172.82,171.02,188.8,148.16,156.8
806,B,False,75.89,84.2,86.861,80.215,81.632,89.642,88.425,84.008,85.911,81.669,70.138,68.922,77.326,80.053,86.79,84.17,90.814,80.82,82.448,79.473,85.999,89.21,94.259,87.981,87.06,82.963,86.394,93.412,88.131,91.313,87.525,85.523,76.475,49.872,46.187,47.193,43.388,45.619,51.907,53.147,58.479,53.06,53.306,53.952,56.244,51.212,48.12,43.275,41.795,42.475,42.373,49.568,39.596,46.214,48.563,35.301,34.439,29.002,37.231,32.056,30.596,30.724,26.839,14.373,13.283,23.195,25.777,24.419,20.35,24.304,16.965,23.913,27.189,11.469,19.899,18.119,11.947,11.325,11.706,17.012,22.182,7.339,8.3381,11.519,13.149,14.317,25.095,24.908,27.181,34.454,33.152,34.298,32.594,24.818,30.499,24.483,31.384,34.312,26.522,31.426,30.29,30.378,13.667,18.301,20.213,24.784,30.881,25.104,24.088,23.017
807,B,False,89.545,55.882,43.95,60.205,71.732,68.67,63.648,72.015,60.722,54.843,61.059,72.484,67.072,50.061,39.352,56.841,53.227,44.337,44.303,38.71,9.1961,2.2216,6.6631,22.281,11.612,20.712,11.229,33.534,29.65,18.774,53.893,36.693,26.547,38.967,31.253,47.211,42.213,38.555,50.189,43.291,45.525,29.208,33.051,35.7,44.94,49.633,60.046,66.347,58.439,54.589,44.928,45.433,33.284,41.822,52.636,56.269,61.415,65.253,57.41,57.838,48.571,61.275,56.412,41.807,61.485,69.769,57.078,51.429,56.666,63.726,69.18,76.342,80.322,75.406,73.02,51.047,47.123,54.39,47.134,57.91,50.11,55.544,34.567,44.488,40.279,49.879,48.029,43.536,43.396,36.938,49.032,40.988,38.577,38.495,27.232,38.436,45.079,43.464,48.543,45.639,48.671,43.887,46.18,51.996,45.49,61.214,58.635,49.305,70.311,69.049
808,B,False,57.617,55.65,62.937,53.373,68.618,66.16,54.709,70.544,62.386,65.387,61.664,59.112,54.524,60.213,58.695,57.792,51.86,44.768,37.703,38.209,30.774,21.36,29.339,33.272,24.233,16.416,20.139,18.823,8.2702,18.336,29.002,34.98,38.334,38.229,35.535,32.946,36.559,31.531,21.799,24.764,27.457,26.792,30.594,16.207,28.507,24.382,19.357,28.715,33.276,4.9827,6.9561,1.941,5.3533,7.386,9.8235,5.8038,9.6763,9.2727,9.4056,21.76,23.986,17.111,13.153,6.358,9.6479,21.542,2.0169,8.6308,8.4265,20.654,16.167,11.844,5.4567,14.788,20.654,23.707,11.787,4.5303,11.461,8.4389,10.485,8.0654,13.264,4.8828,4.7594,2.5728,6.7371,11.007,5.1325,11.533,0.71647,7.5697,18.164,21.536,15.559,19.876,13.224,26.175,14.303,23.354,23.665,15.013,13.29,10.672,9.1477,19.109,20.922,2.3993,4.9046,15.889
809,B,False,51.444,41.421,44.662,43.379,45.748,52.378,59.09,51.401,49.194,50.297,51.142,53.513,59.417,61.012,64.385,62.579,60.64,62.904,74.394,74.957,73.798,59.834,64.321,65.004,72.292,76.915,71.884,84.898,79.187,77.15,81.495,80.644,73.227,84.241,86.006,78.27,79.178,89.242,84.5,83.483,85.497,82.294,83.9,81.661,95.13,81.638,90.746,91.076,105.79,107.65,95.806,96.229,103.62,87.094,88.427,87.31,84.708,81.132,72.771,80.384,75.169,79.1,81.589,73.623,66.616,57.775,51.472,62.68,58.404,61.057,61.061,57.369,54.325,55.486,48.659,43.05,41.846,36.197,36.044,44.604,43.539,44.115,46.751,45.439,42.535,50.714,60.026,60.766,55.339,44.858,50.046,51.425,41.276,38.841,38.916,29.797,29.126,39.732,40.993,35.006,38.845,34.608,41.433,31.045,44.063,36.775,35.225,33.916,35.728,42.324
