index,time_start,time_peak,time_end,nar,xray_class,COINCIDENCE,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,R_VALUE,AREA_ACR,g_s,slf,d_l_f,ARs
0,2010-05-03 09:48:00,not applicable,not applicable,11065,N,False,7.721239622641507e+20,28.05416981132075,128.8524528301887,127.59037735849054,46.57960377358491,0.4082056660377357,1125901132075.4717,-0.0028065535849056606,47.48537735849054,4.013791509433961,303803571698.1132,1711.9471698113205,2.990350943396227e+21,23.30479245283018,3.5017792452830183,0.0,52.566811320754724,0.0,0.0,0.0,singular
1,2010-05-06 15:48:00,not applicable,not applicable,11070,N,False,5.733701694915255e+20,36.28325423728814,168.56796610169496,167.3245762711864,80.79933898305084,-0.3080649288135594,990920508474.5763,-0.014048249152542375,51.88284745762712,11.629954237288139,436356237288.1356,2627.8491525423733,2.8989949152542374e+21,25.017847457627113,8.65422881355932,0.4796016949152543,37.70411864406779,0.0,0.052098305084745763,0.07579830508474576,singular
2,2010-05-08 21:48:00,not applicable,not applicable,11071,N,False,5.7658237288135596e+20,30.47501694915254,150.36932203389833,148.1105084745763,62.37008474576271,-0.25399985593220337,821357627118.644,-0.0020848736101694914,42.13479661016949,3.189457898305085,212896610169.49152,2230.1508474576276,2.514254237288135e+21,23.566186440677967,4.320764406779661,0.42425423728813566,27.68967796610169,0.0,0.059844067796610174,0.0847457627118644,singular
3,2010-06-03 06:00:00,not applicable,not applicable,11073,N,False,7.511337288135592e+20,31.68374576271187,136.93101694915254,134.81627118644067,62.41620338983051,0.7968822033898304,1350720338983.0508,-0.00020467179661016942,59.01315254237289,1.8854306610169491,553571694915.2543,1787.7152542372876,2.980461016949151e+21,22.4274406779661,3.829364406779662,0.04214237288135593,116.03203389830504,0.0,0.0,0.0,singular
4,2010-05-30 18:00:00,not applicable,not applicable,11074,N,False,2.641626086956521e+21,32.90608695652175,100.19278260869567,102.223,45.52921739130435,-0.08921903043478262,2966069565217.391,-0.0017270004347826088,147.65434782608696,6.802752173913042,564553478260.8695,2485.891304347826,1.3192756521739133e+22,25.883999999999993,9.111752173913043,1.829173913043478,52.624565217391314,0.0,0.5143391304347826,0.8127086956521741,singular
5,2010-06-18 12:48:00,not applicable,not applicable,11083,N,False,3.941900000000001e+20,34.86512280701755,136.7126315789473,136.02912280701756,63.041070175438605,1.0799038771929825,788832456140.3508,-0.015331803508771927,35.23466666666666,10.696884210526314,615645087719.2982,1683.585964912281,1.5861877192982462e+21,24.531298245614035,8.016464912280702,1.9021614035087715,48.65028070175439,0.0,0.0,0.0,singular
6,2010-06-28 18:00:00,not applicable,not applicable,11085,N,False,7.509255932203391e+20,29.108271186440664,139.70999999999995,138.37322033898303,56.528033898305054,0.9119655932203388,1216787627118.644,0.003580195627118644,54.507118644067795,4.837676610169492,667892033898.305,1620.8661016949152,2.7018949152542373e+21,21.488898305084746,2.907906779661017,1.0278542372881354,82.52791525423731,0.0,0.0,0.0,singular
7,2010-07-13 15:36:00,not applicable,not applicable,11088,N,False,6.001318644067798e+20,30.715983050847452,140.8015254237288,139.45966101694913,58.50569491525423,-0.09884255457627121,815564406779.661,0.005989331101694915,40.15650847457627,5.49092006779661,453257762711.8644,2198.028813559322,2.603062711864408e+21,23.24322033898305,3.7066118644067796,0.3055525423728814,32.025881355932206,0.0,0.0,0.0,singular
8,2010-07-27 15:36:00,not applicable,not applicable,11090,N,False,1.1760874576271188e+21,29.447491525423732,123.91305084745765,123.03169491525418,46.77893220338982,0.43263650847457624,1939155932203.39,0.0005457490508474572,81.30540677966103,2.816411322033899,493334406779.661,1716.3932203389825,4.682645762711864e+21,24.539406779661014,4.703371186440677,1.6455966101694914,73.66138983050848,0.0,0.0,0.0,singular
9,2010-08-30 05:24:00,not applicable,not applicable,11104,N,False,1.0534320338983053e+21,30.96333898305085,128.3062711864407,127.49372881355933,54.33900000000002,0.9589475423728814,1907435593220.3389,0.0049441581355932195,80.67362711864406,9.227317288135591,959488711864.4067,1887.6508474576274,4.5160322033898315e+21,23.954491525423727,3.6770152542372885,0.3111016949152543,106.64101694915256,0.0,0.0,0.0,singular
10,2010-10-15 19:36:00,not applicable,not applicable,11114,N,False,1.2135250000000002e+21,27.745916666666655,127.43583333333329,127.20066666666665,48.988699999999994,-0.6700652184999998,1462320000000.0,-0.0023797005000000004,74.75810000000001,5.691929083333332,629381366666.6666,1825.0483333333334,4.379505000000001e+21,22.062216666666664,2.767343333333334,0.4365416666666666,30.86891666666667,0.0,0.0,0.0,singular
11,2010-10-18 21:48:00,not applicable,not applicable,11116,N,False,3.742439344262294e+20,37.628918032786885,159.1952459016393,156.92196721311475,92.08173770491804,0.8551605018032788,561515081967.2131,-0.024727344262295076,33.695262295081974,12.464885245901643,398875901639.34424,3467.02131147541,2.3624344262295085e+21,24.596737704918038,6.1021595081967215,0.7746934426229509,27.600311475409846,0.0,0.14747868852459017,0.3212327868852459,singular
12,2010-10-23 06:00:00,not applicable,not applicable,11118,N,False,7.640867213114756e+20,30.137081967213106,119.64803278688521,119.18967213114753,48.58206557377049,0.33051827868852457,1414204918032.7869,0.0027511684426229513,58.090803278688526,3.6999460327868845,375722147540.9836,1716.2704918032784,3.082367213114755e+21,24.357524590163926,4.564311475409835,0.026993442622950822,73.68829508196721,0.0,0.0,0.0,singular
