,LD1,xray_class,jitter
0,1.195954184934841,MX,0.018017046425998884
2,2.9125675883526,MX,0.2687458545742295
3,1.2425587747591327,MX,0.9020155373842577
6,2.0977810055887907,MX,0.5549304753217189
7,2.6506203111165334,MX,0.6596766479533097
10,1.5243585484396165,MX,0.21207718583557023
11,1.8976000669732982,MX,0.375532535688904
13,0.7623600024537069,MX,0.7143331495269734
15,2.001552555430352,MX,0.1606102768830201
16,2.732268585668792,MX,0.535058962048236
18,1.458120476251055,MX,0.13250866365473368
19,1.8914863248005558,MX,0.1264755699190171
24,4.076627214583828,MX,0.20272581260744693
25,2.7753112887441014,MX,0.3409968078276925
27,2.6745454682547676,MX,0.24475310758924107
28,1.5389465297628475,MX,0.9654850131208699
29,2.1447776660128266,MX,0.7499542211725949
30,2.6846955265440853,MX,0.1505654604215264
32,3.338483034886492,MX,0.9582476430983966
34,0.6473746731236372,MX,0.047316877654322353
35,0.9719717258222512,MX,0.340999375795905
37,3.4015532926363594,MX,0.8931334997314748
38,2.578534570739855,MX,0.8514119569193215
40,2.1343676465048604,MX,0.4095955593003966
45,1.458214336103605,MX,0.7055564285524336
48,1.3727300458898153,MX,0.3480922641854366
49,2.6272431061593347,MX,0.8093082710977639
52,3.609163736941392,MX,0.3535269585382377
55,0.19078998052188367,MX,0.9236015200273343
56,0.4958267837763785,MX,0.8900514525739844
57,3.5533564637157316,MX,0.3712707132636738
59,1.0632073878156232,MX,0.4091663554102647
60,3.2369046654589115,MX,0.5158312353974763
61,3.7983637735498132,MX,0.6748055789227382
65,1.8690196834988146,MX,0.9658678876920724
66,1.1962318826602525,MX,0.776206787580304
73,2.0764666261048843,MX,0.6260312430327304
75,0.94440291203716,MX,0.886076952406563
76,1.0418900682525258,MX,0.47156379688069827
78,2.38942982899588,MX,0.3477142082108372
81,-1.386072497427148,MX,0.21738588298822425
82,2.686272743897076,MX,0.8686612000018217
83,3.660493971908162,MX,0.4476974770935245
84,3.166918631314148,MX,0.8034472424749215
85,2.6950648638251806,MX,0.8657227673180795
86,3.7123431361089234,MX,0.42865826645713256
91,0.7339849660832511,MX,0.1531329986329545
92,2.301210155303072,MX,0.8530460761490836
93,1.6418079436118227,MX,0.9538281500812168
96,1.631318581295028,MX,0.9855079278634553
97,2.400937998115829,MX,0.01220400802655619
100,1.6492952010243878,MX,0.6833581869706981
103,1.2051988550196158,MX,0.35641806167733525
104,1.528164507283006,MX,0.33873442144271293
105,-0.518011263058516,MX,0.5825638290898287
107,2.6228026548292966,MX,0.12132696849577951
112,0.4836741379495193,MX,0.06601766402489107
115,2.4279066967826566,MX,0.4528203874930652
122,-0.06287365405722334,MX,0.7962594809162374
124,1.443338472101047,MX,0.6726584154444987
125,-0.3772246101942717,MX,0.6825589652344805
127,-0.06845094366668018,MX,0.539617966717745
129,1.403430426798146,MX,0.3114523940049506
130,0.3142139261986396,MX,0.5099029348175471
134,3.4416160680988,MX,0.41998899920122335
