,LD1,xray_class,jitter
0,1.1879478439288473,MX,0.2821975442539839
1,1.247479335858387,MX,0.34672453452562313
4,0.7809714512989576,MX,0.5421380788490312
7,2.7414128223952168,MX,0.9134066211895311
11,2.4788302485770544,MX,0.43413761013093266
15,0.0139073169169137,MX,0.1664619682764279
16,0.814393490366372,MX,0.18396918299128273
18,-0.5197615438222898,MX,0.8673237776425896
21,0.4986283341445036,MX,0.6232991984828745
22,-0.08671530835884256,MX,0.9271042166877014
25,2.070504801586795,MX,0.34646105974680297
30,1.742910243999322,MX,0.8161858963570475
32,2.9078597982905827,MX,0.0891596566577636
34,0.2142493136959886,MX,0.3093396502275534
36,1.3708795386617931,MX,0.07519931178241579
39,2.4487284883842064,MX,0.020563205598715384
40,1.6138772233792809,MX,0.7121499862502507
41,1.8907331721855676,MX,0.019246932319908705
43,3.8306325071815923,MX,0.4625130485504856
47,2.964455546141375,MX,0.8488569196081526
48,1.463173744477006,MX,0.7976105929189794
49,0.2924977617295453,MX,0.2185507790921396
51,2.2305417442690842,MX,0.9800200833505013
53,3.2752799711797858,MX,0.8301665218055057
55,2.5966707200453056,MX,0.2106948358497095
56,0.17196564387811708,MX,0.13379655790409373
58,5.125929608170471,MX,0.9787039995290274
59,2.4008104389486378,MX,0.1360982163056238
61,2.8687145471352262,MX,0.08982098740131639
63,2.134714811599707,MX,0.6249441225799185
66,2.9291802355292202,MX,0.062318604777970465
67,0.44757698618952674,MX,0.34974265102149205
68,2.2974823911750915,MX,0.8680504970441829
69,2.2890759960358324,MX,0.2764418304263052
70,3.2029231215009655,MX,0.35213654477813416
71,2.125329569507197,MX,0.3478323779666197
72,3.423326637045718,MX,0.6479659927721121
79,1.9233592180264718,MX,0.26587528826771734
83,0.5367465454210094,MX,0.8952983958445933
84,2.435305451658005,MX,0.9508930984722369
85,0.6144941236589745,MX,0.6677648809774734
86,3.9001284969282493,MX,0.14743987010611836
88,1.7482540147537546,MX,0.9098045158486362
89,2.381307283821117,MX,0.2356069683560067
91,2.4398582172804333,MX,0.37095293966454035
93,0.6380891455894174,MX,0.9485295424833472
94,3.7131438045659557,MX,0.9016155257684014
95,3.1845335155019336,MX,0.46064592310351804
99,2.504038230656172,MX,0.02070205136544978
100,2.341088140106421,MX,0.8469126802905524
101,0.41943407077102385,MX,0.8234131953513176
102,1.2658538317497057,MX,0.6941178644813031
104,3.583173503746712,MX,0.5201247715514628
106,0.9539070609092213,MX,0.40129668922341355
109,0.8111254238783038,MX,0.7048654343197164
110,2.60478567795462,MX,0.963803089989177
111,2.2520150922202546,MX,0.9408836558486966
113,2.6095160605001873,MX,0.46009231691747465
114,1.1677434952716577,MX,0.6204810928501979
115,1.5607631889367335,MX,0.844433102438385
116,0.8347494470729903,MX,0.7248591700743405
121,0.2735897765257484,MX,0.3692365758149069
122,1.6691917337004405,MX,0.34907489368316746
123,1.1630120639139698,MX,0.9686197920014296
124,1.7588078421639526,MX,0.7179325873845446
125,1.948791165186056,MX,0.4541763357868507
126,1.3098519540971343,MX,0.15734137339771048
128,2.3743085954671783,MX,0.6021596364859342
129,2.1994555077869444,MX,0.4391794078037775
130,1.4712208367016442,MX,0.02139399854954649
131,1.8592863860116173,MX,0.28099228809444843
136,0.41520147270440605,MX,0.6146782369643471
137,3.9926173966108056,MX,0.7571269297758354
138,2.2556081613298575,MX,0.6717753736370892
139,2.710023374908754,MX,0.9325444457696421
140,1.3746965912049784,MX,0.2584140667130813
142,3.1760830363091204,MX,0.11946574114478725
144,2.7291095252531266,MX,0.8294105961358107
154,0.5566643668098035,MX,0.11835286241262344
155,1.1131776507878457,MX,0.15754273933584562
157,1.9405904549522224,MX,0.6038871020762584
159,3.211532993577547,MX,0.6468476715637
160,3.1059659290252446,MX,0.0494169286384164
161,1.5653254883339376,MX,0.6973714876192413
164,3.3273900360046436,MX,0.21856906620259975
166,-0.502161032991107,MX,0.2913488528796575
167,2.0639065037933984,MX,0.273011537928189
168,0.7196896581489655,MX,0.224633562160924
177,3.6317770312280273,MX,0.968350687163905
178,1.9072645775362267,MX,0.18818769789688483
180,1.6963127623781218,MX,0.6255109685105846
183,-1.3542085786161226,MX,0.8696173906142456
186,3.2454732567774034,MX,0.7692533890048843
188,3.766867029162354,MX,0.23856635970137674
190,1.4523778435461183,MX,0.42466298976411965
196,1.6927253283764485,MX,0.7310346335946547
198,1.6220043856190567,MX,0.17328204706345796
199,0.6054745415351359,MX,0.3285643982581058
200,1.3236346472631122,MX,0.41721879454233846
205,2.948510896099565,MX,0.5350042685427999
