,LD1,xray_class,jitter
529,0.36088905261596216,MX,0.0273471062512034
530,-1.6596311098846057,MX,0.4744795701515292
531,-0.22740008005314286,MX,0.5387504857079746
532,-0.3381949226598496,MX,0.7852482891830183
533,1.102529882336398,MX,0.013529507901129167
534,0.9615227144248789,MX,0.4020524783067059
535,0.934572352284437,MX,0.4035041724480499
536,0.7089945438973213,MX,0.5223249688997663
537,1.9394470158157722,MX,0.9858221125869585
538,1.7662417931978285,MX,0.8136141015260724
539,-0.014603678723241907,MX,0.8086620539630351
540,1.7458860079333338,MX,0.9431222597586909
541,0.5802391535816961,MX,0.6551521675101277
542,1.2019292787844162,MX,0.9331949304486421
543,0.8665034358019319,MX,0.21032369740218826
544,2.6754153511778984,MX,0.06804181413154031
545,2.5885097682981812,MX,0.9450224034140707
546,2.5769171129605803,MX,0.7555924730833733
547,0.34319656288420136,MX,0.26477637745345695
548,2.5767318541015785,MX,0.4347695711136357
549,1.6590254439896839,MX,0.24167949268381905
550,1.5171472283853813,MX,0.9228507045494192
551,1.527253765365105,MX,0.7544671378612138
552,1.819682782688408,MX,0.9239912738626959
553,1.894927552494845,MX,0.9916828775334033
554,1.9619514718823334,MX,0.1689419010528732
555,0.7807673660389899,MX,0.44040669302373736
556,1.9060596719913643,MX,0.1009136430403006
557,2.1307613796302167,MX,0.46252287083206667
558,2.0872329846368927,MX,0.002194367265139441
559,2.6623558870243618,MX,0.7348989501140267
560,-0.46115154309529904,MX,0.2951765752128075
561,0.5997107268392867,MX,0.5782833333781837
562,1.0385933345718346,MX,0.8748348838087479
563,2.006407531004881,MX,0.19946354782259035
564,1.6984278937810795,MX,0.24604968834429441
565,1.3198042728901536,MX,0.9878135213549516
566,2.057088518319618,MX,0.37876550394371233
567,2.1407456974369374,MX,0.5294823531945665
568,0.9895347222382433,MX,0.8120950634274196
569,-0.7969560194408347,MX,0.6538463206688226
570,0.699866210086243,MX,0.2281300681250219
571,0.7125341062882704,MX,0.5420734253968407
572,0.869004564837666,MX,0.24021478480291947
573,0.9285016542097324,MX,0.5273034693632245
574,1.4935642346220117,MX,0.97101580141492
575,1.6198995321883853,MX,0.07058905663243775
576,0.8821852375397407,MX,0.4366999401630365
577,-0.042046996122221514,MX,0.7105313616925449
578,2.215209240764156,MX,0.6684931567832927
579,2.141965465622382,MX,0.3227879112195662
580,2.2771592692274742,MX,0.913203342820897
581,2.2796115267151187,MX,0.30820732906804116
582,2.4149152251147536,MX,0.44745730230285563
583,2.4263044887698673,MX,0.05267648435209438
584,2.4001448291325356,MX,0.885140526107219
585,2.34274345318462,MX,0.08809182333483734
586,2.168960289371156,MX,0.9992584618711869
