,LD1,xray_class,jitter
2,-1.677161663699264,B,0.8275438658022334
4,0.1943343207997743,B,0.9631989653768495
5,-1.713337231895537,B,0.766870083728904
6,-0.9904290896514328,B,0.43791676265932666
7,-3.236458127944748,B,0.45311364260217357
8,-3.5353568842705045,B,0.9953355097359503
9,-1.9232956402949362,B,0.6329001441186
10,-0.20003873751273327,B,0.5123865679659503
12,-1.6109076881936903,B,0.9441702257726199
13,-1.0357947522666833,B,0.27495446419465075
14,-1.9330616692200822,B,0.15224733056644424
15,-1.8022868883901184,B,0.37549484213818074
17,-0.8734316385496441,B,0.11484915927948747
19,-1.384927912701217,B,0.19071360187792807
20,-0.08285410474281463,B,0.18165526241390795
22,-0.6075030346890957,B,0.24112563724405267
24,-2.340530180603079,B,0.33426566578000816
26,-0.38537940511729274,B,0.13594942843730373
31,-1.4664191864006784,B,0.957447720309021
32,-3.2888773906120736,B,0.05464072417497623
34,-2.007609575824397,B,0.10809123475712612
35,-2.2125690274342547,B,0.8996091605587481
36,-0.5867264634570402,B,0.3487427869782801
37,-1.0367352853144185,B,0.8131390899305417
38,-1.794898265052695,B,0.8217215026488778
39,-1.3870420851278722,B,0.16929034250893638
40,-2.8575335334337875,B,0.4753286424829579
41,-0.9465787792934384,B,0.39834763006969776
45,-0.9244764177768614,B,0.8208582022559828
48,-2.8165865422896523,B,0.19678068805751459
49,-2.8514183858268876,B,0.7579975216396179
50,-2.3222578086855683,B,0.4969047085489092
51,-1.5698440634914073,B,0.12618632264175722
53,-3.525475824566162,B,0.06949538820824286
54,-3.876324205353794,B,0.37910042900924146
56,-1.998728736641905,B,0.001903175092548448
57,-2.4929648651907788,B,0.29414183596570476
59,-1.5264356841617854,B,0.8177825067510238
60,-0.5476155337488781,B,0.8306976431380385
61,-2.954669987225107,B,0.5107914082426959
62,-2.1993624057260126,B,0.4579747646896307
64,-0.8869070197739649,B,0.7024066405008408
67,-1.8346315635059542,B,0.6282493017848533
69,-0.19437703553624613,B,0.9190582589375823
70,-1.7330960331263374,B,0.12199335381518817
71,-1.9919499976667419,B,0.3388332113132464
72,-0.8093642004594159,B,0.9735710266260864
74,-1.6590934283186962,B,0.47972278558923
75,-0.3717333050984163,B,0.40143675639081045
76,-1.6540976118646322,B,0.02518414923008694
77,-2.1337679079088265,B,0.9355426054038852
78,-1.7461915086753395,B,0.5863811779361457
80,-2.2450538436091274,B,0.08391029510970638
82,-0.9700872398011469,B,0.5001888478725488
85,-2.608800321746752,B,0.8266953466180859
86,-0.9933443684186544,B,0.9382959837459294
87,-2.6216640325165197,B,0.1189021062040364
89,-3.354370296589717,B,0.5764278570713643
92,-1.5272450080064253,B,0.1171104433410427
93,-2.457979810238176,B,0.5294997253593767
94,-1.9221720898530075,B,0.23490582341767374
97,-0.7417615749460205,B,0.5933838386342772
98,-3.1530258351692617,B,0.02379617454770122
101,-2.073082265435042,B,0.5261727922148981
102,-2.494402325669738,B,0.534483823201465
110,-1.0528060181207262,B,0.5624042451708052
117,-2.023008848515,B,0.10420765771021645
119,-1.0890160672965972,B,0.8620939765114722
125,-1.9458424738024547,B,0.20815195382127072
128,-2.8613064608307606,B,0.9377182136599813
129,-1.0047870501905645,B,0.29494689579604694
131,-2.076445427624942,B,0.03397805362327411
132,-2.4378520031854847,B,0.7649638312936026
135,-1.241343060124458,B,0.6559864218821974
138,-2.1579080255667424,B,0.8525001872187843
139,-0.8196449142144587,B,0.8486790712203757
141,-1.8592871369676744,B,0.07631758100126518
146,-1.081731213739701,B,0.1903101229558275
147,-3.515612076060999,B,0.4236125791742359
148,-0.6128179239238887,B,0.6783895203252507
151,-3.500798715071346,B,0.3367810286553481
155,-1.0741537162317694,B,0.6185262336388122
157,-0.3527832210218042,B,0.17140511333507746
158,-2.999524090991491,B,0.257940123464244
160,-1.6143687395203066,B,0.6394341472967057
161,0.4333181265339969,B,0.9530711159526304
164,-3.546089173302955,B,0.08874902601376278
165,-0.81858675291504,B,0.9893451433832724
171,-2.0241917830059273,B,0.5202767823436191
177,-0.6599924450116048,B,0.8607597921273441
178,-2.0366097380931016,B,0.49256294355298214
181,-1.5872891269528275,B,0.5922075337181493
183,-0.9761225542702073,B,0.24049519202207414
185,-0.6885903208752067,B,0.5911327152576138
188,-3.727326665396094,B,0.8654944719638543
189,-2.1443856390979654,B,0.9589683239621648
190,-2.6532151647011886,B,0.9956279831816552
191,-1.7391574053147245,B,0.21501634648569967
192,-0.8007376378405555,B,0.30466354494257397
197,0.027613009537554967,B,0.4482658353252926
202,-2.6600448266320185,B,0.8714254411222447
205,-0.4626560125538425,B,0.1536011057097474
206,-1.6354991513421089,B,0.9188192399696081
207,-1.5299348185764503,B,0.7972679215622668
209,-0.711765887468009,B,0.6998762904648517
217,-2.917305939661497,B,0.13259769675630895
219,-1.7110331034711037,B,0.06200172198562004
220,-0.7015253928447864,B,0.7371361998972247
221,-3.1235203240029343,B,0.03574458972899319
224,-2.6044585298123053,B,0.2639843926591313
225,-0.4612079422583565,B,0.8168471352547618
227,-1.5885983345644916,B,0.781859266737747
231,-1.3031528539650865,B,0.6823150416207876
233,-1.8785471921739483,B,0.0843793197198971
239,-1.0696991281565695,B,0.3150475267550893
240,-2.175795701707547,B,0.9556995899958971
241,-2.5892491670119817,B,0.6613178170508797
242,-1.6273220729888636,B,0.1453913888491617
243,-1.7150326530521718,B,0.40061552584501114
244,-1.160423334166469,B,0.8759269743542825
245,-2.3257905443620106,B,0.3642680175844737
246,-2.2745463507948025,B,0.05995489564387724
247,-0.8261024283240495,B,0.3644167267325298
248,-0.7103605581674552,B,0.8017266538895063
249,-1.0389010095563296,B,0.567778994486232
250,-0.8995788665894449,B,0.9269537323884288
252,-2.621033346941277,B,0.4427427157604137
255,-2.079762553900263,B,0.19222147903029674
256,0.21096905905112434,B,0.3430849052737116
258,-1.3079974099939256,B,0.7095927857069834
259,-2.8387456421512782,B,0.8111937145788403
260,-1.2168210211665722,B,0.658363903386863
264,-1.6931874926313062,B,0.9144658078139445
266,-1.273390200198798,B,0.1688660461405066
270,-1.6995291377329484,B,0.21400726369139134
271,-2.106879867292132,B,0.9070891140769007
272,-2.025845502365329,B,0.9696076151245735
273,-2.2476005968435846,B,0.04063461724931472
275,-1.9179975844535462,B,0.3274349006216344
276,-3.219034010422457,B,0.7332213189055742
277,-2.829848846865696,B,0.19012526750889702
279,-2.633248283765894,B,0.4664135934010635
281,-3.1561832901756333,B,0.5919133990456399
282,-3.306313881932127,B,0.43455436932412383
284,-2.4716032601959346,B,0.7516368086659037
285,-1.658517344679609,B,0.11455477205545772
286,-1.529132681785805,B,0.7537769417132946
