,LD1,xray_class,jitter
1,-2.054126163172441,B,0.7946285129942713
4,-1.2145684491833335,B,0.8504252608093087
5,-2.151383484576027,B,0.7835327176507633
8,-2.558910241868885,B,0.05623384565657352
9,-1.9948222156504614,B,0.6070006661354318
12,-1.8337523067074468,B,0.6100516118442124
14,-2.864530064144774,B,0.06337336969554308
17,-2.1198162386677075,B,0.3841744950401188
20,-0.9063756811547558,B,0.6260586682959431
21,-2.1941189690602614,B,0.5818149602203235
22,-1.2411454084189302,B,0.7842781180657945
23,-2.5464622086998854,B,0.35494514522754883
26,-0.7777098468408196,B,0.284804521595726
31,-2.7992743676287564,B,0.23448590591924068
33,-0.9394325587375507,B,0.87146255911111
36,-2.4523795213292083,B,0.7661640804400556
39,-1.2009482832945908,B,0.9723699135525263
41,-2.0300212109343825,B,0.14147046552519937
42,-1.5232125466488393,B,0.5744686104036902
43,-2.1018003847287194,B,0.048209019037323
44,-2.05724725554699,B,0.049929162982332076
46,-0.6416724217542696,B,0.8256299256017013
47,-2.2711240997039557,B,0.41490541815821336
50,-2.1519209681724516,B,0.7910862602049217
51,-1.3703752323961877,B,0.1421048592024532
53,-0.7454538604803874,B,0.688617819675455
54,-0.47375562396972537,B,0.6526917911979706
58,-1.6528588069041583,B,0.951125046229791
62,-1.2005660709675063,B,0.41581009463833274
63,-0.7907486894492851,B,0.8952066001900542
64,-2.138315020214854,B,0.17097493257019414
67,-2.3740290333625804,B,0.061474285626466396
68,-0.5177931730887909,B,0.5921763919829555
69,-3.2635826414313716,B,0.6363793858239707
70,-1.504940963976821,B,0.7998497348208836
71,-2.152242227416178,B,0.25001244020696134
72,-3.360816448653244,B,0.6516333702263819
74,-3.6287574082170546,B,0.1361350015796735
77,-2.511298211495662,B,0.6190668808406913
79,-2.4409405617090894,B,0.7146872571298969
80,-2.2429739033117215,B,0.4825852126271105
87,-1.8350244986569682,B,0.30857246579327824
88,-0.48331192282366736,B,0.44942621161660656
89,-0.9729918683715921,B,0.5118990784917518
90,-1.5425119001615655,B,0.17235264584947851
94,-3.1590369551308326,B,0.8673538661360508
95,-1.702151092171135,B,0.6347081543312998
98,-3.6958939936971853,B,0.06075928926083363
99,-0.3663908265966098,B,0.9707104203580397
101,-1.269262044885942,B,0.7925260837463295
102,-1.551678495817724,B,0.8306152931830526
106,-1.113872308012996,B,0.13826576663330725
108,-2.295321417463732,B,0.687768731685922
109,-1.6934837410017995,B,0.16722181117024448
110,-0.9716377490577601,B,0.052100771147270186
111,-1.7379982835112366,B,0.5583213335294265
113,-2.3630582560116404,B,0.24255044300522544
114,-0.8765987701242142,B,0.7460075868961945
116,-1.7017090104599695,B,0.34008725037288756
117,-0.40431522686692967,B,0.9348941245525182
118,-2.667711376308509,B,0.19734296005378016
119,-2.4637009198517235,B,0.5161194944355284
120,-1.6209100272546797,B,0.41929331672484926
121,-3.0629966391975825,B,0.25992551023012067
123,-2.451726879390725,B,0.48742993211919206
126,-0.6656223466402813,B,0.4171299301919964
128,-1.1482430572621192,B,0.25387241521364967
131,-1.6370814801867237,B,0.31053774876625173
132,-2.4633597510599956,B,0.27424296713184926
133,-1.460227282505652,B,0.9718976963164198
136,-1.602364364198793,B,0.3702511156752093
137,-0.48775750534065737,B,0.4571717015327357
139,-2.151560601778563,B,0.5547127883546142
140,-1.9319540666586188,B,0.7189876317401621
141,-2.137475910935018,B,0.6997934024584874
144,-2.6768278188018337,B,0.3045808984219083
145,-1.7083997095472863,B,0.37639610289613123
146,-0.8263518232984071,B,0.513164021989471
148,-1.6885877574962413,B,0.6330550326873345
151,-2.7175849532105394,B,0.9970189126012476
153,-3.1652112928406,B,0.923045894749952
154,-1.0086410025589316,B,0.1455710730386821
155,0.6766568038363057,B,0.7815767924476438
156,-2.698860896723352,B,0.23113552119479008
157,-2.331778725542622,B,0.4969522959247338
158,-3.5504648807801655,B,0.6191481040738597
161,-3.533527264965937,B,0.6637094434062962
164,-1.3852395676269043,B,0.7237277510446063
165,-0.9067750739241565,B,0.42512848750564225
169,-1.9430225062240951,B,0.7230045942348855
170,-2.435460720922779,B,0.9029375097618969
171,-1.3361747589221467,B,0.8240872040794468
173,-2.9379233810896674,B,0.05929652404055652
175,-1.4360407697741817,B,0.6954021777213949
178,-0.5757883385915997,B,0.43147913978971486
179,-1.4859457086809043,B,0.31714064392117325
181,-2.693207776045312,B,0.05115728523796148
182,-2.588097900728502,B,0.47989954414747193
183,-0.6417189595051028,B,0.006382738568600943
184,-1.0717505780622163,B,0.8206698778758136
186,-0.9580985989913609,B,0.6997989804469501
188,-2.1140986451759245,B,0.9482733071876475
190,-0.35440947493345587,B,0.9958076703345358
191,-2.5242091724056284,B,0.21665647583076586
195,-2.0538842363068732,B,0.9570276410234729
198,-3.3978578455049058,B,0.24315825071105068
201,-2.2699354332445405,B,0.18479112211377458
203,-1.0843643971253667,B,0.4754893838446851
204,-2.0489750878122313,B,0.795538554806806
205,-0.22105560593282936,B,0.19870157300012492
209,-1.2231629433033526,B,0.882886209527593
211,-2.157864568761216,B,0.6829071026743356
212,-0.7689421260894713,B,0.7642257036435843
