,LD1,xray_class,jitter
255,-1.1280530912400548,B,0.15206291087324542
259,-1.5642659791565934,B,0.4801388372137254
260,-2.6591226765163203,B,0.8692412909454665
261,-0.5150190064425761,B,0.11683702365071946
263,-1.3935521153486654,B,0.6175678782246379
264,-3.000668543932718,B,0.8832713336812668
266,-0.6646319772879036,B,0.6822624612031117
267,-2.0417570737116466,B,0.3443247819920313
273,-2.150599458510396,B,0.3822410506741236
274,-2.0343871342062845,B,0.0016396037809885966
276,-2.9211593358040906,B,0.20819422659475872
277,-1.6337827121738606,B,0.1361855544323931
278,-1.6289739875865594,B,0.1971604181643677
279,-1.172243682808023,B,0.5612109172612512
281,-0.9559892450313757,B,0.31631132036715237
282,-3.1468263529798683,B,0.03925370816828899
286,-1.2753920557406573,B,0.05029901230663247
