,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5,slf_6,slf_7,slf_8,slf_9,slf_10,slf_11,slf_12,slf_13,slf_14,slf_15
1670,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671,B,False,25.003,23.236,19.612,19.946,19.387,19.777,19.188,18.12,18.441,17.91,17.901,18.24,19.328,20.037,19.628
1672,B,False,16.454,16.407,17.113,17.166,17.147,18.038,17.88,17.352,17.815,17.998,17.914,18.042,17.978,18.373,17.602
1673,B,False,0.0,3.0251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1674,B,False,17.388,17.313,17.78,17.692,18.11,18.109,18.277,18.445,18.68,19.117,18.84,19.22,20.107,19.906,18.737
1675,B,False,27.345,27.32,27.369,26.909,27.29,27.36,27.298,27.054,27.123,27.449,27.3,27.262,27.401,27.525,28.084
1676,B,False,0.0,0.0,55.615,56.157,55.847,0.0,56.813,0.0,0.0,55.044,0.0,55.41,0.0,0.0,0.0
1677,B,False,14.892,14.475,14.553,14.456,14.607,14.572,14.282,15.251,16.271,16.61,16.321,17.561,17.327,17.979,17.835
1678,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1679,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680,B,False,5.6682,5.6475,5.6778,5.7458,5.6545,5.1543,5.2159,5.5452,4.8408,5.3293,5.1797,5.0378,4.8136,4.7491,4.7904
1681,B,False,0.0,0.0,0.0,2.9665,0.0,0.0,3.0264,0.0,3.416,0.0,0.0,0.0,2.2604,2.6077,0.0
1682,B,False,0.0,0.0,0.0,0.0,0.0,86.263,0.0,0.0,0.0,92.811,92.336,95.209,88.302,0.0,87.58
1683,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3595
1684,B,False,65.146,63.821,64.537,64.162,65.575,66.689,67.308,67.098,66.545,68.628,67.322,70.057,69.868,68.218,71.223
1685,B,False,3.2307,8.6817,0.0,8.9721,9.1107,9.5441,10.341,9.5952,9.8512,9.7078,10.557,10.608,10.672,12.282,12.122
1686,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1687,B,False,9.2896,9.0606,10.542,10.049,11.486,15.8,9.9193,10.19,10.844,11.292,13.761,13.852,12.656,11.632,10.767
1688,B,False,80.308,79.477,82.976,85.609,84.224,82.026,82.495,80.206,73.642,72.036,65.221,65.436,64.564,64.3,68.124
1689,B,False,15.704,15.753,16.275,16.0,15.78,15.829,16.27,16.205,15.848,16.37,16.035,16.092,16.338,16.134,16.18
1690,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691,B,False,65.566,58.684,58.045,65.195,67.336,64.51,63.591,63.702,75.629,73.112,74.657,74.666,73.879,72.176,73.267
1692,B,False,32.352,31.603,31.992,32.195,32.681,32.7,32.712,32.276,32.105,32.582,32.204,31.776,32.374,32.562,32.684
1693,B,False,16.803,16.83,16.964,16.883,16.877,16.736,16.79,16.818,16.571,16.652,16.568,16.62,16.664,16.993,17.186
1694,B,False,28.276,28.106,30.007,28.099,30.33,29.747,27.875,29.556,29.885,30.281,29.611,29.556,30.443,30.652,30.0
1695,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7862,3.3912,3.2443,3.6254
1696,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1697,B,False,48.308,49.993,51.957,52.885,51.164,51.272,51.94,48.014,48.19,52.948,53.422,54.053,52.225,52.427,49.829
1698,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1699,B,False,21.796,21.82,22.219,22.227,22.377,22.22,22.356,22.371,22.951,22.641,23.216,22.929,22.951,22.855,23.417
1700,B,False,3.2413,1.6845,3.3303,3.3211,3.3741,3.4815,3.4502,2.8993,3.0422,3.0344,2.9712,2.9946,3.0008,2.8529,2.8744
1701,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702,B,False,5.4272,4.8096,2.4199,2.3916,2.3778,2.4198,2.3057,2.2667,2.3389,2.3629,2.3916,2.1662,2.3302,2.3946,2.526
1703,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704,B,False,2.7454,2.8049,2.803,2.8214,2.8005,2.81,2.8125,2.8452,2.8735,2.8837,2.9056,3.0772,3.2245,3.159,3.1943
1705,B,False,19.351,19.528,19.528,18.97,18.89,19.105,18.848,19.334,19.298,19.17,19.144,20.573,20.632,20.114,19.98
1706,B,False,29.002,27.964,27.813,27.72,27.773,27.548,27.486,27.685,28.304,28.571,28.669,28.63,28.661,27.942,28.132
1707,B,False,3.123,2.1236,1.8951,1.958,2.2823,1.8234,1.3565,1.0599,1.3156,2.5395,5.063,4.9349,3.2548,3.4205,4.2259
1708,B,False,51.677,51.466,56.843,53.247,52.043,49.512,51.585,48.63,51.052,58.801,50.135,47.72,46.383,45.856,45.996
1709,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,B,False,32.229,31.821,31.079,31.359,31.255,31.616,31.793,31.265,31.216,30.076,31.113,31.057,32.67,32.436,32.217
1711,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1715,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1716,B,False,24.051,23.167,22.689,21.615,21.172,21.785,21.255,21.324,21.202,21.031,20.642,20.473,19.66,19.639,19.865
1717,B,True,32.375,33.655,35.377,36.905,36.083,35.782,38.719,39.806,41.865,45.02,25.844,44.563,46.712,48.312,43.633
1718,B,False,5.7118,5.7613,5.7416,5.83,5.9277,5.8423,5.9096,6.0147,6.0762,5.9756,5.7638,5.8517,5.8571,5.9191,5.891
1719,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720,B,False,12.202,10.923,11.301,11.86,13.553,11.401,13.932,18.028,18.328,18.201,18.414,17.85,17.459,17.222,18.204
1721,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722,B,False,0.0,0.0,0.0,0.0,0.0,37.444,38.863,38.924,37.78,36.329,35.526,35.939,36.385,36.107,34.805
1723,B,False,9.5645,7.5856,7.5469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.147,0.0,0.0,0.0
1724,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1725,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1726,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1727,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1728,B,False,105.05,97.876,96.689,83.72,76.187,76.308,74.342,72.066,70.834,73.637,72.715,75.409,82.329,71.347,80.07
1729,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1731,B,False,26.281,25.968,26.365,28.451,28.714,26.959,28.347,27.378,28.555,25.863,24.44,25.617,24.606,25.625,25.543
1732,B,False,129.41,55.029,26.578,0.0,48.037,7.5837,0.0,8.9515,14.957,6.1454,7.8524,87.757,163.34,22.875,56.314
1733,B,False,0.0,0.0,0.0,0.0,0.0,11.098,0.0,0.0,0.0,1.9049,5.6278,15.889,21.273,1.9239,12.464
1734,B,False,14.361,14.966,15.474,15.901,15.032,13.645,13.952,14.515,14.915,16.993,15.586,15.25,15.443,14.87,14.657
1735,B,False,69.666,67.702,69.215,70.534,77.643,74.431,75.597,78.661,78.206,80.18,83.72,90.63,92.08,89.93,87.86
1736,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737,B,True,3.2745,3.1276,2.9877,3.2153,3.6284,3.6062,2.9892,3.0776,3.205,3.2661,3.1501,3.0921,3.1,3.1878,3.2398
1738,B,False,20.512,27.017,26.629,26.181,26.327,26.948,27.002,27.744,27.741,27.51,27.182,27.257,28.033,28.048,27.754
1739,B,False,65.144,56.942,77.725,76.47,74.673,68.377,57.999,57.125,67.929,65.997,54.876,56.621,54.5,59.353,61.898
1740,B,False,22.687,22.76,22.973,23.497,23.655,24.316,24.159,24.111,24.376,24.211,24.175,25.275,24.946,24.526,24.21
1741,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.444,38.863,38.924,37.78
1742,B,False,9.1214,8.7245,0.0,7.2642,8.1838,8.0308,6.5834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743,B,False,26.25,25.808,24.816,24.785,24.366,23.998,23.854,23.74,24.509,24.977,25.411,25.501,26.007,25.977,26.243
1744,B,False,0.0,0.0,0.0,0.0,0.0,0.0,31.164,32.836,125.89,73.992,72.508,75.568,0.0,96.514,76.035
1745,B,False,3.2667,3.7164,3.8119,3.7927,3.7607,3.7886,3.8537,3.3395,3.7774,3.8652,3.8548,4.376,3.8618,3.8126,4.5391
1746,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1747,B,False,11.005,10.947,10.98,10.901,10.861,10.937,10.612,10.596,10.607,10.226,10.063,10.024,10.185,9.7966,10.323
1748,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749,B,False,2.7076,2.8036,2.8977,2.9572,2.9378,2.8881,2.8465,3.5479,4.0599,2.5443,0.0,0.0,3.8942,2.8089,2.9456
1750,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,B,False,13.134,12.977,13.264,14.163,14.615,14.571,15.077,15.313,15.882,15.849,16.204,16.178,16.191,15.89,16.261
1752,B,False,16.121,15.777,15.934,16.196,15.676,15.652,15.298,15.453,15.324,15.422,16.359,16.745,16.806,17.243,17.557
1753,B,False,4.668,4.2035,3.9402,4.039,4.3051,3.9507,3.9878,4.0544,3.9117,4.0016,3.9208,4.0504,3.9223,4.4065,4.2286
1754,B,False,20.222,14.102,19.595,23.897,58.365,57.623,63.845,62.861,67.479,49.24,69.244,65.916,70.069,65.481,66.11
1755,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756,B,False,34.934,31.195,34.153,34.195,36.483,36.449,33.752,34.291,34.954,35.275,32.161,32.293,31.91,30.512,30.488
1757,B,False,23.834,23.845,24.289,24.099,23.831,23.777,23.532,23.336,23.753,23.643,24.067,23.62,23.495,23.751,23.365
1758,B,False,2.1659,2.1939,2.1254,2.0682,2.3293,2.4561,2.1019,2.2636,2.2371,2.2158,2.2133,2.3355,2.4038,2.3043,2.2719
1759,B,False,16.747,16.894,16.646,16.381,16.443,15.827,15.727,15.529,15.704,15.753,16.275,16.0,15.78,15.829,16.27
1760,B,False,15.342,15.349,14.877,15.443,15.411,15.701,15.821,16.326,15.759,16.042,16.373,16.18,16.491,16.558,16.076
1761,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762,B,False,20.634,21.732,20.062,19.656,19.773,21.331,23.951,23.857,23.674,23.416,23.176,23.057,23.223,24.334,24.03
1763,B,False,7.6987,8.1657,8.2396,7.8239,7.1262,8.9688,8.4024,7.49,7.3036,7.6609,7.4654,7.5153,7.152,7.1406,7.0094
1764,B,False,17.184,17.132,17.306,17.211,17.212,17.217,17.146,17.046,17.02,17.201,17.221,17.078,17.193,17.321,17.483
1765,B,False,57.961,53.931,53.819,53.051,52.845,51.414,51.313,51.219,51.666,49.85,49.15,48.952,48.875,49.664,49.155
1766,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.331,26.472,25.794,25.665,25.031,24.324
1767,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1769,B,False,25.031,24.324,24.715,24.408,24.051,23.167,22.689,21.615,21.172,21.785,21.255,21.324,21.202,21.031,20.642
1770,B,False,0.0,0.0,0.0,26.331,26.472,25.794,25.665,25.031,24.324,24.715,24.408,24.051,23.167,22.689,21.615
1771,B,False,2.6474,2.5545,9.5218,10.16,9.9819,9.1889,11.846,10.386,12.722,9.9235,18.682,9.8848,9.8532,9.2285,11.076
1772,B,False,26.243,25.774,25.085,25.218,25.742,25.418,25.016,24.634,24.802,24.303,24.946,23.284,23.072,22.592,22.615
1773,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9141,0.0
1774,B,False,17.599,17.855,17.335,16.561,16.56,15.796,15.655,15.496,15.558,15.351,15.218,15.697,15.464,15.657,15.523
1775,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776,B,False,18.761,17.979,18.146,18.624,18.55,18.879,19.133,19.103,18.705,18.673,18.734,18.521,18.814,19.039,19.205
1777,B,False,26.52,26.763,25.58,26.114,27.27,26.39,26.568,26.004,24.608,22.82,22.371,21.603,23.461,22.481,22.094
1778,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779,B,False,12.777,12.722,12.622,12.88,12.646,12.392,12.65,12.8,13.043,12.83,13.099,13.174,13.626,14.0,13.816
1780,B,False,48.222,48.431,47.353,46.577,47.835,48.118,47.465,47.664,46.371,46.057,45.917,46.949,48.183,48.78,48.78
1781,B,False,62.683,64.357,69.292,69.625,72.356,75.976,78.081,75.241,81.269,84.883,79.948,79.688,80.972,82.333,83.04
1782,B,False,127.59,128.59,126.96,127.33,128.47,125.58,128.68,128.96,132.78,133.55,131.78,134.73,134.32,138.09,142.21
1783,B,False,3.5161,3.4206,3.4674,3.7353,3.7353,3.5475,3.6426,0.0,0.0,0.0,3.5161,3.6811,0.0,0.0,0.0
1784,B,False,14.597,15.844,22.314,17.982,19.875,23.919,25.975,25.785,27.27,34.566,57.328,7.7282,19.182,8.0437,90.524
1785,B,False,29.998,26.876,26.663,26.692,30.309,28.745,26.155,25.739,27.259,27.986,25.426,26.814,26.305,26.766,27.863
1786,B,False,8.6617,8.921,9.0044,9.192,8.8192,8.8395,8.586,8.9857,9.0689,9.5277,9.5043,9.3899,9.4471,9.1267,9.0701
1787,B,False,24.466,24.569,24.374,25.034,25.137,24.126,23.845,23.917,23.877,24.83,24.745,24.507,24.813,24.193,23.19
1788,B,False,3.2749,3.1956,3.1489,3.3054,3.8908,3.8985,3.3473,3.1495,3.6184,3.1794,3.7941,3.5982,2.9723,0.0,3.5468
1789,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3282,3.1759,2.9009
1790,B,False,16.734,16.505,16.41,15.829,15.858,15.78,15.979,16.235,16.138,15.89,16.172,15.523,15.088,15.174,15.244
1791,B,False,5.2127,5.3212,4.8737,4.5676,4.7715,4.6885,4.7948,4.4023,4.1692,3.8367,3.7196,3.6125,3.3521,3.4292,3.0857
1792,B,False,21.496,20.506,20.815,20.779,21.281,21.241,20.996,20.96,19.871,19.696,19.361,20.837,19.389,19.688,19.444
1793,B,False,18.316,18.155,18.065,18.193,18.224,18.041,17.786,17.691,17.809,17.802,17.998,18.08,18.068,18.15,17.971
1794,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1795,B,False,12.097,12.21,12.075,12.836,12.124,11.887,11.952,11.47,11.656,12.395,12.533,11.72,12.389,12.168,12.23
1796,B,False,0.0,0.0,0.0,0.0,0.0,9.9511,9.8634,0.0,9.8713,9.8271,9.6562,9.4496,9.4803,9.4395,9.1798
1797,B,False,20.426,22.118,9.8057,36.629,27.655,37.891,40.466,67.957,26.403,28.947,26.621,39.015,24.811,35.325,31.783
1798,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1799,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,B,False,6.775,7.2407,7.2356,7.0739,7.5807,7.6402,7.5655,8.262,8.8618,8.8884,9.448,9.4356,9.5671,10.394,12.196
1801,B,False,38.719,39.806,41.865,45.02,25.844,44.563,46.712,48.312,43.633,44.726,30.618,28.848,52.677,33.064,0.0
1802,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1803,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1804,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1805,B,False,48.15,63.203,53.526,50.524,57.676,64.181,47.411,57.598,53.097,52.271,46.123,53.983,49.925,55.991,57.708
1806,B,False,22.483,21.629,22.098,21.862,22.693,22.767,22.254,23.145,23.416,23.934,24.036,24.221,24.34,24.133,23.949
1807,B,False,3.5793,0.0,0.0,0.0,3.5161,3.4206,3.4674,3.7353,3.7353,3.5475,3.6426,0.0,0.0,0.0,3.5161
1808,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1809,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1811,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1812,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1813,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1814,N,False,3.3912,4.6229,4.1578,3.8367,0.0,0.0,3.8678,3.7981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1815,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1816,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1817,N,False,0.0,0.0,0.0,0.0,0.0,29.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1818,N,False,35.861,37.472,40.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1819,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1820,N,False,27.298,27.935,28.138,28.176,27.798,28.2,28.177,28.915,29.157,29.261,29.532,29.973,30.103,30.468,30.768
1821,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.692,44.452,48.441,44.339
1822,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1823,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1824,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1825,N,False,14.988,15.18,15.418,15.153,15.185,15.034,14.857,15.253,15.336,15.422,15.605,15.857,16.258,16.174,16.444
1826,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1827,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1828,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.22,104.39,91.556,98.652,111.52,104.46,90.479,83.581
1829,N,False,27.015,26.726,26.912,26.99,28.983,28.983,28.869,28.422,27.352,28.256,28.401,27.828,28.168,28.521,28.231
1830,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1831,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.237
1832,N,False,56.957,58.714,58.48,57.843,57.371,58.426,56.547,56.37,56.859,57.746,57.84,56.288,57.085,57.571,55.237
1833,N,False,12.529,12.34,12.152,11.854,10.85,10.958,10.603,11.457,11.366,11.163,11.15,10.677,10.507,9.9598,9.4889
1834,N,False,7.0085,7.3201,7.8086,33.65,8.6487,7.6098,7.3756,6.9655,6.9582,6.7564,6.9587,6.5713,5.7875,6.0956,6.3201
1835,N,False,16.703,16.571,16.582,16.596,17.01,16.99,16.988,17.134,17.458,17.593,17.609,17.534,17.872,17.978,17.863
1836,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1837,N,False,39.22,39.1,39.243,38.76,38.541,38.594,38.426,37.896,37.907,39.166,38.482,38.469,38.608,37.869,37.555
1838,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839,N,False,0.0,69.284,76.16,0.0,69.398,63.264,64.267,74.565,81.199,81.822,84.386,83.748,88.045,89.387,82.446
1840,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1841,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1842,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1845,N,False,52.868,53.176,52.269,52.713,53.69,52.963,53.548,56.974,56.573,54.175,53.297,53.399,52.961,53.627,52.844
1846,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847,N,False,52.828,53.586,52.845,52.908,55.022,54.432,55.101,56.975,56.881,56.021,56.411,55.222,57.084,55.209,54.302
1848,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1849,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1850,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1851,N,False,13.355,13.197,13.202,13.411,13.238,12.213,12.028,11.921,12.033,12.211,12.677,12.806,12.593,12.924,12.552
1852,N,False,96.332,96.551,95.841,96.611,94.146,93.351,96.691,96.571,95.55,96.492,95.434,95.783,95.841,96.524,97.928
1853,N,False,96.332,96.551,95.841,96.611,94.146,93.351,96.691,96.571,95.55,96.492,95.434,95.783,95.841,96.524,97.928
1854,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1855,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1857,N,False,42.453,46.574,49.002,49.301,47.149,43.756,43.816,43.286,46.058,26.75,45.694,44.789,49.386,46.976,44.412
1858,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1859,N,False,12.363,12.523,12.413,12.371,12.473,12.577,12.432,12.281,12.239,12.383,12.479,12.588,12.513,12.43,12.496
1860,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1861,N,False,29.996,30.101,30.64,30.312,30.45,30.683,30.491,30.525,30.531,30.349,29.961,30.025,30.192,30.246,29.972
1862,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1863,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864,N,False,2.0381,2.2592,2.5685,2.605,2.6224,20.001,20.947,20.816,18.395,19.927,20.65,20.64,20.614,20.587,20.718
1865,N,False,25.626,0.0,0.0,26.758,7.5299,4.0716,6.3085,3.444,6.1373,10.708,8.5559,15.795,13.408,13.216,13.588
1866,N,False,21.072,21.996,22.624,20.499,19.485,18.851,18.496,19.244,19.044,17.759,17.088,18.072,17.418,18.451,18.476
1867,N,False,13.899,13.729,13.913,13.958,13.999,14.085,14.402,14.512,14.758,14.877,14.888,15.011,15.314,15.03,14.961
1868,N,False,22.253,22.421,21.49,21.336,21.281,21.494,21.278,20.965,20.703,20.904,21.563,20.933,21.371,22.511,21.675
1869,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1870,N,False,42.363,41.722,0.0,0.0,2.4544,0.0,0.0,2.4064,0.0,2.2629,0.0,0.0,2.735,0.0,0.0
1871,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
