,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5,MEANGAM_6,MEANGAM_7,MEANGAM_8,MEANGAM_9,MEANGAM_10,MEANGAM_11,MEANGAM_12,MEANGAM_13,MEANGAM_14,MEANGAM_15
209,M,False,39.526,38.699,39.017,38.78,38.622,38.446,38.88,38.725,39.128,39.836,39.09,39.234,39.755,39.602,39.953
210,M,True,35.731,35.661,35.704,35.816,36.073,35.833,35.961,36.069,35.998,36.005,36.08,36.024,35.927,35.871,36.082
211,M,False,36.937,37.054,37.118,36.869,36.906,37.047,36.846,36.986,37.003,37.042,36.839,36.937,36.967,37.038,36.983
212,M,False,40.379,40.359,40.408,40.472,40.283,40.261,40.321,40.206,40.262,40.376,40.275,40.275,40.378,40.536,40.632
213,M,False,33.757,33.729,33.592,33.556,33.576,33.255,33.339,33.359,33.357,33.283,33.174,33.236,33.414,33.278,33.173
214,M,False,27.773,29.379,26.929,31.64,28.868,33.537,36.007,33.498,35.544,34.19,37.574,36.14,33.131,35.415,33.725
215,M,False,26.929,31.64,28.868,33.537,36.007,33.498,35.544,34.19,37.574,36.14,33.131,35.415,33.725,34.587,32.47
216,M,False,40.34,40.61,40.198,40.154,40.159,40.224,40.07,40.61,40.068,40.075,39.983,40.303,40.314,40.234,40.088
217,M,False,39.89,39.585,45.381,39.254,38.846,38.566,38.452,38.619,38.731,39.148,39.407,39.648,39.577,39.438,39.463
218,M,False,35.292,35.054,35.213,35.058,35.11,35.289,35.129,35.064,35.237,34.764,34.721,34.72,35.136,34.931,35.046
219,M,True,64.332,61.928,64.548,62.856,62.667,61.207,61.299,62.006,59.766,61.199,60.721,61.333,60.043,60.288,60.697
220,M,True,45.233,44.98,43.761,44.1,43.526,43.853,44.079,44.682,44.249,43.292,42.308,43.349,43.37,43.145,43.445
221,M,True,42.604,42.65,42.312,41.735,41.245,41.588,41.552,41.125,41.254,41.126,41.032,40.864,40.44,40.97,40.715
222,M,False,40.715,40.73,40.725,40.837,39.853,39.886,39.57,40.083,40.556,40.279,39.776,40.487,39.882,39.89,39.605
223,M,True,39.917,39.186,39.135,38.889,37.973,37.544,37.337,36.923,37.533,37.174,37.165,37.741,37.435,36.875,36.331
224,M,False,36.989,37.081,36.766,36.847,36.752,36.544,36.795,36.366,36.416,36.709,37.022,36.504,37.377,36.752,36.99
225,M,False,37.014,37.159,37.411,37.184,37.552,37.301,37.645,37.4,37.79,37.396,37.456,37.447,38.055,37.971,38.08
226,M,True,45.236,45.287,45.353,45.35,45.646,45.887,46.075,47.059,47.281,47.294,47.825,48.112,48.784,48.542,48.688
227,M,False,50.491,50.742,51.064,50.673,51.054,51.441,51.317,51.149,51.019,51.296,51.438,51.322,51.366,51.21,51.446
228,M,False,53.394,53.288,53.481,53.568,53.469,53.528,53.52,53.469,53.29,52.926,53.027,52.61,52.613,52.534,52.759
229,M,False,30.852,31.054,30.923,30.765,30.973,31.093,30.83,30.895,30.676,30.632,30.542,30.482,30.434,30.731,30.321
230,M,False,54.045,54.438,53.925,53.738,53.616,54.566,54.108,53.55,53.433,53.706,53.502,53.524,53.332,53.372,53.002
231,M,False,48.441,48.019,48.103,48.323,48.167,48.036,47.721,47.88,47.772,46.912,46.95,47.05,46.899,46.796,47.11
232,M,True,47.673,47.949,47.881,47.71,47.857,48.025,47.896,47.834,47.627,47.866,47.714,47.658,47.19,47.322,47.275
233,M,False,47.617,47.803,47.319,47.45,47.519,47.709,47.574,47.563,47.723,47.542,47.735,47.832,48.022,48.036,48.12
234,M,True,41.6,41.685,41.781,41.529,41.713,41.67,41.536,41.628,41.999,41.888,42.022,42.069,42.187,41.889,41.644
235,M,False,40.55,40.497,40.382,40.544,40.466,41.003,40.886,41.041,40.861,41.076,40.937,40.999,40.811,40.863,40.854
236,M,False,42.763,42.467,49.054,49.985,48.457,51.422,51.876,52.771,53.133,52.045,49.359,48.058,47.75,47.709,46.164
237,M,False,45.446,45.315,45.661,45.456,45.492,45.689,45.51,45.578,45.923,45.894,46.094,46.107,46.177,46.224,46.082
238,M,False,48.196,47.989,48.053,47.779,48.034,47.657,47.699,47.654,47.7,47.329,47.55,47.407,47.52,47.348,47.121
239,M,False,57.786,57.687,57.911,57.867,57.976,58.093,58.057,57.987,58.156,58.003,57.758,57.861,57.692,57.573,57.693
240,M,False,52.009,51.94,52.044,51.7,51.714,51.684,51.527,51.606,51.629,51.705,51.738,51.531,51.824,52.237,52.134
241,M,False,42.21,42.106,41.852,42.084,42.085,41.966,42.173,42.002,41.988,41.965,41.867,42.031,42.462,42.351,42.533
242,M,False,32.212,31.741,31.936,31.946,31.778,31.82,31.647,31.542,31.583,31.632,31.862,31.791,31.869,31.747,31.48
243,M,True,37.165,37.414,37.188,37.953,37.795,37.603,38.011,37.531,37.75,37.448,36.913,37.588,37.22,38.013,37.256
244,M,False,40.078,40.089,40.014,40.17,40.472,39.778,40.11,39.832,39.549,39.593,39.612,39.555,39.517,39.672,39.497
245,M,False,28.27,28.224,28.326,28.301,28.278,28.359,28.381,28.186,28.221,28.17,28.196,28.139,28.078,28.145,27.984
246,M,False,26.725,27.649,27.479,27.131,26.928,27.055,27.385,27.093,27.564,27.576,27.501,27.406,27.44,27.637,28.042
247,M,False,42.504,42.47,42.335,42.532,42.4,42.368,42.396,42.317,42.268,42.13,42.173,42.138,42.058,42.01,42.088
248,M,False,38.753,39.133,39.094,39.434,39.253,39.151,40.074,40.013,39.926,40.37,40.142,40.485,40.132,40.288,40.033
249,M,False,57.295,56.473,55.585,55.942,55.408,54.497,54.693,52.961,53.77,53.878,53.863,53.589,53.676,52.788,52.86
250,M,False,36.899,36.177,35.69,35.924,35.956,35.88,35.876,35.481,35.393,35.079,35.084,35.505,35.951,35.808,35.624
251,M,False,41.684,41.537,41.51,41.188,41.328,41.291,41.773,41.423,41.323,40.928,41.028,40.564,40.982,40.624,40.656
252,M,False,40.955,40.708,40.837,41.323,41.314,41.159,41.455,41.517,41.61,41.685,41.354,41.597,41.244,41.572,41.84
253,M,True,56.107,56.111,55.988,55.671,55.482,55.491,55.449,55.713,55.407,55.49,55.572,55.588,55.702,55.644,55.796
254,M,False,55.671,55.482,55.491,55.449,55.713,55.407,55.49,55.572,55.588,55.702,55.644,55.796,55.88,56.099,55.806
255,M,False,34.356,34.431,33.857,33.125,34.173,33.811,33.915,35.03,34.183,34.457,35.048,34.893,36.313,36.349,36.805
256,M,False,40.394,40.785,40.507,40.534,40.525,40.495,40.73,40.554,40.686,40.511,40.577,40.6,40.697,40.949,41.196
257,M,True,44.003,43.99,43.905,44.036,43.684,43.745,43.318,43.169,42.893,43.221,43.094,43.21,43.07,43.059,43.289
258,M,False,41.701,41.51,41.554,41.942,41.794,41.712,41.673,41.278,41.485,41.562,41.687,41.403,41.772,41.726,41.742
259,M,True,42.115,42.37,42.869,42.628,42.556,42.43,42.827,43.243,43.138,43.154,43.193,43.326,43.992,44.417,44.203
260,M,False,47.603,47.745,47.96,47.941,48.023,47.95,47.844,48.071,48.031,48.256,48.258,48.445,48.393,48.803,48.612
261,M,True,49.618,49.641,49.691,49.655,49.597,49.517,49.589,49.649,49.795,49.816,49.82,49.883,50.131,50.235,50.513
262,M,True,56.743,56.796,57.066,56.958,56.951,57.164,57.249,57.442,57.445,57.335,57.562,57.539,57.531,57.88,57.655
263,M,False,57.826,57.799,57.882,57.877,57.951,57.975,57.904,57.808,57.785,57.764,57.717,57.742,57.877,57.917,58.003
264,M,False,57.882,57.877,57.951,57.975,57.904,57.808,57.785,57.764,57.717,57.742,57.877,57.917,58.003,57.913,57.998
265,M,False,46.562,46.57,46.764,46.703,46.678,46.812,46.874,46.99,46.928,47.043,47.139,47.25,47.586,47.623,47.704
266,M,False,56.711,56.854,56.713,56.877,56.953,56.929,56.879,57.034,57.156,56.929,57.095,57.253,57.02,56.846,57.066
267,M,False,56.877,56.953,56.929,56.879,57.034,57.156,56.929,57.095,57.253,57.02,56.846,57.066,57.134,57.071,57.227
268,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.82,28.95,37.619,43.901,44.72,48.646,43.408,47.763
269,M,True,50.738,50.659,51.338,50.7,50.451,50.018,49.485,49.849,49.581,49.635,49.483,48.417,48.146,47.521,49.781
270,M,True,44.681,44.261,44.511,44.15,44.213,44.141,43.749,44.035,44.232,44.494,44.1,43.887,44.674,43.888,43.873
271,M,False,44.823,44.947,44.676,44.786,45.109,44.403,45.143,44.705,44.71,45.073,44.978,44.916,44.889,44.394,44.542
272,M,False,44.285,44.106,44.325,43.81,43.572,43.621,43.387,43.731,43.524,43.265,43.572,44.023,43.692,43.614,44.056
273,M,False,43.524,43.265,43.572,44.023,43.692,43.614,44.056,44.639,44.103,44.712,44.747,44.559,45.126,45.196,45.057
274,M,False,44.524,44.956,45.619,45.304,45.167,44.952,44.652,44.925,44.483,44.819,44.833,45.125,44.33,45.452,44.841
275,M,True,45.68,45.485,45.554,45.482,45.694,45.872,45.849,45.513,45.651,45.619,45.287,45.205,45.499,45.56,45.162
276,M,False,42.435,42.189,42.833,42.379,42.338,41.89,41.933,42.015,41.796,41.949,41.919,41.697,41.903,41.826,41.783
277,M,False,46.174,45.924,45.929,45.794,45.59,45.564,45.506,45.209,45.27,45.159,45.152,45.222,45.181,45.283,45.046
278,M,False,41.669,41.913,42.214,42.036,42.003,42.002,42.327,42.101,41.972,41.716,41.667,41.779,41.984,41.572,41.804
279,M,True,53.828,53.699,53.907,54.07,54.246,54.189,54.252,54.339,53.95,54.012,54.103,53.99,53.923,53.758,53.843
280,M,False,53.907,54.07,54.246,54.189,54.252,54.339,53.95,54.012,54.103,53.99,53.923,53.758,53.843,53.797,53.701
281,M,False,41.281,41.327,41.342,41.147,41.373,40.927,41.563,41.304,41.414,41.417,41.149,41.345,41.188,41.401,41.421
282,M,False,38.611,38.96,38.929,38.783,38.442,38.592,39.432,38.847,39.454,39.891,39.009,38.575,38.914,39.096,39.108
283,M,False,50.948,51.258,51.032,51.138,51.295,51.253,51.41,51.207,51.206,51.22,51.211,51.261,51.431,51.578,51.562
284,M,True,52.882,52.838,52.828,52.953,52.997,52.959,52.883,52.826,52.951,52.718,52.886,52.676,52.869,52.729,52.738
285,M,False,51.32,51.425,51.746,52.185,52.522,52.699,52.751,52.729,52.722,52.721,52.837,52.742,52.718,52.575,52.372
286,M,True,42.652,42.753,42.871,42.924,42.92,42.791,42.653,42.726,42.969,42.927,42.899,42.666,42.782,42.736,42.721
287,M,True,43.39,43.482,43.493,43.683,43.394,43.145,43.459,43.681,43.32,43.582,43.506,43.56,43.596,43.532,43.655
288,M,True,45.061,45.022,45.114,45.168,45.523,45.33,45.564,45.573,45.767,45.569,45.42,45.591,45.57,45.632,45.535
289,M,True,47.164,47.403,47.195,47.23,47.232,47.367,47.561,47.446,47.401,47.57,47.556,47.622,47.403,47.644,47.727
290,M,True,49.826,49.788,49.668,49.62,49.643,49.713,49.998,49.878,49.821,49.814,49.896,49.952,50.0,49.971,49.979
291,M,False,52.025,51.933,51.685,51.576,52.009,51.652,51.59,51.569,50.913,51.902,51.768,51.632,51.748,51.711,51.522
292,M,False,38.075,38.026,38.281,38.676,38.939,38.665,39.07,38.736,38.51,38.608,39.219,38.786,38.264,38.894,38.903
293,M,False,39.604,39.805,39.985,39.71,39.717,39.861,39.7,39.728,39.668,39.727,39.792,39.714,39.524,39.639,39.675
294,M,False,41.915,41.738,41.772,41.753,42.005,42.144,42.016,42.199,42.41,42.637,42.616,42.651,42.517,42.668,42.741
295,M,True,54.183,54.071,53.859,53.887,53.524,53.447,52.988,52.942,52.996,53.392,53.224,53.011,53.085,53.065,53.238
296,M,True,53.482,53.19,53.262,53.317,53.487,53.775,53.677,53.601,53.681,53.554,53.288,53.315,53.187,53.329,53.18
297,M,False,49.671,49.241,49.439,49.495,49.314,49.16,49.435,49.306,49.471,49.345,49.272,49.308,49.528,49.584,49.275
298,M,False,44.151,44.192,42.843,43.969,43.802,42.806,43.769,43.978,43.4,44.202,43.143,44.171,43.016,43.991,42.787
299,M,True,46.245,46.096,45.879,45.716,45.345,45.478,45.208,45.466,45.311,45.506,45.467,45.275,45.349,44.934,44.883
300,M,False,42.375,42.254,42.483,42.663,42.964,42.554,42.485,42.43,46.385,46.133,42.683,42.408,42.697,42.53,42.227
301,M,False,39.017,38.806,38.483,38.417,38.548,38.459,38.466,38.809,38.167,38.316,38.367,38.103,38.068,38.125,38.143
302,M,True,50.42,50.346,50.835,50.838,50.997,49.991,50.939,51.255,51.299,51.074,51.062,50.957,50.641,50.82,50.961
303,M,False,49.772,49.814,49.778,49.3,49.452,49.178,49.142,49.25,48.927,48.984,49.063,48.747,48.403,48.352,48.201
304,M,True,43.966,44.201,44.118,43.789,43.719,43.431,43.431,42.981,43.124,42.99,43.355,43.708,43.935,43.534,43.446
305,M,False,43.789,43.719,43.431,43.431,42.981,43.124,42.99,43.355,43.708,43.935,43.534,43.446,44.014,43.886,43.991
306,M,False,36.681,36.69,36.493,36.603,36.713,36.82,36.979,36.87,36.839,36.802,36.748,36.957,36.797,36.758,36.801
307,M,True,43.138,43.226,43.03,43.071,42.832,42.455,42.506,42.593,42.358,42.298,42.029,42.302,42.168,42.144,42.081
308,M,False,41.561,41.689,41.549,41.407,41.54,41.513,41.37,41.393,41.508,41.471,41.422,41.7,41.366,41.523,41.526
309,M,False,41.366,41.523,41.526,41.124,41.354,41.106,41.554,41.34,41.182,41.361,41.24,41.182,41.049,40.995,40.869
310,M,False,39.713,39.418,39.525,39.747,39.351,39.129,39.421,39.528,39.473,39.279,39.3,39.291,39.388,39.375,39.342
311,M,False,45.037,45.238,45.557,45.606,45.751,45.526,45.708,45.682,45.613,45.678,45.876,45.259,45.039,45.451,45.499
312,M,True,51.338,51.436,51.265,51.627,51.731,52.11,51.844,51.705,52.054,52.333,52.091,52.053,52.022,52.157,52.1
313,M,False,47.949,47.79,47.645,47.501,47.616,47.83,47.535,47.771,47.734,47.406,47.38,47.622,47.834,47.934,47.894
314,M,True,28.209,27.805,27.825,28.037,27.622,27.543,27.738,27.708,26.957,27.32,28.086,29.036,29.758,30.907,31.084
315,M,True,43.706,43.325,43.221,43.65,43.648,43.517,43.023,42.967,42.942,43.061,42.836,43.404,43.185,43.098,43.33
316,M,True,40.633,40.852,40.664,40.732,40.787,40.849,40.837,40.858,40.884,40.956,40.889,41.309,41.181,41.05,41.128
317,M,False,41.37,41.28,41.223,41.086,40.989,40.873,40.569,40.635,40.417,40.417,40.408,40.169,40.292,40.293,40.355
318,M,False,42.675,42.713,42.91,42.482,42.501,42.62,42.492,42.423,42.626,42.727,42.846,42.9,42.763,42.699,42.936
319,M,False,34.015,33.973,33.458,33.333,33.31,32.933,32.818,32.21,32.369,32.042,31.827,31.532,31.388,31.112,30.848
320,M,False,57.089,56.809,56.823,56.671,56.741,56.845,56.849,56.546,56.353,56.326,55.75,56.061,56.384,56.353,56.343
321,M,True,53.606,53.736,53.746,53.716,53.839,53.874,53.973,54.004,54.102,54.18,54.092,54.109,54.057,54.163,54.207
322,M,False,31.994,32.017,31.728,31.583,31.132,30.914,30.962,30.869,30.846,31.034,30.282,30.67,30.694,30.805,30.873
323,M,False,41.933,41.963,41.891,41.85,41.738,41.593,41.804,41.773,41.812,41.805,41.872,41.805,41.59,41.657,41.537
324,M,False,42.997,46.209,41.799,50.583,47.242,51.141,52.26,57.054,52.578,57.112,56.712,55.339,56.278,55.7,55.753
325,M,False,57.242,56.939,56.153,56.145,56.413,56.203,55.105,55.659,55.433,55.412,54.495,55.183,54.851,54.393,54.4
326,M,False,53.453,52.207,52.147,50.668,50.116,49.68,49.996,50.374,50.215,49.696,49.092,49.527,48.819,48.107,47.917
327,M,False,49.68,49.996,50.374,50.215,49.696,49.092,49.527,48.819,48.107,47.917,46.964,46.219,46.254,46.113,45.547
328,M,False,44.206,44.842,44.402,45.156,44.664,45.55,45.302,45.463,45.299,45.175,44.75,44.606,44.658,43.725,43.513
329,M,False,43.88,43.472,42.842,42.875,43.319,42.747,42.628,41.917,42.245,42.287,42.236,41.85,42.027,41.936,42.403
330,M,True,42.807,42.903,42.823,42.861,42.888,42.688,42.997,43.095,42.978,42.957,42.696,42.911,43.125,42.746,42.719
331,M,False,43.095,42.978,42.957,42.696,42.911,43.125,42.746,42.719,42.719,42.84,42.755,42.691,42.73,42.645,42.633
332,M,False,42.649,42.487,42.407,42.583,42.506,42.627,42.483,42.466,42.6,42.79,42.709,42.601,42.495,42.716,42.481
333,M,True,43.148,43.085,43.152,43.065,42.755,42.879,43.366,43.305,43.175,43.344,43.453,43.667,43.662,43.743,43.653
334,M,False,44.629,44.508,44.651,44.572,44.703,44.541,44.358,44.675,44.838,44.836,45.036,45.061,45.134,45.216,45.277
335,M,True,41.749,41.895,41.567,41.968,42.196,42.184,42.402,42.712,42.823,42.77,43.01,43.177,42.915,42.868,42.937
336,M,True,49.392,49.537,49.754,49.764,49.809,49.807,49.84,49.72,49.802,49.862,49.892,49.887,49.975,50.05,50.194
337,M,False,49.887,49.975,50.05,50.194,50.193,50.468,50.449,50.608,50.603,50.756,50.845,50.916,51.036,51.086,51.249
338,M,False,51.487,51.551,51.395,51.359,51.413,51.608,51.518,51.551,51.811,51.827,51.767,51.756,51.857,51.865,51.889
339,M,False,45.595,45.44,45.785,45.489,45.736,45.474,45.576,46.016,45.64,46.114,45.851,46.084,46.003,45.629,45.636
340,M,False,51.975,51.978,51.924,52.016,52.013,52.1,52.072,52.068,52.15,52.173,52.041,51.818,51.917,51.909,51.947
341,M,False,52.353,52.451,52.424,52.535,52.679,52.647,52.662,52.781,52.816,52.786,52.794,52.801,52.881,53.017,52.969
342,M,False,51.72,51.566,51.563,51.367,51.527,51.466,51.348,51.358,51.691,51.933,51.953,51.906,52.226,52.213,52.069
343,M,True,56.549,56.647,56.56,56.514,56.563,56.677,56.623,56.402,56.513,56.325,56.197,56.069,55.932,55.854,55.78
344,M,False,56.538,56.438,56.515,56.435,56.502,56.205,56.309,56.371,56.214,56.206,55.972,55.91,55.829,55.843,55.819
345,M,False,56.008,55.994,56.159,56.183,56.314,56.494,56.366,56.487,56.508,56.593,56.543,56.531,56.519,56.377,56.249
346,M,False,53.541,53.58,53.607,53.648,53.466,53.535,53.401,53.319,53.1,52.865,52.693,52.553,52.483,52.447,52.403
347,M,True,45.09,44.973,44.631,44.594,44.597,44.423,44.431,44.473,44.128,43.899,43.919,43.895,43.799,43.556,43.461
348,M,False,43.194,43.125,43.04,42.958,42.842,42.834,42.816,42.548,42.464,42.258,41.899,41.808,41.739,41.628,41.383
349,M,False,43.592,43.441,43.486,43.587,43.497,43.38,43.284,43.403,43.176,43.271,43.094,43.308,43.321,43.121,43.229
350,M,True,49.155,49.065,49.303,49.668,49.581,49.661,49.661,49.727,49.935,49.839,49.877,49.688,49.724,49.721,49.691
351,M,True,52.307,52.501,52.823,52.878,53.134,53.544,53.506,53.572,53.262,53.201,53.442,53.313,53.308,53.115,52.893
352,M,True,56.571,56.387,56.073,56.146,56.606,56.374,56.282,56.547,56.576,56.611,57.218,57.124,57.038,56.944,56.791
353,M,True,55.824,55.875,55.915,55.685,55.857,56.252,56.417,56.351,56.539,56.673,56.802,56.781,56.674,56.586,56.762
354,M,True,57.244,58.011,57.813,57.786,57.79,58.037,58.05,57.921,58.136,58.32,58.364,58.179,58.166,58.278,58.056
355,M,True,57.961,57.922,57.736,57.801,57.838,57.775,57.658,57.939,57.667,57.985,58.178,58.159,58.273,58.278,58.262
356,M,True,57.775,57.658,57.939,57.667,57.985,58.178,58.159,58.273,58.278,58.262,58.304,58.195,58.366,58.158,58.046
357,M,False,58.41,58.057,58.159,58.346,58.123,58.02,57.917,57.582,57.453,57.702,57.591,57.799,58.056,58.193,58.522
358,M,False,57.799,58.056,58.193,58.522,58.765,58.798,59.25,59.124,59.145,59.371,59.4,59.211,59.198,59.315,59.332
359,M,True,56.946,57.008,57.077,56.898,56.991,56.969,57.226,57.42,57.263,57.322,57.291,57.618,57.641,57.777,57.655
360,M,False,56.986,56.991,56.68,56.593,56.592,56.56,56.481,56.529,56.528,56.536,56.362,56.42,56.454,56.557,56.456
361,M,False,56.56,56.481,56.529,56.528,56.536,56.362,56.42,56.454,56.557,56.456,56.668,56.538,56.529,56.592,56.742
362,M,False,56.647,56.62,56.6,56.507,56.51,56.362,56.222,56.14,56.061,55.909,55.732,55.683,55.687,55.655,55.855
363,M,False,50.565,50.412,50.601,50.806,50.873,50.668,50.391,50.497,50.214,50.227,49.96,50.105,49.981,49.923,50.112
364,M,False,36.04,36.388,36.427,36.3,36.167,36.51,36.148,35.902,35.504,35.265,35.046,35.108,34.818,34.982,34.982
365,M,False,45.321,45.224,45.129,44.966,44.961,45.055,44.893,44.73,44.683,44.553,44.409,43.986,43.801,43.73,43.794
366,M,False,42.93,42.458,42.703,43.1,43.184,42.991,42.952,43.294,43.042,43.324,42.938,43.254,43.102,42.526,42.983
367,M,False,28.343,28.717,28.557,28.774,28.953,28.334,28.33,28.457,28.198,27.984,28.082,27.917,27.911,27.675,27.616
368,M,False,22.733,22.653,22.444,22.499,22.346,22.529,22.534,22.515,22.311,22.317,22.377,22.543,22.528,22.394,22.473
369,M,False,38.997,38.911,38.92,38.994,38.686,38.549,38.608,38.621,38.567,38.361,38.217,38.028,37.904,37.771,37.53
370,M,False,55.463,55.551,55.391,55.134,55.103,55.033,55.254,55.442,55.233,55.667,55.727,55.789,55.635,55.613,55.254
371,M,True,28.892,28.507,27.369,27.222,27.61,27.303,27.482,27.386,28.169,28.691,26.869,28.075,27.947,27.62,28.82
372,M,True,29.079,29.438,29.284,29.368,29.181,28.89,29.127,29.058,29.418,28.807,29.218,29.027,28.996,29.654,29.33
373,M,True,30.698,30.02,30.326,30.098,30.041,31.013,30.816,31.175,30.703,32.256,32.117,32.787,32.423,32.62,32.653
374,M,False,33.657,32.34,32.405,32.618,32.559,32.753,33.065,33.482,34.213,34.425,34.51,34.772,34.48,35.243,34.5
375,M,False,37.002,37.168,37.827,37.218,38.0,38.57,38.982,39.093,38.628,38.301,39.234,39.24,39.081,38.917,38.462
376,M,True,39.388,39.41,39.252,39.11,38.937,39.151,39.179,39.217,39.27,38.687,38.465,39.164,38.851,38.998,39.068
377,M,False,27.02,28.631,28.399,28.421,27.968,29.209,28.527,27.215,28.95,28.484,27.833,27.591,27.41,27.322,26.911
378,M,True,37.112,37.365,37.242,36.959,37.009,36.954,36.751,36.833,36.928,36.99,36.999,36.961,36.632,36.693,36.486
379,M,True,37.192,37.161,37.208,37.179,36.973,37.286,37.287,37.207,37.415,37.41,37.081,36.829,36.98,37.019,36.656
380,M,False,35.958,34.518,34.369,34.536,34.737,34.392,34.382,34.178,34.335,32.45,33.412,32.386,32.867,32.183,32.358
381,M,False,48.555,48.28,48.753,48.824,49.017,49.292,49.363,49.454,49.226,49.602,49.088,49.458,49.768,49.678,49.435
382,M,False,48.68,49.034,49.32,49.376,49.232,49.346,49.171,49.846,49.772,49.565,49.547,49.483,48.992,48.229,48.156
383,M,False,42.646,42.859,43.245,43.218,42.905,42.86,42.763,42.914,43.316,43.355,43.519,42.921,43.387,42.946,43.143
384,M,False,32.769,32.88,32.723,32.889,33.038,32.711,32.797,32.866,32.76,32.812,32.543,32.915,32.698,32.757,32.732
385,M,False,37.461,37.368,37.343,37.233,37.459,37.438,37.465,37.365,37.232,37.401,37.167,37.228,37.299,37.205,37.14
386,M,False,41.072,40.927,40.45,40.455,40.217,40.113,39.863,39.954,39.908,39.546,39.461,39.455,39.408,39.334,39.418
387,M,False,55.512,55.569,55.406,55.323,55.191,55.337,55.167,55.227,55.162,55.108,55.192,55.266,55.149,55.036,54.7
388,M,True,37.339,37.523,37.27,37.619,37.373,37.866,37.915,37.837,37.675,37.77,37.887,37.917,37.877,37.696,37.616
389,M,False,36.671,36.86,36.854,36.407,36.58,36.513,36.538,36.574,36.304,36.436,36.187,36.261,36.329,36.568,36.73
390,M,False,43.213,43.268,43.317,43.558,43.473,43.385,43.355,43.586,43.714,43.703,43.82,43.616,43.297,43.608,43.72
391,M,False,42.933,43.169,42.898,43.134,43.076,43.314,43.206,43.09,43.081,43.108,43.175,43.079,43.326,43.415,43.459
