,FLARE_TYPE,COINCIDENCE,g_s_1,g_s_2,g_s_3,g_s_4,g_s_5,g_s_6,g_s_7,g_s_8,g_s_9,g_s_10,g_s_11,g_s_12,g_s_13,g_s_14,g_s_15
0,X,False,90177.0,95488.0,99707.0,126350.0,112640.0,106220.0,96951.0,97643.0,103450.0,94982.0,109330.0,95691.0,112320.0,101980.0,115740.0
1,X,False,53345.0,57244.0,56641.0,63109.0,61677.0,58080.0,56071.0,49778.0,49333.0,51625.0,44968.0,44570.0,51049.0,48191.0,53662.0
2,X,False,22712.0,23823.0,23979.0,26990.0,21875.0,23738.0,23418.0,23965.0,23624.0,26158.0,23084.0,27902.0,28855.0,20865.0,24441.0
3,X,False,10917.0,13983.0,11363.0,10125.0,10222.0,10653.0,11185.0,11847.0,11977.0,11992.0,15913.0,16693.0,19112.0,17787.0,13530.0
4,X,True,12555.0,13425.0,14097.0,12308.0,10512.0,10762.0,13336.0,11171.0,10936.0,10181.0,11655.0,10302.0,8320.8,9432.0,13474.0
5,X,False,49339.0,47697.0,47923.0,54234.0,49323.0,45237.0,44540.0,42944.0,43192.0,52557.0,36415.0,44766.0,34623.0,44541.0,42623.0
6,X,True,23349.0,28456.0,29320.0,33442.0,24647.0,25665.0,29184.0,26569.0,29355.0,37315.0,26551.0,34445.0,28060.0,25810.0,21700.0
7,X,False,221090.0,236750.0,226620.0,189810.0,196940.0,214480.0,257940.0,215360.0,233140.0,231980.0,246280.0,219720.0,233750.0,216070.0,207880.0
8,X,False,214480.0,257940.0,215360.0,233140.0,231980.0,246280.0,219720.0,233750.0,216070.0,207880.0,218700.0,224730.0,203010.0,200950.0,179470.0
9,X,False,244100.0,231390.0,232280.0,249480.0,209150.0,233610.0,189030.0,215390.0,237730.0,239080.0,248650.0,268590.0,249360.0,264770.0,245430.0
10,X,False,7449.7,9904.1,8980.2,5607.6,21075.0,9382.0,12223.0,14247.0,9075.4,3116.2,7939.1,4351.9,8752.1,3107.2,6536.5
11,X,True,95548.0,85436.0,40320.0,38986.0,50456.0,16037.0,37907.0,23325.0,24707.0,17085.0,13676.0,10863.0,8294.3,3421.8,7713.3
12,X,True,25912.0,24478.0,25105.0,35705.0,27379.0,24756.0,25006.0,26789.0,25984.0,25693.0,28074.0,34194.0,38224.0,30427.0,27731.0
13,X,False,24856.0,25737.0,22603.0,23067.0,22632.0,22883.0,23127.0,21941.0,17445.0,16363.0,17640.0,15873.0,16080.0,17572.0,20296.0
14,X,False,83967.0,96688.0,81706.0,82330.0,95764.0,96638.0,89377.0,93289.0,73115.0,84001.0,91194.0,73034.0,74864.0,80976.0,80752.0
15,X,False,101400.0,94005.0,89694.0,91240.0,84401.0,90458.0,82658.0,86565.0,80578.0,76976.0,88225.0,90233.0,86882.0,92482.0,92195.0
16,X,False,52072.0,45661.0,56666.0,55626.0,54202.0,52519.0,57957.0,55585.0,55079.0,53495.0,61246.0,58330.0,62203.0,52621.0,53698.0
17,X,False,22304.0,21432.0,25951.0,23128.0,17262.0,18676.0,20715.0,17964.0,21112.0,25149.0,21824.0,19351.0,23448.0,26721.0,20368.0
18,X,False,162470.0,148760.0,174190.0,169030.0,199840.0,197010.0,211780.0,187180.0,199180.0,202400.0,185200.0,176290.0,170330.0,214460.0,196280.0
19,X,False,107860.0,93479.0,117600.0,68881.0,61844.0,83856.0,42785.0,55766.0,44179.0,98645.0,97480.0,152540.0,21573.0,78623.0,80735.0
20,X,False,53159.0,60625.0,81995.0,123820.0,107890.0,88053.0,102580.0,138050.0,79860.0,87707.0,103590.0,158960.0,119870.0,111810.0,166960.0
21,X,False,5970.3,5257.3,4988.3,4809.8,4722.4,4393.1,4160.9,2901.2,2896.3,1477.9,0.0,0.0,0.0,0.0,0.0
22,X,False,104340.0,97915.0,103660.0,156690.0,138730.0,187460.0,171290.0,204600.0,191090.0,112540.0,119680.0,165830.0,128260.0,187660.0,196750.0
23,X,True,477420.0,450030.0,441660.0,495270.0,497580.0,520710.0,528000.0,580590.0,516820.0,509870.0,627410.0,596860.0,604120.0,551480.0,521910.0
24,X,True,770740.0,749020.0,716840.0,745510.0,774570.0,743510.0,673050.0,705000.0,769260.0,778350.0,746020.0,776700.0,796260.0,711640.0,746910.0
25,X,True,750370.0,778250.0,741590.0,815620.0,727960.0,734910.0,793070.0,682130.0,668760.0,754590.0,840890.0,779860.0,888910.0,817420.0,767490.0
26,X,False,26973.0,26975.0,25944.0,27661.0,27747.0,27282.0,32251.0,31366.0,26958.0,28324.0,31080.0,31964.0,29729.0,30793.0,35071.0
27,X,False,189060.0,194210.0,166940.0,157390.0,169300.0,176510.0,174480.0,172550.0,172050.0,190880.0,186550.0,184470.0,174290.0,178010.0,168140.0
28,X,True,26519.0,30901.0,32613.0,32845.0,30427.0,23525.0,22322.0,23669.0,36058.0,33312.0,26940.0,31101.0,28130.0,30096.0,28184.0
29,X,False,48210.0,23363.0,51788.0,62205.0,52863.0,48458.0,34970.0,48169.0,44157.0,45479.0,20107.0,6666.7,11950.0,13803.0,6876.8
30,X,True,184650.0,177750.0,177630.0,182420.0,186190.0,194180.0,171020.0,207800.0,208140.0,213770.0,196500.0,181950.0,178420.0,201650.0,166180.0
31,X,True,166180.0,175930.0,194590.0,187340.0,186860.0,212140.0,204530.0,198650.0,219050.0,220260.0,209540.0,196820.0,239450.0,191130.0,205160.0
32,X,False,180320.0,189270.0,204910.0,227260.0,231140.0,182600.0,232470.0,214050.0,236620.0,243030.0,227080.0,250490.0,237310.0,223050.0,226810.0
33,X,False,11710.0,10558.0,10510.0,15437.0,25482.0,6905.7,5401.0,18499.0,18865.0,16000.0,12800.0,14896.0,10014.0,7464.5,7155.6
34,M,False,3216.8,3629.3,2595.3,2544.5,3079.3,2768.8,2783.1,2467.1,2608.7,3644.9,3863.1,3754.1,5396.1,2567.1,2456.8
35,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,M,False,627.61,649.63,654.65,658.16,654.72,660.21,664.94,0.0,689.98,690.75,707.47,697.4,694.65,684.93,676.68
37,M,True,7794.9,14900.0,4283.3,6566.8,7631.2,6011.0,7979.8,7551.1,11654.0,8571.8,7118.7,7556.8,6620.7,10693.0,16903.0
38,M,False,0.0,0.0,0.0,22.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.923,0.0,0.0
39,M,False,1741.0,1657.5,1739.4,1679.1,1677.8,1657.0,1711.6,1724.0,1774.2,1607.8,1626.9,1488.8,2858.6,1637.2,1659.2
40,M,False,82.084,75.812,78.298,146.01,78.903,121.97,110.86,89.121,120.4,121.52,111.99,113.03,109.25,60.702,58.107
41,M,True,2498.7,3025.4,3425.8,2045.6,1878.2,2005.0,2205.3,2539.9,3137.3,3636.7,3416.8,2888.4,4497.2,4895.2,5702.4
42,M,True,89872.0,89521.0,86272.0,86688.0,78015.0,86761.0,87122.0,85966.0,82638.0,81673.0,82187.0,77556.0,79134.0,75824.0,84116.0
43,M,False,1020.7,741.19,1038.8,1396.7,1760.8,1752.9,1546.3,1740.3,2104.8,1978.3,1668.9,2076.7,2089.2,2389.7,2236.4
44,M,False,80620.0,81263.0,89124.0,80144.0,81602.0,77174.0,80405.0,81102.0,80056.0,72732.0,95083.0,85459.0,78641.0,76943.0,71945.0
45,M,True,35518.0,37416.0,33208.0,32845.0,32751.0,37734.0,40572.0,39901.0,36111.0,40142.0,37402.0,38281.0,31671.0,35133.0,33190.0
46,M,True,4573.0,4965.6,4809.3,4793.4,4870.5,4321.9,4418.9,4441.0,3909.9,4693.8,4273.0,3932.9,3947.0,4303.9,4159.5
47,M,False,38807.0,36671.0,37371.0,39505.0,39556.0,35490.0,38720.0,40189.0,38768.0,38885.0,37172.0,33372.0,39005.0,35315.0,37118.0
48,M,False,5242.3,5252.3,5327.3,4930.2,5525.1,5293.1,4716.9,4766.6,4364.2,4706.1,4621.1,4274.6,4725.4,4567.8,3532.1
49,M,False,4058.4,3741.6,4549.1,4422.3,3578.8,3523.2,3866.2,4095.8,3653.3,3254.7,5308.2,4808.5,5070.7,5500.5,5531.0
50,M,False,3129.5,3248.0,4454.5,3637.6,3572.3,3709.8,3485.3,3469.1,3756.9,3647.9,3719.6,3729.1,3714.9,3638.8,3909.9
51,M,True,71293.0,73141.0,76921.0,70778.0,72984.0,67941.0,81480.0,67628.0,74681.0,61462.0,70910.0,68884.0,61783.0,63686.0,69569.0
52,M,True,4049.3,4668.2,5460.9,4963.3,5211.6,5767.2,4081.2,3658.9,4586.2,5784.8,6343.0,5090.8,4966.0,4944.1,5125.6
53,M,False,52238.0,52529.0,50059.0,58049.0,60548.0,70744.0,74484.0,61571.0,62637.0,75503.0,72989.0,63457.0,70259.0,76766.0,92180.0
54,M,False,74484.0,61571.0,62637.0,75503.0,72989.0,63457.0,70259.0,76766.0,92180.0,67293.0,76500.0,76362.0,72817.0,82778.0,91134.0
55,M,False,7292.3,8284.0,8380.1,7459.3,7411.7,6454.8,7037.5,7478.0,8436.0,10665.0,9985.0,8502.6,8411.3,10097.0,9411.4
56,M,False,43365.0,41093.0,42963.0,33070.0,29095.0,27490.0,32101.0,24307.0,28680.0,29771.0,31387.0,18867.0,18979.0,21148.0,23232.0
57,M,True,5234.2,4764.2,4134.3,4465.1,4414.1,4121.3,3578.6,3814.8,3300.5,3453.5,3476.5,4079.1,3711.9,3391.1,4114.3
58,M,False,4607.4,4334.0,4733.7,4876.1,4614.9,4607.1,5520.0,4446.2,4649.1,4551.2,4637.6,4453.1,4442.6,6454.2,5645.2
59,M,False,13345.0,10445.0,9615.0,11520.0,11307.0,11514.0,10013.0,9084.2,10624.0,11101.0,12776.0,11184.0,8425.7,7950.6,10659.0
60,M,False,13458.0,13707.0,14732.0,17349.0,14921.0,14875.0,19219.0,21646.0,13150.0,12798.0,12327.0,22183.0,13674.0,19069.0,19439.0
61,M,False,13150.0,12798.0,12327.0,22183.0,13674.0,19069.0,19439.0,23304.0,11889.0,14925.0,10451.0,13727.0,10999.0,10900.0,12454.0
62,M,True,66622.0,63643.0,71040.0,68197.0,68826.0,65073.0,72738.0,64085.0,79230.0,75885.0,62807.0,66868.0,68566.0,66319.0,60944.0
63,M,False,66319.0,60944.0,66848.0,68026.0,81956.0,72793.0,70511.0,79787.0,73633.0,81606.0,76954.0,87618.0,82157.0,78485.0,80020.0
64,M,True,20716.0,18939.0,18392.0,17974.0,17847.0,17617.0,17734.0,17862.0,17736.0,17828.0,14458.0,13559.0,13895.0,13991.0,14197.0
65,M,False,6016.2,5358.0,7584.8,5377.5,6154.3,6154.6,5024.9,10168.0,10840.0,10386.0,11024.0,11032.0,10597.0,10670.0,7863.2
66,M,False,9175.6,13161.0,13672.0,8502.2,9957.4,6763.1,9664.1,8423.8,5758.7,12524.0,11390.0,8428.6,8653.0,15045.0,10718.0
67,M,False,2114.6,3948.6,5271.5,3822.2,2883.5,3304.8,4749.4,4726.8,3948.0,3104.5,2473.3,3456.4,2272.6,2258.5,2231.4
68,M,False,18241.0,18022.0,17208.0,15309.0,12988.0,13434.0,13212.0,13739.0,14055.0,12344.0,12610.0,15515.0,12203.0,18845.0,20286.0
69,M,False,37241.0,35917.0,37109.0,36033.0,32006.0,39746.0,34817.0,35468.0,37066.0,37474.0,33401.0,36220.0,32551.0,34464.0,39601.0
70,M,True,4734.5,3596.6,4577.8,5267.1,4503.0,3652.7,6064.6,4976.8,4997.3,4143.8,4177.3,3026.1,3447.8,3705.7,4386.6
71,M,False,8655.9,11066.0,9983.3,11356.0,7572.9,7514.2,8356.0,6872.9,8204.6,7417.5,5028.8,5562.1,6637.2,5039.0,6448.5
72,M,True,1453.1,4712.0,1771.0,2844.5,2247.6,2503.1,1723.7,1209.2,2539.1,3520.2,6245.5,2295.9,3437.9,4112.7,1874.7
73,M,False,12548.0,13749.0,26530.0,31358.0,24229.0,39352.0,11560.0,13088.0,10969.0,27802.0,10605.0,12156.0,11566.0,45002.0,32299.0
74,M,False,2255.5,2261.4,1843.7,2030.8,2028.5,1482.4,1831.5,1753.6,1614.9,1534.1,1384.2,1377.1,1740.0,1286.0,1276.3
75,M,False,137290.0,156840.0,136670.0,135410.0,77748.0,120680.0,141950.0,143770.0,142600.0,150000.0,150910.0,154560.0,155260.0,161900.0,180670.0
76,M,False,4439.1,6833.3,4685.5,4181.3,5539.7,6360.7,6220.4,7878.0,6116.7,6097.6,6023.9,9011.1,6442.8,7202.1,7613.7
77,M,False,5700.3,6608.5,5702.6,7419.7,9284.4,8044.7,7114.3,7103.6,7907.0,7737.6,7312.3,7952.3,8405.0,6829.7,4984.1
78,M,True,73153.0,68450.0,80849.0,68603.0,73978.0,70719.0,69705.0,73207.0,74377.0,73562.0,76821.0,81757.0,87206.0,80011.0,76257.0
79,M,True,46068.0,50432.0,44045.0,46474.0,44187.0,46896.0,49456.0,48922.0,47084.0,44483.0,46615.0,49056.0,47712.0,50082.0,40375.0
80,M,False,65865.0,56327.0,71422.0,67485.0,68264.0,70831.0,66542.0,76559.0,77322.0,65598.0,60631.0,67289.0,67314.0,63871.0,61148.0
81,M,True,52128.0,45208.0,40686.0,36543.0,36897.0,46902.0,50869.0,48441.0,51208.0,47437.0,49624.0,45271.0,47889.0,40201.0,41708.0
82,M,False,37345.0,42263.0,38222.0,35388.0,33964.0,38678.0,39717.0,45229.0,37751.0,37120.0,42442.0,45104.0,54516.0,43961.0,38840.0
83,M,True,32469.0,28969.0,34909.0,36551.0,33155.0,32927.0,28369.0,30508.0,27359.0,22207.0,31031.0,25901.0,29251.0,25489.0,34019.0
84,M,False,19782.0,19976.0,25713.0,23884.0,24908.0,24528.0,25029.0,26191.0,25030.0,25804.0,26090.0,24785.0,24391.0,22573.0,20742.0
85,M,True,641.07,634.89,616.14,884.69,882.8,1146.5,1133.9,587.33,602.27,863.6,841.64,1052.5,1043.8,834.5,800.33
86,M,False,212.66,213.62,211.3,210.52,216.62,217.3,213.45,209.33,213.46,206.71,208.65,0.0,0.0,0.0,0.0
87,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,M,True,16284.0,16576.0,17966.0,17984.0,16666.0,16219.0,16548.0,18069.0,16586.0,17116.0,17854.0,18537.0,16066.0,16739.0,14706.0
89,M,True,9260.8,10245.0,8454.0,8130.4,8517.2,10079.0,10642.0,10121.0,9938.1,9464.7,9453.7,9323.3,9936.0,7983.0,9781.3
90,M,False,9980.8,11521.0,9393.5,8744.3,9817.8,9803.9,9559.8,11359.0,7617.2,7310.6,8866.6,8334.3,8429.4,8072.1,7225.7
91,M,True,9399.3,9436.6,9365.6,7490.4,9617.3,9440.8,8853.5,9537.0,9188.5,8984.2,7865.1,7985.3,7813.2,8020.0,8206.2
92,M,False,6558.2,7013.3,7020.4,5454.1,5340.9,4438.7,4714.7,5610.7,4948.7,5029.9,5087.5,5114.6,4657.9,4684.4,4793.3
93,M,False,1202.2,1394.1,1457.1,1297.2,1542.6,1621.3,1513.3,1555.3,1340.9,1285.7,1016.2,1522.9,1057.0,1225.5,1288.1
94,M,True,24569.0,26676.0,23435.0,23097.0,20488.0,24747.0,24638.0,25556.0,26604.0,22397.0,28461.0,28238.0,27708.0,28193.0,27891.0
95,M,True,7895.5,11201.0,11148.0,8476.4,8482.2,8275.3,7245.9,7136.9,7000.8,7738.1,8218.5,6899.9,7242.1,5594.7,5732.0
96,M,True,36760.0,40910.0,44405.0,47012.0,44036.0,41234.0,51990.0,61498.0,60882.0,47777.0,55297.0,57670.0,25574.0,22145.0,22400.0
97,M,False,27387.0,23906.0,24135.0,23818.0,21474.0,21780.0,19943.0,22861.0,29072.0,29746.0,33737.0,30419.0,30759.0,42114.0,44645.0
98,M,False,9698.3,9663.8,10168.0,9203.6,10491.0,10081.0,7898.6,10161.0,8778.6,7781.7,8059.5,7357.2,7909.0,6613.0,7099.4
99,M,True,52670.0,49580.0,36229.0,38968.0,52574.0,67179.0,63881.0,70989.0,70038.0,65396.0,95930.0,77535.0,76577.0,79552.0,96826.0
100,M,False,38968.0,52574.0,67179.0,63881.0,70989.0,70038.0,65396.0,95930.0,77535.0,76577.0,79552.0,96826.0,96753.0,82997.0,81788.0
101,M,False,65396.0,95930.0,77535.0,76577.0,79552.0,96826.0,96753.0,82997.0,81788.0,79969.0,82708.0,83652.0,82144.0,92316.0,85119.0
102,M,False,96753.0,82997.0,81788.0,79969.0,82708.0,83652.0,82144.0,92316.0,85119.0,83060.0,82182.0,99700.0,86361.0,98621.0,85673.0
103,M,False,78539.0,79174.0,96725.0,107220.0,82218.0,70993.0,79013.0,84422.0,87081.0,77881.0,79860.0,82790.0,77586.0,78766.0,78180.0
104,M,True,77764.0,83121.0,83894.0,87379.0,102720.0,105550.0,91495.0,92876.0,82534.0,97536.0,115040.0,118780.0,123110.0,115270.0,122680.0
105,M,False,0.0,0.0,0.0,0.0,18.308,0.0,0.0,0.0,0.0,0.0,0.0,119.06,128.11,305.04,355.09
106,M,False,148930.0,127760.0,134720.0,129890.0,140230.0,173990.0,170460.0,178630.0,181070.0,185860.0,175170.0,155010.0,179700.0,147740.0,150750.0
107,M,False,80399.0,83565.0,78358.0,79240.0,83335.0,83132.0,73267.0,72917.0,81711.0,94414.0,84189.0,98237.0,68921.0,86282.0,86891.0
108,M,True,4297.0,5431.6,5397.0,5454.3,5460.3,5415.0,5288.9,5169.8,5096.9,5040.7,5284.5,5385.6,5283.1,5268.6,5264.6
109,M,True,13511.0,13565.0,7256.8,9763.3,10971.0,10847.0,7416.6,7654.2,2682.8,8859.6,6264.5,6269.8,6208.6,6225.6,6112.0
110,M,False,25191.0,21415.0,21744.0,18049.0,18247.0,18526.0,15528.0,15010.0,15054.0,15081.0,15253.0,15391.0,15369.0,15354.0,14903.0
111,M,False,24522.0,25280.0,26041.0,23018.0,19155.0,22304.0,24162.0,24611.0,22764.0,24163.0,23014.0,25002.0,20349.0,23347.0,21491.0
112,M,False,12402.0,10974.0,15438.0,10927.0,19563.0,18445.0,19155.0,10240.0,9998.5,10272.0,14120.0,16015.0,10884.0,14798.0,11720.0
113,M,False,16261.0,16387.0,13505.0,13613.0,13376.0,12848.0,12718.0,15513.0,15181.0,14673.0,15276.0,15361.0,15133.0,14933.0,14681.0
114,M,True,96110.0,49385.0,171180.0,202730.0,150870.0,116780.0,237930.0,148390.0,148690.0,219010.0,236930.0,211130.0,251740.0,142380.0,128110.0
115,M,True,9495.7,10538.0,14639.0,17463.0,10785.0,10745.0,15409.0,14849.0,13936.0,17720.0,16931.0,17963.0,16360.0,15835.0,20065.0
116,M,True,46708.0,54418.0,44993.0,45214.0,55501.0,49932.0,45950.0,45453.0,53671.0,56497.0,45242.0,53251.0,52229.0,54033.0,45278.0
117,M,True,94201.0,89146.0,97941.0,92220.0,89597.0,100590.0,106410.0,109400.0,108490.0,107050.0,106400.0,122040.0,101990.0,108960.0,121750.0
118,M,True,122450.0,119990.0,136360.0,152950.0,146240.0,136920.0,135910.0,156460.0,141070.0,143530.0,123860.0,119950.0,125720.0,108300.0,111110.0
119,M,True,116610.0,124830.0,109700.0,129830.0,97092.0,96719.0,108900.0,108050.0,112140.0,116650.0,136100.0,145250.0,115830.0,126470.0,108810.0
120,M,False,189300.0,181240.0,188520.0,173450.0,187270.0,194380.0,222800.0,179280.0,214410.0,192710.0,187850.0,165270.0,203170.0,204490.0,189130.0
121,M,False,204360.0,219050.0,212660.0,225360.0,231440.0,208820.0,202740.0,173580.0,203610.0,219020.0,186280.0,172560.0,194550.0,201420.0,192410.0
122,M,False,189170.0,186360.0,193510.0,178210.0,180140.0,184370.0,181140.0,178760.0,189190.0,169740.0,195070.0,179250.0,158670.0,179560.0,144920.0
123,M,False,5013.7,5083.6,4986.1,5135.5,5135.7,5114.2,5051.9,5038.7,4940.5,4938.5,5060.0,5079.7,4963.7,4970.3,4965.5
124,M,True,3842.0,4386.9,3446.3,1264.6,3042.0,2027.0,3822.4,3096.7,2645.5,1937.0,2377.4,3241.8,6237.0,5575.5,1758.6
125,M,False,2813.7,2863.3,1674.4,2886.9,1717.6,1715.8,1699.9,2982.3,1797.7,1850.2,1891.6,2049.6,2745.8,2819.5,2817.1
126,M,False,86523.0,68850.0,48756.0,31616.0,8760.7,10875.0,37639.0,33580.0,11930.0,36807.0,47600.0,93780.0,96210.0,136100.0,141130.0
127,M,True,431.49,442.33,429.54,425.6,471.9,445.61,438.65,433.15,437.61,438.25,501.08,429.85,399.44,413.02,451.54
128,M,False,13003.0,13328.0,17093.0,14403.0,13546.0,14531.0,15249.0,16463.0,13336.0,12523.0,15994.0,10741.0,13608.0,16454.0,13715.0
129,M,True,9345.5,10495.0,8252.8,11744.0,16701.0,16685.0,11636.0,6292.7,13962.0,12288.0,21818.0,27351.0,17865.0,20430.0,22214.0
130,M,False,43800.0,37001.0,28850.0,17550.0,25079.0,36277.0,21195.0,22720.0,28758.0,13872.0,27068.0,26960.0,16673.0,16602.0,21422.0
131,M,False,19681.0,27595.0,19699.0,16007.0,12981.0,14950.0,15759.0,12317.0,10568.0,4018.0,8445.2,1848.0,4720.7,6756.2,3574.9
132,M,True,11501.0,13595.0,13357.0,12766.0,17275.0,15303.0,14396.0,9969.5,13497.0,16142.0,11724.0,11597.0,9113.4,12982.0,13418.0
133,M,False,16490.0,12315.0,12275.0,15412.0,12524.0,15062.0,14687.0,15964.0,14313.0,12168.0,14095.0,15739.0,14414.0,11494.0,11992.0
134,M,False,17775.0,17021.0,12654.0,11389.0,11505.0,12718.0,18686.0,18628.0,18816.0,18422.0,18902.0,19525.0,17886.0,18655.0,17770.0
135,M,False,32193.0,32911.0,26960.0,29315.0,37264.0,43309.0,35053.0,38057.0,30740.0,27748.0,27830.0,30649.0,31530.0,33316.0,30676.0
136,M,False,27173.0,27048.0,27146.0,27631.0,30776.0,26650.0,27834.0,24895.0,26063.0,24953.0,25666.0,27680.0,26104.0,24357.0,23455.0
137,M,False,450.77,457.25,446.08,447.16,440.86,439.48,433.36,431.18,429.83,440.52,428.31,435.41,430.32,422.42,427.58
138,M,True,13571.0,11498.0,11707.0,10282.0,10326.0,6908.5,9384.6,8660.4,8171.9,9545.9,8644.4,8860.4,8558.1,8614.8,8645.9
139,M,True,74832.0,77763.0,88644.0,88221.0,83551.0,94604.0,82742.0,83164.0,84503.0,83050.0,82226.0,85990.0,84450.0,83075.0,92390.0
140,M,False,77763.0,88644.0,88221.0,83551.0,94604.0,82742.0,83164.0,84503.0,83050.0,82226.0,85990.0,84450.0,83075.0,92390.0,110700.0
141,M,False,98843.0,100980.0,106440.0,97585.0,86862.0,108630.0,83516.0,101130.0,91380.0,96525.0,94316.0,97917.0,89452.0,101460.0,90625.0
142,M,True,94316.0,97917.0,89452.0,101460.0,90625.0,105340.0,112090.0,95687.0,125160.0,110020.0,119890.0,99162.0,114620.0,129180.0,133740.0
143,M,False,112090.0,95687.0,125160.0,110020.0,119890.0,99162.0,114620.0,129180.0,133740.0,102000.0,114200.0,125170.0,133640.0,128690.0,114480.0
144,M,False,133640.0,128690.0,114480.0,112640.0,139980.0,170520.0,168530.0,176300.0,153270.0,185650.0,153740.0,160440.0,167870.0,156350.0,144010.0
145,M,False,149920.0,161900.0,164630.0,191580.0,187120.0,173630.0,160590.0,146950.0,147970.0,125250.0,145210.0,176280.0,167300.0,184860.0,161850.0
146,M,False,161610.0,153500.0,133400.0,133050.0,135890.0,131780.0,140030.0,173870.0,182240.0,175280.0,148010.0,177850.0,194860.0,152210.0,183740.0
147,M,False,198210.0,190730.0,217190.0,246090.0,231030.0,242790.0,221090.0,236750.0,226620.0,189810.0,196940.0,214480.0,257940.0,215360.0,233140.0
148,M,False,271090.0,246020.0,236210.0,230990.0,233010.0,242860.0,249930.0,252440.0,239800.0,217270.0,206260.0,212390.0,236810.0,223630.0,215740.0
149,M,False,121830.0,123640.0,134220.0,106660.0,113330.0,111140.0,119200.0,130040.0,120740.0,119100.0,102560.0,106810.0,116170.0,118980.0,115680.0
150,M,False,35251.0,35464.0,31958.0,34557.0,36342.0,34108.0,32579.0,31607.0,31278.0,33511.0,34485.0,22822.0,22885.0,24099.0,22505.0
151,M,True,1585.2,1534.5,1382.9,1534.5,1412.4,1349.2,1043.5,1084.0,1129.8,1150.8,1013.2,773.61,1018.0,1238.7,1082.2
152,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,M,False,3329.5,3005.2,3195.8,2367.4,2655.6,3065.9,3020.0,2914.1,3134.3,3600.0,4370.9,3960.6,3274.7,2381.9,2863.2
154,M,True,39827.0,45107.0,41028.0,53357.0,72126.0,44458.0,36884.0,22857.0,28322.0,17720.0,4827.9,5042.2,9202.2,15987.0,15034.0
155,M,False,4290.3,4072.6,4044.4,3456.8,2390.7,3397.4,3383.6,3392.9,2536.0,3473.5,3425.3,3395.8,3424.3,2416.7,3352.8
156,M,True,49087.0,51293.0,51354.0,46081.0,50068.0,51434.0,52715.0,67260.0,66759.0,56164.0,53573.0,68941.0,59623.0,57743.0,57241.0
157,M,True,118440.0,110860.0,103920.0,114140.0,112120.0,106210.0,104780.0,101100.0,108340.0,102000.0,109480.0,103980.0,115980.0,126350.0,126740.0
158,M,False,108340.0,102000.0,109480.0,103980.0,115980.0,126350.0,126740.0,126420.0,129600.0,118290.0,118650.0,116970.0,121680.0,130760.0,113360.0
159,M,False,155100.0,180700.0,144570.0,157180.0,138560.0,161540.0,153000.0,168200.0,146540.0,144320.0,149850.0,150620.0,135880.0,151630.0,159460.0
160,M,False,141570.0,157250.0,167020.0,150280.0,175710.0,164520.0,172320.0,172580.0,145150.0,151690.0,163120.0,142710.0,151930.0,150260.0,148680.0
161,M,False,5243.0,5201.9,5272.6,5257.2,5364.6,5252.4,5512.4,5743.7,6140.6,6431.9,6220.6,6206.2,6576.4,6577.2,6877.8
162,M,False,9814.4,8992.0,8637.5,8581.7,7741.2,7338.2,7109.5,7707.8,8026.2,8356.0,7087.6,7859.2,7321.9,7499.4,7541.4
163,M,True,1717.0,2172.4,6061.1,6818.2,2176.4,1924.0,1657.0,255.15,1123.3,825.83,16.084,0.0,0.0,0.0,0.0
164,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,M,False,42525.0,35211.0,37114.0,41910.0,41921.0,53262.0,51216.0,38110.0,40164.0,43792.0,41834.0,39492.0,44480.0,46433.0,47861.0
167,M,True,354.69,157.86,0.0,224.55,0.0,0.0,76.406,0.0,0.0,0.0,0.0,0.0,85.021,0.0,0.0
168,M,False,3356.0,4132.4,4622.8,5711.5,4515.3,4466.2,4645.6,2596.9,3727.8,3696.6,5530.8,5282.6,4527.2,2817.0,2811.6
169,M,True,6781.1,7401.2,4817.3,7418.0,4253.0,9798.6,7349.1,7744.2,7246.9,8829.0,7472.3,7590.4,8058.3,9644.5,9404.3
170,M,False,9667.2,8563.2,9176.1,9881.0,8988.0,9218.2,9436.5,8925.5,8295.5,9068.5,9306.2,10583.0,9766.7,8702.8,8227.8
171,M,True,1755.4,2079.8,4780.3,1293.5,1370.6,2239.9,2329.1,1897.8,4113.2,4527.6,2667.0,5015.1,4364.2,4319.6,4325.0
172,M,False,6979.1,6833.1,7773.5,8086.5,7369.5,8067.3,8166.9,8757.1,9545.7,8915.2,9111.8,7610.5,9615.8,9765.0,9791.4
173,M,True,36852.0,35099.0,36696.0,35871.0,37935.0,30517.0,38816.0,34641.0,37419.0,42005.0,39747.0,34855.0,48429.0,43707.0,60792.0
